SA1_7DIGITCODE_2016,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
1113912,56,5,0,0,0,0,0,59
1113913,34,3,0,0,0,0,0,35
1113914,48,0,5,0,0,0,0,56
1113915,45,5,0,3,0,0,0,54
1113916,50,4,3,0,0,0,0,57
1113917,29,3,0,0,0,0,0,31
1113918,0,0,0,0,0,0,0,0
1113919,51,3,0,0,0,0,0,57
1114001,89,7,6,0,0,0,0,105
1114002,27,4,0,0,0,0,0,35
1114003,46,3,0,0,0,0,0,45
1114004,39,8,4,0,0,0,0,47
1114005,25,3,0,0,0,0,0,32
1114006,61,5,3,0,0,0,0,69
1114007,69,0,0,0,0,0,0,70
1114008,34,0,0,0,0,0,0,34
1114009,54,8,6,0,0,0,3,64
1114010,34,0,0,0,0,0,0,36
1114011,52,3,3,0,0,0,0,63
1114012,42,7,0,0,0,0,0,47
1114013,38,3,0,4,0,0,0,47
1114014,14,0,0,0,0,0,0,16
1114015,26,0,0,0,0,0,0,30
1114016,23,0,0,0,0,0,0,25
1114017,44,3,0,0,0,0,0,50
1114018,35,0,0,3,0,0,0,37
1114019,30,0,0,0,0,0,0,36
1114020,20,0,0,0,0,0,0,26
1114101,95,3,6,0,4,0,0,101
1114102,0,0,0,0,0,0,0,0
1114103,147,14,12,0,0,0,0,173
1114104,44,11,0,0,0,0,4,60
1114105,36,3,0,0,0,0,0,37
1114106,64,4,7,0,0,0,0,77
1114107,50,0,3,0,0,0,0,56
1114108,73,3,0,0,0,0,0,78
1114110,202,12,4,0,0,0,0,227
1114111,0,0,0,0,0,0,0,0
1114112,75,5,3,0,0,0,0,90
1114113,56,4,0,0,0,0,0,55
1114114,49,0,5,0,0,0,0,56
1114115,35,0,0,0,0,0,0,34
1114116,72,4,3,0,0,0,0,82
1114117,44,5,3,0,0,0,0,51
1114118,43,5,0,0,0,0,0,52
1114119,66,10,5,3,0,0,0,82
1114120,57,3,0,0,0,0,0,63
1114121,37,6,3,0,0,0,0,44
1114122,56,7,0,0,0,0,3,66
1114123,106,5,7,0,0,0,0,116
1114124,32,3,0,0,0,0,3,38
1114126,23,0,0,0,0,0,0,19
1114127,55,3,3,0,0,0,0,65
1114128,79,8,3,0,0,0,0,95
1114129,52,4,4,0,0,0,0,57
1114130,98,7,11,0,0,0,0,115
1114131,56,4,3,0,0,0,0,66
1114133,134,11,8,0,0,0,0,152
1114134,69,9,6,0,0,0,0,78
1114135,55,8,3,0,0,0,0,73
1114136,61,3,5,3,0,0,0,71
1114137,72,3,0,4,0,0,0,75
1114201,63,6,0,0,0,0,0,75
1114202,50,3,0,0,0,0,0,59
1114203,0,0,0,0,0,0,0,0
1114204,31,3,4,0,0,0,0,36
1114205,53,0,3,0,0,0,0,58
1114206,44,3,0,0,0,0,0,45
1114207,37,0,8,0,0,0,0,45
1114208,31,3,4,0,0,0,0,42
1114209,33,0,3,0,0,0,0,43
1114210,22,5,0,0,0,0,0,32
1114211,33,6,0,0,0,0,0,48
1114212,47,6,0,0,0,0,0,54
1114213,81,3,0,0,0,0,0,94
1114214,36,0,3,0,0,0,0,44
1114215,29,3,0,0,0,0,0,27
1114216,38,3,0,0,0,0,0,52
1114217,47,0,6,3,0,0,0,56
1114218,54,3,0,0,0,0,3,67
1114219,29,0,0,0,0,0,0,27
1114220,35,5,3,0,0,0,0,44
1114221,3,0,0,0,0,0,0,3
1114222,41,4,0,3,0,0,0,50
1114223,41,4,3,0,0,0,0,47
1114224,34,3,0,0,0,0,0,35
1114225,52,3,0,0,0,0,0,53
1114226,51,8,3,0,0,0,0,60
1114301,29,0,3,0,0,0,0,30
1114302,46,7,0,0,0,0,0,58
1114303,42,3,0,0,0,0,0,48
1114304,29,5,3,0,0,0,0,34
1114305,41,4,0,0,0,0,0,45
1114306,42,4,3,0,0,0,0,48
1114307,25,7,5,0,0,0,0,39
1114308,18,5,0,0,0,0,0,30
1114309,40,3,3,0,0,0,0,44
1114310,38,7,0,0,0,0,0,48
1114311,28,0,5,0,0,0,0,31
1114312,0,0,0,0,0,0,0,0
1114313,40,3,3,0,0,0,0,48
1114314,4,0,0,0,0,0,0,3
1114315,32,3,3,3,0,0,0,35
1114316,30,3,3,0,0,0,0,38
1114317,44,4,4,3,0,0,0,52
1114318,40,6,0,0,0,0,0,47
1114319,54,5,5,0,0,0,0,63
1114320,35,4,0,3,0,0,0,45
1114321,60,7,6,0,0,0,0,72
1114322,32,3,4,0,0,0,0,40
1114323,37,3,3,0,0,0,0,36
1114324,20,3,0,0,0,0,0,24
1114325,21,3,3,0,0,0,0,24
1114326,42,7,7,0,0,0,0,57
1114327,14,3,0,0,0,0,0,20
1114328,28,4,6,0,0,0,0,44
1114329,20,0,3,0,0,0,0,18
1114330,28,3,4,0,0,0,0,37
1114331,19,4,3,0,0,0,0,29
1114332,26,6,0,0,0,0,0,31
1114333,15,3,0,0,0,0,0,23
1114334,48,7,0,4,0,0,0,61
1114335,39,3,0,0,0,0,0,46
1114336,43,5,5,0,0,0,0,55
1114337,29,3,0,0,0,0,0,34
1114338,23,9,4,0,0,0,0,35
1114339,23,5,3,0,0,0,0,35
1114340,22,6,0,0,0,0,0,24
1114341,9,6,0,0,0,0,0,12
1114342,27,3,3,0,0,0,0,34
1114343,25,3,0,0,0,0,0,33
1114344,58,3,6,0,0,0,0,62
1114345,38,3,0,3,0,0,0,42
1114346,52,7,3,0,0,0,0,61
1114347,43,9,3,0,0,0,0,54
1114348,37,4,0,0,0,0,0,41
1114349,46,9,9,0,0,0,0,65
1114350,65,4,5,4,0,0,0,73
1114401,52,5,0,0,0,0,0,51
1114402,103,3,3,0,0,0,0,114
1114403,18,0,0,0,0,0,0,22
1114404,62,0,0,0,0,0,0,64
1114405,36,3,0,0,0,0,0,43
1114406,42,0,3,0,0,0,0,47
1114407,71,4,3,0,0,0,0,77
1114408,34,0,0,0,0,0,0,32
1114409,30,5,0,0,0,0,0,34
1114410,37,0,0,0,0,0,0,36
1114411,63,6,0,0,0,0,0,65
1114412,7,0,0,0,0,0,0,7
1114413,37,5,3,0,0,0,0,45
1114414,56,0,3,0,0,0,0,60
1114415,4,0,0,0,0,0,0,7
1114416,30,0,3,0,0,0,0,29
1114417,71,6,0,0,0,0,0,74
1114418,0,0,0,0,0,0,0,0
1114419,35,0,0,0,0,0,0,35
1114420,8,0,0,0,0,0,0,11
1114421,54,3,0,0,0,0,0,59
1114422,54,0,0,0,0,0,0,62
1114423,76,4,0,0,0,0,0,83
1114424,68,0,0,0,0,0,0,71
1114425,53,6,6,0,0,0,0,64
1114426,79,7,4,3,0,0,0,88
1114427,38,0,0,0,0,0,0,36
1114428,65,3,0,0,0,0,0,70
1114429,43,3,4,0,0,0,0,49
1114430,40,5,0,0,0,0,0,46
1114431,66,3,4,0,0,0,0,80
1114432,56,3,5,0,0,0,0,66
1114433,63,5,0,0,0,0,0,72
1114434,46,5,0,0,0,0,0,56
1114435,37,4,0,0,0,0,0,42
1114436,35,0,3,0,0,0,0,37
1114437,57,0,3,0,0,0,0,65
1114438,32,3,0,0,0,0,0,35
1114439,47,3,0,0,0,0,0,45
1114440,49,6,5,0,0,0,0,57
1114441,38,3,3,0,0,0,0,49
1114442,31,0,0,0,0,0,0,37
1114443,53,3,0,0,0,0,0,54
1114444,55,4,0,0,0,0,0,61
1114445,57,5,3,0,0,0,3,67
1114446,23,6,0,0,0,0,0,27
1114447,48,0,0,0,0,0,0,44
1114448,31,0,0,0,0,0,0,41
1114501,28,0,0,0,0,0,0,33
1114502,49,5,0,0,0,0,0,54
1114503,58,3,4,0,0,0,0,68
1114504,45,4,0,0,0,0,0,49
1114505,61,3,4,0,0,0,0,67
1114506,0,0,0,0,0,0,0,0
1114507,32,3,3,0,0,0,0,38
1114508,55,6,0,0,0,0,0,58
1114509,47,0,0,3,0,0,0,49
1114510,52,0,0,0,0,0,3,54
1114511,40,0,0,0,0,0,0,43
1114512,46,3,6,0,0,0,0,49
1114513,18,0,0,0,0,0,0,24
1114514,38,6,0,0,0,0,0,42
1114515,39,3,0,0,0,0,0,41
1114517,33,0,0,0,0,0,0,37
1114518,53,0,3,0,0,0,0,61
1114519,39,5,0,0,0,0,0,45
1114520,57,6,3,0,0,0,3,68
1114521,23,0,4,0,0,0,0,25
1114522,20,4,3,0,0,0,0,28
1114523,36,3,0,0,0,0,0,39
1114524,38,0,0,0,0,0,0,41
1114525,37,0,3,0,0,0,0,41
1114526,38,3,0,0,0,0,0,46
1114527,23,3,4,0,0,0,0,29
1114528,18,3,0,0,0,0,0,27
1114531,35,0,3,0,0,0,0,39
1114532,22,3,0,0,0,0,0,28
1114533,50,4,0,0,0,0,0,61
1114534,46,5,0,0,0,0,0,59
1114535,47,4,0,0,0,0,3,53
1114536,22,3,0,0,0,0,0,31
1114537,28,3,0,0,0,0,0,31
1114538,48,3,0,0,0,0,0,57
1114539,60,3,0,0,0,0,0,68
1114540,20,3,3,0,0,0,0,27
1114541,60,8,0,0,0,0,0,70
1114601,20,0,0,0,0,0,0,23
1114602,26,6,0,0,0,0,0,28
1114603,50,3,0,0,0,0,0,55
1114604,21,3,0,0,0,0,0,24
1114605,49,3,4,0,0,0,0,57
1114606,68,3,0,0,0,0,0,69
1114607,55,4,0,0,0,0,0,59
1114608,47,3,0,0,0,0,0,53
1114610,67,3,0,0,0,0,0,67
1114611,56,5,0,0,0,0,0,62
1114612,36,0,0,3,0,0,0,43
1114613,27,3,0,0,0,0,0,31
1114615,37,0,0,0,0,0,0,40
1114616,51,0,0,0,0,0,0,50
1114617,37,0,0,0,0,0,0,41
1114618,19,0,0,0,0,0,0,20
1114619,27,0,3,0,0,0,0,32
1114620,23,3,0,0,0,0,0,31
1114621,30,0,4,0,0,0,0,33
1114622,56,8,3,0,0,0,0,70
1114623,46,0,4,0,0,0,0,56
1114624,49,0,0,0,0,0,0,56
1114625,61,3,3,0,0,0,0,74
1114627,71,5,0,0,0,0,0,81
1114628,56,7,5,0,0,0,0,69
1114629,53,4,0,0,0,0,0,56
1114631,47,0,0,0,0,0,0,48
1114632,36,3,3,0,0,0,0,47
1114633,21,0,0,0,0,0,0,28
1114634,66,0,0,0,0,0,0,69
1114635,82,0,0,0,0,0,0,85
1114636,55,0,4,0,0,0,0,65
1114637,43,0,0,0,0,0,0,47
1114639,7,0,0,0,0,0,0,9
1114640,52,0,0,0,0,0,0,61
1114641,42,0,0,0,0,0,0,48
1114642,40,0,0,0,0,0,0,45
1114643,43,3,6,0,0,0,0,50
1114644,52,0,3,0,0,0,0,57
1114646,59,0,4,0,0,0,0,61
1114647,110,0,5,0,0,0,0,116
1114648,50,4,0,0,0,0,0,57
1114649,51,0,0,0,0,0,0,57
1114650,42,5,3,0,0,0,0,51
1114651,34,0,4,0,0,0,0,41
1114652,35,5,0,0,0,0,0,40
1114653,0,0,0,0,0,0,0,0
1114654,49,0,3,0,0,0,0,45
1114655,43,6,0,0,0,0,0,44
1114656,0,0,0,0,0,0,0,0
1114657,31,0,3,0,0,0,0,35
1114658,43,0,3,0,0,0,0,52
1114659,43,0,0,0,0,0,0,50
1114660,26,0,0,0,0,0,0,26
1114701,97,6,3,3,0,0,0,109
1114702,92,5,0,0,0,0,0,103
1114703,33,4,4,0,0,0,0,42
1114704,73,3,0,0,0,0,0,73
1114705,66,3,0,0,0,0,0,69
1114706,48,0,0,0,0,0,0,48
1114707,6,0,0,0,0,0,0,6
1114708,70,10,4,0,0,0,0,86
1114709,58,5,0,0,0,0,0,63
1114710,3,0,0,0,0,0,0,3
1114711,67,0,5,0,0,0,0,77
1114712,63,7,3,0,0,0,0,76
1114713,98,0,3,6,0,0,0,109
1114714,22,4,0,0,0,0,0,24
1114715,30,0,0,0,0,0,0,35
1114716,19,3,0,0,0,0,0,19
1114717,11,0,0,0,0,0,0,11
1114718,35,3,0,3,0,0,0,40
1114719,46,0,0,0,0,0,0,46
1114720,64,0,0,0,0,0,0,66
1114721,57,3,0,0,0,0,0,67
1114722,69,3,0,0,0,0,0,73
1114723,90,5,4,0,0,0,0,101
1114724,58,4,0,0,0,0,0,67
1114801,61,9,0,0,0,0,0,62
1114802,66,4,3,0,0,0,0,77
1114803,37,3,0,0,0,0,0,39
1114804,63,3,0,0,0,0,0,68
1114805,43,0,4,0,0,0,0,45
1114806,0,0,0,0,0,0,0,0
1114807,32,4,3,0,0,0,0,41
1114808,60,0,3,0,0,0,0,60
1114809,45,3,0,0,0,0,0,46
1114810,69,3,0,0,0,0,0,76
1114811,63,0,0,0,0,0,3,70
1114812,0,0,0,0,0,0,0,0
1114813,55,3,0,0,0,0,0,59
1114814,18,3,0,0,0,0,0,21
1114815,40,3,3,0,0,0,0,41
1114816,33,0,0,0,0,0,0,42
1114817,0,0,0,0,0,0,0,0
1114818,21,3,0,0,0,0,0,25
1114819,32,3,0,0,0,0,0,35
1114820,30,0,0,0,0,0,0,38
1114821,51,0,3,0,0,0,0,59
1114822,43,3,4,0,0,0,0,51
1114823,40,4,0,0,0,0,0,47
1114824,106,3,7,0,0,0,0,113
1114825,48,10,0,0,0,0,0,53
1114826,94,9,8,3,0,0,0,105
1114827,76,7,0,0,0,0,0,88
1114828,32,0,0,0,0,0,0,36
1114829,26,0,0,0,0,0,0,26
1114830,55,3,0,0,0,0,0,58
1114831,63,4,0,0,0,0,0,67
1115001,46,0,0,0,0,0,0,44
1115002,55,0,3,0,0,0,0,59
1115003,65,0,5,3,0,0,0,73
1115004,64,3,3,0,0,0,0,74
1115005,46,0,6,0,0,0,0,51
1115006,92,4,0,0,0,0,0,101
1115007,59,0,3,0,0,0,0,68
1115008,20,0,3,0,0,0,0,22
1115009,40,3,3,0,0,0,0,44
1115010,39,3,3,0,0,0,0,44
1115011,53,3,3,0,0,0,0,61
1115012,25,3,0,0,0,0,0,31
1115013,26,4,0,0,0,0,0,27
1115015,76,9,0,0,0,0,0,83
1115016,36,3,0,0,0,0,0,37
1115017,76,6,0,0,0,0,0,80
1115018,46,3,3,0,0,0,0,47
1115019,58,0,0,0,0,0,0,59
1115020,39,5,0,0,0,0,0,39
1115021,51,0,0,0,0,0,0,56
1115023,58,3,0,0,0,0,0,69
1115024,35,0,0,0,0,0,0,36
1115025,44,0,0,0,0,0,0,44
1115026,39,3,0,0,0,0,0,42
1115028,23,0,3,0,0,0,0,28
1115029,55,3,4,0,0,0,0,62
1115030,59,5,3,0,0,0,0,67
1115031,88,3,0,0,0,0,0,90
1115032,45,0,0,0,0,0,0,45
1115033,70,4,0,0,0,0,0,76
1115034,41,0,3,0,0,0,0,40
1115035,68,3,4,0,0,0,0,69
1115037,32,3,0,0,0,0,0,36
1115038,39,3,5,0,0,0,0,47
1115039,44,0,0,0,0,0,0,51
1115041,74,7,0,0,0,0,0,80
1115042,68,0,0,0,0,0,0,72
1115043,3,0,0,0,0,0,0,3
1115044,35,0,4,0,0,0,0,42
1115045,29,3,4,0,0,0,0,43
1115046,91,11,0,0,0,0,0,97
1115047,27,4,0,0,0,0,0,25
1115048,35,6,0,0,0,0,3,42
1115049,38,0,0,0,0,0,0,42
1115050,30,3,0,0,0,0,0,33
1115051,74,3,4,0,0,0,0,78
1115052,43,3,0,0,0,0,0,46
1115053,64,0,5,0,0,0,0,70
1115054,34,7,0,0,0,0,0,43
1115101,47,9,3,3,0,0,0,52
1115102,10,0,5,0,0,0,3,12
1115103,29,3,0,0,0,0,0,32
1115104,35,3,0,0,0,0,0,45
1115105,25,4,0,0,0,0,0,28
1115106,12,0,0,0,0,0,0,18
1115107,15,0,3,0,0,0,0,16
1115108,30,3,0,0,0,0,0,29
1115109,17,0,0,0,0,0,0,18
1115110,38,6,0,0,0,0,0,42
1115111,67,4,6,4,0,0,3,77
1115112,36,0,3,0,0,0,0,35
1115113,0,0,0,0,0,0,0,0
1115114,36,3,3,0,0,0,0,47
1115201,71,5,6,0,0,0,0,85
1115202,26,0,0,0,0,0,0,30
1115203,26,0,3,0,0,0,0,26
1115204,15,3,0,0,0,0,0,19
1115205,17,4,0,0,0,0,0,25
1115206,26,4,3,0,0,0,0,36
1115207,28,3,3,0,0,0,0,32
1115208,52,4,0,0,0,0,0,55
1115209,22,0,0,0,0,0,0,21
1115210,31,7,3,0,0,0,0,37
1115211,30,5,0,0,0,0,0,36
1115212,7,4,0,0,0,0,0,15
1115213,19,3,0,0,0,0,0,23
1115214,40,0,3,0,0,0,0,42
1115215,0,0,0,0,0,0,0,0
1115216,34,3,0,0,0,0,3,39
1115217,15,0,0,0,0,0,0,16
1115218,26,0,0,0,0,0,3,31
1115219,9,0,0,0,0,0,0,14
1115220,14,0,0,0,0,0,0,15
1115221,20,5,3,0,0,0,0,22
1115222,20,0,0,0,0,0,0,20
1115223,0,0,0,0,0,0,0,0
1115224,3,3,0,0,0,0,0,5
1115225,32,3,3,0,0,0,0,40
1115226,35,4,0,0,0,0,0,40
1115227,4,0,0,0,0,0,0,5
1115228,15,0,0,0,0,0,0,15
1115229,24,6,0,0,0,0,0,27
1115230,29,3,0,0,0,0,0,36
1115231,39,7,3,0,0,0,0,48
1115232,22,0,0,0,0,0,0,23
1115233,42,3,0,0,0,0,0,44
1115234,8,3,0,0,0,0,0,9
1115235,19,0,0,0,0,0,0,22
1115236,22,0,6,0,0,0,0,27
1115301,33,0,5,6,0,0,0,43
1115302,17,3,0,0,0,0,0,17
1115303,46,7,7,3,0,0,0,64
1115304,42,0,0,0,0,0,0,47
1115305,8,0,0,0,0,0,0,9
1115306,8,5,0,0,0,0,3,15
1115307,39,3,0,0,0,0,0,45
1115308,19,0,0,0,0,0,0,24
1115309,18,3,0,0,0,0,0,21
1115310,13,0,0,0,0,0,0,19
1115311,36,4,0,0,0,0,3,41
1115312,21,3,0,0,0,0,0,19
1115313,30,7,3,3,0,0,3,44
1115314,14,0,0,0,0,0,0,15
1115315,40,0,3,0,0,0,0,45
1115316,58,9,5,0,0,0,0,75
1115401,10,3,0,0,0,0,0,14
1115402,0,0,0,0,0,0,0,0
1115403,0,0,0,0,0,0,0,0
1115404,15,3,0,0,0,0,0,15
1115405,43,7,3,0,0,0,0,56
1115406,10,3,0,0,0,0,0,10
1115407,14,0,0,0,0,0,0,14
1115408,22,3,0,0,0,0,0,30
1115409,10,0,0,0,0,0,0,10
1115410,9,0,0,0,0,0,0,10
1115411,22,3,5,0,0,0,0,31
1115412,26,6,0,0,0,0,0,30
1115413,24,0,3,0,0,0,0,28
1115414,23,3,7,0,0,0,0,31
1115415,12,0,0,0,0,0,0,12
1115416,16,0,0,0,0,0,0,19
1115417,0,0,0,0,0,0,0,0
1115418,6,0,0,0,0,0,0,5
1115419,14,3,0,4,0,0,0,23
1115501,47,5,3,0,0,0,0,59
1115502,23,7,0,0,0,0,0,27
1115503,29,0,7,0,0,0,0,35
1115504,36,0,0,0,0,0,0,37
1115505,6,0,3,0,0,0,0,12
1115506,15,0,0,0,0,0,0,16
1115507,12,0,0,0,0,0,0,16
1115508,16,0,4,0,0,0,0,22
1115509,28,0,0,0,0,0,0,34
1115510,35,3,0,0,0,0,0,43
1115511,29,3,3,0,0,0,0,31
1115512,29,4,3,0,0,0,0,38
1115513,16,3,0,0,0,0,0,26
1115514,21,3,0,3,0,0,0,28
1115515,39,3,5,0,0,0,0,45
1115516,17,0,0,4,0,0,3,21
1115517,5,0,0,0,0,0,0,4
1115518,14,0,0,0,0,0,0,18
1115519,24,0,0,0,0,0,0,23
1115520,7,3,0,0,0,0,0,7
1115521,27,3,9,0,0,0,0,39
1115522,34,3,0,0,0,0,0,40
1115523,23,4,0,0,0,0,0,31
1115524,18,8,6,0,0,0,0,27
1115525,6,3,0,0,0,0,0,11
1115526,28,0,0,0,0,0,0,31
1115527,26,4,0,6,0,0,0,33
1115528,25,4,3,0,0,0,0,34
1115529,26,6,0,0,0,0,0,27
1115530,32,3,0,0,0,0,0,39
1115531,19,0,0,0,0,0,0,18
1115532,61,5,3,0,0,0,0,76
1115533,21,0,0,0,0,0,3,24
1115534,24,5,3,0,0,0,0,32
1115535,0,0,0,0,0,0,0,0
1115536,30,5,0,0,0,0,0,37
1115537,0,0,0,0,0,0,0,3
1115538,14,3,0,0,0,0,0,17
1115539,10,0,0,0,0,0,0,12
1115540,36,6,6,0,0,0,0,48
1115601,14,0,3,0,0,0,0,16
1115602,20,4,4,0,0,0,0,29
1115603,21,0,0,0,0,0,0,21
1115604,22,0,0,0,0,0,0,27
1115605,30,0,3,0,0,0,0,28
1115606,13,4,7,0,0,0,0,24
1115607,18,0,3,0,0,0,0,21
1115608,20,0,0,0,0,0,0,22
1115609,36,3,3,0,0,0,0,39
1115610,14,0,0,0,0,0,0,20
1115611,29,5,0,0,0,0,0,36
1115612,41,3,0,0,0,0,0,44
1115613,31,0,0,0,0,0,0,35
1115614,20,0,0,0,0,0,0,19
1115615,33,0,0,0,0,0,0,35
1115616,8,0,0,0,0,0,0,7
1115617,10,0,0,0,0,0,0,14
1115618,10,3,0,0,0,0,0,11
1115619,23,0,0,0,0,0,0,28
1115620,48,3,4,0,0,0,0,54
1115621,23,0,0,0,0,0,0,22
1115622,29,3,0,3,0,0,0,33
1115623,31,5,0,0,0,0,0,35
1115624,54,7,9,0,0,0,0,68
1115625,23,0,0,0,0,0,0,25
1115626,22,0,0,0,0,0,0,28
1115627,12,0,3,0,0,0,0,22
1115628,18,3,0,0,0,0,0,22
1115701,34,0,3,0,0,0,0,41
1115702,9,3,0,0,0,0,0,15
1115703,23,0,0,0,0,0,0,23
1115704,31,4,0,0,0,0,0,32
1115705,14,0,0,0,0,0,0,13
1115707,16,0,3,0,0,0,0,15
1115708,15,0,0,0,0,0,0,22
1115709,35,3,0,0,0,0,0,42
1115710,11,0,0,0,0,0,0,14
1115711,17,5,4,0,0,0,0,30
1115712,17,0,0,0,0,0,0,17
1115713,42,0,3,0,0,0,0,43
1115714,51,6,3,0,0,0,0,61
1115715,20,3,0,0,0,0,0,17
1115716,20,0,5,0,0,0,0,21
1115801,12,0,3,0,0,0,0,16
1115802,12,3,3,0,0,0,0,18
1115803,14,3,0,0,0,0,0,21
1115804,30,4,5,0,0,0,0,41
1115805,17,0,3,0,0,0,0,22
1115806,26,0,0,0,0,0,0,27
1115807,0,0,0,0,0,0,0,0
1115808,0,0,0,0,0,0,0,0
1115809,8,0,0,0,0,0,0,8
1115810,17,0,0,0,0,0,0,21
1115811,37,9,0,0,0,0,0,50
1115812,0,0,0,0,0,0,0,0
1115813,17,0,0,0,0,0,0,22
1115814,32,7,3,3,0,0,0,40
1115815,24,0,3,0,0,0,0,23
1115816,21,0,0,0,0,0,0,24
1115817,18,3,3,0,0,0,0,24
1115818,26,4,0,0,0,0,0,35
1115819,19,0,0,0,0,0,0,25
1115901,15,3,6,0,0,0,0,22
1115902,28,3,0,0,0,0,0,28
1115903,29,3,0,0,0,0,0,35
1115904,12,0,0,0,0,0,0,20
1115906,31,4,6,0,0,0,0,40
1115907,10,0,0,0,0,0,0,14
1115908,38,3,3,0,0,0,0,46
1115909,48,7,0,0,0,0,0,57
1115910,25,0,0,0,0,0,0,28
1115911,35,3,8,0,0,0,0,43
1115912,22,3,3,0,3,0,0,29
1115913,16,0,0,0,0,0,0,14
1115914,23,0,8,0,0,0,0,32
1115915,24,4,0,0,0,0,0,29
1115916,24,3,0,0,0,0,0,33
1115917,22,6,0,0,0,0,3,26
1115918,17,0,4,0,0,0,0,18
1115919,0,0,0,0,0,0,0,5
1115920,53,0,0,0,0,0,0,59
1115921,14,0,0,0,0,0,0,15
1115922,20,0,0,0,0,0,0,22
1115923,54,6,0,0,0,0,0,58
1115924,33,3,0,0,0,0,0,39
1116001,22,0,0,0,0,0,0,19
1116002,18,0,0,0,0,0,0,18
1116003,20,0,0,0,0,0,0,21
1116004,13,0,0,0,0,0,0,13
1116005,24,0,3,0,0,0,0,26
1116006,32,0,0,0,0,0,0,38
1116007,27,4,0,0,0,0,0,31
1116008,16,4,0,0,0,0,0,18
1116009,40,3,0,0,0,0,0,45
1116010,0,0,0,0,0,0,0,0
1116011,8,0,0,0,0,0,0,10
1116012,0,0,0,0,0,0,0,0
1116013,35,3,3,0,0,0,0,41
1116014,17,3,0,0,0,0,0,28
1116015,5,0,0,0,0,0,0,10
1116016,11,0,0,0,0,0,0,17
1116017,31,3,5,0,0,0,0,40
1116101,30,3,0,0,0,0,0,35
1116201,33,0,0,0,0,0,0,40
1116202,20,0,0,0,0,0,0,23
1116203,47,0,7,0,0,0,0,53
1116204,69,5,4,0,0,0,0,79
1116205,14,4,0,0,0,0,0,21
1116206,40,8,3,3,0,0,0,51
1116207,23,3,0,0,0,0,0,27
1116208,9,3,4,0,0,0,0,13
1116209,23,0,3,0,0,0,0,28
1116210,64,5,3,0,0,0,0,72
1116211,36,3,0,0,0,0,0,42
1116212,14,3,0,0,0,0,0,17
1116213,3,0,0,0,0,0,0,3
1116214,23,3,3,0,0,0,0,34
1116215,29,0,3,0,0,0,0,37
1116216,16,0,0,0,0,0,0,19
1116217,35,4,0,0,0,0,0,42
1116218,57,3,0,3,0,0,0,63
1116219,23,0,0,0,0,0,0,25
1116220,23,3,3,0,0,0,0,30
1116221,13,0,0,0,0,0,0,14
1116222,17,0,0,0,0,0,0,18
1116223,25,3,3,0,0,0,0,34
1116224,16,3,3,0,0,0,0,18
1116225,15,0,3,0,0,0,0,17
1116226,0,0,0,0,0,0,0,0
1116227,10,3,0,0,0,0,0,18
1116228,15,0,0,0,0,0,0,18
1116229,53,5,6,0,0,0,0,66
1116230,40,3,0,0,0,0,0,46
1116231,14,3,0,0,0,0,0,19
1116232,18,3,3,0,0,0,0,25
1116233,0,0,0,0,0,0,0,0
1116234,22,4,0,0,0,0,0,24
1116235,24,3,0,0,0,0,0,27
1116236,34,6,0,0,0,0,0,42
1116237,51,6,0,0,0,0,0,58
1116238,3,0,0,0,0,0,0,3
1116239,25,0,0,0,0,0,0,27
1116240,0,0,0,0,0,0,0,0
1116241,16,0,0,0,0,0,0,19
1116242,12,0,0,0,0,0,0,16
1116243,25,8,4,0,0,0,0,36
1116244,35,0,0,0,0,0,3,38
1116245,17,0,0,0,0,0,0,18
1116246,20,0,0,3,0,0,0,25
1116247,12,3,0,0,0,0,0,16
1116248,34,3,0,0,0,0,0,34
1116249,16,4,0,0,0,0,0,21
1116250,0,0,0,0,0,0,0,0
1116251,10,0,0,0,0,0,0,9
1116301,47,3,3,0,0,0,0,51
1116302,44,4,0,0,0,0,0,48
1116303,17,0,0,0,0,0,0,21
1116304,29,3,5,0,0,0,0,35
1116305,27,7,0,0,0,0,0,36
1116306,21,0,0,0,0,0,0,19
1116308,54,5,3,0,0,0,0,62
1116309,49,0,3,3,0,0,0,55
1116310,30,4,0,0,0,0,0,35
1116311,49,8,3,0,0,0,0,63
1116312,50,5,7,0,0,0,0,57
1116313,26,0,0,3,0,0,0,29
1116314,39,3,0,0,0,0,0,41
1116315,10,0,0,0,0,0,0,12
1116316,15,0,0,0,0,0,0,10
1116317,21,0,0,0,0,0,0,21
1116318,33,0,0,0,0,0,0,34
1116319,0,0,0,0,0,0,0,0
1116320,18,0,3,0,0,0,0,19
1116321,35,3,3,0,0,0,0,36
1116322,29,5,0,0,0,0,0,39
1116323,14,0,3,0,0,0,0,17
1116324,24,9,0,0,0,0,0,33
1116325,0,0,0,0,0,0,0,0
1116326,52,9,0,3,0,0,0,63
1116327,43,3,9,0,0,0,0,56
1116328,35,3,0,0,0,0,0,36
1116329,33,3,4,0,0,0,0,36
1116330,26,3,0,0,0,0,0,35
1116331,29,3,0,0,0,0,0,35
