SA3_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
12503,796,721,1520,182,147,329,292,557,849,289,1259,1546,867,2085,2945,936,1002,1943,2475,772,3240,2110,959,3067,2650,964,3614,2915,752,3664,2332,549,2885,2144,429,2578,4395,723,5118,3179,191,3366,2512,189,2695,1681,84,1768,4060,278,4337,2073,262,2325,622,510,1135,36490,12437,48924
12504,435,603,1038,124,164,293,162,449,610,156,964,1120,503,1683,2187,566,1051,1613,1410,799,2205,1441,1133,2576,1874,1396,3270,2341,1253,3596,2044,1128,3171,2203,935,3138,5608,1754,7359,4046,379,4429,3889,455,4341,2614,165,2778,6980,701,7678,1641,361,2009,355,389,743,38396,15758,54151
12601,186,170,356,78,55,129,63,92,153,63,175,239,171,368,539,195,301,495,412,218,633,482,265,746,610,345,956,752,281,1032,648,269,918,669,225,895,1606,444,2052,1263,69,1329,1279,122,1398,1013,27,1034,4676,183,4857,713,71,780,110,79,184,14974,3763,18738
12602,598,851,1446,179,233,414,189,482,675,169,898,1066,516,1530,2055,475,1165,1643,1313,936,2246,1279,1191,2475,1690,1539,3229,2120,1404,3524,1655,1236,2890,1785,1027,2820,4620,2060,6680,3585,220,3801,3329,487,3816,2528,118,2643,10460,725,11187,1788,251,2038,309,354,665,38589,16714,55301
12701,496,315,809,102,74,180,152,206,357,197,475,672,558,893,1451,569,441,1007,1598,330,1935,1448,466,1912,1909,535,2448,2244,399,2643,1935,305,2245,2074,303,2373,4818,384,5201,3981,49,4024,3206,92,3302,2313,17,2329,5236,114,5350,1803,65,1869,408,235,642,35051,5705,40758
12702,1192,766,1963,233,157,388,352,503,852,461,1269,1733,1196,2263,3462,1254,1025,2272,3811,671,4483,3264,883,4148,3642,877,4517,3842,600,4439,2882,375,3253,2795,288,3088,5070,378,5445,3789,70,3857,2874,73,2947,1890,22,1917,4517,109,4631,2391,110,2500,689,397,1084,46143,10832,56981
12703,472,446,917,113,120,231,155,378,533,226,833,1053,598,1401,2007,704,743,1442,1817,565,2381,1743,834,2577,2062,885,2946,2418,674,3090,1992,551,2546,2027,404,2424,4309,669,4978,3413,70,3481,2702,123,2823,1798,25,1819,4447,142,4587,1704,101,1807,441,365,810,33129,9326,42456
12801,307,436,741,131,187,321,109,316,425,86,611,700,345,1587,1934,381,1066,1447,1081,812,1893,1073,976,2043,1462,1120,2582,1671,963,2637,1327,869,2197,1512,695,2210,3573,1234,4807,2980,127,3101,2900,354,3254,2163,68,2235,8894,465,9353,1695,138,1836,266,309,578,31944,12346,44287
12802,246,275,516,115,118,229,85,243,330,78,471,547,353,1230,1586,322,686,1005,971,539,1508,989,587,1573,1295,710,2003,1674,563,2229,1179,516,1694,1373,425,1800,3434,813,4245,3154,66,3216,3185,170,3355,2501,28,2529,8224,225,8443,1485,73,1554,238,199,435,30884,7928,38809
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
