SA3_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
10501,8629,8639,17273,3522,2240,5757,645,1523,2165,310,303,615,252,189,438,4728,4251,8973,2451,2892,5345,5.3,4.4,4.9,54.8,49.2,52,51.8,47,49.4,86,146,230,46,120,167,423,947,1370,372,627,1001,1772,951,2726,81,164,243,109,145,255,1959,1262,3223,7614,7385,14998,1216,1306,2521,5513,5286,10795,2712,2875,5590
10502,8029,8435,16461,2937,2087,5026,810,1545,2354,296,326,613,294,163,460,4342,4113,8458,2942,3502,6446,6.8,4,5.4,54,48.8,51.4,50.4,46.9,48.6,111,174,286,67,185,251,359,796,1156,375,611,988,2107,1139,3243,87,146,237,95,182,274,2286,1467,3752,7521,7782,15304,1079,1182,2267,5687,5751,11439,2465,2784,5250
10503,28930,30004,58936,12739,8364,21095,3051,6732,9790,930,1157,2088,744,620,1368,17462,16869,34335,8500,10164,18671,4.3,3.7,4,60.4,56.2,58.3,57.8,54.2,55.9,767,966,1732,247,654,900,2213,4222,6435,1497,2736,4238,7277,4260,11532,273,594,872,398,732,1127,7944,5582,13530,26910,28041,54954,4718,5023,9738,17907,18258,36166,11687,12824,24510
10601,39432,38796,78236,16859,8666,25518,4376,9967,14335,1679,2186,3866,1220,994,2214,24128,21815,45937,13109,15020,28124,5.1,4.6,4.8,61.2,56.2,58.7,58.1,53.6,55.9,600,748,1341,228,643,869,2237,3934,6169,2196,3752,5951,12886,7454,20343,445,918,1360,524,1094,1619,13853,9469,23319,38045,38575,76619,6656,6785,13447,24368,24288,48656,17623,18508,36134
10602,32838,35586,68430,15810,9365,25171,4261,9557,13818,1268,1797,3063,1062,937,2001,22403,21655,44054,9031,12553,21587,4.7,4.3,4.5,68.2,60.8,64.4,65,58.2,61.5,875,1098,1972,349,821,1172,2821,4813,7633,2620,3908,6529,10473,6451,16924,362,694,1063,488,915,1403,11324,8058,19383,33562,35277,68841,6452,7050,13501,20414,21154,41568,17076,18805,35882
10603,31322,32588,63908,10750,5770,16519,3849,7682,11532,1335,1519,2856,954,692,1648,16881,15668,32550,12637,15154,27798,5.6,4.4,5.1,53.9,48.1,50.9,50.9,46,48.4,791,829,1616,338,663,998,2405,3630,6041,2535,3669,6203,9936,5131,15068,342,678,1023,553,1038,1591,10830,6847,17675,30130,31094,61218,4993,5132,10120,19463,19913,39376,14162,14826,28981
10604,12299,12179,24478,5796,3263,9062,1217,2905,4117,478,479,957,351,275,627,7840,6921,14762,3599,4481,8088,4.5,4,4.2,63.7,56.9,60.3,60.9,54.6,57.8,150,217,369,72,172,248,617,1285,1905,641,1058,1703,3816,2108,5925,133,262,397,172,329,502,4118,2702,6819,11881,11679,23562,2109,2233,4346,7830,7646,15478,5354,5544,10892
10701,31467,33173,64634,11852,6687,18541,3914,7312,11224,1783,2261,4044,1030,748,1777,18579,17006,35588,11404,14587,25993,5.5,4.4,5,59,51.3,55.1,55.8,49,52.3,954,1136,2089,295,673,965,2597,3893,6489,2261,3320,5576,9207,5133,14340,286,629,915,484,1036,1518,9982,6801,16774,32721,33760,66480,4178,4428,8610,23187,23864,47047,11591,12305,23900
10702,5,0,4,5,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,5,0,9,0,0,0,0,0,0,5,0,4
10703,38864,41983,80850,15461,8763,24231,4978,10288,15264,2235,2979,5209,1073,856,1925,23740,22889,46628,13120,17109,30232,4.5,3.7,4.1,61.1,54.5,57.7,58.3,52.5,55.3,1297,1552,2844,499,1131,1625,3904,5811,9710,3243,4913,8161,12083,6383,18462,371,806,1183,676,1413,2093,13130,8598,21736,39410,41244,80657,6040,6595,12642,26615,27687,54302,16366,17879,34241
10704,54790,57441,112228,21312,13374,34683,8100,13867,21964,3343,4232,7568,1802,1445,3242,34553,32911,67465,17700,21859,39563,5.2,4.4,4.8,63.1,57.3,60.1,59.8,54.8,57.2,4653,4766,9425,1044,2036,3083,9406,11885,21295,4725,6129,10856,13061,6095,19159,473,867,1340,883,1597,2475,14416,8560,22979,52848,54254,107104,9892,10329,20215,35601,36872,72476,23959,24716,48683
10801,13918,14941,28862,3531,2151,5685,1735,3227,4959,446,525,970,422,274,694,6133,6170,12304,6725,7556,14283,6.9,4.4,5.7,44.1,41.3,42.6,41,39.5,40.2,280,309,589,132,253,389,1000,1513,2511,943,1452,2404,4171,2094,6266,132,309,446,255,452,707,4563,2859,7422,12569,13362,25927,2197,2350,4546,8511,8842,17356,5710,6317,12033
10802,21212,21644,42862,5348,3569,8916,2738,4688,7424,674,763,1436,800,545,1345,9555,9565,19118,10036,10384,20416,8.3,5.7,7,45,44.2,44.6,41.3,41.7,41.5,285,413,699,180,426,606,1306,2227,3537,1078,2100,3181,5969,3386,9357,243,479,731,307,625,927,6518,4490,11014,19524,20319,39846,2778,2966,5738,13322,13624,26951,7865,8585,16452
10803,187,193,379,60,47,98,45,59,108,11,18,35,3,6,6,124,124,245,43,48,96,3.3,3.2,3.2,66.1,64.8,65.4,64,62.7,63.3,4,9,13,0,5,5,21,28,55,7,32,36,67,30,94,0,7,6,5,5,18,72,41,114,173,181,355,28,28,58,122,124,251,67,76,137
10804,34472,38444,72918,11516,7745,19261,4822,9240,14060,995,1281,2277,982,805,1789,18312,19075,37391,14341,17490,31829,5.4,4.2,4.8,53.1,49.6,51.3,50.3,47.5,48.8,1076,1213,2293,476,943,1419,3349,5320,8669,2694,4372,7065,10165,5804,15973,361,771,1140,707,1221,1927,11239,7798,19041,33045,35945,68991,5969,6602,12570,20736,22295,43032,16533,18683,35211
10805,23313,24865,48177,6713,4207,10914,2889,5328,8222,777,829,1606,822,625,1448,11197,10992,22192,10381,12131,22515,7.3,5.7,6.5,48,44.2,46.1,44.5,41.7,43.1,462,554,1015,229,472,695,1544,2577,4122,1410,2560,3970,6804,3780,10585,277,522,803,416,743,1161,7496,5049,12546,21950,22937,44882,3556,3879,7433,14730,15277,30006,9649,10390,20038
10901,26082,28191,54274,11595,6806,18396,3394,7640,11030,779,1046,1825,825,647,1475,16592,16134,32729,7791,10390,18176,5,4,4.5,63.6,57.2,60.3,60.5,54.9,57.6,820,1041,1857,388,846,1235,2545,4300,6846,1929,2949,4878,7139,4175,11311,268,477,744,360,671,1033,7767,5321,13086,25312,26773,52086,4771,5147,9913,16152,16934,33085,12179,13289,25463
10902,5466,5170,10636,2349,1222,3571,523,1194,1718,185,206,386,137,98,236,3194,2721,5910,1521,1806,3325,4.3,3.6,4,58.4,52.6,55.6,55.9,50.7,53.4,46,75,120,27,99,121,278,532,814,290,473,760,1247,658,1904,49,98,151,58,87,145,1352,846,2199,5023,4760,9787,705,685,1395,3581,3329,6910,1816,1774,3591
10903,17893,18449,36343,7136,3806,10937,1841,4478,6316,620,752,1372,355,278,628,9944,9306,19252,6348,7522,13873,3.5,3,3.3,55.6,50.4,53,53.6,48.9,51.2,209,288,503,136,411,549,1029,2028,3052,1011,1680,2689,4974,2552,7528,132,301,440,237,327,563,5351,3175,8524,16705,17014,33723,2639,2763,5397,11555,11617,23172,6867,7336,14200
11001,14746,16086,30827,5877,3816,9694,2091,3783,5881,455,605,1066,466,391,857,8895,8600,17496,4486,5920,10401,5.2,4.6,4.9,60.3,53.5,56.8,57.2,51,54,1122,1273,2396,268,539,809,1747,2687,4432,902,1537,2439,3183,1742,4924,210,308,512,206,385,589,3592,2433,6031,13259,14064,27324,2930,3236,6166,8633,9048,17683,6699,7460,14168
11002,15739,16381,32125,5374,3317,8690,1689,3439,5128,475,526,999,554,421,970,8081,7704,15787,6093,7147,13239,6.8,5.5,6.2,51.4,47,49.1,47.9,44.4,46.1,178,243,420,111,287,402,874,1684,2560,777,1427,2202,3857,2409,6267,189,356,546,231,388,622,4278,3159,7439,14432,14890,29317,2385,2590,4971,10266,10499,20767,5670,6221,11886
11003,9801,9852,19647,4498,2664,7158,858,2034,2891,298,382,679,237,187,426,5888,5259,11150,2271,3007,5279,4,3.6,3.8,60.1,53.4,56.8,57.7,51.5,54.6,138,160,300,53,172,224,604,1144,1748,466,802,1272,2101,1270,3366,88,168,253,103,215,309,2284,1647,3930,8767,8680,17440,1377,1429,2802,6335,6192,12528,3169,3367,6536
11004,32688,34769,67450,14725,9283,24007,3627,8012,11633,1044,1280,2322,946,866,1810,20342,19435,39777,9632,12626,22265,4.7,4.5,4.6,62.2,55.9,59,59.3,53.4,56.3,675,908,1580,296,753,1045,2349,4386,6742,1766,3277,5039,8820,5391,14212,359,716,1082,508,974,1477,9688,7085,16773,31557,32648,64205,6058,6385,12443,20483,21090,41576,14803,15887,30690
11101,49825,53753,103573,20909,12249,33163,6785,14741,21530,1767,2431,4205,1526,1169,2698,31001,30588,61587,16776,21032,37806,4.9,3.8,4.4,62.2,56.9,59.5,59.1,54.7,56.9,2009,2253,4266,687,1475,2167,6231,9064,15300,4181,5971,10155,14996,7416,22414,483,902,1388,861,1668,2529,16344,9987,26326,51298,53762,105063,7188,7866,15057,35902,37328,73226,19646,21493,41136
11102,33682,36054,69737,13498,7775,21279,4175,8861,13035,1356,1730,3080,1107,816,1922,20137,19188,39318,12005,15189,27200,5.5,4.3,4.9,59.8,53.2,56.4,56.5,50.9,53.6,1082,1184,2269,384,809,1189,2853,4748,7600,2578,3968,6542,11014,5929,16947,357,701,1059,641,1116,1755,12010,7748,19764,33706,35295,69000,5476,5885,11359,22084,22840,44922,14922,16167,31091
11103,72748,76841,149592,30490,20288,50780,11749,21159,32910,2758,3609,6367,2781,1840,4619,47782,46892,94671,21120,25999,47118,5.8,3.9,4.9,65.7,61,63.3,61.9,58.6,60.2,4643,5126,9770,1249,2416,3660,12072,15975,28048,5589,7614,13200,16809,9239,26053,726,1133,1866,1089,1702,2785,18628,12077,30704,67725,69969,137695,14810,15785,30595,42701,44127,86830,35733,37654,73387
11201,35018,38565,73582,11358,7276,18626,6815,11199,18013,1347,1595,2943,915,823,1740,20423,20895,41319,11807,14749,26555,4.5,3.9,4.2,58.3,54.2,56.2,55.7,52,53.8,1492,2090,3581,600,1230,1831,5362,7817,13181,2950,4766,7715,8452,4265,12717,278,553,834,595,1056,1649,9332,5871,15203,32202,34168,66364,6388,7371,13750,20677,21520,42197,16050,18333,34385
11202,28917,30430,59349,9971,6431,16401,4472,7658,12133,939,1133,2080,939,715,1657,16327,15943,32271,10151,11990,22142,5.8,4.5,5.1,56.5,52.4,54.4,53.2,50,51.6,831,986,1816,371,830,1202,2641,4337,6978,1732,3091,4822,7235,4557,11791,347,587,933,452,838,1289,8040,5986,14021,27578,28511,56092,4309,4587,8897,18931,19339,38269,11479,12372,23853
11203,38478,42828,81307,12621,7718,20343,5884,11164,17048,1438,1855,3290,1162,977,2143,21107,21719,42819,14506,18077,32582,5.5,4.5,5,54.8,50.7,52.7,51.8,48.4,50,1137,1448,2582,493,1092,1581,3957,6282,10237,2969,4901,7865,10660,5607,16261,338,680,1014,658,1244,1899,11653,7525,19176,36597,39498,76099,6361,7014,13382,23783,25469,49259,17123,19063,36189
11301,19862,19886,39743,10043,5458,15498,2012,4961,6967,605,706,1311,466,376,843,13126,11497,24625,4882,6657,11543,3.6,3.3,3.4,66.1,57.8,62,63.7,55.9,59.8,352,405,758,124,332,458,1405,2317,3723,968,1577,2543,4790,2574,7367,170,389,553,256,477,739,5217,3435,8651,19374,19386,38757,2875,2885,5766,13001,12894,25897,7948,8147,16099
11302,6139,6044,12182,2634,1337,3977,611,1529,2139,224,228,459,164,126,289,3637,3225,6862,2051,2341,4394,4.5,4,4.2,59.2,53.4,56.3,56.6,51.3,53.9,83,120,198,44,153,201,403,663,1065,292,545,843,1692,878,2572,55,115,172,85,139,221,1830,1138,2965,5894,5857,11752,784,853,1636,4178,4052,8225,2171,2303,4479
11303,39058,40678,79734,18088,10829,28916,4526,10151,14676,1210,1563,2768,1041,851,1896,24867,23397,48260,11698,14854,26553,4.2,3.6,3.9,63.7,57.5,60.5,61,55.4,58.2,1111,1285,2393,473,1025,1497,3369,6113,9485,2365,3900,6265,10408,5825,16235,476,781,1252,565,1047,1610,11443,7657,19103,37276,38822,76099,7128,7684,14811,24027,24927,48954,17717,19031,36749
11401,44722,46296,91019,14036,8209,22246,5881,10753,16634,1503,1821,3325,1228,945,2174,22649,21726,44378,19275,21750,41026,5.4,4.3,4.9,50.7,46.9,48.8,47.9,44.9,46.4,1335,1617,2952,540,1286,1820,3797,5803,9599,3221,5025,8248,13723,6804,20530,447,908,1353,815,1483,2299,14987,9192,24184,41695,43170,84866,7049,7428,14476,27693,28397,56089,18685,20091,38775
11402,20835,23058,43894,8305,4882,13184,3172,5787,8957,810,983,1800,386,345,730,12678,11998,24678,7038,9837,16880,3,2.9,3,60.8,52,56.2,59,50.5,54.6,1412,1386,2794,381,755,1138,3076,4208,7290,1826,2978,4805,5391,2540,7929,184,389,568,418,782,1199,5988,3709,9699,20014,21636,41649,3680,4028,7703,12905,13938,26843,9752,10663,20415
11501,60214,64341,124552,27736,18865,46602,8112,13655,21767,3293,4055,7343,1874,1528,3404,41019,38098,79116,17583,24232,41818,4.6,4,4.3,68.1,59.2,63.5,65,56.8,60.8,8824,7709,16527,1357,2035,3395,15859,17682,33542,5606,7350,12956,7872,3757,11632,323,647,966,1062,1773,2832,9251,6176,15428,64315,66747,131064,9207,9533,18740,44417,46300,90714,25711,26694,52405
11502,11430,11492,22921,4679,2766,7440,1797,2833,4632,760,794,1547,239,207,445,7468,6603,14067,3491,4434,7925,3.2,3.1,3.1,65.3,57.5,61.4,63.2,55.7,59.4,741,741,1487,147,321,469,1872,2359,4231,1003,1538,2541,2914,1063,3975,72,168,237,262,396,660,3252,1622,4872,12025,11881,23906,1470,1453,2923,8868,8697,17561,4132,4130,8257
11503,10248,10019,20268,4485,2629,7115,1521,2713,4229,798,872,1668,227,146,376,7029,6359,13384,2793,3308,6103,3.2,2.3,2.8,68.6,63.5,66,66.4,62,64.2,299,477,780,111,285,397,861,1480,2332,789,1347,2138,3725,1522,5252,70,192,266,178,306,484,3972,2028,5998,10844,10502,21344,1235,1266,2502,8074,7826,15904,3393,3338,6732
11504,20973,21686,42659,11188,7407,18590,2789,5119,7904,1404,1860,3265,601,522,1127,15989,14902,30885,4276,6153,10425,3.8,3.5,3.7,76.2,68.7,72.4,73.3,66.3,69.8,2095,2151,4244,368,558,925,4245,5603,9842,2020,2622,4644,4352,1970,6320,107,263,372,309,520,833,4768,2757,7520,21713,22014,43721,5227,5401,10625,10509,10400,20915,14577,15216,29786
11601,57239,57410,114649,20732,14816,35546,7507,10108,17620,5252,3893,9143,2251,1899,4154,35740,30719,66464,18027,23360,41385,6.3,6.2,6.2,62.4,53.5,58,58.5,50.2,54.3,4469,4611,9075,686,1090,1770,9542,11596,21139,5174,5501,10677,9504,5231,14732,454,755,1216,857,1278,2129,10814,7269,18082,57607,57369,114976,9178,8843,18023,37623,38177,75808,25010,24183,49191
11602,53118,53689,106805,26210,19253,45460,6359,10770,17126,4520,4112,8634,1611,1684,3296,38698,35816,74513,12422,15889,28307,4.2,4.7,4.4,72.9,66.7,69.8,69.8,63.6,66.7,6827,6634,13459,890,1309,2193,12371,15005,27379,4825,5421,10251,7608,4429,12038,323,596,914,740,1009,1752,8674,6036,14708,54380,55234,109610,12501,12697,25190,27249,27606,54862,34650,35513,70164
11603,43027,45438,88464,14356,10365,24717,4990,7078,12073,3773,2845,6624,1900,1591,3491,25021,21878,46901,14597,20049,34643,7.6,7.3,7.4,58.2,48.1,53,53.7,44.6,49.1,1814,1804,3620,284,573,851,5123,6722,11843,3079,3713,6789,7102,4901,12008,360,701,1065,651,907,1555,8114,6510,14623,45990,47401,93394,5801,6143,11946,30982,31900,62882,17119,18196,35311
11701,24866,25026,49894,10155,7904,18058,3901,4934,8837,1740,1839,3578,884,802,1687,16675,15479,32151,6612,8042,14656,5.3,5.2,5.2,67.1,61.8,64.4,63.5,58.6,61.1,2474,2665,5144,303,532,842,5249,6358,11607,2369,2844,5215,3917,1731,5648,161,211,365,350,496,845,4419,2435,6852,20637,20735,41372,6705,6628,13336,11620,12030,23654,14322,14020,28341
11702,23396,24115,47505,10655,9373,20026,3449,4692,8142,1410,1650,3064,794,643,1437,16312,16351,32667,5735,6622,12353,4.9,3.9,4.4,69.7,67.8,68.8,66.3,65.2,65.7,2678,3405,6082,594,954,1548,6436,7743,14180,1931,2190,4115,2652,1313,3969,159,204,363,318,396,715,3129,1914,5047,20134,20569,40702,5422,5566,10990,12664,13100,25766,11810,12078,23889
11703,105310,95807,201122,48836,36854,85689,15380,17118,32505,6300,6616,12913,4160,3477,7631,74676,64067,138743,22504,25146,47654,5.6,5.4,5.5,70.9,66.9,69,67,63.2,65.2,16532,16049,32585,2604,3155,5760,34078,33445,67527,9674,9467,19142,8055,4068,12121,530,627,1159,1195,1310,2506,9780,6003,15781,69916,63311,133223,34686,32963,67656,33160,30045,63199,68098,63274,131367
11801,50888,56934,107824,25048,19995,45044,7416,11255,18672,2433,3415,5850,1251,1317,2569,36153,35987,72140,11661,17487,29145,3.5,3.7,3.6,71,63.2,66.9,68.6,60.9,64.5,7753,7938,15689,1191,1943,3134,17853,21030,38880,3785,5690,9473,4173,1989,6163,190,347,541,672,1030,1705,5035,3366,8402,44393,48043,92435,12219,13963,26180,26036,28636,54672,27963,30833,58798
