SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
10502,3310,28,3,7,49,3399,2253,9,0,0,5,2274,659,56,67,0,3,791,145,33,20,0,3,200,85,20,20,0,0,123,545,27,21,0,8,602,200,18,20,7,8,250,4,3,3,0,0,22,1639,157,155,4,28,1980,179,0,16,0,31,228,165,5,15,3,12,194,7542,199,189,19,127,8085
10503,8459,298,86,70,32,8942,8103,131,32,9,27,8297,2937,676,717,27,10,4368,548,113,168,0,3,827,151,80,65,0,0,305,1487,69,76,15,8,1654,267,34,60,10,7,376,50,14,16,0,0,74,5429,988,1100,55,36,7610,507,189,58,3,6,766,427,57,40,14,16,556,22926,1655,1322,158,111,26168
10601,10758,377,66,79,32,11306,13165,293,53,15,23,13540,4449,1191,283,15,14,5943,577,187,66,0,0,835,99,78,18,0,0,199,1271,119,30,9,4,1430,237,17,5,58,7,327,37,13,3,0,0,54,6666,1607,405,81,26,8782,433,75,9,7,4,534,406,48,17,9,6,486,31429,2398,546,190,81,34648
10602,8053,567,53,116,9,8801,11894,358,35,8,7,12307,4627,1245,417,28,5,6327,635,220,86,0,3,946,212,139,66,0,3,419,949,159,41,7,9,1163,383,30,4,40,0,460,22,13,0,0,0,41,6835,1805,621,80,17,9356,339,305,9,5,4,670,252,58,20,9,5,350,27367,3098,749,214,51,31478
10603,10315,1354,347,245,50,12314,8052,608,110,19,11,8796,2812,1188,418,32,11,4460,389,116,49,0,0,562,147,123,38,3,0,307,890,222,71,18,5,1206,391,53,10,123,10,592,20,17,3,4,0,49,4659,1716,590,179,30,7173,557,254,34,8,10,861,296,80,18,19,7,413,23879,4015,1091,473,102,29564
10604,3527,112,12,63,14,3732,3665,58,8,8,4,3741,1420,512,46,3,0,1976,237,101,16,0,0,354,66,57,0,0,0,123,620,36,3,7,0,672,170,39,7,17,8,238,9,8,0,0,0,13,2521,743,74,26,15,3376,402,35,0,7,12,463,160,22,0,4,0,188,10278,975,98,101,42,11502
10701,9673,471,202,59,7,10409,9467,501,141,9,0,10128,2844,638,615,10,9,4123,1271,455,396,0,0,2126,63,38,58,0,0,157,875,105,116,4,4,1101,141,19,24,15,0,198,36,16,6,0,0,56,5234,1269,1211,31,15,7760,233,91,102,3,3,432,282,56,58,7,3,399,24895,2392,1706,112,29,29131
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,11249,1407,457,258,18,13394,11241,1216,247,10,10,12712,3210,1480,718,22,18,5450,1087,402,165,4,0,1654,85,87,47,0,0,222,971,256,146,14,4,1393,66,18,13,31,4,130,23,11,10,0,0,40,5434,2257,1108,74,22,8891,255,193,192,8,5,653,311,81,51,14,4,467,28487,5154,2052,366,58,36123
10704,12712,1687,2615,159,13,17189,11787,1560,2227,65,17,15658,3060,2129,5778,142,31,11140,871,1148,973,0,3,2996,66,172,142,3,7,390,1106,398,818,41,25,2391,86,36,82,23,11,233,26,13,35,0,0,74,5211,3892,7834,205,78,17217,280,194,376,9,3,869,306,101,166,3,12,600,30301,7436,13217,448,122,51532
10801,5393,879,494,233,12,7014,2871,194,146,10,3,3223,990,303,611,29,8,1941,25,86,72,0,0,183,43,65,69,0,0,181,489,103,101,11,6,715,62,14,16,25,0,117,6,5,7,0,0,23,1624,578,881,67,13,3161,174,39,172,5,5,400,223,40,55,11,7,331,10281,1720,1749,332,45,14131
10802,8525,200,230,148,47,9152,4880,92,78,19,4,5070,1693,290,517,23,5,2528,240,29,34,0,0,313,292,82,67,0,7,450,923,45,86,11,4,1067,144,9,12,53,8,222,36,9,6,0,0,48,3326,467,720,88,27,4629,268,22,10,29,6,338,362,33,24,25,14,454,17356,817,1058,312,97,19642
10803,57,16,0,0,0,67,27,3,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,26,3,8,0,0,41,9,4,0,0,0,17,0,0,0,0,0,0,40,10,11,0,0,60,3,0,0,0,0,3,4,0,0,0,0,3,126,28,11,0,0,161
10804,12390,1462,783,144,26,14805,8268,592,295,12,9,9177,3176,1307,1420,51,10,5969,181,130,145,0,4,462,222,232,186,0,0,644,1139,246,207,23,11,1629,139,52,34,46,15,283,24,22,15,0,0,59,4882,1994,2009,123,38,9045,383,372,175,7,4,946,477,223,84,85,14,887,26395,4645,3343,374,102,34859
10805,9852,502,129,145,26,10655,5605,135,37,16,8,5805,2289,519,479,27,7,3316,274,62,78,0,0,420,132,85,82,0,0,303,892,88,67,12,3,1060,100,32,15,31,0,183,24,22,6,0,0,47,3710,794,732,75,21,5331,404,65,14,7,3,490,423,53,24,71,22,591,19994,1550,945,314,78,22871
10901,7754,607,41,26,16,8450,8092,339,13,11,6,8459,3216,2242,184,18,5,5660,518,182,20,0,0,720,93,108,11,0,4,213,975,240,7,4,3,1232,146,38,3,17,6,206,30,20,7,0,0,55,4978,2821,226,37,22,8088,470,100,33,3,8,610,337,82,14,5,17,455,21628,3950,325,83,68,26054
10902,1793,31,5,27,18,1874,1288,15,4,3,5,1313,263,84,28,0,0,370,82,14,4,0,0,95,50,14,3,0,0,63,288,34,3,0,0,327,120,14,3,7,4,153,11,6,0,0,0,16,806,159,33,13,8,1020,187,5,0,5,6,204,120,11,11,17,5,165,4196,213,56,59,46,4577
10903,7185,390,26,90,35,7726,4740,94,5,7,11,4857,1296,584,51,15,0,1943,113,26,0,0,0,145,61,60,3,0,4,126,788,121,14,5,13,936,247,29,7,18,7,304,26,14,3,0,0,43,2530,833,71,36,20,3492,450,94,3,10,10,569,329,55,9,8,15,408,15229,1462,114,149,96,17052
11001,4904,147,23,23,9,5104,3736,73,16,4,6,3835,1698,690,319,21,10,2728,238,54,73,0,3,361,116,49,58,0,0,225,657,69,32,4,5,764,165,12,4,15,0,201,10,8,0,0,0,21,2879,883,481,41,16,4300,395,34,3,0,8,445,162,25,9,19,11,232,12073,1165,533,91,42,13908
11002,6643,82,29,61,26,6836,3721,26,3,19,7,3782,1459,394,80,12,5,1948,187,29,10,0,0,225,136,53,41,0,4,235,823,28,22,7,12,887,172,13,3,20,10,218,30,11,3,0,0,49,2811,521,164,41,30,3562,482,13,7,6,6,523,352,49,15,14,0,433,14002,692,214,142,69,15127
11003,2630,80,6,33,25,2772,2166,66,0,5,3,2244,734,381,54,5,0,1170,283,81,11,0,0,377,121,53,15,0,0,197,501,53,3,4,6,567,239,30,4,11,13,292,19,14,0,0,0,33,1897,603,93,17,18,2634,388,31,4,12,8,439,175,29,3,9,3,227,7258,819,108,77,56,8315
11004,10442,334,26,69,38,10912,9497,144,22,16,15,9694,4267,1401,304,9,17,6004,547,174,66,0,0,788,192,135,42,0,4,377,1651,154,26,10,7,1848,294,30,16,40,10,388,54,24,7,3,0,95,7010,1915,458,61,37,9482,672,125,11,12,29,841,499,65,22,7,21,609,28114,2591,540,165,131,31543
11101,15914,1846,603,81,7,18445,16005,882,317,14,3,17223,4378,1470,872,32,5,6760,1121,596,437,0,4,2164,89,86,192,0,0,363,1492,293,151,9,6,1965,143,27,20,10,0,204,32,18,15,0,0,61,7263,2493,1687,56,17,11520,344,292,111,6,6,761,386,98,64,5,16,565,39911,5606,2779,156,53,48510
11102,10241,594,184,149,12,11181,11432,235,59,10,4,11738,3680,473,202,12,11,4377,600,195,63,0,0,856,103,75,63,0,3,240,1139,74,48,12,10,1276,146,53,21,44,15,283,23,4,6,0,0,36,5687,870,409,65,40,7070,418,400,105,9,3,930,311,65,39,14,3,432,28081,2170,794,245,68,31352
11103,17246,2320,1324,40,25,20953,18778,1963,1274,19,17,22055,8117,3819,4284,137,51,16413,751,1144,1230,5,5,3132,220,306,209,6,0,747,2705,707,739,29,18,4194,339,97,80,11,3,527,66,20,30,0,0,112,12196,6091,6563,185,82,25125,553,363,127,5,6,1051,482,164,146,8,15,807,49256,10900,9432,251,136,69987
11201,10827,1643,353,430,40,13305,7765,1034,257,34,14,9106,2646,1604,613,49,21,4933,251,308,77,0,0,640,126,124,72,0,0,323,2015,540,263,87,31,2943,221,30,19,173,37,490,43,21,6,0,0,75,5311,2625,1060,311,90,9396,607,176,71,30,8,897,393,117,35,53,12,610,24905,5603,1784,863,160,33315
11202,10155,394,194,171,46,10965,8110,229,98,15,9,8463,2243,752,528,23,13,3559,415,159,70,0,0,646,102,152,57,3,0,319,1740,176,129,34,9,2095,164,27,17,120,3,323,35,24,5,6,0,71,4699,1293,812,184,21,7006,464,120,13,19,3,622,416,44,32,18,6,508,23842,2082,1139,407,83,27563
11203,10857,2647,1547,510,36,15602,9137,1516,675,27,13,11364,2161,1369,1480,16,9,5033,232,371,210,0,0,812,69,127,58,0,0,242,1362,564,410,30,16,2384,220,171,89,88,12,580,24,23,9,0,0,59,4075,2614,2249,140,42,9117,394,197,253,26,12,875,379,133,108,14,5,647,24836,7107,4828,716,107,37602
11301,5848,86,139,41,20,6141,4866,55,66,26,14,5027,1589,259,778,35,6,2671,374,37,54,0,0,471,54,24,42,0,0,121,1102,60,149,19,11,1337,340,15,60,38,10,468,34,6,15,0,0,59,3492,407,1107,90,35,5127,518,19,24,4,16,585,305,20,37,18,15,394,15038,595,1366,182,100,17272
11302,2376,62,6,7,16,2468,1574,18,0,7,4,1605,466,186,31,10,0,689,160,9,13,0,0,182,17,12,0,0,0,30,322,32,8,3,3,369,70,11,0,6,3,92,7,7,0,0,0,15,1039,259,50,15,8,1371,126,12,0,0,4,146,83,6,0,0,5,93,5201,359,58,33,33,5687
11303,12031,323,288,55,24,12726,11418,128,132,23,16,11715,4285,642,1501,50,13,6498,950,56,164,0,0,1171,89,76,84,0,0,245,1726,126,126,16,12,2005,516,29,35,21,6,601,44,12,13,0,0,71,7613,935,1929,85,30,10592,682,170,72,12,8,946,509,47,56,9,9,636,32266,1605,2467,181,93,36613
11401,17190,944,182,604,96,19021,11077,320,83,30,13,11532,4565,1060,332,18,7,5980,529,215,45,0,0,791,432,260,69,0,3,772,1796,170,69,28,3,2069,476,36,13,94,25,645,37,20,4,4,4,65,7842,1760,530,147,40,10319,531,351,40,25,33,981,523,87,20,39,74,743,37167,3470,865,843,256,42603
11402,8361,466,83,80,16,9012,6374,114,51,19,8,6563,1911,333,199,20,3,2474,159,39,27,0,0,223,165,68,40,0,0,272,672,49,23,8,3,763,97,14,7,15,3,133,11,10,0,0,0,23,3022,515,293,39,14,3887,290,152,20,3,0,469,214,29,13,6,3,258,18258,1284,464,146,35,20186
11501,14695,1421,912,4,9,17041,17744,1990,1086,0,31,20852,4342,1500,2017,0,26,7887,41,81,13,0,0,141,32,41,117,0,0,191,776,194,190,0,0,1165,95,40,26,0,0,164,13,12,21,0,3,44,5294,1874,2389,0,33,9589,448,450,460,0,6,1363,305,81,74,0,5,466,38489,5810,4929,3,77,49311
11502,3413,117,185,34,18,3771,3168,101,31,7,7,3315,555,56,23,8,7,642,7,5,0,0,0,7,3,6,12,0,0,19,309,14,26,0,5,354,45,0,8,20,0,77,4,0,3,0,0,8,927,72,65,28,15,1102,164,51,54,4,0,274,89,7,12,0,3,110,7758,343,351,77,43,8570
11503,2978,5,3,8,5,3003,3969,4,10,0,10,3985,562,5,12,8,5,587,0,0,0,0,0,0,4,7,0,0,0,7,261,4,8,3,0,281,36,5,0,19,0,60,3,0,0,0,0,3,868,17,20,28,6,939,111,4,0,5,5,118,98,0,0,0,0,100,8018,26,35,42,25,8146
11504,3229,96,217,40,5,3579,8651,376,315,5,12,9363,2237,275,561,0,4,3079,8,0,7,0,0,23,0,7,16,0,6,26,317,23,56,0,7,404,97,0,3,13,0,116,7,0,0,0,0,13,2667,302,644,14,12,3644,96,4,18,3,0,124,104,7,13,3,0,123,14740,792,1208,64,29,16834
11601,10547,623,207,5,0,11385,13320,2373,1059,5,8,16761,7186,1760,2102,25,29,11099,1670,932,477,0,0,3076,119,124,113,0,0,355,1607,227,237,3,11,2081,247,44,38,0,0,336,59,37,19,0,3,119,10885,3119,2986,26,47,17067,361,95,53,0,0,506,497,136,103,0,9,743,35606,6339,4406,37,62,46456
11602,5996,448,74,7,8,6531,20666,1900,690,14,77,23343,7073,1388,1290,6,17,9775,178,48,13,0,0,243,74,15,0,0,0,84,807,115,71,0,3,1004,200,27,14,0,0,244,23,7,3,0,0,32,8361,1594,1393,13,25,11386,216,121,15,0,0,348,416,35,18,0,6,478,35651,4100,2188,32,117,42087
11603,6272,428,124,3,0,6824,10797,1287,414,7,8,12516,5513,1218,1058,19,10,7824,2620,778,390,0,4,3790,164,119,70,0,0,354,1161,135,112,0,4,1418,213,35,20,0,0,269,63,8,19,0,0,84,9727,2293,1667,18,25,13733,252,149,46,0,4,450,492,91,74,0,0,661,27540,4258,2315,31,38,34185
11701,2485,482,1489,8,10,4479,2099,796,3234,14,5,6149,682,345,7160,81,26,8285,102,440,679,0,0,1218,27,29,99,0,0,161,179,59,645,21,10,907,11,27,268,4,4,323,6,3,35,0,0,45,1008,904,8894,107,31,10947,82,24,169,0,0,272,81,32,213,0,4,332,5755,2244,13998,129,48,22177
11702,2534,1610,822,44,6,5018,2228,2348,1861,37,6,6481,1065,1456,4934,311,26,7793,45,31,430,0,0,514,54,34,202,3,4,295,315,341,584,79,6,1336,20,34,57,11,4,123,5,9,15,4,0,31,1510,1911,6227,406,43,10092,70,58,88,4,4,223,79,54,86,13,3,228,6419,5976,9078,504,58,22044
11703,809,4271,8968,49,21,14117,719,5233,13369,56,35,19406,485,6443,41540,360,215,49036,57,1609,4062,6,16,5751,8,138,1256,13,22,1431,113,1501,5007,106,60,6798,22,99,779,24,30,957,3,33,170,0,0,211,682,9829,52818,511,338,64181,36,243,1010,17,15,1314,25,202,1092,16,38,1373,2273,19777,77262,647,446,100396
11801,4766,3731,6281,125,12,14918,3338,3639,5280,88,10,12353,732,2185,14938,314,32,18202,0,15,383,0,0,404,3,28,129,0,4,162,288,547,2584,81,12,3506,29,33,179,16,20,272,4,10,69,8,0,87,1060,2817,18282,418,65,22641,138,130,721,15,12,1020,113,115,406,10,13,657,9418,10433,30971,658,109,51592
11802,6761,2725,4297,61,3,13848,4661,2997,4498,42,14,12211,1397,1691,14134,268,24,17504,96,496,2178,0,4,2778,36,55,363,4,3,460,418,320,1901,48,13,2695,87,117,140,6,0,354,18,5,61,0,0,81,2041,2681,18782,323,41,23876,176,102,579,12,3,880,143,88,369,0,12,614,13789,8595,28523,443,74,51429
11901,13169,2372,1075,41,11,16664,11766,4422,2034,66,22,18313,4686,2329,3884,122,47,11067,1703,1114,1519,0,7,4345,171,254,397,0,0,815,1635,480,456,30,16,2623,399,85,114,8,8,620,67,25,40,3,3,132,8667,4292,6412,165,72,19609,553,170,259,13,6,994,609,166,247,10,7,1034,34762,11414,10022,291,120,56605
11902,9638,1106,2088,18,10,12859,7312,1585,3738,25,11,12668,2979,1131,9389,99,37,13639,279,517,729,0,0,1524,76,192,219,0,5,493,954,252,983,18,11,2228,201,55,253,6,6,524,21,13,66,3,0,95,4510,2170,11634,131,61,18509,319,101,225,5,5,645,367,112,363,5,12,863,22136,5078,18053,179,95,45549
11903,10738,1763,2103,17,5,14623,8573,1819,3474,12,9,13890,2565,1070,6958,96,31,10724,316,545,1304,0,3,2168,64,163,331,0,0,552,731,171,901,39,13,1856,123,89,108,4,3,335,20,8,49,0,0,82,3814,2049,9658,146,53,15719,297,135,243,3,4,683,283,94,246,3,4,625,23702,5855,15716,183,73,45536
11904,9856,2140,3467,82,4,15552,7029,2065,6531,43,10,15672,2550,1376,12223,224,64,16433,109,98,512,0,0,733,42,72,196,6,0,314,756,288,1293,59,18,2418,116,58,165,25,11,369,16,11,52,5,0,79,3592,1900,14442,314,92,20344,298,104,383,15,4,806,322,91,357,13,18,795,21094,6306,25179,463,127,53171
12001,6184,958,3477,37,5,10664,4406,1084,4206,69,5,9772,1380,752,7632,209,20,9987,67,171,382,0,0,620,24,26,155,0,0,205,323,120,820,40,6,1311,35,62,163,5,4,270,6,0,22,0,0,33,1837,1137,9175,256,33,12433,125,59,230,11,0,421,130,32,178,7,3,350,12685,3263,17269,373,46,33640
12002,2645,2536,1027,19,4,6228,2703,3251,1215,5,4,7190,1058,2145,3526,86,13,6829,26,102,648,0,0,777,22,16,132,0,0,175,256,437,356,35,0,1083,14,36,35,6,0,95,0,7,13,0,0,26,1379,2752,4702,129,18,8974,59,88,74,3,0,224,48,59,63,0,0,170,6837,8687,7074,161,28,22794
12003,9751,1927,3421,67,11,15176,6558,2137,7223,73,11,16005,2322,1490,17746,332,104,21997,78,260,669,0,0,1013,66,47,408,0,5,524,698,286,1974,62,22,3046,114,46,413,5,17,593,13,12,99,3,0,122,3288,2137,21305,417,152,27299,298,104,681,9,5,1102,235,54,451,5,24,775,20136,6370,33082,570,206,60357
12101,8526,903,3767,5,4,13207,6818,980,4855,3,6,12666,1855,697,11539,49,26,14165,26,51,303,0,0,382,19,50,312,0,0,383,544,137,1261,20,8,1975,41,19,174,4,5,244,8,5,44,0,0,62,2495,961,13637,73,39,17205,227,90,533,5,3,848,116,23,201,0,3,347,18181,2956,22996,83,59,44276
12102,7365,458,1378,8,5,9210,8738,705,2937,0,0,12393,1899,435,4298,15,11,6656,65,111,257,0,0,431,49,74,183,0,0,296,525,81,496,12,3,1118,60,4,73,3,0,142,8,3,27,0,0,39,2602,711,5330,31,15,8688,171,45,195,0,0,418,121,29,89,0,0,242,18998,1943,9934,48,24,30954
12103,13001,806,3056,13,3,16878,12376,397,2788,43,3,15615,2294,259,4296,51,16,6914,13,0,8,0,0,23,18,15,60,0,0,88,553,50,480,10,0,1093,57,15,69,0,5,147,11,4,24,0,0,37,2938,345,4940,58,25,8304,327,72,453,0,9,848,188,7,115,3,0,318,28826,1630,11350,121,37,41956
