SA4_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
111,1261,2312,494,1374,429,154,534,6880,3,0,40,168,179,426,410,130,90,54,23,160,1686,3,0,8,31,33,123,166,39,63,29,14,66,577,0,0,0,8,0,32,78,79,45,90,35,74,450,32,11,99,430,342,778,706,186,83,62,23,398,3142,4,0,0,10,12,23,30,5,3,4,0,2168,2262,97,37,223,827,944,4165,9279,5496,4730,5053,1955,5304,38104,14,10,49,146,387,1178,1371,346,328,117,23,543,4506,5,30,279,802,781,865,418,90,39,26,0,368,3709,5,0,32,64,62,91,93,20,14,10,0,95,490,18,21,214,210,75,83,38,3,0,0,0,70,740,122,71,1047,1609,1082,1343,625,133,53,30,12,693,6816,7,0,6,11,12,33,16,4,0,0,0,213,296,171,133,1621,2848,2387,3590,2552,599,442,184,34,1996,16548,546,208,2775,10280,6750,14341,18509,9675,7328,7629,2829,10185,91061,4,0,0,14,18,123,1177,1777,1461,1377
112,1190,1285,237,355,101,38,297,3921,3,3,40,216,230,549,284,55,48,20,10,141,1600,0,0,8,34,25,98,96,22,20,3,4,50,366,5,0,0,7,5,20,55,35,26,14,5,57,237,38,5,120,416,299,581,414,73,27,12,11,262,2268,5,0,0,8,10,19,15,0,0,0,0,1462,1535,99,34,268,976,1108,4338,6322,2550,1550,1363,464,3409,22495,11,16,50,155,339,781,683,109,89,23,4,292,2538,9,20,297,876,635,689,238,46,25,3,0,299,3132,4,4,39,48,40,70,31,4,10,0,0,48,294,13,22,217,311,74,61,11,4,4,0,0,87,808,78,68,816,1388,776,958,294,44,19,12,7,507,4956,0,0,13,10,12,14,9,0,0,0,0,147,211,116,129,1427,2785,1871,2564,1255,211,145,41,10,1381,11940,479,215,2508,9272,6027,12635,12371,4579,2463,2238,768,7058,60616,27,8,9,40,54,214,1035,915,522,444
113,833,1008,178,235,58,31,222,2936,7,3,24,94,74,158,123,23,20,10,0,56,596,4,0,4,10,23,70,62,13,8,0,0,55,250,4,0,0,4,5,32,47,26,19,22,14,45,217,23,8,64,214,131,300,187,39,11,15,0,118,1111,3,0,0,3,6,7,13,0,0,4,0,1013,1058,95,39,201,544,649,2571,4669,2283,1311,1247,414,2562,16576,4,10,30,83,225,468,463,82,75,20,4,201,1666,3,14,148,349,252,271,105,19,15,3,0,114,1295,0,3,16,31,23,44,19,0,0,3,0,27,168,3,11,115,111,28,27,11,0,0,0,0,33,342,47,54,501,664,393,395,177,25,18,8,4,235,2530,6,0,4,4,7,11,0,0,0,0,0,100,125,66,92,817,1244,930,1210,780,125,108,38,11,702,6118,379,167,1561,4631,3097,6772,8744,3800,2064,1919,656,4698,38482,21,4,3,33,43,194,971,890,517,446
114,687,868,163,267,93,24,201,2513,0,0,14,96,84,228,184,39,39,6,0,77,781,0,0,3,18,21,61,63,10,16,4,7,33,228,0,0,0,4,0,14,32,20,15,13,6,33,139,18,3,58,204,171,330,222,32,29,11,10,152,1241,0,0,0,0,5,12,11,0,0,0,0,862,894,40,16,131,462,552,2300,3680,1601,1134,1065,350,2137,13475,0,5,29,101,186,417,361,65,60,15,0,187,1431,3,15,141,390,320,346,112,8,5,4,0,168,1519,3,7,9,35,30,30,24,3,4,0,0,46,187,6,14,111,131,43,33,3,0,0,0,0,36,384,41,49,442,696,408,452,184,24,19,8,0,271,2591,3,0,4,6,7,8,4,0,0,0,0,92,119,58,90,744,1357,995,1276,693,105,94,32,0,792,6235,257,148,1439,5620,3519,7385,7357,2882,1851,1731,620,4554,37362,9,3,5,15,28,119,571,514,351,337
115,767,1685,407,2124,677,343,458,6773,5,6,32,79,85,210,273,110,119,94,40,143,1194,0,0,5,17,11,64,85,26,56,22,18,75,373,0,0,0,3,3,28,48,39,29,61,58,77,341,58,19,81,146,98,249,421,168,110,121,62,204,1744,3,0,0,3,3,17,23,4,11,5,4,1773,1845,141,46,218,418,490,2305,5832,3930,5388,6605,4236,4548,34154,7,5,25,43,118,388,711,218,349,180,54,267,2360,3,27,97,202,186,328,238,72,48,32,7,148,1382,3,3,11,11,11,23,39,15,19,9,0,44,195,15,24,43,39,19,30,23,0,3,0,0,12,207,101,49,236,281,167,339,260,94,89,51,15,184,1858,0,0,0,7,0,0,0,3,0,0,0,36,60,126,112,406,590,506,1097,1281,406,509,267,73,693,6061,620,193,1115,2756,2200,6273,10275,6246,7493,8780,5213,6529,57688,10,4,3,6,17,82,405,743,688,988
116,2466,3351,729,1318,421,143,657,10081,10,24,116,279,246,538,429,116,74,54,18,190,2101,8,4,27,62,54,187,188,51,54,20,8,126,797,7,0,3,5,5,37,82,69,59,62,28,81,440,132,39,334,644,425,949,881,262,124,105,53,505,4447,5,0,11,22,31,41,39,17,7,3,3,1889,2079,260,130,632,1441,1534,5854,10968,6456,4771,4634,1795,4982,43452,12,9,31,170,380,1105,1283,388,289,159,28,426,4286,11,27,231,515,433,579,333,83,38,16,6,238,2512,5,4,28,60,61,90,76,18,12,14,0,72,451,30,29,263,267,117,110,57,10,5,0,4,99,983,170,122,1296,1712,912,1176,682,171,87,54,16,720,7132,7,5,21,16,16,28,17,5,0,0,0,300,412,233,199,1873,2737,1917,3088,2450,678,435,248,60,1867,15777,969,386,3256,7582,5022,12209,17516,9646,6502,6155,2229,8396,79861,5,5,0,6,8,87,1146,1649,1224,1163
117,656,886,198,921,277,173,188,3661,7,3,53,122,117,189,146,66,63,45,21,62,895,0,3,11,19,16,50,59,25,33,17,11,33,269,4,0,0,6,3,24,27,20,22,40,41,26,215,71,15,91,223,147,392,398,132,85,98,38,219,1909,0,0,0,8,9,17,12,0,10,0,0,919,973,110,45,220,554,566,1928,3138,1961,2361,2976,1979,2027,17872,11,11,27,81,166,469,603,170,388,118,31,241,2326,9,23,123,268,232,304,209,37,47,23,0,126,1398,0,0,10,17,15,41,47,13,20,7,0,31,210,12,15,91,74,27,37,28,0,9,3,0,39,336,142,78,503,633,389,596,373,100,68,59,13,390,3343,6,0,6,10,4,9,3,0,0,3,0,97,146,182,132,767,1077,841,1462,1260,320,533,213,50,929,7759,790,246,1563,3867,2526,6183,8846,6125,5764,8368,5775,5482,55533,3,3,6,3,14,112,1177,2435,2499,4031
118,469,930,263,1956,623,494,378,5352,8,0,31,90,78,173,225,72,110,108,84,118,1092,3,0,10,8,8,35,59,20,96,42,20,62,357,0,0,0,0,0,7,27,30,28,53,68,50,267,71,16,50,128,98,253,312,127,132,139,112,197,1633,0,0,3,0,0,12,20,12,14,9,10,1441,1516,133,32,163,338,373,1482,3280,2310,4077,4856,4480,3429,24953,11,7,17,65,115,487,763,188,491,145,44,313,2630,12,26,96,241,239,390,292,55,109,35,13,235,1751,0,0,10,20,22,35,41,7,28,8,0,40,218,18,15,68,54,26,39,25,0,3,5,0,32,288,158,66,308,431,295,516,366,114,121,89,32,378,2855,0,0,4,0,0,4,8,0,0,0,0,84,106,195,117,505,806,694,1468,1491,370,751,281,87,1078,7854,706,216,1120,2710,2046,5451,8301,5585,7159,9134,7827,6750,56998,9,5,0,7,16,67,588,1262,1358,2340
119,3962,4414,1012,1938,704,318,1033,15802,17,47,382,922,694,1311,885,272,193,150,68,437,5378,14,12,60,141,133,350,299,89,88,51,25,252,1519,5,5,4,11,19,77,152,104,67,92,55,169,762,308,105,728,1622,946,1991,2015,656,347,397,147,1248,10507,17,6,27,51,39,105,93,26,17,13,9,3435,3835,527,274,1545,3887,3577,10866,15403,7934,6329,7143,3641,9041,70161,27,23,73,270,539,1445,1690,538,489,234,59,632,6009,16,55,419,769,603,871,541,147,88,58,12,348,3940,12,4,33,83,83,108,102,29,29,14,3,100,601,66,52,330,274,93,123,74,8,15,0,0,90,1129,405,235,1613,2064,1372,2163,1435,430,231,146,60,1114,11266,18,3,16,22,14,35,18,3,0,3,0,368,499,533,370,2486,3486,2705,4748,3858,1160,853,449,139,2658,23446,2320,820,6032,15532,10118,22676,26301,12856,9185,9947,4853,15090,135719,8,0,3,10,30,222,1816,2403,1698,1925
120,983,1517,370,1816,508,300,369,6409,8,4,77,187,180,316,285,117,136,85,54,135,1593,7,0,21,26,26,78,78,27,75,33,23,70,457,0,0,0,3,5,22,50,42,22,71,62,65,341,93,15,151,257,199,493,613,231,131,169,77,310,2743,5,0,3,7,10,17,25,3,10,4,3,1739,1826,183,52,349,741,872,2868,5193,3167,4284,5395,4428,3922,31451,11,14,35,82,186,612,941,228,523,164,29,354,3167,8,23,145,298,266,399,315,75,82,37,0,162,1813,5,0,12,19,12,42,67,16,28,10,0,38,250,31,17,103,85,28,51,35,9,7,5,0,43,412,211,82,447,587,357,656,548,193,140,78,36,384,3716,0,0,4,10,7,15,11,0,0,0,0,106,152,268,133,753,1079,853,1778,1911,511,777,286,67,1086,9510,1044,253,1881,4567,3136,7684,11175,6507,7224,9200,7098,7059,66832,3,3,7,7,17,106,916,1448,1457,2344
121,799,1958,478,5148,1318,997,796,11896,8,9,64,146,142,276,372,165,292,220,185,203,2085,3,3,6,20,16,62,78,33,169,58,50,94,595,3,0,0,4,3,13,45,26,50,99,104,74,413,140,35,134,193,122,339,568,241,280,271,198,298,2818,8,0,0,4,10,15,20,3,20,6,8,3145,3238,269,89,308,588,624,2432,5901,3798,9524,10101,9220,6876,49725,18,22,20,88,176,650,1196,282,893,288,71,462,4172,11,22,153,303,305,479,457,127,177,63,19,278,2398,0,0,12,21,15,46,63,20,36,15,4,57,295,41,28,87,70,32,41,29,8,25,7,0,30,401,374,114,375,439,310,617,570,237,196,121,46,408,3817,0,0,0,5,0,6,4,0,0,4,0,69,95,446,183,656,932,842,1841,2327,676,1328,493,144,1302,11170,1257,352,1648,3577,2994,8830,14287,8608,14860,16874,14316,11232,98832,15,3,3,12,10,91,782,1626,1824,3141
122,566,1200,326,2595,590,386,418,6316,5,0,25,86,70,212,269,133,159,127,89,153,1324,3,0,14,8,11,35,63,21,102,21,16,58,361,3,0,3,3,3,24,54,52,33,63,47,65,340,45,13,57,96,77,263,366,168,143,118,89,206,1627,3,0,3,0,4,9,11,10,18,4,9,1807,1874,115,48,167,306,422,1975,5014,3475,5811,6216,4185,4430,32169,3,9,31,64,139,538,847,236,480,164,38,387,2939,8,28,120,293,272,474,351,75,72,33,4,246,1976,0,3,13,11,27,34,31,9,12,6,0,41,187,8,18,44,48,21,41,21,8,6,0,4,30,246,83,38,234,339,242,500,360,100,83,48,16,268,2306,4,0,4,6,0,8,13,0,3,0,0,77,102,107,91,437,757,706,1594,1621,422,647,248,60,1048,7752,473,180,1051,2920,2470,7157,11104,6797,8482,9442,6121,7481,63684,3,4,0,8,5,73,651,1145,1043,1514
123,1650,2370,568,912,344,124,574,7123,13,8,60,145,125,336,316,106,69,33,15,127,1365,5,9,12,28,43,111,156,38,48,16,5,97,553,0,6,0,0,3,21,80,68,32,46,33,82,371,56,12,132,395,289,566,513,147,71,55,16,263,2521,3,0,0,17,22,34,44,14,3,5,6,1425,1573,144,67,273,831,995,3974,8108,4958,3581,3646,1538,4131,32250,22,14,27,132,335,987,1089,327,229,113,35,399,3695,12,19,179,464,431,516,297,79,30,19,6,245,2299,6,7,32,59,41,74,74,22,10,11,0,66,390,14,26,183,188,83,64,28,11,10,6,0,62,673,73,91,968,1183,607,813,423,97,51,21,9,532,4869,4,3,11,9,8,18,7,0,0,0,0,171,227,123,154,1392,2034,1501,2472,1920,537,328,163,58,1475,12150,507,266,2171,5629,3960,9485,13974,7808,5113,4957,1938,7061,62883,5,0,0,18,9,83,984,1436,1111,957
124,1645,2796,640,1201,413,151,607,7954,6,3,39,119,147,369,374,113,99,64,16,131,1486,7,0,11,17,37,127,168,36,49,19,8,97,566,6,0,0,7,4,28,90,81,45,51,23,107,454,40,13,126,309,270,615,541,170,79,66,24,296,2546,4,0,6,14,9,28,38,9,16,9,3,1667,1794,119,52,274,686,965,4362,9471,5825,4486,4496,1834,4844,37434,17,22,33,138,331,1182,1412,397,338,124,30,557,4576,10,30,257,628,573,752,404,98,56,20,0,280,3121,0,3,26,63,63,86,90,31,11,8,5,76,455,15,22,180,255,65,93,40,9,3,5,0,48,729,106,100,826,1291,766,943,537,125,52,28,8,524,5304,4,5,15,10,12,13,7,0,0,0,0,172,234,148,174,1341,2387,1807,3073,2483,661,463,187,44,1653,14422,498,276,2198,6426,4663,11869,17354,9653,6549,6332,2390,8396,76610,3,6,0,16,24,122,1287,1895,1344,1306
125,3215,3894,769,1681,540,218,702,12869,22,33,259,666,541,940,644,188,126,117,34,306,3879,12,7,56,120,100,263,238,47,64,32,12,200,1158,3,0,7,7,13,72,85,63,40,54,25,104,466,288,92,619,1408,809,1532,1393,449,265,227,95,891,8073,6,7,27,40,24,62,64,24,7,7,3,2477,2744,464,198,1222,3042,2871,8052,11593,5883,4956,5017,2480,6263,52045,11,15,44,177,372,1093,1261,400,346,202,56,405,4374,19,45,259,502,394,589,416,101,49,36,12,210,2622,8,3,32,60,32,89,83,23,19,8,4,76,453,44,41,202,197,67,90,53,15,7,10,4,64,803,309,163,1256,1478,931,1397,1010,242,181,93,28,797,7886,3,8,16,17,23,11,11,6,0,7,0,279,370,398,275,1811,2432,1819,3271,2833,790,608,344,97,1826,16503,1765,586,4385,10463,7305,16548,20189,9861,7430,7549,3309,10461,99847,6,3,0,10,32,156,1433,2003,1534,1796
126,618,1164,264,1412,418,279,281,4789,9,9,40,116,91,233,186,77,102,82,49,90,1073,4,0,10,18,12,35,52,20,42,25,12,36,265,0,0,0,0,0,10,26,30,14,45,38,37,207,87,11,81,145,122,286,348,113,103,118,57,162,1642,6,0,0,7,0,8,15,7,3,9,5,1148,1206,141,39,188,449,519,1856,3585,2187,3342,4103,3027,2744,22172,7,0,18,54,108,334,516,158,295,101,38,210,1838,6,11,74,160,167,233,181,47,36,21,4,102,1053,0,3,14,13,7,33,33,5,11,0,5,25,143,25,13,51,48,16,23,17,6,3,0,0,15,211,113,59,205,277,171,446,331,106,73,49,12,209,2044,0,0,0,4,0,3,0,0,0,0,0,50,63,145,90,362,552,467,1076,1076,324,421,177,64,600,5355,693,182,1008,2611,1985,5158,7173,4123,4940,5951,4066,4410,42303,3,0,0,5,6,58,504,795,793,1027
127,3070,3428,882,1077,475,173,851,11577,26,26,236,650,483,878,628,175,121,74,26,296,3620,14,6,53,94,100,278,263,74,57,35,11,236,1226,6,0,5,8,10,55,132,89,43,70,26,115,549,225,92,647,1658,989,2092,1840,520,262,257,83,1054,9725,4,3,27,37,42,97,78,24,16,7,9,2353,2712,439,196,1152,3137,2962,8478,12226,6206,4143,4123,1748,6717,51513,17,23,58,216,438,1107,1118,396,252,136,38,422,4221,8,48,356,601,418,590,352,92,44,24,10,251,2806,7,3,40,53,62,96,91,26,19,10,3,91,493,39,34,324,244,79,138,88,24,11,6,7,101,1095,312,193,1853,1990,1200,1758,1149,316,150,104,30,947,9996,9,7,23,18,12,40,15,4,0,0,0,384,511,398,298,2654,3123,2204,3733,2811,854,478,283,82,2194,19118,1425,593,4924,11543,7042,15854,18788,9089,5507,5301,2093,10808,92977,4,0,0,11,23,133,1059,1421,1056,948
128,616,1375,362,1484,490,257,422,5225,0,6,15,62,59,182,229,91,115,112,45,121,1037,5,3,0,13,11,49,78,26,70,25,12,53,340,3,0,0,0,3,19,44,48,46,69,45,51,340,27,10,52,111,95,274,374,179,95,106,45,182,1548,0,0,0,0,6,12,18,8,11,0,0,1439,1495,76,42,136,304,393,1942,5372,4008,4564,5698,3049,4026,29613,3,3,15,61,176,552,876,306,330,179,37,372,2913,3,27,115,307,302,435,326,89,43,43,10,209,1905,0,0,14,17,22,42,49,18,17,8,4,42,235,13,4,60,76,25,34,22,8,0,0,6,33,277,57,42,290,383,251,506,350,115,60,57,15,275,2403,4,0,10,4,3,9,5,0,0,0,0,67,93,84,79,494,852,776,1571,1638,531,443,278,67,989,7813,371,147,1053,3331,2770,6957,10602,6940,6756,8096,4041,6545,57609,0,3,0,8,8,44,509,990,962,1351
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
