POA_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA2122,1351,5084,3485,829,356,11108,149,11255
POA2125,130,1249,2434,912,508,5225,35,5258
POA2126,142,1840,2747,779,387,5899,42,5942
POA2127,1031,6039,2498,314,71,9953,91,10041
POA2128,37,329,270,84,50,772,14,789
POA2130,611,1732,595,106,45,3084,29,3109
POA2131,2091,4850,1658,348,156,9109,156,9266
POA2132,432,1686,1119,296,122,3662,31,3691
POA2133,430,1585,1299,412,204,3932,33,3966
POA2134,2050,3089,1055,226,121,6542,174,6721
POA2135,1756,3204,2138,809,480,8393,193,8581
POA2136,291,1117,910,255,119,2693,42,2732
POA2137,771,4165,3792,967,486,10181,100,10281
POA2138,1125,4273,1754,361,165,7677,111,7793
POA2140,1143,4273,1657,265,118,7464,180,7641
POA2141,1388,4632,3042,884,386,10322,218,10538
POA2142,1512,4091,2152,623,364,8742,251,8990
POA2143,304,1128,959,327,198,2908,59,2969
POA2144,1926,4495,2628,930,558,10540,442,10982
POA2145,2649,12573,8913,2532,1368,28040,486,28521
POA2146,508,2538,2225,672,331,6267,92,6354
POA2147,1098,4405,4655,1537,829,12528,193,12716
POA2148,1983,8833,7282,2345,1194,21636,406,22040
POA2150,3513,7522,1852,290,142,13318,312,13624
POA2151,798,3262,2558,661,317,7595,86,7680
POA2152,370,1857,1532,382,157,4303,52,4351
POA2153,706,6904,8802,2581,1428,20414,178,20591
POA2154,636,4282,5363,1810,1024,13112,111,13224
POA2155,466,6382,10194,3407,1928,22376,166,22542
POA2156,82,824,1556,757,946,4170,45,4208
POA2157,15,186,413,252,323,1195,17,1209
POA2158,73,676,1038,457,518,2763,28,2794
POA2159,47,340,570,324,357,1638,23,1658
POA2160,1567,4775,3587,1125,731,11793,350,12139
POA2161,1274,3524,2898,1092,731,9520,248,9770
POA2162,609,2007,1880,767,394,5654,136,5787
POA2163,545,1226,817,286,185,3058,98,3160
POA2164,587,2149,2208,903,522,6377,93,6473
POA2165,1827,4960,3914,1477,820,12995,304,13296
POA2166,2117,5904,4449,1847,1089,15396,359,15757
POA2167,232,1247,1222,350,138,3186,43,3228
POA2168,1371,3913,4145,1934,1251,12608,311,12916
POA2170,3738,13162,11852,4239,2371,35365,728,36089
POA2171,198,2031,4420,2122,1420,10192,116,10309
POA2172,5,153,402,176,145,870,6,879
POA2173,113,1245,1943,655,351,4299,31,4329
POA2174,104,1058,1495,454,194,3305,47,3349
POA2175,16,95,142,95,154,505,6,519
POA2176,743,4065,5169,2543,1659,14181,174,14360
POA2177,301,1464,1675,792,539,4769,95,4862
POA2178,21,188,324,221,348,1101,21,1126
POA2179,125,1459,2166,617,405,4769,90,4861
POA2190,679,2304,2568,1083,681,7323,157,7478
POA2191,219,765,796,235,137,2152,33,2184
POA2192,670,2136,1265,379,207,4652,105,4760
POA2193,826,3202,1880,457,229,6590,78,6667
POA2194,1729,4335,2050,460,207,8779,281,9058
POA2195,1156,3987,1839,478,317,7776,232,8013
POA2196,952,3691,3166,1233,752,9797,209,10006
POA2197,200,846,1001,391,246,2691,69,2754
POA2198,108,800,1094,433,266,2700,39,2739
POA2199,571,1985,1872,710,419,5562,138,5700
POA2200,1737,5964,4227,1385,843,14150,330,14480
POA2203,1025,3292,1285,219,97,5928,61,5990
POA2204,2037,5392,2332,511,197,10470,137,10610
POA2205,1902,4932,1822,454,235,9341,184,9524
POA2206,607,2453,2292,771,468,6590,77,6666
POA2207,832,3659,3181,1002,551,9230,134,9367
POA2208,417,1594,1472,503,244,4237,58,4292
POA2209,650,2199,1712,547,292,5399,79,5474
POA2210,1498,4246,3720,1311,704,11467,197,11674
POA2211,553,2156,2130,761,365,5966,73,6037
POA2212,506,1981,1966,691,362,5507,73,5588
POA2213,561,2599,3004,994,596,7755,95,7844
POA2214,32,337,576,238,140,1319,16,1330
POA2216,1677,5072,2532,661,333,10283,232,10516
POA2217,1528,5056,2794,707,421,10506,157,10663
POA2218,772,2804,1587,438,165,5768,91,5853
POA2219,421,2185,1843,517,311,5281,72,5351
POA2220,2249,5088,2610,811,342,11094,240,11338
POA2221,335,1701,2091,784,505,5419,51,5472
POA2222,654,2101,1317,313,141,4527,70,4599
POA2223,674,3151,2662,751,369,7599,74,7679
POA2224,247,1583,2084,728,430,5071,67,5136
POA2225,46,384,855,288,158,1739,10,1750
POA2226,273,1614,1829,470,294,4484,35,4515
POA2227,302,1910,2139,662,429,5447,30,5477
POA2228,698,3221,2845,727,384,7872,119,7990
POA2229,749,3905,4460,1320,861,11297,88,11383
POA2230,819,5036,4636,1275,729,12494,109,12608
POA2231,15,181,326,161,99,788,11,794
POA2232,987,5451,4879,1345,748,13406,135,13544
POA2233,374,2777,4410,1491,987,10038,75,10120
POA2234,190,1961,4440,1796,1333,9730,46,9779
POA2250,2075,10500,9276,2968,1887,26712,380,27093
POA2251,617,4307,4892,1750,934,12495,113,12605
POA2256,845,3093,1916,560,248,6667,135,6802
POA2257,1002,5268,4191,1161,573,12201,216,12410
POA2258,35,518,736,281,238,1811,22,1836
POA2259,1002,8028,8733,3220,2195,23177,355,23528
POA2260,247,2782,3950,1288,838,9104,92,9197
POA2261,1407,7734,7771,2474,1463,20852,309,21164
POA2262,360,3088,2957,1017,529,7941,122,8068
POA2263,852,4281,3197,980,544,9849,163,10010
POA2264,276,2271,2290,832,518,6194,87,6276
POA2265,109,835,978,391,294,2608,32,2640
POA2267,49,414,479,165,82,1186,8,1199
POA2278,18,178,342,180,161,879,6,881
POA2280,613,3404,4099,1407,864,10386,121,10509
POA2281,363,2099,2391,726,423,5999,88,6081
POA2282,199,2039,2560,850,500,6158,30,6190
POA2283,477,3145,3598,1323,764,9304,120,9425
POA2284,235,1600,1851,657,354,4695,60,4758
POA2285,592,3789,5120,1736,948,12184,106,12288
POA2286,41,501,679,274,191,1684,16,1699
POA2287,792,4898,6046,1892,1058,14674,136,14815
POA2289,393,2384,3207,919,494,7396,56,7457
POA2290,770,4544,5361,1601,856,13130,148,13282
POA2291,332,1813,2249,674,366,5428,44,5475
POA2292,86,449,380,120,40,1069,8,1078
POA2293,92,701,547,106,45,1485,11,1504
POA2294,71,361,332,73,18,848,8,856
POA2295,220,1291,1187,328,168,3189,45,3243
POA2296,89,413,299,74,28,901,10,909
POA2297,38,243,278,80,39,673,4,683
POA2298,359,1540,1402,400,174,3878,78,3953
POA2299,466,1719,1558,476,213,4438,80,4520
POA2300,722,2756,1674,354,143,5644,66,5703
POA2302,100,478,146,15,3,746,3,749
POA2303,589,1487,1287,359,193,3909,60,3970
POA2304,637,2544,2352,579,225,6332,96,6431
POA2305,311,1832,1988,554,289,4967,45,5017
POA2306,271,617,277,72,42,1280,44,1321
POA2307,127,754,686,185,93,1845,21,1866
POA2308,0,0,0,0,0,0,0,0
POA2311,11,100,139,66,39,349,0,357
POA2312,11,147,216,89,71,537,6,541
POA2315,286,2550,2451,634,297,6212,80,6297
POA2316,54,977,980,324,206,2545,24,2570
POA2317,162,1239,976,252,146,2777,46,2828
POA2318,71,1172,1901,849,615,4607,40,4650
POA2319,91,1024,1092,338,196,2737,34,2766
POA2320,637,4188,5435,2128,1345,13734,140,13871
POA2321,122,1798,3093,1154,731,6904,74,6972
POA2322,298,2541,3727,1237,757,8559,100,8656
POA2323,638,3411,3736,1343,770,9895,139,10034
POA2324,476,3654,3567,1241,755,9698,157,9852
POA2325,567,3700,3915,1528,982,10693,164,10862
POA2326,110,873,976,461,348,2766,36,2804
POA2327,199,1128,1086,383,237,3032,46,3073
POA2328,35,307,349,156,102,953,15,967
POA2329,28,241,282,131,72,756,17,775
POA2330,291,2098,3052,1271,807,7518,90,7601
POA2331,0,0,0,0,0,0,0,7
POA2333,302,1789,1860,665,373,4981,87,5072
POA2334,33,308,458,210,148,1148,13,1157
POA2335,42,637,1144,546,347,2720,24,2749
POA2336,43,316,396,169,92,1014,11,1027
POA2337,137,1018,1199,432,258,3046,43,3093
POA2338,29,210,184,107,44,578,12,591
POA2339,3,59,97,55,45,256,3,254
POA2340,1229,6852,7206,2399,1444,19132,331,19464
POA2341,52,254,186,71,39,602,19,619
POA2342,0,35,61,34,25,160,0,162
POA2343,98,547,680,258,179,1763,38,1796
POA2344,0,50,96,63,42,246,0,251
POA2345,6,68,113,50,33,269,6,275
POA2346,63,427,415,154,109,1166,30,1196
POA2347,52,312,257,104,63,790,17,807
POA2350,727,3832,3444,1134,569,9709,137,9848
POA2352,23,345,425,173,117,1085,14,1094
POA2353,8,119,139,79,65,418,6,428
POA2354,52,367,529,211,162,1322,35,1363
POA2355,9,72,103,43,28,250,4,258
POA2356,5,12,14,6,6,43,0,48
POA2357,84,512,516,205,116,1425,28,1454
POA2358,73,484,541,205,141,1450,20,1473
POA2359,3,62,87,51,25,228,3,233
POA2360,351,1892,1963,764,434,5409,156,5562
POA2361,14,117,131,56,40,361,8,370
POA2365,48,428,508,205,132,1326,45,1372
POA2369,23,113,109,43,34,317,12,327
POA2370,213,1190,1013,392,245,3056,69,3120
POA2371,30,189,177,66,26,494,10,498
POA2372,118,750,694,277,156,1993,61,2054
POA2379,0,18,23,30,19,95,4,95
POA2380,218,1362,1523,561,317,3976,71,4050
POA2381,12,140,167,81,52,453,10,460
POA2382,10,166,183,74,58,491,15,507
POA2386,0,15,33,25,22,96,4,101
POA2387,0,19,27,8,12,65,0,62
POA2388,46,274,326,143,63,855,17,875
POA2390,165,953,1158,475,297,3051,66,3111
POA2395,12,100,107,41,27,291,8,303
POA2396,11,119,104,40,28,302,10,312
POA2397,4,26,37,15,15,98,3,103
POA2398,0,11,15,14,16,58,0,58
POA2399,0,57,76,31,18,184,4,186
POA2400,239,1086,1106,389,252,3068,112,3184
POA2401,0,24,42,25,16,106,0,109
POA2402,24,260,235,88,53,665,25,688
POA2403,4,70,85,40,30,234,3,236
POA2404,37,265,254,93,57,705,14,720
POA2405,10,37,45,23,21,131,5,136
POA2406,21,97,87,33,24,257,7,266
POA2408,0,14,31,21,22,88,9,100
POA2409,47,84,75,29,17,251,8,256
POA2410,0,25,26,18,3,77,0,84
POA2411,0,11,11,5,4,29,0,29
POA2415,3,34,43,34,24,141,5,146
POA2420,55,532,603,220,170,1578,32,1616
POA2421,8,121,292,153,122,697,12,713
POA2422,84,854,869,292,183,2289,45,2342
POA2423,27,396,508,195,125,1250,42,1288
POA2424,6,53,70,20,19,166,5,171
POA2425,18,194,273,122,90,699,17,717
POA2426,3,90,120,51,34,302,8,306
POA2427,60,744,604,148,51,1604,26,1629
POA2428,691,5140,3594,1015,438,10876,216,11086
POA2429,150,1237,1446,526,342,3693,88,3789
POA2430,861,5547,5071,1709,937,14114,412,14527
POA2431,91,1034,899,252,102,2380,40,2421
POA2439,25,463,601,227,159,1473,90,1566
POA2440,471,2801,2841,1167,690,7969,197,8170
POA2441,38,466,601,251,188,1553,38,1595
POA2443,202,1591,1293,390,206,3684,265,3949
POA2444,1395,8782,7308,2112,960,20555,342,20893
POA2445,57,995,1211,361,232,2858,26,2883
POA2446,194,1626,2093,861,569,5347,76,5426
POA2447,132,1044,1130,391,244,2936,60,2998
POA2448,301,1968,1235,371,180,4050,96,4144
POA2449,47,286,293,108,47,781,33,815
POA2450,1059,6366,6468,2207,1271,17370,300,17675
POA2452,318,2544,2199,642,281,5989,98,6085
POA2453,58,433,417,174,83,1160,33,1187
POA2454,61,1022,1185,392,223,2885,33,2914
POA2455,76,529,484,146,83,1314,24,1341
POA2456,215,2197,2459,817,477,6172,126,6304
POA2460,626,4188,4164,1537,818,11331,231,11563
POA2462,32,357,367,176,77,1001,22,1030
POA2463,114,1050,1353,401,230,3150,67,3215
POA2464,137,1390,1115,271,77,2983,55,3042
POA2465,8,44,39,22,17,135,0,135
POA2466,49,392,295,70,26,832,22,854
POA2469,56,624,598,228,146,1644,51,1696
POA2470,345,2112,2001,757,432,5653,119,5773
POA2471,27,234,353,176,97,885,24,907
POA2472,12,240,276,127,65,716,23,740
POA2473,83,601,476,147,48,1360,37,1390
POA2474,100,1012,941,329,180,2562,48,2611
POA2475,8,77,48,14,9,158,5,166
POA2476,12,129,118,52,27,333,17,345
POA2477,187,1633,1976,717,388,4906,84,4988
POA2478,694,4927,4856,1388,742,12605,214,12824
POA2479,10,487,842,328,212,1883,39,1923
POA2480,918,6444,6525,2308,1238,17440,283,17725
POA2481,207,1726,1769,624,389,4718,112,4831
POA2482,84,866,910,323,206,2385,54,2439
POA2483,120,1479,1759,606,313,4273,82,4356
POA2484,314,2432,2778,975,628,7129,120,7250
POA2485,675,3238,1992,506,235,6645,157,6799
POA2486,766,4944,4569,1511,802,12592,217,12816
POA2487,282,2193,2221,623,323,5638,78,5711
POA2488,55,439,542,130,71,1240,23,1261
POA2489,77,1050,1263,306,121,2819,28,2850
POA2490,3,47,99,53,29,234,4,236
POA2500,2136,7921,5343,1439,763,17605,233,17838
POA2502,618,1781,1376,501,278,4555,79,4637
POA2505,268,746,647,218,101,1977,27,2008
POA2506,317,1010,921,362,205,2817,55,2875
POA2508,68,751,1409,488,323,3045,21,3066
POA2515,149,1340,1743,571,304,4098,44,4146
POA2516,132,696,1007,328,186,2339,13,2354
POA2517,374,1841,2006,615,339,5172,42,5213
POA2518,839,3070,2769,806,452,7931,107,8036
POA2519,562,2353,2349,767,480,6508,83,6592
POA2525,184,1230,1840,605,393,4254,34,4290
POA2526,320,1652,2349,889,540,5744,88,5834
POA2527,310,2472,3790,1395,950,8919,103,9018
POA2528,859,3762,3084,956,597,9263,179,9443
POA2529,377,3081,4160,1574,993,10182,103,10287
POA2530,653,3923,4997,1805,1100,12468,136,12603
POA2533,224,2049,2748,860,528,6401,59,6464
POA2534,77,640,891,276,193,2075,22,2099
POA2535,113,1234,1257,404,244,3251,54,3305
POA2536,387,3088,2905,871,449,7700,129,7833
POA2537,177,1905,2069,672,397,5220,103,5322
POA2538,31,260,380,149,93,907,12,925
POA2539,303,3331,3233,939,473,8271,139,8411
POA2540,586,6782,7141,2351,1508,18377,319,18694
POA2541,819,4294,3755,1174,553,10594,190,10785
POA2545,8,121,178,76,49,430,3,433
POA2546,190,1745,1620,457,189,4198,70,4270
POA2548,155,1554,1367,370,151,3594,45,3642
POA2549,26,523,637,240,134,1558,15,1574
POA2550,243,2129,2673,1001,530,6570,131,6700
POA2551,110,578,535,163,74,1467,36,1501
POA2555,0,15,7,13,7,49,0,51
POA2556,9,128,193,136,213,676,10,689
POA2557,115,1379,2921,888,632,5936,60,5991
POA2558,128,1053,1430,564,333,3500,36,3535
POA2559,143,330,220,65,33,801,28,826
POA2560,2277,10448,9598,3293,1790,27405,451,27861
POA2563,4,20,29,11,11,78,0,82
POA2564,531,1973,1459,400,176,4537,86,4623
POA2565,595,3600,3785,1084,618,9693,131,9825
POA2566,496,2897,3250,1142,712,8491,129,8615
POA2567,248,2865,5396,2337,1628,12479,105,12584
POA2568,21,136,99,63,69,394,4,401
POA2569,5,73,140,95,107,424,7,427
POA2570,483,5040,8987,3166,2368,20042,204,20245
POA2571,100,827,1670,810,762,4160,38,4205
POA2572,71,532,703,306,272,1880,18,1902
POA2573,100,597,777,310,212,1998,22,2023
POA2574,49,476,700,358,371,1945,33,1983
POA2575,193,1984,2537,996,709,6421,79,6505
POA2576,210,2220,2185,679,387,5682,69,5749
POA2577,226,1958,2471,968,637,6255,91,6344
POA2578,35,500,439,140,79,1196,15,1209
POA2579,15,426,672,308,226,1653,33,1687
POA2580,724,4030,4178,1769,1084,11777,204,11981
POA2581,4,174,368,166,139,852,9,862
POA2582,131,1174,1871,902,647,4718,52,4774
POA2583,65,528,676,313,233,1816,40,1855
POA2584,4,74,76,30,32,215,0,218
POA2585,0,27,27,16,10,76,4,81
POA2586,30,315,400,176,125,1053,18,1069
POA2587,57,405,407,172,124,1163,34,1198
POA2588,0,31,48,29,11,115,0,115
POA2590,250,1136,1000,330,181,2887,77,2964
POA2594,295,1586,1595,635,382,4490,114,4608
POA2619,19,636,1424,617,413,3107,13,3121
POA2620,762,5644,6293,2281,1610,16585,206,16796
POA2621,17,401,973,462,362,2210,19,2230
POA2622,28,488,667,288,159,1625,17,1642
POA2623,0,89,87,29,22,236,6,242
POA2624,4,0,4,0,0,10,0,8
POA2625,10,38,20,6,5,82,10,91
POA2626,3,40,73,34,30,179,4,186
POA2627,27,445,694,322,266,1755,29,1784
POA2628,14,235,328,150,113,830,7,838
POA2629,6,66,90,34,15,217,0,219
POA2630,209,1257,1242,451,288,3443,54,3496
POA2631,5,70,90,50,24,234,0,237
POA2632,36,242,276,135,62,746,14,763
POA2633,4,51,46,23,7,131,9,140
POA2640,1056,5609,5945,1809,909,15333,198,15527
POA2641,566,2856,2166,664,360,6609,154,6766
POA2642,33,354,668,371,290,1716,27,1744
POA2643,44,395,494,166,88,1183,19,1198
POA2644,34,300,359,143,105,938,15,953
POA2645,6,45,40,17,26,137,5,142
POA2646,158,1104,1007,330,187,2782,56,2836
POA2647,37,355,407,112,63,973,14,988
POA2648,38,281,330,150,78,881,61,944
POA2649,0,3,6,6,0,12,0,12
POA2650,1472,8069,8702,2957,1581,22779,353,23133
POA2651,21,265,374,108,52,819,9,831
POA2652,46,372,631,341,246,1634,39,1676
POA2653,32,293,388,156,83,946,17,965
POA2655,14,127,200,84,65,483,16,491
POA2656,32,164,178,80,63,514,10,524
POA2658,27,180,204,95,58,562,14,572
POA2659,8,87,106,59,47,307,9,317
POA2660,19,213,204,91,61,593,12,606
POA2661,0,9,37,8,0,51,0,51
POA2663,101,586,581,240,134,1641,37,1681
POA2665,35,224,285,122,109,783,21,804
POA2666,142,740,769,332,209,2188,36,2223
POA2668,4,61,44,20,23,150,4,153
POA2669,22,129,194,120,96,558,15,571
POA2671,68,502,580,222,126,1504,38,1544
POA2672,51,189,191,77,34,537,9,545
POA2675,34,165,214,83,45,547,21,562
POA2678,0,0,0,0,0,0,0,0
POA2680,439,2714,3193,1262,852,8457,187,8641
POA2681,15,159,242,120,94,631,11,634
POA2700,122,644,616,240,156,1774,41,1813
POA2701,36,254,348,154,106,895,17,911
POA2702,6,106,99,68,26,308,12,316
POA2703,3,62,70,34,17,191,4,198
POA2705,179,1175,1359,596,378,3682,79,3765
POA2706,14,139,153,50,37,397,6,406
POA2707,14,126,161,70,61,432,12,442
POA2710,194,1347,1443,504,265,3767,83,3842
POA2711,74,421,429,174,109,1208,29,1241
POA2712,27,187,190,83,48,534,11,542
POA2713,35,386,380,137,84,1029,17,1046
POA2714,31,384,428,157,81,1078,52,1136
POA2715,40,163,165,70,48,483,15,495
POA2716,21,138,129,55,22,372,11,385
POA2717,46,111,124,51,39,373,23,399
POA2720,175,1114,1172,477,252,3184,45,3231
POA2721,3,26,19,22,14,87,0,82
POA2722,57,400,443,193,119,1205,25,1231
POA2725,3,36,50,24,20,144,0,146
POA2726,0,21,39,14,13,89,0,96
POA2727,0,15,33,25,23,94,6,102
POA2729,11,193,208,115,80,619,17,638
POA2730,20,180,194,77,61,528,8,532
POA2731,121,944,1125,374,182,2748,60,2802
POA2732,49,251,274,111,67,755,25,778
POA2733,12,76,75,26,19,207,10,216
POA2734,0,17,79,29,29,155,4,164
POA2735,5,24,68,24,27,145,5,142
POA2736,7,39,63,20,9,129,9,138
POA2737,4,63,100,36,25,227,7,235
POA2738,10,119,333,152,84,704,5,707
POA2739,17,152,200,74,38,479,8,493
POA2745,181,2203,4210,1772,1407,9765,76,9844
POA2747,1222,6358,7034,2140,1152,17895,256,18147
POA2748,10,88,166,113,180,547,11,558
POA2749,203,1465,2171,907,638,5384,75,5463
POA2750,1904,7837,6182,1956,1074,18960,244,19199
POA2752,39,321,708,351,372,1788,23,1811
POA2753,340,1855,1968,905,883,5955,76,6037
POA2754,91,818,1013,382,274,2583,13,2596
POA2756,413,2895,4477,1986,1883,11645,130,11777
POA2757,5,63,108,46,53,280,0,282
POA2758,22,458,1097,607,703,2887,23,2910
POA2759,213,2102,3400,1492,996,8205,99,8302
POA2760,1090,5102,4242,1177,614,12227,256,12481
POA2761,341,2723,4127,1588,877,9657,125,9782
POA2762,156,2669,2719,630,280,6450,78,6533
POA2763,354,3748,4098,1309,684,10195,106,10301
POA2765,316,3831,6084,1789,1201,13215,169,13386
POA2766,326,1707,1737,657,345,4768,70,4834
POA2767,553,2306,2713,888,464,6927,131,7054
POA2768,181,2344,3618,1266,617,8019,72,8087
POA2769,77,1362,2267,549,224,4474,42,4513
POA2770,2402,7438,5434,1918,1065,18263,475,18740
POA2773,60,596,903,302,223,2089,9,2096
POA2774,154,1426,1993,666,369,4607,43,4654
POA2775,18,222,227,94,72,631,22,652
POA2776,45,438,634,233,121,1465,13,1483
POA2777,308,2030,2650,946,589,6526,46,6578
POA2778,36,292,395,136,82,937,7,949
POA2779,80,690,709,260,136,1882,12,1896
POA2780,711,2901,1693,432,204,5941,93,6040
POA2782,115,1065,993,267,118,2556,24,2576
POA2783,65,450,356,131,66,1073,8,1083
POA2784,21,184,178,83,33,498,0,499
POA2785,167,1027,702,175,71,2147,26,2168
POA2786,27,238,189,46,28,534,6,541
POA2787,62,542,661,261,166,1697,33,1731
POA2790,590,2313,1958,747,514,6118,135,6254
POA2791,0,46,46,22,12,130,4,131
POA2792,4,41,63,25,26,156,0,156
POA2793,7,121,186,55,48,420,3,420
POA2794,289,1557,1444,555,282,4135,90,4226
POA2795,927,5452,6051,2313,1455,16196,225,16417
POA2797,5,31,66,35,18,157,7,159
POA2798,9,143,320,151,100,731,10,734
POA2799,60,528,579,260,138,1569,22,1591
POA2800,995,6003,6863,2340,1277,17475,287,17761
POA2803,0,26,49,23,18,115,4,118
POA2804,35,342,405,168,106,1052,15,1074
POA2805,9,47,58,28,22,161,4,164
POA2806,0,86,141,53,30,310,4,315
POA2807,4,57,72,30,25,180,10,193
POA2808,5,27,34,14,5,89,3,91
POA2809,3,17,29,15,11,79,5,84
POA2810,82,442,443,206,128,1297,18,1320
POA2817,0,28,55,23,17,128,3,136
POA2818,0,75,122,45,50,299,0,300
POA2820,181,946,792,292,178,2384,60,2441
POA2821,86,558,587,232,171,1634,30,1664
POA2822,4,29,54,29,25,140,3,147
POA2823,30,159,146,71,65,472,7,473
POA2824,54,266,264,112,61,759,27,782
POA2825,48,272,273,131,79,809,38,849
POA2826,0,17,18,13,13,65,0,65
POA2827,92,444,490,218,95,1334,43,1372
POA2828,17,91,88,49,37,281,13,291
