POA_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA2113,11,13,11,9,11,8,0,60,0,0,0,6,0,3,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,18,15,8,17,8,6,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,18,19,8,17,8,6,83,0,8,0,0,0,3,3,18,0,0,0,0,0,0,0,0,8,19,18,12,15,11,10,101,24,58,41,17,27,22,12,202,13,29,12,13,18,13,6,101,4,7,3,0,7,3,4,26,0,3,0,0,0,0,0,5,45,89,61,32,55,35,20,331,0,0,4,0,5,0,0,15,0,3,3,0,0,3,0,12,0,4,5,3,5,3,6,27,48,92,66,37,60,38,22,354,26,27,18,17,23,15,9,142,0,0,0,0,4,0,0,3,70,119,83,48,85,53,37,501,30,70,47,23,41,28,15,258
POA2114,3,13,7,6,10,7,7,52,8,0,0,3,4,0,0,18,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,15,10,11,19,11,12,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,10,11,19,11,12,77,0,11,3,0,3,6,3,26,0,0,0,0,0,0,0,0,9,21,16,13,17,14,11,103,23,38,23,22,27,22,13,160,21,46,31,14,15,11,8,140,7,4,0,5,3,6,8,33,0,0,0,0,0,0,0,0,47,85,53,36,43,36,23,334,0,4,0,0,0,0,0,9,0,5,6,0,0,3,0,14,0,6,0,0,5,5,0,26,50,97,59,36,49,44,27,361,29,35,23,11,20,19,9,146,0,0,0,0,0,0,0,3,75,136,78,48,70,61,36,510,25,53,27,22,39,25,16,218
POA2115,5,16,3,4,8,8,0,43,6,0,0,4,9,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,5,22,9,8,19,8,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,9,8,19,8,9,66,0,0,5,0,5,4,4,12,0,0,0,0,0,0,0,0,6,21,12,9,16,10,7,85,9,24,15,13,16,14,9,94,6,21,10,14,15,11,5,79,4,3,0,6,6,0,3,21,0,0,0,0,0,0,0,0,24,44,28,27,33,19,13,194,0,3,0,0,0,0,0,12,0,0,0,0,3,0,3,13,0,3,3,4,8,0,3,19,25,51,31,28,43,21,18,212,31,41,20,25,26,11,6,156,4,0,0,0,0,0,0,5,55,91,47,52,66,39,25,371,15,39,15,15,23,19,10,136
POA2116,0,4,3,0,7,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,5,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,7,0,15,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,9,3,3,13,6,0,28,9,11,14,9,16,9,13,80,10,11,5,5,6,9,3,49,0,5,0,3,3,0,0,18,0,0,0,0,0,0,0,0,24,25,22,20,24,17,17,145,0,0,0,0,0,0,0,4,0,0,3,3,0,5,0,13,0,3,9,3,0,0,0,14,25,28,28,22,24,15,17,160,18,30,9,14,10,9,8,94,0,0,0,3,0,0,0,6,47,61,39,36,36,25,28,260,9,19,16,7,22,10,13,95
POA2117,7,3,9,12,14,7,10,54,0,5,0,5,0,3,0,15,0,6,3,3,3,0,0,17,0,0,0,0,0,0,0,3,10,20,14,17,17,14,9,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,14,17,17,21,9,92,5,13,3,3,8,5,0,37,0,0,0,0,0,0,0,4,11,33,17,19,26,24,9,136,14,37,32,26,47,25,26,206,19,46,23,22,22,9,7,145,8,12,4,3,3,3,7,44,0,0,0,0,0,0,0,4,38,96,58,56,68,44,39,400,3,4,0,0,3,0,0,9,0,0,0,0,0,0,0,9,3,6,5,4,3,3,0,24,43,100,64,57,77,50,39,422,49,64,42,23,40,25,11,257,0,3,0,0,0,0,0,9,89,171,110,77,113,70,47,684,20,41,36,38,58,40,32,263
POA2118,8,11,9,7,9,5,4,56,6,4,3,0,4,5,4,24,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,12,23,14,10,15,6,7,90,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,3,0,0,0,4,0,0,11,16,23,20,10,16,7,9,100,8,7,4,0,6,3,4,35,0,0,0,0,0,0,0,0,22,32,23,15,24,13,15,134,16,59,38,27,56,34,28,254,15,58,35,28,34,20,18,205,5,6,3,3,10,4,5,39,0,0,3,0,0,0,0,5,37,131,72,56,95,59,51,504,0,6,3,3,0,0,0,12,0,3,0,4,0,0,0,14,0,12,5,8,0,0,0,26,39,137,77,65,100,62,52,530,46,83,34,33,35,37,27,294,0,0,0,0,0,0,0,4,88,222,111,96,138,99,81,827,25,75,46,33,64,33,31,310
POA2119,0,6,4,6,0,4,0,17,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,6,0,3,4,27,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,6,5,6,0,3,4,29,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,8,6,11,6,3,3,5,38,7,8,23,14,27,11,5,97,3,17,7,0,18,8,0,63,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,24,31,16,49,23,17,165,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,10,26,28,16,52,27,17,171,5,20,17,6,14,12,5,76,0,4,0,0,0,0,0,7,15,49,43,27,67,33,22,253,7,18,19,19,27,15,9,117
POA2120,0,10,12,9,11,4,0,48,5,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,14,10,12,4,5,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,15,14,12,14,4,10,65,0,5,6,0,3,5,0,15,0,0,0,0,0,0,0,0,5,15,16,12,17,7,6,85,16,31,44,39,54,37,25,256,12,36,41,17,20,21,8,157,0,6,3,3,0,4,4,20,6,0,0,0,0,0,0,6,35,74,90,59,73,62,40,436,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,76,91,60,79,62,34,438,17,18,16,10,16,9,4,91,0,0,0,0,0,0,0,0,49,94,109,76,94,75,41,533,16,43,59,48,65,44,27,305
POA2121,3,13,13,8,11,10,9,69,0,5,5,0,0,0,4,19,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,11,22,11,11,18,12,92,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,22,12,17,18,11,104,0,10,0,11,3,10,0,32,0,0,0,0,0,0,0,0,8,26,22,19,19,19,17,131,23,49,48,37,44,46,32,280,21,54,40,29,41,31,18,241,3,9,7,6,7,9,3,44,0,0,0,0,0,0,0,3,48,114,100,74,95,85,47,563,0,7,4,0,7,0,0,18,4,3,0,0,0,4,0,14,3,9,0,0,7,4,0,29,54,123,104,76,98,86,47,596,28,52,49,36,46,30,23,278,3,4,0,0,0,0,0,8,86,182,154,113,146,122,72,875,22,63,68,42,54,55,42,341
POA2122,5,14,10,14,12,13,4,74,3,5,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,13,11,23,16,7,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,17,13,11,22,16,5,95,3,9,7,4,7,4,7,39,0,0,0,0,0,0,0,0,13,21,17,12,31,24,14,136,22,39,36,22,44,31,16,212,24,55,30,28,29,26,10,191,7,9,10,0,5,7,8,42,0,3,0,0,0,0,0,4,53,102,70,54,79,58,34,448,3,3,0,6,0,3,0,12,0,7,4,3,6,5,0,16,4,11,4,5,6,8,3,29,57,113,73,57,82,62,33,472,38,66,28,31,44,29,19,258,0,0,0,0,0,0,0,4,95,180,106,86,122,94,57,739,30,54,41,34,59,41,23,282
POA2125,0,5,3,4,4,4,8,30,0,0,4,0,3,5,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,8,10,8,8,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,8,8,8,45,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,11,8,6,8,8,50,3,20,17,14,23,14,11,100,4,12,15,15,17,13,3,78,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,15,35,37,32,39,28,21,199,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,11,34,36,32,42,28,21,207,9,17,12,5,10,6,10,74,0,0,0,0,0,0,0,0,23,51,51,39,53,41,34,285,4,25,22,13,24,25,17,132
POA2126,0,8,8,5,15,8,3,42,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,9,5,5,51,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,10,11,16,13,5,54,0,0,4,0,5,0,0,12,0,0,0,0,0,0,0,0,3,11,9,11,20,13,5,69,7,18,36,11,49,20,19,160,9,13,11,13,26,17,9,89,3,0,6,4,3,0,0,12,0,0,0,0,0,0,0,0,16,29,45,28,74,38,29,261,0,5,4,0,0,0,0,6,0,3,0,0,0,0,0,5,0,3,5,0,0,0,0,11,21,30,53,28,72,38,29,277,7,19,13,14,17,15,7,100,0,3,0,0,0,0,0,0,29,55,65,40,96,54,36,378,5,24,43,25,61,28,19,205
POA2127,5,6,7,3,0,5,0,28,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,9,7,3,4,3,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,13,9,7,3,7,3,51,5,10,10,5,4,5,4,34,0,0,0,0,0,0,0,0,6,27,21,9,5,11,4,80,29,17,21,14,16,14,9,119,14,26,13,12,11,9,4,85,5,5,5,8,5,4,4,35,0,3,0,0,0,0,0,9,47,58,45,33,36,19,14,249,3,0,0,4,0,0,0,14,3,4,0,0,0,4,0,9,6,4,5,4,0,5,0,20,56,59,44,32,41,28,13,271,44,59,20,15,28,9,8,171,0,0,0,0,0,0,0,0,96,114,71,45,66,37,24,448,27,28,30,16,19,17,8,148
POA2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,4,4,0,3,0,20,4,9,3,0,5,0,3,19,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,16,9,4,4,5,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,4,4,5,4,46,0,5,9,3,0,6,5,25,0,0,0,0,0,0,0,0,9,18,18,6,3,12,7,74,0,5,4,4,0,3,0,20
POA2130,0,9,5,7,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,3,0,4,35,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,5,7,3,4,5,40,14,13,16,13,15,8,3,79,9,9,5,0,4,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,19,11,24,9,4,115,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,0,0,8,22,25,18,12,24,10,4,125,0,8,3,0,0,3,3,29,0,0,0,0,0,0,0,0,25,38,26,19,30,17,12,153,14,22,19,20,22,8,0,104
POA2131,8,8,8,7,9,9,11,46,0,5,6,0,0,5,0,12,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,12,15,9,7,10,11,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,9,7,10,11,65,4,0,3,3,6,4,0,25,0,0,0,0,0,0,0,0,8,12,21,15,17,20,13,99,13,37,33,18,32,26,8,177,20,28,26,22,24,7,15,141,4,4,4,0,3,3,3,22,4,5,0,0,3,0,0,14,42,70,68,38,61,36,32,347,0,0,0,0,0,4,4,5,4,0,0,0,0,0,0,6,4,0,3,0,0,4,4,15,46,70,68,38,61,41,34,359,17,31,19,15,28,24,9,149,0,0,0,0,0,0,0,6,63,103,84,61,92,66,44,518,18,43,41,26,42,32,17,222
POA2132,0,3,3,4,3,3,0,19,0,0,5,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,3,27,0,3,0,3,4,6,0,20,0,0,0,0,0,0,0,0,0,8,6,8,9,8,7,45,10,24,19,13,25,23,6,116,0,8,15,3,6,11,0,46,0,5,5,0,3,4,4,19,0,0,4,0,0,0,0,5,11,37,38,15,39,37,10,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,41,39,16,38,37,10,195,20,14,12,8,15,8,9,88,0,0,0,0,0,0,0,0,31,51,50,24,60,46,17,283,11,31,26,16,27,27,8,133
POA2133,0,3,8,3,4,3,3,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,12,10,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,8,3,11,10,3,38,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,9,11,15,10,5,51,4,18,15,19,18,14,8,99,4,15,8,11,10,9,0,61,0,3,3,5,7,7,0,27,0,0,0,0,0,0,0,0,15,45,26,34,37,29,12,190,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,12,0,7,0,0,3,0,0,10,15,44,26,37,39,29,12,200,21,32,18,14,15,10,6,121,0,0,0,0,0,0,0,0,38,74,45,46,54,37,23,323,11,21,24,25,24,16,14,124
POA2134,3,7,0,4,5,5,0,16,0,3,0,4,6,3,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,0,9,8,8,0,37,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,7,9,0,9,9,8,3,45,0,3,3,3,0,6,0,24,0,0,0,0,0,0,0,3,6,13,6,9,14,10,4,66,5,13,13,6,13,20,14,84,10,19,11,4,14,14,10,82,6,0,0,0,0,3,7,12,0,0,0,0,0,0,0,4,10,36,29,13,25,38,28,182,0,0,0,0,0,0,0,4,0,4,3,0,3,4,4,19,0,4,0,0,4,7,3,22,15,46,32,13,30,45,34,207,39,38,22,22,37,35,19,209,0,3,0,0,3,0,0,9,50,87,57,35,77,74,52,425,8,20,13,13,16,23,11,106
POA2135,4,0,4,3,8,5,3,34,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,3,12,11,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,14,11,8,47,6,7,4,3,0,4,5,22,0,0,0,0,0,0,0,0,8,6,9,7,15,19,6,66,6,26,20,12,15,19,6,108,14,21,16,12,12,16,11,97,0,3,6,3,5,0,5,20,0,0,0,0,0,0,0,4,20,49,41,22,31,33,27,229,0,4,0,0,0,0,0,13,0,0,6,0,3,6,0,18,0,6,6,7,5,4,0,27,18,54,50,30,39,35,24,257,19,33,17,21,32,19,8,158,0,0,5,0,0,0,0,5,39,88,67,47,76,58,37,419,9,26,24,12,25,27,15,137
POA2136,5,4,4,3,4,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,3,3,5,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,3,5,0,7,28,3,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,9,3,4,8,0,7,35,4,15,7,17,7,11,10,65,13,8,7,10,15,13,4,63,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,18,22,22,28,21,18,10,139,0,0,3,0,3,0,0,9,0,0,0,0,4,5,0,8,0,0,4,0,7,5,0,20,18,32,25,28,28,20,10,156,14,20,11,8,13,10,10,81,0,0,0,0,0,0,0,4,35,52,29,33,41,31,23,246,7,21,9,17,11,13,10,81
POA2137,8,14,14,14,17,3,3,69,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,13,14,20,11,7,89,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,14,13,14,20,11,8,93,0,6,3,3,8,3,3,29,0,0,0,0,0,0,0,0,14,24,22,15,27,16,14,116,23,51,59,33,58,38,15,269,18,41,28,21,24,20,8,161,3,4,0,5,9,0,8,26,0,8,0,0,0,0,0,15,49,105,91,62,87,59,27,473,6,4,6,3,3,0,0,21,0,3,0,0,0,0,3,8,7,7,6,6,3,4,3,32,51,107,99,66,88,61,33,506,30,50,23,28,29,16,13,191,0,0,0,0,0,0,0,4,85,161,120,93,115,80,41,695,33,64,71,46,71,41,20,346
POA2138,4,3,7,0,3,6,0,26,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,4,8,4,4,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,4,8,4,10,12,0,40,0,3,0,3,3,3,4,17,0,0,0,0,0,0,0,0,7,8,8,4,9,13,5,56,13,20,14,9,26,29,17,129,12,11,7,0,9,11,7,52,5,0,3,6,0,5,0,18,0,0,0,0,0,0,0,0,30,33,17,12,33,43,26,198,3,6,0,6,3,0,0,14,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,17,35,38,25,14,37,44,26,215,28,24,12,11,19,19,11,121,0,0,0,0,0,0,0,0,56,58,32,28,60,62,42,340,15,26,20,10,29,39,21,151
POA2140,4,8,0,4,0,0,4,29,0,3,0,0,0,0,0,9,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,5,9,3,5,6,7,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,5,6,7,12,36,0,4,0,6,3,0,0,13,0,0,0,0,0,0,0,0,4,16,7,6,5,8,9,55,10,19,29,9,20,11,11,107,8,19,23,5,28,22,9,113,0,7,7,0,0,4,6,29,0,0,0,0,0,0,3,4,21,49,56,18,52,40,26,258,0,4,0,0,5,0,3,16,0,6,3,6,0,0,0,23,0,9,7,9,8,0,0,37,21,55,65,27,53,42,32,294,19,30,17,17,27,20,15,143,0,0,0,0,0,0,0,3,46,82,84,44,77,62,52,440,16,30,31,15,20,15,11,136
POA2141,8,15,7,7,9,5,0,49,6,3,0,5,0,3,9,22,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,15,16,15,6,13,3,6,81,0,6,3,0,0,0,3,14,0,0,0,0,0,0,0,3,6,6,3,0,0,0,3,14,19,18,15,8,13,3,11,97,6,3,3,10,7,3,3,38,0,0,0,0,0,0,0,6,28,25,20,19,24,8,13,137,27,34,20,13,38,23,16,168,24,26,29,14,26,10,10,135,3,10,10,6,5,3,12,49,4,0,0,0,0,0,0,9,59,65,58,34,69,39,37,357,0,6,0,0,4,3,3,19,0,3,0,0,5,0,0,10,0,10,4,3,7,8,6,34,56,77,62,34,82,45,42,391,80,111,50,32,51,46,37,410,4,5,0,0,0,0,0,13,141,192,115,72,132,96,75,815,30,41,27,19,48,29,18,218
