POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA2144,3,0,55,10,347,69,0,420,0,433,5,119,102,0,219,0,221,0,0,0,0,0,0,0,21,466,173,0,637,0,656,0,0,0,0,0,0,0,70,469,174,0,646,0,712,21,0,0,0,0,0,22,4,240,39,0,283,0,285,0,85,101,0,191,0,191,0,0,0,0,0,0,0,6,327,143,0,469,0,476,0,0,0,0,0,0,0,27,333,141,0,474,0,506,11,6,0,0,6,0,16,0,127,30,0,157,0,157,0,58,83,0,143,0,143,0,0,0,0,0,0,0,0,181,110,0,298,0,298,0,0,0,0,0,0,0,16,190,110,0,298,0,315,353,74,3,0,78,0,429,122,3929,537,5,4469,4,4594,11,1038,886,0,1925,0,1940,0,0,5,4,15,0,15,135,4969,1425,9,6405,3,6547,0,13,9,3,18,30,52,492,5053,1434,10,6500,39,7030
POA2145,48,0,578,53,1063,41,0,1104,0,1157,0,78,62,0,141,0,142,0,0,0,0,0,0,0,56,1147,107,0,1252,0,1307,0,0,0,0,0,3,3,585,1194,107,0,1299,3,1888,248,29,0,0,30,0,272,36,681,38,0,715,0,746,0,60,42,0,105,0,103,0,0,0,0,0,0,0,38,740,79,0,820,0,852,0,0,0,0,0,0,0,280,765,79,0,847,0,1123,119,12,0,0,14,0,128,9,399,34,0,430,0,440,0,32,27,0,60,0,60,0,0,0,0,0,0,0,9,431,63,0,491,0,504,0,0,0,0,0,0,0,130,442,61,0,501,0,630,4026,468,10,3,476,3,4514,639,12326,359,6,12690,4,13335,18,631,343,0,970,3,994,0,9,0,0,7,0,7,655,12963,695,10,13669,10,14337,11,27,3,0,25,18,54,4694,13456,707,17,14179,32,18905
POA2146,7,0,163,4,238,10,0,246,0,248,0,17,11,0,26,0,26,0,3,0,0,3,0,3,4,254,20,0,275,0,282,0,0,0,0,0,0,0,159,260,20,0,284,0,444,81,6,0,0,6,0,95,11,155,3,0,161,0,171,0,17,10,0,25,0,25,0,3,0,0,3,0,3,11,171,15,0,191,0,199,0,0,0,0,0,0,0,90,179,15,0,194,0,291,36,0,0,0,0,0,39,3,66,0,0,76,0,76,0,12,9,0,21,0,24,0,0,0,0,0,0,0,0,78,12,0,91,0,100,0,0,0,0,0,0,0,40,85,12,0,94,0,135,1219,89,0,0,89,0,1308,122,2394,78,0,2468,6,2596,6,118,68,0,190,0,196,0,4,0,0,4,0,4,128,2519,147,0,2664,6,2799,0,7,0,0,6,3,11,1350,2612,147,0,2764,8,4119
POA2147,17,0,473,30,289,19,0,304,0,335,0,28,10,0,37,0,38,0,0,0,0,0,0,0,33,315,28,0,343,0,377,0,0,0,0,0,0,0,484,330,30,0,358,0,849,192,9,0,0,9,0,204,20,235,11,0,242,0,259,0,16,11,0,25,0,25,0,0,0,0,0,0,0,20,246,19,0,266,0,284,0,0,0,0,0,0,0,211,254,19,0,275,0,488,95,5,0,0,5,0,99,5,118,3,0,120,0,129,0,11,6,0,23,0,22,0,0,0,0,0,0,0,11,134,14,0,143,0,150,0,0,0,0,0,0,0,104,135,14,0,144,0,247,3441,205,13,0,217,12,3674,312,2828,122,0,2945,0,3259,4,169,98,0,272,0,277,0,0,0,0,0,0,0,319,2996,222,0,3220,0,3539,4,5,0,0,9,4,13,3764,3210,236,0,3443,10,7221
POA2148,27,0,447,56,617,46,0,664,0,716,5,62,60,0,117,0,120,0,0,0,0,0,0,0,61,675,107,0,779,0,843,0,0,0,0,0,0,0,473,707,107,0,812,0,1288,197,10,0,0,10,0,206,15,425,22,0,449,0,466,0,59,47,0,107,0,107,0,0,0,0,0,0,0,15,481,74,0,555,0,576,0,0,0,0,0,0,0,215,494,74,0,568,0,787,89,6,0,0,6,0,99,9,251,13,0,266,0,273,0,30,29,0,63,0,63,0,0,0,0,0,0,0,9,276,52,0,327,0,337,0,0,0,0,0,0,0,102,285,52,0,333,0,430,3458,313,0,0,311,4,3777,468,6948,377,3,7329,0,7796,19,589,357,0,944,0,964,0,0,0,0,3,0,3,482,7537,740,3,8278,0,8767,4,8,0,0,8,9,27,3942,7858,737,3,8601,15,12563
POA2150,10,0,42,0,181,7,0,189,0,195,0,28,7,0,36,0,36,0,0,0,0,0,0,0,0,208,20,0,233,0,231,0,0,0,0,0,0,0,30,220,20,0,236,0,271,24,0,0,0,0,0,24,3,106,9,0,109,0,112,3,17,11,0,31,0,35,0,0,0,0,0,0,0,5,123,16,0,140,0,146,0,0,0,0,0,0,0,29,123,16,0,140,0,175,8,0,0,0,0,0,11,3,52,9,0,63,0,68,0,13,7,0,25,0,25,0,0,0,0,0,0,0,3,67,16,0,81,0,89,0,0,0,0,0,0,0,14,66,16,0,86,0,100,467,87,4,0,89,0,562,168,4050,96,0,4144,5,4314,9,280,119,0,397,0,404,0,0,0,0,0,0,0,176,4330,212,0,4543,5,4729,8,12,0,0,12,4,17,650,4429,217,0,4648,3,5300
POA2151,9,0,202,26,206,14,0,220,0,244,0,13,19,0,35,0,29,0,0,0,0,0,0,0,26,222,36,0,252,0,279,0,0,0,0,0,0,0,219,228,36,0,258,0,480,87,7,0,0,7,0,93,10,95,13,0,114,0,121,0,14,14,0,31,0,31,0,0,0,0,0,0,0,10,116,26,0,144,0,149,0,0,0,0,0,0,0,94,117,26,0,142,0,237,50,0,0,0,0,0,48,7,69,8,0,78,0,79,0,9,10,0,25,0,25,0,0,0,0,0,0,0,7,84,16,0,100,0,105,0,0,0,0,0,0,0,54,84,16,0,97,0,154,1440,74,0,0,77,0,1518,231,1898,116,0,2014,0,2244,7,141,104,0,243,0,249,0,4,0,0,4,0,5,238,2038,217,0,2260,0,2500,0,9,0,0,9,4,10,1680,2118,225,0,2342,5,4026
POA2152,7,0,143,4,79,5,0,82,0,88,0,5,11,0,15,0,16,0,0,0,0,0,0,0,9,87,15,0,99,0,109,0,0,0,0,0,0,0,147,93,15,0,105,0,245,79,5,0,0,5,0,88,5,53,0,0,53,0,57,0,5,3,0,7,0,7,0,0,0,0,0,0,0,5,57,6,0,62,0,69,0,0,0,0,0,0,0,83,64,6,0,68,0,152,43,0,0,0,0,0,45,5,23,0,0,25,0,35,0,6,7,0,5,0,5,0,0,0,0,0,0,0,5,31,9,0,30,0,41,0,0,0,0,0,0,0,42,32,9,0,35,0,79,1133,58,0,0,58,0,1196,117,849,31,0,878,0,997,4,38,39,0,77,0,80,0,0,0,0,0,0,0,123,883,70,0,954,0,1078,0,0,0,0,0,0,0,1256,949,70,0,1016,3,2272
POA2153,56,0,984,72,641,27,0,672,0,745,5,39,26,0,61,0,68,0,0,0,0,0,0,0,73,684,50,0,734,0,810,0,0,0,0,0,0,0,1003,738,50,0,791,0,1794,497,30,0,0,30,0,520,40,443,31,0,474,0,513,0,29,13,0,45,0,46,0,0,0,0,0,0,0,42,470,45,0,516,0,557,0,0,0,0,0,0,0,534,500,45,0,544,0,1078,242,5,0,0,4,0,248,14,267,16,0,281,0,299,0,29,27,0,50,0,50,0,0,0,0,0,0,0,14,296,37,0,332,0,349,0,0,0,0,0,0,0,253,300,37,0,340,0,592,6311,422,0,0,422,6,6742,665,6654,241,3,6901,4,7571,16,344,180,0,518,0,531,5,4,0,0,3,0,6,683,7001,422,4,7426,4,8116,3,8,0,0,8,5,16,6995,7430,422,8,7858,10,14866
POA2154,22,0,722,61,489,21,0,507,0,569,0,39,26,0,59,0,59,0,0,0,0,0,0,0,60,526,40,0,565,0,627,0,0,0,0,0,0,0,757,553,40,0,592,0,1344,414,15,0,0,15,0,424,31,326,16,0,342,0,374,0,25,19,0,45,0,49,0,0,0,0,0,0,0,31,355,33,0,389,0,420,0,0,0,0,0,0,0,442,366,33,0,403,0,844,216,6,0,0,6,0,223,16,216,7,0,224,0,237,0,24,5,0,30,0,30,0,0,0,0,0,0,0,16,237,19,0,252,0,271,0,0,0,0,0,0,0,232,245,19,0,255,0,487,3869,197,0,0,197,0,4066,465,4210,166,0,4378,0,4846,8,307,126,0,437,0,440,3,0,0,0,0,0,8,475,4520,289,4,4812,5,5293,3,7,0,4,6,0,13,4344,4731,289,6,5020,6,9376
POA2155,53,0,1655,72,971,19,0,990,0,1060,0,52,17,0,65,0,65,0,0,0,0,0,0,0,72,1017,37,0,1050,0,1123,0,0,0,0,0,0,0,1681,1070,37,0,1103,0,2776,791,20,0,0,20,0,813,43,737,11,0,748,0,791,4,41,19,0,57,0,57,0,0,3,0,4,0,4,48,777,35,0,810,0,857,0,0,0,0,0,0,0,835,798,35,0,836,0,1672,289,7,0,0,7,0,296,27,430,14,0,445,0,478,0,27,14,0,36,0,38,0,0,0,0,0,0,0,27,455,28,0,484,0,516,0,0,0,0,0,0,0,315,472,28,0,496,0,815,9873,424,12,0,434,9,10313,733,9228,204,4,9435,5,10167,6,368,174,0,544,0,550,0,8,5,0,12,0,12,735,9598,384,5,9987,7,10727,9,18,0,0,23,10,36,10613,10035,393,5,10443,23,21081
POA2156,17,0,447,14,60,5,0,67,0,77,0,0,3,0,3,0,3,0,0,0,0,0,0,0,14,60,7,0,68,0,85,0,0,0,0,0,0,0,440,84,7,0,86,0,526,231,6,0,0,6,0,238,11,56,0,0,58,0,66,0,0,5,0,3,0,3,0,0,0,0,0,0,0,11,57,6,0,59,0,66,0,0,0,0,0,0,0,243,63,6,0,66,0,307,119,3,0,0,3,0,125,3,31,0,0,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,31,0,34,0,0,0,0,0,0,0,128,34,0,0,34,0,158,2369,80,0,0,80,6,2452,99,437,14,0,447,3,550,0,14,10,0,21,0,22,0,0,0,4,4,0,4,102,449,20,4,475,3,577,0,0,0,0,0,3,4,2472,534,20,4,551,11,3033
POA2157,3,0,100,0,19,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,20,0,26,0,0,0,0,0,0,0,100,23,0,0,26,0,126,46,6,0,0,6,0,53,3,18,0,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,23,0,26,0,0,0,0,0,0,0,45,29,0,0,25,0,76,26,0,0,0,0,0,26,0,13,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,15,0,0,0,0,0,0,0,26,15,0,0,17,0,45,690,33,0,0,33,0,721,35,144,21,0,165,0,201,0,10,0,0,11,0,10,0,0,0,0,0,0,0,39,152,23,0,172,0,212,0,0,0,0,0,4,4,725,188,23,0,202,4,935
POA2158,4,0,181,11,103,5,0,104,0,118,0,0,0,0,5,0,5,0,0,0,0,0,0,0,11,105,5,0,105,0,120,0,0,0,0,0,0,0,187,104,5,0,114,0,298,108,0,0,0,0,0,111,7,57,3,0,57,0,67,0,6,0,0,10,0,10,0,0,0,0,0,0,0,7,62,5,0,71,0,78,0,0,0,0,0,0,0,110,66,5,0,72,0,189,79,0,0,0,0,0,79,3,36,0,0,36,0,41,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,40,0,0,44,0,49,0,0,0,0,0,0,0,83,40,0,0,44,0,122,1124,53,0,0,53,0,1183,102,632,23,0,658,0,765,0,21,12,0,34,0,34,0,0,0,0,0,0,0,102,654,41,0,691,0,800,0,0,0,0,0,0,0,1230,712,41,0,749,0,1979
POA2159,3,0,163,5,15,0,0,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,20,0,0,0,0,0,0,0,165,16,0,0,19,0,180,81,6,0,0,6,0,88,8,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,14,0,0,0,0,0,0,0,92,10,0,0,10,0,102,22,3,0,0,3,0,31,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,22,10,0,0,10,0,33,873,40,0,0,40,0,911,38,95,3,0,102,0,136,0,5,0,0,5,0,5,0,0,0,0,0,0,0,38,99,3,0,102,0,137,0,0,0,0,0,0,0,913,131,4,0,139,0,1052
POA2160,24,0,135,30,420,67,0,490,0,522,0,85,95,0,184,0,184,0,0,0,0,0,0,0,30,503,164,0,674,0,707,0,0,0,0,0,0,0,148,526,165,0,693,0,845,60,10,0,0,10,0,76,15,249,39,0,291,0,310,0,46,75,0,120,0,120,0,0,0,0,0,0,0,15,296,115,0,414,0,428,0,0,0,0,0,0,0,80,307,115,0,424,0,505,25,6,0,0,6,0,28,9,139,35,0,175,0,188,0,32,57,0,88,0,86,0,0,0,0,0,0,0,10,171,85,0,256,0,275,0,0,0,0,0,0,0,37,172,85,0,263,0,300,1041,271,7,0,282,0,1320,248,4164,523,3,4696,13,4950,11,794,646,5,1447,0,1449,0,6,4,0,9,0,9,256,4957,1177,8,6147,13,6412,0,13,3,6,19,17,37,1296,5242,1191,11,6440,31,7772
POA2161,26,0,137,21,403,95,0,494,0,512,0,98,94,0,193,0,196,0,0,0,0,0,0,0,17,501,192,0,695,0,715,0,0,0,0,0,0,0,129,525,195,0,717,0,848,39,10,0,0,11,0,50,11,248,40,0,292,0,295,0,43,77,0,123,0,123,0,0,0,0,0,0,0,11,292,115,0,408,0,417,0,0,0,0,0,0,0,49,307,115,0,425,0,470,19,5,0,0,5,0,26,5,124,14,0,142,0,140,0,38,46,0,88,0,88,0,0,0,0,0,0,0,5,163,68,0,231,0,234,0,0,0,0,0,0,0,20,168,68,0,235,0,256,832,283,19,0,297,0,1133,211,3901,774,9,4681,17,4902,9,760,553,0,1312,0,1321,0,8,0,9,13,0,13,219,4661,1323,10,6002,17,6228,4,4,6,3,13,24,38,1054,4950,1350,18,6311,36,7406
POA2162,23,0,88,16,286,67,0,351,0,365,0,71,68,0,142,0,144,0,0,0,0,0,0,0,16,358,137,5,497,0,509,0,0,0,0,0,0,0,81,378,138,5,515,0,598,27,7,0,0,7,0,33,4,172,28,0,198,0,207,0,53,46,3,104,0,100,0,0,0,0,0,0,0,4,225,77,4,301,3,310,0,0,0,0,0,0,0,31,229,77,4,309,3,345,16,0,0,0,3,0,20,0,73,18,0,94,0,98,0,35,30,0,63,0,63,0,0,0,0,0,0,0,0,110,53,0,159,0,163,0,0,0,0,0,0,0,14,108,54,0,165,0,183,491,105,12,0,116,3,611,140,2315,399,4,2727,9,2869,3,427,408,7,843,4,852,0,5,0,5,5,0,5,147,2749,808,15,3576,11,3731,3,14,0,0,14,9,27,639,2871,814,15,3696,26,4367
POA2163,5,0,20,3,96,27,0,125,0,132,0,29,39,0,72,0,70,0,0,5,0,5,0,5,11,119,75,0,195,0,204,0,0,0,0,0,0,0,22,123,73,0,200,0,227,8,3,0,0,3,0,10,6,62,11,0,70,0,73,0,24,28,0,53,0,53,0,0,0,0,0,0,0,6,86,40,0,128,0,131,0,0,0,0,0,0,0,14,88,40,0,126,0,140,3,0,0,0,0,0,3,3,30,12,0,40,0,40,0,13,28,0,40,0,40,0,0,0,0,0,0,0,3,39,31,0,76,0,74,0,0,0,0,0,0,0,7,39,31,0,76,0,82,132,45,4,0,49,0,182,81,917,169,7,1094,0,1173,4,259,239,0,500,3,505,0,0,3,0,3,0,3,82,1177,412,7,1596,3,1685,0,3,0,0,3,6,10,211,1230,420,7,1649,8,1874
POA2164,17,0,107,14,212,32,0,244,0,253,0,46,118,0,166,0,166,0,0,0,0,0,0,0,15,254,153,0,409,0,422,0,0,0,0,0,0,0,107,267,153,0,424,0,529,49,3,0,0,3,0,51,9,139,26,0,166,0,176,0,31,78,0,110,0,110,0,0,0,0,0,0,0,9,171,105,0,277,0,288,0,0,0,0,0,0,0,62,171,105,0,280,0,341,24,0,0,0,0,0,24,5,78,18,0,95,0,98,0,27,42,0,67,0,67,0,0,0,0,0,0,0,5,102,62,0,162,0,171,0,0,0,0,0,0,0,23,102,62,0,162,0,192,741,131,0,0,131,0,875,165,1851,286,0,2144,0,2309,11,376,747,0,1119,0,1132,0,0,4,0,8,0,8,172,2229,1039,4,3271,0,3442,0,9,7,0,16,0,11,917,2368,1044,4,3417,0,4337
POA2165,10,0,111,21,445,130,0,579,0,601,5,139,357,0,493,0,495,0,0,0,0,0,0,0,25,582,490,0,1072,0,1096,0,0,0,0,0,0,0,118,597,490,0,1088,0,1209,34,8,0,0,8,0,45,7,281,79,0,362,0,371,0,113,232,0,348,0,348,0,0,0,0,0,0,0,7,397,317,0,709,0,715,0,0,0,0,0,0,0,42,401,317,0,717,0,762,19,0,0,0,0,0,19,3,146,50,0,195,0,201,0,64,170,0,236,0,236,0,0,0,0,0,0,0,3,211,219,0,426,0,433,0,0,0,0,0,0,0,24,211,219,0,426,0,455,673,134,4,0,147,0,814,198,3338,920,4,4266,3,4465,18,993,2286,4,3291,8,3312,0,3,0,7,15,0,11,214,4341,3206,22,7565,15,7795,0,9,0,0,11,14,23,890,4483,3218,22,7718,23,8635
POA2166,14,0,75,20,369,91,0,460,0,484,8,217,346,0,565,0,568,0,3,0,0,4,0,4,25,589,435,0,1032,0,1056,0,0,0,0,0,0,0,85,612,435,0,1048,0,1132,24,3,0,0,7,0,30,13,265,84,0,348,0,362,0,180,264,0,445,0,446,0,0,0,0,0,0,0,15,449,342,0,793,0,807,0,0,0,0,0,0,0,34,452,350,0,797,0,836,9,3,0,0,0,0,17,5,144,32,0,179,0,177,4,96,189,0,287,0,290,0,0,0,0,0,0,0,12,235,227,0,461,0,473,0,0,0,0,0,0,0,22,237,228,0,465,0,486,496,133,8,0,147,0,641,312,2992,674,0,3665,3,3980,32,1523,2015,6,3546,3,3575,0,8,5,6,17,0,17,345,4522,2692,9,7218,12,7575,0,3,4,0,4,16,27,837,4659,2707,9,7369,26,8238
POA2167,5,0,62,11,139,9,0,146,0,162,0,15,8,3,26,0,26,0,0,0,0,0,0,0,11,150,14,3,170,0,186,0,0,0,0,0,0,0,71,154,13,3,174,0,244,17,4,0,0,4,0,19,8,99,9,0,109,0,116,0,10,0,0,12,0,12,0,0,0,0,0,0,0,8,117,13,0,122,0,128,0,0,0,0,0,0,0,23,117,13,0,125,0,150,17,0,0,0,0,0,17,0,65,0,0,67,0,71,0,4,0,0,7,0,7,0,0,0,0,0,0,0,0,73,4,0,72,0,78,0,0,0,0,0,0,0,16,70,4,0,74,0,93,413,65,4,3,72,0,483,121,1490,38,0,1531,5,1655,5,98,27,4,129,0,136,0,0,0,0,0,0,0,122,1594,66,4,1658,5,1789,0,3,0,0,3,0,3,536,1663,68,10,1743,5,2282
POA2168,31,0,229,43,561,89,4,654,0,693,0,124,143,0,271,0,272,0,0,0,5,3,0,3,46,684,232,4,923,0,971,0,0,0,0,0,0,0,243,714,237,4,959,0,1202,79,12,0,0,12,0,89,19,344,60,0,401,0,415,0,89,105,0,193,0,196,0,0,0,0,0,0,0,21,436,161,0,598,0,616,0,0,0,0,0,0,0,93,446,161,0,611,0,700,47,9,0,0,9,0,46,16,182,29,0,217,0,233,0,58,80,0,137,0,140,0,0,0,0,0,0,0,18,243,112,0,352,0,373,0,0,0,0,0,0,0,61,249,112,0,358,0,419,1325,224,21,0,244,0,1567,322,4346,695,17,5051,3,5374,27,878,946,0,1832,0,1859,0,4,7,7,19,0,19,348,5225,1644,24,6895,8,7250,4,6,3,0,9,9,28,1674,5457,1667,31,7152,12,8841
POA2170,86,0,779,110,1358,158,3,1518,0,1623,4,190,241,0,434,0,435,0,0,0,0,3,0,3,115,1539,404,5,1950,0,2061,0,0,0,0,0,0,0,801,1628,408,7,2035,0,2842,317,30,0,0,31,0,344,44,849,86,5,936,0,983,6,116,184,0,304,0,308,0,0,0,0,0,0,0,48,967,271,0,1248,0,1293,0,0,0,0,0,0,0,355,995,271,3,1276,3,1637,146,8,0,0,10,0,151,20,467,80,0,544,0,563,0,66,146,0,216,0,216,0,0,0,0,0,0,0,20,534,225,0,762,0,783,0,0,0,0,0,0,0,166,542,226,0,769,0,932,5250,816,35,3,853,8,6107,927,11746,1096,35,12872,13,13813,46,1486,1786,8,3277,0,3319,0,15,6,5,23,0,23,976,13246,2884,44,16172,13,17160,17,14,4,0,24,33,71,6240,14075,2926,48,17050,52,23335
POA2171,60,0,471,71,709,52,0,760,0,831,0,69,66,0,134,0,137,0,0,0,0,0,0,0,72,780,119,0,892,0,968,0,0,0,0,0,0,0,481,835,122,0,952,0,1433,189,14,3,0,18,0,210,35,496,24,0,524,0,562,0,42,52,0,90,0,96,0,0,0,0,0,0,0,39,543,76,0,618,0,652,0,0,0,0,0,0,0,226,559,75,0,632,0,865,95,11,0,0,11,0,103,14,271,12,0,285,0,299,0,42,30,0,73,0,74,0,0,0,0,0,0,0,14,318,43,0,359,0,376,0,0,0,0,0,0,0,108,325,43,0,368,0,479,2957,432,16,0,448,4,3406,592,5291,263,0,5560,6,6153,10,419,350,0,764,4,775,0,3,0,0,3,0,4,604,5711,614,0,6323,9,6936,4,11,7,0,15,9,31,3559,6155,635,0,6791,22,10367
