POA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA2000,0,50,0,50,..,2167,1137,3307,14,3316,..,66,0,66,0,66,..,434,32,469,0,469,..,485,72,556,12,569,..,13501,3270,16778,84,16861,..,194,88,280,2048,2331,8750,13698,3358,17056,2132,27936
POA2007,0,34,0,34,..,340,167,507,0,508,..,42,5,47,0,47,..,106,13,123,0,122,..,148,19,164,11,170,..,3451,815,4267,29,4296,..,25,10,41,517,559,2560,3479,828,4304,550,7410
POA2008,0,23,0,23,..,182,57,241,0,240,..,29,0,28,0,28,..,150,19,171,7,178,..,200,15,216,5,217,..,4430,443,4866,14,4884,..,31,12,43,772,817,4700,4462,453,4918,788,10400
POA2009,0,37,5,42,..,242,81,326,3,325,..,40,6,46,0,46,..,164,20,185,0,185,..,249,30,279,8,285,..,4337,663,4996,51,5051,..,46,11,53,897,954,6657,4382,672,5059,944,12658
POA2010,0,42,0,41,..,419,210,630,0,631,..,61,4,63,0,64,..,204,30,234,0,235,..,517,46,561,10,570,..,5342,876,6219,36,6252,..,96,11,107,1893,2003,18191,5438,888,6326,1930,26443
POA2011,0,15,0,15,..,85,33,116,0,116,..,38,15,52,0,52,..,81,27,107,0,107,..,300,16,315,5,318,..,3022,264,3288,19,3308,..,59,6,70,1681,1748,13130,3085,269,3355,1700,18187
POA2015,0,26,0,26,..,71,6,80,0,84,..,22,0,25,0,25,..,102,28,126,0,130,..,211,22,235,7,242,..,2277,219,2492,30,2523,..,37,5,47,523,566,8338,2316,221,2536,551,11422
POA2016,0,22,0,22,..,93,52,146,0,146,..,40,9,47,3,53,..,82,20,102,0,102,..,292,27,317,5,322,..,2777,677,3456,32,3493,..,52,12,64,1016,1075,8502,2833,689,3520,1051,13072
POA2017,0,45,0,45,..,166,35,201,0,200,..,73,13,87,0,87,..,235,84,322,6,323,..,715,151,865,17,879,..,10770,1864,12638,111,12749,..,116,28,144,1915,2060,14194,10887,1894,12783,2028,29003
POA2018,0,26,4,34,..,89,32,116,3,119,..,284,103,388,6,393,..,110,23,136,0,136,..,569,107,673,24,695,..,8008,1424,9430,97,9534,..,116,25,141,1015,1156,9185,8122,1453,9578,1113,19878
POA2019,0,16,0,16,..,22,4,25,0,25,..,35,4,47,0,47,..,59,3,59,0,59,..,332,31,364,8,371,..,3006,377,3384,31,3411,..,53,3,55,747,803,9250,3059,383,3441,777,13467
POA2020,4,112,0,114,..,282,71,356,9,361,..,185,28,218,0,220,..,290,27,320,4,324,..,732,277,1002,26,1031,..,10516,1497,12011,102,12113,..,165,64,226,1076,1297,8186,10676,1559,12235,1175,21591
POA2021,0,7,0,14,..,57,14,72,0,72,..,6,0,6,0,6,..,41,4,43,0,43,..,213,20,230,3,239,..,1803,130,1928,22,1948,..,31,0,32,676,709,12284,1831,131,1960,703,14946
POA2022,0,8,0,8,..,30,10,40,0,40,..,20,5,18,0,18,..,45,7,51,0,51,..,386,23,411,3,419,..,3123,313,3439,25,3463,..,45,5,55,817,867,9177,3167,320,3488,840,13509
POA2023,0,0,0,0,..,14,0,14,0,14,..,6,6,4,0,4,..,24,0,20,0,20,..,293,17,304,4,314,..,1648,145,1795,18,1806,..,47,0,49,385,432,8346,1694,143,1844,402,10590
POA2024,0,0,0,0,..,21,0,21,0,21,..,7,0,10,0,10,..,17,0,18,0,18,..,213,7,221,5,220,..,1539,125,1662,9,1679,..,38,0,37,672,712,8987,1583,124,1706,686,11380
POA2025,0,11,0,11,..,15,0,15,0,10,..,12,0,12,0,12,..,26,0,27,0,27,..,127,12,140,0,142,..,982,81,1061,14,1074,..,23,0,26,354,384,5723,1005,85,1087,370,7189
POA2026,0,9,0,11,..,45,18,60,0,60,..,37,4,43,0,43,..,33,4,38,0,38,..,1092,52,1147,23,1165,..,6225,455,6684,63,6748,..,144,8,151,1897,2046,23903,6370,464,6829,1961,32693
POA2027,0,0,0,0,..,25,3,24,0,24,..,16,0,16,0,16,..,23,0,22,0,22,..,110,7,115,0,115,..,1119,76,1193,15,1209,..,18,0,22,463,476,6120,1139,76,1214,472,7810
POA2028,0,7,0,7,..,10,0,10,0,10,..,11,0,11,0,11,..,11,4,17,0,17,..,103,3,108,0,109,..,710,53,770,8,778,..,16,0,16,191,211,3728,730,53,785,195,4709
POA2029,0,7,0,7,..,19,4,21,0,21,..,15,4,18,0,21,..,12,0,12,0,12,..,351,30,381,3,381,..,1767,168,1933,13,1955,..,42,0,44,528,566,7388,1811,167,1982,544,9911
POA2030,0,0,0,0,..,12,0,11,0,11,..,34,0,36,0,36,..,13,0,15,0,15,..,478,15,492,6,502,..,2530,225,2758,21,2779,..,34,0,38,601,639,11016,2567,228,2798,622,14434
POA2031,0,36,0,39,..,98,29,122,0,121,..,30,0,33,0,33,..,104,11,118,0,113,..,719,41,755,14,772,..,6047,494,6536,66,6605,..,94,7,97,1680,1778,25440,6138,500,6633,1752,33830
POA2032,0,62,0,62,..,101,27,129,0,129,..,41,14,52,0,52,..,122,16,139,8,143,..,365,34,396,6,404,..,5337,858,6198,45,6245,..,65,17,79,699,773,7622,5399,876,6272,750,14643
POA2033,0,70,0,70,..,97,13,108,0,108,..,35,4,32,0,32,..,113,14,127,0,127,..,239,20,260,7,261,..,4164,423,4584,29,4615,..,50,12,59,650,707,6606,4208,430,4641,675,11927
POA2034,0,5,0,5,..,24,4,26,0,26,..,45,10,49,0,51,..,47,3,48,0,48,..,411,41,448,13,457,..,3271,312,3581,30,3614,..,76,3,83,999,1076,15557,3343,318,3659,1025,20249
POA2035,5,25,0,25,..,104,20,123,0,126,..,52,13,68,0,68,..,127,23,154,0,154,..,792,108,893,19,915,..,10374,1522,11891,74,11968,..,180,33,206,1573,1782,20856,10552,1554,12106,1644,34602
POA2036,0,31,0,31,..,93,15,103,0,105,..,133,32,159,0,164,..,110,29,133,0,133,..,1117,148,1263,24,1293,..,9024,1297,10327,104,10434,..,208,26,236,2778,3015,20316,9234,1327,10562,2879,33767
POA2037,0,19,0,20,..,90,26,119,0,119,..,33,11,39,0,39,..,228,134,362,3,363,..,373,40,412,18,423,..,3611,528,4143,39,4188,..,77,8,87,942,1032,11427,3689,546,4234,985,16641
POA2038,0,11,5,9,..,39,8,46,0,46,..,17,0,17,0,17,..,47,6,53,0,53,..,123,11,131,3,133,..,1146,140,1290,15,1305,..,30,8,42,467,508,7675,1181,154,1334,482,9487
POA2039,0,13,0,13,..,23,4,28,3,33,..,18,0,26,0,26,..,26,0,27,0,27,..,153,16,173,3,172,..,1037,109,1149,10,1160,..,25,3,31,235,269,7127,1062,114,1180,251,8553
POA2040,4,18,0,20,..,68,13,80,0,80,..,55,7,56,0,61,..,106,29,132,0,132,..,397,21,424,8,438,..,3683,501,4184,59,4245,..,92,10,95,885,982,17580,3769,506,4278,946,22803
POA2041,0,5,0,5,..,24,3,30,0,30,..,25,6,25,0,25,..,43,12,55,6,56,..,213,18,231,0,237,..,1609,167,1769,24,1792,..,36,0,41,588,624,13166,1637,170,1806,610,15584
POA2042,0,22,0,22,..,119,48,165,4,167,..,40,7,48,0,48,..,134,48,181,0,184,..,296,25,323,9,328,..,2836,375,3213,23,3241,..,56,10,68,858,927,14508,2892,385,3279,882,18673
POA2043,0,12,0,12,..,33,9,33,0,33,..,36,0,36,0,36,..,58,21,74,0,74,..,172,8,182,4,188,..,1730,151,1881,16,1903,..,34,4,36,332,362,7394,1762,156,1920,347,9657
POA2044,0,9,0,9,..,73,27,106,0,106,..,13,6,13,0,13,..,187,72,264,0,262,..,175,15,189,8,191,..,1751,421,2173,20,2190,..,30,10,40,268,311,5771,1784,426,2213,290,8278
POA2045,0,7,0,7,..,17,9,21,0,21,..,10,0,10,0,10,..,33,8,36,0,40,..,42,8,45,0,47,..,1444,292,1737,7,1745,..,18,5,22,135,158,4580,1460,296,1755,143,6480
POA2046,0,29,0,29,..,89,20,107,0,107,..,116,10,121,3,123,..,173,29,203,5,213,..,372,44,408,12,426,..,6915,1136,8052,65,8116,..,78,17,92,1017,1108,18057,6988,1149,8140,1085,27288
POA2047,4,23,0,23,..,24,8,35,0,35,..,62,9,74,0,73,..,61,13,74,0,74,..,178,21,198,9,209,..,2263,307,2571,33,2603,..,32,10,40,508,546,8861,2297,316,2613,539,12011
POA2048,0,18,0,17,..,31,3,33,0,33,..,7,4,13,0,13,..,78,22,97,0,96,..,89,7,96,0,98,..,1245,205,1444,19,1462,..,16,6,24,280,307,5847,1263,206,1470,301,7619
POA2049,0,12,0,12,..,38,11,51,0,51,..,19,0,21,0,24,..,95,34,138,5,138,..,227,11,242,12,250,..,2153,370,2525,28,2555,..,38,6,50,645,691,9014,2194,378,2572,672,12258
POA2050,0,19,0,19,..,29,5,36,0,36,..,29,0,29,0,29,..,54,11,65,0,69,..,137,9,148,7,154,..,1792,149,1936,16,1950,..,26,0,33,536,567,6863,1819,148,1966,554,9381
POA2060,0,61,0,61,..,84,20,96,0,100,..,24,0,23,0,23,..,59,5,67,0,67,..,293,26,319,9,326,..,3742,293,4032,44,4074,..,46,0,45,785,838,10222,3784,300,4080,828,15135
POA2061,0,25,0,25,..,24,3,28,0,28,..,11,0,15,0,15,..,18,4,23,0,23,..,99,7,103,0,103,..,1340,210,1551,6,1562,..,12,0,12,470,481,4113,1355,210,1567,473,6158
POA2062,0,16,0,16,..,27,8,35,0,35,..,9,0,9,0,9,..,9,0,10,0,15,..,123,9,141,10,145,..,1124,97,1222,26,1240,..,23,3,26,180,210,5635,1143,105,1250,203,7088
POA2063,0,3,0,3,..,8,5,14,0,14,..,0,0,0,0,0,..,10,7,12,0,12,..,99,7,106,3,107,..,1159,149,1311,4,1319,..,13,3,14,189,208,4968,1173,152,1326,195,6493
POA2064,0,78,0,78,..,97,42,144,0,148,..,19,0,19,0,19,..,40,4,41,0,41,..,224,24,249,9,257,..,3691,551,4240,39,4281,..,36,7,44,326,370,4764,3724,558,4284,369,9417
POA2065,3,98,0,98,..,149,43,188,0,191,..,39,4,42,0,42,..,130,9,140,0,143,..,604,57,663,26,684,..,8202,893,9097,109,9207,..,119,13,134,998,1133,21361,8325,908,9231,1107,31698
POA2066,5,91,0,93,..,141,20,166,0,166,..,66,0,64,0,64,..,109,16,129,3,125,..,812,75,883,34,921,..,8546,1019,9563,125,9688,..,121,22,145,1019,1166,22994,8667,1039,9706,1143,33844
POA2067,0,96,0,100,..,200,36,233,0,233,..,20,0,18,0,18,..,172,19,193,3,196,..,476,100,574,25,602,..,12838,3191,16031,128,16154,..,113,38,150,944,1093,9825,12950,3236,16180,1071,27078
POA2068,0,20,0,20,..,76,17,91,0,91,..,7,0,7,0,7,..,42,6,46,0,46,..,457,45,504,3,511,..,3882,642,4526,22,4552,..,46,8,54,420,476,12425,3929,646,4574,449,17450
POA2069,0,22,0,22,..,27,8,38,0,38,..,16,0,16,0,16,..,36,0,39,0,39,..,368,25,386,11,405,..,3750,576,4328,47,4373,..,37,3,41,364,398,9828,3789,581,4371,408,14604
POA2070,0,21,0,21,..,56,15,70,0,70,..,13,0,13,0,13,..,40,0,42,0,42,..,171,12,186,7,193,..,4574,825,5400,45,5446,..,42,7,49,312,359,8845,4612,831,5448,353,14648
POA2071,0,50,0,50,..,46,4,53,0,53,..,25,0,25,0,25,..,60,7,71,0,71,..,184,19,199,9,209,..,4940,915,5856,45,5893,..,38,11,49,357,404,7214,4984,917,5901,399,13510
POA2072,0,42,0,42,..,33,17,46,0,46,..,4,0,4,0,4,..,40,0,39,0,39,..,93,9,101,9,111,..,3542,722,4256,27,4288,..,31,9,38,243,281,4226,3566,730,4300,267,8795
POA2073,0,95,0,95,..,22,0,22,0,22,..,25,0,25,0,25,..,60,5,64,0,65,..,255,25,281,0,283,..,4903,692,5593,49,5640,..,69,12,80,343,429,11157,4966,703,5674,393,17221
POA2074,3,58,0,58,..,23,3,29,0,29,..,21,0,22,0,22,..,55,11,61,0,65,..,320,31,350,13,362,..,5203,783,5989,55,6042,..,94,10,103,424,531,16852,5298,791,6093,477,23423
POA2075,0,78,0,78,..,37,6,38,0,38,..,21,0,20,0,20,..,37,12,54,0,54,..,498,26,529,4,535,..,6135,1039,7178,51,7230,..,63,10,75,392,468,13970,6199,1049,7249,444,21665
POA2076,5,135,0,135,..,32,3,42,0,42,..,13,0,18,0,17,..,86,17,99,0,99,..,381,36,417,14,430,..,6372,895,7270,58,7324,..,82,16,97,645,740,17270,6455,912,7368,702,25340
POA2077,4,430,3,430,..,218,62,282,0,288,..,22,0,19,0,19,..,204,51,256,0,260,..,1077,136,1213,50,1264,..,17090,3139,20231,231,20462,..,213,39,256,1336,1587,20769,17306,3177,20483,1563,42819
POA2079,3,34,3,30,..,15,3,17,0,17,..,4,0,4,0,4,..,27,4,29,0,32,..,211,24,232,0,234,..,1790,199,1995,20,2009,..,29,3,31,104,133,5666,1824,198,2023,121,7816
POA2080,0,9,0,9,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,42,5,50,0,50,..,279,26,308,0,310,..,0,0,0,26,31,1424,285,26,314,31,1766
POA2081,0,10,0,10,..,7,0,12,0,12,..,0,0,0,0,0,..,20,3,26,0,26,..,96,6,103,0,103,..,673,50,729,4,736,..,21,3,23,58,86,4576,697,56,749,65,5394
POA2082,0,3,0,3,..,11,3,10,0,10,..,3,0,3,0,3,..,14,4,17,0,22,..,72,10,87,3,85,..,454,56,518,10,525,..,18,0,18,74,90,4838,473,61,532,80,5458
POA2083,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,25,0,21,0,21,..,104,10,112,0,112,..,4,0,4,90,98,1455,107,10,119,90,1665
POA2084,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,66,4,71,0,75,..,314,32,344,10,351,..,8,0,8,91,99,3313,321,32,353,97,3759
POA2085,0,13,0,13,..,10,0,15,0,15,..,3,0,3,0,3,..,4,0,6,0,6,..,414,33,452,3,452,..,1552,188,1742,16,1753,..,21,3,20,167,189,9507,1575,187,1763,176,11452
POA2086,0,4,0,4,..,34,4,39,0,39,..,9,4,11,0,11,..,28,0,32,0,32,..,457,32,494,0,494,..,2240,221,2467,13,2476,..,43,8,50,250,296,11434,2282,232,2512,261,14214
POA2087,0,3,0,3,..,26,7,28,0,28,..,14,4,19,0,19,..,18,0,21,0,21,..,575,49,626,14,642,..,2966,322,3284,24,3312,..,41,0,38,348,388,9460,3004,319,3328,375,13161
POA2088,0,25,0,25,..,62,8,68,0,68,..,30,5,40,0,40,..,46,9,56,0,60,..,511,30,547,10,556,..,4187,432,4621,59,4673,..,102,4,104,875,981,22671,4286,439,4724,931,28329
POA2089,0,24,0,24,..,53,22,78,0,78,..,27,0,29,0,29,..,43,0,50,0,50,..,186,16,203,0,205,..,2126,189,2319,25,2341,..,35,3,34,453,489,8662,2157,194,2352,476,11491
POA2090,0,6,0,6,..,73,20,87,0,87,..,33,0,35,0,35,..,39,3,41,0,41,..,224,11,240,10,249,..,2507,239,2749,39,2790,..,48,3,51,424,477,10267,2556,250,2803,467,13533
POA2092,0,0,0,0,..,0,0,0,0,0,..,19,4,17,0,17,..,18,3,20,0,20,..,125,4,130,5,133,..,992,103,1095,9,1106,..,20,4,23,199,221,6051,1014,108,1120,208,7384
POA2093,0,10,0,10,..,53,18,66,0,66,..,19,0,22,0,22,..,22,7,31,0,31,..,490,23,518,11,535,..,3220,294,3512,38,3547,..,75,5,83,540,625,19383,3296,298,3589,579,23555
POA2094,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,7,0,7,0,7,..,118,4,123,0,124,..,608,25,633,7,641,..,7,0,7,201,208,5289,619,25,646,204,6141
POA2095,0,8,0,8,..,25,8,28,0,28,..,6,0,6,0,6,..,28,3,29,0,29,..,473,29,502,14,510,..,2388,158,2547,36,2586,..,68,3,69,682,746,12968,2453,163,2614,718,16296
POA2096,0,0,0,0,..,11,0,15,0,15,..,3,3,9,0,9,..,19,3,19,0,19,..,320,18,333,9,348,..,1715,123,1844,35,1875,..,45,4,49,437,485,12598,1764,132,1895,471,14955
POA2097,0,9,0,9,..,22,3,31,0,31,..,9,0,9,0,9,..,10,4,23,0,23,..,224,31,253,7,265,..,1686,179,1857,28,1883,..,40,4,41,466,512,13590,1727,178,1902,493,15991
POA2099,0,28,0,28,..,217,53,267,0,267,..,45,6,55,0,55,..,133,36,169,4,167,..,1428,339,1764,28,1793,..,9532,1432,10956,115,11071,..,222,42,271,1464,1736,30106,9756,1471,11227,1582,42917
POA2100,0,19,0,19,..,64,17,82,0,82,..,11,7,13,0,12,..,59,22,80,0,80,..,527,75,601,12,614,..,3534,492,4030,41,4076,..,103,13,121,563,676,17215,3641,506,4148,607,21973
POA2101,0,0,0,0,..,37,9,45,0,42,..,6,0,6,0,6,..,18,0,18,0,18,..,287,34,327,3,334,..,1831,157,1988,21,2006,..,78,15,89,730,819,17065,1905,164,2069,756,19885
POA2102,0,0,0,0,..,18,5,22,0,22,..,6,0,9,0,9,..,7,3,14,0,14,..,132,12,149,4,150,..,1006,81,1091,11,1099,..,30,0,33,474,507,6766,1036,83,1117,486,8379
POA2103,0,5,0,5,..,18,4,17,0,17,..,5,0,5,0,5,..,19,4,24,0,24,..,125,6,130,0,137,..,984,93,1076,12,1090,..,30,0,31,482,517,9273,1010,97,1107,496,10877
POA2104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,69,5,74,0,74,..,243,28,271,3,276,..,8,0,8,153,164,3371,253,28,283,155,3807
POA2105,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,19,4,20,..,146,9,156,6,164,..,0,0,4,105,110,1738,148,10,158,113,2008
POA2106,0,0,0,0,..,20,3,20,0,25,..,0,0,0,0,0,..,18,0,16,0,16,..,98,8,100,0,100,..,626,44,666,12,681,..,21,0,21,291,307,8672,643,44,685,304,9659
POA2107,0,0,0,0,..,9,0,8,0,8,..,6,0,6,0,6,..,17,0,19,0,19,..,211,15,225,5,225,..,920,46,963,10,973,..,60,3,57,386,445,14009,976,47,1021,394,15422
POA2108,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,6,3,10,0,10,..,85,3,92,0,92,..,4,3,6,74,85,1559,91,7,99,74,1740
POA2110,0,3,0,3,..,0,0,7,0,7,..,16,0,16,0,16,..,43,0,43,0,43,..,178,14,195,0,193,..,1555,199,1754,9,1765,..,24,3,32,698,724,7355,1579,201,1787,710,9846
POA2111,0,26,0,26,..,72,14,81,0,81,..,30,0,30,0,30,..,35,6,46,0,46,..,257,35,289,7,291,..,3397,542,3935,49,3978,..,39,11,53,535,584,10887,3433,553,3982,581,15456
POA2112,0,173,0,171,..,139,41,177,0,180,..,88,8,99,0,99,..,226,21,245,0,248,..,1635,283,1925,40,1963,..,15279,2808,18084,174,18259,..,171,38,207,1388,1593,18169,15451,2844,18296,1560,38026
POA2113,9,199,6,208,..,118,22,140,3,141,..,47,0,47,0,47,..,254,30,287,4,294,..,1197,125,1318,36,1357,..,11915,1699,13616,165,13787,..,116,23,135,1257,1397,12460,12032,1720,13757,1421,27637
POA2114,8,274,7,278,..,120,27,149,4,149,..,57,5,62,0,65,..,184,29,216,4,213,..,713,116,832,32,858,..,10807,2221,13025,116,13146,..,111,47,160,738,893,11224,10923,2263,13184,854,25267
POA2115,4,105,0,105,..,24,8,36,0,36,..,49,15,65,0,65,..,72,26,93,0,93,..,552,107,661,17,674,..,4593,1302,5891,50,5950,..,53,29,82,648,725,6013,4642,1330,5974,700,12686
POA2116,0,33,0,33,..,29,6,39,0,39,..,32,11,38,0,38,..,25,0,26,0,26,..,336,48,383,8,389,..,2678,715,3392,35,3424,..,35,7,44,354,398,3449,2714,723,3437,392,7274
POA2117,0,160,3,163,..,52,9,66,0,70,..,79,16,91,0,91,..,133,20,157,0,157,..,641,127,768,15,780,..,8829,2419,11244,102,11344,..,127,33,156,911,1069,9770,8950,2446,11402,1012,22185
POA2118,7,355,4,360,..,64,8,73,0,73,..,52,8,55,0,55,..,140,22,162,0,162,..,690,78,773,28,799,..,14225,3433,17658,138,17793,..,147,38,189,710,897,9192,14377,3470,17844,851,27888
POA2119,5,202,0,201,..,14,0,14,0,14,..,16,3,20,0,20,..,80,0,84,0,84,..,208,13,223,8,225,..,3768,517,4284,43,4324,..,31,0,33,295,327,7803,3799,521,4320,332,12458
POA2120,5,155,0,160,..,60,3,63,0,63,..,26,3,25,0,25,..,60,10,70,0,76,..,418,38,454,10,468,..,5636,918,6552,57,6610,..,55,21,77,419,494,13884,5693,936,6627,477,20988
POA2121,24,577,9,587,..,84,21,107,0,112,..,32,0,36,0,36,..,215,30,239,0,239,..,802,99,901,28,935,..,17308,3551,20857,184,21036,..,132,31,166,838,1003,12164,17443,3576,21021,1025,34209
POA2122,10,296,4,298,..,134,32,161,0,167,..,28,6,29,0,29,..,294,28,318,5,321,..,798,120,920,24,947,..,14710,4139,18846,152,18996,..,98,38,136,1102,1235,10955,14813,4170,18981,1250,31187
POA2125,5,217,0,221,..,29,3,34,0,34,..,18,0,18,0,18,..,89,3,96,0,96,..,258,14,273,5,284,..,5648,833,6484,53,6531,..,34,14,50,288,334,9754,5683,845,6530,341,16620
POA2126,17,555,8,556,..,24,0,25,0,25,..,24,3,23,0,23,..,72,6,81,0,81,..,435,30,459,7,467,..,8206,1037,9242,59,9296,..,57,12,72,425,492,9296,8260,1050,9307,478,19082
POA2127,7,169,3,169,..,71,16,87,0,87,..,193,19,207,7,211,..,183,14,197,3,204,..,641,169,811,35,839,..,11546,2493,14039,158,14190,..,111,37,150,938,1092,7918,11657,2533,14195,1091,23198
POA2128,0,7,0,7,..,4,3,5,0,5,..,42,11,55,0,55,..,12,4,17,0,17,..,94,21,117,0,124,..,1076,333,1410,6,1415,..,18,9,23,1426,1448,730,1091,339,1430,1438,3600
POA2130,4,15,0,15,..,24,16,43,0,47,..,41,0,38,0,38,..,55,11,65,0,67,..,110,21,124,0,130,..,1555,319,1879,25,1901,..,31,3,30,275,307,5088,1587,322,1902,300,7288
POA2131,14,140,0,140,..,225,121,343,6,353,..,91,18,110,7,113,..,270,65,334,0,334,..,497,69,565,22,584,..,9004,2267,11266,95,11360,..,160,43,204,849,1054,10593,9166,2309,11469,945,23012
POA2132,4,44,0,46,..,42,13,54,0,54,..,15,0,23,0,23,..,184,34,220,0,220,..,150,28,174,5,181,..,3774,1008,4786,31,4810,..,27,10,40,411,445,5500,3800,1017,4820,436,10755
POA2133,0,35,0,35,..,32,15,44,0,44,..,38,0,40,0,40,..,105,21,122,0,122,..,257,48,303,9,310,..,3863,855,4715,36,4752,..,44,15,56,368,428,5759,3907,867,4769,409,10929
POA2134,17,124,0,126,..,152,79,233,0,233,..,34,9,40,0,40,..,461,63,519,0,524,..,285,52,342,11,357,..,9922,3489,13411,87,13498,..,97,27,122,1006,1123,3602,10018,3512,13532,1091,18224
POA2135,45,867,4,872,..,85,38,129,0,129,..,60,3,61,0,61,..,735,107,841,8,851,..,820,82,902,18,919,..,14304,2471,16777,112,16891,..,194,37,231,1162,1391,7630,14497,2509,17009,1276,25915
POA2136,7,231,0,231,..,30,9,38,0,38,..,20,0,30,0,30,..,94,29,120,0,122,..,222,18,240,3,240,..,3394,717,4111,35,4145,..,39,19,57,350,408,3215,3439,733,4172,379,7763
POA2137,3,162,0,160,..,73,9,87,0,85,..,164,20,187,0,187,..,206,29,235,0,242,..,451,50,502,13,515,..,9034,1655,10689,68,10756,..,112,27,143,877,1016,15955,9149,1681,10832,939,27726
POA2138,0,131,3,137,..,59,14,69,0,71,..,59,12,68,0,68,..,194,22,209,0,209,..,386,122,507,21,524,..,9794,1984,11772,131,11899,..,91,26,118,847,967,6815,9886,2006,11890,981,19686
POA2140,92,1217,16,1233,..,127,70,195,5,200,..,54,18,73,0,73,..,296,53,351,0,352,..,1545,138,1685,40,1720,..,12033,2605,14635,151,14784,..,143,42,183,1170,1352,4626,12175,2647,14822,1315,20766
POA2141,61,759,5,763,..,155,97,248,6,251,..,564,178,747,5,744,..,926,303,1227,3,1233,..,1151,288,1444,35,1475,..,16868,7043,23915,167,24081,..,237,102,337,1598,1937,6409,17103,7145,24248,1763,32425
POA2142,32,242,0,241,..,53,33,83,0,83,..,430,180,611,3,615,..,323,141,463,5,467,..,1772,404,2175,55,2228,..,15200,3638,18840,176,19014,..,262,86,346,2318,2669,6315,15469,3722,19187,2497,27993
POA2143,11,87,0,87,..,18,3,18,0,18,..,68,32,94,0,94,..,807,334,1138,8,1143,..,471,102,574,8,585,..,4916,1638,6557,54,6610,..,39,31,66,467,533,2632,4957,1666,6621,520,9774
POA2144,120,776,9,783,..,47,21,65,0,70,..,2115,819,2935,20,2957,..,294,132,426,0,429,..,2379,918,3296,47,3342,..,21851,8853,30703,245,30942,..,445,166,613,2968,3578,4811,22297,9018,31314,3211,39333
POA2145,594,6571,67,6634,..,140,37,176,0,176,..,622,173,795,5,804,..,411,93,501,5,509,..,7233,831,8062,159,8223,..,43976,5673,49646,491,50145,..,551,153,698,5181,5883,31510,44523,5825,50350,5677,87531
POA2146,203,1757,24,1779,..,48,11,60,0,60,..,70,18,89,6,98,..,41,8,52,0,55,..,1025,135,1160,17,1182,..,8556,1223,9777,105,9884,..,118,20,136,873,1010,8561,8675,1239,9910,982,19456
POA2147,152,1431,6,1443,..,65,17,79,0,82,..,292,76,367,5,369,..,116,28,151,0,145,..,1393,209,1600,35,1640,..,11489,1782,13266,128,13397,..,154,43,196,1811,2009,21885,11634,1821,13463,1943,37285
POA2148,143,1363,12,1379,..,119,31,148,0,150,..,486,141,627,0,634,..,187,45,232,0,232,..,3653,818,4468,100,4566,..,29230,4720,33953,339,34286,..,426,116,536,3740,4277,28910,29654,4838,34491,4076,67483
POA2150,100,1632,27,1654,..,107,27,131,0,131,..,121,30,153,0,153,..,272,51,321,4,326,..,2604,289,2898,74,2973,..,21246,3067,24314,265,24580,..,188,61,254,2151,2403,8273,21435,3131,24564,2415,35254
POA2151,10,218,0,215,..,47,13,60,0,60,..,98,17,118,0,118,..,121,15,131,0,131,..,800,129,933,26,954,..,7908,1512,9412,84,9498,..,92,27,119,957,1080,10624,7998,1539,9533,1041,21204
