SA3_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
10503,397,208,195,187,211,208,150,72,29,1645,0,8,0,0,7,3,3,8,0,28,7351,3983,4208,4433,5327,6471,5736,3721,1365,42599,248,60,626,252,48,26,22,8,4,1282,162,26,204,115,27,7,13,0,0,554,5,3,3,5,3,6,4,3,0,34,15,3,12,7,6,5,0,0,0,56,75,10,150,59,8,8,3,0,0,306,10,10,26,19,12,20,6,6,0,108,97,26,184,84,28,31,10,7,0,474,5443,2960,3511,2387,2004,1709,1183,427,138,19766,1771,986,1425,1186,1018,924,783,563,285,8954,15146,8070,10267,8568,8515,9219,7765,4733,1794,74084
10601,356,204,194,207,233,240,148,64,10,1651,14,8,9,14,21,23,13,13,4,112,7895,4937,4724,5686,7131,7835,6922,3594,1316,50038,73,28,85,49,23,17,13,3,0,300,36,17,44,30,21,12,9,5,3,171,0,4,3,7,8,5,4,3,0,32,8,4,3,0,0,5,0,0,0,20,12,6,25,10,0,6,3,0,0,58,20,30,58,50,34,38,16,6,0,247,35,39,83,64,37,45,17,6,0,329,10405,5764,6876,4922,4069,3382,2329,798,221,38759,1191,985,1295,1168,987,893,666,391,167,7756,19695,11829,13192,12058,12364,12270,10008,4808,1710,97927
10602,401,213,264,287,258,196,177,65,18,1882,11,5,3,9,10,8,0,0,0,47,8259,4943,4674,5743,6443,6432,5790,3322,1156,46765,176,49,122,181,66,29,11,3,4,638,156,56,125,103,41,31,21,4,0,527,12,0,4,7,8,3,3,0,0,44,5,0,4,3,0,0,0,0,0,19,92,18,93,55,21,9,5,0,0,293,27,33,53,47,33,37,18,5,0,255,127,54,153,104,57,48,27,6,0,562,8797,4964,6605,4802,3401,2478,1603,590,154,33397,1006,524,736,677,494,424,376,234,136,4604,18593,10626,12511,11711,10592,9515,7868,4163,1452,87019
10603,329,175,155,187,202,240,190,95,19,1595,5,4,4,5,5,3,5,9,3,38,4873,3300,2252,3551,5232,6955,7920,5220,1497,40791,45,26,84,47,13,7,8,9,0,250,42,21,47,33,22,15,10,0,0,195,6,3,3,0,4,10,7,10,0,47,4,4,3,4,3,0,0,0,0,23,9,0,20,17,4,4,0,0,0,50,13,24,24,27,39,22,15,8,0,176,25,29,44,50,48,31,19,6,0,251,6684,4000,3891,3333,3380,3528,2976,1260,341,29397,765,474,465,513,581,656,692,538,261,4948,12504,7895,6854,7634,9372,11303,11681,7066,2101,76414
10604,113,28,51,69,61,60,31,3,0,420,4,4,0,3,6,0,0,0,0,15,2882,1656,1687,2088,2515,2782,2370,1358,520,17855,27,12,42,31,10,4,0,4,0,130,34,3,24,19,8,4,3,0,0,98,5,0,0,6,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,9,0,18,8,3,0,0,0,0,43,10,9,8,8,13,6,3,0,0,62,21,11,27,23,18,6,10,0,0,110,2668,1456,1736,1270,994,817,492,184,47,9666,447,261,410,345,328,285,212,141,86,2526,6111,3421,3964,3823,3900,3914,3104,1690,659,30584
10701,523,309,293,388,387,330,292,143,41,2700,4,4,7,5,11,9,7,6,0,51,6609,4344,3805,4821,5859,6436,5782,4068,1759,43490,72,33,80,76,49,21,28,4,0,361,749,376,322,394,270,144,110,72,9,2445,6,0,5,0,5,0,5,0,0,23,8,0,0,5,0,0,0,0,0,12,12,8,28,10,4,4,0,0,0,61,18,34,49,34,40,24,13,5,0,226,40,37,79,52,39,30,16,5,0,301,6711,4231,4939,3827,2994,2628,1614,750,265,27959,927,515,670,592,521,463,376,339,206,4605,15177,9600,9956,9897,9843,9835,8003,5256,2249,79819
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10703,497,319,274,335,385,323,346,134,35,2642,0,4,7,0,4,4,9,5,0,35,8118,5207,4465,5645,7249,8279,7770,4753,1692,53179,73,26,67,76,37,22,14,0,6,319,251,103,120,170,124,76,52,40,5,940,13,3,4,5,8,4,19,6,0,59,9,7,0,4,0,5,0,0,0,25,17,0,19,10,0,3,0,0,0,51,30,29,35,33,40,34,21,16,3,245,47,36,54,49,46,34,28,16,3,318,8744,5601,6079,5068,4228,3918,2762,1068,280,37746,1108,611,699,699,600,634,678,523,487,6042,18406,11635,11578,11815,12433,13081,11401,6432,2471,99254
10704,566,480,423,458,469,447,350,168,57,3416,10,4,5,3,11,13,12,19,0,73,9303,7524,5594,7013,8684,9472,8355,5826,2536,64318,229,264,576,249,121,75,49,39,3,1612,806,415,697,516,293,202,114,93,18,3161,21,17,11,17,15,19,19,6,6,133,0,0,0,5,3,0,5,0,0,10,35,21,125,21,14,4,5,0,0,223,40,72,84,71,72,60,22,11,7,436,80,102,210,99,84,67,29,11,7,679,10716,9477,9940,7662,6599,5413,3548,1446,459,55263,1197,1204,1129,960,894,715,639,555,461,7760,22533,19218,18467,16854,16993,16232,12909,8052,3503,134762
10801,94,44,43,53,62,112,102,53,27,589,0,3,0,0,0,4,4,0,0,15,1514,1015,747,1185,2006,3071,4156,2862,1198,17763,23,12,66,19,5,11,0,0,0,144,15,0,14,23,6,0,0,3,0,68,0,0,0,0,0,0,6,6,0,17,4,0,0,3,5,3,0,0,0,18,5,0,13,12,0,0,0,0,0,28,6,0,6,6,12,22,19,0,0,71,16,6,18,18,20,20,15,4,0,116,2445,1334,1290,1315,1382,1779,1609,736,240,12125,419,211,225,261,287,395,516,351,155,2821,4445,2585,2385,2854,3760,5343,6366,3967,1599,33311
10802,163,57,72,102,108,170,151,63,19,906,0,0,0,0,4,3,6,0,0,18,2673,1814,1441,1831,2944,4563,4924,3143,1156,24486,25,14,44,29,15,14,8,0,0,149,10,7,6,10,9,7,3,0,0,62,4,8,3,0,5,5,4,8,0,38,15,6,17,6,5,12,0,0,0,67,26,10,15,17,11,3,0,0,0,81,14,18,25,28,26,32,27,4,0,180,54,31,56,51,43,47,33,5,0,322,4553,2397,2351,2148,2167,2780,2489,882,279,20039,955,639,794,728,648,751,698,340,136,5693,8292,4931,4738,4852,5892,8243,8231,4399,1579,51154
10803,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,0,12,22,17,42,27,20,5,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,45,34,23,30,16,9,5,217,3,0,9,8,5,8,11,5,0,50,66,11,64,69,43,82,56,38,15,445
10804,410,254,181,250,304,308,308,128,33,2169,6,3,5,4,5,9,10,9,8,54,5551,3703,2491,3849,5847,7319,8750,6405,2529,46448,70,29,117,92,32,28,16,7,0,392,52,18,43,48,22,5,7,4,0,207,4,4,3,6,9,9,17,5,6,61,3,0,6,0,5,0,3,0,0,12,18,3,43,10,7,0,0,0,0,82,32,35,39,39,39,44,21,13,4,260,47,43,88,51,50,47,26,10,4,354,7218,4379,4271,3917,3793,3870,3470,1663,532,33118,872,587,555,587,588,700,796,557,348,5589,13860,8803,7637,8655,10452,12081,13190,8692,3414,86780
10805,263,142,119,152,186,252,195,94,28,1433,3,0,4,0,0,8,10,6,0,31,3163,1990,1692,2285,3639,5510,6347,3987,1464,30083,26,12,41,25,16,7,11,0,0,144,41,7,37,23,13,0,3,0,0,130,4,0,0,6,3,7,16,5,3,39,19,6,3,3,10,5,3,0,0,47,8,6,11,11,0,0,4,0,0,37,21,15,27,13,26,27,18,0,0,147,50,24,42,30,30,31,23,0,0,232,4991,2705,2626,2317,2337,2718,2499,1014,278,21480,856,462,483,463,547,705,723,448,180,4864,9163,5237,4950,5203,6659,9040,9693,5477,1926,57345
10901,298,188,166,179,179,173,146,73,17,1413,7,4,3,4,6,3,11,4,0,38,5127,3273,2566,3485,4360,5004,5010,3191,1285,33299,310,130,370,250,124,62,33,17,6,1300,118,29,70,76,39,12,3,4,0,342,3,3,9,0,9,0,8,0,0,36,0,0,0,0,3,0,0,0,0,3,163,38,325,129,16,6,6,0,0,692,17,38,39,29,30,25,16,7,5,199,183,82,365,158,48,36,27,7,5,891,6030,3845,4192,3417,2821,2641,1806,689,183,25635,938,626,614,608,584,637,553,355,129,5048,12769,8022,8236,8100,8069,8468,7487,4274,1611,67044
10902,61,28,31,45,33,30,23,14,0,274,0,0,0,0,0,0,0,0,0,0,890,555,521,555,858,1215,1006,617,207,6418,10,0,18,13,4,0,0,0,0,42,14,3,16,9,7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,9,3,9,9,0,3,0,0,0,32,0,3,4,4,0,5,0,0,0,21,8,7,20,18,4,10,0,0,0,58,1178,586,649,564,545,544,379,125,30,4610,326,197,228,206,221,218,220,111,52,1777,2419,1358,1475,1369,1667,2010,1606,860,288,13056
10903,115,59,44,59,67,80,77,44,6,558,0,0,0,0,3,0,0,3,0,16,2733,1606,1354,1865,2669,3932,4613,2952,1117,22849,16,7,37,24,3,10,8,0,0,101,18,6,25,11,19,9,0,0,0,84,0,0,0,0,0,0,3,4,0,18,0,0,0,0,3,0,0,0,0,11,12,0,15,15,0,0,0,0,0,41,0,8,21,11,11,10,11,3,0,68,15,9,38,24,14,9,11,3,0,124,3649,1935,2067,1748,1891,1955,1800,787,200,16039,651,358,413,386,453,597,612,394,190,4050,7107,3924,3976,4106,5078,6542,7063,4148,1514,43453
11001,144,75,93,90,77,88,81,51,5,715,0,6,0,3,3,6,3,4,0,29,2580,1951,1526,1707,2401,2972,2670,1879,620,18305,64,55,214,72,19,15,4,6,0,438,129,30,80,91,27,15,0,0,0,383,10,5,3,3,8,0,6,0,0,26,11,4,0,4,0,0,0,0,0,22,20,4,46,23,0,0,3,0,0,98,205,181,99,79,64,37,20,5,0,690,238,192,152,101,66,46,22,0,0,809,2944,2319,1992,1553,1337,1415,1040,440,128,13170,696,883,501,381,385,416,359,279,137,4037,6706,5476,4518,3993,4301,4900,4141,2610,897,37537
