LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA10800,35,43,14,19,3,0,6,138,0,0,0,0,0,11,3,0,0,0,0,0,17,0,0,0,7,0,4,3,0,0,0,0,6,20,0,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,10,11,9,5,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,32,36,11,4,6,31,29,124,176,63,51,32,15,109,647,0,0,5,6,9,16,11,0,6,0,0,7,58,0,0,5,11,3,8,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,3,0,0,0,0,0,0,0,0,13,0,0,9,26,13,17,4,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,19,42,31,38,15,0,5,0,3,26,185,29,9,66,223,125,321,304,110,87,55,25,208,1568,0,0,0,3,8,13,42,25,18,22
LGA10850,32,66,5,21,14,0,12,164,0,0,0,0,0,11,4,0,0,0,0,7,23,0,0,0,0,0,0,8,0,4,0,0,0,20,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,3,9,7,13,15,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,0,41,41,3,0,6,12,20,105,237,91,84,101,28,109,804,0,0,0,6,4,23,12,4,4,0,0,22,76,0,0,12,12,15,8,4,0,0,0,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,6,0,0,0,0,0,0,13,0,3,15,30,13,20,13,0,0,0,0,16,117,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,31,54,39,56,33,8,8,4,5,47,284,11,7,61,208,135,312,403,160,117,150,52,216,1825,0,4,0,6,5,6,41,43,30,22
LGA10900,296,609,140,394,103,39,137,1796,6,0,13,32,43,95,121,34,33,15,4,34,423,0,0,0,5,0,28,42,6,18,5,0,14,108,0,0,0,0,0,0,21,22,14,16,9,19,104,5,0,23,60,71,153,117,40,20,18,3,61,578,0,0,0,0,0,7,4,4,3,0,0,440,464,23,13,51,152,211,1000,2116,1334,1239,1303,531,1250,9219,5,3,10,23,44,205,318,71,88,25,7,151,950,5,7,62,166,168,228,100,19,14,3,0,88,855,4,0,4,20,11,22,23,4,3,0,0,10,100,0,0,32,47,13,16,7,0,0,0,0,8,126,12,14,144,274,167,217,113,32,7,8,0,116,1111,0,0,0,3,3,0,0,0,0,0,0,19,32,28,26,259,523,415,688,560,133,109,40,7,391,3177,95,45,499,1634,1271,3207,4242,2329,1902,1984,777,2237,20209,0,0,0,6,6,40,218,294,279,335
LGA10950,23,26,0,16,0,0,7,85,0,0,0,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,24,0,0,6,13,16,42,92,34,26,18,7,67,313,0,0,0,0,0,4,17,0,0,0,0,9,34,0,0,0,5,0,3,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,12,9,8,10,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,9,9,5,0,23,21,17,23,18,0,0,0,0,25,130,9,0,35,84,55,106,162,46,40,25,12,130,717,0,0,0,0,3,5,10,20,15,14
LGA11150,5,13,0,3,0,0,6,32,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,7,12,13,28,57,30,21,12,4,68,258,0,0,0,4,0,8,7,3,0,0,0,3,26,0,0,0,7,0,8,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,6,11,0,0,11,10,9,9,0,0,0,0,0,7,54,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,15,20,14,27,11,3,0,0,0,36,125,7,0,30,60,43,102,110,57,32,30,9,141,626,4,0,0,0,0,10,10,16,8,10
LGA11200,3,5,0,0,0,0,3,13,0,0,4,3,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,5,6,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,8,20,19,26,26,6,8,8,0,39,151,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,8,4,6,3,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,21,11,10,13,6,0,0,0,0,5,69,0,0,4,0,0,0,0,0,0,0,0,4,8,0,7,30,20,22,19,4,3,0,0,0,18,119,6,5,47,60,43,62,53,23,7,15,0,69,392,4,0,0,0,0,8,15,9,0,5
LGA11250,77,100,22,25,11,5,27,284,0,0,5,13,8,31,21,4,3,5,0,11,97,0,0,0,0,0,12,3,4,0,0,0,5,34,0,0,0,0,3,3,0,5,0,4,0,9,21,0,0,4,40,30,40,27,0,0,0,0,25,177,0,0,0,0,0,3,3,0,0,0,0,134,141,10,0,7,67,67,254,390,204,143,164,46,275,1636,0,0,6,15,36,62,59,8,7,3,0,24,221,0,6,18,51,48,36,12,3,0,0,0,14,192,0,0,9,8,3,4,4,0,0,0,0,3,33,0,7,35,22,9,6,0,0,0,0,0,4,79,7,7,102,127,74,65,27,5,0,0,0,59,482,0,0,4,3,0,4,0,0,0,0,0,21,33,9,20,171,234,171,182,97,11,9,3,0,134,1048,39,23,233,826,484,816,811,371,213,250,61,655,4782,0,0,0,0,6,20,61,76,80,59
LGA11300,159,211,49,147,34,25,41,773,0,0,18,40,37,69,42,21,17,8,5,21,273,0,0,3,3,4,13,22,6,0,5,0,10,75,0,0,0,0,0,0,5,4,0,5,6,5,25,20,6,22,56,34,78,110,27,23,38,14,58,477,0,0,0,3,0,6,0,0,0,0,0,220,229,35,12,70,158,142,499,764,398,420,495,367,513,3871,3,0,7,17,31,82,99,19,29,18,0,37,344,6,0,21,36,30,49,32,12,4,0,0,25,222,0,0,6,6,0,3,12,7,0,0,0,10,38,4,4,13,9,3,7,5,0,0,0,0,8,62,63,18,55,86,57,99,85,20,10,10,6,60,563,0,0,0,0,0,0,0,0,0,0,0,18,25,71,24,109,149,126,235,234,62,54,28,11,156,1247,230,51,309,776,470,1138,1461,693,608,686,466,889,7771,0,0,0,0,0,3,145,155,113,138
LGA11350,126,129,29,48,17,3,46,452,0,0,7,37,40,110,38,5,8,12,4,30,298,0,0,0,5,4,10,9,4,4,0,0,12,50,0,0,0,0,4,6,6,3,7,0,0,8,39,9,0,21,43,32,60,51,4,4,0,0,37,266,0,0,0,0,0,4,4,0,0,0,0,214,225,25,4,56,134,159,564,699,278,174,172,68,517,2858,0,0,5,20,42,73,66,6,18,0,0,34,273,0,3,62,172,119,117,37,3,5,0,0,61,587,0,0,3,7,3,15,0,0,3,0,0,6,43,0,4,39,49,4,9,3,0,0,0,0,11,121,10,12,103,185,96,115,33,5,0,0,0,80,648,0,0,0,0,0,0,0,0,0,0,0,11,23,17,20,218,442,271,322,139,15,36,4,0,209,1686,77,32,362,1029,701,1506,1393,490,312,310,128,993,7339,9,0,0,5,3,19,102,82,52,58
LGA11400,77,78,15,25,6,5,17,259,0,0,0,10,5,11,11,0,0,0,0,13,56,0,0,0,0,0,9,7,0,0,0,0,4,29,0,0,0,0,0,0,9,5,0,0,0,8,20,0,3,5,13,12,19,13,3,4,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,91,99,8,3,26,34,58,237,384,208,132,157,46,250,1547,5,0,3,9,10,34,28,8,7,0,0,14,114,0,4,14,14,8,20,11,6,0,0,0,9,84,0,0,0,5,0,0,0,0,0,0,0,5,14,0,0,7,5,0,0,0,0,0,0,0,0,25,0,3,37,53,21,35,15,6,3,0,0,9,177,0,0,0,0,0,0,0,0,0,0,0,4,8,6,11,61,87,45,89,51,13,12,0,0,46,418,43,13,139,410,243,630,725,354,207,244,72,464,3538,0,0,0,10,9,22,84,56,35,51
LGA11450,283,571,117,314,110,38,112,1636,4,0,8,20,18,54,74,21,17,4,5,27,249,0,0,0,5,7,13,36,12,11,9,0,21,111,0,0,0,0,0,7,21,6,10,16,12,15,97,16,5,17,49,37,64,82,29,7,11,5,44,365,0,0,0,0,0,3,6,3,0,0,0,318,346,35,13,48,117,144,745,2049,1452,1145,1262,528,978,8499,3,7,3,25,70,220,265,93,66,36,9,88,865,5,6,34,80,87,112,77,18,8,6,0,51,472,0,3,5,10,8,14,18,8,3,0,0,12,76,0,0,23,24,24,13,6,0,0,0,0,7,102,7,10,96,137,80,119,84,16,9,3,5,68,639,0,0,0,0,5,0,3,0,0,0,0,19,30,17,24,162,269,264,488,450,129,83,47,12,242,2177,102,42,322,987,752,1902,3374,2297,1633,1694,662,1545,15309,3,0,0,8,0,23,250,565,509,470
LGA11500,1210,1474,386,436,182,71,373,4592,9,8,49,121,96,251,219,83,41,24,5,87,987,5,4,7,20,37,91,101,28,29,9,0,67,394,3,0,0,0,4,10,46,47,18,16,12,49,212,37,9,116,325,234,443,378,107,54,40,16,205,1963,0,0,0,12,20,30,26,8,4,5,6,849,960,91,46,217,674,740,2774,4892,2816,1834,1695,761,2459,19012,13,10,15,91,222,665,712,208,128,69,23,261,2425,3,17,121,322,279,334,184,54,19,8,6,168,1517,6,4,22,42,29,46,48,18,0,0,0,53,269,10,24,136,156,54,44,26,9,7,0,0,50,518,56,63,809,962,472,597,313,73,36,12,4,422,3828,4,0,8,12,0,10,0,0,0,0,0,128,165,100,118,1117,1587,1063,1703,1278,360,197,98,36,1070,8719,352,186,1660,3976,2666,6309,8609,4461,2607,2346,921,4391,38501,3,0,0,7,3,39,662,837,568,424
LGA11520,239,425,98,621,198,92,125,1927,0,6,17,34,33,83,75,37,50,32,24,44,434,0,0,7,4,8,17,17,11,26,13,8,28,138,0,0,0,3,0,10,18,10,10,24,16,17,110,23,5,44,55,51,143,197,73,42,43,25,98,793,3,0,0,4,0,4,9,3,0,0,0,533,557,43,18,89,170,208,748,1493,938,1445,1805,1373,1221,9542,4,5,10,15,41,167,281,80,160,59,11,103,937,4,7,36,66,67,94,105,24,29,14,0,46,493,0,0,0,0,3,15,20,11,7,0,0,7,68,3,6,14,17,3,10,11,0,5,0,0,7,71,52,22,90,143,80,170,149,47,52,34,9,92,934,0,0,0,0,3,5,3,0,0,0,0,27,43,57,32,146,242,200,466,563,163,246,113,24,286,2544,288,67,469,1246,814,2144,3273,1950,2404,3095,2195,2168,20119,0,0,0,0,5,40,256,435,450,815
LGA11570,2744,2755,636,927,369,144,685,9963,12,38,282,684,526,933,646,165,110,62,42,296,3790,14,13,50,99,97,239,217,44,59,22,12,182,1034,0,4,5,5,13,54,96,66,34,52,32,104,462,215,79,564,1316,769,1504,1451,453,228,239,79,915,7823,14,7,22,33,28,74,57,23,6,13,5,2016,2294,353,193,1132,2937,2607,7371,9731,4665,3415,3633,1662,5546,43256,16,13,47,174,335,849,986,300,237,137,29,377,3487,6,30,288,485,374,552,317,85,53,24,7,213,2434,7,3,21,51,48,64,65,20,8,3,3,77,373,44,34,240,188,67,78,60,14,8,3,0,64,795,269,165,1212,1543,984,1502,950,272,149,85,38,813,7982,10,4,5,15,11,25,12,0,0,0,0,275,357,346,250,1807,2461,1814,3072,2380,685,457,245,75,1829,15430,1335,558,4168,10676,6613,14354,15700,7103,4773,4893,2127,9289,81594,0,0,0,4,17,133,891,1162,794,851
LGA11600,19,8,4,0,0,0,7,54,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,8,0,0,0,7,0,5,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,20,22,3,0,3,19,18,36,63,40,12,17,3,71,289,0,0,0,7,0,5,3,0,0,0,0,4,17,0,0,3,4,0,5,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,9,5,8,3,0,0,0,0,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,18,11,20,6,0,0,0,0,17,86,14,4,29,77,53,119,126,70,23,24,10,119,672,0,0,0,0,0,5,25,12,13,13
LGA11650,1572,2535,444,1107,294,84,530,7011,3,3,41,179,167,453,377,97,72,53,16,170,1640,3,0,7,18,36,131,152,44,58,23,6,94,581,0,0,5,7,3,42,80,73,42,49,23,63,393,40,10,135,395,382,664,567,135,52,54,18,364,2817,4,0,4,6,4,15,29,3,5,6,3,1889,1974,112,53,272,825,1108,4775,9498,4900,3733,3489,1164,5006,34940,23,16,52,159,416,1101,1242,290,209,94,16,619,4241,7,32,288,855,759,900,397,61,45,15,0,417,3777,3,0,39,86,74,116,72,21,17,5,0,82,513,21,21,245,379,109,95,33,10,3,0,6,113,1018,89,89,993,1798,1020,1270,522,113,51,25,8,695,6675,0,0,11,16,12,18,7,0,0,0,0,228,298,139,160,1626,3290,2388,3496,2273,497,321,142,33,2151,16523,547,260,2851,10480,6868,14654,17525,8168,5473,5088,1703,9812,83427,0,6,0,20,20,162,1143,1431,1027,968
LGA11700,14,10,0,3,0,0,4,40,0,0,0,3,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,5,24,14,33,33,12,7,3,4,24,160,0,0,0,3,6,9,10,0,0,0,0,0,28,0,0,4,0,3,4,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,8,0,0,18,18,9,8,0,0,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,19,23,11,3,0,0,0,11,116,0,4,37,79,49,99,72,24,12,16,9,68,464,0,0,0,0,0,3,8,4,4,4
LGA11720,275,420,83,222,60,20,116,1271,0,0,5,21,42,107,69,14,17,12,0,34,325,0,0,0,7,8,22,36,7,17,8,0,17,127,0,0,0,4,0,3,18,8,10,12,5,14,75,5,0,18,94,80,146,107,30,6,7,5,74,577,0,0,0,4,0,11,10,0,5,0,0,288,308,19,14,39,156,211,824,1536,697,702,588,191,780,5752,0,0,3,29,76,170,148,36,37,19,0,66,604,0,0,56,162,105,123,51,9,3,6,0,48,567,0,0,3,11,7,16,6,6,4,0,0,13,73,4,4,60,60,18,26,6,0,0,0,0,10,188,15,16,252,344,219,204,80,13,4,0,3,137,1302,0,0,4,0,3,4,0,0,0,0,0,46,62,20,21,378,610,435,550,302,64,49,27,12,324,2803,90,43,573,1896,1109,2194,2725,1197,1040,895,265,1580,13601,0,0,0,3,11,32,223,244,151,143
LGA11730,249,270,43,34,11,7,50,796,0,0,10,49,56,120,62,6,7,0,0,37,357,0,0,3,3,4,16,17,0,8,0,0,9,71,0,0,0,3,3,3,12,12,3,3,4,12,57,12,9,34,119,102,161,85,12,12,4,0,67,616,0,0,0,5,4,6,6,0,0,0,0,290,306,25,10,64,278,310,1033,1297,446,230,204,52,710,4657,6,3,10,30,57,126,94,14,20,4,0,65,415,0,8,61,152,99,108,37,3,3,0,0,57,522,0,5,8,10,11,5,6,0,0,0,0,11,58,5,9,64,74,18,20,10,0,0,0,0,19,213,13,12,238,339,181,207,59,11,7,4,0,125,1190,0,0,0,7,0,3,0,0,0,0,0,37,53,18,39,381,615,369,464,201,32,26,6,0,300,2456,103,62,702,2622,1448,2890,2430,778,404,352,105,1590,13488,6,0,0,12,15,51,219,143,71,79
LGA11750,12,35,6,47,11,0,9,132,0,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,5,3,12,0,0,0,4,0,8,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,38,38,3,0,3,14,15,45,87,43,97,75,25,85,497,0,0,0,5,3,8,20,4,4,4,0,4,46,0,0,4,7,0,4,0,0,0,0,0,3,28,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,11,3,0,15,13,8,19,6,0,0,0,0,0,62,0,0,0,3,0,0,0,0,0,0,0,3,5,3,0,28,29,20,33,22,4,3,4,0,13,160,17,0,40,122,54,144,191,96,134,120,42,175,1139,0,3,0,0,3,6,25,21,24,29
LGA11800,359,374,68,137,28,4,65,1149,3,0,22,64,59,169,83,11,12,6,0,39,464,0,0,0,7,10,35,38,4,3,0,3,14,109,0,0,0,4,0,5,26,9,6,12,6,9,80,9,3,22,137,102,185,100,17,10,5,4,91,689,0,0,0,0,0,3,0,0,0,0,0,454,474,27,12,70,273,346,1335,1924,867,520,435,150,1014,6974,7,0,9,52,111,264,206,37,26,7,5,79,799,3,9,62,226,198,228,65,5,11,0,0,70,867,0,0,8,21,21,12,6,0,0,0,0,23,96,8,3,66,95,27,27,8,0,0,0,0,26,260,29,18,235,450,223,242,86,14,6,3,0,159,1466,0,0,0,0,0,7,0,0,0,0,0,47,60,42,30,385,853,571,775,375,58,41,16,6,407,3554,129,54,716,2762,1817,3837,3784,1528,817,725,231,2071,18471,0,3,0,10,20,53,330,273,192,163
LGA12000,20,27,4,5,0,0,5,76,0,0,0,4,0,5,5,0,0,0,0,5,11,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,10,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,25,29,0,0,6,15,22,81,119,44,28,30,10,85,444,0,0,0,6,3,3,8,0,4,0,0,6,27,0,0,8,12,3,5,0,0,0,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,19,26,6,14,3,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,41,18,25,15,0,0,0,0,11,140,14,3,46,185,102,196,219,74,41,41,15,134,1084,0,0,0,0,3,11,21,17,15,21
LGA12150,16,17,0,5,4,0,9,57,0,0,0,3,0,9,4,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8,0,9,9,12,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,20,19,5,0,9,15,17,66,83,39,17,16,9,86,356,0,0,0,0,4,15,7,0,0,0,0,8,48,0,0,5,4,4,9,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,15,0,0,23,37,24,26,8,0,0,3,0,19,140,0,0,0,0,0,0,0,0,0,0,0,6,9,4,3,31,51,38,52,21,0,0,3,0,38,233,17,3,60,146,94,209,180,73,31,37,16,177,1033,5,0,0,0,5,14,30,17,14,12
LGA12160,71,59,12,18,4,0,13,200,0,0,0,11,8,16,10,6,0,0,0,3,50,0,0,0,0,4,0,0,4,0,0,0,4,15,0,0,0,0,0,3,4,0,0,4,0,4,15,0,0,6,25,15,21,8,4,0,0,0,9,94,0,0,0,0,0,0,0,0,5,0,0,74,78,6,3,13,52,56,205,305,135,77,53,21,192,1122,0,0,4,4,10,19,32,0,0,0,0,11,92,0,0,17,21,19,17,12,4,0,0,0,10,98,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,7,9,0,0,0,0,0,0,0,0,18,3,11,45,53,35,26,13,0,0,0,0,14,196,0,0,0,0,0,0,0,0,0,0,0,4,7,3,11,81,87,66,62,58,9,0,0,0,45,429,27,12,137,474,288,555,614,240,120,103,45,374,2999,6,0,0,0,5,18,86,47,27,20
LGA12350,60,71,10,11,4,5,23,214,0,0,0,8,3,24,10,0,4,0,0,4,59,0,0,0,5,4,5,4,0,0,0,0,3,17,0,0,0,4,0,3,4,0,0,0,0,9,18,0,0,3,21,12,38,19,0,0,0,0,21,118,0,0,0,0,0,0,3,0,0,0,0,68,75,4,0,11,70,60,251,337,126,61,54,20,206,1205,0,0,0,0,13,29,16,3,0,0,0,11,71,0,0,9,27,21,23,9,0,0,0,0,9,109,0,0,0,3,0,10,0,0,0,0,0,4,14,0,0,12,15,5,0,0,0,0,0,0,0,32,0,3,43,56,26,41,14,5,0,0,0,14,213,0,0,0,0,0,0,0,0,0,0,0,10,14,0,5,69,108,63,105,41,9,4,0,0,45,454,22,11,140,545,271,704,608,210,109,99,38,408,3169,0,0,0,4,12,26,71,50,18,27
LGA12380,1734,1916,409,617,222,81,394,6444,16,19,169,407,313,549,356,94,62,59,17,196,2242,11,8,38,78,55,163,128,27,32,15,8,122,688,4,0,0,3,12,42,45,34,24,24,13,54,257,175,51,419,910,524,967,838,263,143,120,60,551,5023,5,3,17,31,23,52,38,8,8,6,4,1252,1415,266,111,787,1896,1676,4500,5815,2764,2009,1916,911,3298,25953,9,4,20,97,199,527,551,179,141,79,14,185,1995,10,21,143,252,204,283,194,44,14,14,0,96,1280,4,6,23,36,22,41,44,15,11,0,0,46,239,22,22,116,98,40,59,28,3,4,7,0,35,443,162,94,691,832,537,776,528,141,97,52,8,451,4365,6,3,9,14,13,14,7,7,0,0,0,155,219,204,144,1004,1329,1010,1696,1347,382,264,156,31,970,8538,899,327,2505,5885,3981,8587,9541,4330,2912,2701,1134,5380,48181,4,0,0,13,16,73,653,796,493,485
