LGA_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
LGA10800,0,0,6,0,0,0,3,0,5,7,4,0,0,0,0,26,0,0,0,0,0,3,6,3,0,0,0,0,11,0,5,3,3,0,5,0,0,0,0,0,4,27,5,0,0,3,0,0,0,0,0,0,0,5,17,37,16,67,101,43,74,21,7,4,0,3,29,408,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,6,0,0,0,0,0,0,0,0,8,4,0,6,10,0,0,3,0,0,0,0,0,32,0,0,3,6,4,0,0,0,5,0,0,0,29,0,0,8,6,0,4,0,0,0,0,0,4,27,0,0,0,13,9,4,3,0,0,0,0,0,30,0,0,3,3,5,6,6,0,0,0,0,3,21,0,0,0,6,8,3,4,0,0,0,0,4,28,3,0
LGA10850,0,0,21,0,0,0,0,0,4,8,0,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,8,10,12,6,0,0,0,0,33,0,0,0,0,8,3,0,0,0,0,0,3,15,10,8,54,83,92,127,101,37,8,0,7,25,551,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,6,0,0,3,0,0,0,0,0,28,0,0,8,10,9,10,0,0,0,0,0,3,45,0,0,17,12,3,9,8,0,0,0,0,0,53,0,0,0,10,6,19,10,3,0,0,0,4,57,0,0,5,4,8,17,12,3,0,0,0,0,46,0,0,4,3,0,11,16,6,0,0,0,0,43,0,0,0,0,8,10,24,8,0,0,0,8,60,0,0
LGA10900,4,7,202,4,0,0,5,0,5,20,59,56,32,13,5,193,0,0,0,0,0,3,3,24,32,25,14,0,103,0,0,0,10,4,29,45,132,49,17,8,9,305,7,3,7,27,4,13,17,17,7,0,0,34,139,34,28,135,358,215,490,979,1774,691,203,77,172,5157,0,0,0,6,5,8,18,24,6,0,5,17,85,0,0,0,0,0,3,3,7,0,5,0,5,28,0,8,4,19,3,5,8,15,5,0,3,5,87,0,4,18,38,12,19,30,25,14,8,0,12,181,6,0,17,90,24,38,61,62,18,5,7,17,331,4,0,12,86,36,63,118,131,36,11,4,16,510,0,0,12,13,9,30,69,147,49,6,0,5,328,0,0,0,9,13,27,81,173,71,4,4,9,380,0,0,5,7,10,42,93,214,101,25,3,9,505,0,0,0,6,13,26,64,223,146,24,9,8,523,0,0
LGA10950,0,0,9,0,0,3,0,0,4,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,4,0,4,0,4,0,0,0,0,3,18,0,0,0,5,3,0,0,0,0,0,0,0,13,24,16,46,66,47,35,22,4,0,0,4,25,282,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,0,0,0,0,4,12,0,0,4,4,3,4,4,0,0,0,0,0,25,0,0,0,9,3,0,0,0,0,0,0,0,16,0,0,5,6,0,4,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,0,0,0,0,19,4,0,0,5,4,4,0,0,0,0,0,4,22,3,0
LGA11150,0,0,16,14,0,3,0,0,0,4,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,6,4,0,0,0,0,0,0,0,19,0,0,4,0,0,4,0,0,0,0,0,3,13,69,14,49,74,35,26,18,0,5,0,5,25,320,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,7,0,0,0,0,0,0,10,0,0,5,3,0,4,0,0,0,0,0,0,12,0,4,3,6,0,0,0,0,0,0,0,0,17,0,0,0,5,0,10,0,0,0,0,0,0,18,3,0,0,7,3,4,6,0,0,0,0,9,32,7,0
LGA11200,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,10,10,5,0,0,0,0,0,0,0,0,22,6,4,5,0,3,0,0,0,0,0,0,0,20,41,116,65,47,10,8,0,0,0,0,0,13,300,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,4,16,0,0,7,8,0,0,0,0,0,0,0,0,21,0,5,6,9,0,0,0,0,0,0,0,9,18,0,0,6,9,0,0,0,0,0,0,0,0,15,0,0,4,8,0,0,0,0,0,0,0,5,20,0,0,8,5,0,0,0,0,0,0,0,0,19,0,0,3,10,4,0,0,0,0,0,0,3,25,0,0,3,10,0,0,0,0,0,0,0,0,14,0,0
LGA11250,0,5,56,4,6,3,10,4,12,15,12,0,0,0,4,74,6,0,4,0,0,4,3,8,0,3,0,4,29,0,3,9,16,13,17,17,11,0,0,0,0,102,4,0,21,27,8,0,0,0,0,0,0,12,64,73,74,204,450,265,259,178,64,5,4,13,72,1653,0,0,0,12,5,4,10,4,0,0,0,3,36,0,0,0,6,4,0,0,0,0,0,0,0,17,0,0,11,17,9,5,0,0,0,0,0,4,49,3,0,10,40,3,16,9,0,0,0,0,9,101,6,8,16,61,32,20,8,0,0,0,0,8,163,0,4,30,54,40,34,13,0,0,0,3,8,182,0,0,9,29,32,34,17,4,0,0,0,3,127,0,0,6,28,28,41,25,5,0,0,0,7,148,5,4,9,32,23,34,18,5,0,0,6,7,139,5,0,4,32,34,38,19,8,3,0,0,9,149,14,11
LGA11300,73,9,346,0,0,0,3,3,6,3,44,124,86,90,8,370,0,0,0,0,6,4,0,23,48,41,106,4,236,0,0,3,3,8,6,8,37,82,69,68,31,315,3,0,5,3,4,0,3,7,11,11,14,15,79,26,23,204,133,85,141,241,682,1348,856,949,219,4900,0,0,5,9,5,13,18,40,87,95,44,19,347,0,0,0,0,0,0,0,7,12,11,4,0,41,4,0,17,3,6,4,6,10,11,14,7,8,93,3,0,57,18,14,16,13,22,26,24,15,5,215,3,6,76,14,4,7,16,24,35,18,8,6,220,0,0,18,8,22,17,34,38,57,44,18,10,261,0,0,7,13,18,29,33,52,68,44,21,17,305,0,0,8,12,9,29,36,64,87,45,26,12,329,0,0,4,4,12,24,49,107,119,83,44,12,456,0,0,4,11,4,23,43,117,166,94,51,21,532,0,0
LGA11350,43,5,124,0,0,0,5,3,0,4,10,19,27,47,4,118,0,0,0,0,6,3,4,3,10,15,56,0,81,0,0,3,5,10,7,34,70,92,73,76,11,386,0,0,3,11,0,4,6,12,10,4,11,18,62,15,15,79,234,160,220,391,743,603,417,450,129,3458,0,0,3,0,5,5,4,7,5,3,8,4,50,0,0,0,0,0,4,3,4,5,8,5,3,25,0,0,7,9,3,6,4,6,3,4,0,7,56,0,0,13,23,13,12,13,10,3,7,7,8,117,0,0,8,37,23,19,33,19,10,7,11,12,195,0,0,8,44,24,30,49,67,38,19,27,23,332,0,0,0,12,10,20,35,38,38,31,25,9,226,0,0,6,6,10,16,35,58,43,36,40,13,272,0,0,6,7,11,26,27,62,65,43,53,6,304,0,0,3,4,4,19,16,60,65,63,70,6,327,0,0
LGA11400,0,0,20,0,0,0,6,0,5,6,3,0,0,0,0,20,0,0,0,5,4,0,0,0,0,0,0,0,18,0,4,7,13,7,7,7,0,0,0,0,3,49,0,0,4,6,4,5,0,0,0,0,0,9,26,48,19,94,161,103,124,100,37,10,3,9,61,759,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,4,0,0,0,0,0,13,0,0,6,0,6,5,0,0,0,0,0,0,23,0,9,16,9,6,8,4,0,0,0,0,9,53,0,0,6,14,17,14,4,4,0,0,0,0,60,0,0,8,7,13,22,14,5,0,0,0,3,69,4,3,3,10,8,13,10,4,0,0,0,5,66,0,0,3,9,5,21,18,5,0,0,0,4,68,4,0,4,15,6,16,18,4,0,0,0,5,76,5,0
LGA11450,22,0,444,0,0,0,3,0,7,9,39,196,111,20,4,394,0,0,5,0,0,0,6,16,92,97,29,5,250,0,3,0,8,4,11,25,77,143,73,18,19,388,0,0,7,3,0,4,4,8,18,4,0,33,84,25,19,166,94,81,163,287,1177,1815,778,166,163,4947,0,0,3,3,0,6,13,29,42,24,3,32,156,3,0,0,0,0,0,0,0,4,6,3,0,20,5,0,12,3,3,0,7,4,8,0,0,8,46,0,4,28,13,3,9,19,25,22,6,4,5,144,3,3,54,20,10,16,25,31,39,16,6,13,227,0,3,15,27,6,24,40,69,64,29,7,12,294,4,0,11,23,6,25,45,86,107,52,14,23,399,0,0,9,7,19,19,69,141,158,73,14,18,514,0,0,4,8,9,25,68,182,244,84,21,20,669,0,0,0,0,7,14,53,153,297,125,30,23,722,6,0
