LGA_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
LGA10800,133,67,79,64,89,122,85,77,64,769,1227,602,582,682,708,863,631,446,211,5958,3,0,0,4,8,5,0,0,0,17,197,87,109,94,152,195,199,129,53,1223,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,13,5,0,34,0,0,0,0,0,0,0,0,0,0,307,151,156,162,158,201,152,90,34,1403,5,0,3,0,0,0,3,0,0,8,0,0,0,0,4,4,0,0,0,5,4,0,0,4,0,4,8,0,0,29,0,0,0,0,0,0,5,0,0,7,15,7,4,7,13,16,10,11,3,87,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,23,7,0,0,0,3,4,0,0,0,14,19,10,15,33,35,61,65,38,26,292,4,3,0,6,0,4,5,0,0,20,0,0,0,0,0,0,3,0,0,8,24,16,21,31,41,66,61,26,13,296
LGA10850,107,78,60,83,96,90,65,35,11,619,1507,783,712,865,1029,1012,762,429,159,7259,0,0,3,5,6,3,0,0,0,32,183,121,99,151,215,265,222,152,70,1481,0,0,0,0,0,0,0,0,0,0,29,17,11,17,17,31,7,11,0,134,0,0,0,0,0,0,0,0,0,0,367,211,200,189,243,287,220,97,39,1850,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,16,18,12,9,5,10,11,4,3,0,68,27,9,12,22,33,58,50,30,4,246,0,0,0,0,4,4,4,7,0,22,0,0,0,0,0,3,0,0,4,9,47,18,25,29,48,67,72,42,14,369
LGA10900,1070,655,574,786,923,1028,913,374,152,6474,14071,8399,6988,9683,10978,11755,9278,4110,1632,76902,85,58,115,190,200,196,188,49,7,1089,1277,834,494,955,1494,1844,2002,1244,441,10583,0,0,0,0,4,3,0,0,0,7,271,190,143,158,209,273,245,134,38,1663,73,44,44,38,20,18,14,10,8,269,2446,1457,954,1424,1924,2041,1894,997,328,13458,9,6,0,4,9,10,16,10,3,60,91,51,41,58,120,91,70,68,8,582,35,33,19,37,53,37,35,20,18,282,31,19,16,19,15,23,16,12,0,146,14,3,11,13,34,37,45,57,22,231,5,0,0,6,7,9,3,4,0,34,24,21,22,20,34,36,47,26,16,250,174,93,80,104,102,122,70,33,5,783,160,63,74,144,229,301,393,260,107,1731,15,11,8,8,19,28,29,17,0,141,15,16,5,19,12,26,17,9,4,121,183,132,68,132,212,311,345,265,97,1751
LGA10950,72,38,48,36,41,35,26,19,13,325,552,326,316,294,393,281,285,183,63,2689,4,0,3,5,5,0,0,0,0,13,79,38,41,42,81,100,72,70,18,540,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,133,107,89,57,106,100,78,73,27,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,3,0,0,0,0,10,0,0,3,5,14,5,10,8,6,47,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,23,18,10,10,22,21,18,17,13,155
LGA11150,124,51,65,57,84,64,43,24,9,534,614,280,373,291,404,312,215,111,40,2633,0,0,0,0,0,0,0,0,0,4,36,23,34,27,45,59,56,35,14,322,0,0,0,0,0,0,0,0,0,0,15,0,3,6,4,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,178,105,98,87,114,109,63,25,12,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,6,0,13,0,4,8,6,5,19,15,17,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,14,6,4,0,33
LGA11200,48,55,49,19,38,23,9,4,0,235,377,215,230,159,274,216,110,47,23,1645,0,0,0,0,6,0,0,0,0,3,33,15,18,16,26,53,50,12,9,239,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,6,42,11,31,23,25,55,26,16,3,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,0,0,0,3,5,0,0,14,0,0,0,0,0,4,5,3,0,17,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,15,0,0,0,0,0,7,0,0,0,8
LGA11250,264,184,250,213,233,229,210,129,82,1794,2944,1912,2115,1859,2353,2661,2050,1222,595,17709,9,4,14,16,12,17,8,0,0,79,109,78,80,158,198,308,361,166,90,1543,0,0,0,0,0,0,0,0,0,0,13,19,13,15,15,36,27,21,9,155,0,0,0,0,0,0,0,0,0,0,396,233,286,327,401,560,507,319,124,3161,3,3,5,3,0,9,4,4,0,40,10,5,3,6,8,10,0,10,0,52,0,4,5,3,0,3,10,0,5,27,7,4,3,5,0,4,4,0,0,27,3,18,10,11,22,13,14,16,5,110,5,0,8,0,0,0,0,0,0,17,8,0,6,0,13,23,23,12,5,98,25,5,12,14,16,19,8,5,0,98,11,0,6,9,15,21,34,16,8,135,6,4,5,9,19,30,30,11,11,124,0,4,3,4,7,7,4,5,0,33,57,45,32,46,98,214,262,206,109,1067
LGA11300,382,559,649,379,330,257,216,133,92,3004,4803,6561,7858,4386,4336,3619,2485,1799,978,36810,148,467,854,482,418,387,256,90,56,3150,157,158,147,120,184,240,206,128,73,1415,0,0,0,0,0,6,0,0,0,10,63,42,75,61,41,48,36,16,5,393,0,0,0,0,0,0,0,0,0,0,1313,1038,1120,1020,1169,1061,936,750,445,8850,0,3,0,3,0,0,0,0,4,9,176,190,124,139,233,204,161,224,101,1547,24,6,11,15,13,11,8,9,5,106,0,4,7,0,4,3,0,0,0,22,4,3,5,0,0,11,4,12,0,40,20,24,20,16,18,25,20,16,6,168,15,23,35,20,19,16,14,3,4,139,31,17,44,22,25,16,9,6,0,168,134,102,118,120,130,139,77,53,15,884,0,10,0,0,7,4,6,5,0,39,9,3,8,8,5,9,3,0,4,39,67,44,48,47,71,56,51,34,22,435
LGA11350,842,483,606,734,807,929,508,194,108,5214,5288,2805,3391,4386,4883,5487,3370,1265,683,31556,46,23,75,122,136,173,141,32,5,753,189,113,92,158,400,484,542,323,149,2458,0,0,0,0,0,0,0,0,0,0,7,3,11,9,11,12,29,9,5,94,0,0,0,0,0,0,0,0,0,0,512,318,418,458,553,651,501,254,116,3770,0,0,0,0,0,0,3,0,0,5,15,15,19,18,20,23,21,12,4,137,12,3,5,9,18,28,9,7,0,97,0,0,0,0,0,0,0,0,0,11,9,3,3,6,4,12,14,6,5,52,0,0,0,0,0,0,0,0,0,7,8,8,12,9,4,5,19,8,4,69,31,26,26,20,25,31,23,11,3,194,33,13,16,18,41,88,133,73,32,448,0,0,0,0,0,3,4,0,0,5,10,3,15,11,9,12,16,6,4,94,38,20,26,40,76,142,128,107,51,631
LGA11400,210,128,113,139,175,151,147,63,25,1155,2893,1418,1191,1556,1889,1784,1561,791,306,13391,3,3,6,8,10,5,8,0,0,45,496,252,184,329,424,482,490,329,125,3112,0,0,0,0,0,0,0,0,0,0,58,44,38,34,43,57,19,12,7,315,20,8,20,6,8,8,0,6,6,71,748,425,274,369,491,498,390,250,69,3504,0,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,5,0,0,20,0,5,0,4,0,0,5,0,0,12,0,0,0,0,5,5,0,0,0,11,0,0,0,0,4,5,6,0,0,14,0,0,0,0,0,0,0,0,0,0,16,9,0,8,7,10,8,0,0,67,26,4,13,8,7,16,10,3,0,100,30,18,14,24,53,74,76,34,10,335,0,0,0,0,5,4,9,6,0,20,3,7,0,4,5,0,3,0,0,21,101,46,38,82,114,159,166,95,41,849
LGA11450,1124,672,860,749,624,459,373,169,112,5139,18705,10199,11900,11953,9841,7373,4980,2286,980,78224,324,152,309,445,273,186,102,20,9,1814,2859,1739,1717,2260,2581,2140,1846,1016,379,16547,155,46,100,91,50,48,24,15,5,528,270,163,197,199,189,151,134,57,28,1384,17,20,19,19,10,10,6,8,4,121,9541,4856,5652,5613,4734,3559,2355,1103,394,37808,4,6,0,0,8,8,4,0,0,40,804,346,559,474,413,282,157,57,21,3120,73,32,58,83,50,46,31,17,4,394,116,51,45,48,50,31,12,7,0,358,22,6,18,17,41,32,28,24,11,195,219,53,135,140,55,37,20,3,3,671,97,41,58,77,62,78,53,30,16,506,432,238,200,262,229,114,73,21,5,1570,110,69,112,129,199,253,228,134,45,1279,13,8,9,9,14,20,31,14,10,134,71,38,34,65,41,32,20,13,0,326,221,166,150,188,234,218,223,120,69,1584
LGA11500,2892,1807,1997,1695,1502,1362,1050,468,309,13074,33854,22104,23305,21101,19564,18554,12077,4777,1668,157001,739,488,674,1006,746,588,400,114,33,4782,2109,1601,1579,2036,2428,3327,3314,1598,472,18464,70,24,39,45,22,19,9,7,0,246,432,253,252,303,307,348,288,150,38,2379,77,49,48,46,32,17,11,16,0,299,7490,4965,4851,5183,5063,5526,4507,2040,562,40189,27,24,22,22,17,28,18,11,0,166,638,331,434,439,474,388,326,173,29,3233,99,71,90,124,105,112,112,63,13,785,396,279,233,154,157,141,83,25,0,1478,14,9,5,29,21,53,61,46,10,247,298,171,184,230,131,139,70,35,13,1262,192,109,136,136,135,140,108,43,9,1007,578,404,378,321,346,290,156,46,9,2535,268,177,206,258,270,442,491,241,75,2421,29,17,7,25,31,41,28,22,4,219,240,148,150,99,90,103,58,29,12,923,294,225,219,238,233,378,370,177,49,2185
LGA11520,1144,830,1716,1232,914,758,567,312,187,7656,14289,10289,16685,13344,11233,9264,6869,4026,2020,88015,185,218,621,681,395,349,293,96,34,2874,556,355,415,635,851,932,1024,641,261,5667,13,0,10,19,6,10,0,0,0,59,71,49,111,134,100,82,77,48,7,687,0,0,0,0,0,0,0,0,0,6,5319,3256,3340,3960,4390,3869,2931,2015,1017,30094,5,5,0,4,0,3,0,0,0,23,686,454,354,402,757,497,283,350,155,3936,21,17,20,35,16,26,30,12,3,186,14,3,8,11,0,9,3,3,3,63,6,12,11,19,22,30,10,16,8,137,127,36,59,95,64,43,48,23,11,514,24,29,59,45,36,41,23,11,13,286,80,54,99,98,67,51,50,13,3,514,304,158,252,272,293,279,271,156,61,2047,0,0,5,5,5,11,5,4,3,38,4,9,9,16,6,3,10,0,7,68,101,79,88,128,174,182,201,114,42,1100
LGA11570,6325,4050,4964,4013,3702,2968,1940,1208,606,29776,71015,46335,53032,46837,43791,36931,24893,15853,7487,346176,2189,2349,3128,3221,3780,4060,2414,893,419,22461,1344,1061,1051,1381,1944,2473,2697,1860,1027,14847,14,18,14,13,14,6,10,4,0,92,575,418,414,512,496,579,423,203,94,3713,0,0,3,0,4,3,0,0,5,21,13998,9680,9399,9915,10484,10525,8030,5230,2390,79642,34,14,13,24,27,21,21,9,0,167,4807,3862,2813,3335,5205,3707,3165,3318,1215,31423,81,69,88,127,122,103,105,69,25,790,147,97,97,71,74,69,38,7,8,605,18,12,19,21,40,46,53,72,57,333,632,292,397,462,302,299,282,137,37,2839,228,174,211,200,212,208,143,85,43,1511,415,353,274,319,353,304,159,62,16,2251,404,294,329,366,473,622,570,321,160,3550,27,15,20,32,48,54,50,31,19,300,103,67,86,51,57,54,51,30,10,513,504,375,313,379,408,549,475,283,203,3481
LGA11600,46,31,48,40,33,32,22,8,3,266,539,313,358,326,393,383,205,137,64,2723,0,0,3,4,0,0,0,0,0,8,58,27,39,56,60,88,60,24,12,417,0,0,0,0,0,0,0,0,0,0,8,4,7,0,13,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,111,76,99,75,95,104,63,40,24,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0,18,0,4,0,0,4,0,0,0,0,17,0,4,12,4,11,16,15,11,3,66,0,0,0,0,3,4,0,0,0,5,0,0,0,3,0,0,4,0,0,11,26,16,22,15,32,36,19,20,12,199
LGA11650,4280,2941,2823,3028,3366,3475,3191,2199,1665,26958,60430,38103,35277,39379,43630,42365,36590,21698,10275,327736,374,247,441,692,677,512,354,108,6,3414,5450,4143,3148,5104,8300,9908,10772,7970,3303,58107,6,0,0,0,4,6,0,0,0,20,816,539,397,567,662,719,781,533,191,5199,65,43,46,36,31,19,8,13,9,268,13248,8479,6484,8227,9915,10862,9611,6240,2284,75356,27,21,17,29,38,43,64,39,13,294,380,224,189,254,408,374,297,218,91,2427,208,135,107,183,194,193,207,100,42,1377,166,90,65,88,72,76,84,43,15,700,53,37,24,58,85,110,134,132,46,670,117,10,53,86,29,24,15,6,4,345,635,400,359,351,426,383,347,239,83,3228,711,333,318,429,402,392,398,139,41,3153,474,288,252,486,884,1254,1542,1187,523,6901,42,34,32,54,65,101,153,107,43,640,199,152,126,142,188,207,190,102,41,1353,843,605,477,679,984,1430,1556,1223,516,8318
LGA11700,89,52,77,52,61,53,33,15,4,427,349,228,254,208,249,267,196,72,19,1831,0,0,0,0,0,0,3,0,0,6,20,9,21,13,20,37,45,21,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,67,43,45,45,58,62,43,23,4,384,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,3,0,0,0,0,14,0,0,0,0,3,3,7,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,6,8,14,9,6,4,51
LGA11720,989,704,967,792,705,753,615,282,136,5950,11376,6894,7149,6869,6987,7177,5519,2540,1049,55561,35,36,61,86,68,57,25,10,0,371,1629,1083,1050,1398,1766,1924,1972,994,395,12224,0,0,0,0,0,0,0,0,0,0,96,64,63,76,116,101,113,54,23,706,0,0,0,0,0,0,0,0,0,3,2206,1265,1417,1391,1429,1530,1223,588,211,11259,3,0,4,3,0,4,4,4,4,25,35,10,24,19,24,26,25,3,0,160,36,11,23,35,27,23,33,31,6,222,21,16,11,11,17,23,17,9,7,138,0,0,6,5,9,20,19,11,6,84,0,0,4,4,0,0,0,0,0,9,34,26,28,27,49,67,44,26,19,328,92,30,42,55,46,57,45,18,6,399,66,70,58,132,221,307,320,163,64,1408,14,24,11,15,28,43,32,21,6,198,39,23,34,33,37,54,35,24,10,286,209,165,150,226,312,422,480,252,98,2323
LGA11730,791,535,509,626,712,827,735,398,143,5283,8303,5012,4148,5147,6708,8352,7401,3989,1617,50670,37,16,46,58,72,88,57,7,0,375,892,637,497,676,1353,1928,2339,1562,654,10529,0,0,0,0,0,0,0,0,0,0,100,73,40,68,65,88,121,71,27,643,0,0,0,0,0,0,0,0,0,0,1247,751,653,798,1157,1663,1563,971,359,9165,0,0,0,0,4,5,5,5,0,13,11,5,4,8,14,12,12,6,0,73,43,22,19,37,37,58,69,25,16,321,11,3,7,3,16,7,6,8,0,61,0,0,0,4,15,17,28,22,4,93,0,0,0,0,0,0,0,0,0,7,8,0,4,6,17,24,30,20,9,116,69,26,32,45,37,70,43,20,7,349,193,118,130,153,253,501,542,394,173,2471,19,11,6,19,15,26,41,32,13,184,27,11,12,12,14,24,19,17,9,152,64,75,48,90,144,283,402,280,109,1484
LGA11750,129,75,93,74,88,78,46,23,3,614,1011,493,693,579,578,581,348,206,75,4564,6,3,6,8,4,3,0,0,0,28,69,38,62,69,78,112,86,50,19,577,0,0,0,0,0,0,0,0,0,0,22,11,4,15,11,8,11,3,0,95,0,0,0,0,0,0,0,0,0,0,248,110,165,133,125,182,122,71,32,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7,5,4,3,0,0,3,0,0,0,17,4,3,0,3,3,20,18,7,10,68,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,3,11,17,7,13,22,30,28,15,5,153
LGA11800,1158,765,796,757,954,1079,852,602,429,7394,13351,8024,7650,8219,9631,10694,8516,4788,2068,72949,74,75,143,155,146,109,99,20,3,827,911,652,512,865,1495,2057,2432,1643,733,11302,0,0,0,0,0,0,0,0,0,0,322,134,127,191,168,147,138,76,41,1331,7,4,0,0,4,6,0,0,0,13,2458,1221,1090,1473,1775,2036,1892,1139,395,13482,4,4,9,5,11,3,10,4,3,51,19,16,14,20,31,22,25,18,11,175,78,60,55,76,65,76,64,47,22,540,0,3,9,7,8,10,8,11,7,64,16,10,5,10,30,35,38,33,24,189,11,5,0,9,3,0,0,0,0,39,40,21,60,35,29,60,56,37,17,351,291,165,118,165,154,155,174,56,16,1293,185,111,106,157,288,367,486,362,137,2184,6,8,10,13,21,32,30,15,11,153,30,25,29,32,43,27,43,17,12,253,119,72,80,139,210,327,432,287,140,1817
LGA12000,93,38,42,59,50,62,83,57,35,518,885,460,356,458,593,558,551,344,116,4313,0,0,0,0,0,0,3,0,0,5,101,57,64,67,131,132,130,93,40,813,0,0,0,0,0,0,0,0,0,0,7,0,3,6,5,4,13,0,0,35,0,0,0,0,0,0,0,0,0,0,280,166,105,142,150,182,154,98,35,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,0,0,12,7,0,0,4,5,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,8,5,11,8,11,6,0,0,55,11,16,7,22,16,22,33,26,8,158,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,3,3,0,11,18,15,18,20,42,74,58,44,23,308
LGA12150,133,59,72,63,87,85,90,39,24,655,797,417,437,377,570,548,436,239,107,3919,0,0,0,0,4,0,3,0,0,11,164,95,103,104,149,159,131,72,32,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,210,100,99,96,128,160,131,76,24,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,4,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,0,0,0,12,9,0,11,12,9,20,25,20,9,107,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,5,7,12,20,18,5,8,73
LGA12160,163,78,90,98,112,152,127,96,38,966,2015,1091,970,1172,1373,1637,1515,964,394,11144,10,0,3,3,9,3,4,0,0,37,338,210,176,233,338,478,604,408,140,2940,0,0,0,0,0,0,0,0,0,0,19,11,13,16,13,11,23,10,0,126,0,0,0,0,0,0,0,0,0,0,551,357,263,299,379,511,423,301,100,3173,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,13,0,0,0,0,4,12,9,0,0,27,4,0,0,0,4,0,0,0,0,12,0,5,0,3,0,8,11,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,22,7,3,5,12,7,11,6,0,0,50,22,8,11,21,32,56,72,40,21,273,0,0,0,0,3,0,8,0,0,13,0,0,0,0,3,0,0,4,0,13,24,23,10,30,39,88,97,79,39,441
LGA12350,213,152,113,127,151,183,145,102,41,1227,2160,1395,1070,1263,1660,1806,1673,993,431,12464,7,5,3,16,4,14,10,3,0,60,288,193,187,221,371,437,533,374,152,2766,0,0,0,0,0,0,0,0,0,0,19,15,12,15,16,25,31,20,8,160,37,34,8,26,19,12,11,6,0,149,540,334,272,303,425,513,509,288,102,3295,0,0,0,0,0,0,0,0,0,4,12,0,3,4,7,10,7,3,0,45,17,22,6,12,13,23,12,8,5,118,9,11,3,9,8,0,4,3,0,41,0,0,0,0,3,4,9,5,3,20,4,0,0,7,0,0,0,0,0,7,3,0,3,3,4,5,4,3,0,28,11,14,7,11,15,10,13,6,0,87,32,16,29,34,59,83,112,72,38,478,0,0,0,3,0,6,9,3,0,23,0,0,0,0,3,0,0,6,0,13,37,31,26,35,52,76,88,67,34,454
