SA4_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
111,872,1357,2227,357,570,924,383,1434,1814,437,3077,3514,1488,8273,9755,1727,5099,6825,6054,3015,9068,5540,3844,9386,6604,3878,10477,7414,3040,10453,5541,2517,8052,5764,2032,7793,13268,3367,16637,10579,663,11244,9133,862,10001,5910,273,6182,14807,1113,15921,6031,1061,7092,998,1502,2495,102887,46972,149852
112,591,918,1501,322,427,755,286,1024,1312,382,2257,2635,1262,6303,7568,1482,4658,6135,5034,2593,7626,4482,3001,7486,5301,2751,8058,6021,1787,7804,4086,1345,5433,4239,941,5175,8380,1423,9799,5736,314,6055,4185,340,4529,2474,101,2576,6059,612,6673,4449,631,5082,941,1337,2272,65722,32759,98479
113,375,527,900,188,217,407,183,625,805,226,1236,1462,802,3361,4167,902,1845,2745,2633,1362,3998,2297,1781,4074,2860,1747,4607,3409,1200,4601,2426,962,3386,2835,732,3570,5562,1042,6606,4009,179,4189,3025,227,3248,1836,59,1888,3841,336,4176,3024,213,3243,669,832,1500,41094,18472,59571
114,526,650,1170,268,286,556,217,609,831,221,1276,1501,891,3849,4738,927,2479,3414,3604,1520,5121,2888,1712,4603,3554,1582,5128,4064,1020,5083,2552,849,3393,2799,589,3390,5247,865,6106,3738,98,3842,2794,176,2974,1659,30,1687,4600,368,4968,2664,181,2846,559,869,1430,43771,19015,62790
115,735,541,1281,292,220,511,217,349,565,217,531,749,710,1596,2307,684,1135,1820,1976,835,2810,1973,974,2946,2597,1061,3666,3312,852,4165,2605,803,3404,3046,603,3651,7367,1180,8546,6434,125,6561,6577,296,6871,5088,52,5145,22666,507,23176,3638,148,3784,583,328,909,70724,12138,82862
116,1044,1064,2105,263,293,555,381,784,1165,518,1749,2267,1397,3579,4979,1654,1742,3396,4245,1269,5514,3880,1818,5701,4969,2138,7109,6398,1627,8035,5405,1345,6755,5601,1070,6675,14024,1727,15751,11037,312,11347,9769,405,10171,6777,142,6921,16393,526,16922,5080,361,5438,1118,795,1915,99966,22768,122728
117,1123,3036,4153,274,621,892,271,1583,1855,310,3078,3390,844,4576,5418,834,2995,3824,2062,2763,4826,2090,3700,5787,2642,4910,7550,3346,4813,8156,2824,4670,7490,3216,4404,7621,8436,10069,18499,7061,1643,8700,6975,3651,10623,5536,1045,6589,24332,7549,31883,3246,2338,5584,567,1218,1782,75973,68643,144616
118,676,1382,2061,204,413,617,215,870,1081,217,1614,1831,572,2929,3501,580,2058,2630,1502,1743,3244,1470,2189,3658,2036,2683,4717,2447,2437,4884,1897,2429,4323,2377,2354,4731,5757,5120,10875,4834,805,5640,5083,1941,7020,3929,550,4476,26385,4936,31317,3534,1315,4849,659,892,1549,64362,38657,103014
119,2667,2754,5416,681,719,1395,897,1857,2748,1002,4244,5245,2874,7995,10872,3171,4074,7246,8602,3072,11676,7446,3802,11246,9293,4334,13628,10809,3566,14376,8142,3070,11214,8561,2451,11016,18344,4150,22492,13788,862,14647,11468,1131,12603,7950,344,8298,23253,1440,24695,7607,966,8573,1817,1661,3473,148377,52476,200853
120,1036,1562,2597,327,428,757,327,870,1197,352,1828,2186,882,3445,4333,982,2311,3290,2531,2005,4534,2374,2537,4905,3245,3061,6305,3984,2930,6921,3206,2638,5845,3484,2349,5835,8586,4836,13422,6847,791,7640,6676,1581,8255,5047,463,5511,24596,2735,27333,3638,934,4573,622,725,1347,78753,38039,116784
121,1440,1545,2987,468,535,1006,426,995,1426,390,1623,2009,1061,3218,4279,1119,2795,3916,2455,2455,4908,2636,2862,5498,3839,3606,7444,4778,3286,8066,3971,3373,7343,4450,2971,7420,10906,6520,17426,8592,562,9159,9188,2144,11335,6923,341,7267,46034,4450,50489,5651,602,6250,790,823,1621,115116,44728,159847
122,526,817,1340,214,358,571,186,597,784,181,1024,1201,573,2555,3118,593,1999,2587,1760,1575,3339,1696,1810,3504,2512,2017,4524,3123,1621,4743,2555,1517,4076,2888,1318,4209,6805,2516,9322,5814,330,6145,5804,878,6685,4397,185,4588,26325,1855,28186,3833,377,4210,538,695,1238,70330,24043,94377
123,748,793,1540,234,215,448,309,644,950,420,1399,1821,1064,3309,4374,1438,1769,3204,3733,1235,4968,3544,1769,5312,4433,1869,6303,5267,1480,6746,4516,1163,5674,4611,902,5518,10684,1310,11994,8430,171,8599,6855,224,7081,4481,50,4538,10662,321,10978,4087,208,4294,871,698,1569,76388,19526,95914
124,786,1058,1847,266,358,623,323,894,1212,367,1871,2235,1149,4696,5845,1424,3001,4425,4042,2123,6167,3875,2713,6593,4955,3022,7979,6079,2443,8519,4975,1904,6879,5325,1531,6855,12068,2307,14376,9671,269,9938,7973,423,8399,5365,76,5435,12552,513,13061,4536,309,4846,834,971,1808,86557,30491,117044
125,2036,2116,4159,502,491,994,707,1474,2178,772,3264,4033,2163,5406,7566,2328,2928,5254,5912,2353,8265,5522,3104,8624,7179,3702,10881,8422,3157,11578,6848,2765,9610,6907,2207,9112,15724,4073,19803,11326,930,12258,9817,1105,10918,6742,413,7155,17979,1626,19605,6018,1061,7080,1422,1279,2703,118322,43448,161771
126,780,1017,1799,258,292,547,249,576,828,231,1079,1307,688,1904,2587,674,1466,2138,1724,1153,2881,1763,1458,3220,2303,1889,4189,2874,1686,4553,2300,1506,3804,2460,1255,3712,6228,2501,8732,4847,284,5130,4603,610,5215,3538,146,3678,15137,907,16044,2500,320,2821,415,435,848,53564,20478,74041
127,2155,1532,3688,451,351,802,659,1087,1745,886,2576,3457,2353,4562,6914,2521,2205,4727,7228,1572,8799,6454,2185,8638,7615,2296,9911,8500,1672,10173,6808,1233,8041,6898,992,7889,14188,1437,15622,11179,187,11365,8783,290,9069,6002,68,6066,14204,370,14568,5902,276,6177,1541,994,2539,114328,25863,140189
128,550,707,1257,246,304,554,194,559,751,169,1080,1250,696,2820,3518,706,1749,2456,2046,1353,3399,2060,1558,3623,2756,1835,4586,3347,1516,4865,2509,1383,3895,2889,1123,4011,7001,2052,9054,6133,188,6318,6086,522,6607,4662,105,4764,17111,684,17800,3176,210,3389,502,509,1005,62825,20268,83097
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
