SA4_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
111,1235,1906,688,1100,1158,347,159,197,67,6850,1964,2387,1483,3291,2383,771,386,505,164,13334,4275,2517,15830,6830,5678,2565,3526,3358,592,45177,238,146,234,444,583,369,187,366,25,2600,333,300,285,598,941,340,242,322,40,3384,93,255,73,156,158,82,51,77,28,974,256,371,250,377,356,185,171,263,353,2575,16504,43685,20733,16665,15833,6093,5272,5971,1714,132466
112,816,1144,401,826,613,269,78,228,59,4437,1243,1211,783,2163,1171,577,177,479,95,7899,3191,1217,9083,4063,2836,1733,1628,2932,397,27080,191,82,135,271,309,248,79,297,15,1633,336,210,187,477,483,280,112,288,49,2423,101,145,62,99,99,57,23,71,24,669,259,306,204,323,223,183,122,306,303,2231,10851,21305,12038,10967,8025,4196,2496,5525,1297,76695
113,585,502,188,475,319,93,65,132,38,2389,751,688,404,1324,710,251,111,278,70,4603,3050,1006,6223,2738,2224,1082,1587,1903,330,20154,184,65,108,208,263,162,112,243,13,1356,264,75,103,250,381,147,109,221,14,1561,53,76,36,49,63,33,25,61,12,412,259,127,134,160,165,131,136,301,198,1612,7672,11551,7886,6506,5269,2287,2329,3843,807,48145
114,578,741,260,506,417,179,62,129,35,2900,774,715,518,1214,684,283,83,219,47,4543,2155,882,6552,2603,1768,1121,1180,1742,255,18261,113,54,104,148,250,172,54,163,6,1058,204,130,139,286,297,164,75,187,28,1515,55,73,43,37,61,41,15,29,5,383,164,145,136,175,163,145,86,162,104,1275,6968,11996,8425,6307,4948,2680,1675,3072,668,46741
115,1452,1544,534,687,1285,424,153,191,65,6338,1748,1685,843,1371,1799,694,192,264,110,8707,3151,1171,7053,1710,2383,1200,1144,1191,276,19284,166,104,81,131,377,156,46,95,4,1176,479,329,243,277,739,312,103,168,28,2684,189,333,84,68,201,68,36,35,22,1026,290,321,133,133,274,123,65,74,261,1678,20640,37247,11084,7114,14130,5227,2396,2848,1520,102199
116,956,1172,799,900,1169,386,720,404,96,6610,1656,1842,1264,2513,2352,920,1229,750,235,12755,2492,1408,8102,3646,3531,1493,2868,2096,447,26088,163,103,149,226,518,220,255,241,24,1894,321,270,274,463,740,285,414,350,46,3167,156,392,122,161,241,108,197,130,42,1560,233,437,217,324,380,185,364,295,564,2991,15774,39651,14646,13644,18979,6619,9438,6657,2493,127895
117,1436,1909,969,918,1004,628,216,529,107,7717,2178,2394,1454,1874,1687,1046,366,753,178,11920,2078,1391,5186,1845,1773,975,683,1117,259,15307,171,149,112,164,230,145,56,125,24,1167,390,397,232,301,517,257,101,189,44,2442,226,472,153,147,185,107,44,120,38,1487,309,481,203,220,263,175,122,233,489,2498,29310,70816,12681,11146,16781,8266,3023,5562,2626,160225
118,1321,1625,444,588,920,460,106,184,107,5754,1446,1516,755,1000,1201,597,170,258,109,7045,1659,790,4323,1196,1135,675,412,748,193,11132,126,101,62,123,175,106,28,62,8,778,392,319,174,249,466,242,71,122,19,2057,240,444,99,98,178,82,33,50,36,1249,302,495,131,182,231,147,51,113,366,2022,24705,51900,8178,6759,11376,6065,1562,2625,2191,115361
119,1775,2009,1284,1421,2176,937,644,758,176,11179,2688,2624,2109,3483,3487,1790,890,1291,318,18679,3312,1614,10173,3912,4025,1862,2231,2391,557,30084,252,155,207,342,680,344,183,258,41,2454,602,398,450,688,1459,576,378,449,102,5102,250,479,206,234,433,206,158,219,48,2229,409,684,389,453,625,345,312,425,746,4380,24356,57506,20024,18156,25609,11830,7687,9780,3569,178515
120,1409,1600,726,744,1130,609,195,524,90,7026,1769,1827,1146,1578,1730,875,282,685,131,10032,1931,1054,4408,1570,1726,902,646,882,209,13323,168,127,77,150,279,134,47,98,17,1102,409,343,192,274,665,297,102,145,40,2479,184,435,105,95,177,86,52,96,37,1258,243,393,152,156,263,153,64,188,438,2049,23954,54563,10030,8866,15427,7027,2538,4751,2163,129302
121,2091,2549,723,912,1662,686,170,305,127,9234,2279,2442,1055,1557,1951,974,212,405,135,11015,2246,1356,4490,1749,1855,1022,456,770,193,14135,191,143,100,136,308,150,44,80,16,1156,560,541,240,305,824,326,106,155,42,3092,366,635,122,107,282,125,29,60,48,1779,383,558,136,182,351,157,77,113,468,2428,40636,84475,10620,10071,20903,8751,1945,3394,2944,183747
122,1773,2083,594,817,1270,570,174,230,89,7607,1955,1946,929,1360,1662,752,222,290,115,9223,2905,1294,7301,1877,1899,1042,749,1083,239,18391,168,142,111,149,324,147,42,94,21,1194,555,427,222,351,773,327,111,156,39,2942,242,277,112,99,193,88,33,38,13,1111,319,388,161,170,303,151,83,110,267,1954,24598,38321,11350,8085,11774,5793,2036,2857,1538,106351
123,803,1054,499,808,858,311,317,215,76,4938,1617,1455,1002,2426,1973,754,524,524,177,10455,3252,1546,10459,3826,3983,1767,3069,2519,536,30958,193,88,127,242,506,235,206,212,26,1837,301,203,226,444,726,308,300,294,33,2834,89,182,92,103,178,68,62,85,22,888,200,245,202,261,338,146,222,216,359,2196,11423,22448,14175,11339,12550,5025,5646,5003,1666,89270
124,1031,1353,484,1010,1039,311,252,218,71,5767,1816,1899,1112,2601,2416,770,558,453,166,11798,3894,1986,12622,4709,5090,2028,3536,2990,616,37470,198,124,176,272,619,268,220,266,22,2167,399,265,270,485,855,271,289,313,37,3180,118,184,90,88,195,72,69,72,14,904,218,297,194,265,348,177,260,214,327,2293,13845,28561,16663,13033,14727,5256,6227,5437,1707,105458
125,1206,1350,973,976,1390,587,566,652,120,7836,1923,1958,1784,2793,2516,1211,967,1148,265,14562,2074,1259,6631,2819,2799,1235,1723,1664,421,20614,179,106,161,246,447,208,153,180,18,1694,344,288,330,464,853,325,263,286,64,3221,236,543,166,203,271,137,165,173,56,1951,286,507,319,322,434,216,259,366,799,3512,19807,54693,15470,14567,20921,8768,7460,8311,3402,153400
126,806,960,407,416,782,281,123,184,51,4004,961,1017,699,846,1045,531,173,287,70,5628,1117,610,2674,894,1043,539,360,475,108,7816,84,76,57,73,186,86,28,57,7,643,232,210,143,163,436,147,63,83,21,1501,135,250,86,69,126,59,39,39,23,822,145,258,100,85,195,82,33,56,229,1189,14618,36752,6635,5250,10736,4444,1504,2197,1294,83416
127,992,1207,799,908,1393,422,534,421,100,6777,1872,1821,1415,2807,2850,1069,897,693,236,13650,2767,1409,9219,3686,3798,1664,2915,2303,515,28271,177,92,173,263,538,235,236,255,34,1999,356,277,348,568,913,320,422,394,62,3652,145,270,146,106,226,91,123,108,21,1230,268,414,283,347,474,207,342,357,535,3234,13208,31041,14829,12567,16816,6248,7052,5808,2242,109811
128,1236,1536,463,927,1221,393,113,176,85,6163,1969,1760,871,1747,2119,732,192,232,127,9748,3458,1427,9096,2291,2914,1331,1102,1386,324,23330,163,117,101,145,393,196,53,87,6,1255,495,317,219,341,920,295,104,184,30,2908,148,219,69,75,193,72,17,45,13,861,225,272,105,195,357,136,59,91,174,1622,16515,28623,12102,8158,12259,4592,1971,2677,1205,88102
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,12,21,7,15,10,3,3,3,0,87,14,23,18,31,23,11,7,23,3,145,40,19,139,75,38,34,58,76,5,502,0,3,5,8,9,9,0,9,0,37,4,9,5,4,3,0,8,12,0,47,5,7,0,3,3,0,0,0,0,16,6,12,4,13,9,9,8,14,16,94,186,453,205,217,159,95,124,224,44,1714
