SA4_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
111,13471,480,35,13984,73,14,0,0,87,12,0,12,99,8,0,107,141,28,3,5,171,8,0,11,184,8,0,190,213,43,0,5,258,20,0,22,283,15,0,299,11446,1652,365,95,13558,153,38,191,13755,496,36,14284,1643,342,65,36,2092,60,24,85,2173,392,11,2574,16,5,3,19,35,0,0,0,35,0,37,76,13101,1994,441,148,15687,213,59,275,15959,887,83,16928,2883,381,74,22,3358,31,5,36,3398,173,7,3575,3384,518,80,21,4002,47,14,59,4066,137,5,4206,171,32,59,0,258,4,0,3,262,14,0,279,21,0,0,20,44,0,0,0,42,3,9,55,6461,932,213,69,7665,79,19,103,7764,322,24,8114,36,9,3,0,47,10,0,10,57,9,0,65,87,17,0,4,104,5,6,6,110,3,0,116,121,23,4,4,150,13,6,11,163,12,0,175,6579,950,215,68,7817,89,22,120,7935,337,24,8291,836,147,35,22
112,7426,361,26,7811,21,16,0,0,38,0,0,3,47,8,0,47,92,14,4,0,113,6,8,14,129,11,0,141,113,31,8,0,152,12,9,23,173,15,0,187,5827,1345,205,107,7480,74,44,117,7599,374,29,8001,1066,285,49,64,1461,27,12,37,1497,273,5,1769,9,0,0,4,17,0,0,0,16,3,47,72,6899,1633,251,172,8958,100,57,155,9109,654,80,9844,1530,296,51,12,1889,20,7,21,1916,120,4,2041,1996,514,57,18,2595,17,14,29,2626,137,5,2765,86,35,33,5,158,0,0,4,157,17,0,176,25,4,0,33,52,0,0,3,54,11,5,73,3637,850,141,67,4692,41,20,60,4752,284,17,5054,16,10,0,0,22,0,0,5,26,3,0,35,50,8,0,0,62,4,6,5,68,9,0,78,65,20,0,0,87,4,7,11,92,14,0,114,3697,872,148,67,4782,42,24,69,4848,302,25,5170,516,164,30,23
113,5709,165,12,5889,27,6,0,0,32,12,0,12,40,4,0,44,55,9,0,0,72,10,3,8,82,7,0,83,88,17,0,0,106,17,3,23,123,6,0,136,5105,495,82,73,5759,62,12,79,5835,174,16,6022,872,137,23,40,1071,22,16,38,1107,240,4,1352,5,6,0,3,20,0,0,0,21,4,20,49,5989,636,110,116,6848,90,30,115,6967,418,39,7421,1534,137,20,8,1698,10,4,13,1711,67,0,1779,1507,141,13,14,1682,14,0,14,1694,41,4,1742,53,11,21,0,81,0,0,0,81,6,0,85,11,0,0,9,23,0,0,0,23,3,0,28,3104,289,50,37,3487,20,4,26,3512,116,9,3633,19,0,5,0,21,7,0,7,31,6,0,29,26,7,0,3,40,0,0,0,37,4,0,42,46,7,5,3,62,7,0,10,70,10,0,71,3150,302,50,42,3544,28,3,34,3577,122,9,3708,424,61,9,9
114,4537,228,4,4765,13,4,0,0,21,8,0,11,35,4,0,31,69,10,0,0,78,8,0,6,90,4,0,89,83,17,0,0,97,17,0,15,123,8,0,124,3696,698,139,58,4593,47,17,64,4658,233,4,4892,727,150,32,33,941,32,0,36,976,200,0,1180,8,3,0,3,12,0,0,0,12,0,24,35,4432,848,177,95,5546,79,20,97,5645,432,31,6108,992,163,36,5,1191,5,6,12,1203,66,0,1273,1189,247,39,14,1493,15,4,20,1513,65,0,1577,70,16,9,3,93,0,0,0,93,3,0,100,14,0,0,13,34,0,0,0,34,0,0,37,2264,424,88,37,2810,23,15,32,2844,137,3,2988,4,4,3,0,14,4,0,4,18,0,0,21,29,4,0,0,32,9,0,11,40,4,0,45,38,9,3,0,47,10,4,14,60,7,0,66,2299,430,90,38,2859,32,16,43,2908,142,3,3057,371,92,13,18
115,12625,443,28,13101,126,18,4,0,150,34,0,33,187,4,0,190,152,33,0,0,191,15,9,27,222,7,0,225,277,54,10,9,339,48,7,61,402,15,0,418,10577,1530,531,152,12794,204,39,244,13029,462,28,13522,2247,381,141,59,2835,46,7,55,2886,446,3,3339,33,5,4,33,71,0,0,0,71,4,52,124,12851,1917,680,245,15697,247,43,295,15992,909,89,16986,3530,384,112,13,4048,69,10,76,4121,163,3,4289,2494,517,111,18,3147,35,7,43,3186,106,7,3296,349,77,104,8,541,3,0,3,542,27,0,571,33,8,3,34,72,0,0,0,78,4,6,86,6417,984,330,72,7803,105,17,126,7927,302,17,8251,82,12,0,0,99,11,0,7,110,5,0,117,101,30,5,0,130,12,0,13,153,3,0,156,186,41,5,0,235,23,0,27,258,9,0,270,6602,1021,334,78,8034,128,16,149,8189,307,17,8516,1289,187,77,27
116,15630,990,54,16669,275,45,19,10,353,53,3,58,414,30,0,444,315,60,22,3,395,34,9,51,444,26,0,472,593,99,37,16,751,91,16,110,857,59,4,915,12533,1999,1290,258,16086,355,50,400,16485,1048,60,17592,3511,886,503,144,5041,203,45,246,5287,1648,28,6963,56,8,3,83,147,0,0,6,153,17,108,279,16089,2887,1797,488,21266,558,97,650,21924,2711,199,24834,4038,483,304,27,4854,84,17,105,4959,318,14,5289,2187,477,226,33,2918,48,8,63,2977,236,9,3222,375,68,165,3,613,8,4,11,623,37,6,662,33,7,5,56,103,4,0,4,100,11,11,122,6633,1038,699,120,8488,144,32,174,8661,601,35,9297,146,27,6,4,182,39,9,50,233,12,0,248,127,30,10,3,166,19,12,28,193,13,0,210,271,56,13,3,354,60,16,76,428,28,0,453,6903,1097,716,125,8839,205,46,244,9087,631,35,9751,1690,422,233,61
117,5596,293,16,5902,60,3,10,0,71,12,3,13,86,13,0,98,51,16,0,3,77,6,3,11,81,4,5,87,116,22,10,3,148,11,3,17,170,20,5,188,4461,902,236,35,5632,105,21,129,5761,314,13,6085,817,197,54,20,1095,34,13,46,1139,332,4,1477,18,9,0,5,34,0,0,0,34,0,21,55,5293,1105,296,62,6757,142,38,174,6933,641,43,7615,1334,200,59,4,1598,33,5,36,1628,114,0,1741,826,216,32,4,1077,14,0,19,1101,62,3,1167,99,29,27,0,158,0,0,0,161,12,0,171,0,0,0,9,8,0,0,0,8,0,0,13,2261,450,122,11,2845,48,10,54,2898,193,3,3096,28,0,8,0,30,4,6,11,40,0,0,49,28,4,0,0,33,11,0,10,47,4,0,43,56,4,10,0,65,17,4,19,82,6,0,96,2315,455,133,11,2913,58,15,75,2984,201,3,3185,380,103,29,13
118,7978,296,7,8288,53,9,0,0,62,11,0,11,77,5,0,85,95,11,0,3,115,3,0,7,121,4,0,123,155,22,0,3,177,15,0,21,195,8,3,202,6723,1030,213,90,8050,106,16,119,8176,306,12,8491,1450,217,47,46,1756,27,3,32,1791,197,3,1986,18,0,0,5,29,0,0,0,29,0,28,57,8193,1248,257,142,9842,132,21,154,9989,500,47,10541,2008,273,55,11,2349,42,9,53,2402,164,0,2563,1657,314,36,9,2012,31,5,35,2051,67,0,2117,171,36,34,0,249,0,0,0,249,10,0,253,13,3,0,29,55,0,0,0,55,0,3,63,3852,632,123,51,4664,73,9,80,4747,242,3,4989,38,15,0,0,48,8,0,8,56,0,0,60,46,12,0,0,56,3,0,4,65,0,0,63,82,24,0,0,112,14,0,9,120,0,0,126,3936,657,124,52,4769,78,11,90,4867,245,6,5116,837,121,18,24
119,14693,1398,64,16153,133,33,17,7,182,52,9,57,238,43,0,285,205,77,29,9,316,68,26,90,410,53,0,465,337,106,44,11,495,120,32,149,651,101,0,751,10410,2499,1731,238,14884,361,93,453,15337,1498,63,16904,3797,1572,1041,248,6652,430,113,540,7199,4168,62,11424,27,21,13,76,136,8,0,8,141,35,176,349,14229,4094,2784,568,21672,795,208,1000,22674,5701,304,28681,2996,456,301,24,3775,90,20,106,3880,411,8,4302,2369,808,327,31,3528,63,13,76,3612,423,6,4037,426,151,341,8,921,15,0,17,937,104,0,1043,27,12,3,51,97,0,0,0,97,21,9,125,5822,1424,969,112,8328,163,36,200,8527,961,19,9507,80,16,9,0,103,23,0,32,131,24,0,160,95,36,22,3,152,41,11,47,199,41,0,245,175,47,32,4,255,65,15,79,336,67,0,400,5999,1471,1002,117,8582,233,45,276,8858,1030,23,9910,1893,830,501,139
120,9007,426,25,9459,98,9,4,3,123,12,3,11,136,12,0,147,104,10,4,0,125,8,3,14,139,4,0,148,209,22,6,5,249,16,6,26,272,18,0,291,7372,1263,352,108,9095,155,28,183,9279,444,25,9751,1645,324,155,35,2160,56,12,64,2226,418,26,2668,12,0,0,18,37,0,0,0,34,4,56,95,9025,1589,512,163,11289,205,36,248,11538,870,104,12506,2439,292,86,11,2826,53,14,69,2892,182,4,3074,1617,385,67,12,2076,28,5,35,2115,97,0,2215,175,52,67,0,297,7,0,7,301,30,0,333,11,0,0,21,37,3,0,3,39,9,0,46,4240,736,212,48,5239,90,18,108,5349,312,6,5664,59,3,0,0,65,3,0,3,71,5,0,79,50,12,8,0,68,3,3,10,79,3,0,84,110,16,10,3,135,5,3,15,152,7,0,160,4350,749,226,49,5371,104,25,123,5498,320,11,5830,777,149,61,24
121,16902,704,45,17653,259,10,7,4,276,23,5,27,305,8,0,312,221,14,4,0,243,12,0,12,255,17,0,269,479,25,12,10,522,32,3,36,556,22,0,581,14726,1873,417,121,17135,279,44,322,17459,721,52,18232,3393,445,129,45,4015,69,10,77,4095,540,10,4645,25,0,3,18,43,0,0,0,49,5,59,112,18141,2322,553,187,21196,343,60,402,21603,1270,119,22989,4767,470,108,29,5370,106,20,130,5501,286,9,5792,3381,609,84,17,4082,62,7,68,4148,148,0,4301,326,48,53,5,433,8,0,8,442,17,0,460,22,4,4,40,80,4,0,4,82,7,11,96,8497,1129,255,82,9964,183,25,210,10173,453,24,10651,134,9,0,0,138,8,6,14,157,10,0,168,130,13,6,0,149,3,0,3,150,9,0,159,264,19,7,0,285,15,6,18,307,19,0,326,8760,1150,260,84,10250,194,36,233,10478,477,24,10978,1920,222,48,24
122,11002,387,24,11414,58,5,0,0,65,5,0,5,71,5,0,76,99,12,0,0,111,7,0,7,117,10,0,122,158,15,0,0,174,9,0,9,187,16,0,198,9171,1431,359,84,11041,134,11,141,11183,403,24,11613,1738,246,55,34,2069,26,4,32,2102,180,9,2288,17,7,0,9,28,0,0,0,28,0,32,56,10924,1678,416,122,13140,161,13,175,13316,584,60,13956,2808,393,86,10,3288,48,13,59,3352,181,0,3534,2777,465,59,11,3312,31,3,32,3349,91,5,3440,287,67,48,0,393,3,3,6,398,28,0,431,17,4,0,20,40,0,0,0,37,7,4,47,5880,921,192,41,7035,76,14,99,7133,313,10,7448,55,10,0,0,58,10,0,10,71,4,0,74,70,9,0,0,77,0,0,0,78,3,0,82,118,11,0,0,134,16,0,16,150,3,0,152,5999,939,193,44,7169,94,14,109,7278,316,10,7601,1004,136,38,18
123,10675,628,46,11345,88,17,10,7,119,23,6,28,143,18,0,165,179,49,22,10,257,28,4,33,292,33,0,320,263,70,33,14,379,53,8,60,439,47,0,486,8032,1680,940,190,10838,232,37,270,11114,672,43,11833,2379,682,387,120,3569,124,22,153,3722,1117,15,4849,21,9,6,28,62,0,0,0,59,4,83,154,10428,2371,1333,336,14475,361,61,423,14897,1796,139,16831,2309,335,208,17,2872,57,6,62,2927,193,4,3125,1798,487,181,22,2486,32,7,42,2530,183,4,2718,326,92,147,4,579,9,0,3,579,23,0,605,19,6,4,39,65,0,0,0,65,8,8,82,4454,916,541,83,5994,93,17,110,6102,411,20,6536,53,14,4,0,77,13,0,15,93,15,0,103,93,17,6,3,119,12,3,16,135,17,0,157,144,33,12,8,194,23,4,36,226,33,0,260,4598,949,553,87,6190,121,24,140,6328,439,20,6790,1161,342,175,44
124,11465,540,46,12055,77,24,5,0,103,21,4,18,123,12,0,135,105,24,11,6,147,9,0,9,161,15,0,178,183,49,12,7,252,25,8,29,281,29,0,316,8859,1753,792,179,11595,129,31,157,11750,570,46,12369,2267,541,254,88,3144,92,9,101,3244,584,6,3836,26,5,0,40,72,0,0,0,70,4,51,127,11154,2301,1053,304,14808,218,40,255,15066,1157,107,16331,2600,378,163,27,3167,44,9,46,3217,195,5,3415,2115,537,163,14,2833,19,9,29,2860,184,11,3052,390,94,116,5,600,10,0,10,608,36,0,647,32,3,6,39,81,0,0,0,80,4,9,94,5135,1013,451,83,6681,73,14,86,6766,413,24,7205,47,12,3,5,64,4,0,4,66,9,0,78,77,9,5,3,96,5,0,8,100,0,0,100,129,20,4,5,155,7,0,13,167,8,0,175,5261,1037,451,92,6841,84,12,95,6934,428,24,7383,1120,291,128,35
125,13083,1109,63,14251,375,43,28,15,458,57,3,58,518,33,0,552,268,63,31,9,362,48,17,66,428,50,0,480,640,101,53,23,822,105,24,130,948,84,7,1031,10057,1968,1322,269,13616,333,82,418,14031,1191,64,15285,3837,1215,768,231,6055,375,104,478,6532,3821,67,10423,49,10,12,102,171,0,0,0,171,28,218,417,13946,3190,2098,600,19840,709,190,901,20737,5041,344,26117,2853,349,217,12,3435,79,16,95,3528,314,5,3844,1868,542,204,22,2635,47,16,62,2697,288,0,2988,306,99,249,3,652,19,0,19,671,59,0,727,33,3,5,57,106,0,0,0,105,15,13,129,5058,994,680,100,6832,149,27,175,7003,668,28,7695,164,26,11,6,204,35,0,35,238,22,0,260,114,28,19,9,163,32,14,46,212,31,0,243,278,55,30,10,373,65,14,78,445,53,5,501,5333,1043,708,113,7201,211,43,254,7452,715,26,8197,1792,652,413,89
126,7372,348,28,7746,146,11,0,0,158,18,0,18,181,8,0,179,136,12,0,0,148,16,0,18,165,4,0,170,282,23,4,0,308,33,0,33,340,12,0,353,6138,978,339,77,7525,171,18,188,7712,359,28,8095,1483,287,101,35,1904,47,15,59,1964,369,4,2336,6,9,0,19,38,0,0,0,38,4,34,71,7631,1269,438,132,9466,216,29,241,9704,727,69,10504,1852,226,58,9,2150,46,7,57,2201,129,0,2333,1289,275,59,0,1631,30,11,34,1663,71,5,1736,134,40,55,6,232,4,0,4,241,9,3,249,6,3,0,16,28,0,0,0,27,5,3,35,3276,549,178,31,4040,77,17,91,4129,208,11,4357,76,4,0,0,85,9,0,9,91,6,0,95,71,11,0,0,77,16,6,15,94,3,0,105,141,17,0,0,163,23,6,21,185,10,0,194,3424,563,185,32,4206,98,19,116,4315,221,11,4556,728,133,44,11
127,11552,1233,49,12842,134,33,16,0,187,76,7,81,265,43,0,308,167,48,34,7,253,41,21,66,318,57,4,379,301,76,43,11,443,116,35,145,587,101,5,689,8212,1946,1416,202,11782,309,58,364,12142,1336,56,13532,3275,1393,849,175,5691,339,170,506,6195,5175,58,11433,26,6,16,79,126,0,0,0,126,37,172,339,11520,3348,2278,452,17600,645,228,869,18471,6545,285,25304,2393,326,250,15,2989,69,6,74,3067,361,0,3430,1687,525,273,19,2506,51,10,65,2568,381,4,2956,323,105,233,8,668,7,6,13,680,91,3,776,28,9,10,57,100,3,0,3,106,24,28,155,4420,969,774,109,6262,131,18,153,6415,858,39,7313,83,22,13,8,119,50,6,58,180,31,0,212,97,40,20,3,155,26,22,51,207,35,0,241,179,60,33,4,277,78,34,112,385,64,7,451,4602,1024,803,110,6542,208,52,265,6806,917,44,7763,1654,792,452,96
128,9653,319,24,9990,41,4,3,0,50,3,0,3,58,0,0,60,72,8,3,3,89,4,0,4,94,6,0,96,117,17,11,3,144,9,0,9,149,6,0,157,7906,1277,437,82,9698,88,11,99,9799,328,24,10149,1183,223,87,24,1515,28,9,41,1555,186,6,1742,8,3,5,15,28,0,0,0,28,0,25,54,9100,1504,522,119,11240,112,23,138,11375,512,56,11943,2135,291,94,6,2527,22,0,21,2553,121,0,2675,2218,445,109,9,2777,19,7,26,2808,97,7,2907,258,84,51,3,399,5,0,8,406,11,5,425,14,4,0,14,35,0,0,0,35,0,5,42,4622,825,253,39,5749,45,11,53,5804,236,9,6046,24,5,0,0,32,5,0,5,33,0,0,33,44,3,0,0,48,0,0,0,46,7,0,49,67,10,0,0,77,3,0,3,82,4,0,90,4693,841,253,39,5828,51,11,65,5886,242,9,6136,641,105,40,19
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
