SA4_CODE_2021,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
111,4504,2185,2261,4452,2310,2467,4780,2393,2524,4913,2412,2625,5044,11470,12221,23689,2348,2519,4865,2329,2497,4828,2228,2499,4730,2330,2456,4785,2170,2369,4536,11403,12339,23745,2175,2247,4421,2113,2287,4403,2079,2254,4334,2145,2348,4496,1941,2188,4131,10462,11322,21783,1921,2125,4044,1836,2145,3985,1819,1987,3811,1869,2073,3937,1937,2177,4116,9383,10504,19889,1663,1777,3436,1543,1769,3308,1483,1659,3144,1176,1507,2688,1201,1331,2532,7063,8048,15112,4478,5728,10206,2533,3916,6443,1184,2218,3403,247,656,904,20,96,121,191024,199494,390519
112,3202,1672,1778,3447,1741,1857,3594,1743,1990,3731,1845,2077,3926,8535,9370,17906,1883,2049,3937,1893,1985,3879,1913,2121,4034,1832,2016,3850,1870,2021,3892,9400,10195,19593,1878,1946,3823,1759,2010,3764,1818,1996,3811,1849,1897,3741,1772,1866,3637,9077,9716,18786,1775,1763,3534,1730,1675,3403,1574,1592,3167,1572,1534,3108,1574,1668,3242,8217,8232,16454,1232,1228,2460,1252,1315,2573,1059,1244,2306,1003,1069,2070,948,1024,1974,5498,5888,11383,3508,4322,7835,2024,2912,4945,951,1637,2583,215,503,715,23,68,93,124435,132624,257061
113,1870,958,988,1946,1048,1002,2044,1007,1037,2044,1055,1070,2120,5006,5023,10033,1035,1144,2183,1054,1087,2142,1047,1072,2122,985,1048,2032,984,934,1913,5105,5287,10392,951,969,1920,913,960,1873,885,882,1763,939,857,1794,900,839,1738,4584,4502,9088,820,835,1651,801,852,1653,711,787,1495,756,783,1537,807,798,1606,3890,4052,7947,623,611,1230,597,664,1265,570,623,1192,495,548,1038,505,553,1060,2791,3001,5791,1979,2326,4305,1065,1541,2609,428,838,1264,94,244,338,10,30,45,81361,82302,163656
114,1943,991,1073,2063,1014,1142,2166,1113,1292,2409,1149,1181,2330,5208,5701,10908,1188,1279,2465,1218,1304,2519,1182,1298,2486,1140,1317,2456,1157,1282,2448,5890,6484,12372,1202,1368,2566,1175,1271,2444,1156,1280,2441,1225,1327,2548,1161,1300,2457,5910,6551,12462,1206,1300,2505,1165,1252,2418,1188,1261,2448,1201,1223,2424,1252,1341,2590,6010,6373,12386,1018,1026,2043,998,1005,2004,916,990,1905,798,846,1647,706,769,1478,4445,4634,9078,2832,3093,5916,1489,1825,3318,557,961,1516,108,266,380,10,37,53,78909,82094,161006
115,3271,1531,1665,3193,1611,1639,3247,1656,1713,3366,1583,1703,3285,8073,8291,16362,1528,1589,3114,1477,1543,3020,1373,1463,2836,1423,1553,2971,1390,1452,2846,7184,7593,14780,1383,1421,2802,1291,1378,2668,1229,1323,2550,1267,1330,2593,1088,1230,2317,6250,6684,12931,1150,1223,2375,1117,1218,2334,1096,1110,2205,1042,1134,2173,1079,1169,2249,5479,5867,11343,908,951,1858,816,931,1746,887,862,1753,666,730,1389,664,678,1344,3946,4140,8084,2335,2707,5046,1275,1648,2928,550,1010,1559,157,318,477,14,48,65,130838,133529,264371
116,4126,1982,2032,4016,1962,2077,4042,2002,2084,4088,2016,1983,3993,10060,10197,20257,1921,1914,3836,1761,1924,3692,1758,1810,3566,1648,1866,3509,1538,1708,3247,8626,9217,17836,1533,1710,3245,1537,1638,3182,1383,1515,2901,1302,1493,2795,1294,1479,2772,7054,7841,14897,1220,1430,2647,1218,1339,2555,1134,1275,2408,1156,1230,2384,1069,1295,2361,5792,6563,12352,924,979,1901,772,909,1679,760,794,1554,631,691,1321,558,664,1221,3636,4048,7681,2202,2651,4861,1064,1629,2693,401,847,1248,97,260,359,14,29,38,200107,200894,400997
117,3098,1702,1375,3077,1689,1561,3246,1724,1527,3255,1719,1422,3143,8560,7261,15817,1591,1446,3040,1476,1299,2775,1384,1236,2624,1316,1244,2559,1290,1188,2481,7062,6415,13477,1160,1170,2327,1126,1161,2292,1135,1128,2265,1027,1126,2161,956,1003,1958,5407,5595,10999,1006,980,1990,973,955,1923,935,880,1812,918,887,1808,872,818,1686,4706,4521,9222,745,790,1532,688,699,1389,597,656,1250,548,578,1133,503,501,1010,3087,3230,6315,2052,2354,4404,1062,1416,2475,435,676,1108,64,191,253,6,16,26,170509,160839,331340
118,2909,1452,1423,2878,1420,1479,2896,1402,1439,2838,1426,1412,2838,7133,7224,14358,1306,1425,2737,1216,1318,2534,1217,1300,2514,1160,1257,2420,1106,1226,2335,6002,6526,12529,1120,1211,2332,1023,1138,2162,1038,1104,2144,971,1130,2102,941,1037,1982,5092,5622,10715,957,1092,2047,973,1123,2092,899,1121,2020,1011,1146,2155,1039,1189,2229,4879,5668,10540,870,1005,1875,775,971,1747,726,872,1602,660,766,1426,633,752,1388,3667,4372,8037,2544,3263,5806,1561,2153,3718,770,1308,2076,203,444,644,26,81,100,126084,135328,261410
119,7040,3564,3664,7235,3536,3680,7214,3775,3802,7574,3375,3450,6825,17742,18138,35884,3422,3596,7013,3302,3518,6819,3096,3256,6347,3093,3309,6399,2979,3295,6275,15888,16972,32856,2833,3029,5866,2782,3095,5881,2656,2947,5602,2439,2657,5096,2297,2541,4844,13013,14270,27278,2366,2516,4884,2308,2491,4796,2152,2326,4479,2244,2391,4635,2224,2248,4472,11295,11969,23268,1888,2107,3991,1802,1892,3694,1727,1824,3551,1534,1639,3176,1379,1580,2962,8324,9039,17365,5940,7305,13251,3843,5130,8978,1713,2732,4443,371,867,1240,33,108,145,301606,303505,605118
120,3552,1670,1837,3512,1701,1907,3603,1808,1967,3774,1656,1959,3614,8595,9463,18061,1649,1815,3458,1506,1649,3159,1448,1607,3055,1416,1517,2930,1373,1567,2937,7397,8150,15544,1375,1511,2888,1238,1502,2741,1271,1468,2744,1130,1351,2483,1148,1356,2502,6160,7195,13362,1127,1361,2493,1078,1325,2408,1052,1178,2233,1076,1211,2285,1052,1183,2231,5384,6261,11644,864,1051,1913,857,1022,1878,749,847,1596,677,776,1451,651,768,1422,3798,4468,8267,2710,3435,6144,1734,2395,4128,795,1343,2140,165,482,648,10,74,78,148502,156267,304771
121,5098,2388,2632,5018,2559,2793,5343,2504,2746,5249,2530,2565,5095,12434,13364,25799,2329,2565,4894,2252,2396,4650,2080,2369,4453,2079,2323,4407,2074,2229,4306,10822,11891,22710,1949,2202,4153,1971,2262,4232,1803,2032,3840,1758,2128,3884,1675,2081,3756,9163,10707,19867,1668,2008,3680,1681,2094,3770,1651,1924,3576,1727,1894,3625,1793,2094,3884,8519,10019,18539,1494,1820,3310,1422,1666,3090,1376,1523,2902,1123,1326,2453,1190,1324,2514,6604,7660,14267,4395,5437,9835,2574,3642,6212,1243,2148,3396,312,795,1100,28,95,124,204179,219868,424045
122,3443,1739,1861,3599,1759,1782,3547,1704,1732,3441,1748,1727,3476,8672,8835,17513,1678,1688,3367,1467,1511,2977,1436,1504,2940,1472,1545,3017,1315,1355,2674,7372,7603,14968,1220,1425,2648,1245,1290,2536,1207,1283,2493,1208,1332,2538,1087,1245,2327,5966,6570,12539,1139,1220,2360,1063,1147,2206,1062,1256,2316,1108,1217,2329,1177,1297,2472,5548,6131,11674,1002,1158,2157,905,1128,2033,944,1148,2094,792,957,1747,786,908,1690,4427,5297,9722,3129,3644,6773,1685,2451,4137,798,1501,2305,248,455,706,11,86,101,128929,134623,263554
123,3209,1639,1708,3346,1586,1782,3368,1637,1828,3462,1596,1721,3313,7987,8713,16700,1628,1743,3368,1558,1640,3199,1455,1601,3056,1485,1578,3063,1328,1526,2854,7455,8086,15545,1327,1486,2814,1315,1420,2737,1255,1392,2644,1224,1355,2580,1209,1273,2477,6332,6926,13255,1122,1282,2404,1090,1233,2324,1053,1118,2168,1030,1153,2183,1072,1060,2133,5372,5834,11206,879,907,1779,746,812,1558,665,756,1417,580,615,1192,527,627,1151,3398,3704,7098,2020,2399,4415,921,1370,2291,289,740,1027,87,235,322,3,30,35,146172,151122,297292
124,3839,1870,1950,3819,1890,1991,3881,1974,2040,4013,1902,2111,4014,9504,10057,19564,1974,2136,4109,1823,2079,3901,1815,2000,3821,1769,1983,3749,1724,1898,3620,9103,10094,19198,1611,1838,3450,1543,1798,3340,1544,1719,3263,1547,1689,3239,1601,1624,3225,7848,8669,16513,1456,1618,3078,1469,1519,2985,1329,1486,2807,1357,1495,2852,1352,1464,2814,6955,7588,14546,1087,1193,2283,992,1071,2066,942,1002,1943,751,900,1650,675,850,1528,4451,5015,9465,2596,3293,5888,1302,2001,3302,455,979,1434,105,338,442,4,55,57,163198,168862,332056
125,4898,2554,2660,5210,2515,2642,5158,2613,2638,5253,2525,2564,5086,12613,12998,25605,2331,2455,4791,2295,2488,4785,2276,2273,4549,2224,2308,4526,2154,2181,4337,11289,11701,22991,2042,2096,4139,1901,2067,3964,1874,2081,3955,1761,1894,3653,1640,1715,3350,9207,9849,19060,1524,1743,3264,1574,1608,3181,1429,1567,2993,1515,1567,3081,1460,1476,2936,7495,7957,15455,1273,1292,2569,1117,1242,2362,1109,1118,2228,998,1073,2074,876,1004,1874,5371,5735,11106,3573,4322,7895,2097,2634,4727,884,1487,2373,193,501,692,21,55,77,251582,241931,493515
126,2304,1106,1243,2349,1220,1277,2498,1208,1248,2457,1157,1166,2321,5770,6161,11931,1056,1192,2253,1030,1113,2143,998,1114,2110,970,1188,2157,996,1140,2135,5056,5743,10803,964,1107,2075,944,1068,2012,861,1004,1861,827,993,1818,798,935,1729,4393,5106,9502,799,859,1662,868,843,1711,732,805,1533,683,792,1480,736,823,1560,3825,4114,7943,618,664,1277,505,588,1092,523,599,1119,433,539,975,477,521,1001,2556,2910,5463,1839,2466,4302,1164,1704,2870,619,1061,1683,156,362,518,19,46,62,98378,103659,202038
127,5658,2913,2865,5778,2910,2801,5705,2936,2900,5835,2845,2758,5601,14411,14171,28581,2715,2873,5590,2640,2835,5471,2584,2516,5103,2476,2608,5091,2324,2563,4884,12739,13403,26140,2158,2421,4584,2102,2362,4462,2028,2154,4182,1998,2028,4026,1664,1923,3583,9943,10895,20836,1740,1830,3574,1685,1808,3493,1620,1669,3299,1483,1586,3078,1437,1541,2976,7970,8444,16414,1250,1315,2567,1127,1128,2255,1074,1129,2205,937,1083,2020,914,931,1851,5304,5589,10888,3429,4154,7589,1889,2623,4509,786,1298,2084,172,346,517,19,54,76,234934,239498,474430
128,2797,1395,1433,2827,1443,1550,2989,1412,1539,2955,1448,1548,2997,7103,7459,14561,1469,1520,2986,1341,1397,2738,1366,1421,2782,1308,1466,2773,1247,1376,2626,6730,7180,13908,1307,1382,2691,1179,1282,2459,1125,1215,2341,1163,1230,2393,1022,1176,2197,5799,6279,12078,1053,1125,2178,1070,1168,2233,949,1117,2067,1032,1079,2110,1029,1184,2217,5128,5671,10801,850,1016,1861,819,964,1787,830,933,1763,693,795,1495,659,748,1404,3845,4458,8305,2473,3061,5533,1529,2123,3653,737,1398,2133,154,399,553,23,66,87,112258,117352,229604
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,167,88,65,152,99,65,162,111,70,185,87,96,179,480,359,844,112,78,185,85,61,151,102,78,178,78,50,127,91,74,161,470,339,808,81,48,133,74,71,137,94,36,138,78,41,119,75,36,115,403,236,637,70,46,113,55,30,85,42,39,82,32,25,58,50,26,75,250,163,415,43,17,59,29,11,45,18,13,32,18,17,32,17,7,22,120,66,191,48,39,86,8,17,26,11,7,17,0,4,3,0,0,0,6375,4997,11371
