SA4_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
120,112124,119247,231375,6234,6122,12358,18621,19360,37980,504,517,1018,316,343,656,76,89,163,88,87,181,52,49,102,29,29,62,111,129,241,3,0,4,19805,20604,40409,1649,1723,3365,451,308,760,28131,28762,56896,6547,6587,13132,146807,154597,301404
121,162834,175248,338082,6432,7058,13486,22151,23861,46015,562,537,1100,393,417,814,107,96,202,129,115,245,37,45,91,36,32,61,185,195,372,4,0,4,23602,25305,48909,2973,3252,6227,302,289,592,33314,35909,69219,5936,6750,12685,202075,217908,419986
122,105429,110078,215507,3728,3876,7599,11991,12549,24540,204,226,429,194,217,410,34,35,68,37,41,82,10,16,28,9,15,21,63,62,125,0,0,4,12548,13160,25703,1165,1272,2434,243,250,496,17683,18556,36241,4277,4606,8883,127382,133246,260626
123,119441,123570,243011,2838,3048,5889,13205,13438,26648,128,141,266,217,198,416,28,25,56,44,38,79,25,22,52,13,21,30,39,42,76,0,0,0,13693,13938,27630,595,651,1245,291,258,551,17426,17890,35318,7162,7583,14740,144024,149043,293070
124,132439,137228,269669,3906,4185,8097,14149,15032,29183,173,184,354,253,253,506,46,35,89,47,46,92,32,38,71,24,14,44,44,59,106,0,0,0,14776,15660,30443,597,640,1236,400,292,686,19680,20776,40458,8816,8813,17629,160940,166820,327756
125,189931,186618,376549,9176,8229,17407,26923,24793,51717,755,538,1293,393,421,811,148,150,299,97,98,197,63,68,129,55,46,101,139,99,243,0,0,0,28570,26212,54776,2738,2909,5642,687,509,1192,41170,37860,79025,17184,14343,31528,248282,238817,487103
126,76896,81360,158254,3469,3665,7139,11460,11635,23103,275,226,505,178,201,373,68,55,121,60,59,119,16,20,33,10,13,22,56,58,115,0,0,0,12125,12267,24390,1150,1363,2508,177,152,326,16920,17442,34364,3535,3850,7388,97350,102656,200008
127,192712,197016,389726,4129,4340,8471,19163,19921,39078,378,311,689,363,305,666,83,55,139,69,63,136,29,28,62,49,41,88,80,62,136,0,0,0,20208,20780,40992,1162,1283,2445,379,301,682,25883,26710,52592,13184,12834,26018,231775,236560,468337
128,93731,98014,191740,2656,2817,5474,9729,10208,19937,106,109,216,143,154,301,23,25,47,44,33,80,10,17,24,7,16,25,40,41,82,0,0,0,10110,10603,20713,538,562,1097,151,150,303,13456,14132,27585,3700,3924,7622,110883,116061,226949
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1117,690,1808,499,323,827,1682,1644,3327,103,133,237,198,214,414,33,26,62,29,34,68,17,21,39,10,15,16,22,25,50,0,0,0,2092,2117,4204,212,201,413,47,33,86,2858,2673,5527,2347,1601,3950,6321,4965,11284
