SA4_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
111,7123,10528,21341,20188,19824,14335,3045,268,23,96664,3420,1904,3789,3657,3996,9443,17821,12420,5770,62222,479,584,1077,911,783,781,962,1085,1098,7754,11018,13019,26202,24749,24609,24563,21827,13781,6888,166643,2215,8592,26090,24812,24972,16018,2360,154,7,105219,8193,9422,12160,12277,11077,10183,3597,537,24,67473,1258,1362,2805,1959,1536,1778,547,61,11,11312,172,345,649,432,384,246,71,27,16,2335,11833,19721,41710,39477,37962,28229,6578,779,54,186341,472,778,1134,807,879,669,91,3,0,4832,1388,759,652,496,458,489,162,11,0,4406,1860,1543,1785,1296,1338,1151,256,12,0,9240,13698,21261,43490,40778,39296,29381,6832,796,56,195577,7822,3875,6184,5804,7168,16378,32986,22691,9213,112119,940,1273,2318,1961,1728,1679,1858,1834,1611,15201,22461,26409,51995,48540,48194,47431,41675,25316,10881,322898
112,4100,4217,10020,11835,13155,11660,3175,352,34,58552,2099,904,2383,2759,3038,6734,13695,8962,4237,44816,469,459,1156,1212,1154,1169,1077,900,854,8452,6668,5582,13567,15808,17344,19570,17945,10213,5124,111823,1352,3677,9891,12497,14208,11079,2392,267,25,55373,5136,3672,7197,8425,8784,9307,4043,561,71,47194,504,424,1288,1084,1031,1224,451,54,15,6071,186,200,471,435,398,318,135,78,17,2234,7172,7978,18844,22441,24409,21924,7017,954,128,110874,255,385,544,467,530,527,60,7,0,2771,637,289,398,369,416,490,155,15,3,2764,886,674,941,834,945,1021,210,20,3,5533,8064,8648,19785,23275,25353,22941,7230,973,130,116412,4696,1679,3729,4283,5428,12132,25810,16622,6907,81279,983,946,2251,2439,2391,2425,2194,1622,1296,16551,13741,11273,25763,29993,33175,37504,35234,19222,8337,214236
113,2886,3609,7829,7498,7586,6569,1839,264,36,38115,1864,977,1900,1484,1571,3115,6117,4564,2261,23859,323,336,657,624,595,631,600,497,367,4633,5079,4933,10387,9604,9751,10311,8555,5323,2660,66604,1871,4352,10634,10034,10524,8551,2107,290,25,48398,3157,2291,4063,4045,3632,4115,2028,396,52,23781,220,274,796,447,374,562,238,55,9,2971,143,214,331,240,211,223,112,63,17,1569,5383,7142,15821,14767,14746,13453,4487,807,108,76713,177,258,430,336,271,216,38,0,0,1725,358,196,236,153,135,151,62,3,5,1295,530,454,667,495,408,365,97,3,5,3029,5921,7594,16487,15256,15152,13821,4586,815,111,79746,3840,1689,3049,2519,2882,5330,11250,8365,3567,42487,697,746,1423,1279,1312,1278,1198,916,578,9428,10463,10028,20957,19057,19343,20423,17036,10095,4250,131660
114,2304,2539,5942,6452,7459,6785,1971,257,27,33724,1530,542,1462,1452,1874,4829,10372,6884,2636,31584,241,211,462,473,485,569,584,583,432,4038,4072,3294,7874,8377,9816,12184,12922,7720,3093,69352,1063,2656,7044,7508,8836,6657,1452,199,15,35436,2681,1951,3680,4196,4604,5485,2521,445,23,25594,391,258,831,617,591,839,322,39,6,3895,126,129,241,204,211,199,74,35,11,1226,4259,5000,11799,12525,14245,13183,4373,723,59,66151,147,243,319,277,279,262,42,4,0,1584,303,150,179,174,165,256,80,10,5,1319,448,391,499,453,440,522,129,15,0,2900,4708,5387,12291,12978,14687,13704,4500,737,63,69056,3202,1064,2517,2516,3271,8434,19189,13197,4514,57905,501,445,941,961,1056,1141,1161,1062,692,7952,8411,6898,15749,16449,19016,23275,24844,14997,5266,134907
115,4046,5983,10730,16483,15626,10035,2759,282,14,65957,4518,1271,2039,3446,3302,5468,9441,6165,2474,38128,166,165,463,549,433,382,344,402,527,3448,8733,7423,13243,20478,19362,15885,12546,6844,3020,107538,1158,5252,13784,22286,21318,12914,2798,228,14,79754,4183,4581,4784,7642,7552,6288,2966,496,34,38529,1767,1802,1987,2131,1897,1690,707,102,3,12083,76,164,365,467,326,234,81,27,5,1746,7187,11802,20921,32522,31086,21130,6558,853,58,132111,123,360,567,624,637,482,82,8,0,2875,804,426,244,314,274,265,131,21,0,2474,929,784,813,934,906,736,208,24,0,5344,8118,12588,21737,33453,31995,21867,6766,877,57,137454,9765,2726,3254,4694,4857,8537,16824,11507,4099,66269,393,382,889,1073,913,742,683,742,867,6673,18272,15695,25876,39217,37757,31141,24274,13127,5023,210397
116,4530,8747,21504,24657,16641,10205,2037,95,5,88413,6680,3181,7494,7439,6015,8375,11616,6097,2403,59289,588,755,1988,1874,1179,836,756,507,365,8836,11798,12680,30979,33967,23831,19412,14402,6700,2770,156538,1046,6680,25013,34527,22807,13297,2260,83,7,105722,4406,6520,10361,11057,7474,5166,1681,140,9,46812,1813,2862,5039,4279,3183,2635,749,55,3,20609,157,481,1219,957,529,338,79,25,0,3785,7419,16546,41632,50825,33995,21432,4764,304,21,176932,424,995,1598,1558,1015,722,113,0,0,6429,1182,872,877,654,430,376,106,6,0,4508,1606,1865,2475,2210,1447,1103,219,8,0,10944,9024,18415,44106,53035,35441,22540,4986,312,23,187873,14208,6585,12072,11626,10083,13832,20860,11303,3768,104339,1275,1683,4040,3663,2426,1736,1400,923,548,17705,24508,26679,60222,68328,47949,38101,27249,12543,4339,309913
117,2165,10649,37398,21659,13398,8086,2278,238,20,95897,2742,4280,6670,4206,3226,4841,7208,4829,1804,39813,280,1104,3011,1568,920,751,625,520,465,9240,5183,16034,47081,27437,17551,13673,10113,5585,2297,144949,298,7663,49576,32935,20131,10766,2227,168,12,123775,2026,7223,16537,9831,6232,4953,2260,391,33,49482,1021,3098,6021,3229,1658,1294,449,60,4,16839,53,379,1246,552,231,172,59,21,3,2718,3391,18364,73386,46547,28255,17185,4996,633,49,192809,75,746,2122,1320,1045,682,109,5,0,6109,472,1269,1465,532,389,368,139,12,5,4644,544,2016,3589,1853,1437,1052,241,17,5,10751,3936,20376,76968,48400,29694,18236,5242,657,54,203559,5681,8499,12362,7174,6137,9173,13565,8966,3100,74660,555,2283,6485,3596,2279,1880,1413,1098,712,20295,10170,31157,95819,59167,38106,29296,20220,10722,3864,298518
118,2082,6035,22168,16398,13525,8810,2974,457,49,72499,3731,1888,2956,3070,3237,4406,7763,6459,2946,36461,238,454,1506,1013,731,529,547,722,992,6729,6050,8369,26626,20477,17501,13750,11289,7641,3986,115684,345,4413,28842,22335,18206,10533,2697,336,24,87723,2132,4149,8076,7335,6651,5767,3290,806,92,38306,1076,1677,2640,2027,1291,1119,565,137,16,10553,52,218,736,442,288,188,89,40,13,2059,3608,10453,40292,32147,26434,17609,6645,1319,142,138638,59,319,889,677,681,425,77,6,5,3138,395,523,593,312,274,285,107,18,0,2510,459,842,1482,989,962,707,191,21,3,5651,4066,11294,41776,33133,27395,18313,6836,1341,144,144290,7820,3839,5430,4704,5092,7428,13385,11306,4913,63924,553,950,3131,2145,1538,1145,1041,1202,1491,13181,12440,16077,50336,39986,34027,26890,21255,13846,6538,221391
119,5023,13455,31701,27317,24685,17438,3772,292,18,123701,10267,5618,12462,12304,11632,15977,21019,14580,7021,110890,845,1254,3261,2594,2035,1694,1453,1471,1795,16394,16132,20323,47425,42217,38350,35109,26240,16349,8839,250979,955,8944,35815,32845,28345,18780,3522,214,7,129424,4914,10529,17501,14981,12747,10403,3496,459,24,75052,2543,4704,8151,6748,6044,5568,1507,179,8,35464,177,762,1847,1217,885,559,180,31,6,5663,8587,24932,63316,55789,48025,35318,8707,887,45,245597,351,1271,2768,1982,1737,1382,167,11,5,9674,1169,1477,1467,977,775,914,220,13,0,7011,1521,2750,4235,2962,2509,2296,384,22,5,16689,10112,27684,67554,58753,50530,37614,9085,909,47,262286,21794,12265,21919,20261,19725,27610,38610,26974,12036,201203,1761,2781,7013,5414,4076,3514,2839,2727,2715,32842,33668,42735,96482,84427,74330,68740,50540,30611,14802,496332
120,2397,7992,22808,18473,16198,11043,2961,298,27,82201,4043,2280,4341,3999,3881,5989,9956,7044,3554,45089,212,561,1546,989,694,579,533,564,717,6382,6655,10827,28691,23454,20774,17608,13458,7902,4294,133677,386,5292,28241,25057,20926,12798,2753,211,12,95678,2480,6799,10737,8495,7341,6483,2968,477,44,45823,1166,2232,3772,2805,1859,1782,655,106,9,14385,52,338,841,535,314,222,90,23,10,2417,4082,14663,43590,36885,30437,21286,6462,815,73,158306,78,560,1360,908,861,683,106,9,0,4546,496,944,893,423,362,359,144,13,0,3621,569,1501,2247,1329,1223,1035,241,18,0,8171,4655,16168,45844,38217,31658,22322,6708,829,75,166475,8429,5004,8063,6177,6289,10066,17223,12578,5878,79702,444,1293,3251,2086,1387,1213,1075,996,1052,12802,13528,22463,57158,46480,39339,33603,25007,14410,7002,258984
121,4407,8759,23243,28116,25096,16239,5107,720,52,111745,7065,1864,3186,5948,6011,8392,14965,11715,5777,64916,261,306,1007,1030,805,626,647,670,844,6201,11740,10928,27434,35097,31910,25256,20721,13097,6679,182860,543,6441,31673,39166,34960,20319,4618,506,36,138256,4767,7158,8448,11940,11444,10070,5823,1446,110,61202,2037,2576,3041,3084,2024,1915,924,162,18,15795,58,187,576,605,391,239,95,43,20,2220,7398,16367,43740,54802,48817,32547,11468,2162,179,217473,97,468,994,1211,1198,918,140,10,0,5043,983,653,477,533,517,523,229,40,5,3953,1084,1121,1470,1737,1721,1439,372,49,5,8997,8481,17489,45208,56541,50536,33983,11842,2213,184,226464,15276,4174,5158,7881,8511,13273,25355,20763,9452,109840,527,645,1976,2044,1552,1256,1209,1131,1204,11543,24286,22306,52341,66457,60609,48514,38403,24095,10839,347853
122,3812,5420,12538,15241,16976,11188,3145,410,28,68759,3810,933,1682,2687,3069,4787,9141,7996,3782,37880,189,217,637,596,588,453,419,537,684,4323,7811,6568,14847,18526,20634,16436,12706,8939,4499,110961,867,4396,16054,19402,22425,13064,2533,221,18,78987,4234,4567,5731,8140,8959,7945,3717,760,47,44098,1811,1613,2053,2017,1736,1579,703,123,14,11640,63,138,366,362,273,192,63,25,10,1502,6969,10720,24201,29925,33393,22782,7017,1130,89,136223,88,235,460,457,603,478,67,3,0,2386,652,294,234,230,271,311,121,14,0,2126,741,531,692,680,875,784,181,18,0,4513,7708,11255,24903,30603,34265,23565,7196,1149,92,140732,8143,2048,2760,3683,4572,7947,16179,14441,6160,65932,411,441,1218,1216,1163,964,837,912,992,8156,16263,13740,28875,35504,40004,32479,24219,16501,7243,214822
