SA4_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
111,364,515,502,451,2083,3390,1356,3573,93,12319,650,1368,1119,1096,4444,5696,1539,3063,89,19062,921,1259,1157,1055,5415,7471,1782,2795,257,22118,728,1513,1086,726,1302,919,468,471,101,7310,239,427,349,232,1532,1243,382,576,31,4996,367,1559,803,418,1019,935,307,436,53,5893,531,902,626,466,2204,2234,870,1706,139,9671,714,2645,1378,785,1840,1800,424,814,179,10574,74,138,79,64,252,329,104,158,352,1564,4591,10324,7101,5286,20083,24006,7228,13587,1290,93495,448,655,820,717,2009,1772,652,1236,36,8345,1835,3334,4208,3216,5462,5358,1371,2393,153,27341,351,812,742,460,862,567,125,161,46,4121,1586,4702,3650,2374,2675,1405,342,509,217,17459,930,2672,3421,2119,5044,2795,504,569,115,18161,902,3799,1825,862,1318,649,140,183,110,9787,95,258,173,90,199,129,54,85,14,1109,464,2037,1029,467,665,405,86,159,74,5395,108,130,109,65,207,131,27,54,286,1127,6726,18407,15980,10381,18440,13204,3315,5352,1041,92841
112,256,602,577,494,1253,2117,687,2669,127,8773,327,904,823,778,1698,2126,590,1339,73,8648,562,1028,1004,918,3061,3604,826,1723,234,12959,371,900,720,526,678,447,187,252,66,4144,77,258,172,136,580,488,143,239,16,2102,164,933,504,320,696,599,152,339,63,3766,259,489,446,348,879,908,353,1047,120,4858,447,1991,1098,919,1557,1357,290,605,177,8440,80,149,85,58,143,161,32,116,315,1142,2538,7245,5424,4494,10550,11810,3264,8327,1193,54843,290,639,758,587,1235,1199,356,993,92,6145,871,2115,2467,1938,2441,2336,620,1158,124,14075,195,564,537,307,518,304,72,139,53,2697,837,3050,2628,1598,1523,687,172,305,220,11012,456,1824,1855,1319,2497,1284,228,356,92,9906,450,2370,1269,614,874,408,110,159,80,6323,42,142,125,51,100,58,6,39,14,573,300,1675,858,452,556,292,55,128,89,4411,84,136,102,60,85,77,8,50,286,891,3534,12509,10591,6923,9828,6649,1627,3326,1047,56033
113,156,271,247,236,995,1688,788,3369,143,7890,98,243,193,187,1158,1241,398,897,34,4451,204,334,309,270,2206,2948,921,1634,152,8987,105,309,227,224,569,384,187,413,47,2465,32,115,97,58,460,380,128,193,8,1470,63,587,232,123,406,429,125,268,32,2269,198,366,270,187,1075,1111,399,1260,103,4980,202,965,523,453,1688,1476,415,675,146,6532,53,50,36,27,169,166,42,107,262,917,1113,3239,2135,1767,8724,9821,3401,8822,931,39952,167,326,398,323,820,853,289,823,57,4054,493,798,1051,790,1664,1756,518,822,63,7954,86,302,305,171,405,279,68,111,22,1753,400,1534,1508,957,1393,659,173,341,118,7079,251,985,1237,791,1978,998,213,263,59,6774,219,1430,726,377,656,293,72,92,63,3929,24,95,75,37,106,63,25,53,11,481,180,1186,686,415,793,521,112,202,65,4155,40,56,48,34,106,69,8,20,193,586,1864,6717,6029,3896,7927,5492,1487,2719,636,36765
114,189,341,350,245,782,1258,503,1643,55,5372,178,564,427,327,955,1313,366,892,45,5056,378,649,577,504,2124,2803,661,1200,148,9046,217,420,307,221,493,424,185,210,33,2511,68,145,97,59,359,282,83,149,10,1248,106,556,239,171,361,355,92,222,37,2137,163,286,251,183,644,638,248,692,66,3174,298,1131,549,345,803,773,190,329,106,4523,45,67,30,24,97,97,30,76,169,637,1645,4158,2821,2079,6616,7952,2359,5412,666,33717,203,375,429,283,664,795,253,647,41,3695,476,1210,1297,830,1319,1352,387,794,62,7735,138,344,302,179,321,268,71,90,28,1736,529,1671,1301,849,1016,538,143,213,114,6367,310,1305,1152,656,1361,774,161,198,48,5967,298,1396,765,343,552,281,48,101,59,3845,18,59,47,21,53,49,13,21,8,279,237,988,441,172,254,134,29,57,53,2366,44,56,54,25,60,55,9,18,142,453,2248,7396,5789,3355,5606,4236,1111,2138,554,32437
115,625,877,691,409,2640,4727,1408,4331,132,15844,445,1290,866,604,4396,6881,1304,2968,146,18902,1496,1376,829,491,2187,3239,724,1430,177,11953,641,467,263,151,545,393,188,188,31,2880,221,480,333,175,1244,1361,302,606,44,4769,509,977,460,211,723,926,204,449,48,4513,431,514,357,239,773,872,237,634,64,4118,789,1219,501,230,573,610,130,292,79,4424,100,97,51,44,189,249,29,115,280,1158,5249,7303,4362,2555,13282,19265,4526,11011,997,68555,655,716,682,519,1698,2246,586,1501,70,8663,1211,2544,2528,1696,4419,5325,1077,2106,145,21060,512,382,314,165,385,367,64,110,32,2325,1537,1743,1176,669,1027,627,124,181,74,7169,1098,2874,2482,1242,3509,2693,421,541,134,14993,1256,1765,846,373,687,548,106,164,45,5780,63,123,71,41,127,77,22,20,10,558,415,663,313,136,261,172,29,56,24,2066,79,119,103,30,173,170,15,34,211,935,6830,10929,8506,4879,12293,12223,2438,4711,747,63553
116,816,697,472,317,2875,3930,884,2028,161,12178,504,984,705,595,6383,7830,1017,1785,249,20048,3982,1362,858,469,3719,3280,690,930,320,15615,715,565,519,342,1199,765,366,379,120,4980,393,507,491,267,2921,2178,438,768,101,8064,699,1107,711,286,1115,918,169,286,98,5384,1731,1467,1723,973,4086,3263,889,1605,392,16125,2176,1609,1047,473,1789,1247,297,395,235,9252,247,131,114,70,382,349,46,101,622,2046,11259,8424,6637,3801,24465,23756,4795,8278,2288,93701,704,540,477,375,1935,1868,437,830,71,7230,1316,1922,2061,1650,6354,6171,994,1517,235,22210,652,373,430,227,814,481,61,96,35,3156,2051,2287,2203,1488,2502,1258,241,445,218,12689,1516,2022,2265,1394,6502,3812,540,633,157,18832,1724,2123,1370,593,1292,645,123,153,98,8122,336,419,466,318,1057,498,109,104,66,3374,903,1170,1038,451,1313,648,118,146,97,5898,152,112,128,65,379,259,35,65,524,1719,9356,10963,10435,6561,22151,15634,2656,3983,1496,83233
117,943,1113,851,631,3338,5424,1680,4812,120,18910,914,2597,1796,1405,8534,12660,3064,7592,244,38801,1779,1503,1349,610,1880,2686,583,1272,231,11895,1784,1184,662,309,735,714,266,401,99,6145,362,636,562,347,2406,2087,489,982,59,7929,715,1019,703,315,1046,1207,240,507,71,5825,423,706,855,297,755,699,178,380,75,4371,864,1281,1261,366,788,730,162,386,133,5978,120,158,160,59,292,368,62,245,519,1982,7903,10196,8195,4337,19769,26569,6727,16582,1546,101832,1103,1023,875,759,2947,4061,1294,2780,62,14897,1709,3137,3101,2190,8285,10026,2748,5272,248,36715,683,626,506,222,657,545,112,238,44,3634,2396,2404,1514,614,1136,821,170,250,167,9476,841,1738,1663,885,4255,3051,634,842,97,14006,1436,1508,971,369,1043,837,185,268,71,6692,85,144,176,65,180,85,15,21,14,793,554,897,889,181,352,231,49,104,60,3324,133,135,107,42,256,222,42,118,398,1460,8936,11610,9811,5325,19117,19873,5248,9889,1165,90978
118,547,908,767,569,1906,4499,1454,5124,144,15917,595,2009,1426,1024,3814,7727,2148,6882,188,25807,900,940,795,404,1139,2203,431,1004,183,7998,873,710,398,176,387,435,188,240,77,3476,209,440,362,172,882,1114,317,665,39,4191,385,676,383,195,622,1064,248,645,42,4257,227,431,412,153,327,387,110,243,60,2349,437,757,541,193,420,493,123,273,65,3309,91,144,110,62,135,310,55,306,357,1565,4244,7014,5184,2950,9632,18239,5067,15385,1154,68869,838,956,954,694,2096,3325,1051,2427,107,12447,1428,3384,3185,2074,5336,7599,2158,4310,225,29692,398,318,263,139,300,316,81,129,33,1980,1459,1809,1043,475,707,556,98,205,81,6444,660,1894,1747,842,2571,2212,433,597,89,11041,1133,1137,576,281,699,799,186,298,63,5174,29,91,85,25,58,36,11,15,3,357,255,467,283,108,140,114,24,46,30,1471,98,139,124,46,136,173,44,120,282,1166,6302,10200,8272,4686,12044,15125,4082,8147,912,69772
119,1832,1429,997,614,3453,5102,1309,3437,286,18471,1015,2123,1582,1127,7678,9278,1718,3559,359,28438,6661,2453,1911,969,4054,4226,799,1299,570,22952,1711,1083,919,505,1322,935,458,402,156,7493,801,853,860,471,3613,2800,622,1176,111,11314,1363,2088,1483,590,1747,1434,293,522,197,9715,2382,1591,1688,798,2880,2224,580,1084,329,13556,3287,2519,2205,771,2182,1506,366,488,378,13701,416,224,254,82,508,442,70,165,1027,3186,19469,14367,11892,5936,27440,27950,6215,12137,3423,128824,1380,970,929,698,2635,2796,703,1546,97,11753,2059,3919,3655,2577,8274,8073,1551,2876,371,33351,1137,630,603,301,823,565,94,157,60,4375,3517,3498,3201,1816,2796,1360,258,540,322,17303,2511,3719,3649,1973,7380,4649,686,925,294,25784,3101,3048,1985,868,1695,1008,176,237,190,12301,384,338,305,161,554,221,61,49,45,2113,1623,1588,1392,500,1229,598,134,146,153,7364,279,247,180,94,444,334,35,82,728,2421,15989,17952,15906,8993,25822,19605,3689,6562,2245,116769
120,792,925,769,420,2398,4515,1417,3985,141,15363,728,1983,1401,1127,5915,8842,2137,4944,210,27274,1638,1320,1007,498,1792,2306,459,945,177,10150,984,709,511,238,578,466,181,250,68,3982,319,565,494,264,1837,1668,355,672,71,6244,627,1041,733,313,923,989,244,511,59,5448,447,547,583,237,701,651,174,360,80,3780,928,1390,1219,364,768,664,148,271,127,5870,132,157,141,56,213,262,68,132,465,1612,6589,8632,6858,3512,15123,20358,5185,12063,1399,79726,878,859,864,718,2419,3119,1102,2320,83,12369,1677,3408,3300,2333,6397,7702,1862,3716,199,30594,524,395,370,163,492,377,77,126,35,2557,1656,1845,1576,772,1129,709,153,260,123,8223,984,2160,2031,1094,3831,2818,538,665,101,14224,1402,1414,978,392,783,598,146,208,73,5991,79,145,110,51,129,81,14,13,10,629,477,746,625,187,362,184,51,60,51,2743,118,128,119,37,201,201,38,58,341,1256,7795,11095,9973,5749,15744,15794,3971,7433,1020,78577
