SA4_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
111,803,3487,4013,3080,2968,3301,3487,1869,571,23575,421,3725,5803,4036,4189,4081,2840,1275,407,26773,189,2799,7225,5419,5326,4950,2904,928,180,29926,51,1554,6113,4698,4245,3524,1508,459,93,22239,27,692,5207,4474,4019,3180,1127,396,124,19250,6,279,3570,3831,3557,2506,701,191,53,14682,3,243,4805,7557,6829,4218,984,208,52,24889,7,29,703,1540,1537,917,230,79,18,5048,15,38,708,2187,2597,1697,545,194,53,8041,1184,1490,2620,2252,2149,2060,2392,2573,2517,19229,22461,26409,51995,48540,48194,47431,41675,25316,10881,322898
112,477,1772,2787,2481,2609,3129,2924,1513,499,18193,304,1719,3429,3242,3457,3818,2330,876,312,19487,86,1018,3569,3580,3968,3945,2192,726,172,19258,17,428,2297,2699,2877,2396,1141,330,73,12258,10,188,1676,2306,2403,2043,827,277,103,9826,7,76,989,1735,1835,1361,487,139,48,6682,5,66,1102,2643,2985,2070,657,162,36,9731,0,4,180,516,552,425,153,47,13,1886,20,27,241,910,1147,893,437,153,48,3872,1292,1066,2464,2722,2684,2794,2616,2128,1908,19667,13741,11273,25763,29993,33175,37504,35234,19222,8337,214236
113,536,1306,1785,1476,1316,1564,1402,751,205,10345,376,1680,2863,2171,2074,2066,1237,498,166,13133,207,1310,3115,2540,2348,2377,1078,350,83,13409,88,618,2165,1743,1737,1599,647,155,34,8789,15,294,1726,1594,1523,1316,486,177,68,7192,15,117,1106,1278,1235,1003,296,102,20,5178,7,83,1261,1846,2062,1338,392,94,30,7116,0,7,137,320,394,273,95,41,12,1276,9,21,173,434,558,491,241,105,30,2065,924,962,1859,1692,1681,1589,1510,1208,777,12207,10463,10028,20957,19057,19343,20423,17036,10095,4250,131660
114,324,1009,1480,1298,1403,1765,2115,1290,332,11013,172,1042,1955,1584,1831,2050,1592,813,227,11275,72,727,2094,1872,2097,2279,1579,617,154,11494,18,406,1551,1407,1575,1528,957,334,74,7848,7,179,1250,1284,1400,1300,674,276,83,6451,0,66,889,1045,1145,964,411,142,28,4691,0,49,980,1761,2047,1553,542,187,34,7158,0,4,118,363,388,341,160,67,13,1461,6,7,154,617,943,843,428,180,35,3219,692,590,1320,1311,1352,1392,1484,1382,1034,10561,8411,6898,15749,16449,19016,23275,24844,14997,5266,134907
115,558,1684,1462,1788,1894,1854,1799,1040,273,12340,316,1808,2102,2280,2358,2141,1686,758,173,13623,159,1902,3169,3136,3200,2734,1817,678,108,16907,39,1314,3037,3088,2952,2385,1202,374,70,14466,19,629,3068,3417,3135,2374,1004,267,46,13965,8,259,2158,3122,2821,2019,743,178,30,11331,9,206,3532,7921,6937,4038,1107,228,43,24024,0,27,590,2555,2202,1149,338,47,19,6932,4,23,672,3964,4402,2487,612,153,33,12350,572,566,1108,1323,1243,1013,950,1020,1206,8997,18272,15695,25876,39217,37757,31141,24274,13127,5023,210397
116,670,3132,4413,3917,3020,2494,1627,751,157,20180,434,3376,6424,5817,4658,3538,1355,351,104,26063,222,2964,8306,7897,5822,4293,1342,235,42,31118,64,1635,6952,6657,4616,3028,831,82,16,23880,31,726,5228,6137,4082,2488,621,95,28,19443,14,280,3543,4913,3153,1775,386,28,10,14100,6,214,4681,10225,5681,2728,465,32,8,24039,0,18,664,2331,1170,458,90,18,0,4756,6,43,552,2224,1322,534,135,42,12,4873,1629,2104,4985,4395,2989,2134,1667,1203,791,21899,24508,26679,60222,68328,47949,38101,27249,12543,4339,309913
117,325,3049,6018,2453,1615,1475,1230,577,156,16898,203,3016,7843,3363,2094,1887,1253,494,123,20262,98,3127,10791,4573,2831,2236,1337,418,84,25509,36,2150,10259,4267,2625,1856,881,232,44,22343,25,1230,9522,4610,2793,1864,745,221,44,21051,10,631,7442,4399,2514,1580,626,163,44,17406,10,629,14216,11729,6310,3383,967,264,53,37561,13,129,2961,3727,2127,1025,300,86,17,10384,11,153,3837,7724,5640,2905,928,247,59,21506,677,2508,7032,3947,2533,2085,1648,1288,868,22590,10170,31157,95819,59167,38106,29296,20220,10722,3864,298518
118,294,1510,2388,1333,1276,1353,1398,913,286,10746,142,1482,3469,1890,1625,1634,1458,858,299,12860,80,1718,5341,2669,2201,2130,1664,781,232,16813,28,1214,5511,2479,2016,1820,1114,522,148,14857,17,635,5532,2901,2345,1823,1082,454,129,14920,19,311,4525,2779,2099,1596,907,404,115,12749,19,308,8801,7363,5022,3149,1437,599,170,26882,6,77,1983,2785,2073,1218,533,241,89,8996,10,101,3198,8336,8118,4280,1815,716,240,26817,722,1132,3669,2612,2038,1552,1396,1536,1784,16449,12440,16077,50336,39986,34027,26890,21255,13846,6538,221391
119,808,4818,7859,5944,5409,5048,3106,1641,574,35205,409,4792,10609,7394,6851,5801,2629,1165,405,40056,221,4274,12531,8959,7802,6350,2550,744,203,43629,56,2446,9506,7047,5744,4483,1584,397,124,31385,32,1101,7803,6490,5155,3787,1226,323,101,26014,10,438,5117,5044,4211,2913,828,157,49,18766,15,341,7172,9727,7489,4373,1056,200,61,30429,3,39,1132,2325,1865,980,235,74,16,6685,0,52,1147,3278,3201,1703,443,165,73,10061,2292,3316,7906,6030,4770,4060,3329,3212,3225,38135,33668,42735,96482,84427,74330,68740,50540,30611,14802,496332
120,292,2708,3795,2032,1802,1902,1707,985,319,15539,160,2584,5336,2709,2353,2241,1697,733,215,18018,84,2232,6945,3798,3029,2870,1878,591,147,21567,28,1484,6072,3473,2764,2239,1240,398,67,17766,26,718,5547,3731,2894,2250,1060,298,64,16586,10,295,4101,3408,2571,1926,796,219,47,13370,8,243,7450,8551,6224,4078,1282,289,66,28200,0,36,1354,2777,2226,1249,397,115,29,8187,6,48,1875,6117,6463,3250,918,203,54,18921,572,1467,3551,2380,1676,1455,1370,1359,1541,15369,13528,22463,57158,46480,39339,33603,25007,14410,7002,258984
121,429,2120,2437,2314,2192,2331,2738,1871,732,17162,193,2167,3488,3101,2839,2822,2738,1821,640,19822,105,2372,5653,4401,3894,3495,2979,1711,548,25163,31,1740,5880,4312,3485,3015,2192,1129,365,22155,21,838,5906,4835,3807,3137,2090,1038,318,21992,7,378,4648,4581,3624,2832,1531,786,236,18611,9,349,9450,13508,9729,6341,2721,1178,352,43646,16,75,2020,4902,3980,2320,924,359,125,14724,14,76,2825,11977,14877,8411,2743,1056,349,42319,720,828,2251,2397,1978,1596,1586,1607,1826,14788,24286,22306,52341,66457,60609,48514,38403,24095,10839,347853
122,508,1808,1773,1507,1715,1968,2041,1458,472,13257,228,1806,2507,1969,2303,2345,1953,1175,400,14686,94,1735,3854,2749,3028,2994,2107,1117,279,17950,33,942,3427,2643,2847,2540,1480,623,182,14719,13,430,3190,2956,3099,2469,1211,529,166,14061,11,151,2445,2550,2692,2109,898,373,98,11322,10,159,4134,6316,6174,3900,1411,492,140,22741,5,28,925,2369,2404,1326,411,154,41,7670,10,35,1211,6088,8361,4131,1140,416,115,21513,558,563,1416,1432,1463,1250,1168,1250,1483,10587,16263,13740,28875,35504,40004,32479,24219,16501,7243,214822
123,732,2354,3129,2890,2397,2222,1729,754,146,16364,437,2687,4474,4142,3614,2970,1451,442,92,20315,180,2215,5918,5082,4324,3622,1390,272,61,23066,48,1181,4831,4369,3591,2604,904,153,28,17702,18,555,3824,3922,3181,2109,650,123,31,14409,15,232,2495,3049,2551,1601,404,53,10,10415,8,204,3083,5341,4354,2581,506,74,14,16167,3,17,397,985,863,481,109,16,4,2874,5,17,353,1075,1127,677,224,48,26,3550,1232,1148,2582,2545,1948,1589,1457,1309,923,14728,19300,18548,41205,43295,36693,32242,24464,11516,3676,230946
124,822,2686,3366,2846,2497,2509,2414,1236,311,18686,487,3130,4896,3983,3713,3263,2103,737,180,22488,218,2607,6517,5395,4878,4324,2083,514,94,26624,82,1512,5429,4668,4039,3250,1286,270,58,20595,39,729,4499,4347,3957,2853,952,199,52,17630,18,271,3029,3631,3341,2246,568,90,23,13216,9,227,3732,6397,5715,3754,801,137,25,20792,3,30,473,1124,1115,656,177,43,17,3631,0,23,416,1224,1475,996,300,107,22,4558,1223,1441,3397,2987,2482,1876,1771,1621,1292,18093,20422,20581,45804,45750,42308,38760,31058,15357,5235,265262
125,534,4077,7001,4912,3722,3224,2121,1143,313,27050,326,4123,9743,6322,4821,3892,1803,685,205,31921,190,3403,11433,8074,5439,4460,1680,504,108,35288,55,2027,8977,6413,4241,3050,1069,246,53,26132,23,917,7346,5926,3950,2660,788,172,42,21825,7,368,4808,5093,3189,1869,520,84,26,15961,3,271,7400,11013,5738,3205,717,118,38,28503,3,28,1040,2524,1294,695,139,36,11,5767,4,49,945,2746,1965,931,263,77,27,6995,1866,3211,8441,6583,4118,3264,2375,1793,1487,33128,25171,36044,92360,79837,55620,48592,34513,19004,7867,399020
126,201,1217,1986,1430,1207,1286,1170,720,274,9496,112,1190,2526,1809,1553,1551,1138,559,211,10648,50,1260,3976,2621,1915,1920,1249,516,193,13696,21,913,3813,2539,1735,1515,852,283,96,11766,10,433,3588,2698,1807,1460,651,219,74,10945,10,169,2546,2339,1609,1265,495,157,59,8637,8,157,4242,6230,4042,2679,868,223,56,18513,3,27,719,1783,1405,811,225,68,23,5061,3,19,767,3163,3500,1884,565,157,58,10114,334,586,1663,1380,978,908,770,756,939,8312,10329,12954,32358,31980,24919,22731,17441,9771,5131,167614
127,814,3413,4906,4665,4593,3942,1999,869,230,25430,547,3728,6927,5936,5850,4761,1654,509,136,30062,259,3515,8701,6978,6407,4915,1500,276,47,32599,73,1959,7106,5502,4568,3288,905,129,21,23555,29,916,5704,4871,3797,2668,696,123,31,18827,17,377,3728,3748,2847,1763,390,45,9,12926,11,252,4583,6232,4397,2407,467,70,12,18434,5,33,586,1195,840,478,112,25,7,3275,3,29,512,1274,1087,587,180,73,17,3758,2211,2261,4955,4600,3679,3437,2582,2063,1567,27360,32117,32683,68011,65464,59513,54724,37252,18477,7189,375436
128,545,1566,1425,1458,1629,1775,2042,1183,401,12023,229,1859,2123,1978,2079,2236,1778,892,293,13476,77,1792,3299,2677,2905,2928,1930,753,169,16543,23,1135,3428,2591,2671,2336,1325,420,119,14043,19,510,3329,2842,2924,2283,1011,273,77,13259,4,243,2496,2585,2708,1888,649,165,51,10794,6,215,3874,6052,5672,3595,959,205,72,20650,3,20,650,1688,1680,910,280,76,25,5327,3,20,767,3039,3278,1852,520,164,49,9702,461,458,1160,1159,1170,937,968,1133,1440,8889,14006,12920,26347,30496,31812,28471,22879,13841,6432,187196
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,26,78,140,69,64,102,57,22,0,559,10,72,171,79,71,80,29,9,0,528,0,45,169,73,76,67,43,6,3,482,0,15,101,68,50,33,24,0,0,291,0,8,80,63,43,36,14,0,0,235,0,4,54,41,22,24,19,0,0,165,0,9,84,70,53,39,5,3,0,262,0,0,12,21,12,6,0,0,0,57,0,0,16,39,36,22,5,8,0,131,179,269,720,748,604,451,188,56,16,3230,532,829,2187,1859,1678,1648,1055,277,49,10112
