region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL112003,3,3,6,18,8,26,0,0,0,0,0,0,9,13,22,2813,2335,5148,354,235,589,100,3,103,37,3,40,29,3,32,6,4,10,96,112,208,3465,2719,6184,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,57,18,75,61,23,84,3,0,3,3,0,3,3,0,3,9,0,9,48,107,155,443,608,1051,105,71,176,4131,3528,7659
UCL112004,4,7,11,45,63,108,3,0,3,0,3,3,20,20,40,6260,5852,12112,580,727,1307,238,6,244,165,12,177,215,40,255,66,33,99,351,370,721,7947,7133,15080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,0,10,10,0,6,6,4,16,20,75,33,108,79,52,131,3,3,6,0,3,3,3,0,3,6,6,12,333,489,822,805,1316,2121,129,133,262,9299,9129,18428
UCL112005,4,3,7,43,28,71,3,3,6,0,0,0,27,27,54,5368,5167,10535,603,641,1244,205,8,213,91,8,99,95,18,113,27,16,43,290,263,553,6756,6182,12938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,83,57,26,83,3,4,7,0,0,0,4,0,4,7,4,11,136,226,362,534,928,1462,84,99,183,7574,7465,15039
UCL112006,7,3,10,24,14,38,0,0,0,0,0,0,16,26,42,3380,2926,6306,383,400,783,126,4,130,42,3,45,38,6,44,18,6,24,196,212,408,4230,3600,7830,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,5,0,4,4,0,0,0,5,4,9,36,14,50,41,21,62,0,0,0,0,0,0,3,0,3,3,0,3,96,148,244,467,621,1088,82,58,140,4919,4448,9367
UCL112007,4,0,4,38,37,75,3,4,7,3,0,3,19,16,35,3933,3674,7607,362,468,830,157,5,162,91,9,100,77,15,92,37,13,50,277,242,519,5001,4483,9484,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,7,3,3,6,6,7,13,50,43,93,59,50,109,0,0,0,3,0,3,3,0,3,6,0,6,149,241,390,482,821,1303,86,68,154,5783,5663,11446
UCL112008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,335,723,33,29,62,6,0,6,8,0,8,0,0,0,6,0,6,13,9,22,454,373,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,33,33,47,80,9,7,16,514,442,956
UCL112009,25,11,36,21,17,38,3,0,3,0,0,0,6,16,22,3751,3268,7019,359,383,742,132,3,135,91,8,99,94,9,103,35,18,53,204,172,376,4721,3905,8626,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,3,3,3,6,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,46,30,76,53,36,89,0,0,0,0,0,0,5,3,8,5,3,8,109,192,301,503,812,1315,88,85,173,5479,5033,10512
UCL112010,0,7,7,110,49,159,0,3,3,0,0,0,24,31,55,5606,4892,10498,665,607,1272,189,8,197,60,6,66,85,13,98,49,30,79,388,284,672,7176,5930,13106,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,15,3,18,5,9,14,3,3,6,23,15,38,50,40,90,79,55,134,3,0,3,0,0,0,0,5,5,3,5,8,133,269,402,710,1020,1730,128,100,228,8229,7379,15608
UCL112011,7,5,12,29,52,81,4,0,4,0,0,0,12,23,35,5590,5174,10764,436,684,1120,175,3,178,145,21,166,91,20,111,47,29,76,310,317,627,6846,6328,13174,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,7,7,14,0,0,0,7,12,19,59,31,90,66,48,114,0,0,0,0,0,0,6,3,9,6,3,9,321,412,733,656,1144,1800,130,100,230,8025,8035,16060
UCL112012,0,0,0,38,32,70,3,3,6,0,0,0,26,24,50,5605,5120,10725,593,602,1195,253,10,263,117,10,127,81,8,89,56,29,85,281,229,510,7053,6067,13120,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,50,25,75,53,28,81,3,0,3,0,0,0,3,3,6,6,3,9,171,306,477,620,993,1613,116,105,221,8019,7502,15521
UCL112013,4,6,10,67,74,141,3,3,6,3,0,3,43,37,80,8484,7341,15825,819,842,1661,201,5,206,139,19,158,190,31,221,75,25,100,425,407,832,10453,8790,19243,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,8,8,0,3,3,0,14,14,54,33,87,57,47,104,0,5,5,0,0,0,4,0,4,4,5,9,160,349,509,847,1434,2281,167,151,318,11688,10776,22464
UCL113001,0,0,0,46,38,84,0,4,4,0,0,0,21,19,40,2580,2467,5047,269,374,643,91,4,95,49,5,54,78,23,101,29,8,37,291,270,561,3454,3212,6666,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,31,27,58,40,30,70,0,0,0,0,0,0,3,0,3,3,0,3,121,161,282,363,585,948,45,53,98,4026,4041,8067
UCL113002,0,4,4,20,23,43,0,0,0,4,0,4,7,7,14,2004,1842,3846,169,197,366,91,3,94,36,6,42,125,54,179,20,9,29,118,171,289,2594,2316,4910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,26,15,41,26,21,47,0,0,0,0,0,0,0,0,0,0,0,0,108,152,260,260,399,659,61,57,118,3049,2945,5994
UCL113003,4,0,4,10,12,22,0,0,0,0,0,0,4,3,7,1224,1118,2342,117,136,253,59,3,62,24,3,27,28,0,28,12,5,17,71,73,144,1553,1353,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,5,8,15,7,22,18,12,30,0,0,0,0,0,0,0,0,0,0,0,0,68,105,173,152,295,447,41,36,77,1832,1801,3633
UCL113004,55,31,86,34,32,66,3,0,3,0,0,0,9,5,14,2677,2374,5051,199,234,433,132,7,139,22,3,25,33,14,47,27,24,51,157,175,332,3348,2899,6247,5,11,16,0,0,0,0,0,0,34,15,49,3,7,10,7,0,7,49,33,82,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,24,7,31,73,44,117,14,6,20,0,3,3,0,0,0,14,9,23,297,374,671,370,556,926,64,61,125,4166,3943,8109
UCL113005,0,0,0,28,9,37,0,0,0,0,0,0,13,12,25,2370,2223,4593,266,267,533,69,0,69,49,8,57,54,8,62,33,22,55,208,175,383,3090,2724,5814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,42,28,14,42,0,0,0,0,0,0,3,0,3,3,0,3,66,92,158,363,433,796,85,66,151,3635,3329,6964
UCL113006,0,3,3,8,0,8,3,0,3,0,0,0,0,3,3,637,558,1195,44,38,82,13,0,13,3,0,3,23,0,23,10,3,13,31,37,68,772,642,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,3,8,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,24,44,68,83,136,219,21,20,41,905,848,1753
UCL113007,0,0,0,8,14,22,5,0,5,0,0,0,9,6,15,1782,1755,3537,198,209,407,76,4,80,22,3,25,65,19,84,24,9,33,144,164,308,2333,2183,4516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,25,13,38,25,18,43,0,0,0,0,0,0,0,5,5,0,5,5,116,143,259,271,453,724,47,61,108,2792,2863,5655
UCL113008,3,3,6,10,17,27,0,0,0,0,0,0,13,6,19,1947,1760,3707,215,200,415,80,3,83,58,5,63,110,41,151,24,10,34,185,179,364,2645,2224,4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,19,16,35,19,20,39,3,0,3,3,3,6,0,0,0,6,3,9,76,123,199,268,437,705,70,53,123,3084,2860,5944
UCL113009,0,0,0,22,6,28,0,0,0,0,0,0,10,16,26,2977,2481,5458,350,311,661,82,4,86,28,6,34,39,6,45,39,11,50,152,142,294,3699,2983,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,37,26,11,37,0,0,0,0,0,0,3,0,3,3,0,3,53,102,155,281,444,725,88,82,170,4150,3622,7772
UCL113010,0,0,0,14,9,23,0,0,0,0,0,0,3,4,7,939,901,1840,118,124,242,59,0,59,8,4,12,22,0,22,5,7,12,66,63,129,1234,1112,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,44,78,122,125,213,338,24,24,48,1437,1431,2868
UCL113011,45,34,79,12,8,20,0,0,0,0,0,0,3,3,6,2140,1781,3921,134,169,303,56,0,56,14,3,17,10,4,14,18,0,18,78,80,158,2510,2082,4592,6,7,13,0,0,0,0,0,0,13,8,21,6,6,12,3,3,6,28,24,52,0,0,0,0,0,0,0,5,5,5,0,5,0,0,0,5,5,10,18,11,29,51,40,91,0,0,0,0,0,0,0,0,0,0,0,0,125,164,289,341,474,815,58,33,91,3085,2793,5878
UCL113012,3,0,3,5,15,20,0,0,0,5,0,5,3,3,6,1993,1537,3530,189,132,321,88,0,88,30,4,34,5,3,8,10,3,13,50,56,106,2381,1753,4134,3,5,8,0,0,0,0,0,0,0,4,4,3,0,3,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,5,8,26,9,35,35,23,58,0,0,0,0,0,0,3,3,6,3,3,6,21,64,85,284,385,669,62,51,113,2786,2279,5065
UCL113013,23,18,41,5,13,18,0,0,0,0,0,0,16,16,32,1604,1216,2820,146,145,291,35,3,38,11,3,14,9,6,15,12,5,17,113,105,218,1974,1530,3504,5,0,5,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,11,5,16,19,14,33,0,0,0,0,0,0,0,0,0,0,0,0,35,54,89,206,302,508,33,32,65,2267,1932,4199
UCL113014,84,83,167,9,10,19,0,0,0,0,0,0,3,0,3,2281,1985,4266,188,168,356,106,3,109,27,6,33,25,0,25,25,10,35,89,78,167,2837,2343,5180,12,12,24,0,0,0,0,0,0,17,24,41,8,14,22,3,3,6,40,53,93,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,40,13,53,83,66,149,8,7,15,0,0,0,0,0,0,8,7,15,120,201,321,330,468,798,62,45,107,3440,3130,6570
UCL113015,4,0,4,7,5,12,3,3,6,0,0,0,0,11,11,2154,1444,3598,219,147,366,41,0,41,28,3,31,9,3,12,15,6,21,78,90,168,2558,1712,4270,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,33,27,9,36,0,0,0,0,0,0,3,0,3,3,0,3,27,69,96,311,323,634,56,40,96,2982,2153,5135
UCL113016,4,4,8,24,19,43,0,0,0,0,0,0,3,4,7,1595,1308,2903,123,138,261,25,3,28,12,3,15,14,4,18,17,10,27,93,115,208,1910,1608,3518,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,3,6,9,27,15,42,33,21,54,0,0,0,0,0,0,0,0,0,0,0,0,106,140,246,223,374,597,41,37,78,2313,2180,4493
UCL113017,3,0,3,32,9,41,0,0,0,0,0,0,10,15,25,1445,1188,2633,177,149,326,58,0,58,10,0,10,25,0,25,17,6,23,122,117,239,1899,1484,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,14,9,23,19,9,28,0,0,0,3,0,3,0,0,0,3,0,3,40,87,127,187,298,485,43,35,78,2191,1913,4104
UCL113018,0,0,0,25,36,61,0,0,0,0,0,0,0,0,0,2176,1632,3808,153,161,314,57,3,60,37,3,40,13,0,13,14,5,19,52,63,115,2527,1903,4430,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,7,0,7,27,14,41,34,17,51,3,0,3,0,0,0,0,0,0,3,0,3,34,69,103,233,379,612,41,27,68,2872,2395,5267
UCL113019,6,0,6,14,8,22,0,0,0,0,0,0,6,5,11,2823,1955,4778,322,193,515,60,0,60,32,4,36,21,3,24,20,8,28,74,107,181,3378,2283,5661,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,3,7,39,11,50,43,18,61,3,0,3,0,0,0,3,0,3,6,0,6,25,91,116,447,388,835,68,47,115,3967,2827,6794
UCL113020,0,3,3,13,19,32,0,0,0,0,0,0,8,9,17,2048,1811,3859,213,247,460,90,0,90,36,5,41,32,5,37,19,10,29,130,138,268,2589,2247,4836,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,19,6,25,28,6,34,0,0,0,0,0,0,0,0,0,0,0,0,73,119,192,285,420,705,50,52,102,3025,2844,5869
UCL113021,0,4,4,9,7,16,3,0,3,0,0,0,0,5,5,1425,1236,2661,136,165,301,68,0,68,23,3,26,20,0,20,21,11,32,76,73,149,1781,1504,3285,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20,17,6,23,3,3,6,3,0,3,0,0,0,6,3,9,100,138,238,203,365,568,48,55,103,2155,2071,4226
UCL114001,0,0,0,6,4,10,0,0,0,0,0,0,0,3,3,636,535,1171,46,54,100,37,4,41,19,3,22,8,5,13,9,3,12,49,48,97,810,659,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,9,4,13,0,0,0,0,0,0,3,0,3,3,0,3,43,69,112,86,138,224,15,22,37,966,892,1858
UCL114002,0,0,0,9,7,16,3,0,3,4,0,4,3,4,7,1183,951,2134,135,126,261,56,0,56,19,3,22,47,4,51,4,4,8,79,69,148,1542,1168,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,0,5,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,29,58,87,121,196,317,33,24,57,1730,1449,3179
UCL114003,0,0,0,3,5,8,0,0,0,0,0,0,4,4,8,922,784,1706,102,104,206,35,3,38,11,0,11,19,0,19,10,9,19,118,136,254,1224,1045,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,10,4,14,0,0,0,0,0,0,3,0,3,3,0,3,38,62,100,128,174,302,16,24,40,1419,1309,2728
