CED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
CED111,854,1232,2084,8589,10470,19060,7,7,17,624,707,1331,144,150,292,17069,19303,36372,53,77,126,3565,3634,7198,226,316,545,75,94,170,179,244,424,159,143,306,260,310,564,568,728,1294,1243,1473,2717,132,191,317,79,102,184,1624,2243,3870,2262,2414,4675,49,49,99,36909,42641,79549,1047,743,1787,2073,1870,3945,76,71,148,8,8,19,135,125,257,203,310,510,337,444,788,33002,29937,62935,334,295,632,136,228,366,33473,30459,63932,4797,4647,9439,79564,82109,161676
CED112,526,871,1403,12418,15232,27652,3,9,15,1082,1379,2457,83,91,176,16953,19652,36602,36,70,108,534,570,1105,264,370,632,172,186,361,125,154,277,81,82,163,699,774,1475,659,832,1487,1386,1674,3055,137,175,317,309,359,668,1546,2155,3697,1658,1861,3522,57,66,126,38213,45685,83897,526,457,983,373,315,687,72,69,133,15,22,44,132,144,278,215,276,490,360,447,804,32865,30113,62984,255,193,448,124,210,334,33244,30518,63765,5432,5616,11052,78744,83974,162722
CED113,538,831,1370,11856,13488,25343,4,3,3,700,727,1423,101,103,212,16390,17498,33892,14,23,35,1005,970,1977,252,354,607,84,93,181,291,374,670,29,25,57,265,277,541,456,533,987,1414,1549,2965,119,119,231,184,189,365,1712,2171,3879,1552,1777,3324,43,57,91,36466,40325,76790,960,824,1787,618,507,1125,65,65,126,27,25,52,438,361,796,233,333,566,697,715,1416,34139,31120,65262,301,230,531,115,186,300,34561,31533,66094,6910,5919,12825,80807,80724,161530
CED114,427,632,1065,10962,12978,23940,0,0,0,710,775,1483,190,195,376,21254,22790,44048,55,80,137,243,256,500,189,268,463,129,169,291,1054,1216,2263,31,35,63,227,232,464,693,851,1543,2558,2863,5427,107,143,257,290,358,648,3331,4163,7494,1447,1640,3086,37,37,70,43515,49048,92566,1586,1341,2920,792,575,1361,34,31,65,14,10,26,1032,858,1889,169,217,387,1213,1088,2304,29832,27065,56899,176,121,291,67,90,158,30080,27269,57349,8130,7350,15482,85777,87339,173116
CED115,15072,18130,33205,2482,2707,5183,2333,2505,4840,1012,1097,2107,5,3,12,21618,22945,44561,18,13,33,4090,4169,8262,194,269,462,275,238,514,72,79,148,639,628,1265,292,341,633,546,635,1183,439,479,917,29,38,65,226,233,462,426,438,866,3093,3287,6385,51,54,108,37857,40144,78003,1688,1624,3309,6722,6311,13034,25,10,38,5,3,6,298,243,537,1959,2045,4004,2259,2291,4552,14874,12306,27183,79,75,153,59,69,132,15020,12451,27472,7044,6877,13925,85684,87839,173523
CED116,508,767,1271,13504,15887,29384,0,4,3,1033,1202,2234,4,0,5,14506,16454,30957,58,56,112,571,513,1081,358,461,819,71,89,160,209,239,443,20,28,47,176,191,366,459,601,1056,1867,2166,4030,154,160,309,86,97,185,1968,2627,4590,1556,1805,3367,27,46,76,36608,42623,79234,370,319,685,228,193,419,75,93,169,27,29,53,64,60,126,187,304,488,280,387,671,35045,32261,67307,265,194,461,136,217,353,35440,32675,68114,7177,6003,13175,80692,83053,163743
CED117,1851,2680,4534,4149,4899,9052,7,16,28,325,362,684,0,0,0,14599,16522,31123,8,7,13,2768,3100,5863,104,132,236,28,35,59,100,150,250,111,107,222,138,194,336,206,259,461,664,806,1470,28,37,64,29,55,93,640,825,1466,833,1057,1890,41,33,73,24787,28598,53387,1680,1356,3039,969,810,1780,374,426,800,23,21,43,54,54,107,317,344,658,392,418,808,37911,37846,75760,606,569,1179,130,256,385,38652,38671,77322,4808,4255,9059,73515,77216,150729
CED118,2116,2536,4650,7012,8098,15104,32,30,62,1286,1385,2675,33,42,73,21485,23323,44810,145,174,316,1702,1734,3435,221,255,471,372,416,788,80,84,168,780,767,1544,560,631,1191,1765,2084,3846,1252,1463,2716,105,123,226,375,443,819,1163,1433,2598,2677,2883,5563,67,85,147,41108,45441,86554,18232,17414,35641,6173,5995,12174,57,56,108,5,9,17,5736,5032,10767,646,679,1327,6383,5728,12114,20070,17434,37503,219,179,396,87,148,232,20367,17761,38135,6952,5224,12180,101385,100159,201542
CED119,834,1252,2083,10540,12365,22907,12,15,27,1229,1384,2610,101,113,215,19301,21290,40589,91,108,196,3237,3277,6510,64,99,166,101,130,235,156,161,320,738,742,1480,324,348,672,679,799,1476,1170,1276,2443,148,162,303,61,72,132,1388,1747,3141,1689,1853,3540,109,102,209,41136,46034,87168,1345,1380,2727,1639,1603,3245,75,96,176,0,0,9,101,110,217,171,206,377,274,315,598,24900,21912,46810,216,176,396,77,130,202,25192,22216,47410,3550,3348,6901,74052,76248,150300
CED120,552,768,1319,15997,18324,34326,30,25,57,960,1014,1975,261,253,513,23544,25148,48696,35,53,90,1151,1084,2237,232,328,560,122,127,248,173,215,385,101,113,216,218,275,494,607,703,1312,1249,1399,2647,109,171,283,137,179,309,1810,2125,3939,1614,1750,3362,116,115,237,48492,53411,101903,564,549,1118,966,887,1855,51,60,109,7,8,15,167,156,324,193,284,476,366,445,813,28181,25095,53274,214,180,391,89,143,230,28475,25422,53896,5962,5124,11086,85432,86665,172094
CED121,449,762,1212,15013,17529,32544,0,0,0,1183,1347,2530,109,109,216,14975,16742,31723,15,44,61,293,276,566,313,437,748,119,123,244,114,158,274,42,35,71,362,446,806,663,779,1446,1647,1794,3437,228,322,549,1546,1812,3359,2776,3678,6453,1877,2084,3964,224,245,466,41500,47954,89457,450,396,847,343,286,626,29,31,66,16,20,42,90,77,166,157,247,405,266,344,611,36124,32012,68138,293,210,498,125,199,323,36542,32418,68963,7454,5173,12635,87036,87384,174420
CED122,2442,3468,5909,5737,6830,12566,179,190,373,491,611,1100,4,11,18,23635,26245,49887,18,20,31,5198,5813,11009,127,175,303,105,91,196,117,149,258,251,262,508,284,335,614,532,721,1258,1115,1228,2344,14,23,45,60,71,125,670,771,1440,1623,1941,3565,29,32,61,40187,45514,85707,1583,1334,2917,2627,2308,4939,2706,2955,5660,13,15,24,128,113,242,214,280,492,347,411,754,31721,29917,61638,351,258,612,126,199,327,32203,30375,62577,7432,6033,13467,89527,92410,181933
CED123,898,1245,2141,11433,13656,25098,49,44,91,824,863,1692,215,196,412,24824,26899,51717,86,83,170,1381,1398,2785,232,289,522,349,377,720,155,180,335,416,414,826,439,514,954,1212,1386,2597,1437,1730,3171,98,171,261,180,231,414,1151,1399,2547,2513,2775,5289,57,64,120,47050,52680,99724,3377,3324,6702,2701,2484,5181,32,35,67,21,20,37,1246,1181,2428,253,351,607,1515,1553,3071,29332,26599,55934,269,219,492,88,156,245,29694,26981,56675,7367,6921,14282,92631,95216,187851
CED124,351,584,937,16422,18545,34961,3,0,3,1206,1314,2518,12,8,25,13261,15040,28299,54,75,127,222,203,424,391,504,897,108,144,253,125,152,279,28,24,51,343,391,739,379,474,854,2186,2411,4605,228,311,541,258,328,581,2743,3707,6448,1565,1857,3420,33,53,85,39569,45544,85109,197,192,387,141,138,281,50,51,107,42,32,78,44,36,80,146,231,378,231,302,533,29939,27401,57337,203,175,376,104,196,301,30247,27771,58014,6104,5876,11981,76884,80459,157347
CED125,2168,2813,4978,10254,11997,22249,370,346,719,1265,1392,2648,164,147,305,25981,28299,54280,74,102,172,2301,2348,4645,395,464,861,691,744,1432,130,153,279,716,685,1400,552,557,1107,1360,1633,2999,1170,1297,2467,94,134,228,413,481,900,1092,1319,2413,3251,3611,6863,98,103,203,50366,55807,106170,5773,5624,11391,10180,9884,20059,45,32,73,8,13,24,1203,1115,2317,478,590,1070,1689,1721,3408,24075,21579,45657,203,126,332,109,151,261,24387,21856,46243,6679,6484,13163,101285,104213,205501
CED126,894,1333,2230,10879,12971,23855,19,20,40,731,785,1512,4,3,8,16652,18707,35358,15,20,35,1140,1237,2380,181,242,420,84,98,186,185,235,417,334,370,702,277,312,591,684,795,1476,1185,1419,2610,56,73,126,52,64,112,1576,2045,3623,1553,1800,3353,32,44,74,35637,41231,76875,759,651,1416,402,356,757,241,264,503,0,7,3,212,181,389,196,262,467,413,450,864,33307,30751,64060,264,190,450,138,231,372,33710,31170,64879,3906,3964,7875,75968,79420,155387
CED127,576,937,1520,10823,12758,23582,0,8,9,1272,1478,2749,240,260,503,14730,16186,30917,62,76,140,617,613,1227,253,339,587,145,146,294,167,197,368,32,31,60,185,241,427,689,768,1458,1325,1487,2813,95,121,216,123,149,276,1509,1967,3473,1775,1977,3748,65,78,134,34109,38875,72983,372,324,697,308,299,608,111,124,235,12,17,27,184,166,353,274,412,685,472,591,1068,30630,28392,59020,328,269,599,155,259,411,31112,28919,60031,4266,3931,8194,71325,74011,145330
CED128,4066,5164,9229,4333,5024,9353,2468,2675,5139,841,872,1721,23,17,39,29115,30888,60002,83,100,179,3111,3084,6202,203,296,503,273,297,573,71,69,146,847,869,1716,418,411,827,656,791,1451,633,728,1357,47,71,120,194,231,423,836,1003,1841,2983,3203,6190,83,74,156,47230,50707,97938,2604,2324,4926,12537,11665,24206,22,20,37,4,3,5,459,363,829,601,687,1289,1072,1058,2121,13137,10961,24094,103,79,185,54,76,125,13291,11114,24405,6612,6172,12781,87426,88217,175649
CED129,2524,3287,5819,8969,10349,19324,26,44,64,1465,1703,3168,195,185,384,22537,24831,47366,89,115,201,1778,1870,3649,167,206,375,244,274,511,135,158,293,605,621,1230,486,513,1001,1704,2039,3740,1897,2121,4018,93,99,197,344,406,745,1716,2114,3824,2427,2708,5138,57,68,129,44931,50427,95353,7803,7807,15606,4503,4437,8943,109,104,208,4,0,4,1408,1331,2741,614,686,1300,2024,2018,4040,26318,23717,50036,253,202,454,72,113,185,26639,24026,50669,3848,3724,7575,92376,95838,188212
CED130,417,583,997,17358,19934,37291,3,0,3,602,681,1280,177,177,350,14906,16785,31691,29,52,80,116,111,229,274,354,624,75,75,149,108,157,267,22,22,48,227,176,403,511,614,1127,2521,2767,5290,220,287,510,229,245,474,2355,2979,5337,1549,1766,3318,68,58,127,41354,47237,88592,607,572,1178,453,358,809,42,32,72,54,49,100,149,140,297,420,601,1023,628,795,1417,26052,23559,49606,197,146,345,71,124,201,26320,23834,50150,7942,7487,15425,77752,80894,158649
CED131,771,1021,1794,9188,10964,20153,0,0,0,1067,1179,2245,31,27,56,14577,16730,31307,42,41,77,1342,1396,2737,124,168,292,92,99,197,96,111,205,47,39,91,496,535,1035,688,817,1501,1336,1500,2840,191,220,411,201,239,439,1956,2681,4642,1982,2341,4327,65,79,144,33520,39178,72700,1000,835,1845,1602,1198,2802,79,75,156,23,15,38,180,137,316,206,302,514,408,457,869,38469,36301,74769,424,351,772,119,234,353,39012,36884,75893,5271,4833,10106,81680,84482,166162
CED132,1990,3257,5246,7880,9238,17116,26,34,66,571,705,1275,5,0,10,17624,20371,37992,39,51,87,1425,1601,3025,57,71,129,31,29,60,156,210,363,378,444,821,294,316,610,368,529,900,1246,1476,2720,21,30,55,51,63,117,1077,1537,2613,1250,1673,2925,36,57,89,32535,38441,70980,2632,2556,5184,1007,986,1987,759,813,1569,4,3,5,176,177,354,322,385,706,495,566,1067,35672,34525,70197,396,346,744,131,208,336,36200,35078,71280,4761,5137,9899,80375,86835,167209
CED133,589,904,1496,12281,14122,26399,0,4,4,885,1004,1895,4,9,18,13940,15875,29815,32,32,59,121,139,261,447,510,954,84,103,187,137,169,306,14,16,30,211,237,452,668,894,1560,3051,3405,6456,183,221,401,329,400,730,2447,3030,5479,1781,2079,3865,150,148,299,36773,42404,79180,222,223,450,230,191,422,64,58,119,26,35,61,836,805,1640,313,522,840,1180,1360,2536,35186,32281,67464,291,253,540,155,242,399,35632,32780,68413,8717,7449,16165,83408,85376,168784
CED134,324,420,743,14220,15777,29995,0,0,3,725,788,1514,97,101,199,17308,19211,36512,37,42,84,176,176,347,122,175,295,49,65,116,243,278,519,34,27,64,189,186,372,476,581,1058,2453,2569,5022,185,243,422,216,253,472,2604,3157,5757,1382,1561,2942,28,22,54,40549,45205,85752,851,759,1610,408,335,747,18,12,36,45,43,95,202,157,359,89,159,250,340,365,702,23918,21159,45076,132,98,229,56,77,137,24103,21336,45439,10153,9797,19945,76753,78220,154967
CED135,2948,3961,6904,4209,4840,9048,47,62,109,1229,1323,2550,88,115,206,18612,20138,38753,84,99,185,1855,1926,3786,142,216,358,202,206,401,71,64,134,523,541,1064,487,508,988,714,905,1617,1751,1920,3671,58,68,119,171,227,397,1206,1341,2543,2422,2710,5135,63,83,152,33921,37293,71213,21933,18472,40401,11331,10060,21391,65,47,116,11,13,26,1733,1375,3111,776,834,1612,2523,2223,4747,22180,19567,41741,223,178,396,86,138,221,22492,19876,42363,8553,7598,16143,103754,99517,203278
CED136,422,677,1103,15170,17810,32976,0,0,0,1284,1444,2725,92,89,183,17007,19409,36416,70,92,160,359,369,729,179,268,446,127,164,293,122,174,295,27,26,56,387,484,866,744,925,1671,1869,2222,4090,230,316,537,178,211,381,2637,3514,6156,1666,1935,3594,43,33,73,42197,49467,91659,509,429,941,428,344,777,33,44,77,18,19,37,206,173,380,154,331,486,375,523,898,36241,32965,69210,246,207,452,99,156,253,36587,33331,69916,5376,4831,10203,85927,89647,175578
CED137,4530,6273,10807,4365,4907,9269,37,47,89,889,1011,1896,12,14,26,23760,26161,49925,24,34,53,3062,3373,6436,142,193,335,68,61,125,101,125,220,499,509,1003,360,414,775,464,624,1089,2337,2806,5147,44,59,101,115,110,228,1139,1417,2552,1900,2308,4214,52,56,111,39370,44220,83594,10225,7949,18175,3949,3508,7452,124,127,252,8,0,8,298,268,569,333,364,694,637,631,1267,33408,32467,65879,262,255,519,114,160,277,33786,32882,66669,7426,6176,13600,100054,101763,201820
CED138,814,1294,2112,9921,11903,21828,0,0,0,526,647,1178,0,0,0,13677,16057,29734,45,77,122,241,289,532,474,570,1038,57,77,132,169,238,404,25,20,46,182,244,426,625,851,1484,1904,2226,4131,62,105,169,398,498,900,1681,2281,3954,1370,1736,3109,56,70,130,31424,37892,69317,505,493,996,115,109,222,314,311,627,33,29,58,226,214,433,270,438,701,526,677,1204,38203,37430,75635,257,220,475,293,525,822,38748,38181,76932,7998,8034,16028,80437,86993,167436
CED139,360,417,774,14193,16204,30398,3,5,3,950,1048,1994,262,259,520,21039,23093,44130,49,42,91,202,203,405,193,257,445,88,88,181,580,734,1316,120,126,248,325,258,587,546,692,1236,2748,3062,5808,153,191,342,149,155,307,2996,3589,6586,1446,1659,3111,35,31,64,46072,51689,97762,548,465,1011,681,617,1298,14,25,35,18,25,50,171,130,297,525,640,1171,715,800,1515,23811,21388,45200,145,114,259,68,89,159,24024,21593,45617,7362,5969,13338,79774,81571,161349
CED140,703,1092,1789,10625,13277,23898,0,3,3,1059,1269,2329,37,50,88,14720,16986,31709,73,103,177,559,601,1162,235,342,580,121,143,265,154,194,345,89,82,173,772,834,1613,635,819,1453,1439,1687,3127,90,142,229,282,318,602,1678,2228,3904,1702,2045,3745,58,79,140,34341,41209,75551,635,554,1189,384,341,724,138,155,299,33,15,49,142,120,267,152,240,392,327,374,702,31875,29427,61300,284,243,524,128,234,360,32291,29904,62188,4780,4751,9530,73596,78375,151973
CED141,440,650,1095,11438,13993,25434,3,0,3,1270,1455,2717,27,21,51,13760,15937,29694,29,37,67,603,608,1206,224,308,533,145,161,307,117,169,293,17,22,38,342,374,712,957,1066,2027,1566,1919,3478,167,266,428,215,259,472,2350,3385,5736,1526,1778,3306,82,89,176,34830,41847,76677,339,302,635,246,224,469,42,50,90,22,17,42,82,62,143,157,247,404,257,330,587,33473,30102,63579,231,167,397,106,169,278,33814,30434,64250,4171,3942,8112,74146,77775,151922
CED142,5842,7831,13671,4833,4710,9545,14,11,25,566,583,1149,0,0,3,15278,15148,30423,13,12,33,2028,2143,4166,54,80,137,54,43,97,161,175,335,99,100,198,319,318,640,439,608,1042,893,882,1781,35,30,59,107,116,223,800,806,1607,1732,2066,3799,64,47,111,27492,27885,55375,2065,1591,3655,2006,1406,3409,1024,935,1956,26,25,54,129,125,250,418,422,840,574,570,1143,56828,48211,105037,824,603,1426,265,330,593,57915,49134,107051,9993,7956,17948,106905,97307,204215
CED143,837,1294,2133,9762,11354,21123,14,22,35,459,529,990,0,4,4,15877,18464,34337,24,20,44,1131,1344,2465,145,157,306,75,96,166,187,242,424,195,197,390,254,274,526,314,415,729,1106,1294,2403,17,29,48,33,61,95,1071,1441,2509,1027,1333,2361,35,44,80,31721,37317,69035,696,602,1291,421,393,815,365,430,799,0,0,3,106,108,216,197,267,465,309,378,686,33965,33406,67371,291,240,538,142,244,381,34398,33894,68286,3925,3841,7768,72669,78145,150819
