CED_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
CED111,..,74,20,96,0,92,..,2100,526,2620,25,2647,..,477,81,563,6,566,..,306,12,317,0,321,..,411,11,427,4,430,..,1117,175,1291,9,1296,..,233,14,239,0,250,..,103,4,105,0,104,..,468,14,475,0,478,..,301,10,310,0,310,..,249,19,269,0,273,..,165,6,173,0,173,..,443,41,478,9,487,..,142,3,146,0,146,..,2095,109,2206,14,2219,..,2060,414,2479,10,2490,..,220,20,240,0,243,..,23,9,31,0,31,..,181,59,246,3,245,..,2532,706,3239,18,3257,..,530,30,554,10,557,..,239,40,277,0,279,..,210,36,240,3,244,..,507,179,692,3,694,..,155,21,174,0,181,..,64,0,72,0,72,..,992,248,1241,9,1256,..,201,10,214,0,213,..,197,11,213,0,213,..,367,25,390,4,397,..,84,6,85,0,85,..,850,50,905,7,906,..,1134,158,1288,15,1301,..,186
CED112,..,16,10,27,0,27,..,751,336,1085,8,1093,..,80,20,94,0,94,..,203,10,216,3,215,..,278,12,295,5,299,..,264,28,292,8,303,..,62,7,73,0,73,..,64,0,64,0,64,..,226,14,240,10,246,..,194,14,206,0,210,..,287,20,311,4,311,..,46,0,46,0,46,..,109,18,129,0,125,..,53,0,51,0,51,..,1037,72,1112,11,1120,..,394,38,442,4,440,..,143,19,159,0,159,..,28,9,36,0,36,..,260,120,377,0,377,..,17,3,24,0,24,..,496,51,544,11,556,..,63,3,68,0,71,..,131,16,147,0,148,..,203,18,219,6,221,..,215,28,243,4,246,..,75,11,78,0,83,..,115,14,130,0,130,..,282,9,293,6,297,..,158,21,176,0,176,..,440,13,456,0,457,..,96,9,102,7,113,..,979,50,1033,13,1046,..,716,67,784,5,784,..,65
CED113,..,22,3,23,0,23,..,619,175,791,10,803,..,271,33,307,0,306,..,324,7,332,0,332,..,541,16,557,8,570,..,293,40,333,4,336,..,199,14,217,0,219,..,134,9,137,0,137,..,345,15,358,8,363,..,618,29,647,3,656,..,800,77,869,3,876,..,103,8,107,0,110,..,237,17,257,3,259,..,77,4,78,0,80,..,2503,168,2677,22,2691,..,721,71,791,3,790,..,81,7,87,0,87,..,18,8,26,0,26,..,88,25,117,0,117,..,783,135,917,3,921,..,220,20,239,3,244,..,71,3,74,0,75,..,167,10,171,3,174,..,150,16,167,0,167,..,138,6,146,0,145,..,66,0,70,0,70,..,312,43,348,7,350,..,268,14,282,0,282,..,114,10,124,0,124,..,384,18,398,5,404,..,85,3,92,3,94,..,847,45,894,6,901,..,416,41,463,4,471,..,110
CED114,..,13,10,27,0,27,..,550,405,955,10,964,..,66,4,74,0,74,..,106,4,114,3,118,..,227,3,231,3,235,..,170,23,193,0,196,..,122,11,132,0,135,..,726,328,1060,4,1065,..,278,40,318,3,315,..,541,315,860,10,864,..,1713,333,2041,29,2078,..,125,12,140,0,136,..,208,24,225,3,231,..,57,3,60,0,60,..,3761,1064,4828,53,4875,..,1671,277,1949,19,1970,..,81,12,90,0,94,..,19,0,19,0,19,..,72,29,106,6,108,..,22,0,23,0,23,..,238,37,268,5,269,..,40,3,41,0,41,..,37,4,46,3,45,..,44,0,53,0,53,..,57,3,56,0,56,..,320,40,358,11,366,..,36,3,43,0,43,..,388,21,410,6,421,..,82,14,92,0,92,..,515,26,543,0,549,..,306,101,409,7,410,..,1291,168,1457,12,1472,..,298,35,337,0,337,..,126
CED115,..,1520,790,2308,12,2318,..,7472,5347,12817,85,12906,..,1537,443,1979,6,1989,..,158,15,170,0,170,..,143,5,147,0,150,..,1074,193,1270,5,1283,..,554,46,605,6,614,..,118,14,132,8,139,..,1666,99,1770,11,1783,..,526,56,585,7,592,..,560,76,638,13,647,..,72,0,69,3,73,..,968,99,1064,15,1078,..,382,23,407,5,409,..,4849,414,5262,66,5332,..,2266,568,2833,20,2852,..,60,9,65,0,65,..,3076,2032,5112,35,5143,..,122,48,168,0,168,..,959,218,1179,6,1188,..,237,20,261,4,263,..,340,135,478,4,480,..,440,75,516,3,521,..,146,33,180,0,176,..,234,77,308,0,308,..,1254,154,1410,24,1436,..,3057,1150,4207,25,4230,..,603,28,630,6,636,..,345,55,403,6,407,..,1124,37,1165,12,1176,..,203,33,236,5,245,..,2281,152,2434,28,2464,..,2819,712,3524,29,3556,..,307
CED116,..,14,3,22,0,22,..,412,160,575,3,578,..,222,26,253,0,251,..,245,8,248,5,256,..,422,12,438,4,445,..,429,53,480,9,485,..,40,0,43,0,43,..,75,9,86,0,86,..,136,7,142,0,142,..,203,11,209,5,210,..,126,13,140,0,141,..,55,0,57,0,56,..,69,0,69,0,69,..,20,4,26,0,21,..,731,43,771,6,778,..,473,34,510,7,514,..,105,14,116,0,119,..,22,5,24,3,26,..,57,23,78,0,78,..,100,15,112,5,116,..,135,20,157,0,159,..,48,8,52,0,52,..,98,7,101,0,101,..,108,4,119,4,116,..,90,13,103,0,101,..,29,0,29,0,29,..,63,15,80,0,80,..,159,4,166,3,163,..,80,5,83,0,83,..,261,6,269,6,274,..,55,3,65,0,65,..,562,15,580,8,579,..,430,43,478,6,485,..,45
CED117,..,199,66,265,0,267,..,4987,1513,6504,49,6553,..,301,29,328,3,324,..,852,21,874,13,887,..,653,20,674,9,684,..,2663,940,3601,26,3628,..,267,16,284,6,284,..,87,7,93,0,93,..,600,13,611,4,617,..,1572,59,1625,11,1639,..,85,3,85,0,89,..,94,0,98,0,98,..,132,3,136,4,139,..,135,5,136,0,141,..,2967,107,3078,24,3099,..,2831,572,3405,20,3423,..,561,52,614,9,622,..,33,19,46,0,46,..,442,175,615,3,619,..,221,39,255,3,260,..,99,3,100,4,101,..,228,16,248,0,248,..,303,18,328,0,333,..,1233,464,1700,11,1707,..,344,31,373,5,378,..,40,0,41,0,41,..,309,45,357,0,360,..,403,6,415,5,419,..,448,46,498,0,494,..,541,12,558,4,567,..,174,15,184,0,184,..,1572,79,1649,12,1665,..,2017,225,2243,32,2276,..,244
CED118,..,206,53,255,3,253,..,5657,2337,7996,60,8054,..,548,62,616,5,621,..,352,9,360,3,364,..,194,7,200,0,200,..,965,155,1119,8,1129,..,1901,99,1999,13,2012,..,5513,438,5947,38,5991,..,9491,438,9932,68,9999,..,2385,208,2595,23,2619,..,11036,974,12005,95,12105,..,2040,82,2119,10,2129,..,2745,184,2928,36,2962,..,1979,64,2042,17,2056,..,37086,2483,39574,311,39877,..,855,99,956,7,958,..,126,3,127,0,130,..,32,11,45,0,44,..,1279,603,1883,10,1887,..,75,16,86,0,86,..,2041,95,2143,23,2158,..,1525,271,1799,12,1810,..,368,43,408,3,410,..,231,32,266,4,272,..,373,38,417,4,418,..,496,39,540,9,544,..,409,91,502,3,502,..,2232,49,2279,16,2297,..,956,84,1041,10,1050,..,3870,139,4014,19,4030,..,338,24,355,4,360,..,7397,292,7685,43,7734,..,1413,164,1583,12,1591,..,6820
CED119,..,120,31,149,0,149,..,2954,873,3826,32,3853,..,328,40,362,4,371,..,385,8,388,3,390,..,384,5,392,0,392,..,2153,230,2384,22,2399,..,437,21,450,0,454,..,143,9,156,3,158,..,871,43,910,5,918,..,366,26,392,4,397,..,214,17,227,7,230,..,102,0,97,0,104,..,231,14,242,0,244,..,254,6,263,0,263,..,2613,135,2751,27,2778,..,863,70,933,10,939,..,253,19,276,4,280,..,60,29,81,0,80,..,178,47,226,0,225,..,936,99,1036,5,1042,..,389,19,401,0,405,..,111,10,122,0,119,..,328,29,366,3,367,..,514,52,568,3,575,..,651,97,752,7,755,..,166,18,182,4,180,..,229,28,265,0,268,..,326,7,334,0,334,..,424,51,482,5,480,..,527,15,540,0,547,..,92,6,103,0,103,..,1370,85,1455,6,1461,..,1212,100,1317,22,1330,..,352
CED120,..,23,5,27,0,27,..,729,252,984,14,1000,..,376,40,413,3,418,..,178,3,179,0,179,..,274,13,285,4,286,..,534,45,586,5,587,..,142,15,158,0,159,..,30,6,36,0,36,..,422,24,449,0,454,..,245,25,266,0,265,..,346,29,370,7,373,..,87,4,90,0,93,..,220,10,228,0,228,..,55,0,58,0,58,..,1551,108,1662,15,1670,..,918,77,997,7,999,..,62,0,62,0,62,..,101,27,125,0,129,..,75,43,114,0,114,..,145,13,158,4,159,..,196,14,216,0,212,..,98,9,105,4,107,..,191,19,213,0,209,..,179,24,202,0,198,..,132,16,148,0,148,..,157,13,177,0,174,..,272,26,299,3,304,..,149,3,154,0,154,..,97,7,104,0,104,..,279,13,288,5,294,..,96,5,97,0,97,..,618,31,649,3,647,..,966,86,1047,5,1057,..,49
CED121,..,18,7,27,0,27,..,487,164,656,6,657,..,65,5,75,0,73,..,116,4,123,5,123,..,245,11,247,5,257,..,135,18,148,0,153,..,91,7,101,5,103,..,88,13,102,0,102,..,186,14,200,0,200,..,177,14,190,3,191,..,176,23,196,0,198,..,78,3,79,0,84,..,148,4,156,3,159,..,45,0,45,0,49,..,987,75,1062,13,1073,..,204,15,219,0,223,..,68,9,73,0,76,..,44,14,60,0,60,..,111,21,127,0,127,..,66,8,73,0,73,..,198,14,214,5,220,..,54,4,58,4,62,..,112,14,123,0,125,..,53,8,57,5,62,..,80,9,88,0,88,..,141,7,145,3,147,..,44,8,49,0,57,..,244,3,251,0,252,..,56,8,63,0,63,..,321,8,325,0,325,..,88,11,96,4,103,..,713,28,740,4,742,..,309,39,349,0,349,..,99
CED122,..,463,92,555,6,557,..,11992,2488,14486,92,14575,..,448,50,499,8,509,..,2446,111,2558,23,2583,..,840,22,861,8,870,..,5047,879,5929,23,5955,..,1451,138,1591,8,1604,..,139,10,143,6,144,..,1054,20,1074,7,1082,..,286,11,301,0,301,..,224,11,232,0,232,..,221,6,227,0,230,..,318,14,335,4,335,..,211,6,216,0,216,..,3902,210,4113,27,4139,..,1750,158,1905,18,1928,..,625,71,691,5,693,..,70,26,93,0,93,..,528,121,650,4,651,..,143,19,159,0,159,..,219,6,225,0,225,..,484,42,527,0,528,..,647,65,712,8,717,..,2940,292,3231,18,3253,..,1867,372,2243,9,2252,..,78,6,83,0,89,..,552,85,647,4,646,..,652,14,663,7,670,..,4102,474,4572,37,4612,..,1019,40,1051,12,1066,..,696,53,744,11,757,..,6457,571,7036,60,7094,..,3731,452,4184,33,4216,..,351
CED123,..,66,20,85,0,85,..,1633,644,2274,35,2305,..,591,80,670,14,682,..,226,12,235,7,240,..,232,10,242,3,248,..,847,138,981,3,985,..,584,46,631,7,635,..,954,89,1045,6,1051,..,1969,103,2073,15,2085,..,954,136,1084,15,1098,..,2503,285,2785,23,2815,..,466,20,490,9,496,..,1036,90,1122,12,1140,..,284,14,297,7,300,..,8745,786,9532,96,9625,..,752,93,847,7,854,..,119,15,134,0,138,..,83,31,117,5,121,..,385,181,568,0,568,..,111,28,136,0,135,..,899,41,941,0,941,..,394,95,493,3,493,..,279,35,316,0,319,..,157,22,177,6,179,..,215,27,246,0,246,..,958,97,1061,6,1067,..,291,27,317,0,320,..,1130,39,1168,11,1178,..,302,26,329,11,334,..,2035,54,2093,11,2096,..,253,20,275,5,273,..,3722,135,3858,33,3892,..,876,113,985,12,1004,..,704
CED124,..,5,0,3,0,3,..,226,87,309,6,316,..,40,0,40,0,40,..,184,5,190,3,193,..,320,16,335,3,337,..,122,14,131,5,139,..,25,0,32,0,32,..,23,3,31,0,31,..,54,6,59,0,59,..,135,0,136,0,135,..,70,4,77,0,77,..,18,0,18,0,18,..,42,0,45,3,46,..,19,0,27,0,27,..,396,17,411,9,419,..,154,13,166,0,168,..,46,8,55,0,58,..,12,6,17,0,17,..,41,13,51,0,51,..,16,0,16,0,16,..,147,6,154,0,153,..,22,8,31,0,29,..,97,4,95,0,95,..,59,12,73,0,72,..,35,6,38,0,38,..,9,0,7,0,7,..,20,0,22,0,22,..,139,4,138,5,140,..,51,3,50,0,50,..,130,4,138,3,139,..,52,0,53,0,53,..,375,7,380,0,384,..,179,21,196,4,204,..,19
CED125,..,147,40,188,0,191,..,2224,1096,3321,28,3347,..,798,93,891,11,899,..,377,23,400,7,401,..,234,7,246,5,246,..,1002,97,1104,4,1115,..,5264,418,5684,57,5743,..,391,41,433,6,440,..,3925,186,4113,35,4148,..,3229,326,3549,68,3618,..,2395,270,2665,30,2692,..,448,18,467,5,467,..,2595,148,2743,20,2764,..,793,53,852,8,857,..,19039,1460,20502,231,20731,..,1263,141,1407,4,1411,..,98,13,106,0,114,..,475,197,671,4,671,..,178,46,221,3,227,..,524,48,575,8,584,..,1216,60,1280,16,1295,..,315,53,366,0,366,..,459,50,517,5,512,..,359,58,416,4,417,..,354,59,417,0,416,..,2739,283,3028,43,3060,..,906,144,1049,12,1054,..,1362,50,1407,5,1420,..,688,89,777,15,791,..,2653,95,2753,17,2768,..,356,28,383,4,386,..,5063,254,5319,40,5366,..,2983,428,3413,30,3440,..,765
CED126,..,62,19,86,0,86,..,2220,696,2912,19,2934,..,437,69,502,4,508,..,903,25,924,14,937,..,1210,31,1242,17,1260,..,393,28,417,4,421,..,68,3,76,0,76,..,40,0,40,0,41,..,296,14,313,0,315,..,691,28,717,0,717,..,418,30,447,0,450,..,21,0,19,0,19,..,57,4,55,0,55,..,19,0,16,3,19,..,1603,83,1684,5,1695,..,1628,177,1807,7,1819,..,513,60,571,4,575,..,33,6,38,0,39,..,301,122,421,9,429,..,57,4,58,0,59,..,52,5,56,3,57,..,384,35,420,5,421,..,279,17,292,0,298,..,1783,103,1887,35,1921,..,336,42,376,3,376,..,36,4,37,0,39,..,837,111,950,0,949,..,300,11,305,0,306,..,228,28,249,3,252,..,498,9,512,3,514,..,75,3,82,0,82,..,1101,48,1150,4,1156,..,1348,85,1425,29,1456,..,54
CED127,..,27,4,33,0,33,..,652,213,861,16,880,..,165,19,184,3,187,..,298,13,309,0,308,..,510,14,525,6,531,..,260,25,286,5,289,..,27,0,35,0,34,..,59,5,56,0,61,..,231,9,240,5,245,..,137,0,136,0,136,..,355,28,380,0,385,..,61,4,66,0,66,..,74,3,74,0,74,..,31,4,33,0,33,..,972,48,1024,8,1024,..,446,38,480,3,485,..,180,15,194,3,197,..,56,16,71,0,71,..,98,32,136,0,136,..,164,18,179,0,179,..,40,0,42,0,42,..,84,3,89,0,91,..,245,12,260,4,259,..,101,11,110,0,110,..,198,14,216,0,216,..,35,7,41,0,41,..,91,0,95,0,95,..,166,6,174,3,173,..,76,3,83,0,84,..,227,6,229,0,229,..,69,3,66,0,69,..,536,19,555,8,563,..,644,47,690,12,701,..,47
CED128,..,533,257,788,4,793,..,4306,2865,7172,51,7228,..,1327,222,1549,7,1558,..,230,11,241,3,247,..,123,6,135,0,132,..,1039,203,1241,14,1251,..,315,23,336,4,336,..,617,37,658,6,662,..,1879,78,1957,10,1967,..,847,48,898,8,905,..,909,107,1009,4,1018,..,242,10,246,0,246,..,1471,125,1595,25,1617,..,269,9,281,0,281,..,6548,436,6982,55,7035,..,2053,405,2460,7,2469,..,59,5,58,0,58,..,944,543,1484,5,1491,..,241,132,379,4,379,..,321,72,391,9,396,..,192,16,207,8,210,..,989,362,1355,6,1359,..,269,35,302,0,304,..,186,28,212,3,216,..,184,25,212,0,208,..,903,81,984,3,991,..,836,210,1047,7,1052,..,866,28,896,5,900,..,350,40,386,4,394,..,1891,61,1953,7,1964,..,247,26,270,0,274,..,3357,152,3510,19,3528,..,2290,544,2834,7,2845,..,866
CED129,..,443,89,530,0,534,..,16991,5030,22022,213,22237,..,615,55,672,8,684,..,307,5,310,4,318,..,272,11,290,5,286,..,1019,98,1119,4,1122,..,1017,39,1060,12,1072,..,1610,85,1695,11,1709,..,5401,179,5584,38,5617,..,739,49,787,8,794,..,2748,200,2953,13,2958,..,1873,57,1929,12,1947,..,2308,68,2372,16,2389,..,995,37,1032,12,1039,..,16691,715,17403,120,17525,..,1115,90,1207,12,1212,..,297,32,332,3,329,..,72,11,80,0,80,..,3330,1133,4457,19,4481,..,90,7,92,3,97,..,749,16,767,9,780,..,3242,472,3714,31,3747,..,472,25,502,4,505,..,328,30,363,4,367,..,491,53,546,0,547,..,53,3,48,0,48,..,332,24,358,0,358,..,1046,16,1063,7,1072,..,984,83,1067,10,1077,..,1696,33,1729,10,1738,..,207,7,214,0,214,..,3936,139,4077,30,4101,..,1609,115,1724,8,1738,..,2760
CED130,..,16,3,17,0,25,..,641,413,1051,20,1071,..,8,0,8,0,8,..,163,6,166,3,169,..,231,11,248,3,247,..,75,4,79,0,82,..,148,10,153,0,154,..,79,4,84,0,84,..,163,11,173,0,176,..,524,23,546,3,552,..,344,30,371,9,374,..,98,5,102,6,103,..,131,9,136,0,137,..,22,3,24,0,24,..,1510,89,1597,11,1607,..,125,8,130,3,139,..,103,7,109,0,114,..,14,4,19,0,19,..,56,18,74,0,74,..,3,0,3,0,3,..,223,28,247,5,248,..,72,4,77,5,78,..,34,0,34,0,34,..,91,21,115,4,119,..,45,0,50,0,50,..,32,4,34,0,34,..,13,0,18,0,18,..,303,8,311,4,314,..,56,0,59,0,59,..,437,9,454,3,455,..,86,10,90,4,94,..,882,29,907,14,921,..,200,9,214,0,212,..,63
CED131,..,55,16,70,0,70,..,1701,540,2241,16,2257,..,178,33,207,0,208,..,307,12,321,6,328,..,377,16,389,8,398,..,633,113,748,8,754,..,309,28,329,0,335,..,104,6,113,0,112,..,394,22,415,7,417,..,436,20,464,0,464,..,329,14,339,4,346,..,152,7,159,0,159,..,481,28,505,10,520,..,76,0,77,0,76,..,2281,128,2411,23,2431,..,627,80,702,9,718,..,201,31,231,3,235,..,52,12,60,0,60,..,299,95,392,0,397,..,887,169,1057,5,1061,..,491,42,532,3,536,..,245,24,264,3,267,..,233,24,259,0,260,..,264,13,276,8,282,..,107,16,126,0,129,..,96,8,104,0,104,..,192,54,252,3,257,..,291,12,309,3,311,..,199,16,221,4,221,..,365,7,366,0,368,..,177,7,186,8,190,..,1035,44,1079,14,1091,..,587,59,641,8,645,..,254
CED132,..,413,91,506,0,506,..,16067,3713,19778,135,19917,..,477,51,529,0,533,..,1054,25,1081,16,1097,..,698,15,711,11,721,..,954,78,1033,7,1047,..,320,21,340,0,340,..,223,8,228,0,228,..,1842,42,1886,19,1900,..,792,30,825,5,832,..,276,12,286,3,293,..,211,0,215,0,215,..,301,11,312,0,311,..,390,7,400,3,400,..,4350,131,4481,35,4518,..,1249,123,1375,15,1386,..,2274,435,2711,20,2728,..,40,12,55,0,55,..,1588,433,2022,20,2037,..,180,16,194,0,194,..,237,5,241,0,241,..,1213,82,1298,13,1311,..,501,17,516,0,519,..,914,59,969,18,989,..,724,66,794,12,804,..,24,0,28,0,28,..,308,12,319,3,329,..,573,8,578,3,584,..,675,57,736,4,740,..,737,22,757,9,771,..,167,5,175,3,177,..,2145,99,2251,21,2271,..,1943,125,2067,28,2099,..,459
CED133,..,11,3,13,0,13,..,389,183,577,5,587,..,12,0,11,0,11,..,240,8,247,0,250,..,491,19,505,10,516,..,81,6,90,7,95,..,30,3,33,0,33,..,14,0,14,0,14,..,75,4,75,0,75,..,104,3,105,0,105,..,1353,285,1643,21,1658,..,31,0,31,0,31,..,51,10,52,0,52,..,20,4,24,0,24,..,1668,301,1970,21,1995,..,346,29,368,10,377,..,175,21,197,4,202,..,17,0,23,0,23,..,62,21,82,0,86,..,8,0,8,0,8,..,56,0,59,0,59,..,20,10,26,0,26,..,51,3,53,0,53,..,109,6,111,0,111,..,38,3,44,0,44,..,23,0,23,5,25,..,11,5,18,0,18,..,142,3,150,6,154,..,65,6,66,3,75,..,208,18,223,0,225,..,110,28,136,0,136,..,528,54,575,4,580,..,320,19,336,4,340,..,21
CED134,..,15,5,16,0,22,..,413,150,561,4,567,..,25,4,36,0,36,..,70,0,68,4,73,..,162,3,171,0,169,..,84,13,94,6,93,..,167,12,185,0,185,..,152,18,168,0,167,..,179,9,186,0,184,..,815,41,855,6,867,..,405,26,435,8,445,..,152,9,162,6,163,..,207,22,227,0,224,..,27,4,36,0,36,..,2111,130,2246,27,2270,..,125,12,133,0,136,..,43,5,47,0,47,..,17,9,22,0,22,..,68,19,90,0,90,..,19,0,19,0,19,..,315,42,358,9,359,..,24,0,26,0,26,..,25,3,31,0,31,..,29,3,28,0,28,..,29,7,32,0,32,..,23,0,25,0,27,..,48,13,62,0,65,..,322,5,332,4,334,..,65,6,74,0,74,..,348,13,362,6,366,..,63,7,75,0,75,..,804,37,835,5,846,..,97,8,110,5,112,..,102
