CED_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
CED111,4409,19,0,0,0,0,0,398,4823,5548,171,61,7,0,0,0,474,6266,4037,556,292,79,29,9,7,324,5342,2340,1194,1121,345,78,21,11,274,5386,1125,875,1915,765,191,56,34,228,5192,745,705,2083,930,242,61,51,217,5033,752,683,2230,981,332,81,48,217,5324,752,664,1987,1025,334,92,55,167,5083,665,634,2018,1108,332,96,61,191,5112,594,564,1889,1179,390,96,52,184,4959,412,464,1676,1038,382,95,55,208,4327,335,344,1471,947,338,94,43,202,3794,192,207,1050,813,322,104,46,238,2980,153,190,682,643,271,104,72,248,2361,131,181,778,654,304,141,103,509,2798,22205,7441,19268,10523,3557,1061,643,4079,68767
CED112,4399,31,4,0,0,0,0,395,4835,3633,379,152,22,7,0,0,312,4505,2723,828,670,200,45,18,8,312,4804,1524,1066,1369,589,176,50,16,286,5075,855,808,1880,902,311,90,49,265,5159,619,663,1800,1091,389,118,72,251,5007,642,677,1998,1153,432,124,83,272,5382,608,688,1906,1184,412,145,77,227,5242,570,616,1844,1262,477,147,62,251,5227,535,569,1936,1294,471,135,64,234,5244,439,490,1820,1229,457,104,62,278,4884,398,402,1669,1103,429,130,55,324,4507,308,273,1079,934,383,123,55,330,3490,165,173,657,604,318,105,98,401,2516,205,196,650,582,400,169,154,697,3055,17619,7863,19443,12157,4704,1460,846,4836,68927
CED113,3725,32,0,0,0,0,0,424,4185,2862,248,92,15,3,0,9,333,3566,2711,742,466,139,46,5,3,366,4479,1680,1072,1247,525,119,40,16,332,5034,1029,832,1758,817,261,84,42,304,5122,825,628,1718,920,319,94,52,294,4851,809,661,1909,1097,338,107,69,302,5288,988,674,2128,1193,430,111,66,336,5925,947,684,2010,1144,428,134,70,386,5798,885,626,1990,1373,543,123,63,363,5978,713,524,1732,1172,497,144,76,337,5203,458,374,1596,1029,463,142,67,333,4469,258,215,954,747,356,127,76,266,2986,145,105,507,492,290,123,103,214,1981,118,132,440,439,328,155,161,278,2059,18149,7551,18550,11108,4424,1391,865,4865,66904
CED114,4368,55,6,0,0,0,0,599,5040,3322,390,169,39,3,0,0,457,4379,2605,873,712,233,56,19,3,450,4952,1537,1070,1319,650,191,49,33,415,5257,773,684,1693,1026,333,109,85,404,5111,581,555,1585,1100,419,132,115,404,4895,583,548,1679,1205,504,140,110,413,5174,639,507,1762,1375,522,176,113,401,5495,608,548,1804,1477,579,180,121,436,5752,585,458,1957,1652,692,164,107,471,6086,473,420,1702,1458,691,180,93,454,5463,339,326,1523,1283,633,184,128,437,4849,230,214,1023,928,515,187,137,408,3638,177,119,577,661,487,208,168,388,2779,156,138,472,614,492,265,259,442,2840,16959,6911,17982,13695,6105,2001,1472,6570,71708
CED115,4893,12,9,0,0,0,0,600,5517,5212,322,98,15,6,0,0,553,6214,3999,871,588,188,39,12,5,594,6289,2260,1190,1340,519,182,55,21,540,6101,1225,1003,1764,900,349,108,48,459,5849,895,819,1779,1038,452,153,102,415,5658,794,835,1929,1084,416,158,123,369,5701,827,825,1858,1116,452,151,110,375,5720,727,699,1889,1136,448,186,132,341,5560,660,694,1844,1173,524,214,166,376,5643,498,486,1465,1060,496,202,210,282,4701,362,321,1098,741,408,191,211,302,3633,193,185,636,469,277,118,229,203,2307,101,131,403,364,204,134,284,236,1866,98,143,385,308,235,160,427,400,2157,22744,8538,17093,10108,4480,1843,2058,6051,72918
CED116,3468,24,4,0,0,0,0,455,3958,2453,303,141,25,4,0,0,292,3222,2018,655,507,160,44,20,8,299,3706,1238,826,1087,461,135,32,17,287,4100,733,640,1475,757,268,67,29,297,4256,581,513,1506,824,315,87,77,250,4155,603,539,1613,984,397,112,68,305,4624,739,575,1790,1082,410,144,73,309,5122,827,663,2062,1336,482,133,91,339,5928,891,715,2549,1685,654,172,79,397,7140,826,656,2528,1780,644,161,63,399,7058,685,528,2426,1556,631,142,67,410,6453,421,330,1506,1193,518,148,87,393,4592,215,189,846,799,436,158,83,312,3036,219,225,764,774,468,202,159,421,3249,15937,7375,20800,13424,5417,1574,901,5175,70598
CED117,2684,0,0,0,0,0,0,205,2891,4275,30,7,0,0,0,0,441,4760,6436,236,62,18,5,0,0,585,7344,5506,1205,461,78,13,5,4,490,7762,3180,1528,1609,279,34,9,3,331,6980,2035,1158,2013,463,81,16,8,281,6049,1897,1076,1967,556,105,20,8,250,5883,1621,958,1745,536,129,21,15,206,5234,1421,815,1374,472,130,28,14,176,4436,1189,634,1129,469,145,44,16,146,3779,877,555,1011,460,162,41,40,141,3293,625,465,935,481,141,41,22,180,2885,364,231,664,353,156,32,30,137,1960,156,134,494,298,108,56,34,117,1403,127,181,474,293,166,75,76,220,1612,32391,9207,13951,4763,1372,391,279,3916,66263
CED118,5262,13,4,0,0,0,0,430,5706,5184,254,91,14,5,0,0,474,6016,4393,1028,483,128,35,3,4,493,6569,2702,2535,2169,481,113,24,15,453,8490,1471,2524,4444,1040,250,78,41,442,10292,902,1505,3844,1238,348,103,77,322,8337,739,966,2883,1192,354,105,64,255,6548,622,861,2343,1042,357,103,73,222,5620,536,712,2062,915,323,94,74,190,4913,410,661,1662,897,348,118,63,192,4356,301,496,1426,881,322,119,59,173,3770,216,293,1202,760,329,101,64,177,3142,124,170,638,483,243,93,66,119,1945,51,107,346,310,156,105,63,128,1261,48,109,261,238,153,119,137,147,1214,22961,12238,23859,9613,3325,1159,813,4208,78175
CED119,4405,5,0,0,0,0,0,224,4636,3775,93,24,5,0,0,7,168,4079,2871,474,238,58,14,3,3,176,3831,1836,1164,1135,336,66,11,3,170,4735,919,1022,2262,842,172,33,12,172,5440,681,767,2478,1085,255,39,14,136,5459,644,745,2552,1231,305,64,27,125,5693,605,652,2329,1061,297,82,34,114,5173,510,604,2048,1063,321,71,24,105,4751,462,516,1876,1069,302,73,31,107,4443,332,417,1517,970,282,71,36,116,3746,241,314,1418,839,272,70,29,175,3360,152,197,1001,704,237,72,21,179,2565,93,124,478,441,213,61,41,168,1620,116,123,463,381,200,98,63,520,1965,17643,7218,19832,10103,2929,755,358,2650,61496
CED120,4853,17,0,0,0,0,0,389,5261,3878,310,130,18,0,0,0,293,4633,2804,976,750,246,65,10,5,293,5145,1564,1221,1755,761,193,48,16,270,5822,851,834,2192,1178,344,98,43,301,5851,576,654,1975,1249,450,121,79,261,5359,644,687,2088,1343,526,167,85,248,5787,618,606,2122,1294,451,147,81,244,5572,641,572,2029,1297,512,135,67,254,5510,545,488,1754,1319,504,153,86,253,5104,454,382,1592,1198,508,135,67,235,4575,350,327,1456,1065,459,128,71,300,4153,215,197,870,747,352,120,65,225,2793,138,108,447,456,251,97,78,211,1783,128,122,447,398,243,117,106,361,1927,18260,7517,19607,12562,4863,1474,853,4132,69263
CED121,4514,45,5,0,0,0,0,416,4984,3652,458,196,34,9,0,0,329,4676,2714,1065,843,302,79,19,8,299,5333,1625,1126,1644,737,227,70,32,280,5734,931,820,1960,1004,351,87,77,262,5500,606,658,1746,1077,426,124,107,239,4986,557,668,1996,1251,437,120,104,264,5408,612,602,2078,1242,450,133,90,231,5448,604,591,1980,1314,511,129,85,232,5443,545,559,1998,1361,558,170,75,220,5489,472,434,1922,1317,514,143,73,267,5130,382,322,1657,1262,512,143,75,313,4670,257,226,1115,920,393,127,93,303,3435,161,128,605,584,364,128,101,284,2352,166,199,568,594,411,193,177,410,2715,17810,7910,20317,12999,5233,1592,1097,4341,71302
CED122,3898,8,4,0,0,0,0,309,4223,6322,111,16,0,4,0,0,634,7091,8017,488,162,39,7,0,0,750,9472,6006,1584,793,150,29,6,5,583,9156,2849,1703,1910,495,78,13,8,420,7482,1615,1149,2399,737,134,27,20,356,6430,1287,1003,2286,871,194,35,19,285,5967,1139,949,2123,826,215,46,22,233,5550,998,875,1796,772,203,37,22,268,4976,825,808,1508,679,202,49,22,191,4281,638,625,1423,645,186,50,36,239,3851,487,477,1293,632,222,65,22,241,3434,326,364,986,535,230,71,41,251,2801,215,223,651,439,198,54,62,204,2053,242,243,595,395,212,86,89,419,2288,34874,10607,17939,7224,2122,538,363,5379,79038
CED123,5150,48,9,0,0,0,0,455,5663,4959,516,205,56,4,0,0,602,6336,4064,1259,915,302,76,20,12,622,7264,2395,1765,1967,729,236,58,36,556,7739,1358,1396,2578,1167,392,122,91,515,7610,890,920,2283,1211,473,151,104,417,6451,764,764,2170,1246,532,139,123,352,6094,632,721,1966,1203,455,179,117,295,5558,539,576,1762,1125,464,167,89,269,4985,427,517,1711,1237,495,158,98,209,4852,305,369,1533,1060,410,137,88,233,4130,206,298,1296,952,416,137,70,243,3618,121,155,760,531,304,121,86,238,2304,83,104,350,358,203,120,123,224,1571,73,111,310,230,190,132,143,398,1577,21956,9516,19801,11403,4659,1627,1173,5620,75758
CED124,3600,35,3,0,0,0,0,400,4035,2203,281,118,30,6,0,0,237,2874,1551,567,492,199,49,16,5,230,3107,864,604,1069,484,169,48,37,252,3521,571,512,1274,763,280,78,57,243,3785,506,466,1319,845,320,116,70,282,3932,570,501,1541,1052,399,130,81,288,4561,688,561,1814,1122,448,142,89,270,5128,801,584,2122,1370,493,143,83,338,5937,873,625,2469,1701,658,167,74,356,6925,745,576,2401,1750,648,159,53,408,6740,639,516,2371,1686,652,166,83,477,6594,434,357,1567,1203,561,148,88,428,4797,231,168,797,790,475,166,121,377,3123,246,207,715,705,483,213,185,545,3295,14524,6556,20076,13696,5644,1692,1040,5112,68340
