CED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
CED111,79564,82109,161676,4529,4240,8770,9568,9101,18672,4939,4823,9767,6373,6266,12639,11081,10725,21802,9809,10223,20029,9974,10403,20382,9683,10070,19750,7442,8121,15558,4496,5338,9837,1675,2798,4479,76943,79482,156429,2622,2624,5251,2082,2124,4207,52,45,101,35,31,69,2164,2210,4372,59274,60418,119693,16966,18363,35323,63080,64399,127483,12956,13953,26909,69845,72428,142277,1478,1450,2924,9092,8613,17708,3904,4019,7917,2980,3328,6307,3132,4420,7544,35804,38765,74572,4302,3612,7914,15061,14668,29729,3861,4141,7999,2520,3112,5627,446,662,1108,74667,76925,151586,4421,4838,9254
CED112,78744,83974,162722,4981,4765,9752,10951,10279,21227,5195,4835,10033,4608,4505,9114,9136,9879,19020,9544,10166,19708,9838,10622,20457,9435,10472,19907,8355,9392,17745,4949,6007,10959,1744,3055,4801,76347,81859,158204,2399,2118,4513,4512,4595,9107,100,90,191,68,86,157,4682,4775,9451,63909,67395,131304,10849,12261,23110,69670,73641,143308,4895,5754,10654,71194,75641,146834,1621,1542,3160,10263,9631,19886,3621,3631,7253,1300,1573,2870,1770,3493,5262,26184,30501,56689,5021,4678,9698,19510,20451,39963,5159,5638,10798,2632,2730,5362,274,246,526,73931,78726,152662,4402,5108,9514
CED113,80807,80724,161530,4413,4422,8838,10346,9391,19741,4538,4185,8718,3927,3566,7493,9333,9518,18847,9421,9969,19388,10800,11208,22010,11761,11771,23536,9990,9670,19654,4893,4968,9855,1394,2059,3452,76859,77137,154000,3947,3581,7531,3078,2981,6058,64,46,115,43,60,100,3179,3090,6268,64126,63777,127896,11437,11923,23357,69252,69433,138683,6226,6514,12747,71963,72399,144363,1283,1265,2548,9599,8753,18351,3279,3153,6430,975,1185,2159,2102,3726,5823,32397,36424,68827,4947,4790,9736,16314,14836,31147,4248,3755,8004,2735,2293,5024,247,208,457,73886,74613,148499,10321,8597,18915
CED114,85777,87339,173116,5245,4999,10242,11230,10636,21862,5265,5040,10298,4573,4379,8948,10162,10217,20376,9457,10006,19463,10321,10668,20990,11469,11837,23306,10511,10314,20824,5702,6419,12114,1861,2840,4701,81465,83684,165149,4306,3659,7965,3986,4183,8168,76,64,140,86,84,169,4154,4329,8487,68589,70361,138948,9787,10053,19843,71384,73391,144778,7451,7463,14907,73827,76015,149843,1424,1407,2835,10150,9672,19815,3447,3620,7065,922,1290,2210,1612,3315,4925,24327,30422,54748,7719,7653,15378,19494,17670,37163,6350,5453,11807,4323,3605,7927,512,514,1025,76616,78643,155264,8931,8279,17209
CED115,85684,87839,173523,5041,4692,9738,11082,10234,21319,5723,5517,11236,6248,6214,12460,12455,12390,24843,10550,11506,22062,10711,11419,22132,11037,11205,22246,7765,8327,16092,3703,4171,7871,1376,2157,3531,83663,85848,169510,2029,1987,4014,682,726,1405,23,27,50,11,19,32,720,771,1494,35184,32600,67784,45039,49947,94990,22758,20451,43208,56561,60899,117459,67202,68454,135661,1117,1037,2149,9985,9207,19190,4366,4577,8941,2525,2828,5358,2945,4329,7276,36932,37711,74649,3916,3471,7386,10427,9797,20222,3732,3944,7669,5221,6779,12004,3806,5602,9404,79900,81781,161681,5699,5995,11691
CED116,80692,83053,163743,4104,3797,7903,9124,8660,17779,4316,3958,8273,3623,3222,6842,7789,7799,15593,8046,8418,16466,9175,9742,18925,11911,13064,24979,13103,13508,26616,7335,7629,14966,2161,3249,5405,76354,79284,155639,4335,3773,8107,4645,4564,9203,92,73,168,84,80,163,4812,4718,9530,64609,65997,130609,10668,11738,22403,71360,74024,145381,3537,4108,7647,72212,75058,147269,1362,1151,2518,8313,7958,16274,2896,2810,5708,835,971,1798,1478,3062,4540,26923,30877,57793,4954,4637,9587,20520,21010,41533,5953,5944,11895,3141,2903,6041,233,190,426,73218,76574,149791,7828,6996,14816
CED117,73515,77216,150729,3930,3758,7687,7487,7196,14683,3183,2891,6069,4335,4760,9095,14015,15105,29123,12639,13028,25666,10597,11119,21719,7982,8206,16191,5439,6183,11617,2849,3361,6214,1048,1612,2659,70883,74415,145296,2627,2798,5431,800,879,1684,28,23,50,26,32,63,855,940,1794,46529,48931,95463,23693,25289,48979,53318,54744,108065,16649,19237,35890,61648,65353,127004,1251,1193,2446,7185,6935,14122,2730,2571,5300,2191,2499,4687,3900,5398,9299,46394,50682,97077,2567,2138,4704,5736,5653,11385,1535,1447,2980,1743,2220,3967,580,844,1424,67780,71998,139780,4630,4004,8635
CED118,101385,100159,201542,7494,7133,14626,15710,14846,30554,6184,5706,11895,6789,6016,12810,14637,15064,29697,19041,18622,37663,12677,12170,24846,8964,9269,18229,6193,6909,13110,2910,3205,6111,778,1214,1995,99944,98796,198744,1442,1361,2806,1673,1475,3149,31,36,61,40,39,81,1748,1546,3293,51307,49850,101159,45839,46419,92254,48177,47472,95650,47273,48206,95478,80053,79806,159857,2264,2136,4394,14863,14081,28943,5044,4903,9950,2923,2960,5885,3539,5117,8652,50836,52683,103521,4063,3478,7540,12164,11637,23802,3126,3081,6211,2102,2503,4607,638,928,1567,95995,96225,192221,5262,3906,9176
CED119,74052,76248,150300,4687,4583,9266,10762,10168,20930,5064,4636,9699,4627,4079,8704,8261,8565,16829,10163,10899,21063,10147,10865,21011,8740,9197,17935,6682,7110,13793,3706,4182,7886,1211,1965,3181,72165,74558,146718,1888,1689,3577,1118,1095,2210,26,20,51,26,33,56,1164,1153,2315,56848,57687,114535,15269,16768,32043,59216,59827,119048,12404,13904,26315,68313,69910,138222,1687,1591,3273,10385,9872,20258,4212,4058,8263,1831,1886,3721,1877,3025,4900,34798,38366,73160,3838,3110,6946,13399,12860,26263,2811,3009,5820,1290,1468,2754,245,312,552,70720,73214,143936,2691,2548,5237
CED120,85432,86665,172094,6127,5721,11854,12449,11682,24129,5654,5261,10914,4939,4633,9573,10620,10967,21582,10645,11211,21855,11072,11358,22428,10139,10609,20748,8315,8722,17034,4298,4576,8874,1177,1927,3108,82877,84376,167251,2549,2291,4843,3479,3432,6912,75,67,138,44,54,97,3595,3555,7151,70436,71174,141604,10783,11413,22194,74517,75645,150163,6281,6920,13200,77700,79273,156972,1897,1801,3697,11719,10977,22695,4073,4045,8124,1241,1633,2871,1640,3219,4861,27018,33683,60701,5069,4727,9798,22111,19343,41452,5324,4897,10224,2670,2310,4980,262,249,510,80020,81847,161870,5376,4833,10210
CED121,87036,87384,174420,5429,5127,10562,11611,10951,22564,5443,4984,10422,5263,4676,9941,11188,11063,22251,10558,10487,21046,10672,10845,21516,10698,10935,21629,9323,9803,19128,5180,5792,10968,1666,2715,4383,83615,84377,167990,3424,3009,6427,6957,6502,13461,152,104,254,166,144,311,7278,6751,14028,74430,74637,149063,8268,8749,17018,77496,79346,156851,3482,4007,7486,78258,80483,158742,1628,1628,3257,10893,10338,21223,3487,3513,7001,1226,1479,2709,1761,3614,5374,24101,28713,52816,6087,5478,11561,23770,22904,46676,6570,6685,13250,3209,2996,6207,275,243,514,79317,81965,161287,7374,4978,12357
CED122,89527,92410,181933,4914,4652,9558,9123,8721,17842,4527,4223,8753,7295,7091,14389,18095,18621,36721,13702,13911,27612,11056,11517,22576,8995,9249,18246,6390,7276,13670,3931,4845,8778,1499,2288,3791,86675,89585,176265,2849,2819,5669,1627,1610,3231,31,28,58,45,59,103,1696,1697,3388,47240,47201,94444,37615,40794,78407,54060,54491,108550,29382,32884,62272,66016,69554,135571,1448,1399,2844,8592,8255,16852,3792,3706,7501,4036,4027,8067,5250,6539,11785,53094,57451,110545,3506,2970,6475,8439,8121,16561,2138,2357,4499,1897,2399,4286,587,807,1392,81643,85914,167551,7623,6196,13819
CED123,92631,95216,187851,7157,6584,13743,13520,12875,26393,5844,5663,11509,6549,6336,12890,13856,15004,28860,13756,14059,27817,11460,11657,23115,9276,9834,19113,6938,7746,14685,3399,3877,7278,872,1577,2446,90436,93271,183711,2195,1944,4138,4746,4827,9570,88,77,168,81,68,147,4908,4969,9879,66698,67661,134364,20841,22204,43044,69478,70616,140101,17067,18536,35601,80037,82139,162174,2040,1870,3900,12549,11910,24456,4117,4269,8381,1826,2122,3952,2323,4231,6553,33010,38268,71280,5274,4862,10136,19976,18876,38858,5005,4885,9889,2742,2854,5600,486,576,1059,86598,89338,175936,5934,5987,11919
CED124,76884,80459,157347,3439,3408,6844,9210,8718,17928,4301,4035,8337,3122,2874,5989,5974,6628,12603,6950,7713,14663,8943,9690,18632,11640,12861,24506,13312,13331,26639,7764,7914,15676,2237,3295,5529,73035,77142,150177,3851,3320,7170,5031,5175,10202,105,86,188,93,80,172,5224,5341,10569,64642,67400,132040,7007,7776,14783,70256,73354,143609,1935,2412,4348,70427,73755,144184,1102,1067,2173,8444,7962,16404,2824,2844,5671,637,892,1529,1101,2700,3800,21408,25705,47116,4739,4705,9443,22531,22888,45419,6846,6754,13597,3643,2997,6640,162,158,324,71084,74856,145938,5838,6120,11957
CED125,101285,104213,205501,8740,8307,17040,15803,15039,30837,6436,6162,12600,6576,6368,12938,15066,17070,32135,15860,15925,31773,11684,11729,23413,9952,10863,20815,7314,8136,15452,3202,3517,6723,657,1104,1764,99132,102160,201289,2158,2051,4207,3603,3993,7600,68,65,127,58,53,113,3737,4106,7841,64810,65746,130554,31674,33589,65264,63178,63737,126911,32556,34638,67186,86950,88850,175801,2355,2122,4476,14561,13956,28519,4618,4775,9395,2059,2325,4386,2813,4722,7537,40512,44878,85383,5449,4947,10396,18096,17500,35594,4797,4939,9741,2727,2940,5670,753,997,1749,96409,99295,195703,4580,4746,9321
CED126,75968,79420,155387,4142,3917,8055,10426,9785,20211,5169,4669,9840,4372,3886,8252,7233,7365,14602,9236,10239,19477,11194,12007,23204,9715,10156,19874,7528,8328,15853,5144,6012,11157,1803,3058,4854,73659,77105,150763,2307,2316,4631,571,484,1057,13,11,29,20,15,36,602,510,1117,53074,54361,107435,20570,22596,43166,62571,64338,126909,10710,12203,22912,67036,69780,136816,1502,1438,2938,10036,9422,19462,4414,4113,8523,2086,1993,4077,1953,3175,5125,40772,43622,84391,3725,3428,7152,10334,11347,21679,2488,2614,5109,1183,1309,2497,282,347,631,72350,75378,147727,2912,3515,6429
CED127,71325,74011,145330,4119,3913,8035,9506,8934,18446,4747,4313,9058,4063,3608,7669,7928,8032,15957,8472,9029,17502,9694,10441,20142,9549,10309,19851,8113,8759,16878,4028,4791,8817,1112,1872,2981,69155,72040,141198,2167,1966,4136,2587,2635,5222,41,30,71,36,27,65,2661,2696,5358,57756,59478,117229,10785,11758,22544,63921,65872,129796,4557,5271,9827,65306,67750,133055,1322,1266,2585,9017,8500,17516,3621,3386,7009,1309,1467,2778,1786,3611,5398,28478,33725,62201,4079,3873,7956,16581,15296,31884,3868,3661,7529,1807,1569,3373,182,189,373,67675,70330,138005,3386,3554,6937
CED128,87426,88217,175649,5829,5660,11486,12312,11881,24198,5987,5472,11462,6039,5565,11602,12567,12238,24808,11774,11970,23745,10631,11026,21659,10050,10610,20657,7297,7734,15028,3787,4202,7987,1157,1859,3016,85813,86724,172538,1611,1497,3108,1062,1173,2235,36,33,66,17,24,45,1114,1230,2344,43267,42967,86231,38784,40250,79034,35002,33913,68913,46261,48088,94350,68506,70180,138679,1458,1373,2834,11174,10815,21987,4565,4511,9074,2307,2441,4750,2718,3990,6707,34705,36625,71328,4170,3595,7768,13308,12191,25506,4174,4119,8291,4935,5224,10157,2936,3980,6917,82169,83041,165213,4963,4798,9766
CED129,92376,95838,188212,5884,5593,11482,15034,14175,29213,6397,6010,12409,5558,5214,10772,9373,10358,19730,15170,16461,31629,12905,13461,26366,9462,10045,19508,7293,8297,15586,4102,4522,8628,1187,1707,2888,90825,94282,185113,1547,1551,3102,540,544,1086,14,7,19,15,17,33,565,569,1134,53025,53471,106496,37353,40266,77622,53368,53727,107097,36426,39523,75950,78913,80600,159513,2009,1995,4003,14550,13741,28290,5624,5408,11037,2803,2898,5703,2796,4240,7038,51506,54576,106081,3571,3230,6805,9998,10984,20985,2610,2841,5453,1284,1639,2923,324,477,807,89697,93217,182916,2341,2651,4990
CED130,77752,80894,158649,4622,4142,8759,10609,10185,20795,5111,5093,10205,4285,4288,8576,8865,9473,18332,8401,8942,17346,9159,9735,18887,10196,10798,20989,9525,9509,19028,5412,6138,11547,1572,2596,4170,74125,77582,151711,3627,3311,6937,7743,8039,15784,107,118,226,198,202,400,8045,8361,16409,63836,66409,130246,7046,7469,14513,66817,69820,136639,4302,4415,8717,67526,70686,138212,1310,1204,2514,9499,9144,18646,3299,3359,6656,924,1360,2282,1692,3402,5093,22978,28789,51766,4434,4641,9073,18938,18368,37308,5765,5308,11074,3836,2927,6762,351,310,658,69515,72679,142196,8603,8374,16973
CED131,81680,84482,166162,4455,4236,8693,9542,8921,18465,4851,4831,9686,7046,7187,14233,13278,13086,26362,10781,10934,21715,10005,10478,20481,9281,9747,19021,7182,7705,14886,3802,4621,8421,1453,2746,4195,77943,80983,158926,3739,3499,7238,3344,3437,6783,60,71,129,53,65,116,3455,3573,7026,65812,68249,134058,12194,12696,24893,69070,71635,140700,8687,8982,17670,72458,75457,147916,1456,1368,2825,9099,8531,17632,3704,3824,7529,3250,3833,7077,3758,5192,8951,37971,41245,79212,4442,3860,8299,14926,15096,30025,3997,4415,8408,2041,2204,4248,324,383,705,75349,78241,153585,5664,5723,11384
CED132,80375,86835,167209,4527,4332,8856,9683,9159,18836,4189,3812,8001,4271,4116,8384,12630,14003,26637,13602,14883,28485,10863,11905,22770,8585,9436,18016,6738,7939,14675,3911,4658,8564,1384,2591,3978,77240,83449,160686,3143,3380,6518,296,275,565,11,14,26,7,7,16,313,292,606,46369,47328,93694,31247,36390,67639,54784,55463,110241,22449,27701,50150,65671,69223,134902,1574,1410,2984,9317,8821,18141,3867,3529,7394,2467,2276,4747,3302,5146,8447,53916,58561,112482,2438,2526,4963,4383,5713,10099,1432,1559,2995,812,1038,1854,238,395,631,75399,81326,156726,4014,4783,8795
