CED_CODE_2021,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED111,2235,441,38,12,1957,259,4939,2315,1168,155,71,2298,363,6373,3147,3319,682,298,3033,599,11081,2134,3670,1132,536,1862,481,9809,2253,3641,1191,483,1950,450,9974,2116,3337,1118,524,2207,389,9683,1211,2234,1059,542,2070,329,7442,687,1045,543,328,1596,311,4496,210,239,124,102,777,223,1675,16303,19092,6036,2895,17743,3401,65469,2390,626,59,19,1449,281,4823,2263,1763,338,135,1452,309,6266,1959,3637,1486,1310,1810,525,10725,890,3072,2400,2310,1106,444,10223,1034,3697,2462,1627,1213,376,10403,1005,3282,2243,1508,1693,336,10070,628,1946,1799,1408,1979,365,8121,463,1040,815,788,1797,433,5338,303,366,194,134,1282,526,2798,10939,19419,11805,9229,13768,3602,68767,4625,1063,96,34,3408,542,9767,4579,2931,496,202,3747,678,12639,5106,6959,2165,1610,4844,1125,21802,3018,6747,3530,2842,2969,926,20029,3289,7340,3656,2111,3163,829,20382,3116,6614,3366,2032,3897,721,19750,1835,4174,2855,1946,4046,697,15558,1156,2077,1356,1109,3391,745,9837,515,605,319,232
CED112,2282,410,31,18,2144,306,5195,1666,697,93,62,1835,250,4608,2449,2569,651,334,2572,568,9136,2158,3243,1082,558,1907,600,9544,2278,3381,1095,486,2040,549,9838,1948,2989,1071,558,2397,474,9435,1310,2207,1138,639,2578,483,8355,670,1060,565,402,1815,437,4949,182,209,112,87,813,338,1744,14940,16766,5838,3149,18106,4008,62810,2194,566,69,33,1681,294,4835,1433,1061,290,209,1271,243,4505,1368,3021,1386,1806,1702,597,9879,804,3041,2224,2397,1176,520,10166,1047,3548,2270,1734,1513,511,10622,1018,3215,2157,1567,2057,460,10472,734,2077,1860,1590,2588,541,9392,477,928,782,794,2357,666,6007,262,316,165,131,1452,729,3055,9340,17777,11203,10251,15795,4563,68927,4477,982,103,50,3830,600,10033,3107,1753,387,264,3106,496,9114,3817,5587,2033,2140,4277,1165,19020,2958,6286,3300,2956,3081,1122,19708,3328,6926,3364,2216,3555,1063,20457,2965,6201,3226,2125,4451,935,19907,2045,4287,2996,2226,5170,1023,17745,1150,1988,1344,1199,4173,1106,10959,441,528,278,219
CED113,2156,350,38,13,1628,354,4538,1476,663,98,42,1383,264,3927,2680,2741,616,222,2241,829,9333,2261,3383,1034,471,1528,730,9421,2739,3899,1173,444,1817,728,10800,2680,4005,1342,632,2278,820,11761,1688,2954,1433,918,2342,649,9990,760,1165,641,454,1451,425,4893,172,208,115,93,616,189,1394,16615,19373,6495,3285,15275,5000,66046,2139,512,59,18,1144,305,4185,1195,1026,209,129,759,252,3566,1508,3202,1419,1429,1302,657,9518,1016,3499,2224,1761,880,591,9969,1274,4605,2424,1287,1016,602,11208,1290,4126,2546,1657,1473,676,11771,718,2357,2202,1916,1857,618,9670,396,944,874,832,1464,457,4968,221,263,154,117,1012,294,2059,9761,20545,12100,9140,10909,4446,66904,4293,867,99,31,2767,662,8718,2667,1689,305,171,2139,518,7493,4189,5941,2034,1659,3537,1487,18847,3279,6881,3260,2234,2408,1323,19388,4013,8505,3599,1728,2835,1331,22010,3975,8131,3884,2291,3747,1505,23536,2405,5316,3632,2829,4205,1264,19654,1155,2113,1511,1288,2916,877,9855,394,479,266,207
CED114,2112,428,36,25,2128,533,5265,1460,723,110,48,1804,429,4573,2661,2662,590,247,3019,984,10162,2356,2968,812,346,2128,853,9457,2723,3122,877,354,2287,955,10321,2860,3330,915,435,3024,909,11469,1928,2600,1056,604,3386,932,10511,831,1129,655,441,2098,551,5702,229,242,143,93,881,277,1861,17153,17204,5189,2579,20750,6417,69301,2155,650,99,18,1659,445,5040,1149,1220,298,209,1117,378,4379,1303,2972,1500,1697,1913,828,10217,867,2921,2173,1971,1277,800,10006,1062,3650,2240,1430,1511,774,10668,1144,3762,2358,1657,2060,862,11837,652,2235,2100,1879,2634,817,10314,496,1058,909,1050,2175,730,6419,258,348,203,166,1440,423,2840,9090,18818,11877,10076,15789,6063,71708,4269,1079,135,44,3788,978,10298,2607,1938,417,260,2922,809,8948,3968,5637,2086,1941,4933,1811,20376,3218,5888,2984,2315,3405,1653,19463,3783,6778,3120,1785,3794,1725,20990,4003,7089,3270,2088,5082,1770,23306,2583,4833,3155,2485,6018,1756,20824,1331,2188,1566,1486,4269,1279,12114,489,592,342,257
CED115,1443,456,60,28,3283,448,5723,1433,765,117,71,3375,486,6248,2467,2103,464,323,6004,1088,12455,1785,2064,659,445,4666,933,10550,1786,2050,660,460,4902,851,10711,1787,2162,790,539,4990,766,11037,1152,1492,630,404,3562,522,7765,476,578,247,181,1827,389,3703,130,134,52,37,746,279,1376,12454,11808,3681,2490,33355,5766,69560,1542,631,123,50,2760,413,5517,1424,1214,301,168,2650,454,6214,1646,2347,1101,1399,4784,1120,12390,822,2011,1393,2015,4355,915,11506,857,2130,1595,1951,4115,766,11419,810,2058,1712,1976,3960,698,11205,670,1421,1134,1243,3331,530,8327,374,623,381,405,1921,471,4171,160,177,80,66,1180,495,2157,8310,12608,7825,9272,29051,5861,72918,2988,1090,184,75,6038,865,11236,2856,1980,418,239,6025,937,12460,4116,4447,1570,1725,10784,2205,24843,2608,4074,2050,2459,9017,1849,22062,2643,4181,2262,2413,9019,1615,22132,2595,4219,2501,2516,8947,1462,22246,1821,2914,1769,1643,6893,1056,16092,852,1198,628,589,3753,858,7871,289,306,131,98
CED116,1833,308,34,5,1735,393,4316,1289,557,97,48,1280,355,3623,2185,2176,512,241,1825,845,7789,1843,2780,904,409,1343,766,8046,2126,3164,937,446,1711,786,9175,2503,3961,1450,755,2457,788,11911,1989,3986,2045,1159,3121,798,13103,902,1741,999,742,2417,536,7335,245,346,191,143,999,235,2161,14919,19017,7168,3955,16894,5506,67461,1809,437,55,20,1285,350,3958,992,822,203,166,803,236,3222,1110,2448,1164,1393,1151,539,7799,712,2670,1897,1734,849,554,8418,1049,3621,2065,1310,1135,566,9742,1358,4356,2921,1843,1924,666,13064,936,3283,3158,2507,2899,727,13508,575,1379,1238,1324,2476,636,7629,349,433,230,172,1621,443,3249,8892,19449,12928,10469,14145,4719,70598,3649,745,85,28,3022,741,8273,2280,1375,300,209,2085,592,6842,3293,4624,1680,1638,2972,1389,15593,2557,5452,2798,2143,2196,1312,16466,3177,6786,3001,1752,2845,1360,18925,3858,8318,4367,2592,4387,1454,24979,2930,7266,5205,3670,6019,1527,26616,1474,3114,2238,2067,4893,1180,14966,596,776,419,320
CED117,1693,246,16,9,1090,118,3183,1557,979,128,55,1336,279,4335,4274,4955,785,227,2979,800,14015,3116,5012,1427,462,1980,641,12639,2457,4236,1335,401,1665,504,10597,1696,2902,905,289,1712,478,7982,998,1747,661,234,1471,322,5439,481,720,259,113,1024,252,2849,141,145,52,22,528,154,1048,16412,20952,5566,1827,13787,3546,62096,1500,340,33,16,871,133,2891,1681,1521,250,74,969,275,4760,3704,6186,1475,717,2213,815,15105,1914,4873,2627,1712,1376,528,13028,1511,4373,2516,1278,1030,405,11119,1187,3196,1665,759,1100,296,8206,706,1912,1235,679,1365,275,6183,388,780,547,333,1070,248,3361,195,211,94,72,786,248,1612,12778,23390,10441,5657,10770,3223,66263,3199,589,48,32,1958,245,6069,3234,2500,381,122,2301,553,9095,7975,11141,2262,948,5184,1613,29123,5028,9883,4051,2181,3356,1166,25666,3965,8614,3846,1686,2699,909,21719,2884,6097,2573,1054,2814,773,16191,1703,3667,1894,911,2838,602,11617,869,1500,800,450,2091,500,6214,334,367,146,92
CED118,2522,653,56,35,2617,298,6184,2077,1057,178,67,2806,608,6789,3197,3446,886,436,5143,1532,14637,3299,5964,2294,1084,5078,1319,19041,2719,4109,1342,667,3099,745,12677,1827,2753,934,490,2524,440,8964,1046,1559,694,453,2170,282,6193,433,595,285,191,1222,184,2910,110,90,64,34,404,88,778,17233,20236,6727,3449,25058,5491,78182,2380,802,103,47,2116,264,5706,1769,1417,310,208,1982,339,6016,1917,3812,2086,2357,3971,922,15064,1228,4610,4108,4073,3690,914,18622,992,3631,2585,2127,2324,517,12170,843,2451,1792,1567,2238,374,9269,547,1441,1288,1173,2145,320,6909,318,566,440,361,1309,203,3205,133,151,78,54,683,112,1214,10119,18884,12794,11958,20453,3964,78175,4909,1456,156,84,4734,564,11895,3840,2472,492,276,4788,943,12810,5110,7257,2978,2795,9112,2444,29697,4530,10569,6404,5154,8765,2238,37663,3709,7746,3925,2790,5421,1258,24846,2674,5208,2722,2051,4765,815,18229,1588,2996,1985,1625,4318,599,13110,756,1167,724,556,2531,388,6111,243,240,138,84
CED119,2405,360,22,12,2109,154,5064,1873,648,70,27,1829,174,4627,2456,2536,560,225,2170,315,8261,2304,3927,1333,549,1686,360,10163,2466,4053,1195,470,1645,313,10147,1917,3299,1131,473,1640,280,8740,1145,2167,1067,467,1614,225,6682,574,887,454,289,1205,296,3706,146,186,99,64,485,237,1211,15286,18076,5931,2573,14390,2349,58597,2440,505,31,9,1519,123,4636,1696,941,166,63,1102,102,4079,1611,2906,1191,1170,1399,290,8565,901,3403,2662,2525,1097,311,10899,907,3978,2843,1788,1108,243,10865,853,3184,2175,1443,1335,203,9197,512,1788,1723,1299,1514,274,7110,367,839,701,613,1321,342,4182,184,232,124,77,781,574,1965,9473,17783,11622,8971,11180,2470,61496,4848,863,56,23,3625,278,9699,3573,1594,238,88,2933,277,8704,4065,5440,1748,1402,3568,604,16829,3199,7331,4001,3076,2784,671,21063,3370,8035,4039,2253,2750,558,21011,2773,6485,3308,1910,2978,488,17935,1653,3958,2792,1765,3126,499,13793,939,1728,1159,898,2529,632,7886,329,413,218,135
CED120,2384,557,52,23,2300,334,5654,1753,784,109,53,1929,304,4939,3019,3092,751,356,2644,757,10620,2672,3681,1196,546,1867,682,10645,2626,3851,1216,513,2200,661,11072,2293,3267,1153,604,2245,573,10139,1390,2257,1203,803,2150,512,8315,596,959,548,410,1413,367,4298,154,166,80,68,549,161,1177,16887,18616,6308,3381,17303,4354,66853,2443,687,74,21,1742,292,5261,1545,1202,277,175,1218,219,4633,1382,3418,1787,2170,1651,563,10967,803,3486,2614,2604,1154,550,11211,1002,3934,2662,1928,1337,498,11358,967,3313,2342,1846,1653,490,10609,635,1948,1873,1776,2008,489,8722,438,797,716,704,1497,420,4576,192,248,103,95,959,336,1927,9405,19033,12444,11310,13219,3852,69263,4828,1247,128,47,4040,629,10914,3302,1984,385,224,3151,527,9573,4396,6512,2541,2526,4288,1315,21582,3479,7170,3807,3148,3017,1235,21855,3632,7789,3874,2439,3538,1158,22428,3256,6586,3496,2445,3905,1064,20748,2021,4202,3072,2578,4163,997,17034,1033,1756,1265,1117,2919,789,8874,340,415,182,164
CED121,2194,441,51,24,2366,379,5443,1700,787,108,47,2153,477,5263,2823,3193,783,338,2868,1181,11188,2436,3556,1087,510,1926,1045,10558,2456,3524,1029,463,2348,837,10672,2276,3367,1202,618,2549,691,10698,1388,2503,1271,799,2787,578,9323,667,1089,686,481,1819,430,5180,179,260,102,79,842,204,1666,16117,18721,6319,3361,19650,5827,69996,2206,645,77,19,1728,297,4984,1338,1248,331,224,1287,249,4676,1400,3473,1833,2075,1731,559,11063,855,3277,2374,2289,1176,520,10487,1076,3751,2326,1613,1589,491,10845,965,3317,2385,1801,2007,462,10935,678,2009,2102,1959,2533,517,9803,444,964,892,862,2111,513,5792,230,339,148,109,1531,350,2715,9200,19015,12476,10959,15690,3967,71302,4398,1094,129,38,4091,673,10422,3033,2029,438,269,3441,728,9941,4226,6664,2617,2409,4599,1740,22251,3289,6834,3456,2803,3105,1565,21046,3535,7276,3357,2077,3936,1333,21516,3239,6685,3588,2425,4554,1152,21629,2066,4509,3382,2759,5313,1099,19128,1116,2053,1577,1349,3934,942,10968,411,598,257,192
CED122,1906,371,26,12,1954,256,4527,2153,1115,142,69,3244,576,7295,4947,4236,741,274,6342,1553,18095,3319,4554,1217,446,3116,1042,13702,2637,3901,1101,374,2248,798,11056,2104,2827,938,316,2203,601,8995,1251,1793,618,270,1997,450,6390,697,854,363,193,1463,361,3931,228,241,89,53,680,210,1499,19251,19891,5238,2015,23251,5849,75493,1980,482,43,22,1496,200,4223,2276,1673,250,79,2337,471,7091,4284,5763,1478,1029,4891,1175,18621,1864,4385,2585,2155,2168,760,13911,1357,4007,2485,1524,1646,501,11517,1133,3013,1754,1126,1802,421,9249,681,1855,1357,923,2045,413,7276,547,1024,744,540,1588,406,4845,304,337,156,86,980,425,2288,14421,22543,10843,7506,18945,4778,79038,3890,851,66,37,3448,456,8753,4429,2786,388,154,5581,1046,14389,9229,10003,2218,1306,11227,2732,36721,5185,8943,3800,2605,5289,1803,27612,3990,7910,3587,1898,3891,1292,22576,3237,5841,2690,1448,4005,1027,18246,1935,3647,1975,1200,4043,867,13670,1243,1876,1104,738,3049,761,8778,527,581,243,139
CED123,2122,575,62,27,2628,425,5844,2053,1044,169,96,2701,479,6549,3554,3681,916,412,4069,1221,13856,2930,4321,1392,671,3331,1113,13756,2512,3560,1052,537,2949,852,11460,1974,2803,838,433,2678,553,9276,1118,1800,802,486,2315,412,6938,501,683,325,229,1330,330,3399,101,123,50,56,384,160,872,16875,18590,5612,2957,22386,5538,71953,2317,841,99,39,2038,321,5663,1762,1529,408,261,1880,493,6336,1948,4313,2057,2528,2986,1175,15004,1139,3918,2706,3037,2284,979,14059,1077,3659,2300,1830,2093,697,11657,937,2762,1935,1535,2185,480,9834,590,1582,1427,1375,2301,467,7746,385,621,507,477,1469,416,3877,156,162,82,69,733,375,1577,10305,19392,11531,11155,17981,5401,75758,4437,1420,166,68,4669,742,11509,3819,2576,582,363,4578,977,12890,5497,7994,2976,2944,7058,2393,28860,4065,8232,4101,3708,5618,2089,27817,3585,7218,3354,2365,5046,1552,23115,2912,5568,2773,1967,4861,1032,19113,1707,3384,2229,1858,4619,884,14685,887,1303,830,714,2801,744,7278,262,281,137,128
CED124,1836,338,31,13,1701,382,4301,1111,522,84,45,1123,235,3122,1533,1759,491,214,1542,433,5974,1541,2469,807,390,1234,502,6950,1959,3104,1056,475,1776,572,8943,2372,3690,1382,832,2641,722,11640,1944,3663,2099,1288,3475,830,13312,982,1694,1055,852,2572,611,7764,256,310,175,165,1040,294,2237,13540,17553,7181,4279,17104,4583,64236,1810,507,53,28,1310,324,4035,843,756,212,162,718,192,2874,778,2015,1144,1215,999,478,6628,635,2468,1735,1636,725,522,7713,968,3420,2081,1471,1233,517,9690,1259,4043,2915,2037,1979,618,12861,854,2971,3008,2792,2931,773,13331,616,1353,1230,1367,2640,716,7914,324,394,205,212,1640,511,3295,8092,17921,12580,10912,14184,4650,68340,3648,842,85,41,3014,709,8337,1954,1274,291,208,1840,425,5989,2311,3769,1636,1427,2543,906,12603,2176,4936,2542,2029,1954,1020,14663,2931,6523,3136,1945,3009,1087,18632,3640,7731,4299,2869,4623,1343,24506,2796,6637,5105,4081,6405,1608,26639,1594,3048,2284,2217,5213,1325,15676,584,701,378,379
CED125,2232,660,80,28,3021,428,6436,1930,992,158,89,2999,407,6576,3657,3774,1016,506,5190,918,15066,3196,4594,1544,926,4608,991,15860,2476,3497,990,579,3453,683,11684,1981,2807,946,520,3194,509,9952,1218,1783,830,462,2671,351,7314,463,608,348,232,1276,278,3202,103,81,41,21,334,80,657,17259,18784,5956,3366,26733,4647,76750,2205,881,130,50,2502,389,6162,1696,1465,393,293,2113,400,6368,2028,4474,2228,3073,4248,1018,17070,1107,3913,2970,3646,3378,906,15925,1040,3383,2208,1972,2531,598,11729,981,2845,1961,1751,2816,502,10863,651,1677,1394,1311,2651,458,8136,376,591,469,410,1322,355,3517,122,146,63,50,517,205,1104,10196,19379,11820,12559,22082,4831,80872,4436,1537,208,72,5526,820,12600,3622,2463,554,385,5110,807,12938,5688,8251,3252,3577,9433,1943,32135,4300,8501,4519,4571,7985,1895,31773,3515,6875,3197,2553,5984,1281,23413,2965,5647,2906,2273,6014,1011,20815,1864,3459,2224,1776,5319,811,15452,838,1196,814,644,2596,626,6723,224,233,102,75
CED126,2611,331,29,13,2019,174,5169,1851,623,68,29,1630,168,4372,2413,1896,374,134,2061,347,7233,2247,3598,1091,413,1506,381,9236,2881,4562,1330,487,1551,373,11194,2439,3827,1140,415,1561,341,9715,1521,2677,1034,429,1570,298,7528,922,1476,677,343,1455,272,5144,244,325,132,102,789,212,1803,17129,19327,5874,2362,14151,2565,61401,2505,492,31,12,1464,156,4669,1737,885,119,38,955,151,3886,1539,2469,908,752,1352,342,7365,966,3386,2346,2230,942,374,10239,1153,4515,3024,1875,1064,375,12007,1136,3807,2406,1244,1236,330,10156,724,2439,2103,1245,1504,314,8328,593,1357,1170,903,1607,387,6012,342,403,243,162,1442,459,3058,10682,19766,12349,8466,11567,2885,65719,5119,824,60,23,3480,332,9840,3586,1511,186,65,2589,316,8252,3955,4367,1282,887,3421,690,14602,3211,6985,3439,2642,2444,754,19477,4035,9079,4360,2368,2614,749,23204,3570,7632,3546,1657,2797,668,19874,2236,5121,3137,1673,3079,608,15853,1513,2834,1844,1243,3068,656,11157,581,732,373,264
CED127,2303,493,50,28,1664,205,4747,1605,717,104,57,1370,200,4063,2181,2524,637,309,1866,410,7928,1876,3220,1166,549,1248,416,8472,2127,3747,1401,517,1496,412,9694,1943,3522,1353,684,1672,366,9549,1234,2592,1403,795,1777,318,8113,569,1056,571,375,1231,233,4028,148,205,94,80,485,95,1112,13984,18076,6773,3397,12811,2656,57701,2121,649,63,16,1264,196,4313,1264,1017,240,137,820,137,3608,1176,2570,1308,1550,1063,363,8032,725,2831,2170,2208,749,339,9029,926,3894,2548,1764,930,378,10441,980,3661,2474,1628,1232,331,10309,663,2253,2057,1782,1660,338,8759,399,990,868,823,1395,304,4791,196,203,144,114,960,250,1872,8451,18076,11889,10018,10083,2638,61152,4428,1147,112,45,2929,398,9058,2870,1736,347,193,2196,331,7669,3362,5091,1945,1860,2929,767,15957,2599,6051,3338,2760,1994,757,17502,3050,7644,3948,2282,2429,792,20142,2924,7177,3823,2315,2909,701,19851,1891,4844,3461,2576,3443,656,16878,966,2043,1438,1197,2625,543,8817,345,407,241,192
CED128,1636,514,59,32,3330,417,5987,1451,692,131,78,3199,492,6039,2534,2178,578,334,5860,1082,12567,2016,2678,885,519,4665,1009,11774,1901,2459,739,492,4299,740,10631,1730,2315,817,440,4119,624,10050,1046,1530,676,437,3123,481,7297,545,632,306,214,1784,304,3787,130,141,71,27,617,168,1157,12987,13154,4266,2570,31000,5309,69289,1589,758,109,56,2600,360,5472,1349,1110,295,181,2266,372,5565,1523,2432,1248,1746,4313,976,12238,795,2390,1840,2564,3505,871,11970,758,2460,1809,1947,3379,678,11026,782,2262,1763,1776,3408,616,10610,591,1332,1151,1218,2970,466,7734,407,703,473,468,1777,385,4202,177,196,109,58,1003,316,1859,7970,13651,8786,10019,25218,5036,70676,3224,1269,173,93,5925,779,11462,2801,1798,424,256,5460,864,11602,4057,4611,1824,2077,10178,2056,24808,2810,5078,2726,3084,8173,1880,23745,2661,4919,2546,2438,7677,1414,21659,2508,4582,2578,2220,7531,1238,20657,1635,2867,1826,1656,6098,945,15028,947,1339,774,678,3562,683,7987,312,337,178,86
CED129,3034,608,45,19,2523,166,6397,2354,861,91,35,2042,174,5558,2752,2667,566,245,2770,371,9373,3105,5502,1869,830,3372,482,15170,3041,5074,1595,556,2305,331,12905,2140,3550,1123,494,1913,248,9462,1283,2298,1111,551,1797,249,7293,689,1095,522,289,1321,186,4102,134,188,83,57,555,165,1187,18539,21853,7010,3071,18606,2369,71454,3024,760,62,19,2020,124,6010,2105,1300,212,90,1353,159,5214,1869,3241,1355,1314,2180,397,10358,1226,4527,3821,3716,2691,485,16461,1058,4473,3495,2464,1659,313,13461,835,3060,2399,1769,1706,273,10045,591,2016,1920,1649,1892,233,8297,418,926,787,717,1430,246,4522,185,234,136,70,871,214,1707,11313,20536,14179,11818,15793,2433,76072,6057,1370,112,34,4542,290,12409,4465,2163,307,122,3395,330,10772,4624,5911,1920,1565,4950,764,19730,4330,10032,5691,4548,6069,964,31629,4099,9548,5091,3020,3961,649,26366,2975,6606,3525,2263,3616,519,19508,1875,4316,3032,2201,3695,476,15586,1110,2023,1309,1007,2750,433,8628,319,421,218,124
CED130,1982,454,56,39,1995,595,5111,1262,764,135,60,1545,510,4285,2244,2406,575,277,2470,893,8865,1915,2713,849,371,1778,767,8401,2091,2984,856,411,1968,841,9159,2364,2970,1019,495,2523,820,10196,1578,2461,1169,809,2725,779,9525,757,1130,583,515,1836,598,5412,211,208,108,103,676,267,1572,14401,16089,5358,3079,17519,6065,62522,2035,691,83,45,1615,625,5093,1038,1164,296,248,1082,459,4288,1121,2758,1508,1564,1692,825,9473,705,2800,1974,1674,1049,743,8942,958,3359,2091,1262,1311,749,9735,1029,3326,2286,1542,1850,757,10798,674,2034,1994,1910,2155,725,9509,471,1103,871,1006,2001,684,6138,254,330,163,159,1261,428,2596,8294,17573,11268,9410,14013,6006,66569,4014,1141,141,82,3609,1212,10205,2299,1936,433,302,2632,971,8576,3368,5167,2087,1834,4163,1719,18332,2620,5510,2825,2046,2836,1519,17346,3052,6346,2945,1682,3280,1590,18887,3393,6294,3308,2041,4372,1580,20989,2255,4502,3167,2722,4882,1506,19028,1222,2238,1452,1520,3834,1275,11547,462,542,272,259
