CED_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED111,0,30,4397,4428,73,599,4936,5615,2465,2494,5191,10150,5471,1341,2344,9152,5665,1024,2670,9354,5633,750,2746,9135,4745,355,1801,6904,2875,98,1098,4082,784,19,520,1329,27713,6717,25706,60138,0,65,4119,4189,128,847,4535,5518,3354,2623,3931,9905,6002,1326,2293,9620,5896,1014,3002,9915,5596,691,3284,9564,4413,287,2923,7624,2203,75,2522,4802,372,10,1575,1958,27970,6931,28190,63095,0,97,8518,8613,202,1451,9475,11129,5815,5121,9123,20054,11478,2664,4630,18770,11558,2042,5666,19273,11231,1436,6032,18700,9156,642,4729,14526,5080,175,3627,8878,1155,31,2096,3284,55679,13652,53894,123230
CED112,0,48,4818,4870,90,588,3561,4236,2341,2400,3657,8405,4987,1457,2365,8808,5291,1171,2701,9165,5157,845,2784,8784,5021,431,2224,7675,2946,181,1332,4454,696,24,579,1295,26523,7153,24021,57695,5,76,4423,4503,139,862,3133,4133,3243,2554,3404,9202,5499,1370,2693,9564,5438,1199,3372,10010,5316,771,3776,9861,4687,391,3668,8748,2238,114,2955,5308,332,13,1659,2007,26894,7351,29086,63334,4,129,9237,9372,226,1450,6697,8375,5581,4956,7064,17606,10489,2830,5055,18373,10727,2373,6073,19176,10469,1618,6562,18648,9708,821,5890,16423,5184,294,4283,9766,1025,42,2235,3300,53418,14505,53107,121028
CED113,0,45,4096,4137,71,514,2837,3421,2501,2136,3452,8084,4913,1508,2023,8446,5760,1454,2465,9682,6208,1229,2993,10429,5675,742,2308,8724,2898,194,1181,4267,612,24,433,1065,28639,7837,21772,58250,0,89,3686,3768,147,718,2241,3104,3430,2352,2757,8536,5421,1579,2162,9170,6220,1486,2629,10331,6224,1158,3097,10483,5112,555,2951,8620,2085,124,2138,4349,275,14,1078,1364,28925,8069,22736,59728,0,128,7774,7906,218,1231,5076,6531,5935,4483,6210,16623,10334,3089,4184,17612,11980,2943,5093,20013,12436,2384,6092,20917,10789,1292,5257,17337,4981,319,3317,8614,885,35,1504,2426,57566,15899,44506,117973
CED114,0,54,4498,4552,79,666,3141,3895,2695,2313,3806,8812,4809,1267,2255,8335,5292,1159,2674,9122,6167,964,2982,10113,5913,549,2531,8996,3379,169,1335,4885,790,22,542,1355,29127,7171,23760,60063,0,112,4214,4327,172,993,2599,3758,3561,2345,3256,9160,5322,1308,2429,9059,5713,1144,2870,9728,6433,902,3219,10555,5373,398,3172,8951,2624,110,2756,5485,347,12,1543,1903,29551,7334,26049,62932,3,168,8711,8882,253,1658,5740,7652,6255,4657,7063,17971,10132,2577,4682,17395,11000,2303,5547,18848,12606,1867,6193,20666,11288,948,5709,17946,6001,280,4093,10370,1143,35,2082,3260,58680,14499,49808,122993
CED115,6,27,5309,5338,204,232,5340,5774,3081,1006,7274,11364,5156,658,3831,9647,5912,623,3363,9898,6635,481,3216,10333,5127,217,1914,7255,2423,42,875,3345,619,11,373,1011,29155,3293,31502,63956,16,50,5104,5175,545,338,4908,5788,4630,1055,5628,11311,6096,722,3822,10633,6088,617,4042,10752,6036,359,4175,10563,4224,127,3441,7794,1430,25,2153,3611,214,8,1220,1439,29279,3295,34494,67062,28,71,10415,10513,742,566,10252,11564,7708,2063,12904,22674,11248,1380,7648,20278,12003,1237,7407,20643,12671,837,7386,20899,9353,345,5355,15052,3862,69,3025,6951,830,20,1595,2450,58431,6591,65988,131016
CED116,0,42,3841,3884,53,500,2503,3058,1747,1946,2926,6619,3835,1249,1906,6994,4409,1161,2508,8079,6273,1238,3087,10594,8018,837,2855,11712,4650,246,1666,6560,1023,38,693,1753,30018,7258,21984,59254,0,83,3467,3553,107,712,2005,2822,2477,2043,2516,7030,4302,1296,2106,7697,4900,1232,2785,8912,6989,1232,3632,11854,7669,679,3881,12229,3459,195,3164,6813,498,21,1793,2315,30394,7477,25362,63232,3,120,7309,7432,162,1208,4511,5880,4226,3982,5442,13656,8133,2541,4011,14685,9305,2396,5299,16994,13259,2466,6719,22448,15686,1516,6732,23940,8104,444,4830,13381,1522,57,2484,4069,60411,14730,47341,122489
CED117,0,3,2973,2979,55,379,3412,3850,2314,4089,6353,12759,5960,2703,3023,11690,5177,1796,2742,9715,3683,1089,2342,7115,2645,547,1531,4728,1530,141,756,2434,449,10,329,784,21825,10768,23456,56050,3,17,2651,2664,99,589,3521,4208,3149,4458,6125,13734,6292,2420,3419,12137,5196,1604,3618,10415,3476,907,3302,7684,2415,421,2845,5686,1084,80,1826,2986,188,4,923,1119,21895,10504,28228,60632,4,20,5620,5645,156,969,6927,8055,5466,8550,12475,26492,12257,5124,6443,23827,10375,3404,6359,20133,7156,1997,5648,14800,5058,973,4378,10410,2615,224,2580,5416,634,20,1258,1906,43721,21275,51686,116679
CED118,0,26,5863,5887,129,394,5664,6182,5136,1811,6266,13209,13892,1047,2907,17856,8894,803,2282,11982,6136,451,1933,8522,4374,175,1335,5885,1925,48,691,2674,367,5,268,638,40858,4767,27210,72836,3,40,5413,5458,350,590,4710,5654,7884,1853,4471,14210,14066,1067,2730,17857,8024,757,2914,11694,5573,365,2931,8869,3776,117,2667,6554,1173,35,1726,2927,144,0,801,949,40983,4839,28352,74174,3,64,11274,11344,476,988,10369,11838,13015,3663,10735,27419,27957,2115,5636,35714,16916,1567,5190,23676,11708,816,4860,17385,8151,290,4010,12445,3102,82,2421,5603,508,7,1073,1594,81840,9605,55567,147013
CED119,0,12,4806,4815,57,233,3916,4208,2616,1719,3349,7688,6991,1096,1621,9703,7081,948,1706,9729,6224,597,1555,8378,4969,261,1085,6311,2583,78,686,3350,537,7,347,900,31068,4958,19065,55090,5,16,4433,4447,111,391,3337,3832,3616,1777,2782,8180,7617,1123,1769,10505,7315,927,2316,10562,6063,505,2318,8884,4446,202,2058,6699,1848,48,1860,3763,272,3,918,1196,31288,4983,21793,58065,5,27,9237,9269,170,623,7247,8041,6234,3500,6133,15864,14604,2216,3387,20209,14397,1870,4023,20292,12287,1102,3871,17261,9416,458,3136,13007,4433,127,2549,7106,810,18,1271,2094,62357,9941,40851,113155
CED120,0,43,5254,5293,85,627,3724,4437,3605,2456,3576,9638,6486,1411,1916,9816,6751,1232,2250,10226,6288,911,2171,9363,5383,405,1823,7618,2636,145,1074,3859,531,16,362,911,31769,7245,22139,61156,0,68,4847,4922,167,906,3210,4283,4777,2547,2954,10283,6947,1402,2245,10601,6952,1233,2585,10775,6241,813,2868,9918,4886,352,2796,8042,1878,77,2074,4028,242,12,964,1217,32089,7423,24543,64058,0,108,10106,10214,250,1534,6929,8714,8386,5010,6526,19919,13440,2811,4156,20415,13700,2464,4831,20999,12525,1723,5036,19283,10271,765,4627,15659,4517,225,3146,7879,771,29,1329,2126,63858,14669,46680,125210
CED121,0,60,4815,4881,101,758,3585,4439,3000,2658,3986,9648,5197,1534,2541,9267,5491,1325,2756,9568,5869,911,2864,9651,5741,474,2185,8400,3245,147,1147,4535,670,24,533,1224,29316,7893,24408,61623,0,133,4477,4610,201,1116,2895,4221,4006,2828,3465,10300,5672,1504,2689,9867,5836,1271,3092,10200,6022,901,3250,10168,5363,382,3239,8982,2383,111,2575,5067,331,8,1382,1719,29815,8258,27064,65134,3,189,9294,9488,300,1878,6481,8659,7011,5481,7457,19951,10870,3037,5227,19136,11326,2597,5846,19769,11892,1811,6109,19816,11104,856,5423,17382,5625,260,3725,9608,1004,34,1908,2944,59133,16153,51471,126756
CED122,0,21,3979,3998,63,601,5387,6048,3050,4927,8112,16093,6658,2471,3255,12391,6066,1243,2760,10070,4961,713,2527,8198,3673,331,1827,5833,2331,111,1093,3533,754,15,470,1245,27557,10436,29415,67407,3,27,3680,3706,137,876,4936,5943,4074,5293,7591,16954,7174,2136,3660,12967,6228,1079,3569,10879,4653,581,3479,8718,3340,238,3214,6789,1790,67,2594,4450,283,6,1438,1726,27678,10297,34159,72132,3,43,7654,7703,201,1475,10318,11993,7121,10218,15706,33046,13829,4607,6917,25353,12297,2321,6329,20953,9612,1298,6004,16912,7015,567,5041,12622,4119,180,3686,7984,1037,16,1912,2968,55240,20730,63570,139539
CED123,0,50,5373,5425,145,903,4914,5970,4137,2934,5413,12477,7721,1596,3276,12589,6333,1149,3080,10555,5350,655,2671,8672,4445,250,1799,6488,2067,90,908,3065,394,10,290,692,30584,7631,27714,65930,3,125,5156,5282,296,1155,4288,5740,5618,3107,5015,13745,7986,1579,3498,13067,6273,988,3706,10968,5175,620,3529,9323,3977,200,3086,7262,1401,48,2010,3455,163,3,913,1079,30902,7822,31194,69919,3,176,10530,10707,438,2056,9206,11701,9758,6044,10423,26223,15706,3172,6770,25658,12603,2139,6787,21530,10518,1273,6196,17995,8422,442,4882,13749,3476,140,2912,6519,553,13,1194,1768,61486,15453,58906,135849
CED124,0,38,3876,3919,47,411,2267,2723,1548,1342,2410,5301,3360,1103,1799,6267,4425,1190,2454,8069,6213,1211,3110,10532,8004,886,3129,12019,4840,350,1802,7002,1056,47,726,1827,29502,6581,21587,57664,3,101,3558,3657,101,574,1857,2534,2142,1502,2326,5970,3867,1155,2078,7100,4979,1279,2727,8985,6992,1225,3618,11836,7615,701,3851,12168,3607,221,3276,7101,517,16,1874,2408,29815,6774,25160,61754,3,142,7436,7580,148,984,4128,5259,3692,2842,4737,11271,7226,2257,3882,13362,9408,2467,5182,17056,13206,2436,6724,22364,15616,1589,6980,24187,8448,573,5082,14105,1570,62,2597,4236,59317,13355,46747,119422
CED125,0,34,6004,6042,142,627,5317,6081,5362,2647,6066,14078,10061,1485,3362,14907,7249,1024,2698,10971,6433,674,2319,9428,5058,289,1613,6955,2078,76,823,2971,324,6,238,575,36712,6858,28439,72006,4,67,5730,5805,345,872,4639,5853,7952,2794,5284,16029,10044,1452,3569,15067,6727,984,3440,11150,6191,590,3555,10332,4222,217,3260,7702,1352,42,1826,3225,131,3,758,885,36976,7029,32052,76054,6,108,11736,11845,485,1498,9949,11936,13310,5442,11350,30105,20113,2937,6929,29970,13974,2005,6135,22118,12630,1263,5873,19762,9282,506,4871,14659,3431,114,2652,6199,452,17,994,1465,73684,13889,60487,148060
CED126,0,5,4946,4955,42,217,3845,4104,1743,1667,3343,6750,5903,1269,1580,8753,7468,1166,1997,10634,6356,877,1937,9172,5110,429,1412,6952,3551,169,990,4704,878,21,496,1402,31051,5829,20542,57424,0,20,4427,4446,97,322,3182,3612,2529,1885,2459,6878,6721,1383,1675,9777,7821,1108,2574,11505,6103,781,2693,9587,4802,336,2666,7808,2741,78,2630,5446,438,15,1671,2125,31264,5933,23985,61185,0,31,9372,9399,143,544,7030,7714,4273,3550,5803,13625,12621,2646,3258,18528,15293,2272,4573,22142,12465,1660,4630,18755,9913,770,4080,14761,6292,248,3618,10158,1313,34,2170,3524,62318,11761,44526,118603
CED127,0,51,4424,4470,70,415,3256,3740,2434,1815,3039,7282,4771,1316,1804,7896,5670,1263,2156,9088,5765,928,2271,8961,5178,499,1895,7581,2513,159,993,3669,508,26,365,898,26912,6467,20211,53593,3,56,3990,4048,148,612,2574,3329,3186,1916,2408,7509,5238,1343,1990,8571,6052,1215,2713,9982,5866,845,3011,9727,4630,448,3191,8268,1833,106,2380,4322,238,12,980,1227,27190,6565,23230,56982,0,105,8410,8518,215,1028,5826,7069,5620,3733,5444,14793,10012,2665,3794,16470,11718,2478,4871,19069,11630,1772,5286,18685,9810,948,5090,15851,4350,267,3374,7988,744,34,1349,2125,54103,13030,43445,110570
CED128,3,17,5602,5624,119,198,5262,5584,3570,1027,6994,11590,6732,721,3393,10846,6550,582,2808,9939,6561,479,2434,9472,5032,207,1564,6801,2532,54,878,3468,562,8,364,932,31661,3304,29302,64263,10,27,5113,5150,416,328,4449,5192,5329,1073,4953,11359,7363,714,3086,11158,6545,575,3295,10412,6243,421,3415,10081,4177,138,2949,7262,1562,47,2188,3797,211,3,1159,1373,31857,3314,30618,65787,15,45,10714,10772,539,527,9718,10780,8899,2099,11951,22947,14096,1435,6479,22007,13091,1154,6109,20354,12808,899,5850,19551,9209,345,4519,14071,4097,99,3063,7257,768,12,1526,2309,63520,6613,59922,130051
CED129,0,8,6204,6214,47,229,5039,5312,3344,1272,4343,8955,11976,875,1848,14698,10162,718,1639,12518,7511,429,1203,9150,5812,201,939,6955,3148,64,628,3839,583,11,315,910,42593,3806,22152,68547,0,16,5841,5862,119,365,4471,4952,5041,1394,3454,9890,12977,860,2170,15999,9978,698,2447,13117,7031,340,2351,9724,5256,159,2541,7958,2192,38,1964,4189,257,3,955,1213,42849,3875,26194,72914,0,28,12043,12075,170,594,9505,10266,8378,2668,7798,18850,24952,1734,4016,30699,20140,1414,4085,25634,14543,771,3557,18873,11068,365,3480,14912,5334,97,2598,8030,842,11,1269,2119,85439,7677,48347,141462
CED130,0,88,4170,4261,98,762,2574,3431,2209,2063,3325,7594,4022,1177,2151,7350,4617,1030,2411,8060,5298,866,2897,9056,5387,533,2474,8392,3191,154,1350,4695,733,19,440,1193,25551,6698,21787,54038,7,192,3951,4148,189,1027,2190,3400,2992,2149,3210,8351,4436,1201,2416,8050,5002,1050,2745,8791,5622,831,3226,9677,4899,396,3187,8482,2479,91,2729,5297,303,11,1452,1762,25929,6945,25104,57974,5,287,8121,8406,286,1787,4764,6833,5202,4213,6531,15945,8458,2384,4566,15405,9618,2085,5159,16851,10916,1699,6125,18734,10288,930,5658,16875,5665,245,4085,10000,1045,30,1891,2959,51478,13644,46887,112013
