UCL_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
UCL112003,12156,..,..,..,..,12156,..,7,0,7,0,7,..,35,3,34,0,34,..,9,0,9,0,9,..,23,10,33,0,33,..,59,12,68,0,68,..,5,6,4,0,4,..,86,20,110,0,111,..,14,0,10,0,10,..,31,0,28,0,32,..,60,0,60,0,61,..,76,0,80,0,77,..,41,9,46,0,46,..,0,0,0,3,3,..,29,0,29,0,29,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,52,0,52,3,55,..,62,6,67,3,68,..,17,4,21,0,21,..,27,0,32,0,32,..,4,0,4,0,4,..,10,0,10,0,10,..,4,0,0,0,0,..,33,0,33,0,33,..,24,0,24,0,24,..,3,0,3,0,3,..,0,0,0,0,3,..,7,0,7,0,7,..,23,0,23,0,23,..,10,0,10,0,10,..,11
UCL112004,8692,..,..,..,..,8692,..,11,0,11,0,11,..,15,0,21,0,18,..,0,0,0,0,0,..,17,3,21,0,21,..,23,4,29,0,29,..,3,0,3,0,3,..,37,11,51,0,51,..,6,0,6,0,6,..,21,0,21,0,21,..,22,0,22,0,22,..,49,0,49,0,49,..,52,6,54,0,55,..,3,0,3,0,3,..,20,0,20,0,20,..,17,0,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,60,0,60,0,60,..,97,0,95,0,95,..,48,7,53,0,57,..,11,3,13,0,13,..,4,4,10,0,11,..,11,0,10,0,10,..,0,0,3,0,3,..,0,0,0,0,0,..,8,3,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,13,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,11,0,11,0,11,..,5
UCL112005,9157,..,..,..,..,9157,..,0,0,0,0,0,..,3,0,4,0,4,..,7,0,7,0,7,..,11,3,19,0,19,..,5,0,4,0,4,..,5,0,5,0,5,..,18,3,23,0,23,..,3,0,3,0,3,..,7,0,7,0,7,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,21,0,22,0,22,..,12,0,10,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0
UCL112006,19746,..,..,..,..,19746,..,22,0,22,0,22,..,62,6,73,0,73,..,18,0,18,0,18,..,19,11,35,3,37,..,31,17,55,0,53,..,11,0,11,0,11,..,63,35,99,4,101,..,4,0,8,0,8,..,32,0,32,0,32,..,43,3,47,0,48,..,83,0,83,3,87,..,20,0,20,0,20,..,3,0,3,0,3,..,29,3,36,0,36,..,119,29,145,3,150,..,0,0,0,0,0,..,12,0,11,0,11,..,19,0,20,0,20,..,180,35,210,3,219,..,86,7,90,0,90,..,24,10,32,0,32,..,3,6,9,0,9,..,0,0,0,0,0,..,5,0,5,0,11,..,15,3,21,0,21,..,10,0,10,0,10,..,14,0,14,0,14,..,9,0,9,0,9,..,4,0,4,0,4,..,10,0,10,0,10,..,14,0,14,0,14,..,22,0,21,0,21,..,3
UCL112007,14194,..,..,..,..,14194,..,14,0,14,0,14,..,48,0,50,0,50,..,18,0,15,0,15,..,24,19,41,0,41,..,45,20,63,0,67,..,3,0,4,0,4,..,77,32,110,0,109,..,0,0,0,0,0,..,6,0,5,0,5,..,8,3,15,0,15,..,15,0,15,0,15,..,23,0,19,0,19,..,35,0,37,0,38,..,39,3,40,0,40,..,44,0,44,0,44,..,46,0,47,0,47,..,31,9,39,0,39,..,148,3,153,0,153,..,341,14,354,3,353,..,15,0,13,0,17,..,8,0,11,0,11,..,14,11,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,16,3,16,0,16,..,11,0,11,0,11,..,35,0,36,0,36,..,4
UCL112008,9456,..,..,..,..,9456,..,5,0,5,0,4,..,23,4,21,0,21,..,0,0,0,0,0,..,19,6,24,0,24,..,17,10,24,4,27,..,3,0,3,0,3,..,39,16,49,4,52,..,3,0,3,0,3,..,7,0,7,0,7,..,15,0,15,0,15,..,14,0,14,0,17,..,27,3,29,0,28,..,8,4,10,0,10,..,17,3,20,0,20,..,15,0,18,0,18,..,11,0,11,0,12,..,10,0,10,0,10,..,30,0,32,0,32,..,87,12,91,0,92,..,14,0,19,4,16,..,0,0,3,0,3,..,8,27,39,0,39,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,6,0,6,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,11,0,11,0,11,..,3
UCL112009,11495,..,..,..,..,11495,..,7,0,8,0,8,..,4,0,4,0,4,..,30,3,32,0,32,..,10,4,14,0,14,..,23,14,34,0,34,..,0,0,4,0,4,..,36,16,52,0,52,..,3,0,3,0,3,..,10,0,10,0,10,..,25,0,30,0,30,..,45,0,45,0,45,..,8,0,8,0,8,..,11,0,11,0,11,..,16,0,16,0,16,..,14,5,22,0,22,..,3,0,3,0,3,..,15,3,19,0,19,..,9,0,9,0,9,..,66,8,66,0,66,..,73,8,83,0,82,..,9,3,15,0,15,..,4,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,4,0,7,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,14,0,14,..,9,0,9,0,9,..,5
UCL112010,982,..,..,..,..,982,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,11,4,14,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
UCL112011,12833,..,..,..,..,12833,..,3,0,3,0,3,..,18,3,21,0,21,..,6,0,8,0,8,..,14,11,30,0,30,..,30,3,36,0,36,..,3,0,3,0,3,..,44,21,62,0,62,..,14,4,12,0,12,..,18,0,18,0,18,..,6,0,11,0,11,..,16,0,16,0,16,..,29,0,29,0,26,..,11,0,9,0,9,..,18,0,18,0,18,..,15,0,15,0,12,..,12,0,12,0,12,..,4,0,4,0,4,..,36,0,36,0,36,..,88,0,88,0,91,..,23,5,31,0,34,..,4,3,9,0,9,..,3,5,6,0,8,..,9,0,6,0,6,..,10,0,10,0,10,..,5,0,5,0,5,..,6,0,6,0,6,..,6,0,5,0,5,..,8,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,11,0,11,0,11,..,19,3,26,0,26,..,10
UCL112012,15648,..,..,..,..,15648,..,31,0,31,0,31,..,50,3,50,0,50,..,10,0,10,0,10,..,36,20,54,0,54,..,52,16,61,0,61,..,3,0,4,0,4,..,89,31,119,0,119,..,15,0,14,3,19,..,10,0,10,0,10,..,14,0,14,0,14,..,27,0,28,0,28,..,28,4,31,0,33,..,8,0,8,0,8,..,29,3,33,0,33,..,24,8,34,0,34,..,3,0,3,0,3,..,15,0,15,0,15,..,59,7,61,0,61,..,148,15,157,0,157,..,49,8,57,0,57,..,3,0,3,0,3,..,18,14,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,13,..,7,0,7,0,7,..,35,4,34,0,34,..,4,0,4,0,4,..,3,0,8,0,8,..,19,0,19,0,19,..,7,0,7,0,7,..,19,0,19,3,24,..,10
UCL112013,19088,..,..,..,..,19088,..,19,0,19,0,19,..,25,0,23,0,23,..,3,0,3,0,3,..,18,12,24,6,32,..,36,14,53,0,56,..,12,0,12,0,12,..,61,27,86,3,93,..,7,3,7,0,7,..,39,0,39,0,40,..,54,0,53,0,55,..,48,0,48,0,48,..,18,3,15,0,15,..,4,0,4,0,4,..,18,0,18,0,18,..,8,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,30,3,34,0,30,..,72,4,75,0,76,..,42,4,46,3,48,..,18,0,18,0,18,..,8,5,11,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,9,0,6,0,6,..,3,0,3,0,3,..,5,0,7,0,7,..,18,0,18,0,18,..,0,0,0,0,0,..,7,0,9,0,9,..,0
UCL112014,13904,..,..,..,..,13904,..,29,0,29,0,29,..,15,0,14,0,14,..,18,0,18,0,18,..,32,19,42,0,42,..,60,66,118,3,122,..,0,0,3,0,3,..,88,78,169,3,173,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,9,0,9,0,9,..,8,0,8,0,8,..,27,3,26,0,26,..,31,3,32,0,30,..,40,3,41,0,40,..,14,0,14,0,14,..,15,3,14,0,14,..,26,0,25,0,25,..,139,16,156,0,153,..,17,0,17,0,17,..,7,0,7,0,7,..,28,75,106,3,104,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,4,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,51,0,57,0,59,..,0,0,0,0,0,..,97,3,98,0,98,..,3
UCL112015,20293,..,..,..,..,20293,..,31,0,31,0,28,..,112,10,130,0,130,..,9,0,9,0,14,..,39,20,58,0,60,..,48,47,101,0,101,..,11,5,12,0,12,..,99,75,173,0,176,..,4,0,8,0,8,..,13,0,13,0,11,..,28,0,31,0,31,..,25,0,26,0,26,..,36,0,38,0,38,..,43,0,43,0,43,..,60,0,60,0,60,..,21,0,21,0,21,..,40,3,38,0,38,..,17,3,27,0,27,..,60,3,59,0,59,..,243,8,248,0,248,..,25,3,33,0,34,..,5,0,5,0,5,..,14,7,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,24,10,31,0,36,..,3,0,3,0,3,..,5,0,5,0,5,..,11,0,11,0,11,..,4,0,4,0,10,..,71,7,80,0,80,..,7,0,7,0,7,..,76,0,81,0,82,..,15
UCL113001,6906,..,..,..,..,6906,..,6,0,6,0,6,..,3,0,8,0,8,..,0,0,0,0,0,..,6,3,11,0,11,..,14,4,18,0,15,..,0,0,0,0,0,..,21,7,23,0,25,..,5,0,5,0,5,..,3,0,3,0,3,..,9,0,8,0,8,..,16,0,16,0,16,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,16,4,23,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,30,4,36,0,41,..,23,0,23,0,26,..,9,0,13,3,13,..,3,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0
UCL113002,4761,..,..,..,..,4761,..,6,0,6,0,6,..,9,5,11,0,11,..,4,0,4,0,4,..,8,3,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,11,3,11,0,11,..,15,10,25,0,23,..,7,0,7,0,9,..,9,0,9,0,9,..,16,3,22,0,22,..,13,3,17,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,19,0,19,..,19,3,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
UCL113003,7607,..,..,..,..,7607,..,5,0,5,0,4,..,3,0,3,0,7,..,14,0,14,0,14,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,9,0,12,..,5,3,7,0,7,..,8,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,3,6,0,6,..,19,4,23,0,23,..,18,0,18,0,17,..,4,0,4,0,4,..,0,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,10,0,11,0,13,..,0
UCL113004,2451,..,..,..,..,2451,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,4,..,3,0,0,0,0,..,0,0,3,0,3,..,6,0,6,0,6,..,11,5,15,0,15,..,4,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0
UCL113005,8464,..,..,..,..,8464,..,3,0,3,0,3,..,7,0,7,0,7,..,7,0,7,0,7,..,12,8,20,0,20,..,4,3,11,0,11,..,0,0,0,0,0,..,20,10,31,0,31,..,6,0,12,0,12,..,13,0,13,0,13,..,11,0,14,0,14,..,27,0,27,0,26,..,11,0,11,0,11,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,31,0,31,0,31,..,0,0,0,0,0,..,3,5,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,0
UCL113006,7215,..,..,..,..,7215,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,19,..,15,3,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,19,3,27,0,27,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,23,0,23,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0
UCL113007,6248,..,..,..,..,6248,..,19,0,19,0,19,..,12,7,19,0,19,..,3,0,3,0,3,..,18,6,20,0,25,..,14,59,80,0,80,..,0,3,3,0,3,..,34,70,103,0,100,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,7,0,7,..,8,4,15,0,15,..,3,0,3,0,3,..,7,0,7,0,7,..,33,10,41,0,41,..,278,86,363,4,369,..,8,0,8,0,8,..,34,7,38,0,39,..,103,26,132,3,135,..,464,127,592,6,602,..,549,87,635,6,646,..,3,0,3,0,3,..,3,5,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,8,3,14,0,14,..,3,0,3,0,3,..,6,0,3,0,3,..,85,17,100,6,108,..,0,0,0,0,0,..,20,0,22,0,22,..,0,0,0,0,0,..,38,0,38,0,38,..,21
UCL113008,4188,..,..,..,..,4188,..,0,0,0,0,0,..,5,0,5,0,5,..,8,3,14,3,17,..,9,0,12,0,12,..,10,12,20,0,20,..,3,0,4,0,4,..,22,12,33,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,13,3,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,4,4,0,4,..,3,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0
UCL113009,5999,..,..,..,..,5999,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,13,7,14,0,14,..,12,9,21,0,21,..,0,0,3,0,3,..,20,13,35,0,35,..,5,0,5,0,5,..,7,0,7,0,7,..,8,0,8,0,8,..,27,0,27,0,27,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,27,4,33,0,33,..,5,0,5,0,5,..,0,0,0,0,0,..,18,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4
UCL113010,7695,..,..,..,..,7695,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,25,0,27,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0
UCL113011,4935,..,..,..,..,4935,..,0,0,0,0,0,..,6,0,8,0,9,..,0,0,0,0,0,..,7,9,19,0,19,..,4,3,6,0,6,..,0,0,0,0,0,..,16,11,23,0,23,..,3,0,7,0,7,..,9,0,9,0,9,..,9,0,9,0,9,..,6,0,13,0,10,..,3,0,3,0,5,..,3,0,3,0,3,..,7,0,6,0,6,..,5,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,18,5,20,0,20,..,21,0,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,3
UCL113012,8195,..,..,..,..,8195,..,18,3,23,0,23,..,11,0,11,0,11,..,0,0,0,0,0,..,9,0,14,4,16,..,16,3,18,0,18,..,0,0,0,0,0,..,28,4,32,4,31,..,3,0,3,0,3,..,10,0,10,0,10,..,17,0,17,0,17,..,16,0,16,0,16,..,11,0,7,0,7,..,13,0,14,0,14,..,10,0,10,0,10,..,7,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,35,5,37,0,37,..,20,3,19,3,24,..,0,0,3,0,3,..,11,3,18,0,18,..,4,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,7,0,10,0,10,..,32,4,33,0,33,..,3,0,3,0,3,..,11,0,11,3,14,..,5,0,5,0,5,..,8,0,8,0,8,..,3
