UCL_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL115011,0,0,0,0,0,4,0,0,0,12,0,7,4,3,3,6,3,0,0,32,14,30,88,67,79,96,23,3,0,402
UCL115012,0,10,11,12,4,14,3,0,0,46,4,9,3,8,3,10,3,3,4,44,110,159,295,290,346,302,81,17,6,1599
UCL115013,0,3,9,8,7,7,0,0,0,31,3,0,9,7,12,11,4,0,0,42,60,48,163,278,283,254,49,11,0,1144
UCL115014,0,3,3,6,4,8,0,0,0,20,3,3,0,7,9,4,0,0,0,26,26,30,62,87,111,137,27,3,0,483
UCL115015,0,3,10,6,5,7,0,0,0,29,0,0,5,0,11,5,0,0,0,20,21,50,113,145,143,180,54,11,0,716
UCL115016,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,20,21,37,53,71,70,21,6,0,298
UCL115017,4,3,11,16,19,11,3,0,0,66,3,12,8,9,16,16,12,0,0,67,50,103,247,338,459,441,136,12,4,1783
UCL115018,6,9,12,17,15,7,0,0,0,67,7,3,8,16,11,13,3,4,0,56,89,111,243,237,265,179,39,7,0,1179
UCL115019,5,0,4,0,3,3,0,0,0,21,0,0,3,3,0,4,0,0,3,19,37,41,97,100,108,106,29,0,5,517
UCL115020,3,7,7,4,6,9,0,0,0,41,4,0,0,8,4,5,6,0,0,31,90,57,129,238,348,234,56,3,0,1157
UCL115021,0,0,4,3,7,4,0,0,0,14,0,3,4,3,0,3,0,0,0,16,20,35,65,87,115,109,25,3,0,468
UCL115022,5,6,5,4,6,3,4,0,0,29,3,3,8,3,7,4,4,0,0,30,15,58,184,131,156,110,29,3,0,697
UCL115023,0,3,6,5,3,8,0,0,0,26,3,3,3,8,7,6,0,0,0,31,42,67,149,167,200,112,18,0,0,756
UCL115024,3,0,0,0,0,6,0,0,0,15,0,3,7,3,0,7,5,3,0,28,21,32,95,106,114,107,42,15,3,521
UCL115025,3,11,30,26,4,5,0,0,0,80,0,0,14,9,6,5,0,0,0,37,60,88,352,327,224,162,36,3,0,1250
UCL115026,0,3,3,4,11,4,0,0,0,21,3,0,3,8,9,6,0,0,0,31,63,55,109,178,240,180,33,0,0,864
UCL115027,0,0,3,6,9,3,0,0,0,23,4,0,3,3,7,5,3,0,0,26,31,31,85,134,151,140,39,3,0,615
UCL115028,0,0,4,7,3,3,0,0,0,13,0,3,0,3,3,3,0,0,0,18,21,29,49,66,113,84,13,0,3,376
UCL115029,0,0,11,9,7,7,0,0,0,29,3,3,6,7,6,3,4,0,0,36,72,44,91,148,260,217,101,8,4,945
UCL115030,0,3,7,3,9,3,3,0,0,27,3,4,6,5,12,3,5,0,0,41,44,68,107,157,266,205,70,7,0,929
UCL115031,11,3,24,21,10,5,0,0,0,80,3,5,16,20,11,0,3,0,0,67,104,95,347,489,449,239,57,9,0,1794
UCL115032,0,3,6,11,12,0,0,0,0,37,4,3,9,8,13,6,0,0,0,50,70,70,194,220,174,117,16,0,0,863
UCL115033,3,6,11,17,19,10,0,0,0,61,0,3,10,4,11,11,0,0,0,43,99,99,324,305,297,214,55,5,0,1391
UCL115034,3,4,7,9,10,0,4,0,0,43,3,3,3,7,13,6,7,3,0,46,79,102,137,211,304,209,42,3,0,1084
UCL115035,0,0,3,4,3,0,0,0,0,16,3,0,3,0,3,0,0,0,0,13,67,33,77,121,176,102,20,0,0,605
UCL115036,3,0,0,0,3,0,0,0,0,14,0,4,3,3,7,4,3,0,0,25,30,39,95,81,131,120,24,9,0,522
UCL115037,5,6,15,11,13,3,0,0,0,54,4,12,7,15,7,8,3,0,0,51,71,144,427,336,314,275,48,10,3,1634
UCL115038,0,0,0,8,9,3,0,0,0,28,0,0,0,6,3,5,3,0,0,23,54,56,125,124,158,113,21,3,0,652
UCL115039,0,3,9,8,5,11,5,0,0,42,3,3,18,17,6,16,6,3,0,74,30,119,244,168,196,209,55,19,4,1042
UCL115040,0,0,4,8,0,3,0,0,0,19,4,3,3,0,7,7,0,0,0,22,33,58,101,128,152,127,30,9,0,638
UCL115041,4,8,3,13,7,3,3,0,0,30,0,8,7,10,17,8,7,0,0,45,42,62,146,152,184,173,54,5,0,814
UCL115042,0,3,9,3,4,10,3,0,0,29,0,4,6,13,7,7,3,0,0,40,31,67,165,137,167,151,45,6,0,774
UCL115043,0,4,7,9,3,3,0,0,0,24,0,0,8,6,6,3,0,0,0,22,39,38,125,150,157,107,7,0,0,621
UCL115044,3,3,12,3,8,6,4,3,0,38,5,0,3,0,0,4,3,0,0,20,38,62,145,140,190,167,52,7,7,818
UCL115045,0,6,8,16,6,6,0,0,0,38,3,3,5,14,14,13,9,0,0,59,74,83,178,205,315,257,35,3,0,1155
UCL115046,3,4,5,0,3,3,0,0,0,16,0,0,0,4,0,6,0,0,0,17,27,38,76,69,89,83,26,3,0,408
UCL115047,0,5,6,9,5,3,3,0,0,23,0,3,3,3,4,0,0,0,0,14,28,31,83,108,124,156,28,4,0,555
UCL115048,0,4,8,6,3,4,0,0,0,22,4,0,3,5,3,6,5,0,0,24,28,41,108,119,122,95,29,0,0,541
UCL115049,0,3,3,5,3,5,0,0,0,16,0,3,0,4,0,3,4,5,0,19,15,17,45,62,72,98,28,3,0,339
UCL115050,3,0,4,4,4,9,0,0,0,29,3,0,4,3,0,3,3,0,0,20,36,39,86,106,138,120,12,6,0,539
UCL115051,3,6,3,10,7,14,0,0,0,40,3,0,5,8,11,4,3,0,0,30,42,40,115,160,173,170,36,6,0,748
UCL115052,8,10,10,6,3,15,0,0,0,57,0,6,3,8,26,6,3,0,0,59,63,73,168,205,251,247,69,13,3,1084
UCL115053,0,21,17,17,6,5,0,0,0,70,0,8,14,9,9,3,0,0,0,50,125,388,474,321,269,135,21,8,0,1741
UCL115054,7,3,4,3,12,5,3,0,0,36,0,0,8,4,8,12,5,0,0,38,72,74,158,186,230,243,55,5,0,1029
UCL115055,0,0,3,3,4,0,0,0,0,19,0,0,9,0,4,6,3,0,0,24,28,32,66,79,109,115,33,3,0,462
UCL115056,3,6,3,10,10,9,3,0,0,39,0,10,4,3,8,5,4,3,0,31,34,44,121,127,137,164,64,7,3,692
UCL115057,4,3,14,9,4,0,0,0,0,40,5,0,13,13,18,0,0,0,0,48,118,185,331,249,178,109,14,5,0,1197
UCL115058,0,3,0,0,6,3,3,0,0,13,3,0,3,0,4,7,0,0,0,19,32,34,67,67,84,68,7,0,0,351
UCL115059,4,8,10,4,8,4,0,0,0,36,3,5,10,3,8,9,4,0,0,46,55,72,132,127,167,120,30,0,0,711
UCL115060,6,0,11,6,10,4,0,0,0,35,3,0,4,8,7,3,0,0,0,23,42,38,109,138,140,102,25,0,0,602
UCL115061,4,3,3,10,11,9,3,0,0,49,0,0,0,11,14,5,6,0,0,48,111,152,311,439,434,399,71,3,0,1928
UCL115062,0,3,5,4,14,9,4,0,0,44,3,5,10,4,4,3,3,0,0,38,53,77,155,164,206,196,44,7,8,902
UCL115063,0,13,21,17,12,17,0,0,0,86,0,11,23,12,9,11,0,0,0,68,68,166,349,283,244,204,36,0,0,1356
UCL115064,0,3,3,8,4,3,4,0,0,29,0,4,5,4,4,6,0,0,0,25,47,62,129,129,188,171,40,8,0,763
UCL115065,0,3,10,9,3,0,0,0,0,25,0,4,4,7,0,0,0,0,0,22,38,56,369,267,108,36,4,0,0,876
UCL115066,0,0,4,0,3,6,0,0,0,17,0,3,8,0,0,3,3,0,0,22,13,27,73,86,102,104,19,8,0,432
UCL115067,0,3,5,8,5,6,3,0,0,33,0,5,3,3,12,3,5,0,0,37,33,40,106,132,154,132,61,8,0,666
UCL115068,5,13,23,14,16,9,0,0,0,80,3,12,16,12,10,4,0,0,0,54,64,124,305,291,221,135,22,0,4,1167
UCL115069,0,3,9,9,0,11,4,0,0,36,0,3,3,0,3,0,0,0,0,10,29,56,128,156,145,145,41,0,0,709
UCL115070,0,4,3,9,3,5,0,0,0,29,0,0,0,3,0,10,0,0,0,19,51,43,58,143,143,133,16,3,0,588
UCL115071,0,6,9,0,5,3,3,0,0,23,0,3,8,6,7,10,5,0,0,36,65,58,129,153,158,141,56,4,0,760
UCL115072,6,3,11,10,3,3,0,0,0,30,5,3,10,7,9,5,8,0,0,36,40,57,149,137,187,146,42,4,0,765
UCL115073,3,0,5,11,4,7,3,0,0,28,7,0,3,3,3,8,5,0,0,30,40,42,118,123,153,148,54,11,3,692
UCL115074,0,0,0,10,5,5,0,0,0,23,3,3,0,3,7,8,4,0,0,30,35,37,84,144,193,180,47,10,0,729
UCL115075,4,3,3,4,8,3,0,0,0,32,8,4,7,16,8,12,0,0,0,65,60,80,155,136,252,199,64,20,0,963
UCL115076,0,10,16,12,10,3,0,0,0,57,4,9,6,21,19,3,0,0,0,65,64,116,257,223,228,132,31,5,0,1061
UCL115077,0,0,3,3,3,0,0,0,0,15,0,0,3,9,8,0,3,0,0,29,29,52,122,98,91,95,19,4,0,502
UCL115078,3,3,3,3,3,3,0,0,0,18,3,0,0,3,9,4,4,0,0,24,35,25,75,66,121,100,30,0,3,458
UCL115079,4,4,7,10,5,5,3,0,0,42,3,3,4,4,6,9,0,0,0,38,61,76,142,207,192,187,39,3,6,918
UCL115080,0,0,0,0,3,0,0,0,0,4,0,0,0,3,6,8,4,0,0,22,20,18,40,60,106,102,28,3,0,377
UCL115081,0,5,17,13,4,4,0,0,0,44,3,10,8,10,11,4,3,0,0,43,49,179,314,208,212,119,38,0,0,1122
UCL115082,0,0,3,10,11,5,0,0,0,30,3,0,3,5,5,0,0,0,0,21,39,52,100,136,128,91,16,0,0,556
UCL115083,0,4,5,0,3,3,0,0,0,12,0,0,3,3,0,0,0,0,0,10,27,28,96,92,122,101,27,0,0,495
UCL115084,0,5,16,12,9,6,3,0,0,48,3,5,13,7,13,11,4,0,3,56,87,161,339,261,333,293,63,4,3,1536
UCL115085,3,0,3,0,5,3,0,0,0,15,0,0,0,0,7,6,3,0,0,19,13,24,37,53,84,65,14,3,0,293
UCL115086,0,5,0,0,3,3,0,0,0,17,0,4,5,4,7,7,0,0,0,20,16,37,61,61,106,78,19,0,0,375
UCL115087,4,3,8,8,8,7,3,0,0,37,0,0,5,6,0,3,0,0,0,19,50,56,150,146,135,114,23,3,0,683
UCL115088,0,4,3,3,3,5,0,0,0,20,0,0,0,4,6,8,3,0,0,18,20,53,58,111,125,133,32,3,0,535
UCL115089,0,5,6,6,3,10,0,0,0,31,8,9,7,5,4,6,3,0,0,40,48,61,149,138,173,199,43,0,0,819
UCL115090,0,3,3,0,3,0,0,0,0,12,0,5,3,4,3,3,5,0,0,30,21,53,91,93,70,71,26,7,0,436
UCL115091,4,4,12,7,14,7,0,0,0,53,4,3,6,13,8,5,0,0,0,46,102,65,140,252,341,213,39,0,0,1152
UCL115092,0,3,3,8,10,9,3,0,0,34,0,4,10,10,10,12,6,0,0,42,35,58,141,160,213,226,48,6,0,884
UCL115093,0,0,0,4,3,0,0,0,0,13,0,0,0,5,3,0,5,0,0,14,7,33,73,83,90,65,33,9,0,396
UCL115094,4,5,5,8,6,3,3,0,0,41,8,3,6,11,4,4,4,0,0,38,64,76,138,175,194,173,41,7,0,870
UCL115095,3,0,3,9,8,8,3,0,0,30,3,3,3,0,6,9,3,3,0,23,55,51,91,134,212,171,50,4,0,768
UCL115096,3,0,11,10,11,14,0,0,0,48,0,6,3,5,7,4,0,0,0,32,53,67,116,182,192,172,47,6,0,826
UCL115097,3,3,7,7,3,10,0,0,0,30,0,0,6,9,4,3,3,0,0,38,29,53,106,134,135,114,35,3,0,601
UCL115098,0,0,4,7,5,5,0,0,0,22,3,0,4,0,8,0,0,0,0,15,31,18,60,68,115,105,42,0,0,441
UCL115099,6,0,3,9,0,3,3,0,0,28,3,3,7,10,7,3,0,4,0,33,56,45,129,139,125,99,35,3,0,644
UCL115100,5,0,8,6,5,3,0,0,0,27,7,7,3,6,11,5,3,0,0,39,56,48,137,192,189,163,43,4,0,843
UCL115101,5,8,7,11,18,4,0,0,0,51,6,3,9,19,20,12,3,0,0,59,62,66,130,305,384,251,47,3,0,1248
UCL115102,0,3,0,6,7,6,0,0,0,27,0,3,3,11,14,6,0,0,0,32,48,52,112,278,286,142,27,0,0,945
UCL115103,0,5,3,11,5,12,3,0,0,46,4,3,3,3,3,7,0,0,0,20,40,62,144,161,223,291,94,14,0,1028
UCL115104,0,5,9,11,6,10,3,3,0,49,8,8,6,12,10,18,3,0,0,64,63,130,250,265,281,273,77,12,3,1358
UCL115105,8,7,15,14,10,5,4,0,0,64,7,3,8,3,9,9,5,3,3,58,71,108,251,234,246,259,69,8,6,1255
UCL115106,0,4,8,3,3,0,3,4,0,24,5,3,4,4,3,3,6,0,0,31,53,77,172,147,189,121,48,13,0,818
UCL115107,0,3,6,7,3,7,0,0,0,31,3,4,14,17,19,11,3,4,0,76,50,87,176,189,204,193,62,8,0,966
UCL115108,0,7,14,15,17,18,7,0,0,77,6,9,16,21,23,19,7,3,0,94,89,109,264,403,435,429,87,13,0,1826
UCL115109,3,4,4,6,13,3,0,0,0,40,3,4,3,3,15,3,0,0,0,35,68,91,250,275,312,255,43,6,0,1307
UCL115110,0,5,0,3,0,3,0,0,0,15,0,0,3,0,12,0,3,0,0,22,27,40,70,89,95,61,15,0,0,400
UCL115111,0,3,5,4,8,8,0,0,0,27,0,0,0,3,6,3,0,0,0,15,38,36,68,109,167,161,34,0,0,622
UCL115112,0,9,6,7,10,3,0,0,0,46,8,5,16,16,16,12,4,0,0,79,108,185,352,349,388,281,53,3,0,1722
UCL115113,3,3,21,23,12,9,0,0,0,70,3,5,15,12,15,7,3,0,0,61,83,94,328,348,276,155,34,6,0,1328
UCL115114,0,0,9,0,3,0,0,0,0,18,0,0,8,3,8,7,0,0,0,22,31,48,113,111,148,133,22,0,3,612
UCL115115,3,0,7,12,8,10,0,0,0,45,3,0,3,15,7,14,8,0,0,48,50,72,181,195,214,205,53,7,0,986
UCL115116,3,5,21,25,19,11,6,0,0,86,7,8,19,26,17,16,0,0,0,89,116,192,402,391,378,266,82,3,0,1827
UCL115117,0,0,3,8,14,5,0,0,0,33,5,3,0,3,6,0,3,0,0,22,36,33,96,132,171,106,17,0,0,585
UCL115118,7,3,11,10,24,14,0,0,0,64,0,5,17,21,15,13,5,0,0,68,99,115,269,362,383,325,45,4,0,1596
