UCL_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL112003,46,99,147,41,39,80,42,216,255,51,342,397,205,827,1030,243,430,672,547,357,904,508,368,878,710,299,1010,631,263,897,502,192,693,526,145,671,944,182,1121,638,26,662,358,6,367,243,64,308,406,6,412,676,89,769,93,207,300,7414,4168,11578
UCL112004,48,53,101,40,26,62,39,103,137,30,224,251,134,454,581,126,278,404,449,197,648,384,235,616,520,198,716,474,116,594,343,103,446,344,93,436,678,110,789,406,17,417,287,10,297,206,72,274,542,10,558,634,27,664,84,144,229,5762,2462,8225
UCL112005,45,50,95,21,26,50,49,133,183,74,267,340,207,576,782,253,192,439,661,174,829,420,202,621,508,185,691,468,106,569,351,58,404,358,54,410,540,76,618,323,16,335,192,3,194,108,20,130,214,0,214,435,31,466,104,152,257,5313,2313,7631
UCL112006,91,102,196,54,64,114,76,365,444,93,655,747,443,1267,1707,437,689,1123,1298,573,1872,1021,564,1583,1241,480,1723,1261,280,1536,824,197,1016,769,141,912,1332,143,1472,792,49,839,430,22,449,294,71,365,455,20,474,1119,119,1236,194,351,545,12216,6151,18365
UCL112007,47,72,116,28,50,77,60,185,242,73,327,404,235,637,876,270,316,586,654,336,994,562,370,926,761,344,1104,746,227,977,597,181,780,623,132,758,1076,186,1266,691,31,724,435,14,453,243,63,309,401,15,417,873,79,947,160,239,404,8530,3826,12359
UCL112008,32,45,79,34,53,87,45,161,201,52,316,366,176,625,800,165,300,466,479,228,706,406,250,653,498,222,719,530,130,658,356,134,490,358,101,458,695,91,785,430,21,456,265,3,271,145,37,179,240,7,240,513,30,540,108,159,271,5518,2901,8421
UCL112009,42,61,107,29,40,70,47,251,298,63,406,466,244,893,1138,316,460,777,669,378,1046,518,372,892,736,326,1061,704,179,880,507,109,611,473,96,570,742,95,837,379,12,396,182,13,187,135,40,178,170,4,173,525,92,614,88,180,267,6560,4012,10572
UCL112010,3,3,5,3,3,4,0,7,13,8,20,28,19,34,49,11,19,34,39,15,61,34,21,63,48,16,62,53,12,64,36,12,48,41,6,44,70,5,79,38,0,38,38,0,38,12,3,15,28,0,28,67,0,67,6,13,16,561,189,755
UCL112011,51,67,113,39,58,101,84,247,328,102,411,518,277,819,1099,313,377,696,898,303,1202,630,317,950,773,266,1039,754,181,938,506,121,631,490,82,573,799,76,876,478,7,488,214,3,219,113,36,154,195,8,204,730,48,781,152,244,400,7615,3684,11298
UCL112012,62,102,162,53,72,126,62,267,334,64,475,533,278,821,1100,332,370,704,730,354,1081,548,380,929,782,407,1193,777,243,1021,581,209,793,635,159,796,1176,191,1367,799,27,827,475,24,502,287,82,370,545,19,567,835,74,904,149,241,389,9171,4514,13690
UCL112013,83,123,203,41,63,101,61,307,369,80,644,727,367,1381,1745,421,721,1142,1406,534,1933,996,534,1531,1256,417,1673,1159,268,1428,725,197,924,731,144,873,1290,197,1486,833,31,865,462,14,482,284,92,368,557,16,573,937,98,1036,214,401,615,11895,6175,18070
UCL112014,43,78,122,27,49,72,64,237,299,70,394,462,276,862,1143,338,436,768,773,371,1147,660,432,1090,830,379,1207,771,218,986,575,161,735,559,128,683,990,170,1166,551,30,578,305,16,316,179,59,234,339,25,362,787,84,867,165,262,430,8296,4391,12685
UCL112015,72,101,173,52,75,135,94,347,440,92,495,593,350,935,1288,381,532,915,885,517,1404,794,580,1373,1020,570,1590,1061,399,1456,842,240,1079,890,227,1111,1612,261,1878,1062,50,1110,653,30,687,364,90,450,640,22,658,1137,105,1248,227,313,541,12237,5876,18116
UCL113001,19,48,67,14,26,45,25,124,153,38,307,348,159,656,816,160,372,525,541,275,815,386,234,622,512,208,714,430,115,549,248,82,332,274,63,332,439,86,520,248,5,253,130,3,134,74,42,109,135,4,143,322,50,375,89,215,305,4235,2923,7156
UCL113002,29,32,62,21,20,45,32,92,129,24,171,195,132,405,533,131,212,338,433,160,593,276,153,426,369,112,484,348,69,418,147,35,183,152,14,169,231,31,259,118,9,124,56,0,64,21,16,46,58,0,58,219,25,242,79,128,208,2884,1692,4573
UCL113003,22,43,60,19,27,47,45,185,228,54,325,377,205,650,856,197,244,440,502,198,696,359,169,524,400,172,581,330,117,442,235,106,333,269,94,360,421,95,517,300,7,304,182,4,188,102,37,134,178,0,182,474,32,509,150,207,357,4428,2716,7142
UCL113004,17,10,22,8,3,9,8,32,42,10,49,54,50,142,197,38,67,108,172,53,225,103,57,159,156,49,207,138,22,160,93,23,114,88,12,102,177,23,202,132,8,136,66,0,67,23,7,25,57,0,61,132,11,147,24,54,81,1493,636,2125
UCL113005,56,57,110,42,45,83,39,189,224,39,331,372,301,880,1180,195,389,580,956,286,1239,534,287,816,636,195,834,487,86,574,274,56,328,274,46,318,370,53,425,217,6,226,99,0,99,83,44,126,129,3,139,450,39,491,151,252,403,5333,3245,8577
UCL113006,16,46,68,13,18,34,53,137,193,51,239,285,171,630,807,208,282,496,526,217,743,406,178,592,456,145,600,396,69,464,269,55,326,250,43,290,352,45,399,225,4,228,109,5,117,56,16,72,91,3,93,358,45,405,72,159,233,4100,2344,6436
UCL113007,31,52,81,26,19,47,27,88,119,34,170,198,152,309,461,134,135,274,357,159,514,299,190,486,355,157,510,421,115,544,370,72,440,294,48,343,561,82,641,352,23,374,206,14,219,116,35,148,213,17,226,438,31,467,114,136,254,4503,1841,6348
UCL113008,9,20,26,19,19,39,35,83,119,36,156,187,114,350,468,164,120,286,328,119,446,236,112,344,271,75,345,221,30,257,152,19,168,122,11,137,187,14,201,76,0,81,42,3,44,21,10,26,28,3,29,204,19,225,84,123,204,2350,1285,3640
UCL113009,21,32,54,14,6,23,22,41,64,19,109,126,92,257,348,105,140,243,261,100,356,218,108,322,317,94,409,284,60,337,229,58,291,266,43,312,455,78,534,307,12,321,246,6,253,164,28,187,336,4,337,385,16,399,43,52,97,3775,1235,5013
UCL113010,26,41,65,17,9,30,49,115,158,42,196,235,166,415,583,179,158,338,454,151,609,330,165,496,386,131,523,402,76,477,314,54,370,315,43,358,467,53,522,301,6,305,161,4,173,89,3,94,119,3,123,395,17,419,91,103,194,4312,1745,6054
UCL113011,12,43,56,18,26,52,33,156,187,39,253,288,109,473,586,149,151,304,358,161,520,230,113,343,292,120,417,218,69,285,154,42,193,162,45,210,278,51,333,173,5,174,108,3,117,68,18,90,125,3,127,235,7,243,62,131,197,2844,1872,4715
UCL113012,30,51,84,24,13,39,44,102,141,31,162,192,170,456,628,151,234,380,517,185,703,428,163,593,497,141,636,435,84,519,325,63,390,308,42,349,579,52,631,378,10,389,196,3,200,137,32,172,198,3,197,472,39,515,85,125,215,5006,1969,6974
UCL113013,11,29,44,11,20,34,24,62,80,33,107,140,88,248,333,69,147,218,239,89,324,175,101,285,238,98,334,235,69,299,149,34,185,164,53,216,327,79,406,223,5,224,131,5,145,107,22,133,187,7,197,249,22,278,39,91,127,2700,1300,4001
UCL113014,32,25,51,20,24,48,31,87,120,29,113,147,95,207,302,105,96,199,197,80,282,179,102,278,180,107,288,174,80,254,146,64,208,152,50,199,332,101,431,235,6,241,162,7,163,100,23,119,166,8,174,241,20,261,60,83,135,2640,1274,3920
UCL113015,31,37,73,32,23,47,38,84,117,26,152,176,142,319,463,109,197,306,350,138,492,290,162,451,386,131,519,351,78,433,228,56,285,231,50,285,402,52,449,257,9,263,149,0,149,97,28,129,206,3,209,375,29,403,65,88,151,3754,1639,5391
UCL113016,25,24,45,8,14,22,40,92,132,45,135,174,129,338,462,164,147,311,328,123,452,277,149,421,349,134,484,319,68,382,265,58,324,215,25,241,371,40,411,267,0,264,102,0,106,55,8,67,82,3,83,296,24,322,46,100,143,3377,1476,4853
UCL113017,25,34,58,14,23,38,21,84,105,25,125,149,85,228,319,117,103,213,195,96,291,182,108,288,252,108,356,242,92,332,186,71,255,211,66,279,468,117,588,324,8,332,197,6,206,138,55,197,303,6,307,356,33,381,57,59,114,3399,1419,4819
UCL113018,23,28,48,9,19,29,22,79,105,29,140,175,144,337,483,103,135,233,451,104,551,281,101,388,327,95,424,283,49,328,169,23,194,147,13,162,202,13,212,118,0,118,54,0,54,23,9,31,40,0,43,241,11,257,75,92,167,2744,1248,3993
UCL113019,40,42,81,34,35,66,75,203,275,54,329,391,202,687,886,234,287,519,682,212,895,436,226,664,504,153,660,457,88,541,305,52,356,265,29,293,342,26,362,193,6,202,81,3,87,45,24,65,80,3,85,400,32,428,114,186,303,4537,2614,7155
UCL113020,42,25,65,19,23,44,40,101,142,33,190,226,171,471,644,148,223,375,553,147,699,345,136,483,446,103,546,357,59,411,216,40,259,174,28,201,296,29,322,177,6,176,79,0,77,34,9,44,78,0,84,335,16,351,94,125,212,3628,1739,5370
UCL114001,6,10,16,3,5,7,15,39,49,8,63,76,30,199,223,40,109,144,153,74,224,114,50,163,178,61,243,133,20,157,90,20,109,97,7,108,147,15,163,78,0,78,41,0,41,22,5,25,43,0,43,131,13,146,24,40,65,1350,735,2081
UCL114002,8,17,24,7,4,11,8,19,28,10,54,64,51,121,172,37,39,84,136,41,182,101,32,137,113,41,150,106,16,128,82,20,101,82,17,95,150,11,158,98,0,105,57,0,57,21,6,34,59,0,59,177,4,182,26,28,53,1320,478,1801
UCL114003,17,12,30,5,12,22,15,41,53,13,84,96,44,214,255,61,125,186,108,90,195,99,96,191,154,98,246,170,69,246,133,58,185,127,47,176,204,64,271,141,31,172,91,17,106,64,26,94,161,12,182,238,115,357,29,42,71,1866,1269,3137
UCL114004,19,36,51,15,21,38,15,59,76,20,137,154,110,384,499,85,170,256,423,108,523,245,94,340,250,70,319,185,30,217,108,16,121,91,17,101,138,15,152,72,0,72,35,0,36,13,11,26,36,0,36,194,10,207,51,139,193,2110,1310,3419
UCL114005,21,21,42,10,22,25,19,94,110,27,188,217,127,381,508,101,186,289,359,112,473,241,141,383,302,86,391,259,41,294,169,18,193,147,26,169,208,23,230,106,0,104,40,0,40,16,14,35,17,0,17,188,13,205,60,100,161,2428,1464,3891
UCL114006,11,14,26,11,14,25,18,63,78,16,114,125,63,207,275,46,111,153,176,98,278,112,97,206,147,62,214,142,38,174,107,33,142,109,19,135,178,26,206,98,6,99,55,0,54,36,13,56,56,0,58,175,20,190,35,64,95,1590,998,2589
UCL114007,10,20,32,7,13,25,10,59,70,18,89,110,54,247,305,63,88,151,229,86,317,138,80,224,157,53,208,142,20,165,89,13,100,73,18,90,145,10,157,69,0,71,33,0,33,26,7,38,33,0,33,135,11,151,40,44,85,1478,876,2352
UCL114008,9,13,28,12,3,9,12,46,56,17,67,80,65,169,235,54,76,128,172,63,233,121,67,191,133,50,180,136,52,193,97,25,119,83,10,95,156,12,170,94,4,100,46,0,46,18,3,20,29,0,29,123,10,131,46,70,116,1425,753,2177
UCL114009,8,26,32,9,20,31,27,76,109,25,152,175,79,287,367,90,119,209,270,118,384,198,95,292,238,66,304,216,41,258,119,28,147,130,23,153,201,20,221,90,3,97,61,0,61,28,4,39,50,0,50,172,7,177,43,97,138,2065,1173,3242
UCL114010,15,26,39,16,15,28,20,57,74,23,115,138,70,210,282,66,87,157,158,97,257,114,93,209,183,70,250,168,40,209,124,36,164,89,16,108,187,29,218,95,4,99,53,3,54,34,17,52,64,3,68,160,14,180,45,85,130,1675,1018,2700
UCL114011,10,15,24,10,18,21,21,59,77,14,103,116,76,208,281,63,104,162,193,88,283,152,81,237,191,63,255,153,47,204,97,32,126,105,22,124,177,28,212,98,3,102,64,3,63,31,13,41,51,0,51,156,11,170,55,73,133,1713,957,2675
UCL114012,13,14,24,14,11,19,19,53,69,20,106,128,74,241,309,60,90,152,184,73,251,125,57,184,134,45,177,133,23,159,88,22,110,64,11,71,84,16,93,59,0,55,20,0,16,13,6,18,11,0,11,109,8,120,35,61,95,1228,835,2064
UCL114013,11,20,33,5,11,14,12,69,87,13,117,130,75,219,294,69,103,174,195,72,263,137,90,220,164,71,240,167,48,213,119,47,159,137,39,173,230,54,286,156,3,161,89,0,95,75,27,96,112,6,119,168,12,183,51,83,137,1992,1078,3075
UCL114014,8,8,17,0,0,0,6,7,12,6,23,30,19,55,79,20,19,39,64,34,96,46,28,74,82,18,102,106,15,116,98,13,113,107,19,122,263,18,282,220,8,220,158,0,158,99,9,105,169,0,170,168,3,175,21,15,41,1665,292,1958
UCL114015,17,21,40,10,7,23,32,94,123,46,147,190,106,305,415,127,128,260,320,133,451,216,128,350,244,79,330,245,58,298,159,31,195,143,29,173,222,25,248,104,9,111,45,4,49,34,14,45,42,0,42,212,12,223,55,117,174,2398,1342,3739
UCL114016,15,8,24,13,6,21,10,52,64,18,80,101,67,156,219,55,76,131,155,69,225,133,78,213,151,73,230,152,50,201,120,35,151,126,25,150,230,26,252,127,3,127,64,7,67,38,6,51,51,8,57,146,7,155,39,72,110,1704,851,2556
UCL114017,9,11,19,3,9,13,6,15,18,10,30,38,38,58,92,39,40,73,97,45,146,88,49,133,140,42,182,141,26,166,102,28,130,106,36,144,228,29,257,125,10,131,107,10,114,69,10,78,153,6,160,199,30,224,28,13,41,1677,481,2152
UCL114018,22,13,36,7,5,9,11,15,19,14,25,38,42,66,109,41,25,61,137,25,159,99,53,154,177,38,214,202,33,232,180,26,205,193,23,212,370,22,394,262,3,263,158,0,161,93,11,97,147,0,147,266,4,270,29,16,39,2429,413,2839
UCL114019,13,13,29,8,17,30,14,55,65,15,91,101,82,271,356,57,135,198,261,98,355,184,96,282,245,74,317,222,61,280,132,29,163,128,27,160,193,20,213,101,0,107,68,0,71,38,18,58,63,0,69,188,10,193,29,61,92,2044,1081,3129
UCL114020,16,18,38,9,12,22,28,69,92,26,75,108,65,146,208,64,67,130,145,77,219,107,69,180,147,84,229,151,63,216,115,36,147,114,31,151,210,46,260,113,4,117,68,0,68,41,23,59,60,0,59,199,16,212,71,96,169,1738,943,2677
UCL114021,7,28,42,15,20,33,15,40,56,15,92,108,74,210,287,63,112,176,150,85,238,132,76,210,183,72,253,166,43,213,152,40,199,130,22,157,264,34,293,168,0,170,96,3,96,65,7,75,91,0,91,191,21,206,31,65,90,2007,988,2993
UCL114022,10,25,38,10,14,22,17,66,81,27,126,151,69,292,360,110,147,257,278,94,367,203,104,311,247,84,326,265,37,299,151,29,181,155,24,181,238,25,263,123,3,129,47,0,47,20,10,36,42,0,42,216,18,233,40,79,122,2288,1166,3457
UCL114023,14,20,35,15,19,39,19,99,114,20,168,191,96,333,430,81,133,214,301,93,398,163,76,240,181,68,253,144,29,167,79,11,90,71,17,83,106,7,112,48,7,52,24,0,24,12,6,21,32,3,35,150,13,158,38,91,136,1589,1197,2790
UCL114024,8,16,29,4,10,12,16,44,59,22,72,93,55,131,185,42,52,90,120,48,168,95,71,166,115,64,183,120,34,154,87,27,114,102,29,127,186,35,216,105,0,105,79,0,81,36,16,52,63,6,64,147,3,152,40,59,106,1445,712,2154
UCL114025,18,24,51,12,18,30,22,80,98,40,145,187,95,278,369,90,99,194,227,91,310,167,104,270,207,91,290,205,61,271,174,35,210,171,31,200,259,40,296,176,3,178,105,0,107,52,17,74,99,3,102,270,11,278,56,90,147,2444,1219,3666
UCL114026,9,6,22,11,6,20,15,27,36,18,42,56,58,104,165,64,54,119,175,40,216,118,54,169,153,45,200,161,22,191,144,24,163,137,15,148,235,7,244,133,0,136,73,0,73,37,3,39,53,0,53,172,11,184,23,28,57,1784,495,2283
UCL114027,9,18,30,4,16,18,9,36,49,6,76,82,39,160,201,45,89,133,149,66,216,118,61,182,170,61,236,163,26,186,99,13,113,76,8,86,133,19,153,83,0,83,59,0,59,26,22,48,56,3,57,153,5,158,32,46,79,1434,730,2170
UCL114028,12,10,22,11,12,17,13,28,42,9,74,83,70,179,247,60,109,167,248,68,316,147,69,219,156,68,222,123,23,147,84,10,99,73,3,77,103,18,124,68,3,68,38,0,38,17,10,21,33,0,34,112,5,120,38,56,96,1401,746,2150
UCL114029,11,14,24,6,3,9,12,27,36,12,43,55,50,120,178,60,56,116,157,50,210,133,60,193,140,47,192,167,29,197,131,22,154,92,17,110,186,14,204,108,3,110,54,0,54,36,9,45,48,0,48,164,10,176,30,37,66,1606,556,2167
UCL114030,15,7,22,5,11,17,20,44,64,29,90,118,64,173,237,57,79,134,157,59,216,102,63,166,137,61,204,142,34,180,105,34,141,101,18,117,187,26,210,101,0,101,51,0,51,41,4,45,36,3,37,174,5,181,34,41,81,1564,761,2323
UCL114031,10,9,20,3,12,16,11,51,62,22,80,99,66,231,292,76,89,164,254,74,325,170,60,228,209,46,255,187,21,209,132,16,147,107,13,119,164,12,180,76,3,76,31,0,34,18,3,25,30,0,30,159,4,167,46,65,114,1773,784,2558
UCL114032,16,12,30,14,5,24,3,37,45,17,86,104,84,253,338,61,119,185,277,83,358,180,72,255,176,61,233,154,25,174,84,28,117,92,18,115,138,23,157,71,3,75,35,0,34,21,29,53,41,3,46,160,12,171,33,72,102,1672,946,2618
UCL114033,0,8,15,3,3,9,7,14,20,8,28,34,24,60,79,11,28,44,67,26,89,39,35,66,59,21,79,54,10,69,34,6,41,31,4,34,50,7,54,40,0,40,8,0,8,6,4,8,15,0,15,59,0,60,23,31,50,527,285,815
UCL114034,5,7,14,12,7,18,9,25,34,5,59,63,23,142,168,37,66,101,93,38,126,88,55,139,110,55,167,114,38,150,112,40,154,87,20,102,205,42,250,128,3,130,75,0,75,47,6,51,71,0,71,135,9,138,21,37,56,1366,642,2007
UCL114035,12,25,29,3,25,29,23,67,86,31,100,132,96,254,346,96,125,219,231,105,329,151,101,252,207,73,272,167,29,192,119,23,143,115,21,134,137,25,164,73,8,82,34,4,40,20,12,27,24,0,30,158,13,172,22,88,112,1725,1070,2792
UCL115001,5,0,5,3,0,4,4,13,19,7,13,20,12,44,60,25,11,32,39,26,67,30,24,53,38,10,49,34,11,47,38,6,47,36,10,50,63,15,81,46,0,46,23,0,23,15,0,17,24,0,24,47,0,47,11,16,20,493,209,706
UCL115002,3,3,5,0,3,3,3,4,8,0,5,5,3,7,13,9,7,18,19,6,23,26,3,26,17,6,25,22,6,23,22,3,27,35,5,36,49,5,52,47,0,46,28,0,27,22,3,22,28,0,28,42,0,46,0,8,9,377,73,449
UCL115003,5,9,12,0,0,3,5,13,18,4,18,19,20,63,80,17,33,52,59,17,72,37,15,56,46,9,47,41,8,48,26,0,27,20,7,23,29,3,32,26,0,24,12,0,12,12,0,13,14,0,14,57,0,58,18,12,25,451,205,655
UCL115004,4,12,15,0,4,5,7,9,13,0,24,24,4,32,40,5,14,23,25,18,40,31,10,39,30,8,40,30,4,35,35,4,39,26,3,32,26,0,25,16,0,16,3,0,3,0,3,5,0,0,0,34,0,35,10,7,22,291,160,450
UCL115005,3,3,5,0,0,0,3,10,12,6,5,14,6,24,31,14,14,26,24,21,46,34,9,39,39,16,53,30,13,46,23,11,34,26,6,32,57,9,63,54,0,54,24,0,24,8,5,10,31,0,31,45,10,54,5,7,11,423,164,589
UCL115006,3,6,16,3,0,3,0,11,12,6,26,32,22,71,87,15,16,38,83,27,105,45,22,72,58,21,82,68,7,76,47,6,61,56,6,63,132,9,139,76,0,76,48,0,48,34,0,34,51,0,51,82,3,86,19,10,28,871,252,1122
UCL115007,0,0,3,4,3,7,0,16,16,3,26,31,19,56,72,15,37,55,33,7,43,24,15,41,34,10,39,22,10,32,13,0,17,21,7,23,31,5,35,10,0,10,8,0,8,3,3,8,5,0,5,30,3,33,12,20,30,272,225,501
UCL115008,4,8,8,0,0,0,8,11,19,0,23,23,12,29,45,15,11,27,57,19,77,32,23,55,41,15,58,36,9,43,29,8,33,31,3,33,44,5,52,38,0,35,4,0,5,10,3,15,11,0,11,38,5,47,9,13,30,421,199,614
UCL115009,0,7,13,0,3,3,3,24,28,9,32,32,11,70,79,9,31,40,56,14,72,23,16,39,29,14,41,26,3,29,11,0,13,17,0,18,12,0,16,7,0,7,0,0,0,7,3,9,4,0,4,21,3,27,13,24,35,265,239,506
UCL115010,8,3,11,0,0,5,0,6,5,0,45,44,17,33,51,17,17,32,48,10,56,40,17,54,33,18,48,32,3,39,26,9,37,26,3,27,44,3,48,20,0,20,14,0,14,4,0,8,4,0,4,34,0,38,7,8,13,384,175,564
UCL115011,0,6,6,3,0,4,3,16,15,0,15,17,7,37,47,12,14,26,44,14,57,19,22,37,23,12,31,22,0,23,15,3,17,19,3,19,24,3,31,14,0,20,4,0,3,0,0,0,7,0,4,28,0,28,3,7,13,254,156,407
UCL115012,3,12,9,6,4,12,13,46,52,12,67,82,40,163,203,46,59,107,125,47,168,101,70,167,121,34,158,102,35,136,60,15,75,67,11,79,105,9,119,43,0,46,22,0,22,18,3,25,24,0,24,98,6,99,22,29,52,1029,604,1632
UCL115013,5,6,12,3,4,5,7,24,31,3,42,45,25,83,113,40,52,90,92,39,134,72,32,97,93,24,122,82,14,98,50,17,60,56,6,59,75,12,91,33,0,31,13,0,13,18,0,15,12,0,17,97,7,110,11,17,25,787,381,1170
UCL115014,0,3,6,7,8,10,3,16,13,9,30,39,16,62,79,17,28,49,57,18,73,36,17,51,63,20,75,40,5,46,19,8,25,11,0,19,31,7,35,18,0,19,6,0,6,0,0,7,5,0,5,48,3,50,7,12,24,393,244,633
