UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL112003,276,383,439,302,90,19,1666,0,45,121,168,262,145,26,3,777,126,484,879,883,887,622,219,43,4134,148,283,433,581,670,458,187,47,2809,350,645,684,819,720,463,180,63,3926,48,49,44,42,36,43,9,3,274,28,43,77,102,158,162,58,29,650,423,726,797,968,918,670,245,88,4846,16,15,28,24,60,62,34,12,250,214,170,242,276,435,460,308,150,2250,949,1874,2778,3290,3668,2713,1102,365,16737
UCL112004,174,181,213,213,101,14,963,6,22,58,85,113,102,37,4,430,60,317,479,507,498,542,280,71,2753,59,151,284,354,390,443,249,83,2001,193,387,433,518,452,413,278,68,2748,22,24,30,37,38,27,12,3,203,16,26,49,82,115,155,90,25,567,241,433,511,634,609,600,385,98,3510,3,10,9,21,39,51,32,21,183,189,114,155,255,251,362,313,133,1773,557,1112,1671,2036,2108,2305,1389,425,11610
UCL112005,23,25,24,16,4,0,127,0,27,16,17,30,12,4,0,109,51,189,183,105,140,91,41,7,807,50,179,218,209,168,110,45,8,996,391,834,751,709,589,360,139,30,3795,94,100,52,42,28,16,3,0,343,33,48,45,68,67,60,19,5,353,521,985,850,819,680,426,164,43,4490,9,7,11,13,24,14,8,4,97,372,542,407,321,276,296,238,152,2604,1001,1962,1709,1512,1347,973,504,220,9236
UCL112006,176,184,171,119,38,16,831,5,74,111,121,170,83,30,3,593,189,921,1002,733,795,459,169,52,4316,136,487,631,762,747,526,220,52,3562,711,1343,1260,1461,1328,897,436,158,7583,187,126,104,101,121,64,15,0,725,63,96,139,177,225,195,95,32,1024,969,1566,1504,1738,1670,1157,543,188,9331,17,28,30,56,52,66,40,12,302,478,441,388,553,660,655,690,611,4469,1797,3641,3833,4145,4264,3060,1723,935,23401
UCL112007,181,116,87,27,8,4,647,10,93,104,81,107,31,3,0,427,183,1010,696,443,379,182,69,32,2988,118,433,398,390,358,169,81,23,1965,702,1378,1031,975,730,382,183,54,5432,105,91,61,82,49,23,5,0,434,56,71,79,113,136,84,41,14,573,860,1541,1170,1169,915,489,229,66,6441,7,33,18,33,41,32,26,10,196,418,454,354,370,374,379,359,185,2903,1598,3778,2911,2599,2262,1312,774,314,15558
UCL112008,72,64,87,40,6,3,348,8,37,41,39,89,26,4,4,244,62,339,268,233,239,152,63,18,1376,87,284,285,293,295,174,84,22,1527,380,799,658,675,506,332,157,54,3560,72,57,40,56,34,18,0,3,274,42,44,73,87,78,64,21,12,429,488,901,762,817,617,420,185,71,4262,4,14,4,17,32,25,19,10,125,315,418,379,326,281,356,320,257,2654,965,2067,1822,1787,1635,1185,680,386,10542
UCL112009,117,93,136,76,13,5,539,9,39,83,84,103,63,13,7,392,124,582,630,497,502,223,92,31,2677,84,227,303,356,360,207,71,28,1638,495,920,766,796,680,410,180,68,4318,127,94,59,74,53,18,6,0,433,42,70,61,103,127,92,39,19,555,668,1081,885,982,859,525,223,88,5305,3,15,17,19,39,35,26,11,176,387,321,242,319,413,337,277,223,2530,1286,2354,2287,2345,2407,1460,721,390,13266
UCL112010,7,9,0,4,0,0,29,0,0,7,6,6,0,3,0,28,8,38,48,23,21,16,3,3,154,4,31,40,36,43,16,8,0,168,33,100,70,68,50,31,7,0,364,5,9,3,6,7,0,0,0,25,6,4,4,7,4,0,5,0,27,43,110,78,79,64,33,11,0,422,0,0,0,0,0,5,0,0,10,31,23,13,29,25,30,17,3,169,90,211,192,177,154,98,40,9,976
UCL112011,98,66,73,46,9,0,385,9,64,68,55,68,53,14,3,327,91,455,391,252,297,185,83,21,1775,98,328,406,431,392,251,125,29,2064,567,1216,849,908,763,553,282,86,5221,121,101,70,54,45,28,5,0,425,51,60,85,110,136,113,34,19,607,736,1381,1010,1068,945,695,322,102,6256,9,23,24,20,38,40,16,12,182,484,579,483,431,447,506,438,315,3681,1429,2900,2483,2328,2254,1784,1005,478,14668
UCL112012,248,163,148,63,17,8,878,11,105,105,100,108,60,23,8,518,209,1049,837,551,467,264,117,41,3546,99,430,501,482,441,285,128,37,2412,670,1399,1116,970,715,412,205,55,5558,118,81,72,79,46,35,18,3,446,59,90,118,118,131,116,45,13,696,843,1570,1308,1170,896,560,268,76,6698,17,31,35,25,38,43,22,13,233,428,388,377,436,375,434,405,184,3024,1626,3803,3418,2933,2474,1712,977,367,17304
UCL112013,219,202,185,127,47,4,934,11,62,112,132,171,87,43,3,619,122,783,960,752,665,508,228,81,4095,111,398,673,755,729,568,277,95,3607,570,1122,1146,1332,1247,1028,530,188,7162,102,87,67,82,95,74,25,7,540,51,81,123,170,241,220,135,39,1051,727,1293,1334,1589,1576,1318,681,239,8755,8,18,30,48,66,92,61,24,344,336,332,275,404,531,822,761,560,4018,1326,3017,3611,3880,3921,3522,2100,1009,22382
UCL112014,108,104,78,40,17,3,499,8,86,71,66,79,30,16,0,358,143,712,532,392,380,203,87,33,2488,82,359,363,419,377,197,106,46,1950,617,1142,904,861,773,468,216,63,5043,104,98,73,73,64,48,12,4,485,55,80,86,121,135,117,39,18,648,778,1328,1063,1057,968,633,275,80,6178,34,47,30,31,36,40,35,9,249,515,472,407,381,474,453,405,228,3339,1562,3141,2575,2455,2384,1597,941,398,15055
UCL112015,286,255,227,101,39,12,1123,13,125,138,146,140,51,20,3,647,317,1331,1166,765,612,331,148,35,4701,149,553,623,582,560,334,120,46,2963,1057,1867,1351,1361,1163,596,250,91,7740,141,121,98,104,77,49,6,0,604,74,108,118,179,199,143,50,22,895,1279,2096,1566,1645,1444,791,311,120,9243,18,51,23,30,52,60,28,10,276,480,419,362,419,502,490,403,211,3285,2266,4768,4162,3843,3541,2160,1067,435,22234
UCL113001,52,53,76,45,14,5,291,9,19,35,43,62,47,13,3,226,30,256,310,263,304,214,98,45,1515,26,114,180,211,282,232,125,50,1230,181,367,416,484,512,371,189,77,2596,39,25,25,36,45,34,4,3,212,21,38,33,69,81,84,42,10,378,240,424,479,586,640,489,231,93,3179,3,11,12,9,26,40,16,9,122,132,140,145,201,264,289,346,305,1831,446,1012,1210,1360,1650,1354,847,509,8395
UCL113002,18,25,31,39,13,4,134,3,7,10,20,39,32,11,0,131,10,74,106,87,154,137,59,19,639,24,67,93,102,152,155,79,24,692,99,236,272,348,364,286,166,44,1818,25,32,20,16,17,17,4,0,132,12,22,40,40,67,70,21,3,278,134,290,332,402,450,375,198,52,2230,0,4,0,10,19,30,10,5,83,112,94,108,150,175,294,265,178,1369,281,538,661,790,1010,1062,630,290,5269
UCL113003,46,32,35,15,3,0,188,0,37,33,35,48,18,4,0,178,70,214,172,164,170,75,22,0,889,24,130,162,198,168,80,31,10,799,263,575,458,550,539,318,126,40,2866,43,38,40,43,38,21,0,0,224,20,40,32,52,88,34,18,4,287,324,658,530,645,662,371,143,44,3382,6,11,3,18,22,12,13,0,78,197,236,199,253,279,323,284,253,2015,619,1345,1149,1337,1380,895,488,306,7523
UCL113004,14,11,6,3,3,0,58,0,30,13,13,6,4,0,0,65,21,118,114,76,55,30,13,0,435,11,57,76,53,73,42,19,4,342,63,189,127,152,145,144,63,17,894,9,7,8,8,4,3,3,0,48,7,8,9,18,9,19,9,3,80,79,208,146,175,161,168,68,15,1020,0,3,0,0,4,5,5,0,20,52,51,48,55,75,118,113,42,554,160,478,414,388,381,372,221,68,2493
UCL113005,24,38,57,41,13,7,210,3,7,27,38,66,34,9,6,187,42,172,197,192,267,205,97,30,1204,35,134,177,231,293,283,123,49,1332,219,384,457,524,629,633,388,141,3372,33,39,44,49,57,40,15,3,267,23,23,47,65,115,129,62,28,489,265,439,543,637,794,810,466,168,4125,6,5,9,18,29,50,27,15,154,177,139,140,205,284,503,501,333,2290,530,927,1112,1356,1796,1928,1237,609,9499
UCL113006,39,29,31,17,6,3,139,4,19,24,24,36,18,8,0,137,40,195,194,153,180,91,53,16,920,33,135,146,189,181,103,50,23,859,265,523,498,488,429,239,134,57,2641,64,43,43,32,23,23,5,0,237,21,48,49,57,73,65,31,9,346,352,615,590,582,527,332,168,60,3225,7,6,8,8,20,23,14,7,92,232,250,243,219,239,268,282,187,1919,669,1237,1253,1196,1217,853,571,285,7289
UCL113007,58,56,21,15,6,3,242,6,35,45,28,29,8,6,0,157,74,436,300,206,147,60,31,6,1258,56,249,190,193,112,65,21,12,910,337,636,508,475,376,181,71,26,2608,31,32,35,32,21,11,0,0,170,30,50,40,60,56,30,11,5,284,391,721,578,568,456,223,88,32,3066,18,23,16,13,25,19,12,3,130,278,325,238,246,289,262,265,221,2125,830,1870,1430,1308,1093,653,430,279,7895
UCL113008,16,7,10,4,3,0,54,0,4,12,13,13,6,3,0,56,25,87,67,56,86,53,20,9,397,15,50,75,79,99,50,21,8,397,153,302,246,251,260,181,70,11,1475,36,45,30,21,21,12,0,0,173,9,28,29,38,43,26,16,4,201,202,379,308,313,324,219,86,15,1844,9,3,4,3,9,11,8,3,49,289,380,255,223,231,204,209,196,1982,533,911,729,689,775,550,346,238,4771
UCL113009,96,103,135,88,21,3,528,3,38,47,67,98,48,13,3,326,78,295,352,331,371,232,95,24,1785,52,143,213,255,308,248,88,21,1329,168,317,356,434,395,287,147,44,2161,23,22,19,22,26,10,6,3,128,16,25,23,56,79,86,33,13,332,216,366,399,509,501,380,191,62,2623,3,6,7,14,20,31,13,10,107,74,63,86,92,131,145,153,109,859,438,993,1206,1368,1563,1167,579,239,7551
UCL113010,12,12,17,8,0,0,81,0,15,16,9,15,3,3,0,67,29,165,106,83,104,38,12,3,532,49,154,159,144,127,68,21,3,727,322,768,621,586,497,301,103,22,3220,58,58,40,30,33,11,0,0,230,28,58,42,56,52,41,11,6,283,408,883,704,674,574,353,111,29,3730,5,12,12,18,16,4,7,3,73,189,172,137,164,197,213,185,92,1349,680,1429,1141,1107,1044,693,338,125,6560
UCL113011,22,19,33,10,9,0,117,0,8,16,18,27,21,4,0,94,21,127,104,91,110,76,34,14,578,35,103,86,113,112,72,39,10,576,212,396,320,385,284,221,116,43,1974,39,37,32,26,22,10,3,0,168,22,27,23,41,44,47,20,4,225,270,455,373,458,354,274,143,46,2371,5,11,7,3,17,18,12,3,75,137,140,119,145,159,228,188,73,1182,471,852,728,844,816,697,431,155,4995
UCL113012,86,98,92,113,48,13,507,5,26,28,49,66,32,17,0,233,75,326,283,250,258,202,122,40,1556,105,181,240,289,286,196,155,48,1499,331,576,516,579,565,373,251,81,3269,49,49,40,28,28,20,5,3,215,24,44,52,71,103,110,77,22,497,400,664,610,677,691,502,336,105,3982,7,8,17,19,20,37,37,8,152,118,103,117,148,216,280,283,299,1569,708,1371,1378,1528,1630,1351,1001,517,9489
UCL113013,40,16,16,18,5,3,119,0,20,23,25,19,12,8,0,105,35,256,190,110,90,87,33,11,810,22,125,126,111,103,59,30,10,596,222,503,376,351,208,119,82,17,1875,42,31,25,18,22,13,0,0,148,12,26,17,49,39,27,6,3,190,276,562,420,413,270,164,95,18,2217,0,10,6,5,12,12,12,8,64,146,128,149,157,178,164,125,52,1087,483,1132,954,839,685,510,302,103,5000
UCL113014,31,30,9,10,0,0,98,0,13,16,13,16,3,0,0,64,24,146,108,104,66,43,4,4,490,19,103,97,122,74,31,17,0,457,194,474,358,390,268,112,38,7,1842,40,40,25,23,16,4,0,0,154,6,25,16,40,30,23,7,0,150,237,539,408,450,308,138,46,8,2138,3,8,3,12,12,10,4,0,50,101,115,102,117,123,102,84,35,777,388,941,759,849,612,330,153,61,4078
UCL113015,72,61,58,68,13,0,313,0,12,29,38,49,28,7,3,166,50,177,244,194,228,244,74,14,1216,35,129,212,254,279,243,86,19,1256,150,369,402,448,406,408,203,48,2428,34,21,17,16,26,25,6,0,156,12,27,32,56,83,104,36,8,358,192,417,448,518,521,530,249,62,2942,0,5,15,12,20,37,19,8,116,93,83,97,146,160,290,274,251,1395,379,850,1126,1224,1314,1443,723,347,7413
UCL113016,19,17,19,12,7,0,97,0,5,11,15,16,11,0,0,63,37,136,127,77,96,50,20,7,546,50,116,135,138,122,79,24,9,679,277,511,457,424,367,202,72,28,2340,55,41,26,37,23,8,0,0,197,23,23,35,41,49,25,17,0,211,356,571,520,504,436,243,90,28,2751,7,18,5,8,15,6,7,7,69,146,163,126,179,181,173,108,43,1123,595,1044,942,936,897,574,247,90,5319
UCL113017,48,36,23,8,0,0,159,0,17,29,22,16,3,3,0,97,58,235,193,112,100,48,21,6,781,44,143,148,178,110,41,18,4,691,299,650,573,524,328,137,64,17,2581,47,48,27,43,13,8,3,0,193,21,30,34,75,47,26,14,7,252,363,731,641,642,384,167,80,25,3025,3,5,16,18,9,7,5,3,64,124,126,125,130,130,104,88,48,883,598,1287,1201,1139,783,384,219,90,5700
UCL113018,18,16,20,13,6,0,74,0,10,15,16,20,18,7,0,77,15,52,90,58,89,66,13,0,385,16,57,122,121,152,113,38,3,623,148,276,285,346,340,308,158,33,1893,25,26,16,25,19,22,4,0,139,8,19,34,45,64,59,20,4,248,183,323,334,413,420,384,186,35,2276,3,6,6,8,14,23,8,3,70,81,67,55,108,140,191,200,81,925,299,518,641,736,850,810,453,125,4427
UCL113019,38,22,34,18,4,3,149,0,22,28,30,39,20,6,0,141,39,164,144,141,185,114,54,20,859,55,132,177,210,217,130,81,27,1022,276,487,444,499,462,309,195,65,2742,100,64,56,35,28,17,4,0,303,28,39,55,71,89,79,28,21,422,404,591,553,612,576,403,234,93,3461,4,13,18,14,41,26,22,8,139,203,138,139,217,263,322,345,262,1888,704,1087,1090,1243,1344,1041,744,404,7667
UCL113020,32,28,48,51,18,6,210,3,25,30,26,53,38,14,3,179,16,141,175,137,193,151,74,20,903,18,82,139,145,213,205,73,21,896,139,318,363,407,436,362,233,52,2313,22,26,16,35,42,16,9,3,178,7,23,32,53,82,72,41,12,324,175,360,415,499,565,450,286,64,2813,4,9,7,15,11,36,16,3,112,119,71,93,133,203,272,221,100,1216,332,713,887,985,1283,1203,707,223,6320
UCL114001,16,18,28,19,8,8,111,3,3,15,22,22,19,11,0,89,14,62,129,108,110,77,59,19,580,8,48,91,73,96,66,39,11,432,48,109,124,143,151,101,66,25,773,10,6,6,11,5,10,0,3,48,7,3,11,20,23,23,17,8,105,63,121,135,176,179,133,83,37,919,0,0,3,3,3,6,10,5,45,25,25,34,36,47,72,64,56,352,117,266,434,424,489,397,278,136,2526
UCL114002,23,22,8,14,3,0,73,0,6,8,17,19,12,3,0,69,12,51,96,87,99,32,9,3,386,16,37,77,85,76,65,23,0,381,81,125,162,238,182,132,58,14,992,14,5,6,3,6,9,3,0,47,7,7,10,11,27,22,7,3,97,104,142,174,256,215,163,74,11,1132,3,3,3,3,6,4,6,0,28,42,25,35,50,83,149,100,28,514,182,271,416,518,511,430,207,44,2584
UCL114003,60,74,72,49,15,3,344,0,25,34,37,50,30,0,0,188,49,378,344,260,268,160,44,11,1506,29,172,151,131,166,84,16,9,756,80,228,233,216,219,97,35,14,1122,15,19,7,12,9,8,0,0,73,19,22,27,31,39,19,12,3,179,106,267,269,268,268,125,47,15,1377,7,6,11,3,9,10,0,3,58,188,272,220,233,278,165,69,61,1480,374,1191,1083,1004,1114,630,205,103,5711
UCL114004,8,14,18,26,8,0,91,0,3,3,8,28,19,9,4,76,5,52,58,61,89,99,50,16,428,5,22,42,64,124,143,75,13,491,54,116,147,228,308,303,193,64,1407,17,8,18,20,14,21,4,4,101,0,14,14,28,51,61,38,3,207,72,138,173,269,373,386,231,71,1718,0,4,0,12,11,21,13,12,63,41,38,32,65,107,213,238,169,901,127,265,329,495,753,906,615,282,3774
UCL114005,19,11,6,10,0,0,48,0,5,5,11,6,7,3,0,44,11,58,77,58,53,42,24,6,337,23,58,48,64,76,54,33,14,367,173,324,241,244,237,162,75,28,1481,46,35,22,27,20,8,4,0,160,17,27,16,32,36,23,11,3,164,231,381,282,304,295,197,90,26,1810,5,4,5,4,5,12,3,3,45,152,97,119,145,126,156,155,73,1019,425,609,560,594,576,476,309,117,3670
UCL114006,26,25,32,21,3,0,119,3,11,12,6,23,10,8,0,74,24,102,81,93,82,61,27,8,483,17,57,62,79,67,60,30,8,390,90,205,159,203,156,121,70,21,1027,12,8,9,16,14,4,3,0,80,7,16,14,20,31,18,15,6,122,117,235,181,235,204,146,93,25,1231,4,3,4,8,11,4,4,0,35,80,128,123,128,121,126,134,77,920,244,547,495,573,535,426,290,126,3238
UCL114007,9,5,10,5,5,0,42,0,3,5,11,14,6,0,0,40,16,56,74,30,59,38,24,10,296,16,40,55,60,61,68,30,4,327,65,133,149,185,179,101,70,19,893,10,16,12,7,10,13,3,0,71,3,14,15,17,22,32,12,9,127,77,161,177,210,208,145,89,22,1093,3,4,3,3,4,13,12,4,36,58,51,53,52,92,123,122,49,595,165,319,375,371,450,388,276,87,2428
