UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL121024,3,0,0,0,3,0,0,0,0,11,13,4,22,32,47,18,5,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,4,0,0,19,0,0,0,0,0,0,3,0,0,3,3,0,11,10,8,10,0,0,0,36,0,0,3,4,4,0,0,0,0,7,3,4,0,0,4,0,0,0,0,15,5,4,0,7,0,3,0,0,0,15,0,0,0,3,5,0,0,0,0,8,0,0,3,3,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,4,11,4,3,0,0,0,22,0,0,0,4,4,3,0,0,0,11,0,0,3,5,4,0,0,0,0,17,0,0,0,14,9,3,0,0,0,36,0,5,10,4,18,5,4,0,0,48,0,0,0,3,0,0,0,0,0,8
UCL121025,0,0,0,0,0,0,0,0,0,3,11,7,28,38,53,54,11,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,3,7,7,10,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,11,3,3,5,6,19,0,0,0,45,7,4,4,10,11,3,4,0,0,39,0,0,0,5,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,4,0,3,0,0,0,14,0,0,0,3,6,3,0,0,0,14,0,0,3,3,7,7,0,0,0,22,0,3,14,16,14,28,7,0,0,80,0,0,4,8,12,11,3,0,0,43,0,0,0,0,0,0,0,0,0,3
UCL121026,0,0,0,4,0,0,0,0,0,7,12,11,18,31,32,28,3,0,0,135,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,7,5,6,6,0,0,0,27,0,0,0,0,0,0,0,0,0,3,7,7,3,8,5,7,0,0,0,33,6,10,6,4,3,3,0,0,0,32,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,5,0,0,0,15,0,0,0,3,4,0,0,0,0,10,0,0,0,8,0,3,0,0,0,8,0,0,3,5,14,11,0,0,0,36,0,4,3,5,13,12,4,0,0,43,0,0,0,0,0,0,0,0,0,3
UCL121027,0,0,0,3,3,0,0,0,0,8,26,14,31,59,66,38,3,0,0,230,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,5,4,6,3,0,0,0,22,0,0,0,3,0,0,0,0,0,5,0,7,7,6,10,6,0,0,0,37,0,0,0,0,3,0,0,0,0,6,11,5,6,16,15,10,3,0,0,65,7,3,0,3,7,4,0,0,0,29,0,0,3,3,3,9,3,0,0,21,0,0,0,3,0,0,0,0,0,9,0,0,0,0,8,7,0,0,0,14,0,0,0,3,3,4,0,0,0,10,0,3,0,9,8,5,3,0,0,27,0,0,0,0,3,0,0,0,0,3,0,0,4,13,9,4,3,0,0,42,0,0,4,20,17,16,0,0,0,57,0,4,11,18,25,14,3,0,0,77,0,0,0,0,0,0,0,0,0,4
UCL121028,0,0,0,0,0,3,0,0,0,7,5,4,12,12,23,23,9,0,0,97,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,0,12,6,7,10,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,0,16,3,0,3,3,3,3,0,0,0,19,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,4,0,0,0,14,0,0,0,0,0,0,3,0,0,4,0,0,3,9,10,0,3,0,0,22,0,0,4,3,8,6,0,0,0,21,0,4,3,0,9,7,0,0,0,27,0,0,0,0,0,0,0,0,0,4
UCL121029,0,0,0,0,0,0,0,0,0,3,4,12,24,20,22,17,3,0,0,92,0,0,6,0,3,3,0,0,0,21,0,0,6,5,8,4,0,0,0,25,0,3,5,4,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,15,0,3,3,4,0,0,0,0,0,12,3,3,4,0,3,4,0,0,0,21,3,7,3,3,0,6,0,0,0,25,0,0,0,4,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,4,0,0,0,11,0,0,3,0,3,4,0,0,0,13,0,0,0,3,3,3,0,0,0,10,0,0,11,3,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL121030,0,0,0,0,0,0,0,0,0,5,0,9,4,9,21,12,0,0,0,46,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,4,0,0,0,16,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,4,3,0,0,0,14,0,6,0,0,11,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4
UCL121031,0,0,0,0,0,0,0,0,0,3,5,16,33,40,39,22,4,0,0,165,0,3,20,9,10,20,0,3,0,67,0,0,0,0,0,0,0,0,0,0,0,4,8,15,16,14,0,0,0,64,0,0,0,0,0,6,0,0,0,6,0,3,0,4,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,3,3,3,7,8,8,0,0,0,32,4,3,9,3,7,5,3,0,0,29,0,0,0,7,3,8,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,4,9,10,0,0,0,27,0,3,3,3,9,6,0,0,0,25,0,5,6,12,11,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0
UCL121032,0,0,0,0,0,3,0,0,0,5,11,8,16,31,44,63,15,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,11,3,0,4,0,3,0,3,0,0,17,0,0,0,0,3,0,0,0,0,9,0,5,3,12,6,7,0,0,0,37,0,0,0,0,0,0,0,0,0,8,9,3,0,5,8,8,0,0,0,31,10,6,3,6,13,7,0,0,0,40,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,8,3,10,4,0,0,24,0,4,0,0,6,0,0,0,0,15,0,0,0,0,5,5,3,0,0,17,0,0,3,11,5,21,3,0,0,41,0,3,3,13,16,31,4,0,0,69,0,0,0,0,0,0,0,0,0,3
UCL121033,0,0,0,0,0,3,0,0,0,6,6,9,12,17,26,28,15,5,0,113,0,8,3,3,7,6,3,4,3,42,0,0,0,4,0,0,0,0,0,9,0,3,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,9,0,5,0,3,0,0,0,0,0,7,4,5,0,4,0,3,3,0,0,28,0,0,0,0,0,5,3,0,0,12,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,13,0,0,3,5,12,13,0,0,0,41,0,0,6,0,12,5,3,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL121034,0,0,0,0,3,0,0,0,0,3,10,13,23,50,42,34,6,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,9,0,0,3,4,6,0,0,0,0,14,0,0,3,0,10,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,3,0,4,7,8,3,0,0,0,25,3,14,13,7,13,8,0,0,0,65,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,5,0,0,0,10,0,0,0,3,3,8,0,0,0,16,0,0,0,3,0,0,0,0,0,9,0,0,0,8,5,3,0,0,0,22,0,0,3,9,8,9,0,0,0,41,0,0,4,12,3,9,3,0,0,30,3,3,11,13,14,5,3,0,0,48
UCL121035,0,0,0,3,0,0,0,0,0,5,13,11,40,34,49,30,3,0,0,181,0,0,0,0,0,0,0,0,0,4,0,0,4,11,8,6,0,0,0,32,0,3,11,7,11,4,0,0,0,32,0,0,0,0,0,0,0,0,0,4,3,3,7,3,3,4,0,0,0,30,0,0,0,0,5,4,0,0,0,4,8,6,8,8,3,3,3,0,0,36,11,12,7,4,5,3,0,0,0,45,0,0,0,6,6,13,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,12,0,3,0,0,4,0,3,0,0,13,0,0,3,3,6,0,0,0,0,17,0,3,4,0,8,3,0,0,0,23,0,0,0,4,4,4,0,0,0,15,0,3,9,13,15,14,0,0,0,47,0,0,0,0,0,0,0,0,0,0
UCL121036,0,0,0,4,0,0,3,0,0,4,12,10,26,42,67,48,5,0,0,213,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,8,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,9,19,20,10,3,0,0,59,0,0,0,0,3,0,0,0,0,6,8,3,12,9,18,12,0,0,0,57,11,4,3,8,7,6,0,0,0,45,3,0,0,5,3,3,3,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,5,8,6,4,0,0,0,22,0,4,3,3,3,0,0,0,0,15,0,0,0,5,10,4,0,0,0,15,0,0,3,0,10,12,0,0,0,29,0,3,7,12,18,24,0,0,0,68,4,0,0,0,3,0,0,0,0,10
UCL121037,0,0,0,0,0,0,0,0,0,5,12,7,17,35,36,32,3,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,13,12,9,8,0,0,0,48,0,0,0,0,0,3,0,0,0,4,0,3,5,11,6,6,4,0,0,27,4,3,5,7,6,0,0,0,0,30,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,6,0,0,0,5,3,4,0,0,0,16,0,0,4,8,8,9,3,0,0,39,0,0,4,7,12,10,0,0,0,35,0,0,3,8,8,13,3,0,0,29,0,0,0,0,0,0,0,0,0,3
UCL121038,0,0,0,0,3,0,0,0,0,6,0,6,13,8,33,13,4,0,0,87,0,0,8,9,8,11,3,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,4,0,0,8,0,0,0,0,9,4,0,7,0,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,12,0,3,3,3,16,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0
UCL121039,0,0,0,0,0,3,0,0,0,4,3,7,19,18,13,21,4,0,0,87,0,4,10,15,5,14,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,4,3,0,0,16,0,0,3,5,0,10,0,0,0,19,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,7,0,0,0,13,0,4,6,0,8,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL121040,0,0,7,0,4,4,0,0,0,16,3,6,32,27,41,22,6,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,4,3,0,0,28,0,0,0,0,0,0,0,0,0,4,0,3,7,9,5,8,6,0,0,33,3,0,10,7,14,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,5,0,9,3,3,0,0,22,0,0,0,4,4,0,0,0,0,15,0,0,0,0,6,0,0,0,0,10,0,0,6,3,0,3,0,0,0,17,0,0,3,3,15,10,0,0,0,32,0,0,3,3,0,0,0,0,0,6
UCL121041,0,0,0,0,3,0,0,0,0,4,16,4,13,26,49,17,8,0,0,143,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,3,4,0,0,0,0,4,0,5,4,5,6,7,0,0,0,24,3,0,0,3,5,0,3,0,0,11,7,3,3,4,6,8,0,0,0,32,17,6,3,0,3,0,0,0,0,25,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,3,12,5,0,0,0,31,0,0,0,13,18,8,0,0,0,37,0,3,0,7,12,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0
UCL121042,0,0,0,0,0,0,0,0,0,3,0,5,21,11,25,19,7,3,0,86,0,0,7,0,7,7,0,4,0,22,0,0,0,0,0,3,0,0,0,3,0,3,3,4,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,4,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,4,3,5,0,0,0,0,14,0,0,0,0,0,3,0,0,0,6,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,12,0,0,3,3,11,0,4,0,0,17,0,0,4,5,3,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL121043,0,0,0,0,0,0,0,0,0,0,9,17,20,24,28,31,3,0,0,132,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,3,10,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,24,9,9,4,0,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,4,5,3,3,5,0,0,0,20,0,0,0,7,0,0,0,0,0,10,0,0,13,5,5,5,3,0,0,33,0,3,7,6,9,14,0,0,0,39,0,8,4,4,11,11,3,0,0,41,0,0,0,0,0,4,0,0,0,5
UCL121044,0,0,0,0,0,0,0,0,0,3,9,12,29,36,39,36,3,0,0,170,0,0,4,4,0,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,5,9,12,3,0,0,0,52,0,0,0,9,4,0,3,0,0,15,0,4,5,3,10,3,0,0,0,31,9,5,9,0,0,4,0,0,0,26,0,0,0,3,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,8,5,10,0,0,0,26,0,0,0,4,4,3,0,0,0,17,0,0,3,0,0,3,0,0,0,10,0,3,11,4,9,9,3,0,0,46,3,3,0,7,10,3,4,0,0,33,0,0,0,3,0,0,0,0,0,5
UCL121045,0,0,0,0,0,0,0,0,0,3,4,4,14,24,27,32,3,0,0,108,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,11,0,0,0,32,3,0,5,0,3,3,3,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,4,3,0,0,7,0,0,3,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,10,0,0,3,9,7,8,0,0,0,17,0,3,6,7,11,9,4,0,0,38,0,0,0,0,0,0,0,0,0,5
UCL121046,0,0,0,0,0,0,0,0,0,0,5,7,21,28,26,21,8,0,0,116,0,3,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,9,3,7,3,0,0,0,29,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,12,4,6,0,0,3,3,0,0,0,15,0,0,4,5,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,8,16,18,8,3,0,0,47,0,0,3,7,6,3,0,0,0,18,0,0,9,9,8,7,3,0,0,33,0,0,0,0,0,3,0,0,0,5
UCL121047,0,0,0,0,0,3,0,0,0,9,12,15,13,36,41,33,9,0,0,148,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,0,3,9,9,7,0,0,0,42,0,0,0,0,0,4,0,0,0,5,12,0,3,6,6,4,0,0,0,43,4,4,4,5,5,7,0,0,0,20,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,8,0,0,0,3,0,0,0,0,0,11,0,0,0,4,0,4,3,0,0,10,0,0,0,5,0,3,0,0,0,12,0,0,6,9,5,3,3,0,0,25,0,0,6,13,12,8,0,0,0,38,0,3,3,3,19,16,0,0,0,52,0,0,0,0,0,0,0,0,0,3
UCL121048,0,0,0,4,0,0,0,0,0,5,15,18,37,33,36,25,3,0,0,153,0,0,6,3,0,6,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,18,17,13,8,0,0,0,68,0,0,0,0,0,3,0,0,0,3,0,0,9,3,4,0,0,0,0,19,0,0,3,0,3,0,0,0,0,11,11,5,8,10,3,8,0,0,0,41,0,5,4,0,3,0,0,0,0,12,0,0,4,4,8,9,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,6,0,0,0,0,0,7,0,0,3,0,5,0,0,0,0,12,0,0,0,3,5,0,6,0,0,15,0,0,3,4,0,3,0,0,0,14,0,3,9,7,8,7,0,0,0,30,3,0,0,0,0,0,0,0,0,3
UCL121049,0,0,0,0,0,0,0,0,0,3,0,5,7,9,17,21,9,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,8,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,15,0,0,3,0,6,9,7,0,0,24,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,0,13,0,0,0,3,0,3,0,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,12,0,0,0,18,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,3
UCL121050,0,0,0,0,0,0,0,0,0,9,6,9,8,30,44,39,21,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,9,13,12,12,4,0,0,43,0,0,3,0,0,0,3,0,0,12,4,0,3,5,8,9,5,0,0,42,4,7,11,11,12,6,6,0,0,54,0,0,0,0,4,8,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,7,3,0,0,13,0,0,0,6,6,8,3,0,0,24,0,0,0,0,3,3,0,0,0,7,4,3,0,3,3,9,4,0,0,20,0,3,3,12,16,8,5,0,0,51,0,0,0,4,0,3,0,0,0,6
