LGA_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
LGA12700,10,22,35,38,17,13,6,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,6,0,0,0,27,66,19,35,102,94,87,104,87,51,653,100,139,403,744,716,535,296,156,67,3158,0,0,7,11,11,12,9,3,0,63,3,0,0,3,10,5,4,0,0,23,4,38,100,143,178,169,91,29,9,764,0,6,37,53,47,34,28,13,3,232,0,14,29,36,36,23,14,3,0,170,0,20,30,66,96,84,31,17,3,356,0,6,31,36,72,94,33,9,0,288,13,20,72,106,135,100,43,3,8,499,3,13,47,45,50,67,24,3,0,268,0,4,5,17,23,17,10,4,0,75,5,17,34,44,25,16,12,4,0,158,0,0,0,0,3,0,0,0,0,3,0,3,3,6,14,5,0,3,0,38,53,32,49,73,89,88,88,57,27,559,85,176,453,647,802,726,398,165,52,3498
LGA12730,13,18,48,43,28,26,8,8,0,183,0,0,0,0,0,0,0,0,0,7,0,0,15,3,8,7,0,0,0,34,95,30,66,111,136,93,134,145,42,849,129,190,581,645,722,413,307,240,55,3285,0,0,8,11,9,3,6,0,0,31,0,4,7,3,0,0,0,0,0,17,3,29,66,94,117,100,57,19,9,483,4,20,23,21,36,35,16,26,5,188,7,20,49,66,69,42,19,5,0,279,3,13,46,58,66,84,37,21,13,341,0,5,42,59,75,53,23,10,0,269,16,30,98,104,108,72,39,21,6,490,3,17,46,78,82,38,13,11,6,285,0,0,12,4,11,9,10,3,0,50,8,17,43,37,29,32,14,0,0,178,0,0,3,0,0,0,0,0,0,4,3,0,5,9,6,9,6,0,0,32,73,32,56,92,104,124,113,111,61,773,123,192,507,637,703,593,348,224,99,3418
LGA12750,30,80,172,177,165,124,52,40,7,851,3,3,0,0,6,0,3,3,3,17,0,5,8,28,36,34,26,12,4,162,264,104,213,335,371,412,539,582,189,3023,357,529,1475,2332,3031,2906,2203,1428,375,14637,0,4,17,38,49,93,73,41,10,316,9,18,36,29,34,36,16,3,0,174,9,61,163,323,427,642,579,284,74,2568,12,47,136,244,347,321,204,126,24,1461,10,14,70,103,107,92,50,30,6,479,0,24,116,215,371,370,214,116,37,1468,3,10,93,186,304,461,251,76,30,1405,25,89,253,365,421,578,373,136,52,2302,9,52,174,272,353,375,223,75,22,1558,0,8,44,58,69,70,55,23,10,338,24,76,188,203,168,169,82,34,13,959,0,0,0,7,5,0,8,4,3,22,0,6,22,32,23,39,26,16,6,172,229,100,213,338,390,488,605,544,250,3150,337,505,1527,2405,3066,3736,2753,1500,534,16367
LGA12850,147,446,719,626,404,233,78,40,3,2691,27,21,26,60,35,25,9,8,4,219,10,47,147,160,149,95,22,18,4,651,1809,1333,2499,3028,2711,2038,1764,1414,475,17083,2566,6204,12479,11373,10048,6380,3540,2134,607,55335,12,202,373,341,278,161,63,14,0,1444,48,349,1179,574,250,87,8,0,0,2499,80,527,1395,1942,2302,1749,926,406,78,9415,48,280,616,618,559,450,254,115,26,2964,7,31,75,75,73,72,16,12,0,361,24,409,796,689,620,517,152,56,23,3289,21,289,660,551,620,581,261,75,14,3063,245,1576,3916,2620,1900,1058,319,112,20,11777,104,680,1287,988,865,558,171,47,12,4715,32,331,543,242,155,95,43,14,10,1466,98,461,832,720,514,313,114,45,6,3096,29,25,32,35,46,25,13,3,0,208,16,50,146,138,139,93,45,18,3,644,1450,1053,1927,2348,2298,1913,1580,1339,518,14433,2197,6280,13780,11879,10627,7673,3972,2254,714,59363
LGA12870,14,32,67,67,40,39,19,7,0,280,0,0,0,0,0,0,0,0,0,3,0,0,3,10,7,5,3,5,0,34,79,25,71,96,124,156,207,226,63,1042,123,213,638,767,820,680,566,397,90,4291,0,6,10,27,6,12,5,3,0,74,0,3,3,8,4,6,0,0,0,36,13,49,118,139,170,195,153,63,22,920,4,22,43,47,71,54,52,29,4,329,3,23,66,72,50,42,18,10,4,286,0,20,71,80,96,92,60,27,6,453,0,3,41,56,73,82,60,14,0,339,3,22,105,105,116,95,53,33,9,545,3,17,45,87,69,56,28,10,0,310,0,3,8,12,14,11,3,3,0,49,14,31,80,66,53,52,28,12,3,344,0,5,0,0,0,0,0,0,0,7,0,0,3,8,11,12,10,3,0,43,83,43,59,73,122,175,187,198,113,1037,128,240,647,776,848,892,654,413,168,4759
LGA12900,11,23,34,39,27,15,4,0,0,157,0,0,0,3,0,0,0,0,0,3,0,3,4,8,3,7,7,0,0,26,75,43,91,100,98,128,148,126,77,886,119,201,578,634,640,499,325,191,93,3285,0,0,4,9,9,5,3,0,0,38,0,8,3,0,11,3,0,0,0,28,15,45,81,98,98,71,49,16,3,486,0,15,56,30,33,31,13,10,3,192,15,18,44,57,59,67,36,10,0,300,3,14,38,71,85,61,31,27,4,329,3,16,65,60,72,59,41,16,3,339,14,40,91,106,112,88,43,14,6,507,9,28,53,67,61,39,11,3,4,266,0,3,18,3,10,9,9,3,0,55,0,21,45,35,35,19,18,3,3,177,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,8,3,0,30,68,29,46,70,66,107,131,122,44,682,128,233,549,612,653,570,388,233,68,3436
LGA12930,65,292,554,525,302,219,102,69,30,2163,17,33,14,16,32,15,3,4,4,131,8,58,162,191,112,75,47,27,23,708,922,805,1413,1569,1554,1213,1089,1413,712,10684,1288,4686,13218,13167,10847,6817,4082,3276,1298,58675,4,117,431,481,512,288,140,62,18,2065,16,218,1633,946,511,130,30,3,3,3485,35,349,1372,1833,2276,1576,1047,720,260,9474,18,213,519,649,552,368,275,144,64,2799,3,40,107,94,102,63,26,17,3,460,24,328,1116,1032,1086,695,390,180,60,4906,4,195,656,830,932,914,437,210,46,4237,100,1612,5541,4265,3084,1873,733,391,175,17775,43,523,1554,1419,1223,775,256,116,32,5950,30,308,735,425,287,177,84,41,15,2094,59,426,840,600,405,262,132,78,28,2827,15,36,13,8,21,17,5,13,7,137,3,69,173,171,154,93,27,32,16,741,665,642,1299,1071,1218,1007,925,912,585,8323,1018,5080,16005,13828,12366,8244,4510,2922,1297,65275
LGA12950,8,5,12,14,8,4,0,3,0,52,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,46,26,22,51,57,60,50,56,14,378,66,90,204,292,291,229,134,95,29,1427,0,0,0,3,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,8,3,16,32,30,54,36,24,10,3,212,0,4,12,20,21,16,9,3,0,78,8,16,27,29,40,25,12,3,4,160,0,6,21,26,50,27,13,4,8,149,0,3,29,32,34,37,16,0,0,151,3,10,27,37,44,28,16,3,3,175,0,16,31,38,21,19,10,3,0,127,0,0,3,7,8,3,4,0,0,27,5,11,12,15,12,13,5,3,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,28,11,32,44,58,56,68,55,28,383,51,97,227,281,338,257,180,95,44,1560
LGA13010,3,18,31,24,22,14,5,0,0,128,0,0,0,0,0,0,0,0,0,5,0,0,0,10,11,3,3,0,0,27,53,29,101,113,89,94,127,129,25,760,80,161,486,591,633,525,355,218,47,3094,0,0,7,8,7,9,11,3,0,41,0,3,11,10,9,3,6,0,0,33,3,9,61,50,92,86,74,33,4,415,3,9,19,23,43,47,25,4,3,183,8,11,37,53,45,40,19,14,0,235,0,11,32,56,97,99,57,28,11,378,0,7,35,36,50,78,28,15,0,254,12,24,82,101,118,73,43,22,7,489,8,16,41,67,59,73,23,11,0,296,0,5,11,20,19,12,11,0,0,84,8,16,41,31,29,21,7,3,0,152,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,6,0,0,25,70,41,91,95,116,111,107,126,29,774,111,163,462,556,696,648,420,252,50,3354
LGA13310,20,81,118,113,66,56,19,3,0,480,0,3,0,0,0,3,0,0,0,11,0,4,17,18,28,15,4,0,0,83,192,150,442,411,351,357,337,297,94,2639,304,769,1819,2083,2097,1629,983,623,160,10459,0,6,18,27,26,33,19,6,0,139,10,15,49,33,41,16,0,0,0,160,17,113,226,332,380,335,232,108,29,1782,11,45,116,135,140,126,72,46,7,705,11,26,65,95,84,52,42,20,0,390,9,47,134,195,302,273,157,62,25,1210,0,17,94,137,183,235,109,45,16,833,30,119,338,361,369,280,142,48,20,1710,25,113,245,339,253,211,87,24,9,1301,6,13,39,57,46,48,20,8,8,235,15,67,156,141,87,65,33,17,3,577,4,3,0,0,3,0,0,0,0,11,0,3,17,26,28,36,4,6,0,115,185,156,369,384,363,354,344,320,137,2606,317,745,1869,2258,2296,2062,1272,708,254,11781
LGA13340,5,23,24,38,31,25,9,3,0,157,0,0,0,0,0,0,0,0,0,3,0,3,4,13,5,3,4,3,0,31,82,18,42,89,101,84,90,114,48,670,128,206,529,766,841,602,271,194,61,3607,0,0,13,9,10,11,8,3,0,47,0,0,6,5,3,10,3,0,0,36,5,33,81,139,140,137,75,21,5,642,3,21,33,32,60,29,18,10,3,211,4,19,76,103,106,72,50,16,3,442,4,10,56,74,111,103,56,13,6,440,0,3,41,50,77,82,42,15,3,318,3,19,77,128,136,94,40,11,3,510,3,14,53,72,75,76,26,3,3,321,3,6,6,9,7,17,6,0,0,50,5,14,42,45,38,25,13,4,3,187,0,0,3,0,0,0,0,0,0,3,0,0,0,10,9,9,3,0,0,35,78,29,53,90,99,128,121,79,49,724,116,179,545,763,861,783,459,181,82,3964
LGA13450,24,69,128,83,53,33,12,12,4,418,0,0,3,3,5,0,0,0,0,8,3,9,26,20,16,5,0,0,0,80,280,165,277,326,323,275,260,235,108,2249,398,754,1797,1794,1508,908,505,374,135,8174,3,15,59,48,39,19,12,5,3,203,4,10,61,28,15,11,3,0,0,128,12,114,328,335,333,180,95,36,11,1440,6,56,120,89,142,87,35,17,3,557,0,25,76,101,76,53,27,13,0,368,10,33,133,158,145,120,44,23,10,681,0,35,136,147,152,109,50,11,5,641,29,125,337,346,292,169,58,25,8,1395,19,58,164,153,115,68,22,6,4,624,3,18,30,25,19,6,0,4,0,114,26,79,146,104,68,44,18,11,0,489,0,7,0,6,3,0,0,0,0,16,0,6,24,16,21,9,3,0,0,86,223,173,322,309,301,290,257,199,112,2176,339,745,1942,1865,1718,1181,618,352,150,8911
LGA13510,10,17,36,40,33,21,8,4,0,170,0,0,0,0,3,0,0,0,0,3,0,3,10,3,8,7,0,0,3,28,66,26,71,123,98,124,149,171,33,869,118,218,544,758,761,599,411,276,63,3749,0,0,0,13,10,10,4,0,0,33,0,0,3,11,12,4,4,0,0,33,4,45,79,115,150,146,83,29,3,659,3,11,36,50,41,33,22,12,5,216,4,13,31,57,65,47,38,10,0,270,11,12,34,75,103,101,66,12,10,426,0,9,48,59,88,85,47,18,0,350,9,35,113,134,138,91,59,13,6,605,6,20,68,77,67,64,28,11,0,345,0,4,7,10,6,8,6,3,0,49,6,28,51,38,39,37,14,5,0,223,0,0,0,0,0,0,3,0,0,6,0,0,6,5,12,7,3,0,0,35,76,33,65,85,115,140,169,185,82,949,133,218,544,740,851,776,537,298,110,4207
LGA13550,4,22,38,51,40,22,9,4,0,195,0,0,0,0,0,0,0,0,0,4,0,0,7,17,11,9,3,0,3,48,93,45,78,123,126,134,158,126,27,911,129,255,579,803,840,595,376,224,59,3852,0,0,14,14,3,16,3,0,0,58,0,3,19,4,12,7,0,0,0,37,19,68,160,139,181,142,72,36,12,826,0,11,34,25,35,31,26,11,3,175,0,14,61,64,65,41,25,3,0,281,6,10,66,82,124,76,51,18,8,448,0,17,80,74,86,77,29,24,3,383,9,50,137,137,118,102,31,16,0,606,3,22,69,74,65,52,24,3,3,321,0,3,11,8,10,11,5,5,0,49,5,28,54,36,40,35,12,8,6,225,0,0,0,0,0,0,0,0,0,0,3,0,5,11,8,7,8,0,0,46,95,55,100,118,127,131,152,169,91,1045,151,295,814,789,868,727,436,296,127,4499
LGA13660,3,9,22,17,14,13,9,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,9,29,15,38,49,32,63,82,66,28,407,54,86,255,347,284,292,192,111,39,1666,0,0,0,0,8,3,3,0,0,18,0,0,0,4,4,0,3,0,0,10,4,10,39,41,38,28,40,11,5,215,4,8,11,10,16,6,6,6,3,65,0,10,45,50,35,24,20,4,0,194,6,3,21,43,59,44,30,8,3,209,0,4,28,29,32,31,15,4,0,147,5,19,51,56,38,32,12,3,8,219,3,8,36,34,36,20,8,5,0,153,0,0,3,5,0,0,3,0,0,21,6,18,12,15,21,7,13,4,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,5,5,0,18,19,9,24,40,28,50,72,62,23,323,47,93,267,334,309,257,228,116,40,1691
LGA13800,69,181,379,279,179,134,44,20,4,1296,6,7,3,4,6,3,0,4,0,26,12,20,49,52,57,37,20,5,6,255,602,358,603,831,706,566,458,425,221,4773,959,2078,4870,5674,5103,3273,1549,877,322,24698,0,43,102,129,130,88,50,10,3,546,21,70,115,111,97,38,9,0,0,462,42,411,862,1153,1248,857,474,181,55,5284,30,215,444,549,494,287,124,49,13,2198,18,90,215,177,182,106,38,18,3,855,28,128,330,422,544,341,182,67,21,2069,0,77,350,389,501,491,193,55,12,2066,106,384,901,1066,1018,644,284,84,27,4511,49,286,529,543,450,331,124,42,14,2356,17,126,187,141,117,74,42,17,9,727,59,218,357,374,213,148,65,24,12,1482,0,4,9,3,3,3,3,3,0,24,3,26,38,62,68,66,20,8,0,290,467,310,431,630,646,598,551,365,217,4220,845,2384,4880,5750,5702,4071,2160,920,388,27092
LGA13850,5,4,16,12,13,0,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,25,9,17,34,28,36,45,24,12,238,30,57,173,214,194,120,95,41,18,943,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,4,4,26,26,40,26,14,0,0,143,0,0,11,8,15,7,7,3,0,46,3,7,15,21,21,15,6,3,0,96,0,7,7,9,29,19,6,10,5,82,0,3,15,20,24,11,5,3,0,84,4,6,20,26,42,14,6,0,0,113,0,5,22,22,19,7,0,0,0,72,0,0,0,3,0,3,0,0,0,12,3,3,11,10,11,3,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,18,21,30,37,27,47,48,19,272,45,63,142,172,238,134,109,69,25,995
LGA13910,12,26,87,70,57,48,17,10,0,322,0,0,0,4,0,0,0,0,0,7,0,3,8,14,16,9,6,3,0,49,112,71,102,167,164,172,221,218,68,1305,184,389,1025,1195,1177,983,594,379,104,6033,0,3,16,15,17,13,14,9,0,83,6,8,10,14,9,8,3,0,0,56,16,73,126,189,204,191,132,36,9,990,4,27,57,82,82,60,55,14,3,383,11,33,99,148,129,97,54,21,3,597,0,23,80,117,189,178,75,43,17,720,0,18,76,135,111,124,69,24,7,564,15,44,191,236,177,175,66,24,12,942,3,45,92,135,99,70,28,10,5,479,0,3,19,13,9,7,8,3,0,70,11,36,90,96,61,60,36,10,0,394,0,0,0,3,0,0,0,3,0,8,0,0,10,6,10,7,3,5,0,43,135,72,129,183,164,232,245,207,81,1456,206,383,993,1370,1267,1227,784,396,151,6782
LGA14000,91,263,510,490,320,257,64,73,31,2099,5,8,3,12,11,10,13,3,3,67,11,54,164,217,216,125,51,39,21,895,904,468,802,1026,1053,862,735,1000,691,7551,1328,4011,11461,15708,15148,10117,4853,3431,1459,67508,0,158,433,753,906,640,339,138,37,3402,17,130,1091,1319,961,322,55,8,0,3900,28,287,1205,2062,2627,1880,1267,629,243,10226,23,229,458,738,724,496,317,148,45,3185,11,81,251,307,248,157,76,39,8,1169,22,300,1012,1508,1645,1168,664,378,127,6829,5,157,739,1178,1502,1425,833,360,130,6332,77,997,3072,4525,4159,2887,1326,593,256,17901,48,508,1467,1915,1721,1337,584,260,84,7922,45,399,740,720,498,276,143,74,33,2938,52,278,451,563,424,261,124,58,33,2246,12,13,5,13,17,15,12,6,3,93,10,50,142,208,215,129,74,24,29,881,573,360,667,751,920,716,674,800,906,6377,921,3964,11732,16553,16572,11720,6486,3517,1932,73401
LGA14100,0,12,26,41,23,22,8,7,3,153,3,0,0,0,0,0,0,0,0,3,0,9,16,12,21,17,10,13,3,94,108,55,109,136,165,143,137,185,159,1195,121,308,915,1478,1417,1158,639,527,321,6887,0,14,37,53,51,60,30,17,4,259,0,6,32,62,42,18,9,0,0,166,0,14,53,128,127,140,85,67,39,657,0,12,38,59,59,61,23,18,6,282,0,0,9,14,23,13,5,7,3,76,0,6,93,151,201,184,116,67,38,855,0,5,61,77,113,158,82,56,47,588,4,95,253,493,416,288,124,68,54,1798,5,47,133,236,217,192,113,48,21,995,4,44,65,91,70,45,21,13,17,377,5,13,27,51,42,24,11,6,7,184,0,0,0,0,3,4,0,0,0,5,0,8,11,17,23,14,17,11,8,112,68,40,55,82,82,89,94,118,153,776,82,306,869,1512,1477,1283,724,504,391,7143
LGA14170,68,330,954,711,359,206,93,41,9,2772,10,34,11,29,18,11,4,7,3,121,12,114,473,409,275,126,46,25,7,1477,1026,1438,3514,3080,2406,1974,1572,1471,845,17324,1370,6484,26915,23122,14695,8949,3902,2425,1148,89010,3,265,1195,1074,631,409,155,41,8,3784,8,223,1628,1148,513,171,31,3,0,3731,21,302,1795,1912,1671,1107,684,326,94,7909,4,195,1005,1128,768,486,245,112,28,3964,0,53,305,313,185,113,33,9,4,1014,14,375,1930,1875,1448,972,380,142,41,7186,5,164,1221,1338,1372,1395,477,142,39,6156,80,1399,6758,6153,3288,1722,488,151,64,20100,39,861,4465,4451,2902,2144,673,179,42,15753,45,976,3485,2604,1409,593,167,51,17,9352,48,428,1129,882,458,234,95,40,24,3342,8,18,19,19,22,11,8,3,4,115,4,114,450,482,338,195,71,27,8,1698,696,1018,2760,2504,1893,1589,1289,1261,832,13845,980,6397,28153,25890,16898,11144,4786,2494,1204,97947
LGA14200,10,22,57,47,32,22,24,5,3,223,0,0,0,0,0,0,3,0,0,5,0,0,5,16,3,5,3,0,3,38,114,38,132,166,141,181,189,215,88,1262,193,318,837,1070,992,837,528,351,126,5249,0,0,10,17,14,17,3,3,0,58,3,7,18,22,15,17,4,0,0,80,10,46,153,149,183,155,123,38,7,870,4,48,63,51,81,75,44,23,3,391,3,16,50,70,67,44,28,13,3,301,5,13,66,124,126,112,67,31,8,558,0,12,97,125,118,129,74,15,5,579,7,49,160,204,167,125,60,23,7,800,7,37,96,134,147,86,22,14,0,543,7,6,22,20,11,20,9,3,6,103,13,30,46,64,53,29,22,7,3,259,0,0,0,3,0,0,0,0,0,7,0,0,16,21,8,9,10,3,0,54,125,58,119,150,149,162,243,193,137,1342,191,313,907,1146,1142,982,716,373,176,5950
LGA14300,0,12,21,31,15,18,0,3,0,96,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,6,0,0,0,27,61,153,329,260,143,68,55,54,10,1133,80,236,592,530,460,314,140,94,21,2456,0,0,0,3,3,5,0,0,0,15,0,3,3,8,0,4,0,0,0,19,3,21,38,37,55,61,30,8,0,265,4,10,5,24,25,21,8,0,0,102,3,10,39,37,34,38,11,3,0,172,0,11,27,37,59,27,19,6,0,189,0,3,16,38,26,38,16,8,3,143,3,21,48,58,50,55,21,3,3,267,4,9,36,43,43,27,6,0,0,168,0,0,8,3,6,5,0,0,3,24,5,13,31,29,25,17,10,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,3,0,0,13,55,141,279,259,150,105,98,46,26,1156,78,242,539,567,481,394,222,87,41,2660
LGA14350,23,48,114,103,100,64,33,23,3,509,4,0,0,3,8,0,0,0,0,16,3,0,22,27,26,19,15,6,0,119,239,187,377,406,394,348,350,395,116,2800,339,534,1378,1866,2304,1699,1062,741,175,10097,0,0,5,29,30,36,14,3,0,117,0,7,23,25,26,36,11,0,0,127,10,71,149,247,369,422,331,153,38,1794,9,37,101,129,192,201,118,42,7,837,6,22,46,94,77,60,22,10,0,331,7,23,131,178,304,238,125,56,14,1079,0,34,82,139,209,254,96,50,4,870,35,103,236,272,306,291,143,52,14,1452,14,43,155,191,259,201,64,25,4,958,3,11,22,41,43,56,12,11,0,200,15,72,127,120,108,97,43,17,10,607,3,0,0,0,3,3,0,3,0,9,0,0,6,16,16,31,9,3,0,88,251,182,353,395,421,365,388,351,203,2900,347,601,1438,1870,2362,2295,1379,774,305,11356
LGA14400,23,48,82,80,68,38,18,8,4,363,3,0,3,3,3,3,0,0,0,15,0,0,15,10,26,11,9,0,3,72,170,46,72,132,168,168,181,280,143,1352,251,478,1109,1743,2303,1509,924,695,253,9250,0,12,30,47,50,65,39,23,5,271,3,12,12,27,29,18,3,5,0,109,6,67,153,265,358,369,268,161,50,1701,7,70,135,148,191,119,79,45,12,801,3,18,59,45,59,23,28,3,0,244,4,52,142,194,257,216,138,63,24,1092,3,28,121,202,367,499,210,78,10,1515,31,96,192,321,431,362,209,106,36,1782,5,79,142,225,210,208,95,41,8,1012,4,28,61,56,42,51,16,18,3,270,13,51,74,124,94,47,45,17,7,473,0,0,4,0,0,3,3,3,3,16,0,3,5,18,24,16,12,3,0,83,107,48,89,96,150,178,148,172,104,1099,194,554,1223,1762,2262,2171,1293,734,262,10462
