LGA_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
LGA12350,2558,26,11,3,45,77,2687,1288,20,0,0,24,30,1338,1131,25,3,0,28,38,1200,1529,19,6,0,27,35,1589,1624,33,5,0,43,36,1699,1549,38,3,0,39,39,1632,1205,25,4,0,29,43,1272,758,23,3,0,24,41,821,229,10,0,0,10,6,246,11863,225,36,9,263,352,12478,2120,46,6,3,52,138,2310,1254,8,4,0,16,72,1343,916,27,0,0,32,76,1013,1279,30,5,0,38,79,1398,1472,47,5,0,50,79,1604,1702,47,3,0,56,85,1838,1322,38,3,0,40,77,1439,802,11,3,0,19,58,875,295,7,3,0,14,17,328,11158,264,33,6,308,683,12146,1970,34,6,3,48,142,2161,1234,18,4,0,20,133,1389,945,28,0,0,36,91,1071,1122,39,0,0,43,100,1261,1481,52,0,0,60,116,1663,1600,58,13,3,69,140,1812,1508,39,7,0,53,116,1673,868,22,4,0,27,100,996,352,8,0,0
LGA12380,13253,15683,4675,852,21212,3218,37685,8860,14735,1042,196,15971,1673,26500,8396,15199,2147,186,17539,1814,27746,7758,12424,3250,146,15817,1481,25059,8043,8489,3644,122,12254,1186,21490,7196,5063,2777,78,7920,833,15947,4501,2666,2428,33,5128,582,10219,4087,1244,1389,24,2658,447,7195,1487,266,367,9,644,156,2285,63586,75769,21732,1645,99145,11389,174124,14292,17579,5412,673,23660,2849,40799,8666,16408,1226,181,17820,1662,28151,7960,21918,2447,232,24594,2108,34668,7106,14683,3206,160,18044,1338,26484,7443,10671,4348,127,15147,1160,23745,7310,6516,3575,93,10184,815,18312,4638,3392,2566,81,6037,535,11211,3246,1429,1814,46,3290,473,7007,1574,397,504,13,918,369,2862,62224,92993,25101,1605,119697,11306,193224,16619,19091,5715,505,25312,2435,44369,8663,18025,1476,128,19634,1386,29683,7906,27202,4640,246,32087,2161,42160,6735,18249,3847,180,22277,1438,30455,6469,12129,4807,153,17087,1164,24715,6438,7918,5084,114,13113,1031,20582,5086,4327,3224,79,7633,685,13403,2835,1927,2198,45,4168,429,7431,1643,547,816,23
LGA12700,1608,11,7,3,16,74,1696,834,5,0,0,3,32,871,672,13,0,0,13,19,700,1118,12,0,0,12,44,1181,1215,14,0,0,14,43,1268,1030,12,0,0,10,42,1079,667,9,3,0,8,37,716,352,0,0,0,0,46,398,101,0,0,0,0,33,143,7599,76,9,3,83,376,8060,1484,14,8,3,21,58,1565,897,12,0,0,14,38,944,656,12,0,0,12,24,697,980,14,0,0,10,46,1036,1275,25,0,0,25,36,1333,1221,15,0,0,15,52,1285,844,8,0,0,8,30,884,397,3,0,0,8,21,422,151,0,0,0,3,10,164,7904,97,9,3,105,309,8317,1549,14,3,0,15,100,1663,858,4,0,0,4,67,930,747,9,0,0,9,59,815,923,8,0,0,8,67,1000,1208,22,0,0,22,92,1320,1336,13,0,0,13,103,1447,994,5,0,0,6,57,1058,505,9,0,0,9,49,559,172,0,0,0
LGA12730,1836,25,10,5,38,75,1941,929,18,0,0,20,39,987,920,6,3,0,12,30,963,1132,30,6,0,39,42,1215,1269,32,0,0,37,51,1353,966,16,0,0,22,41,1030,782,12,4,0,20,42,842,542,16,4,0,25,37,603,155,4,3,0,7,9,165,8533,170,32,6,203,370,9110,1629,17,10,4,28,61,1717,899,8,3,0,14,50,954,680,27,3,0,30,38,750,987,27,4,0,35,47,1070,1135,30,0,0,36,51,1216,1160,19,0,0,19,56,1234,824,14,0,0,17,46,882,545,24,3,0,23,30,604,185,4,4,0,14,23,223,8045,177,26,3,216,407,8659,1420,39,8,0,41,116,1577,866,26,7,0,35,82,977,711,38,47,0,87,74,865,851,42,4,0,41,82,977,963,37,0,0,46,111,1119,1194,18,0,0,23,139,1362,869,23,0,0,24,119,1010,582,12,0,0,9,76,671,259,0,0,0
LGA12750,5689,104,21,14,139,273,6107,3088,52,3,0,52,129,3266,2458,77,8,0,91,109,2658,3764,155,14,7,173,150,4088,4908,144,21,0,167,160,5238,5189,242,31,3,277,153,5621,3861,255,49,3,310,131,4299,2600,123,20,3,151,123,2868,789,24,11,0,29,41,868,32350,1183,174,35,1384,1273,35013,5439,98,31,0,123,318,5884,2965,58,0,3,58,154,3183,2221,74,7,4,79,127,2426,3418,141,14,4,155,183,3756,4565,159,9,5,176,217,4958,5807,190,26,3,216,271,6297,4591,304,22,8,330,223,5143,2609,170,26,0,195,161,2965,980,56,7,0,60,88,1131,32593,1243,129,25,1400,1748,35739,4829,135,33,3,173,310,5316,2799,63,8,0,67,198,3070,2298,121,8,0,135,181,2615,3005,138,16,4,157,247,3405,4152,193,13,0,208,307,4667,6114,186,12,0,195,464,6778,5833,266,23,3,292,486,6609,2822,211,30,8,246,305,3382,1186,56,16,3
LGA12850,12166,17633,5418,942,23990,2622,38778,8640,16479,1019,184,17676,1023,27345,5610,13885,3208,185,17279,979,23873,5882,12906,6118,211,19239,1120,26241,6483,10949,7389,182,18519,956,25951,4888,7021,4966,120,12106,618,17611,3075,3543,4145,75,7764,475,11313,2155,1467,2914,63,4440,378,6969,590,239,863,16,1126,89,1803,49490,84125,36036,1982,122135,8265,179892,12157,18193,5244,654,24096,1965,38222,8672,17277,1165,160,18601,862,28134,5685,15498,2922,178,18596,808,25085,5035,13827,5587,197,19610,859,25508,6121,12031,7777,157,19962,849,26930,5039,8771,6710,125,15609,690,21331,3098,4347,4270,103,8719,428,12243,2125,1890,3430,65,5384,317,7819,694,466,1176,26,1668,124,2484,48619,92296,38286,1667,132248,6900,187766,13483,17450,4836,372,22651,1793,37936,8428,18510,1380,147,20041,1039,29503,6254,16012,3594,133,19746,1089,27090,4744,13679,5226,167,19066,960,24772,5168,12950,7791,156,20903,1066,27133,5215,9760,8867,142,18767,959,24942,3374,5639,5559,138,11329,553,15253,1849,2469,3855,87,6409,339,8601,834,658,1863,38
LGA12870,2262,28,11,8,43,84,2384,1124,4,0,0,5,28,1158,1069,22,4,0,22,28,1123,1465,22,5,0,26,43,1537,1611,21,5,0,24,50,1685,1632,30,4,0,33,57,1717,1349,22,0,0,22,54,1426,893,19,0,0,20,54,966,210,4,0,0,4,24,228,11603,177,29,7,211,414,12236,2147,20,7,3,31,79,2250,1118,17,0,0,15,54,1187,933,30,8,0,32,28,993,1296,30,0,0,30,34,1359,1537,27,3,0,27,63,1627,1744,25,0,0,25,66,1836,1488,27,0,0,26,43,1567,945,17,3,0,19,47,1007,296,9,3,0,17,27,329,11497,201,27,3,226,430,12156,1925,30,7,0,35,131,2093,1080,16,0,0,18,97,1195,879,42,5,4,48,58,985,1064,42,0,0,44,89,1198,1401,26,3,0,34,103,1542,1713,24,5,0,29,132,1883,1689,32,0,0,29,156,1875,961,15,0,0,13,120,1093,322,6,0,0
LGA12900,1960,21,6,6,38,79,2080,1012,10,0,0,9,42,1065,916,18,3,0,26,44,988,1157,20,0,0,22,34,1214,1155,12,8,0,19,37,1215,1126,17,3,0,19,39,1179,811,13,3,0,15,36,862,511,3,0,0,5,32,545,197,3,0,0,8,8,216,8850,124,30,6,160,354,9361,1863,30,13,0,44,31,1935,1039,14,0,0,14,25,1073,843,10,0,0,13,22,884,998,26,0,0,34,31,1062,1170,18,0,0,18,22,1209,1167,17,8,0,21,42,1226,905,8,0,0,11,49,966,547,12,3,0,9,32,589,205,4,4,0,4,16,229,8724,133,26,6,163,275,9169,1753,43,5,0,51,148,1952,995,22,0,0,19,97,1114,883,43,3,0,41,73,1001,883,27,0,0,27,67,984,1095,28,3,0,35,112,1236,1098,18,6,0,22,98,1221,987,16,0,0,16,127,1122,619,11,6,0,18,74,710,222,3,0,0
LGA12930,12400,7226,1712,307,9241,1222,22868,8340,7380,396,69,7854,784,16974,7506,8578,581,80,9242,905,17648,8403,8343,1501,76,9917,773,19091,8879,5660,2088,59,7811,764,17452,7424,3571,1476,46,5095,542,13063,4769,1993,1774,37,3804,408,8986,5130,760,925,14,1696,424,7249,2310,170,221,8,403,230,2942,65157,43682,10673,707,55064,6047,126263,12603,7918,2205,207,10326,910,23841,8268,8430,523,69,9019,597,17887,6820,11880,796,69,12751,766,20335,7792,9264,1245,72,10590,542,18921,8345,7560,2434,58,10049,590,18983,7625,4345,2234,48,6627,440,14698,5131,2488,1726,38,4251,330,9711,4027,1190,1420,19,2622,272,6924,2581,257,330,7,595,188,3367,63196,53320,12920,591,66831,4631,134655,12983,7956,2555,215,10719,917,24617,8423,10180,748,57,10982,685,20097,6928,15014,1349,85,16442,1055,24425,7145,10102,1249,43,11392,698,19243,7763,8422,2319,62,10804,689,19255,7309,5300,3397,62,8758,602,16677,5781,3129,2181,37,5344,452,11582,3413,1576,1832,37,3447,323,7179,2406,456,653,16
LGA12950,940,9,0,0,16,42,995,463,11,0,0,11,27,500,398,5,0,0,5,9,416,543,10,0,0,10,18,571,634,7,0,0,7,16,660,541,10,0,0,11,21,572,407,4,0,0,4,11,425,272,4,0,0,6,18,295,89,0,0,0,0,3,95,4288,60,3,0,64,174,4519,811,15,0,3,17,40,870,461,0,0,0,0,19,484,355,12,0,0,16,17,384,452,10,0,0,15,25,488,605,16,0,0,17,35,654,546,5,3,0,9,30,583,466,3,4,0,10,28,497,256,3,0,0,3,28,290,90,0,0,0,0,18,114,4048,70,13,3,83,235,4368,734,11,3,0,13,47,791,408,8,0,0,8,36,450,365,18,0,0,17,25,410,384,15,0,0,18,29,428,504,11,0,0,9,41,552,547,10,0,0,10,51,607,452,13,3,0,18,44,511,308,6,0,0,6,42,354,119,4,0,0
LGA13010,1718,10,7,6,18,63,1792,803,9,0,0,16,35,857,746,6,3,0,11,81,834,993,16,0,0,16,78,1089,1146,18,3,0,20,61,1227,1183,24,0,0,25,38,1247,867,18,0,3,19,46,930,532,9,0,0,12,30,573,205,3,0,0,3,11,228,8202,118,14,9,139,442,8782,1478,10,3,0,17,68,1566,836,10,0,0,11,47,894,681,23,6,0,27,68,778,841,16,0,0,23,72,933,1164,20,0,0,24,74,1259,1233,23,0,0,27,57,1317,1023,12,0,0,14,25,1064,572,7,0,0,12,36,623,212,5,0,0,5,8,220,8053,135,18,0,157,453,8655,1341,28,12,0,34,132,1512,774,12,0,0,16,75,865,641,41,3,0,44,132,809,757,32,5,0,33,139,929,937,23,7,0,30,101,1072,1236,21,6,0,28,108,1368,1138,20,0,3,18,130,1297,605,16,3,0,19,82,706,208,3,3,0
LGA13310,4799,84,21,17,125,222,5140,3037,72,3,0,77,193,3307,2624,73,3,3,83,341,3049,3281,117,16,0,133,268,3673,3354,96,16,0,109,201,3672,2991,90,10,0,103,152,3247,1956,80,12,0,93,112,2160,1281,42,9,3,60,77,1417,373,7,3,16,24,26,426,23702,655,87,45,790,1596,26084,4871,96,33,10,139,198,5216,3043,79,19,3,97,164,3306,2570,116,16,3,141,275,2988,3191,142,14,3,152,275,3617,3581,120,17,0,134,201,3913,3361,119,13,3,133,148,3647,2412,91,14,3,110,131,2654,1380,45,3,3,48,125,1559,482,18,8,0,23,79,586,24895,820,133,30,985,1600,27480,4901,136,58,13,207,267,5374,2996,98,25,0,124,287,3410,2805,286,45,3,338,416,3567,2940,204,19,4,227,355,3518,3532,152,29,0,177,327,4040,3544,138,22,0,165,238,3954,2886,108,9,3,119,242,3250,1504,78,13,0,95,154,1760,623,32,9,4
LGA13340,2060,14,3,8,24,53,2129,1058,11,0,0,11,27,1095,784,12,0,0,12,18,811,1289,13,0,0,9,36,1340,1422,21,3,0,22,38,1490,1310,12,0,0,12,26,1352,745,18,0,0,17,32,800,501,17,0,0,16,27,538,160,4,0,0,6,13,177,9329,112,10,9,130,271,9727,1971,35,5,3,40,66,2075,1014,15,0,0,17,46,1076,778,13,3,0,15,31,830,1086,21,0,0,24,44,1159,1404,22,0,0,27,47,1475,1387,19,3,0,17,71,1477,936,11,3,0,15,59,1006,466,7,6,0,10,26,508,196,3,0,0,3,6,203,9233,156,19,3,183,398,9817,2098,24,11,0,34,106,2240,998,19,0,0,19,52,1074,809,20,3,0,20,58,887,993,26,6,0,33,64,1084,1333,27,0,0,30,68,1429,1439,28,3,0,29,102,1573,1136,17,4,0,23,92,1241,481,21,3,0,29,50,558,213,4,0,0
LGA13450,4574,497,148,36,677,294,5550,2597,410,40,3,448,206,3248,2401,417,70,3,492,156,3054,2581,599,102,13,715,138,3439,2286,557,93,16,661,159,3102,1550,466,73,11,547,111,2217,964,429,182,11,623,88,1680,694,249,195,10,448,52,1202,205,36,64,0,99,16,321,17854,3663,959,98,4721,1225,23798,4433,561,153,21,733,313,5480,2500,442,41,10,490,202,3190,2186,583,104,5,691,202,3082,2329,615,79,11,707,181,3214,2433,593,60,10,672,169,3270,1913,487,91,5,585,141,2640,1110,408,109,10,527,89,1721,729,293,186,3,480,60,1268,262,106,86,5,196,22,479,17901,4088,918,76,5080,1376,24363,4108,598,159,23,782,467,5364,2420,423,67,7,492,248,3160,2259,713,231,9,951,311,3518,2105,610,117,12,735,262,3097,2323,618,105,15,738,258,3323,2134,485,112,11,604,302,3035,1378,347,87,12,437,234,2050,795,304,154,6,470,149,1418,340,128,111,6
LGA13510,2256,16,6,3,19,58,2330,1112,5,0,0,5,17,1136,942,17,3,0,16,20,975,1353,19,3,0,23,40,1418,1484,20,8,0,27,27,1537,1427,8,5,0,20,48,1491,1095,12,0,0,12,31,1146,701,10,0,0,11,41,753,219,4,0,0,4,12,232,10584,112,24,7,139,288,11006,2061,24,6,4,37,74,2173,1061,11,0,0,10,46,1118,827,23,0,0,29,39,890,1164,23,0,5,27,44,1233,1480,28,3,5,37,45,1558,1537,16,4,0,18,72,1620,1273,11,3,0,13,58,1343,720,7,0,0,6,43,766,270,0,0,0,3,16,285,10386,140,28,12,175,431,10999,1852,37,10,0,43,125,2020,1010,12,3,0,19,68,1094,858,38,11,0,52,56,972,1043,41,3,0,41,86,1174,1265,23,3,0,31,82,1377,1503,24,3,0,23,110,1636,1397,14,3,0,15,100,1514,872,19,0,0,18,78,969,357,5,0,0
LGA13550,2471,14,8,7,28,98,2596,1259,8,0,0,13,35,1301,1054,13,0,0,13,29,1098,1429,20,0,0,20,49,1505,1616,17,0,0,23,51,1686,1334,13,3,0,21,41,1396,1023,15,3,0,19,42,1085,620,6,0,0,9,30,666,191,0,0,0,0,8,201,10988,127,20,4,151,384,11524,2413,21,10,0,34,110,2553,1400,14,3,0,14,70,1482,1179,38,4,0,42,65,1288,1327,21,0,0,26,60,1410,1556,26,3,0,29,70,1663,1396,20,0,0,16,68,1486,1069,14,0,0,14,68,1154,659,15,0,0,19,86,762,200,0,0,0,4,67,268,11205,167,24,0,198,663,12065,2328,31,9,0,42,161,2525,1239,20,3,0,24,100,1365,1365,47,8,0,61,102,1520,1223,50,5,0,59,103,1376,1359,47,8,0,49,119,1532,1443,22,3,0,28,104,1573,1073,19,3,0,21,102,1192,690,23,0,0,19,92,801,285,5,0,0
LGA13660,1029,10,0,3,11,17,1055,453,7,0,0,7,3,462,488,5,0,0,3,7,499,735,9,0,0,4,21,759,679,8,0,0,8,15,704,755,14,0,0,14,21,788,548,3,3,0,4,18,578,317,3,0,0,3,22,335,98,0,0,0,0,15,118,5105,50,8,3,63,141,5310,920,5,0,3,12,9,940,441,3,0,0,3,3,446,419,10,0,0,10,9,432,588,7,0,0,7,9,610,686,6,0,0,6,11,701,675,4,0,0,9,19,702,627,12,0,0,12,18,655,323,8,0,0,11,10,338,126,0,0,0,3,5,132,4805,55,3,4,65,94,4965,875,10,8,0,14,76,975,433,0,0,0,0,46,479,388,7,0,0,7,41,440,462,19,0,0,22,46,520,664,7,0,0,7,61,737,644,4,0,0,4,93,739,698,3,0,0,3,64,773,388,4,0,0,4,55,441,124,3,0,0
LGA13800,12937,255,79,36,366,712,14013,8086,296,16,9,316,436,8838,6936,358,15,3,380,348,7662,8529,448,19,0,471,461,9463,7588,494,35,4,534,387,8506,5465,416,48,4,463,281,6209,2749,251,49,0,306,169,3225,1690,118,32,0,156,113,1954,578,40,12,0,53,62,694,54553,2684,298,58,3044,2963,60557,12397,333,79,19,433,534,13365,8466,292,27,10,322,361,9150,6636,409,28,3,441,271,7345,8036,472,32,3,502,375,8910,8238,562,31,10,601,359,9195,6348,425,48,3,478,315,7133,3695,324,48,5,373,233,4297,1780,154,48,0,199,107,2088,748,47,10,3,65,61,868,56343,3005,350,48,3402,2609,62353,11792,403,91,21,512,569,12868,8153,318,18,0,329,489,8970,7071,482,39,4,529,430,8030,7145,520,44,5,569,399,8115,8321,608,56,8,666,574,9554,6832,508,59,7,567,433,7833,4692,428,74,7,507,374,5571,2192,208,44,3,253,197,2640,822,62,24,5
LGA13850,820,12,0,0,11,18,848,322,0,3,0,3,10,330,313,8,0,0,8,16,331,485,5,0,0,8,10,506,454,6,0,0,6,10,471,365,10,0,0,10,13,386,264,18,0,0,20,22,305,133,4,0,0,5,12,150,50,0,0,0,0,3,58,3209,64,10,0,73,102,3379,562,11,3,0,12,15,596,294,3,0,0,3,20,324,218,13,0,0,15,14,246,323,11,0,0,11,15,347,485,12,0,0,16,11,513,348,7,4,0,9,12,357,280,13,0,0,14,12,307,178,12,3,0,13,6,201,61,0,0,0,0,4,65,2756,79,13,0,95,103,2958,452,13,0,0,13,52,514,287,9,0,0,9,34,327,224,29,3,0,28,44,297,241,13,0,0,13,28,277,390,14,0,4,20,47,461,372,10,0,0,10,38,424,300,9,0,0,9,49,358,178,15,4,3,23,33,233,38,3,3,0
LGA13910,3767,77,26,12,106,84,3961,1850,48,7,0,55,36,1948,1746,48,4,0,50,51,1845,2178,49,7,0,58,60,2297,2262,60,3,0,62,49,2379,2214,64,10,0,78,45,2335,1564,24,6,0,31,39,1636,1013,22,7,0,25,56,1094,345,3,3,0,5,17,365,16942,388,74,13,476,438,17861,3578,70,21,3,94,198,3872,1865,27,0,0,32,81,1979,1529,70,4,0,71,64,1657,2040,60,7,0,71,101,2213,2298,57,6,0,59,81,2438,2374,59,17,3,78,86,2542,1796,45,8,0,58,80,1931,1041,12,6,0,17,64,1127,416,10,4,0,15,31,460,16940,413,73,5,490,786,18213,3243,127,26,7,154,214,3611,1850,54,7,0,62,134,2046,1480,93,9,0,99,104,1683,1804,102,3,0,105,107,2018,2203,59,12,0,71,163,2439,2290,64,12,0,75,164,2535,2154,69,15,0,79,167,2396,1131,15,6,0,25,98,1254,473,4,0,0
LGA14000,20744,4054,795,176,5026,688,26457,14010,3890,123,49,4062,478,18553,10336,3460,196,31,3689,520,14541,14251,4829,499,37,5366,532,20145,14329,4532,719,35,5285,522,20134,11597,2389,445,18,2858,418,14871,6307,1047,487,23,1554,271,8136,5142,566,373,11,959,299,6399,2507,170,133,9,306,203,3014,99211,24934,3772,396,29106,3940,132256,20467,4679,1189,107,5977,606,27053,13421,4285,136,14,4446,403,18269,8995,4766,251,41,5059,443,14505,13462,5734,511,31,6273,409,20143,14335,5666,781,28,6472,493,21299,11880,3233,668,25,3926,346,16155,7907,1402,592,14,2009,237,10150,4836,642,464,10,1117,245,6194,2865,264,175,12,448,156,3462,98170,30669,4770,289,35734,3335,137237,19459,5991,1583,149,7720,688,27866,12940,4495,155,23,4669,441,18049,7888,5967,304,31,6301,502,14697,11400,8026,607,43,8677,618,20695,13663,6003,794,51,6842,576,21080,11391,4102,1211,32,5343,470,17202,8715,2081,916,24,3021,429,12158,5075,909,626,18,1548,449,7073,2635,307,262,5
LGA14100,2030,238,39,13,291,134,2458,1523,276,21,0,297,86,1908,781,255,9,0,267,83,1133,1342,327,23,3,352,100,1799,1435,252,40,0,290,115,1843,1242,214,44,4,257,110,1611,697,153,74,9,235,64,999,702,85,49,34,165,67,934,418,42,20,52,115,36,572,10178,1840,306,121,2273,792,13242,2137,249,50,10,304,77,2524,1468,241,13,0,254,58,1781,763,245,13,0,257,39,1059,1342,368,20,3,396,60,1799,1416,317,28,3,352,56,1818,1321,262,38,3,308,49,1675,813,174,49,3,227,42,1078,610,110,91,3,202,23,835,464,111,38,6,156,28,646,10336,2082,333,29,2446,433,13216,2208,262,71,3,344,101,2650,1512,237,15,0,255,84,1846,759,290,16,0,305,69,1134,1226,371,21,0,388,82,1699,1460,408,41,3,454,87,2004,1231,271,45,3,319,87,1640,1070,228,43,0,276,75,1425,550,139,121,0,263,43,856,510,120,86,5
LGA14170,15600,4118,1200,309,5627,1874,23098,10564,5573,304,49,5926,1607,18096,21741,8596,575,97,9264,2828,33834,20290,6660,1067,88,7812,2312,30420,13863,4492,1491,45,6025,1557,21441,9137,3374,1724,58,5150,1144,15430,3850,2342,2422,55,4819,681,9352,2834,1069,1685,54,2811,499,6141,1577,207,402,25,637,230,2445,99457,36434,10865,778,48080,12727,160262,19058,4187,1287,152,5625,1554,26238,11161,5260,295,66,5615,1146,17925,21540,9813,508,87,10400,2183,34121,22209,7266,733,80,8073,1886,32170,15393,5098,1204,65,6367,1265,23027,11114,3560,1442,47,5049,958,17124,4966,2461,1913,44,4421,578,9956,2576,1487,2102,36,3620,394,6588,1488,406,674,14,1090,184,2764,109506,39532,10146,588,50266,10147,169917,20632,4301,1240,129,5676,1606,27912,12506,5245,411,31,5685,1326,19516,22794,10246,753,60,11068,3035,36902,21175,7637,612,50,8298,2278,31754,17065,5507,922,51,6474,1694,25239,12004,3748,1448,41,5241,1272,18512,7150,2624,1613,40,4285,762,12191,2598,1717,2085,37,3844,400,6838,1350,563,1029,24
