LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA12730,39,35,32,17,6,8,3,159,0,0,0,0,0,0,0,0,7,3,4,6,0,4,0,24,0,0,0,0,0,4,10,8,36,14,9,3,3,5,3,93,0,0,0,3,3,12,13,10,15,9,3,3,0,0,0,71,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,13,11,5,4,0,35,12,99,34,58,17,10,3,4,8,28,329,0,0,0,0,0,0,3,0,0,0,0,0,0,0,54,58,18,13,11,3,48,28,141,70,211,119,124,57,45,37,94,1013,0,0,0,0,0,0,0,4,17,28,37,23,29,31,21,202,0,0,0,0,0,0,0,3,13,5,4,3,0,0,0,24,0,0,0,0,0,0,3,3,42,68,52,36,24,19,32,271,0,0,0,0,0,0,0,0,0,12,11,4,3,0,0,35
LGA12750,167,119,79,36,21,16,10,478,0,0,0,0,0,3,6,5,19,9,14,4,3,3,3,79,0,0,4,0,3,12,20,45,101,64,39,17,12,11,11,344,0,5,14,3,23,38,82,89,115,55,29,13,11,3,11,485,0,0,0,0,5,4,11,17,13,9,11,0,3,0,5,79,0,0,0,0,0,0,3,0,6,8,4,5,0,3,3,36,45,37,35,23,249,92,886,365,758,161,114,50,34,19,140,3003,0,0,0,0,3,3,21,0,4,8,3,0,0,0,304,351,51,49,54,28,298,179,1061,587,1377,575,414,186,151,108,502,5625,3,0,0,0,3,4,7,9,47,78,106,78,75,41,49,508,0,0,0,0,0,0,12,9,70,33,30,11,0,3,21,205,0,0,0,0,3,3,10,14,197,198,127,96,63,32,61,803,0,0,0,0,0,0,0,3,16,21,12,11,3,3,7,89
LGA12850,307,218,144,81,61,29,20,940,3,0,0,0,0,0,3,3,35,35,30,11,19,8,16,168,4,0,6,5,13,67,163,265,487,229,105,33,21,22,48,1478,9,9,39,33,64,87,143,117,168,52,22,11,3,4,18,781,8,4,6,0,3,10,16,16,30,8,10,0,4,0,26,150,0,0,0,0,0,8,3,3,15,12,7,4,3,4,10,68,478,150,115,74,961,290,2119,402,608,123,56,24,21,27,229,5670,3,0,0,3,6,8,32,3,22,3,9,0,0,0,580,668,503,168,169,122,1066,489,2550,927,1981,1058,881,482,399,221,979,11981,10,4,0,0,0,7,15,34,269,495,814,642,814,616,305,4025,0,3,0,4,16,34,55,68,212,147,93,56,50,34,67,837,0,0,0,0,3,20,42,91,516,651,626,526,494,323,238,3526,0,0,3,0,3,6,8,16,71,73,98,74,87,52,47,536
LGA12870,43,48,29,19,12,5,7,175,0,0,0,0,0,0,4,3,14,7,6,6,6,3,0,53,0,0,0,0,0,4,7,16,36,27,14,3,3,0,7,126,0,0,0,0,9,7,15,27,20,4,8,3,0,3,7,123,0,0,0,0,0,0,3,9,0,4,7,0,0,0,0,32,0,0,0,0,0,0,0,0,4,0,0,5,3,0,3,17,12,13,3,8,81,28,257,84,147,22,10,0,5,4,70,748,0,0,0,0,0,0,3,3,3,3,0,0,0,0,86,99,16,20,3,10,105,48,304,164,329,173,144,81,42,34,188,1661,0,3,0,0,0,0,6,0,21,30,65,42,47,20,30,264,0,0,0,0,0,0,0,3,14,4,0,4,4,3,3,40,0,0,0,0,0,0,0,8,85,88,63,37,32,14,47,376,0,0,0,0,0,0,0,0,15,20,10,5,5,0,11,57
LGA12900,56,39,22,12,6,8,4,151,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,14,0,0,0,0,0,0,13,21,27,12,8,7,7,3,5,99,0,0,3,3,4,11,13,12,13,6,8,0,0,0,3,73,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,9,10,5,3,0,43,13,138,43,68,17,9,0,0,6,31,401,0,0,0,0,0,0,5,0,0,0,0,0,0,0,47,48,19,8,10,6,52,28,185,98,226,126,96,45,40,28,106,1072,3,0,0,0,0,0,0,3,19,23,34,33,41,23,32,222,0,0,0,0,0,0,0,0,12,12,4,0,0,0,0,29,0,0,0,0,0,0,0,8,57,40,70,36,37,15,19,282,0,0,0,0,0,0,0,4,7,9,12,11,8,5,8,61
LGA12930,345,339,269,144,119,125,19,1420,0,0,0,0,0,0,5,3,53,47,32,35,18,24,4,224,0,4,5,9,13,51,117,160,398,260,215,72,84,59,34,1479,8,16,44,43,68,94,115,125,206,89,53,28,26,22,28,959,0,3,3,3,5,0,15,10,32,16,13,7,14,4,10,133,0,0,0,0,0,0,6,0,12,7,11,12,11,8,9,81,592,171,95,49,521,163,1130,394,743,238,174,72,62,64,161,4634,9,0,0,0,3,3,10,3,10,4,0,0,7,0,675,731,607,207,157,102,631,344,1495,814,2184,1463,1464,898,960,734,1005,13072,3,0,0,0,0,6,9,18,164,358,654,679,983,1243,304,4427,0,0,0,0,6,11,35,54,175,124,115,83,83,76,59,829,7,3,3,0,6,13,27,68,508,720,793,757,790,1060,282,5026,0,0,0,0,0,3,8,11,67,82,124,84,147,129,59,719
LGA12950,14,12,10,7,3,3,0,72,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,3,9,12,10,3,3,0,3,0,39,0,3,0,0,0,3,8,7,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,0,3,0,0,15,4,79,11,28,5,0,0,0,0,14,162,0,0,0,0,0,0,3,0,0,0,0,0,0,0,33,31,4,9,0,0,22,10,101,45,94,50,50,25,24,17,45,514,0,0,0,0,0,0,0,3,9,8,6,6,23,4,15,84,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,21,0,0,0,0,0,0,0,3,25,17,16,14,10,8,13,106,0,0,0,0,0,0,0,0,0,8,3,7,3,0,4,22
LGA13010,35,41,19,8,12,4,3,141,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,27,0,0,0,0,5,3,6,18,29,11,7,0,0,3,3,91,0,0,0,0,14,9,11,19,18,3,0,0,0,0,0,78,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,14,5,7,3,58,18,175,41,77,15,6,0,0,0,19,445,0,0,0,0,0,0,3,0,0,0,0,0,0,0,67,70,19,18,16,3,88,42,220,97,242,110,66,35,25,12,107,1084,0,0,0,0,0,0,0,0,30,24,30,22,21,17,23,173,0,0,0,0,0,0,0,4,14,3,3,4,0,0,4,36,0,0,3,0,0,3,3,9,47,37,28,23,9,5,16,189,0,0,0,0,0,0,0,0,15,0,0,9,3,3,3,31
LGA13310,117,107,91,56,39,28,17,491,0,0,0,0,0,0,0,4,20,8,10,8,4,10,0,68,0,0,0,0,3,5,15,33,83,55,45,14,15,11,7,283,0,0,3,0,5,21,37,50,64,17,12,9,3,0,0,231,0,0,3,0,0,0,3,3,15,3,0,3,0,0,9,34,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,12,33,26,12,11,118,31,358,143,242,48,29,10,9,12,81,1155,0,0,0,0,5,0,8,0,3,0,3,0,0,0,170,191,37,32,17,18,144,67,435,268,633,364,349,198,172,107,306,3149,0,0,0,0,0,3,0,4,25,80,135,130,182,105,68,730,0,0,0,0,0,0,7,8,20,19,19,14,10,6,14,117,0,0,0,0,0,0,3,21,105,179,197,145,99,50,65,871,0,0,0,0,0,3,0,5,16,24,40,19,26,17,19,160
LGA13340,68,47,30,19,14,10,5,202,0,0,0,0,0,0,3,0,6,3,3,8,0,3,3,31,0,4,3,0,0,0,9,16,35,21,10,9,3,0,6,111,0,0,0,0,0,7,12,16,25,7,0,3,0,0,7,84,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,19,0,0,0,0,0,0,0,0,5,0,3,3,0,0,3,19,8,7,3,4,39,14,133,38,74,7,5,4,4,3,30,373,0,0,0,0,3,0,7,3,3,0,0,0,0,3,80,97,14,18,4,3,49,35,169,100,264,143,98,72,44,39,134,1200,5,0,0,0,3,0,0,3,21,28,48,27,41,31,31,229,0,0,0,0,0,3,0,0,9,12,18,3,5,8,0,57,0,0,0,0,3,3,7,11,69,78,90,53,33,24,37,414,0,0,0,0,0,0,3,3,10,19,10,12,6,3,0,70
LGA13450,101,93,60,32,27,17,6,371,0,0,0,0,0,0,4,0,15,14,13,0,4,0,4,60,0,0,0,0,3,8,19,28,64,29,22,8,13,7,9,209,0,3,3,3,6,7,11,23,31,11,8,3,4,0,10,133,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,6,0,0,0,0,7,22,57,14,8,3,100,29,209,71,117,28,22,4,5,12,55,738,3,0,0,0,3,0,11,3,3,3,3,0,0,0,119,138,59,21,15,9,121,55,286,161,454,303,288,138,145,84,221,2344,0,0,0,0,0,0,3,0,45,100,112,122,119,71,94,673,0,0,0,0,0,0,0,3,27,13,9,6,6,7,10,86,0,0,0,0,0,4,5,26,173,217,183,123,114,70,91,1019,0,0,0,0,0,0,0,4,22,27,29,11,10,6,15,128
LGA13510,47,34,37,14,8,8,6,181,0,0,0,0,3,0,0,0,9,4,3,3,0,0,0,31,0,0,0,0,3,0,13,14,42,14,23,3,9,0,9,124,0,0,3,4,4,12,10,16,22,16,0,0,0,3,3,101,0,0,0,0,0,0,4,3,6,4,0,0,3,0,0,19,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,13,12,9,11,3,45,22,233,65,116,16,14,3,3,4,36,602,0,0,0,0,0,0,9,0,3,0,0,0,0,0,82,99,16,12,10,11,59,36,285,121,313,161,124,55,50,46,152,1456,0,0,0,0,0,0,0,8,21,19,45,37,31,19,40,219,0,0,0,0,0,0,3,3,9,3,9,5,0,0,4,43,0,0,0,0,0,0,0,10,57,83,59,33,30,21,28,331,0,0,0,0,0,0,0,0,8,12,11,4,5,4,3,46
LGA13550,60,45,26,21,19,16,5,222,0,0,0,0,0,0,3,0,7,4,6,3,4,5,0,29,0,0,0,0,3,4,10,15,27,22,12,5,11,4,9,131,0,0,0,0,3,9,8,8,16,3,0,0,0,3,3,61,0,0,0,0,0,0,7,0,8,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,3,3,3,3,42,11,147,26,74,21,19,3,0,4,21,385,0,0,0,0,0,0,0,3,7,3,0,0,0,3,76,87,9,3,11,0,48,27,196,84,243,160,134,90,94,66,127,1302,0,0,0,0,0,0,0,3,13,31,51,49,56,47,44,297,0,0,0,0,0,0,0,3,5,7,8,3,3,5,0,43,0,0,0,0,0,6,0,7,44,80,82,63,54,39,30,411,0,0,0,0,0,0,0,0,9,20,6,7,5,6,8,70
LGA13660,26,21,14,4,3,3,3,85,0,0,0,0,3,0,0,0,9,3,3,0,0,0,0,19,0,0,0,0,0,0,10,7,15,5,3,0,3,0,3,55,0,0,0,0,3,4,8,8,4,0,0,0,0,0,3,31,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,6,5,0,28,5,110,18,41,3,8,0,0,0,18,254,0,0,0,0,0,0,3,0,3,0,0,0,0,0,25,35,18,11,5,3,47,16,139,56,139,62,79,18,18,19,64,690,3,0,0,0,3,0,3,3,13,14,17,10,9,3,27,107,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,15,0,3,0,0,0,0,0,6,31,27,31,12,12,8,10,145,0,0,0,0,0,0,0,0,4,5,6,0,3,0,0,19
LGA13800,141,180,166,94,81,60,19,789,0,0,0,0,0,0,3,6,22,23,17,15,15,4,3,114,0,3,0,0,7,12,26,66,169,130,95,28,49,25,24,638,0,0,9,8,15,34,40,48,86,44,23,12,8,7,18,360,0,0,0,0,0,7,7,11,8,6,5,4,0,3,7,56,0,0,0,0,0,0,3,4,3,13,10,4,15,3,3,59,61,42,18,17,168,57,446,197,408,103,73,26,15,22,91,1730,0,0,0,0,3,0,3,6,8,0,3,0,0,0,253,277,74,53,32,22,211,110,577,396,1009,747,785,501,478,286,460,5732,3,0,3,0,0,3,3,7,59,160,318,366,553,477,221,2177,0,0,0,0,0,3,6,13,58,42,48,36,27,15,28,274,9,0,0,0,0,3,11,38,268,511,518,478,426,314,213,2792,0,0,0,0,0,3,0,3,24,53,67,57,76,26,38,350
LGA13850,21,14,10,5,3,3,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,3,0,0,0,0,0,5,8,4,0,3,0,0,0,27,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,7,0,35,10,17,3,3,0,0,0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,37,10,9,5,0,11,6,42,25,68,37,33,13,7,13,47,330,0,0,0,0,0,0,0,0,3,9,18,6,14,4,12,58,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,17,0,0,0,0,3,0,0,0,17,15,10,10,3,3,12,67,0,0,0,0,0,0,0,0,4,6,3,0,0,0,3,14
LGA13910,79,76,39,24,24,19,7,303,0,0,0,0,0,0,0,3,5,6,3,3,0,0,3,29,0,0,0,0,5,8,27,33,52,32,11,3,11,12,14,198,0,4,0,0,9,20,28,29,41,15,5,0,0,0,8,160,0,0,0,0,0,3,5,3,7,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,7,3,4,0,3,3,0,25,16,12,8,4,89,32,330,79,149,27,15,3,0,5,35,802,0,3,0,0,3,0,4,0,3,0,0,0,0,0,103,127,23,18,10,10,119,75,417,188,436,254,160,100,74,72,176,2138,0,0,0,0,0,3,0,6,32,54,73,53,44,33,63,365,0,0,3,0,0,0,4,8,27,28,0,4,4,0,3,88,0,0,0,0,3,0,5,14,111,129,90,57,42,23,63,543,0,0,0,0,0,0,0,4,12,15,11,0,3,3,11,64
LGA14000,181,263,217,209,206,247,12,1380,0,0,0,0,0,0,6,4,17,26,42,36,30,40,15,215,3,0,3,0,5,21,37,73,233,239,227,102,147,155,26,1267,3,7,24,13,41,48,105,104,236,129,70,56,40,46,17,932,0,0,4,0,4,0,6,11,21,10,10,11,3,11,10,98,0,0,0,0,0,0,0,3,7,4,5,11,8,14,6,71,324,131,56,28,325,113,805,505,1118,389,269,116,103,109,151,4525,3,3,0,0,0,6,12,3,12,0,3,3,0,4,629,684,340,156,99,40,386,200,1020,779,2043,1344,1339,1005,1202,1296,905,12146,3,3,0,0,0,3,11,28,112,229,472,680,1436,2446,456,5872,0,0,3,0,8,7,22,29,143,119,122,86,87,104,61,785,7,0,0,0,3,4,16,59,327,604,867,1080,1307,1985,445,6708,3,0,0,0,0,8,3,4,42,62,108,111,193,210,59,807
LGA14100,8,15,12,21,13,44,0,124,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,19,0,0,0,0,0,0,3,3,10,21,14,11,20,29,3,122,0,0,0,3,3,5,4,10,18,3,8,0,14,23,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,13,24,8,3,0,25,9,57,30,67,33,41,24,28,49,18,421,0,0,0,0,0,0,0,0,3,0,0,0,0,0,68,70,28,7,3,4,25,12,67,43,132,92,112,121,141,294,111,1201,0,0,0,0,0,0,0,0,0,12,28,29,79,291,36,478,0,0,0,0,0,0,0,0,3,3,5,4,8,15,7,48,0,0,0,0,0,0,0,0,12,30,46,41,64,306,48,549,0,0,0,0,0,0,0,0,0,3,4,0,6,49,8,68
LGA14170,397,448,465,349,327,426,19,2506,0,0,6,0,0,5,6,10,50,53,65,65,54,85,23,418,3,0,0,0,13,22,71,120,351,291,310,128,225,240,30,1817,3,7,12,14,35,58,87,112,194,111,84,42,49,56,16,890,4,0,4,0,7,3,6,4,23,20,8,8,15,19,12,129,0,0,0,0,4,0,4,6,19,7,16,18,23,35,16,138,237,92,37,22,346,103,803,269,538,187,140,87,74,69,109,3096,3,0,0,0,5,0,10,4,12,3,3,0,0,5,1240,1291,250,107,68,42,422,214,1077,680,2046,1679,2285,1888,2707,3280,1564,18322,6,3,0,0,3,3,3,9,77,181,377,467,982,2593,264,4966,0,0,0,0,3,10,21,30,115,96,103,80,91,123,37,713,4,0,0,0,4,3,3,28,265,445,610,750,1115,2047,249,5529,0,0,0,0,0,0,3,6,33,45,73,104,233,446,49,984
LGA14200,77,57,36,17,9,3,3,233,0,0,0,0,0,0,0,0,10,8,3,3,5,3,4,34,0,0,0,0,6,8,23,32,44,12,12,6,7,3,0,152,0,0,3,3,8,15,18,24,24,8,7,0,0,0,3,120,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,16,23,5,4,6,83,30,290,73,124,22,13,9,6,5,36,733,0,0,0,0,3,3,8,3,4,0,0,0,0,0,102,127,29,13,10,8,119,57,362,174,389,204,159,83,61,45,166,1874,0,0,0,3,3,3,0,10,41,50,58,63,47,26,40,355,0,0,0,0,0,3,6,4,14,21,5,3,0,0,7,69,3,0,0,0,3,0,5,20,90,109,70,45,28,14,25,426,0,0,0,0,0,4,0,3,7,13,11,3,4,6,3,60
LGA14300,19,19,21,13,14,3,3,97,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,14,0,0,0,0,4,0,6,8,19,5,3,0,0,0,6,53,0,0,0,0,6,3,3,9,5,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,23,6,74,16,38,0,0,0,0,0,14,178,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,29,7,3,3,3,37,13,91,48,109,52,60,46,28,10,43,556,0,0,0,0,0,0,0,0,20,21,34,17,20,18,14,146,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,20,0,0,0,0,0,0,0,3,31,25,32,20,20,9,10,158,0,0,0,0,0,0,0,0,0,7,3,3,7,0,0,22
LGA14350,104,87,61,31,13,6,4,339,0,0,0,0,0,0,0,9,14,22,14,0,7,4,4,75,0,3,0,0,0,6,32,41,71,36,24,8,4,3,5,238,3,4,0,3,12,41,45,67,70,20,10,0,0,5,7,279,0,0,0,0,3,4,13,9,8,11,4,0,0,6,5,59,0,0,0,0,3,0,0,3,9,3,4,3,0,0,5,32,30,23,15,16,177,72,634,193,296,62,26,7,6,12,82,1644,0,0,0,0,0,0,7,3,3,0,3,0,0,0,171,197,43,28,29,18,200,135,775,365,684,328,226,92,73,63,290,3353,0,0,0,0,0,0,3,3,36,75,96,61,57,27,48,415,0,0,0,0,0,3,5,15,37,23,17,3,3,0,7,121,0,0,0,0,0,0,7,16,96,165,107,83,32,16,66,596,0,0,0,0,0,0,0,4,18,27,22,11,14,5,9,103
LGA14400,43,38,65,48,34,28,6,273,0,0,0,0,0,4,0,0,5,12,10,5,8,3,3,50,0,0,0,0,0,0,0,16,34,36,41,8,30,6,4,201,3,0,0,0,8,16,15,33,72,31,16,10,5,8,6,228,0,0,0,0,0,0,3,0,4,5,5,3,3,0,0,27,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,14,21,15,7,8,101,44,256,171,380,127,59,28,23,25,45,1304,0,0,0,0,0,0,3,3,3,4,0,0,0,0,143,153,23,23,15,8,113,78,290,251,592,334,275,186,191,152,222,2748,0,0,0,0,0,0,0,0,13,28,55,73,131,137,63,495,0,0,0,0,0,0,0,7,15,28,20,17,9,16,13,117,0,0,0,0,0,0,0,9,70,136,162,135,166,130,76,884,0,0,0,0,0,0,0,0,4,15,20,25,40,23,14,137
LGA14500,97,110,121,141,136,338,12,981,0,0,0,0,0,0,0,0,12,14,12,15,20,44,9,125,8,0,3,3,0,18,17,37,137,105,155,85,177,250,20,1017,7,8,16,11,18,38,43,61,163,128,107,73,85,170,21,945,0,0,0,0,7,0,10,4,14,11,13,5,13,12,4,94,0,0,0,0,0,0,0,0,3,5,7,7,6,15,9,54,279,104,49,21,190,93,389,298,871,489,388,264,273,389,137,4224,0,0,0,0,0,0,4,8,0,0,0,0,3,7,550,582,299,115,70,30,227,159,487,453,1429,1037,1085,910,1172,1998,790,10280,6,5,0,0,0,0,5,4,66,104,237,291,778,2860,360,4709,0,0,0,0,7,6,12,23,73,63,51,49,84,161,62,589,7,0,3,0,4,4,10,28,145,275,356,503,767,2880,407,5389,0,0,0,0,0,0,7,3,23,25,39,56,98,279,32,559
LGA14550,43,23,19,8,6,8,4,144,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,14,0,0,0,0,0,3,8,11,25,19,12,3,0,3,0,96,0,0,0,0,9,10,33,18,20,10,0,0,0,0,3,106,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,10,10,9,4,42,24,161,58,84,10,6,0,0,0,20,448,0,0,0,0,0,0,7,0,3,0,0,0,0,0,53,66,9,16,19,6,75,44,240,125,249,107,79,35,30,19,93,1142,3,0,0,0,0,0,3,3,30,26,28,21,16,18,13,163,0,0,0,0,0,0,0,0,20,3,3,0,0,0,7,38,0,0,0,0,0,0,3,4,36,43,30,14,7,7,17,164,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,19
