LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,64,9,4,8,11,12,30,35,65,175,151,113,63,51,17,146,875,0,3,0,0,4,7,11,16,21,4,3,0,3,0,11,94,0,0,4,11,22,9,13,15,12,3,0,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,5,3,3,0,0,0,3,0,0,0,0,0,3,16,0,3,6,22,24,12,26,12,21,5,4,0,0,0,22,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,8,21,34,57,23,65,35,63,15,7,3,3,0,59,386,30,14,54,51,88,218,200,220,420,297,189,84,75,29,327,2280,0,3,0,0,0,0,0,0,27,39,59,28,24,7,5,199,0,0,0,0,3,0,0,5,11,5,5,3,3,0,0,46,0,0,0,0,0,0,9,9
LGA12750,0,0,0,0,0,0,0,5,5,0,0,0,0,0,217,230,9,3,23,12,39,117,165,312,708,457,291,172,135,39,507,2993,0,0,0,3,20,6,35,43,89,41,6,9,0,0,43,298,0,8,8,33,105,31,97,50,47,13,0,5,0,0,34,432,0,0,0,3,11,9,10,4,9,3,3,0,0,0,4,55,0,4,16,11,34,6,10,7,0,0,0,0,0,0,12,99,10,14,47,70,124,67,112,69,58,18,8,6,0,0,73,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,14,26,72,122,288,119,266,164,198,76,13,20,0,0,201,1589,79,38,209,206,411,1415,1078,1282,1796,944,584,324,238,74,1226,9910,0,3,3,0,4,0,9,10,80,107,107,61,56,25,14,487,0,0,0,0,8,11,22,43,115,40,14,3,6,13,3,288,0,0,3,0,3,5,11,12
LGA12850,3,3,6,12,9,12,27,30,34,31,12,10,7,4,1202,1403,274,121,419,332,462,1594,1805,2207,4850,3613,2668,1648,1638,730,3481,25856,13,8,18,25,96,43,227,270,526,288,191,113,52,25,210,2102,7,34,114,128,259,86,215,151,240,89,44,21,14,5,126,1541,7,0,14,17,22,11,47,25,45,26,15,11,3,0,49,295,17,21,98,111,89,44,51,47,69,34,12,5,3,4,54,663,222,122,555,651,725,492,747,543,931,394,204,77,65,21,575,6334,8,5,6,13,8,7,8,7,11,3,3,0,3,0,212,292,270,198,811,941,1198,687,1291,1054,1823,830,471,231,146,53,1229,11227,894,377,1750,1455,1901,5326,4180,4379,8267,5411,3860,2195,2075,866,5724,48655,3,0,0,0,0,3,10,15,187,338,467,297,257,115,26,1717,0,3,3,0,5,11,47,49,118,45,30,13,17,4,14,355,4,3,0,0,4,3,12,46
LGA12870,0,0,0,0,0,0,0,0,3,0,0,0,0,0,64,68,6,0,12,10,10,29,50,74,297,234,146,65,60,17,185,1194,0,0,4,0,3,3,13,10,24,11,11,0,3,0,13,101,0,5,6,10,27,0,21,12,18,3,0,0,0,0,7,109,0,0,0,0,3,0,0,3,4,0,0,0,0,0,4,15,0,0,0,10,12,0,5,0,0,0,0,0,0,0,0,30,3,0,9,16,39,13,23,14,21,4,0,0,0,0,18,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,3,7,17,29,84,20,64,42,66,20,16,3,3,0,46,415,40,9,78,52,122,424,307,366,625,421,264,115,98,31,386,3339,3,0,0,0,5,0,3,7,31,48,58,46,15,13,10,234,0,0,0,0,3,0,5,8,14,8,3,0,5,3,0,55,0,0,0,0,0,0,3,10
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,7,3,7,3,5,35,51,71,201,125,116,48,42,17,157,894,0,0,0,0,3,0,16,8,17,11,3,0,0,0,13,87,0,0,0,9,20,4,13,14,11,0,3,0,0,0,11,83,0,0,0,5,3,0,0,3,3,0,0,0,0,0,0,13,0,0,5,10,11,0,0,0,0,0,0,0,0,0,3,26,5,0,9,33,32,7,40,20,20,3,0,0,0,0,21,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,9,11,51,71,14,77,49,50,14,8,0,0,0,51,414,37,16,43,67,100,258,236,277,417,248,201,91,76,36,312,2406,8,0,0,0,0,0,3,4,36,42,51,27,26,11,5,217,0,0,0,0,0,0,0,3,14,7,3,0,3,0,0,35,0,0,0,0,0,0,4,13
LGA12930,4,3,0,0,0,8,8,6,12,16,3,3,4,3,963,1023,110,51,141,140,217,401,681,1011,2561,2507,2197,2129,2501,1554,2354,18556,7,8,5,13,61,18,131,150,395,294,151,163,66,19,172,1653,6,15,41,57,143,54,151,112,172,82,48,26,21,5,94,1021,4,0,6,4,11,3,24,8,23,16,11,13,8,0,20,159,22,4,22,40,41,26,20,22,16,9,3,4,0,0,14,252,101,46,132,167,226,153,263,204,359,188,102,62,34,20,213,2266,4,0,5,0,5,3,3,3,4,0,0,0,0,0,64,93,140,77,217,280,493,252,587,502,974,584,306,271,126,38,589,5448,673,172,714,557,904,2311,2337,2675,5270,4384,3748,3076,3464,2063,3854,36200,4,0,0,0,0,0,9,7,174,388,636,498,589,400,47,2753,0,3,7,0,21,17,76,72,223,66,57,29,35,26,17,650,0,0,0,0,7,5,19,22
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,4,3,6,6,4,16,28,40,83,53,33,17,18,7,99,438,0,0,0,0,3,0,4,3,14,7,4,0,0,0,3,36,0,0,4,4,13,0,12,4,4,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,4,3,0,0,0,0,0,0,0,0,0,3,16,0,0,13,19,19,3,14,7,3,0,0,0,0,0,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,17,23,37,4,34,16,20,7,4,0,0,0,29,201,18,5,34,36,50,126,130,127,187,109,62,34,39,6,204,1164,0,4,0,0,3,0,7,6,26,18,18,18,14,5,0,128,0,0,0,0,0,0,3,6,8,0,4,0,0,0,0,19,0,0,0,0,0,3,3,9
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,0,0,9,12,5,36,48,85,169,109,85,30,30,15,132,765,0,0,0,0,3,3,19,12,15,11,0,0,0,0,16,81,0,0,3,10,20,9,12,5,15,0,0,0,0,0,10,80,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,12,0,0,5,5,8,3,3,0,0,0,0,0,0,0,4,30,0,0,18,28,23,10,24,15,21,0,3,0,0,0,25,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,4,28,42,58,22,58,36,56,13,9,3,0,0,58,388,17,4,79,72,80,329,232,275,404,220,142,50,49,19,298,2287,0,0,0,0,0,0,0,6,41,26,29,16,14,4,8,152,0,4,0,0,6,3,8,3,18,5,3,3,4,3,0,61,0,0,0,0,3,3,11,5
LGA13310,0,0,0,0,0,0,0,0,4,0,0,0,0,0,163,178,8,8,13,11,29,52,90,150,514,545,455,252,251,87,417,2890,4,3,0,4,10,9,52,59,97,51,15,17,4,0,46,363,0,3,13,25,46,14,56,33,39,13,5,0,0,0,22,266,0,0,0,3,8,0,5,5,7,3,3,0,0,0,9,45,0,0,11,21,29,3,3,3,3,4,0,0,0,0,6,86,3,6,31,59,104,51,86,47,73,19,3,6,0,0,54,542,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,17,8,19,53,109,194,82,196,139,227,90,27,22,5,0,157,1320,44,34,122,145,265,650,547,632,1203,974,753,412,410,124,854,7160,0,0,0,0,3,3,3,7,59,106,140,93,97,35,19,568,0,0,0,0,6,3,10,13,31,15,16,7,0,5,0,116,0,0,0,0,0,3,12,20
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,59,9,4,9,5,11,28,50,105,249,198,124,103,68,24,170,1158,0,0,0,0,0,0,12,16,15,14,8,8,0,0,12,91,0,0,3,11,20,7,19,7,11,3,0,0,0,0,13,84,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,4,8,9,0,0,0,0,0,0,0,0,0,0,21,3,3,10,22,27,12,24,10,19,3,0,0,0,0,6,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,3,3,14,39,51,14,51,29,45,17,10,8,0,0,41,339,30,9,43,67,83,265,213,261,484,346,220,145,102,43,307,2622,5,7,0,0,4,4,3,4,38,42,33,33,25,23,3,223,0,0,0,0,0,3,3,11,17,7,4,3,0,0,0,51,0,0,0,0,7,3,6,5
LGA13450,0,0,0,0,0,0,0,0,3,0,0,0,0,0,157,166,26,14,36,21,29,81,125,192,631,512,376,222,215,68,456,2993,0,0,3,3,6,8,40,22,57,37,9,8,7,0,29,240,0,3,6,16,47,15,40,21,29,10,3,0,0,0,18,212,0,0,0,0,0,0,3,8,5,3,0,0,0,0,3,30,0,0,6,13,12,0,7,0,6,0,0,0,0,0,3,50,14,3,26,33,55,28,52,22,50,15,3,3,0,4,31,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,12,11,44,61,129,46,146,71,147,66,19,14,10,4,101,897,89,27,158,119,193,494,476,518,1164,886,600,331,309,114,731,6208,3,0,0,0,0,0,4,3,70,96,151,77,80,39,8,533,0,0,0,0,3,4,15,17,36,15,10,9,0,3,9,124,0,3,0,0,0,3,10,12
LGA13510,0,0,0,0,0,0,0,0,0,0,0,3,0,0,76,80,6,3,6,8,6,41,55,79,264,168,132,79,56,19,192,1117,0,0,0,0,3,0,10,12,16,24,0,0,3,0,14,96,0,0,7,10,19,0,17,14,14,4,0,0,0,0,7,99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,5,4,4,0,0,0,0,0,0,0,0,0,3,21,4,10,16,33,34,22,34,14,16,3,3,0,0,0,15,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,29,52,59,31,62,41,52,28,7,3,3,0,46,427,29,13,63,77,94,385,287,293,536,341,236,118,105,46,370,2997,3,0,0,0,0,0,3,4,41,60,47,29,21,24,6,236,0,0,0,0,0,3,7,12,17,4,0,0,3,3,0,54,0,0,0,0,0,3,3,8
LGA13550,0,0,0,0,0,3,0,0,0,0,0,0,0,0,62,68,7,3,8,4,8,45,55,83,249,231,147,125,104,31,210,1319,0,0,3,3,7,0,24,12,39,17,7,3,0,0,15,130,0,0,3,13,20,9,16,7,10,4,0,0,0,0,9,96,0,0,0,5,4,0,0,0,0,0,0,3,0,0,0,19,0,0,7,14,9,3,4,4,0,0,0,0,0,0,4,49,0,3,14,26,46,16,34,18,21,8,3,3,3,0,21,217,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,22,3,5,31,53,96,32,76,41,68,33,10,15,3,0,69,533,28,10,70,68,125,331,264,283,517,383,249,189,167,56,398,3132,3,0,0,0,0,3,12,3,29,40,66,52,55,37,7,308,0,0,0,0,0,3,9,6,13,13,0,0,0,3,0,52,0,0,4,0,0,0,0,15
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,6,3,8,9,6,30,39,55,114,51,51,24,19,4,105,534,0,0,5,0,0,0,8,4,7,3,0,0,0,0,5,40,0,0,0,3,3,3,6,3,3,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,0,4,6,8,15,7,11,10,5,0,0,0,0,0,12,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,11,14,25,12,29,19,20,6,0,3,0,0,28,165,29,10,44,21,43,223,121,175,214,117,87,37,34,15,206,1376,4,3,0,3,7,0,4,10,29,23,47,3,7,13,6,163,0,0,0,0,0,0,5,9,3,6,0,0,0,0,0,34,3,0,0,0,3,0,0,4
LGA13800,0,0,0,0,0,0,4,5,8,3,0,3,0,0,385,410,27,12,36,26,40,102,206,347,1317,1362,1233,935,977,438,1160,8220,3,3,4,3,16,13,80,97,260,172,86,70,29,11,110,953,0,6,19,39,96,25,110,85,99,43,18,11,3,0,56,615,0,3,0,3,9,0,10,9,17,15,4,0,0,0,14,89,3,6,12,18,34,14,9,5,13,6,0,0,0,0,11,139,28,27,62,91,168,58,128,78,142,50,30,16,7,0,99,986,0,3,0,4,0,0,0,0,3,0,0,0,0,0,38,51,31,48,98,166,328,115,336,272,532,285,144,97,42,14,321,2830,122,70,239,255,430,847,954,1156,2718,2383,2064,1382,1358,579,1897,16457,6,0,0,0,0,0,8,10,93,206,374,301,283,153,33,1462,0,0,0,0,11,4,16,24,80,42,17,18,15,8,13,238,3,3,0,0,6,0,17,23
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,0,0,0,0,0,4,19,27,62,41,35,23,6,8,76,316,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,21,0,0,3,3,9,6,5,3,3,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,12,7,3,9,8,0,0,0,0,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,9,19,22,12,14,9,15,0,0,0,0,0,23,132,5,6,29,23,21,76,74,88,132,58,51,29,16,11,145,775,0,0,0,0,0,0,0,5,17,13,19,5,3,7,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3
LGA13910,0,0,0,0,0,0,0,0,3,0,0,0,0,0,135,138,9,6,20,13,12,82,105,163,405,311,185,129,82,44,361,1926,0,0,0,0,7,3,25,24,39,27,5,0,3,0,19,156,0,0,4,11,38,12,49,19,22,3,0,0,3,0,15,177,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,11,0,0,3,12,9,3,5,0,0,0,0,0,0,0,0,41,3,3,26,48,91,29,56,37,35,9,4,3,0,0,42,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,5,37,72,151,47,135,82,99,43,9,7,8,0,85,779,62,15,107,116,198,567,474,484,831,563,305,187,154,68,649,4787,6,0,0,0,4,4,10,15,55,86,74,57,37,25,10,389,0,0,0,0,3,4,3,13,38,8,10,3,0,3,0,87,0,3,0,0,5,4,4,14
LGA14000,0,0,0,0,0,3,4,5,4,4,3,3,0,5,1128,1165,86,30,89,59,122,221,312,522,1889,2425,2260,3667,4208,2600,2643,21122,3,3,5,9,30,9,64,132,331,345,144,210,125,35,206,1653,3,11,34,50,104,42,144,119,199,105,45,51,14,6,107,1025,0,0,3,0,13,0,9,0,21,18,6,7,7,3,25,117,14,11,15,16,25,11,17,13,18,6,3,6,0,0,21,165,87,40,78,85,118,71,148,132,215,115,94,62,31,3,155,1434,3,0,0,0,0,0,0,0,5,0,0,0,0,0,33,44,115,57,134,168,283,135,387,402,792,582,292,340,178,53,546,4444,430,115,445,318,519,1371,1505,2092,4348,4242,3840,5047,5774,3337,4035,37420,4,3,3,0,4,0,4,14,87,215,431,430,637,622,30,2479,0,4,5,0,7,7,38,34,135,68,68,39,33,49,10,497,0,0,0,0,0,7,4,34
LGA14100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,91,96,6,0,7,0,0,11,14,32,83,116,108,288,360,410,274,1714,0,0,0,0,0,0,3,3,18,17,6,32,10,3,15,112,0,0,3,4,3,3,7,7,19,6,3,3,3,0,13,75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,11,0,7,15,15,9,10,20,23,8,5,10,6,0,17,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,13,17,24,9,25,35,56,31,20,42,18,6,49,365,34,7,31,19,30,102,83,144,243,246,264,468,558,589,427,3245,0,0,0,0,0,0,0,0,9,12,30,49,52,105,14,268,0,0,0,0,0,0,0,0,14,5,3,7,9,28,0,62,0,0,0,0,0,0,0,7
LGA14170,3,0,3,0,0,0,7,3,10,10,0,10,0,0,945,990,77,30,88,76,109,278,419,581,1782,1835,1876,2559,3277,2596,2007,17580,10,15,3,12,40,14,129,162,432,408,132,382,88,17,236,2064,3,14,39,50,137,40,200,147,248,115,41,56,16,5,105,1216,0,0,10,3,8,5,8,11,31,28,9,26,6,0,13,159,12,14,46,43,48,14,24,12,38,11,4,4,4,0,28,299,61,49,138,187,238,168,259,197,395,157,124,62,36,14,261,2336,0,0,0,0,3,5,3,10,6,0,0,0,0,0,58,91,80,86,227,304,475,241,624,537,1149,720,303,527,150,29,710,6167,392,142,584,498,737,1947,1830,2038,4750,4237,4353,4683,6246,4785,4100,41319,0,0,4,0,4,0,8,23,179,446,1090,1157,1899,2302,95,7199,0,4,3,0,11,19,67,86,280,114,100,37,47,56,10,832,3,0,0,0,0,5,15,45
LGA14200,0,0,0,0,0,0,3,0,4,3,0,0,0,0,129,141,11,7,24,13,23,66,104,143,378,266,162,87,67,30,284,1663,0,0,0,3,11,5,32,30,28,16,3,0,0,0,13,155,0,0,4,7,33,11,28,24,20,5,0,3,0,0,14,146,0,0,0,0,3,0,3,0,4,0,0,0,0,0,3,14,0,4,6,9,7,3,6,0,4,0,0,0,0,0,4,48,3,3,18,41,62,25,75,28,39,8,0,5,0,0,36,356,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,23,9,10,30,61,122,49,147,91,95,35,3,4,0,0,91,742,61,28,106,87,167,564,445,487,773,455,269,134,115,59,543,4279,3,3,0,0,6,0,6,12,56,70,81,32,33,22,4,340,0,0,0,0,5,4,3,7,34,14,6,4,3,0,0,95,3,0,3,0,0,0,5,12
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,7,0,0,0,6,21,31,37,117,90,82,30,51,8,105,588,0,0,0,0,0,0,11,9,10,3,0,0,0,0,5,45,0,0,0,0,16,0,5,8,3,0,0,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,15,0,0,6,18,19,10,21,7,10,3,0,0,0,0,9,109,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,7,27,44,9,42,24,32,6,0,4,0,0,23,224,17,3,31,38,49,137,131,113,231,155,126,57,70,14,181,1357,3,0,0,0,3,0,3,0,19,17,25,24,14,3,3,123,0,0,0,0,0,0,4,0,6,6,5,4,0,0,0,32,0,0,0,0,3,0,0,10
LGA14350,0,0,0,0,0,0,0,0,3,0,0,0,0,0,178,191,10,15,17,15,20,108,155,231,592,374,236,130,84,27,414,2429,0,0,4,4,13,6,40,48,74,32,11,3,0,0,38,286,0,3,8,20,66,18,71,38,32,6,3,5,0,0,37,315,0,0,0,0,10,4,4,0,13,0,0,0,0,0,6,33,0,3,12,24,34,4,8,3,4,0,0,4,0,0,6,107,11,13,54,113,168,81,163,89,72,20,8,3,0,0,108,896,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,44,7,20,81,163,293,118,292,186,197,58,28,14,0,0,233,1684,54,38,175,212,375,1069,843,877,1288,708,411,220,142,57,928,7398,3,3,0,0,6,4,11,15,51,64,73,36,32,20,3,327,0,0,0,3,3,4,21,21,55,24,14,3,0,10,4,160,0,0,3,0,0,5,11,18
LGA14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,166,5,9,4,0,8,27,46,94,320,378,321,309,376,149,395,2431,0,0,0,3,10,0,19,31,61,47,21,21,5,0,32,248,0,4,4,9,32,9,32,28,31,11,5,3,0,0,17,188,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,12,0,0,3,6,3,3,5,0,0,0,0,0,0,0,3,28,8,4,7,22,32,7,42,31,38,17,5,3,0,0,28,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,6,15,39,76,24,102,90,138,74,28,29,4,3,84,724,28,16,68,61,104,395,415,535,820,717,576,499,539,211,702,5690,0,0,0,0,3,0,0,4,36,45,63,74,76,60,4,369,0,0,0,0,0,4,7,12,22,27,12,6,12,15,3,119,0,0,0,0,0,0,0,13
LGA14500,3,0,0,0,0,0,3,0,0,3,0,15,7,3,1180,1211,92,24,57,29,43,105,169,250,813,1022,1043,3427,3762,3540,2687,17051,3,3,3,0,20,4,48,41,208,187,70,250,92,22,126,1080,3,7,15,27,57,25,65,56,92,79,36,56,24,4,73,616,0,0,7,0,8,0,3,0,15,11,7,9,10,0,13,84,12,13,15,10,8,3,4,6,6,0,0,5,0,3,8,103,99,33,43,55,70,37,77,60,180,102,77,69,45,21,112,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,123,54,81,92,157,74,192,172,502,379,197,388,165,46,354,2980,360,101,275,169,275,635,804,1258,2568,2448,2190,4782,5298,4694,3844,29701,3,0,0,0,4,0,3,3,47,101,232,280,425,678,24,1813,5,6,0,0,6,11,10,25,87,71,55,41,36,98,5,453,0,0,0,0,3,0,7,9
LGA14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0,0,8,8,14,76,62,93,205,130,70,51,31,5,142,900,0,0,0,3,6,0,13,10,15,3,4,4,0,0,9,59,0,0,8,5,22,10,15,8,14,0,0,0,0,0,13,96,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,4,8,12,4,8,3,0,0,0,0,0,0,8,45,3,0,16,33,48,17,46,23,17,8,3,0,0,0,21,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,3,29,61,85,28,85,43,39,10,6,4,0,0,50,456,18,8,66,86,127,399,274,293,416,230,130,77,50,14,289,2478,0,3,0,0,3,0,6,6,37,30,32,17,15,4,3,166,0,3,0,0,11,7,3,13,33,10,5,0,4,0,0,86,0,0,0,0,4,0,10,12
