LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA12380,5955,9658,6536,7103,4188,3429,36870,1197,775,419,379,193,142,3098,427,692,590,552,231,206,2698,1624,1467,1008,928,426,350,5797,1911,1557,979,661,272,154,5525,1305,1380,904,595,198,78,4465,671,809,537,362,128,85,2591,48,26,9,9,0,4,99,3938,3766,2430,1632,596,324,12687,5,6,4,7,3,5,26,15,3,0,3,0,0,22,58,46,26,35,14,16,183,70,55,29,41,14,18,232,14,17,16,7,9,7,77,11604,14955,10028,9709,5240,4127,55661,5764,9158,6576,7329,4287,3859,36966,1301,1078,751,672,276,189,4274,678,959,875,866,411,305,4102,1982,2040,1623,1547,680,496,8369,1806,1679,1153,829,333,161,5971,1522,1924,1365,978,356,177,6311,427,693,576,437,175,134,2444,64,34,21,14,9,3,146,3823,4332,3115,2260,876,475,14871,12,0,0,0,0,0,16,0,0,0,0,0,0,0,49,39,19,15,12,15,143,59,38,20,15,11,15,160,31,16,8,0
LGA12700,581,1058,415,423,217,89,2783,41,7,5,3,0,0,54,0,0,0,0,0,0,5,41,9,5,3,0,0,61,20,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,26,12,9,0,0,0,0,21,3,4,0,4,0,0,15,0,6,0,0,0,0,7,15,13,0,10,3,0,41,4,0,0,0,0,0,3,660,1087,421,438,223,91,2916,680,1154,454,447,192,92,3015,35,7,0,0,0,0,49,0,0,0,0,0,0,0,35,9,0,0,0,0,49,13,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,4,0,0,0,30,9,3,0,0,0,0,13,0,0,0,0,0,0,7,3,4,0,0,0,0,5,13,5,3,0,0,0,20,0,0,0,0
LGA12730,722,1154,474,417,238,83,3089,63,15,3,0,0,0,80,0,0,0,0,0,0,0,63,15,3,0,0,0,80,248,64,10,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,59,10,0,0,0,323,10,9,0,0,0,0,16,3,3,3,0,0,0,7,8,11,0,4,3,0,25,17,19,4,4,3,0,48,0,0,0,0,0,0,0,1052,1256,487,425,240,85,3543,833,1191,423,377,192,98,3112,125,33,3,3,0,0,162,0,0,0,0,0,0,0,127,33,3,3,0,0,160,98,19,4,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,99,19,4,0,0,0,126,27,8,0,0,0,0,39,4,0,0,0,0,0,4,6,8,0,0,3,3,24,39,13,0,0,3,3,62,0,0,0,0
LGA12750,2593,5214,1570,1403,634,308,11715,277,246,42,29,5,6,602,165,130,27,20,3,0,345,438,380,72,49,10,10,950,391,208,44,14,6,3,674,15,7,4,0,0,0,29,10,12,0,0,0,0,30,31,17,4,0,0,0,56,451,249,57,14,6,3,777,173,117,14,5,3,0,312,11,10,0,4,5,0,31,23,13,8,6,10,0,50,207,131,21,14,11,3,389,0,0,0,0,0,0,0,3687,5979,1716,1478,659,322,13839,2911,5379,1612,1245,605,338,12094,365,244,50,22,4,0,689,175,124,26,13,4,0,338,538,365,82,35,14,0,1033,475,253,48,18,7,3,797,31,20,6,3,0,0,51,0,0,0,0,0,0,0,33,8,3,0,0,0,42,531,276,48,23,7,3,898,147,87,15,3,0,0,251,3,0,0,0,0,0,9,20,20,5,4,0,0,47,170,109,19,12,0,0,313,9,0,3,0
LGA12850,5166,9645,7881,9241,5525,4115,41570,543,589,435,323,177,98,2163,490,804,773,807,396,261,3532,1030,1392,1206,1127,571,359,5694,819,622,368,326,129,60,2316,861,865,574,333,97,46,2771,346,408,246,200,64,23,1282,26,12,5,16,3,3,63,2053,1910,1199,862,287,133,6443,49,13,12,0,0,0,72,5,3,0,0,0,0,13,28,26,15,13,8,0,90,82,42,26,17,10,0,181,6,6,9,4,0,3,26,8338,12989,10318,11261,6390,4614,53913,5136,9577,7704,8772,5549,4608,41348,720,725,569,571,291,208,3084,666,949,991,983,577,345,4507,1389,1674,1562,1556,866,550,7592,895,644,421,266,106,51,2391,819,851,601,419,133,65,2885,347,389,236,179,60,22,1239,60,44,20,13,19,11,168,2128,1928,1280,882,318,153,6689,55,13,3,0,0,0,72,0,0,0,0,0,0,3,20,24,21,9,5,7,90,73,36,19,14,5,7,165,9,18,4,11
LGA12870,930,1718,582,522,305,122,4179,75,45,7,6,0,0,130,4,4,0,0,0,0,6,84,44,10,6,0,0,143,186,90,17,9,0,0,307,8,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,204,105,17,8,0,0,329,57,44,3,3,0,0,105,5,5,0,0,0,0,13,0,7,4,3,0,0,14,67,51,5,3,0,0,131,0,0,0,0,0,0,0,1282,1923,620,536,308,118,4783,1033,1802,497,533,262,122,4239,71,54,3,6,0,0,134,3,4,0,0,0,0,8,75,60,4,6,0,0,142,248,114,20,4,3,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,251,111,20,4,3,0,395,40,27,0,0,0,0,68,0,0,0,0,0,0,3,3,4,3,3,0,0,16,44,31,7,4,0,0,80,0,3,0,3
LGA12900,775,1169,488,414,257,101,3210,12,7,0,0,0,0,17,0,3,0,0,0,0,5,12,6,3,0,0,0,20,183,56,5,3,0,0,251,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,194,56,5,3,0,0,259,26,5,4,0,0,0,37,0,0,3,0,0,0,5,3,6,0,3,0,0,19,31,18,5,3,0,0,54,3,0,0,0,0,0,3,1009,1247,502,422,257,107,3546,843,1240,411,390,247,103,3227,78,30,7,0,3,0,115,3,3,0,0,0,0,7,85,33,7,0,3,0,125,126,31,6,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,130,33,6,0,0,0,167,17,6,0,0,0,0,30,0,0,0,0,0,0,3,0,3,0,0,0,0,3,18,14,0,0,0,0,31,0,3,0,0
LGA12930,4398,7794,4866,5972,2777,1333,27139,798,695,327,240,84,29,2167,565,635,440,396,133,62,2232,1362,1323,767,641,213,93,4401,1071,851,388,239,59,18,2624,1884,1838,1063,573,144,61,5564,1149,1460,1020,604,173,64,4474,31,25,14,11,4,5,92,4138,4168,2481,1431,378,147,12752,5,5,3,3,0,0,16,3,0,0,0,0,0,3,37,33,18,24,5,3,120,46,37,19,22,7,6,141,5,7,3,5,0,4,20,9945,13330,8139,8075,3378,1574,44449,4033,7509,5068,6194,2873,1486,27154,1027,733,327,256,81,46,2470,486,695,564,495,182,96,2527,1520,1424,894,752,264,145,4998,1036,896,514,323,102,36,2906,1913,2100,1402,827,243,99,6581,1167,1729,1143,677,182,73,4974,14,8,16,10,0,0,48,4122,4737,3075,1835,529,202,14502,0,0,0,0,0,0,3,0,0,0,0,0,0,0,66,73,30,21,7,7,216,71,77,34,21,7,7,220,6,11,3,3
LGA12950,356,598,228,198,123,55,1568,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,28,5,3,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,3,0,3,0,45,14,11,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,10,3,0,0,0,35,0,0,0,0,0,0,0,403,625,237,198,127,55,1646,380,581,213,184,103,45,1511,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,55,26,8,7,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,26,8,7,3,0,109,7,6,0,0,0,0,16,0,0,0,0,0,0,3,4,0,3,3,0,0,7,11,6,3,3,0,0,29,0,0,0,0
LGA13010,828,1259,411,359,203,94,3156,16,3,0,0,0,0,25,0,0,0,0,0,0,4,17,6,0,0,0,0,28,133,21,10,3,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,22,10,3,0,0,167,9,3,0,0,0,0,13,0,0,0,0,0,0,3,3,5,0,0,0,0,8,8,10,0,4,0,0,24,0,3,3,3,0,0,13,997,1299,427,375,204,95,3386,908,1331,398,344,199,74,3257,82,17,3,0,0,0,106,10,3,0,0,0,0,13,98,18,3,0,0,0,122,46,15,3,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,3,3,0,0,69,6,0,0,0,0,0,10,4,0,0,0,0,0,3,3,0,0,0,0,0,7,13,4,0,0,0,0,15,8,0,0,0
LGA13310,2007,3122,1307,1250,602,220,8504,204,137,43,24,8,0,423,69,49,13,14,0,3,140,271,186,61,41,10,7,565,316,104,9,3,0,0,438,54,10,0,0,0,0,68,0,0,0,0,0,0,0,5,0,0,0,0,0,9,380,117,13,3,3,0,519,42,17,6,0,0,0,66,3,3,0,0,0,0,11,18,18,5,3,3,0,45,67,40,10,5,3,0,121,3,3,0,4,0,0,4,2722,3461,1393,1304,616,225,9718,2295,3433,1432,1238,567,267,9232,292,137,46,29,14,5,519,19,25,6,0,0,4,60,313,166,50,29,12,11,579,277,76,16,9,0,0,376,22,11,3,0,0,0,36,28,5,0,0,0,0,39,3,3,0,0,0,0,4,330,95,23,9,0,0,452,54,23,3,0,0,0,87,9,5,3,3,0,0,15,24,15,9,7,0,5,54,86,46,14,8,0,5,161,9,9,9,4
LGA13340,757,1347,489,447,256,138,3432,5,4,0,4,0,0,16,0,0,0,0,0,0,4,5,4,0,7,0,0,16,69,13,3,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,18,3,3,0,0,93,3,7,3,0,5,0,17,0,0,0,0,0,0,0,3,6,0,0,0,0,12,11,17,3,0,5,0,32,0,0,0,0,0,0,0,843,1382,495,454,260,140,3573,857,1314,490,462,262,140,3521,33,10,0,0,0,0,41,0,0,0,0,0,0,0,33,10,0,0,0,0,41,15,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6,4,0,0,0,24,10,0,0,0,0,0,9,0,0,0,0,0,0,0,9,4,0,0,0,0,12,14,7,0,0,0,0,22,0,0,0,0
LGA13450,1279,2315,1087,1187,722,366,6950,111,79,32,17,13,3,248,8,8,3,0,3,0,21,120,87,31,14,13,4,271,377,239,94,57,14,21,798,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,4,0,0,0,0,10,388,241,94,55,14,21,808,29,8,3,0,0,0,36,3,0,0,0,0,0,3,11,10,5,3,3,0,32,42,17,4,5,3,0,70,0,0,0,0,0,0,0,1822,2654,1218,1258,754,396,8102,1508,2470,1088,1157,725,337,7288,209,132,52,41,18,3,460,21,19,12,10,4,0,58,230,155,63,46,22,5,522,282,144,57,61,23,10,575,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,286,145,56,61,23,10,586,32,13,0,0,0,0,41,0,0,4,0,0,0,3,3,0,3,0,0,0,5,36,14,5,0,0,0,59,0,0,0,0
LGA13510,956,1522,548,513,291,132,3966,82,16,3,0,3,0,106,0,3,0,3,0,0,14,84,22,0,3,3,0,115,65,22,5,4,0,0,96,13,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,82,26,5,4,0,0,111,16,4,0,0,0,0,25,0,0,0,0,0,0,0,14,8,8,3,4,0,34,34,13,3,3,3,0,53,0,0,0,0,0,0,0,1150,1581,561,523,300,134,4250,1075,1624,516,445,262,124,4047,35,17,3,0,0,0,54,3,5,0,0,0,0,9,39,22,3,0,0,0,60,127,43,0,0,0,0,174,12,0,0,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,8,137,53,3,0,0,0,193,12,7,0,0,0,0,20,0,0,0,0,0,0,0,15,8,10,3,5,0,33,29,15,10,3,5,0,55,0,3,0,0
LGA13550,893,1463,581,567,307,146,3952,18,4,4,0,0,0,33,7,0,0,0,0,0,5,26,4,5,0,0,0,37,223,55,12,0,3,3,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,228,55,12,0,3,3,297,14,9,0,0,0,0,30,7,3,0,3,0,0,12,9,6,0,5,0,0,17,31,17,0,3,0,0,54,3,4,0,0,0,0,13,1171,1547,595,575,313,154,4355,924,1441,613,592,296,146,4009,76,34,3,3,0,0,113,0,7,0,0,0,0,8,78,34,3,3,0,0,124,199,66,16,4,0,0,284,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,0,0,0,0,8,205,72,16,5,0,0,305,23,8,0,0,0,0,29,0,0,0,0,0,0,0,3,5,4,4,0,0,19,24,13,4,4,0,0,51,0,0,0,0
LGA13660,475,828,255,245,124,65,1990,15,7,0,0,4,0,20,0,3,0,0,0,0,5,13,12,0,0,4,0,25,27,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,36,17,13,0,3,0,0,31,4,0,0,0,0,0,5,4,7,0,0,0,0,18,22,23,0,3,0,0,55,3,0,0,0,0,0,3,537,868,256,247,131,66,2107,553,746,232,229,120,49,1924,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,34,5,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,32,5,3,0,0,0,46,10,10,0,0,0,0,24,4,0,0,0,0,0,4,6,9,0,0,3,0,16,22,12,0,0,3,0,37,0,0,0,0
LGA13800,2599,5351,3080,3581,1860,884,17350,562,371,135,93,25,21,1201,127,158,69,39,15,0,417,685,531,203,136,34,24,1619,442,204,46,24,9,0,727,23,6,3,0,0,0,28,0,0,0,0,0,0,0,14,12,7,0,0,0,34,476,222,56,24,10,0,788,103,46,8,3,3,0,160,13,3,3,9,0,0,25,27,15,6,3,0,4,48,135,58,11,14,10,7,236,0,3,3,0,0,0,3,3901,6166,3357,3753,1909,912,19997,2817,5526,3240,3506,1802,990,17883,635,405,163,86,36,15,1346,210,207,103,56,16,6,599,851,612,268,148,48,18,1939,360,165,53,18,13,0,611,37,25,10,0,0,0,75,21,7,0,4,0,0,37,30,5,3,3,0,0,43,443,203,67,30,13,0,764,96,47,3,8,0,0,154,3,0,0,0,0,0,10,41,14,7,5,0,0,76,144,69,11,17,0,3,242,3,3,0,4
LGA13850,314,379,173,149,85,54,1149,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,52,35,12,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,12,3,0,0,104,9,3,0,0,0,0,10,3,0,0,0,0,0,3,3,0,0,0,0,0,5,14,3,0,0,0,0,16,0,0,0,0,0,0,0,377,414,183,155,92,54,1277,313,373,157,129,67,42,1077,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,49,19,3,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,3,0,0,0,76,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,7,0,0,0,0
LGA13910,1554,2254,879,815,488,244,6228,155,40,14,8,3,3,232,0,3,0,0,0,0,3,155,45,14,13,3,3,236,136,69,19,8,3,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,14,139,73,19,7,3,0,238,27,15,4,0,0,0,40,3,3,0,0,0,0,6,15,10,0,5,3,3,33,44,27,4,5,3,3,83,3,0,0,0,0,0,5,1897,2393,917,847,493,250,6792,1668,2394,837,834,447,250,6425,158,46,10,8,0,0,230,3,0,3,0,0,0,7,160,46,10,11,0,0,237,168,49,5,5,0,3,232,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,176,49,5,5,0,3,242,27,7,0,0,0,0,36,0,0,0,0,0,0,3,11,4,3,3,0,0,22,39,19,3,3,0,0,63,0,3,0,3
LGA14000,4038,9704,6352,8482,3779,1431,33784,485,335,131,104,27,0,1085,678,844,520,451,104,35,2625,1164,1177,649,555,127,36,3704,814,384,120,79,26,4,1426,953,751,329,172,34,15,2242,981,1081,475,267,51,20,2870,61,29,6,4,5,0,109,2803,2249,932,517,110,34,6649,50,22,12,4,4,0,92,28,0,0,10,0,0,36,24,25,17,17,7,3,92,106,50,26,31,11,7,224,0,0,0,0,0,0,3,8116,13172,7957,9585,4030,1512,44367,4239,9952,6621,8836,3906,1472,35030,740,469,113,85,36,10,1450,471,672,459,458,123,36,2206,1208,1143,567,542,156,44,3658,778,285,111,68,19,3,1265,866,837,371,234,39,18,2360,974,1138,727,409,61,25,3328,73,36,9,13,5,3,133,2694,2286,1212,723,121,47,7085,54,20,13,0,4,0,92,3,0,0,0,0,0,3,22,17,12,11,4,0,62,79,35,17,12,6,0,154,9,13,8,3
LGA14100,400,821,464,637,311,116,2740,16,21,8,3,0,0,53,101,185,78,49,20,0,438,119,204,86,54,21,3,486,233,123,26,21,3,0,410,181,141,38,15,6,0,383,170,43,10,3,0,0,222,3,5,0,3,0,0,9,587,308,69,41,13,3,1023,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,12,3,0,6,0,0,0,19,4,5,4,7,3,0,27,1110,1344,631,742,346,127,4294,445,835,486,672,351,130,2924,23,25,16,11,0,0,76,100,145,67,43,8,0,370,121,169,76,58,14,0,442,199,160,44,19,3,0,430,201,134,47,26,3,0,403,174,59,16,0,0,0,250,3,0,0,0,0,0,4,579,357,101,45,4,3,1085,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,10,6,0,0,0,33,11,10,6,0,0,0,38,0,0,0,0
LGA14170,4493,7770,4607,4188,1588,819,23474,2524,3768,1561,1023,243,80,9197,1849,2891,1481,1016,252,92,7575,4365,6658,3051,2044,491,164,16778,4009,2826,942,412,125,48,8360,4260,3423,1138,499,143,35,9496,1779,1538,426,217,46,8,4021,114,76,27,11,7,4,232,10162,7861,2532,1139,322,96,22109,3,8,4,3,0,0,18,30,3,0,0,0,0,32,256,255,99,64,27,17,725,285,266,105,71,24,14,770,5,18,3,4,0,3,35,19319,22576,10293,7447,2432,1100,63160,4206,7386,4697,4675,1659,801,23430,2440,3762,1843,1327,315,90,9771,1761,3026,1612,1264,317,98,8077,4201,6790,3452,2589,631,189,17851,4093,3141,1148,515,153,46,9088,4166,3668,1247,636,137,45,9901,2210,2079,613,246,75,17,5241,110,67,24,15,5,3,223,10580,8956,3029,1411,365,110,24452,0,0,0,0,0,0,3,3,0,0,0,0,0,6,206,256,121,83,35,13,725,213,259,121,83,42,13,733,38,43,14,16
LGA14200,1187,2028,765,694,406,180,5267,33,16,0,3,3,0,58,4,3,0,0,0,0,15,40,16,4,4,3,0,69,315,69,11,6,0,0,406,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,320,76,17,6,0,0,414,30,12,0,4,4,0,54,8,10,4,5,4,0,32,9,6,5,0,0,0,28,46,29,7,9,6,0,108,0,0,0,0,0,0,0,1595,2151,789,725,418,188,5869,1247,2098,825,717,382,203,5474,33,22,7,0,3,0,62,7,0,0,0,0,0,8,42,23,7,0,3,0,74,339,84,23,11,3,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,342,84,23,10,3,0,463,27,17,3,0,0,0,48,7,0,0,0,0,0,9,8,4,3,0,0,3,15,47,16,8,0,0,4,70,0,0,0,0
LGA14300,412,644,241,256,142,71,1777,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,8,0,0,0,0,29,6,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,27,8,0,0,0,0,39,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,448,656,242,256,146,71,1819,447,644,256,241,135,79,1810,47,4,0,0,0,0,52,0,0,0,0,0,0,0,47,4,0,0,0,0,55,11,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,4,5,0,0
