LGA_CODE_2016,C06_SH_0b_NPGH_2,C06_SH_0b_NPGH_3,C06_SH_0b_NPGH_4,C06_SH_0b_NPGH_5,C06_SH_0b_NPGH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPGH_2,C06_SH_1b_NPGH_3,C06_SH_1b_NPGH_4,C06_SH_1b_NPGH_5,C06_SH_1b_NPGH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPGH_2,C06_SH_2b_NPGH_3,C06_SH_2b_NPGH_4,C06_SH_2b_NPGH_5,C06_SH_2b_NPGH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPGH_2,C06_SH_3b_NPGH_3,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,15,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,32,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,21,0
LGA10900,0,0,0,0,0,0,3,0,0,0,0,4,168,5,4,0,0,178,325,31,10,4,0,369,102,17,27,3,0,157,9,0,0,0,0,9,612,52,43,11,5,720,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,53,41,14,5,764,3,0,0,0,0,3,9,0,0,0,0,9,146,7,0,0,0,155,312,45
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,11,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,30,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,0
LGA11100,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,34,57,11,0,0,0,75,13,5,9,5,0,32,3,0,0,0,0,8,107,21,12,5,0,145,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,19,28,7,0,0,0,37,4,3,0,0,0,9,0,0,0,0,0,0,53,18,3,0,0,68,3,0,0,0,0,3,12,0,0,0,0,12,202,40,17,3,0,260,19,15,3,4,0,46,0,0,0,0,0,0,11,3,0,0,0,15,251,58,18,4,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,99,29,4,0,560,0,0,0,0,0,3,3,0,0,0,0,3,33,7,0,0,0,35,47,28
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,11,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0
LGA11250,0,0,0,0,0,0,3,0,0,0,0,3,40,3,0,0,0,42,56,7,0,0,0,65,18,0,0,3,0,18,0,0,0,0,0,5,119,10,3,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,10,3,3,3,143,0,0,0,0,0,0,3,0,0,0,0,3,45,0,0,0,0,51,63,0
LGA11300,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,37,67,12,3,0,0,86,18,11,18,12,12,67,12,6,0,0,0,18,130,29,26,12,14,218,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,27,9,5,3,0,0,14,3,0,3,0,0,11,0,0,0,0,0,0,31,14,7,6,0,57,3,0,0,0,0,3,12,5,0,0,0,16,182,80,62,23,10,354,20,42,27,11,10,111,3,0,0,0,0,3,14,8,0,3,0,27,229,140,88,40,16,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,385,185,127,55,30,788,0,0,0,0,0,0,6,0,0,0,0,3,34,7,3,0,0,37,59,19
LGA11350,3,0,0,0,0,3,10,3,0,0,0,11,83,0,4,0,0,91,224,65,25,4,0,322,69,36,17,8,4,138,15,5,0,0,0,18,402,114,47,15,6,580,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25,42,23,5,0,0,69,3,3,3,0,0,8,0,0,0,0,0,3,70,28,7,0,3,106,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,32,12,3,0,0,0,22,0,0,0,0,0,3,3,0,0,0,0,3,42,7,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,14,3,0,0,0,19,0,0,0,0,0,0,532,147,54,19,4,760,3,0,0,0,0,6,11,0,0,0,0,11,98,8,0,0,0,106,215,68
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,29,0,0,0,0,31,7,0,0,0,0,7,0,0,0,0,0,3,65,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,72,4,0,0,0,71,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,21,30,0
LGA11450,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,15,113,9,3,0,0,125,73,6,7,3,3,95,7,0,0,0,0,7,212,17,12,7,3,244,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,242,19,14,7,3,279,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,21,113,15
LGA11500,0,0,0,0,0,4,5,0,0,0,0,5,49,0,4,0,0,49,408,38,4,3,0,458,91,36,9,3,0,134,14,0,3,0,0,24,567,71,20,3,0,664,0,0,0,0,0,0,0,0,0,0,0,0,78,3,4,0,0,81,87,6,3,4,0,101,6,6,4,0,0,16,3,0,0,0,0,3,181,9,6,4,0,200,0,0,0,0,0,0,4,0,0,0,0,4,40,0,3,0,0,49,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,48,3,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,795,91,33,8,0,922,0,0,0,0,0,0,5,3,0,0,0,5,63,0,0,0,0,61,432,33
LGA11520,0,0,0,0,0,0,4,0,0,0,0,4,94,5,3,0,0,105,136,32,14,3,0,187,19,11,12,3,3,51,13,0,0,0,0,10,267,52,26,4,0,346,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,59,27,12,4,0,0,46,5,0,0,0,0,7,0,0,0,0,0,3,90,13,3,0,0,114,0,0,0,0,0,0,8,0,0,0,0,13,435,39,12,3,3,491,109,79,28,8,3,223,0,3,3,0,0,8,0,0,0,0,0,3,559,121,42,12,3,731,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,21,0,0,0,0,0,0,926,181,77,13,8,1215,0,0,0,0,0,0,3,0,0,0,0,3,54,9,0,0,0,64,86,42
LGA11570,0,0,0,0,0,3,14,0,0,0,0,14,272,12,0,4,0,294,446,72,18,0,3,543,129,43,30,19,11,232,34,8,5,3,0,44,887,136,55,27,14,1120,0,0,0,0,0,4,8,0,0,0,0,8,101,10,4,3,0,118,109,19,10,3,3,137,17,3,6,5,0,37,7,3,0,0,3,12,243,37,21,11,8,314,5,0,0,0,0,5,36,0,0,0,0,41,703,93,47,23,4,866,41,18,17,8,0,81,3,3,0,0,0,8,33,3,5,0,0,47,826,120,65,29,3,1047,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,12,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,16,5,3,0,0,18,0,0,0,0,0,0,1966,300,144,63,29,2497,7,0,0,0,0,3,17,0,0,0,0,19,274,17,0,3,0,285,403,103
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0
LGA11650,4,0,0,0,0,4,28,0,0,0,0,27,519,9,3,3,0,539,1060,108,33,10,0,1206,331,60,48,19,3,474,51,6,0,3,0,63,1999,186,87,34,3,2309,0,0,0,0,0,0,0,0,0,0,0,0,150,7,0,0,0,160,188,33,7,0,0,225,10,9,3,0,3,17,3,0,0,0,0,5,355,44,14,0,3,416,0,0,0,0,0,0,12,0,0,0,0,10,185,4,0,0,0,196,79,18,0,0,0,98,5,3,0,0,0,8,9,0,0,0,0,11,291,25,4,0,0,321,4,0,0,0,0,4,4,0,0,0,0,4,36,0,0,0,0,36,7,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,60,0,0,0,0,61,0,0,0,0,0,0,2697,261,108,36,10,3109,6,0,0,0,0,5,29,3,0,0,0,28,479,14,6,0,0,494,1044,109
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0
LGA11720,0,0,0,0,0,0,4,0,0,0,0,4,98,3,0,0,0,102,167,8,3,0,0,176,31,3,0,0,0,40,8,3,0,0,0,12,312,18,4,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,17,4,0,0,367,4,0,0,0,0,4,7,0,0,0,0,7,112,4,0,0,0,119,184,16
LGA11730,0,0,0,0,0,0,12,0,0,0,0,12,100,3,0,0,0,105,150,17,0,0,0,169,63,5,3,0,0,77,11,3,0,0,0,15,331,28,12,3,0,368,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,43,6,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,47,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,416,34,9,3,0,461,0,0,0,0,0,0,7,0,0,0,0,11,95,0,0,0,0,98,206,13
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,18,4,0,0,0,27,3,0,0,0,0,5,0,0,0,0,0,3,38,3,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0
LGA11800,3,0,0,0,0,3,4,0,0,0,0,11,100,7,0,0,0,104,253,38,13,3,0,304,87,20,11,0,0,128,9,0,0,0,0,12,460,68,28,6,3,565,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,77,47,20,3,3,0,68,6,0,0,0,0,5,5,0,0,0,0,5,130,21,8,3,0,162,0,0,0,0,0,0,0,0,0,0,0,0,121,0,4,3,0,125,28,12,4,0,0,38,0,0,0,0,0,3,5,0,0,0,0,8,159,14,9,3,0,181,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,19,0,0,0,0,0,0,774,99,44,12,3,927,0,0,0,0,0,0,4,0,0,0,0,3,104,3,0,0,0,108,240,45
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,12,0
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,9,10,3,0,0,0,10,0,0,0,0,0,0,24,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,15,0
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,22,42,0,0,0,0,43,13,0,0,0,0,12,4,0,0,0,0,4,84,4,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,3,0,0,0,101,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,37,3
LGA12380,0,0,0,0,0,0,7,3,0,0,0,11,191,17,3,3,0,215,308,63,19,7,4,404,64,24,20,15,11,140,32,0,0,4,0,34,599,112,47,32,17,804,0,0,0,0,0,0,0,4,0,0,0,7,52,3,0,3,0,60,72,19,7,0,0,99,4,3,3,4,0,15,3,0,0,0,0,8,133,24,11,7,4,180,4,0,0,0,0,7,21,3,3,0,0,31,441,90,49,12,9,590,58,50,41,11,12,176,0,3,6,3,3,16,28,4,5,3,0,43,555,152,103,33,25,863,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,8,4,3,0,0,13,0,0,0,0,0,3,1298,298,164,65,39,1868,8,0,0,0,0,8,15,3,0,0,0,19,152,11,3,3,0,171,296,80
