LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA12950,26,0,29,0,0,55,9,0,6,0,0,20,26,3,19,3,3,62,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,7,71,4,63,11,8,154,21,0,14,0,0,36,8,0,11,0,0,17,23,0,12,0,0,36,23,3,18,0,7,51,9,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,10,83,7,66,0,11,162,25,0,10,0,0,32,0,0
LGA13010,32,3,26,3,0,62,17,0,11,3,0,29,43,4,49,3,4,98,26,3,33,3,0,69,3,0,3,0,0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,10,130,9,134,7,10,293,20,3,18,3,0,41,4,0,0,0,0,7,26,0,13,3,0,44,43,0,29,5,4,91,29,0,25,0,0,49,12,0,24,0,0,33,4,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,135,10,114,9,13,286,21,0,9,3,0,38,4,0
LGA13310,41,3,33,0,5,84,27,3,11,0,4,46,100,3,61,3,7,174,152,17,160,11,22,364,35,9,69,8,5,127,23,7,50,7,5,93,3,0,10,0,3,17,7,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,3,14,3,0,41,416,51,408,31,62,958,44,7,29,5,3,84,8,0,6,0,0,11,62,9,28,0,12,105,87,10,49,5,14,171,56,8,58,3,16,148,90,13,106,14,13,236,41,23,83,8,11,167,10,6,37,7,3,57,9,0,3,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,6,0,0,34,426,80,408,47,74,1031,34,3,15,5,4,63,0,0
LGA13340,50,5,47,3,3,106,14,0,4,0,4,25,29,4,28,7,3,68,15,3,27,0,0,50,9,0,5,0,0,19,3,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,20,136,21,125,15,13,302,37,0,36,4,0,75,4,0,0,0,0,4,23,3,13,0,0,46,30,0,30,4,4,67,14,0,17,4,0,31,9,0,15,0,0,29,3,3,18,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,9,3,0,21,122,18,147,13,13,306,33,3,33,0,0,74,0,0
LGA13450,55,11,61,3,9,140,9,0,8,0,3,25,94,7,73,7,10,190,124,17,137,11,24,305,61,20,94,0,11,183,45,15,60,13,16,144,10,6,34,3,8,55,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,20,4,22,0,3,53,423,79,496,33,84,1125,42,9,44,9,12,112,5,0,3,0,0,10,83,5,68,4,5,164,107,13,107,8,19,250,52,9,76,3,11,155,97,11,113,11,15,248,39,9,54,4,12,111,10,15,39,4,3,74,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,3,0,37,452,76,531,49,76,1182,30,0,39,4,3,79,4,0
LGA13510,52,3,36,4,8,106,15,3,3,0,0,27,65,6,41,7,9,127,30,8,39,3,5,88,9,0,7,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,4,0,20,177,23,139,20,34,385,50,10,30,0,3,97,5,0,4,0,0,5,32,0,18,0,0,53,53,6,45,0,5,109,14,0,17,0,3,34,13,3,18,0,3,37,4,3,9,0,0,20,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,7,3,9,0,0,19,191,29,145,5,24,391,35,8,32,3,4,75,4,0
LGA13550,49,10,48,4,3,113,5,3,6,0,3,15,59,11,60,3,7,143,51,11,55,3,10,128,4,3,19,0,0,30,3,3,13,0,0,20,4,0,3,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,13,188,33,218,17,27,480,39,7,37,3,8,88,3,0,3,0,0,8,20,3,16,0,4,40,44,10,29,3,4,82,25,4,25,3,8,66,25,6,55,3,4,100,24,0,37,0,3,65,9,7,23,0,0,43,3,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,0,17,0,5,36,201,31,247,21,38,535,42,3,20,5,3,74,4,0
LGA13660,66,9,59,0,3,137,8,0,14,0,0,16,27,3,32,5,0,60,4,0,3,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,18,112,10,117,5,4,249,48,10,47,3,4,110,3,0,3,0,0,10,22,9,14,0,0,45,19,3,13,0,4,43,9,0,7,0,0,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,20,112,26,101,12,7,250,40,9,48,0,4,102,3,0
LGA13800,37,3,63,9,11,124,15,0,3,0,3,23,123,5,112,8,8,258,127,29,145,15,27,339,129,15,155,13,26,335,221,20,280,13,36,573,85,15,150,12,14,283,20,13,41,11,3,88,15,3,14,0,5,44,0,3,3,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,13,12,23,0,8,55,791,119,1009,82,143,2140,54,16,65,3,12,153,7,0,0,0,0,5,33,0,13,4,3,52,64,8,47,10,9,126,86,12,85,6,11,203,112,16,102,7,26,269,234,38,264,29,34,597,198,44,230,21,41,528,35,14,62,8,8,125,19,6,26,3,11,67,7,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,6,11,0,3,0,0,11,23,7,41,3,3,78,874,154,942,93,160,2239,50,15,50,4,11,128,4,0
LGA13850,24,7,26,4,0,59,9,0,3,0,0,11,26,3,29,5,4,66,6,3,4,0,0,16,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,65,11,75,9,7,166,14,4,27,0,0,46,4,0,3,0,3,9,24,0,11,0,0,32,10,0,17,3,0,32,3,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,62,6,60,3,6,142,14,3,8,0,0,32,3,0
LGA13910,77,14,74,10,5,182,15,0,10,0,0,30,74,9,64,5,5,155,68,4,66,5,4,155,16,6,34,4,3,66,7,3,15,0,3,33,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,7,17,4,3,42,280,43,282,31,29,669,65,10,56,6,4,140,9,0,7,3,0,20,41,7,23,0,3,78,69,10,54,3,6,142,39,3,46,4,5,96,31,10,54,0,0,103,12,3,26,0,3,45,0,4,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,0,12,0,3,26,286,43,286,23,20,656,65,0,56,9,7,137,0,0
LGA14000,96,6,82,14,12,205,17,0,0,0,0,24,70,7,33,8,7,117,64,6,40,6,8,126,67,6,38,7,5,118,340,16,246,30,19,646,675,68,691,61,62,1558,381,136,606,92,77,1288,82,71,206,49,41,443,20,13,71,15,3,126,8,12,17,8,0,42,3,7,16,0,0,28,0,0,0,0,0,4,9,7,13,4,0,32,32,12,30,8,3,87,1863,352,2097,293,239,4835,89,12,95,12,7,216,5,0,0,0,0,5,54,0,11,3,5,77,48,4,19,3,3,77,41,0,29,10,4,80,88,6,33,13,8,150,201,15,113,24,15,378,661,58,658,82,60,1523,415,110,699,91,81,1393,114,76,303,76,46,611,41,42,143,44,11,280,16,19,66,25,11,127,8,4,22,5,3,45,9,10,35,0,3,61,48,11,44,5,13,119,1838,362,2274,392,273,5137,81,18,63,16,8,190,3,0
LGA14100,10,0,13,3,0,28,4,0,0,0,0,5,30,0,3,0,0,35,4,0,3,0,3,13,3,0,3,0,0,12,17,0,7,0,0,19,42,0,12,6,0,63,39,7,37,3,3,81,26,3,26,6,0,70,13,3,19,0,0,33,11,3,15,0,0,32,3,0,11,4,4,15,3,0,5,0,0,9,11,5,21,4,3,41,8,0,0,0,0,8,220,21,177,28,20,469,9,0,11,0,5,22,3,0,0,0,0,4,23,0,0,0,3,27,19,0,0,0,3,19,3,0,0,0,0,5,9,0,3,0,0,13,17,0,6,0,4,29,36,0,29,3,4,72,35,0,34,0,5,74,30,0,36,3,7,79,19,5,12,0,4,40,9,3,17,3,3,33,6,3,13,5,4,30,7,8,32,5,3,64,5,0,6,0,0,10,222,20,201,25,43,507,7,0,12,0,4,26,0,0
LGA14170,116,16,95,14,27,257,29,4,9,0,7,49,157,13,51,13,19,253,445,18,157,29,38,679,525,27,261,36,25,872,1094,43,571,68,51,1821,1471,39,542,41,69,2161,1538,39,625,47,52,2302,602,19,290,23,26,958,194,11,140,7,8,360,78,3,80,6,7,177,29,0,38,4,3,76,11,3,23,3,0,35,32,4,34,4,3,76,102,11,50,4,14,181,6429,241,2952,299,346,10271,121,11,83,13,13,248,20,3,3,3,0,30,92,3,11,3,7,126,110,0,31,7,7,163,114,4,52,12,13,189,299,11,105,8,17,435,1006,30,448,40,46,1570,2062,62,847,79,69,3119,1402,34,602,53,44,2134,959,11,500,28,22,1523,433,14,317,22,18,800,185,9,194,7,13,408,94,9,112,16,9,235,114,14,152,22,12,311,133,7,49,12,13,209,7157,229,3499,321,309,11511,119,11,102,15,8,259,11,0
LGA14200,55,4,39,0,4,103,7,0,5,0,0,12,76,10,53,3,12,148,46,5,73,7,10,141,13,5,26,3,0,43,3,3,11,0,0,14,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,3,11,0,0,23,213,36,221,12,31,510,53,15,52,4,5,131,10,0,8,0,0,12,47,3,20,4,7,80,48,6,53,3,13,117,30,9,29,0,3,75,38,10,63,8,3,126,14,4,32,0,6,52,8,0,19,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,3,9,4,4,28,258,44,282,26,41,655,39,13,40,0,10,102,3,0
LGA14300,10,3,13,0,0,23,6,0,10,0,0,16,26,3,17,0,5,54,7,0,18,0,0,27,3,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,51,9,65,3,9,136,15,0,13,0,0,36,0,0,0,0,0,0,9,0,10,0,0,26,15,3,24,5,3,45,7,0,16,0,0,20,3,0,14,0,0,15,3,3,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,68,8,88,8,8,172,9,0,10,3,0,26,0,0
LGA14350,57,6,34,3,0,104,14,0,13,3,4,34,93,3,48,3,19,173,127,22,130,15,19,301,33,9,67,6,6,120,33,9,47,5,3,96,3,3,9,0,0,15,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,7,3,0,17,372,54,360,39,48,872,37,15,19,0,0,75,3,0,3,0,0,11,42,3,21,6,11,75,101,5,64,11,16,200,50,9,69,3,14,146,90,18,96,12,16,231,34,11,68,4,4,122,18,5,22,0,0,40,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,3,0,27,390,67,374,35,66,931,26,4,13,3,3,51,0,0
LGA14400,18,0,10,3,0,37,3,0,0,0,0,3,17,6,5,0,0,28,33,3,17,0,3,57,28,0,25,3,0,54,75,9,69,11,8,173,59,21,87,18,12,197,9,12,14,0,0,32,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,10,248,53,239,35,25,603,24,0,12,0,0,38,10,0,0,0,0,10,8,0,4,3,0,14,21,3,6,0,0,30,21,0,7,7,0,38,35,3,24,9,7,70,81,7,78,8,8,175,83,23,120,14,11,245,17,6,28,3,9,72,5,0,15,0,0,17,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,0,4,0,0,15,314,45,302,43,31,731,22,0,20,4,0,46,3,0
LGA14500,72,10,53,12,3,156,0,0,0,0,0,0,15,0,6,0,3,23,14,0,8,0,0,20,12,0,15,0,0,29,40,3,21,6,3,80,149,11,106,16,14,292,153,33,179,39,27,424,99,40,238,59,30,469,51,44,202,40,21,355,28,31,130,22,13,225,16,28,83,19,5,147,9,23,57,10,5,98,9,36,161,26,7,245,19,9,28,3,0,59,676,261,1281,259,146,2625,50,10,50,17,10,133,3,0,3,0,0,5,17,0,3,0,0,22,15,0,7,0,0,20,10,0,5,0,0,21,16,0,13,0,4,29,63,3,19,3,8,97,164,16,104,10,10,304,231,20,187,44,22,506,170,34,261,49,29,536,82,57,245,57,23,463,47,39,210,35,23,350,34,22,178,31,13,280,53,116,364,95,29,653,25,9,38,4,3,79,984,328,1680,343,174,3500,80,11,50,20,11,168,0,0
LGA14550,34,8,29,3,5,75,16,4,16,0,0,40,38,12,32,0,3,82,26,3,36,3,5,76,9,0,4,0,0,19,5,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,12,127,28,132,9,15,316,15,7,11,3,3,37,0,0,0,0,0,0,24,3,16,7,0,48,33,3,23,0,4,61,12,0,13,0,0,22,18,7,30,0,4,63,8,0,17,0,3,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,18,113,23,123,10,16,287,26,3,13,0,0,39,0,0
LGA14600,55,11,55,3,4,122,12,3,12,0,0,24,48,8,41,4,6,97,13,0,15,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,14,125,20,126,5,11,294,38,3,51,3,3,101,0,3,4,0,0,9,38,0,38,3,5,89,15,0,28,0,4,47,0,0,6,0,0,6,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,14,106,13,138,3,17,283,36,0,38,5,3,76,3,0
LGA14650,122,8,85,12,13,246,94,0,14,0,12,120,494,30,237,22,54,842,543,86,501,52,142,1321,372,53,478,39,88,1029,472,71,650,52,70,1314,194,60,309,30,42,644,70,24,129,20,31,263,10,0,17,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,0,8,0,3,27,57,12,47,9,14,134,2450,349,2474,240,468,5977,134,15,75,3,13,247,39,3,3,0,0,47,340,5,62,5,27,444,231,21,146,17,28,447,173,24,113,15,51,379,451,49,389,45,111,1036,711,97,837,67,117,1828,440,121,572,68,90,1290,101,43,195,29,35,412,22,8,36,13,3,75,10,5,15,4,0,35,4,0,7,0,0,8,0,0,4,0,0,4,11,0,7,0,3,23,57,16,34,5,15,124,2721,408,2493,271,496,6397,89,7,61,12,11,182,21,0
LGA14700,33,3,11,7,3,59,5,0,0,0,0,5,17,0,11,0,0,25,24,0,6,0,0,36,14,0,8,0,0,31,152,3,73,4,4,236,339,9,118,15,12,482,156,8,97,18,16,290,70,5,70,9,10,173,28,5,59,7,0,102,6,0,26,3,5,44,0,0,23,0,0,30,3,3,18,0,0,20,4,13,27,3,3,46,13,0,8,3,0,26,871,57,557,69,54,1604,22,3,13,0,0,39,0,0,0,0,0,0,11,0,3,0,3,20,11,0,3,3,0,21,7,0,0,0,0,8,13,0,4,3,7,22,76,0,29,3,4,112,338,10,197,11,13,573,199,12,105,14,12,336,81,5,105,11,3,209,49,7,67,6,4,136,19,0,55,3,4,80,11,3,38,6,0,51,20,21,85,14,7,136,19,3,14,0,0,37,882,62,715,73,56,1788,23,3,14,3,3,51,0,0
LGA14750,37,3,18,0,0,66,15,0,3,0,0,15,38,5,39,0,5,91,52,0,60,6,5,133,11,3,23,0,5,42,5,0,10,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,164,16,164,11,16,373,29,0,23,0,0,52,5,0,3,0,3,8,31,3,26,0,3,62,54,8,37,0,3,105,27,4,35,0,4,69,10,0,11,0,5,30,0,4,7,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,16,163,24,157,8,21,372,16,5,23,0,0,37,3,0
LGA14850,49,10,36,0,12,107,8,0,15,0,3,29,113,3,77,4,9,203,218,21,204,16,20,480,75,20,126,6,9,241,78,13,147,14,14,264,28,14,56,3,4,108,3,4,10,0,0,22,3,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,16,4,0,34,612,83,692,45,66,1493,35,6,33,3,6,79,8,0,0,0,0,9,48,3,18,0,7,83,78,6,54,6,13,163,88,9,60,4,8,166,111,17,119,10,20,280,148,26,240,16,16,454,46,18,102,7,9,186,7,3,13,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,0,9,3,0,31,595,89,658,50,87,1476,31,3,30,0,4,72,5,0
LGA14870,28,3,26,0,3,62,5,0,8,0,0,15,97,7,76,4,18,208,90,17,118,13,14,247,16,8,28,5,3,61,3,5,12,0,0,24,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,0,3,17,263,44,287,24,34,654,29,3,23,3,0,56,0,0,3,0,0,6,46,3,15,0,5,74,62,6,60,4,22,155,46,18,52,0,8,122,37,6,46,4,11,101,18,3,27,5,3,47,3,0,16,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,4,0,8,0,0,16,254,42,255,16,46,618,24,0,19,0,0,49,0,0
