LGA_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
LGA12380,15308,1009,1076,60,24,17480,11629,1725,2323,39,20,15735,4371,1447,6159,63,20,12060,1525,755,1653,5,3,3937,1988,299,652,34,4,2981,100,151,149,0,0,401,326,43,93,5,0,462,245,50,116,3,0,409,8548,2740,8824,116,26,20258,185,112,41,0,0,336,2676,510,2003,52,7,5247,38350,6092,14263,264,77,59051,14337,1493,1261,10,6,17112,12940,2954,3475,27,4,19400,4227,1796,6577,50,23,12673,1350,1097,1709,9,9,4173,2070,471,895,34,11,3484,156,198,209,0,3,569,369,47,142,13,0,575,211,45,99,8,3,357,8382,3645,9632,117,52,21824,262,79,99,0,0,442,2431,632,1770,43,7,4886,38358,8808,16227,200,70,63664,13518,1594,1382,55,31,16587,12168,3586,3437,81,65,19337,5188,2524,8464,129,92,16401,1097,1333,1716,10,7,4164,2168,534,1067,47,40,3860,103,258,266,3,3,637,418,110,167,14,8,715,192,56,89,4,4,341,9159,4822,11766,209,161,26119,213,104
LGA12700,1260,14,3,11,3,1294,1015,0,0,21,0,1039,179,5,10,0,0,193,25,11,6,0,0,36,169,11,8,3,0,195,3,3,0,0,0,12,37,3,0,0,0,43,28,6,0,0,0,34,443,40,26,8,0,514,24,7,0,0,0,32,176,0,4,6,3,189,2917,61,29,45,3,3060,1327,5,9,9,0,1348,1100,0,0,8,0,1104,212,10,12,0,0,228,24,9,0,0,0,37,215,4,7,4,0,229,4,12,0,0,0,13,42,0,0,0,0,45,26,0,0,0,0,27,522,34,20,6,0,582,30,6,0,0,0,37,155,8,0,8,0,168,3134,56,30,21,0,3244,1361,3,3,19,9,1402,1195,0,0,10,4,1217,211,6,26,4,0,243,24,0,0,0,0,31,202,0,9,5,3,219,0,0,0,0,0,3,36,0,0,4,4,47,32,0,3,3,0,38,515,11,31,18,10,575,15,5
LGA12730,1235,27,59,27,0,1349,1096,11,20,5,0,1131,263,28,138,7,0,439,94,3,22,0,0,118,139,8,25,5,0,176,16,0,23,0,0,43,77,0,10,3,0,90,64,0,9,0,0,74,652,42,225,17,0,947,36,0,3,0,0,33,182,5,31,21,0,240,3206,90,335,70,0,3697,1272,29,23,39,5,1371,1031,11,7,11,0,1062,325,79,56,8,0,466,91,4,18,0,0,116,167,16,11,3,0,202,22,5,5,0,0,28,54,8,0,17,0,80,53,0,0,0,0,52,712,109,92,27,0,948,23,0,3,0,0,21,221,22,16,7,0,268,3249,178,139,90,9,3666,1235,6,43,26,16,1327,971,3,6,0,9,986,354,33,126,4,4,516,78,9,17,0,9,116,187,3,21,5,3,218,12,0,3,0,0,17,77,0,5,12,3,91,25,0,8,0,0,32,734,50,173,19,15,999,23,0
LGA12750,5847,382,197,292,0,6726,3129,99,60,55,0,3335,1181,219,251,7,0,1662,223,81,87,0,0,390,786,93,122,25,0,1029,130,4,16,0,0,156,99,14,17,83,0,218,105,15,9,7,0,135,2533,425,509,124,0,3591,90,39,21,9,0,157,544,61,56,59,0,724,12139,1009,841,545,0,14536,6049,339,214,224,8,6840,3281,92,67,24,0,3466,1244,272,336,14,0,1867,232,98,87,3,0,416,847,102,103,28,4,1094,100,11,8,0,0,125,93,12,20,74,0,197,86,11,15,9,0,119,2607,510,567,135,3,3825,80,52,25,10,3,172,708,111,112,110,0,1036,12720,1105,988,501,19,15339,6341,470,228,268,24,7329,3405,99,80,23,33,3634,1179,291,357,16,9,1863,231,92,103,3,6,427,869,88,109,25,14,1095,71,23,27,0,0,124,70,15,14,68,11,176,86,14,7,3,0,111,2501,521,620,122,33,3800,87,77
LGA12850,16306,838,882,55,8,18083,14462,1531,1200,9,9,17207,4227,1213,2764,62,6,8262,2178,1347,651,0,3,4181,1904,275,346,14,3,2542,138,115,68,0,0,323,475,68,105,28,0,682,259,43,68,0,0,376,9181,3060,4012,111,15,16371,161,32,27,3,0,224,2788,502,899,47,3,4244,42898,5958,7022,225,26,56132,15913,1412,824,34,15,18199,14495,2304,1297,17,13,18128,4452,1446,2798,44,12,8749,1973,1421,786,0,0,4179,2105,408,390,22,6,2919,171,143,103,0,3,421,459,95,112,43,0,715,220,45,61,3,0,325,9374,3555,4246,109,22,17311,275,47,48,0,0,370,2489,483,662,17,3,3653,42554,7805,7076,171,59,57666,16275,1065,979,105,18,18449,13484,1828,1126,80,27,16543,5540,1695,3630,126,100,11101,1590,1791,967,9,11,4372,2119,405,487,39,38,3083,128,158,154,7,3,447,498,101,136,52,8,793,185,40,73,3,3,303,10069,4190,5439,242,161,20099,252,82
LGA12870,1928,45,88,87,0,2152,1401,19,26,10,0,1457,267,36,109,3,0,420,34,4,12,0,0,52,270,15,51,6,0,342,3,6,16,0,0,23,80,4,10,17,0,120,47,0,6,3,0,57,707,64,207,37,0,1005,51,6,14,3,0,74,197,18,24,32,0,273,4286,155,353,168,0,4962,1900,60,113,64,5,2143,1424,21,47,3,3,1492,327,32,148,4,0,513,44,0,5,0,0,51,299,12,43,4,0,362,11,0,12,0,0,30,71,0,11,19,0,100,41,3,3,0,0,52,798,54,225,22,3,1098,29,9,9,3,0,42,230,14,29,36,0,310,4384,149,421,130,10,5082,1944,71,71,73,9,2169,1381,17,20,9,3,1434,401,55,131,3,7,593,27,0,3,0,0,37,281,18,34,4,3,332,6,10,3,0,0,16,63,6,4,13,0,79,46,0,5,0,0,55,829,87,177,22,8,1119,38,15
LGA12900,1390,7,36,54,3,1491,956,3,9,3,3,974,265,3,113,3,0,386,164,0,28,0,0,195,186,3,41,6,0,241,7,0,6,0,0,15,71,0,7,18,0,102,68,0,4,0,0,71,759,11,204,31,0,1002,35,0,3,3,0,37,165,0,19,10,0,192,3304,20,275,99,3,3702,1294,27,14,36,3,1370,1050,6,3,8,0,1067,277,67,88,0,0,432,144,3,18,0,0,165,233,9,21,3,0,268,6,3,11,0,0,12,83,0,4,6,0,94,52,0,4,0,0,55,796,87,144,11,0,1032,18,0,0,3,0,26,157,9,20,25,0,209,3315,127,179,78,4,3703,1282,29,5,42,3,1366,1033,5,3,12,3,1058,272,66,75,0,0,414,116,5,15,0,0,138,243,10,17,8,0,278,11,0,7,0,0,15,76,0,5,20,6,105,35,0,0,0,0,42,758,83,114,23,5,990,24,0
LGA12930,13747,1452,2123,21,11,17359,8647,1302,3381,24,0,13352,2233,808,5352,58,4,8462,445,388,442,0,0,1274,889,200,893,29,0,2006,74,26,40,4,0,148,89,39,52,3,0,180,178,37,101,0,0,313,3910,1493,6880,89,8,12386,172,19,65,7,0,255,1448,302,1293,28,4,3078,27923,4570,13741,168,30,46432,13167,1556,2482,22,3,17229,9445,1570,4349,18,5,15385,2277,761,5578,125,12,8753,424,519,427,0,0,1363,910,252,1137,48,4,2348,67,68,62,0,0,195,110,61,85,3,4,260,101,28,81,4,0,215,3901,1684,7368,174,18,13147,140,69,97,0,0,313,1106,277,950,23,0,2352,27757,5154,15243,234,29,48418,12356,1872,2496,30,27,16777,9339,1794,3892,30,25,15089,2475,992,7544,138,55,11206,312,462,493,0,4,1277,880,222,1277,45,20,2448,55,70,78,0,0,202,93,61,100,8,3,269,103,20,65,7,0,198,3919,1832,9563,200,84,15600,135,59
LGA12950,750,0,0,10,0,761,396,0,0,3,0,403,90,5,32,0,0,126,66,0,0,0,0,69,123,0,3,0,0,124,14,0,0,0,0,14,44,0,3,3,0,46,27,0,0,0,0,26,360,3,41,5,0,407,27,0,0,0,0,27,84,0,8,37,0,133,1612,6,51,52,0,1727,688,0,14,15,0,719,406,0,18,0,0,427,79,0,58,0,0,137,61,0,0,0,0,61,144,0,9,5,0,158,23,0,0,0,0,23,30,0,4,6,0,46,28,0,4,0,0,30,360,3,78,12,0,447,20,0,0,3,0,26,95,0,11,21,0,129,1572,3,115,56,0,1751,661,0,0,3,3,672,392,0,0,0,3,402,115,0,37,0,0,158,54,0,0,0,0,54,136,0,4,0,0,144,16,0,0,0,0,16,36,0,0,0,0,35,33,0,0,0,0,38,393,0,39,0,7,444,24,0
LGA13010,1566,6,17,13,8,1609,843,3,3,7,5,861,273,3,98,0,0,370,85,0,12,0,0,96,182,8,11,5,0,213,28,3,11,0,0,45,42,0,4,0,0,46,42,0,9,0,0,52,651,17,147,8,0,824,32,0,0,0,0,32,166,0,13,23,0,207,3260,31,176,49,9,3528,1534,17,6,16,3,1574,883,6,0,6,4,894,332,62,48,0,0,439,75,5,4,0,0,83,201,9,5,0,0,212,27,16,0,0,0,48,72,0,0,5,0,77,33,4,0,0,0,42,746,95,58,5,3,903,34,5,0,0,0,42,195,12,9,3,0,222,3390,129,77,26,7,3627,1427,3,9,29,22,1493,884,3,0,3,13,901,390,20,68,0,3,487,58,3,0,0,5,69,213,0,19,3,0,239,18,0,17,0,0,30,39,0,4,8,4,57,40,0,3,0,0,43,753,27,110,10,17,923,33,0
LGA13310,3444,161,39,53,0,3689,2920,71,21,9,4,3025,792,209,343,12,3,1364,507,15,77,0,0,601,493,50,38,23,0,600,32,31,6,0,0,68,92,3,12,38,0,141,70,3,7,0,0,87,1977,313,490,76,3,2850,36,27,0,0,0,69,454,27,46,41,3,567,8828,598,587,182,7,10199,3574,138,26,59,7,3799,3330,73,20,17,9,3460,899,240,288,18,8,1447,482,21,60,0,0,562,567,57,31,29,0,683,23,25,18,0,0,66,114,7,4,56,0,178,62,8,4,3,0,77,2144,354,405,99,8,3013,61,9,0,3,0,70,430,32,42,36,0,547,9542,608,494,221,27,10885,3657,187,20,34,10,3909,3424,93,19,18,8,3560,1164,333,221,11,7,1736,408,54,54,0,0,516,529,63,31,12,6,636,42,48,10,0,0,91,79,10,4,25,10,120,46,9,3,0,0,70,2264,518,314,51,31,3172,57,34
LGA13340,1557,3,6,11,0,1575,1190,7,3,9,0,1206,121,0,37,0,0,159,20,0,13,0,0,31,285,3,6,7,0,301,5,0,9,0,0,16,82,0,7,10,0,99,60,0,0,3,0,62,576,12,73,16,0,677,37,0,3,0,0,43,158,0,6,9,0,175,3520,16,93,46,0,3673,1548,0,0,13,0,1571,1222,3,5,3,3,1239,185,17,8,0,0,212,15,3,0,0,0,20,286,0,3,3,0,294,8,6,3,0,0,13,82,0,3,3,0,89,63,3,3,0,0,64,633,28,20,7,0,689,37,0,0,0,0,39,221,10,0,9,0,241,3660,41,28,42,6,3784,1538,7,3,7,12,1567,1312,3,0,3,13,1333,200,18,9,5,5,228,10,0,11,0,0,21,273,3,4,3,0,282,5,3,0,0,0,12,64,3,4,7,3,73,44,0,0,0,0,50,593,27,33,12,8,664,40,5
LGA13450,2818,51,84,43,0,3006,2142,54,54,5,0,2254,746,98,462,8,0,1320,284,17,51,0,0,352,432,8,64,12,0,520,60,9,16,0,0,82,144,16,17,24,0,195,105,0,11,0,0,123,1767,151,621,50,0,2594,47,3,4,3,0,52,425,27,175,15,0,639,7201,282,935,114,0,8539,2694,110,87,35,0,2930,2427,70,58,0,0,2552,905,250,280,3,0,1436,284,10,43,0,0,334,481,39,51,4,0,580,37,7,19,0,0,62,140,17,24,22,0,190,93,8,9,0,0,111,1940,327,417,28,0,2715,52,9,3,3,0,63,515,58,105,22,0,696,7632,569,665,88,0,8958,2704,100,66,51,17,2938,2351,39,45,3,12,2450,910,160,499,13,11,1587,235,26,50,0,0,306,475,29,56,8,10,577,19,3,26,0,3,55,132,17,41,27,6,216,47,6,11,0,0,61,1816,242,678,40,31,2810,41,16
LGA13510,1911,41,7,20,0,1982,1164,4,9,11,0,1179,199,37,40,9,0,274,194,4,33,0,0,232,212,14,17,14,0,258,4,0,0,0,0,5,86,3,5,16,0,114,78,0,0,4,0,84,774,63,92,34,0,968,36,0,0,3,0,42,147,9,9,10,0,172,4034,119,116,77,0,4347,1919,27,35,26,0,2007,1199,3,5,8,0,1211,241,10,89,7,0,346,174,0,24,0,0,204,239,11,23,15,0,286,0,0,0,0,0,0,87,3,5,10,0,112,64,0,0,3,0,63,806,22,146,34,0,1011,40,3,4,4,0,47,207,3,26,5,0,243,4167,65,210,78,3,4519,1874,35,13,37,12,1981,1151,4,3,8,6,1173,295,62,38,8,4,412,170,4,8,0,0,183,273,14,15,14,3,315,0,0,0,0,0,3,77,3,4,3,0,92,53,3,0,3,0,58,863,89,72,24,11,1063,36,15
LGA13550,1709,14,35,35,3,1794,1145,8,14,4,4,1179,341,18,125,3,0,490,147,0,31,0,0,182,290,0,40,4,0,336,20,0,20,0,0,41,103,0,6,11,0,119,68,0,5,0,0,77,962,18,239,19,0,1247,57,0,3,0,0,57,190,0,29,7,0,231,4067,39,318,74,13,4513,1617,30,43,31,0,1717,1253,8,12,9,0,1277,439,44,150,8,0,643,131,8,30,0,0,169,296,3,42,0,0,342,26,7,13,0,0,47,108,3,11,8,0,134,51,0,0,0,0,48,1050,69,254,15,0,1383,33,14,0,3,0,53,242,12,22,37,0,317,4191,138,329,93,0,4752,1496,36,19,21,4,1572,1327,6,10,5,10,1359,590,73,134,7,3,813,90,3,29,0,3,126,272,10,29,3,8,315,24,9,8,0,0,41,96,3,10,12,3,119,54,3,3,0,0,64,1126,103,214,21,18,1475,29,15
LGA13660,1050,7,0,47,0,1101,423,3,0,11,0,435,63,3,10,3,0,81,3,3,4,0,0,12,179,0,4,3,0,184,3,0,4,0,0,12,116,3,4,15,0,138,84,0,0,0,0,83,446,13,32,18,0,505,35,0,0,3,0,38,90,3,3,8,0,111,2048,25,36,83,3,2191,963,0,0,30,0,991,442,0,0,6,0,457,83,0,11,0,0,95,5,3,9,0,0,22,164,0,5,4,0,173,3,0,7,0,0,8,117,0,3,3,0,133,72,0,3,0,0,76,445,3,38,11,0,497,36,0,0,0,0,35,76,0,3,0,0,84,1966,3,48,49,0,2074,945,3,3,48,3,998,418,4,0,3,3,425,109,10,8,0,0,119,3,3,7,0,0,14,188,8,0,0,0,199,7,0,3,0,0,13,109,0,0,4,0,114,62,0,0,0,0,69,478,16,20,5,0,526,34,0
LGA13800,5569,295,159,77,5,6107,8062,237,74,21,3,8391,1610,639,327,33,0,2607,518,165,110,0,0,801,776,87,58,21,0,938,34,36,5,0,0,75,321,69,21,75,0,488,107,14,7,7,0,134,3367,1017,527,128,0,5047,87,25,0,4,0,112,1040,123,89,233,0,1485,18120,1704,848,462,3,21142,5680,422,80,72,3,6261,8403,374,90,12,7,8881,1695,690,334,44,0,2760,458,149,102,0,0,713,831,131,68,22,0,1053,78,29,35,3,0,142,287,65,13,71,3,437,106,15,6,9,3,139,3448,1083,559,145,9,5245,112,12,15,3,0,149,951,124,66,63,0,1205,18596,2020,806,305,14,21743,5987,441,84,46,37,6588,8414,408,49,16,39,8928,1972,832,261,21,33,3112,461,229,8,0,3,701,722,103,37,5,19,889,55,39,7,0,0,107,168,34,3,60,13,283,86,14,0,3,3,110,3470,1256,317,94,68,5210,124,22
LGA13850,474,3,6,28,0,514,322,0,5,0,0,327,63,0,44,0,0,108,53,0,9,0,0,59,103,0,19,0,0,117,3,0,0,0,0,4,68,0,9,8,0,85,24,0,6,0,0,28,310,0,93,12,0,409,11,0,3,0,0,16,54,0,15,6,0,75,1174,4,115,48,0,1342,449,0,6,40,0,493,292,0,0,4,0,297,65,0,39,0,0,103,36,0,5,0,0,38,127,0,9,0,0,137,3,0,0,0,0,4,58,0,5,8,0,74,18,0,0,0,0,18,308,3,59,8,0,379,9,0,0,0,0,9,46,0,16,7,0,69,1109,5,81,60,3,1254,453,0,0,21,13,482,233,3,0,3,6,241,76,5,32,0,3,116,31,4,3,0,0,31,102,3,8,0,0,116,0,0,0,0,0,0,38,0,6,3,0,55,23,0,3,0,0,23,266,17,52,3,3,348,9,0
LGA13910,2857,66,35,46,0,2999,1826,23,15,15,0,1877,455,71,142,5,0,668,159,10,27,0,0,196,430,13,10,14,0,462,5,16,0,0,0,25,169,3,0,17,0,192,121,4,7,5,0,132,1344,123,180,42,0,1688,72,19,0,9,0,105,252,16,21,10,4,298,6345,243,258,117,3,6966,2894,49,41,40,0,3025,1917,11,19,7,0,1960,627,99,101,5,0,827,112,20,14,0,0,142,437,23,27,8,0,493,16,15,15,0,0,46,139,3,9,6,3,162,100,0,6,4,0,115,1438,158,164,22,3,1794,64,5,15,0,0,85,352,21,27,13,0,411,6665,249,261,81,10,7270,2732,90,54,39,16,2937,1962,31,14,9,6,2022,627,118,155,0,5,905,108,23,14,0,0,140,472,18,20,3,6,522,12,4,25,0,0,49,128,9,3,3,7,148,94,7,3,0,0,103,1450,177,216,12,14,1871,56,0
LGA14000,14188,1097,1024,105,0,16410,14898,1194,1228,40,0,17355,2505,656,2845,18,0,6021,127,217,246,0,0,586,1076,148,544,15,0,1780,82,63,220,0,0,363,143,46,47,16,0,250,157,27,44,3,0,236,4082,1152,3944,55,0,9236,211,173,305,0,0,694,1158,221,549,36,0,1964,34547,3830,7048,236,3,45670,14546,1096,1034,70,7,16749,15763,1182,1953,13,13,18917,2617,594,2489,25,8,5729,114,181,346,0,0,645,1152,162,587,26,3,1927,66,72,246,0,0,381,148,35,52,24,0,257,126,10,38,0,0,183,4226,1051,3752,78,12,9127,245,259,235,3,3,738,888,148,487,50,5,1579,35668,3734,7467,213,33,47112,14264,1177,1238,63,27,16765,15388,1307,1924,12,29,18661,2877,770,3160,27,36,6872,89,210,318,0,0,622,1043,163,531,16,26,1771,52,68,311,0,3,429,110,31,42,25,5,209,108,10,41,4,3,171,4272,1259,4406,66,67,10073,179,287
LGA14100,1406,190,194,0,13,1801,979,140,142,0,13,1279,198,105,248,7,0,562,7,0,254,0,0,262,76,22,58,9,0,160,3,3,15,0,0,23,0,13,5,3,0,18,24,0,14,3,0,44,310,140,598,12,3,1068,11,10,55,0,0,76,169,56,140,10,8,383,2879,534,1124,23,35,4597,1386,170,205,3,0,1767,1108,151,171,0,0,1434,218,84,297,16,0,610,11,0,276,0,0,284,89,31,64,15,0,201,17,0,17,0,0,32,12,5,6,0,0,22,16,3,5,0,0,23,358,123,668,31,0,1174,35,0,18,0,0,57,109,20,68,4,0,202,3003,460,1137,36,0,4636,1323,290,155,0,4,1778,1115,206,142,0,6,1472,203,170,278,5,3,655,0,0,273,0,0,278,77,35,57,0,3,177,5,0,18,0,0,22,5,8,8,0,0,18,17,0,5,0,0,24,307,212,637,8,9,1167,22,3
LGA14170,9703,4212,2443,87,6,16450,7925,5930,4158,93,5,18116,3235,4368,11282,325,8,19219,208,397,1315,8,0,1926,1344,1245,1875,192,5,4660,178,95,289,3,3,574,112,77,116,24,0,328,146,105,176,12,0,434,5221,6285,15055,562,16,27144,116,145,73,5,0,337,1896,1487,3099,207,4,6701,24854,18056,24839,955,42,68741,9644,4363,2671,72,10,16764,8305,6710,5477,81,27,20596,3180,4559,11864,321,54,19966,197,456,1365,5,0,2021,1294,1307,1938,194,22,4758,151,98,374,0,3,628,91,95,148,36,0,362,119,70,120,8,0,319,5024,6579,15804,563,79,28046,110,78,154,4,3,349,1326,1203,2509,127,6,5166,24405,18936,26607,851,121,70917,7533,6458,2998,100,52,17140,5955,8494,5053,122,59,19681,2192,5175,14429,536,150,22485,156,465,1438,0,10,2074,820,1359,2182,193,77,4632,88,88,336,4,4,526,56,81,145,23,14,329,71,71,167,10,5,330,3383,7248,18695,778,256,30363,83,110
LGA14200,2322,16,34,56,0,2427,1674,9,9,23,0,1724,375,12,165,10,0,563,170,4,40,3,0,220,333,7,47,7,0,396,31,0,71,0,0,105,93,3,14,31,0,142,93,0,12,4,0,108,1099,24,354,56,0,1535,64,10,5,3,0,79,250,9,32,26,0,317,5410,73,433,159,0,6079,2263,14,51,45,0,2370,1788,13,4,8,0,1817,559,31,204,3,0,795,159,0,41,0,0,206,343,3,39,8,0,394,23,0,67,0,0,89,97,0,14,42,0,154,93,0,4,5,0,105,1272,38,374,62,0,1750,50,14,3,4,0,68,250,4,40,7,0,302,5613,76,479,123,3,6295,2160,22,31,40,33,2291,1704,9,10,8,18,1754,691,73,192,0,8,968,161,7,27,0,0,197,384,10,30,3,5,430,22,25,37,0,35,110,72,0,11,30,3,117,60,11,3,0,4,75,1384,124,302,37,54,1899,34,3
LGA14300,766,0,3,6,0,775,605,0,0,0,0,605,136,0,14,0,0,150,63,0,15,0,0,79,80,0,3,0,0,85,24,0,0,0,0,24,27,0,0,13,0,40,24,0,3,0,0,23,353,0,32,18,0,403,10,0,0,0,0,10,111,0,3,3,0,113,1842,3,38,25,0,1907,713,7,3,7,4,731,642,0,0,0,0,644,160,25,6,0,0,194,54,3,0,0,3,58,125,4,0,3,0,133,8,6,0,0,0,17,26,5,0,3,0,31,25,0,0,0,0,23,397,40,12,4,6,456,10,0,0,0,0,18,111,6,0,3,5,122,1876,59,10,14,16,1976,682,8,6,3,3,699,630,4,0,0,4,634,210,11,19,0,0,244,39,0,7,0,0,46,124,0,5,0,4,134,3,13,0,0,0,15,20,3,0,0,0,28,24,0,3,0,0,24,422,31,29,0,9,487,23,0
