LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA12380,7431,17114,4974,593,30112,5955,804,1476,38350,534,879,374,35,1821,1197,81,152,3258,516,1182,423,55,2179,427,100,142,2842,1053,2057,794,91,3995,1624,180,297,6092,990,1485,687,133,3290,1911,320,713,6240,864,1261,642,130,2898,1305,264,473,4936,556,684,327,85,1648,671,275,383,2974,17,23,3,0,45,48,4,10,114,2427,3453,1655,347,7881,3938,863,1580,14263,5,11,5,0,21,5,0,0,29,0,3,3,0,6,15,0,0,21,22,66,20,0,116,58,13,36,219,29,87,31,0,143,70,13,32,264,14,29,6,0,56,14,3,4,77,10950,22741,7460,1033,42194,11604,1868,3390,59051,7236,17462,5034,639,30359,5764,841,1390,38358,761,1486,533,70,2856,1301,117,206,4482,706,1862,606,82,3265,678,155,229,4326,1463,3352,1144,154,6119,1982,271,436,8808,1239,1715,702,159,3819,1806,348,505,6479,1368,2016,877,189,4444,1522,349,591,6902,652,782,264,88,1787,427,230,248,2692,17,36
LGA12700,903,977,266,21,2161,581,41,135,2917,4,5,3,0,14,41,0,0,54,0,0,0,0,0,0,0,0,5,7,5,3,0,15,41,0,0,61,0,0,0,0,0,20,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,20,0,4,29,4,4,0,0,7,12,0,8,29,4,6,0,0,12,3,0,0,16,3,3,0,0,6,0,0,0,7,8,14,0,0,28,15,0,10,45,0,0,0,0,3,4,0,0,3,924,991,276,21,2210,660,41,143,3060,992,976,302,15,2296,680,50,117,3134,4,0,4,0,10,35,0,0,53,0,0,0,0,0,0,0,0,0,7,0,4,0,9,35,0,0,56,5,0,3,0,10,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,952,994,327,26,2295,722,68,115,3206,11,5,3,0,22,63,0,8,90,0,0,0,0,0,0,0,0,0,11,5,3,0,22,63,0,8,90,35,6,19,3,55,248,16,17,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,19,3,61,250,16,17,335,8,0,0,0,10,10,0,20,40,3,0,0,0,7,3,0,0,7,4,5,4,0,15,8,0,0,25,13,8,9,0,24,17,3,19,70,0,0,0,0,0,0,0,0,0,1012,1010,354,30,2405,1052,88,154,3697,960,862,366,30,2214,833,64,145,3249,13,7,8,7,33,125,7,11,173,0,0,0,0,0,0,0,0,0,13,7,8,7,33,127,7,11,178,18,3,4,0,27,98,3,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,4452,2965,1350,80,8838,2593,287,418,12139,193,51,66,3,317,277,12,26,627,87,30,44,5,167,165,18,30,381,281,85,109,8,478,438,34,53,1009,141,39,70,6,254,391,24,50,719,8,4,3,0,14,15,3,14,41,12,0,0,0,18,10,0,0,26,17,5,0,0,22,31,0,4,60,175,41,70,6,297,451,29,65,841,97,17,13,0,135,173,6,141,447,9,11,5,0,22,11,0,10,36,9,15,3,0,25,23,0,5,52,112,45,19,0,180,207,7,154,545,0,0,0,0,0,0,0,0,0,5022,3133,1552,98,9797,3687,360,692,14536,4673,2831,1329,80,8906,2911,269,631,12720,190,47,68,10,304,365,15,50,745,90,22,37,3,156,175,12,23,366,278,66,102,11,463,538,30,74,1105,173,42,85,9,304,475,21,81,883,13,7,4,0,20,31,0,4,55,0,0,0,0,0,0,0,0,0,8,0
LGA12850,7371,20907,6776,671,35726,5166,681,1328,42898,335,653,537,42,1568,543,45,110,2270,489,1542,854,90,2968,490,78,151,3687,822,2191,1392,130,4536,1030,122,261,5958,371,556,457,40,1417,819,82,156,2474,466,699,529,89,1789,861,131,307,3082,236,371,241,31,879,346,57,106,1389,6,18,13,3,35,26,0,8,74,1075,1648,1230,166,4124,2053,267,580,7022,13,11,3,0,27,49,0,32,112,3,0,0,0,9,5,0,0,14,12,21,20,0,59,28,3,12,103,23,35,24,4,92,82,8,42,225,3,5,13,0,20,6,0,4,26,9298,24788,9434,979,44495,8338,1075,2221,56132,7411,20108,7256,740,35516,5136,699,1205,42554,499,1129,619,60,2305,720,58,84,3171,582,1988,1071,98,3743,666,95,130,4638,1087,3119,1687,155,6052,1389,156,217,7805,368,531,444,49,1389,895,104,140,2532,477,810,572,72,1938,819,127,181,3064,233,356,212,43,841,347,47,55,1298,22,44
LGA12870,1502,1268,364,36,3170,930,76,104,4286,32,11,5,3,54,75,3,11,142,0,3,0,0,3,4,0,3,9,33,13,5,3,55,84,3,11,155,66,15,15,4,102,186,17,23,331,9,0,0,0,11,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,17,14,4,110,204,17,23,353,37,8,3,0,39,57,3,36,141,4,3,0,0,7,5,0,0,13,5,4,0,0,14,0,0,0,14,40,10,3,0,58,67,3,36,168,0,0,0,0,0,0,0,0,0,1653,1311,394,40,3396,1282,102,181,4962,1542,1150,383,28,3110,1033,96,145,4384,41,7,12,0,57,71,4,9,135,3,0,0,0,3,3,0,0,7,44,5,7,0,61,75,6,9,149,94,20,14,0,125,248,15,30,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12900,958,968,407,31,2365,775,62,93,3304,5,0,0,0,7,12,0,0,17,0,0,0,0,7,0,0,0,5,7,3,0,0,12,12,3,0,20,31,4,20,3,57,183,8,16,263,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,36,7,20,3,60,194,8,16,275,7,4,0,0,12,26,0,43,80,0,3,0,0,5,0,0,0,4,4,3,0,0,15,3,0,0,18,15,7,3,0,25,31,0,46,99,0,0,0,0,3,3,0,0,3,1006,986,435,35,2467,1009,69,160,3702,1020,879,383,36,2317,843,69,85,3315,24,7,3,0,33,78,3,0,121,3,0,0,0,3,3,0,0,10,26,9,3,0,35,85,3,0,127,18,0,14,0,32,126,4,9,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA12930,6465,12729,2733,342,22262,4398,477,785,27923,515,521,254,22,1308,798,60,86,2255,509,778,294,34,1617,565,50,86,2321,1026,1300,549,50,2927,1362,117,169,4570,571,479,321,49,1417,1071,137,288,2915,1213,1300,729,128,3381,1884,300,407,5974,1087,1164,506,121,2884,1149,440,281,4755,17,29,15,0,55,31,0,6,100,2892,2977,1570,303,7737,4138,878,989,13741,5,10,0,0,11,5,0,3,19,0,0,0,0,0,3,0,0,3,18,34,19,4,73,37,12,22,140,25,39,20,4,84,46,8,26,168,5,10,0,0,16,5,0,4,30,10408,17052,4866,694,33029,9945,1478,1977,46432,6291,13051,2926,370,22635,4033,489,602,27757,559,554,238,27,1372,1027,63,75,2542,552,1050,297,49,1948,486,87,82,2608,1113,1600,535,76,3327,1520,150,158,5154,675,676,303,64,1714,1036,149,175,3077,1596,1696,833,144,4264,1913,400,366,6943,1380,1233,578,112,3309,1167,504,202,5178,8,17
LGA12950,507,466,198,18,1183,356,18,47,1612,3,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,8,3,0,0,9,28,3,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,28,3,3,51,11,3,0,0,15,14,3,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,3,0,0,14,14,3,23,52,0,0,0,0,0,0,0,0,0,531,471,194,18,1220,403,22,77,1727,493,418,179,14,1104,380,21,64,1572,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,15,16,0,48,55,0,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,1051,829,351,35,2267,828,56,100,3260,6,3,0,0,9,16,0,0,28,0,0,0,0,0,0,0,0,4,6,3,0,0,8,17,0,0,31,11,4,12,0,30,133,3,8,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,12,0,30,135,4,8,176,3,3,0,0,8,9,0,21,36,0,0,0,0,0,0,0,3,5,5,0,0,0,5,3,0,0,8,4,5,0,0,13,8,0,23,49,3,5,0,0,11,0,0,0,9,1071,847,372,36,2327,997,64,143,3528,1096,760,365,42,2265,908,83,134,3390,8,3,7,0,17,82,0,6,119,0,0,0,0,0,10,0,0,13,11,3,7,0,18,98,3,6,129,8,4,5,0,17,46,3,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13310,2490,2690,1052,77,6304,2007,191,320,8828,85,47,65,6,203,204,17,26,452,28,17,20,0,66,69,6,5,144,110,70,82,10,266,271,28,30,598,53,10,25,4,93,316,27,60,497,8,0,0,0,13,54,3,5,81,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,3,14,69,12,25,4,108,380,32,70,587,12,7,3,0,22,42,3,53,119,3,3,0,0,9,3,0,0,6,9,4,3,0,20,18,4,7,52,31,12,6,0,50,67,11,55,182,3,3,0,0,6,3,0,3,7,2700,2788,1165,88,6743,2722,256,481,10199,2713,2753,1160,91,6719,2295,215,310,9542,78,57,62,4,210,292,21,20,540,14,9,12,0,36,19,3,5,65,95,69,75,4,247,313,24,23,608,34,11,38,3,91,277,10,31,408,4,0,6,0,13,22,0,6,37,0,0,0,0,5,28,0,4,42,3,0
LGA13340,1138,1125,332,27,2618,757,56,83,3520,0,7,0,0,9,5,0,0,16,0,0,0,0,0,0,0,0,4,0,12,0,0,14,5,0,0,16,11,3,8,0,15,69,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,19,71,0,0,93,5,9,0,0,11,3,0,16,35,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,12,9,9,3,0,24,11,0,14,46,0,0,0,0,0,0,0,0,0,1157,1142,339,29,2675,843,60,100,3673,1092,1154,327,26,2597,857,74,144,3660,8,0,0,0,5,33,3,3,41,0,0,0,0,0,0,0,0,0,8,0,0,0,5,33,3,3,41,3,0,3,0,5,15,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,1899,2857,690,75,5518,1279,151,256,7201,52,41,24,9,129,111,11,14,260,7,5,3,0,15,8,0,3,28,58,47,24,9,140,120,15,17,282,134,111,92,22,354,377,62,127,922,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,0,0,7,8,0,0,8,135,112,92,20,363,388,58,127,935,4,0,3,0,6,29,3,43,78,0,0,0,0,0,3,0,0,8,7,10,6,0,20,11,0,0,33,11,10,11,0,25,42,3,41,114,0,0,0,0,0,0,0,0,0,2096,3033,819,101,6050,1822,230,442,8539,2036,2752,758,83,5628,1508,153,337,7632,84,81,54,11,230,209,22,37,500,18,15,3,0,40,21,8,10,68,103,100,56,12,266,230,26,49,569,94,118,51,4,271,282,29,83,659,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA13510,1260,1216,416,49,2946,956,65,75,4034,12,7,3,0,21,82,0,0,106,0,5,3,0,11,0,0,0,14,12,10,6,0,30,84,0,0,119,12,7,10,0,26,65,3,0,96,0,0,0,0,0,13,0,0,17,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,12,7,10,0,26,82,3,0,116,4,6,0,0,6,16,0,22,49,0,0,0,0,0,0,0,0,0,8,5,3,0,18,14,0,0,34,9,11,3,0,24,34,0,24,77,0,0,0,0,0,0,0,0,0,1301,1240,433,52,3027,1150,73,102,4347,1370,1103,402,33,2909,1075,63,117,4167,11,0,8,0,20,35,0,4,58,5,3,0,0,9,3,0,0,9,17,4,8,0,27,39,0,4,65,30,0,5,0,46,127,0,16,184,0,0,0,0,0,12,0,7,17,0,0,0,0,0,0,0,0,0,3,4
LGA13550,1221,1257,460,40,2965,893,90,117,4067,3,4,4,0,11,18,0,3,35,0,0,0,0,3,7,0,0,9,5,6,4,0,12,26,0,0,39,27,11,23,4,60,223,16,23,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,27,11,23,4,60,228,16,23,318,10,3,3,0,13,14,0,11,39,3,0,0,0,3,7,0,3,12,0,5,4,0,9,9,0,0,15,15,9,4,0,24,31,0,22,74,4,0,0,0,7,3,0,0,13,1270,1277,487,43,3076,1171,109,157,4513,1188,1281,485,38,2992,924,95,181,4191,19,3,10,0,31,76,6,16,126,3,0,0,0,4,0,3,0,8,22,3,11,0,35,78,7,16,138,37,13,25,3,74,199,15,25,310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0
LGA13660,712,577,170,17,1484,475,34,55,2048,7,3,0,0,10,15,0,0,20,3,0,0,0,0,0,0,0,5,12,5,0,0,13,13,0,0,25,0,0,0,0,4,27,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,36,13,3,0,0,13,17,0,28,63,0,0,0,0,0,4,0,0,6,6,0,0,0,12,4,0,0,14,22,3,0,0,29,22,0,33,83,0,0,0,0,0,3,0,0,3,743,586,179,17,1528,537,40,85,2191,645,531,156,13,1339,553,31,41,1966,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,9,34,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,4364,7811,2090,122,14385,2599,370,771,18120,223,153,199,6,590,562,52,60,1263,100,88,54,9,249,127,33,19,434,325,241,255,16,838,685,94,80,1704,102,42,79,14,238,442,44,52,776,4,0,0,0,10,23,0,3,39,0,0,0,0,0,0,0,0,0,12,3,4,0,18,14,0,3,39,123,48,80,14,270,476,49,57,848,27,13,7,4,55,103,5,19,181,3,13,0,0,17,13,0,202,231,8,4,7,0,24,27,0,8,51,40,30,19,3,88,135,10,230,462,0,3,0,0,3,0,0,0,3,4848,8131,2449,152,15584,3901,515,1144,21142,4557,7750,2245,146,14692,2817,374,713,18596,241,173,232,10,654,635,51,58,1402,134,116,103,7,355,210,31,20,621,375,286,335,13,1008,851,78,81,2020,81,42,98,5,231,360,26,29,642,15,6,8,0,31,37,8,9,79,5,5,9,0,16,21,0,4,42,5,6
LGA13850,302,382,132,6,817,314,21,23,1174,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,16,9,13,0,38,52,8,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,13,0,38,59,8,13,115,3,0,0,0,3,9,0,31,42,0,0,0,0,0,3,0,3,3,0,0,0,0,3,3,0,0,5,3,0,0,0,9,14,0,29,48,0,0,0,0,0,0,0,0,0,322,392,147,6,869,377,32,63,1342,313,308,123,7,749,313,18,30,1109,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,7,4,9,3,22,49,4,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,1861,1975,667,61,4564,1554,119,119,6345,27,25,15,0,75,155,3,3,233,3,0,0,0,3,0,0,0,6,29,29,15,0,77,155,3,6,243,40,21,19,5,84,136,15,15,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,14,42,19,25,5,85,139,11,15,258,8,0,0,0,6,27,8,30,70,0,0,0,0,3,3,0,3,9,7,11,0,0,20,15,0,5,41,18,11,5,0,32,44,6,34,117,0,0,0,0,0,3,0,0,3,1946,2032,710,66,4759,1897,139,172,6966,1960,1888,709,62,4619,1668,138,241,6665,34,14,20,0,63,158,3,10,246,0,0,3,0,7,3,0,0,7,34,15,20,0,71,160,3,10,249,22,8,24,0,59,168,7,17,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0
LGA14000,8230,17637,3038,304,29207,4038,542,757,34547,263,201,112,8,579,485,16,46,1128,615,870,378,26,1890,678,55,87,2707,875,1068,485,37,2472,1164,71,126,3830,285,181,85,18,575,814,43,57,1487,470,421,235,32,1157,953,135,100,2345,771,619,275,67,1731,981,162,232,3100,17,13,5,0,43,61,3,6,112,1539,1239,604,120,3503,2803,344,398,7048,19,15,5,0,34,50,4,10,100,0,6,0,0,9,28,0,0,36,13,38,9,4,63,24,3,7,102,30,62,15,3,109,106,5,17,236,0,0,0,0,3,0,0,0,3,10683,20009,4143,465,35294,8116,956,1295,45670,8592,18207,3191,307,30295,4239,499,635,35668,387,199,102,8,693,740,17,27,1473,494,857,330,20,1705,471,37,43,2257,880,1051,433,32,2397,1208,54,73,3734,205,142,82,13,438,778,40,51,1319,557,515,264,30,1367,866,127,146,2511,879,988,312,47,2216,974,139,169,3496,26,26
LGA14100,683,1349,233,30,2300,400,41,141,2879,22,11,3,0,31,16,4,7,60,146,128,42,4,317,101,13,43,479,164,132,46,4,350,119,18,50,534,95,42,30,3,164,233,11,63,471,107,39,23,3,183,181,17,27,405,30,10,19,0,59,170,0,9,234,0,3,0,0,7,3,0,0,9,234,94,71,12,405,587,25,99,1124,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,3,7,22,3,9,0,0,10,3,3,5,23,12,14,0,0,23,4,0,5,35,1095,1598,358,47,3095,1110,85,300,4597,715,1468,227,19,2427,445,46,83,3003,20,24,7,0,50,23,0,4,83,124,107,28,7,255,100,9,10,377,140,128,38,7,310,121,11,13,460,117,53,31,3,207,199,22,28,458,106,48,32,0,191,201,13,19,422,38,6,29,4,73,174,3,3,258,0,0
LGA14170,5907,8684,2508,402,17512,4493,1466,1382,24854,2774,2095,788,152,5816,2524,860,623,9816,2140,1970,647,118,4877,1849,849,656,8237,4915,4066,1440,270,10695,4365,1714,1277,18056,1747,957,710,163,3576,4009,775,1140,9499,2117,1208,802,225,4353,4260,882,948,10444,1055,457,235,90,1839,1779,407,599,4618,40,33,21,3,98,114,24,37,273,4958,2650,1774,485,9854,10162,2087,2730,24839,8,4,3,0,12,3,0,0,20,0,0,0,0,5,30,3,3,34,156,136,58,23,375,256,94,180,904,165,138,65,23,386,285,95,185,955,12,8,3,3,23,5,4,4,42,15958,15546,5788,1180,38465,19319,5377,5577,68741,5651,9157,2551,419,17778,4206,1451,976,24405,2707,2679,876,165,6422,2440,907,527,10303,2278,2303,674,137,5389,1761,924,552,8629,4985,4985,1547,296,11813,4201,1839,1083,18936,2041,1167,726,179,4115,4093,884,903,9990,2430,1357,773,242,4797,4166,943,723,10620,1557,597,288,102,2544,2210,486,515,5752,53,27
LGA14200,1651,1621,635,62,3960,1187,119,140,5410,12,5,4,0,21,33,3,3,64,6,0,0,0,7,4,0,0,15,17,5,7,0,26,40,3,3,73,48,10,24,6,84,315,12,17,428,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,48,14,20,6,85,320,12,17,433,12,11,4,0,22,30,0,46,98,15,11,0,0,23,8,0,8,36,6,6,0,0,7,9,3,0,29,30,26,6,0,59,46,3,56,159,0,0,0,0,0,0,0,0,0,1741,1663,664,63,4137,1595,140,208,6079,1758,1616,684,50,4105,1247,116,143,5613,12,3,9,0,33,33,3,3,63,0,0,0,0,0,7,0,0,10,17,3,9,0,35,42,3,3,76,56,25,24,0,107,339,15,16,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14300,516,593,215,10,1333,412,25,70,1842,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,6,18,0,0,28,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,3,0,9,27,5,0,38,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,522,594,216,10,1346,448,28,87,1907,526,578,217,10,1323,447,34,72,1876,4,3,0,0,5,47,0,3,52,0,0,0,0,0,0,0,0,0,4,3,0,0,11,47,0,3,59,0,0,0,0,4,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
