LGA_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
LGA10850,0,0,3,679,908,338,334,197,102,2550,612,926,356,334,190,87,2507,16,7,4,0,0,0,30,0,0,0,0,0,0,4,14,13,5,0,0,0,34,44,9,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,58,3,0,0,0,0,0,3,0,3,0,0,0,0,4,3,11,3,0,3,0,16,11,16,3,0,5,0,27,29,0,0,0,0,0,29,709,961,368,335,190,93,2656
LGA10900,0,0,20,7183,9618,4350,4258,1815,812,28031,6092,9448,4164,4159,1849,772,26482,495,225,52,25,14,3,811,324,189,48,20,4,8,590,822,408,104,41,20,10,1404,289,98,21,14,5,0,428,97,36,8,0,0,0,140,7,0,0,0,0,0,10,11,3,0,0,0,0,10,397,134,24,14,4,0,582,7,4,0,0,0,0,11,0,3,0,3,0,0,7,13,11,5,3,0,0,32,25,15,5,4,0,0,53,51,35,11,8,6,0,109,7386,10043,4311,4234,1874,788,28630
LGA10950,0,0,0,315,337,138,139,77,38,1049,242,321,112,109,58,33,883,18,8,0,0,0,0,26,0,3,0,0,0,0,4,18,12,4,0,0,0,33,19,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,28,7,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,8,7,3,0,0,0,0,14,4,3,0,0,0,3,9,296,346,122,110,58,40,967
LGA11100,0,0,32,3466,4181,2639,2457,941,432,14121,862,1400,979,1307,605,333,5483,285,313,156,224,58,28,1065,236,251,234,259,90,36,1105,523,566,398,478,145,64,2175,546,412,301,214,77,31,1580,867,933,580,405,135,33,2949,923,1604,796,495,148,77,4042,4,4,0,0,0,0,8,2338,2945,1681,1114,358,134,8571,0,0,0,0,0,0,0,3,0,0,0,0,0,5,28,41,17,20,3,7,114,36,41,15,21,3,8,118,29,11,13,8,9,0,76,3783,4961,3087,2929,1121,542,16421
LGA11150,0,0,0,284,302,100,115,72,52,940,213,225,114,88,58,46,746,13,4,0,0,0,0,16,0,0,0,0,0,0,0,13,4,0,0,0,0,16,23,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,34,10,7,0,0,0,0,11,3,0,0,0,0,0,4,4,8,0,0,0,0,6,16,10,0,0,0,0,25,3,10,0,0,0,0,14,268,260,116,89,57,46,831
LGA11200,0,0,8,169,169,90,67,30,53,573,131,166,73,54,41,33,503,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,4,0,0,0,0,10,12,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,3,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,8,4,0,0,0,0,0,4,159,181,80,55,39,33,553
LGA11250,0,0,6,2509,2657,988,785,340,163,7436,2257,2460,927,717,295,141,6792,101,31,6,4,5,0,152,0,5,7,0,0,0,16,106,34,17,4,5,0,164,150,24,7,3,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,19,7,3,0,0,184,5,4,0,0,0,0,13,0,0,0,0,0,0,3,4,0,0,0,0,0,3,8,7,0,0,0,0,18,13,10,5,0,0,0,23,2532,2528,952,729,303,142,7184
LGA11300,0,0,13,2210,3034,2068,2053,881,474,10727,715,1220,878,1029,490,386,4711,181,185,135,135,39,21,700,206,296,222,305,148,101,1276,385,485,359,440,187,122,1978,307,244,159,93,37,15,857,400,525,433,305,110,44,1812,544,780,557,356,133,53,2428,8,9,7,0,0,3,27,1256,1565,1153,760,286,111,5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,11,4,3,3,50,23,10,7,4,3,3,50,26,29,12,11,3,4,84,2397,3303,2414,2243,966,629,11957
LGA11350,0,0,25,3090,4024,1782,1499,564,241,11196,2128,3387,1579,1414,557,198,9266,169,161,71,44,0,0,449,104,134,84,39,4,4,365,276,297,155,86,7,4,819,363,173,54,25,3,3,627,42,21,13,4,0,0,82,0,0,0,0,0,0,0,13,6,0,0,0,0,22,416,204,67,29,3,3,727,199,82,15,10,10,3,309,13,6,0,0,0,0,23,29,19,4,4,0,0,61,245,100,24,15,10,5,389,79,52,22,6,4,0,171,3132,4047,1845,1554,586,209,11368
LGA11400,0,0,3,1106,1774,622,629,383,195,4704,1026,1621,623,672,404,163,4510,25,4,0,0,0,0,25,0,0,0,0,0,0,0,25,3,0,0,0,0,30,57,14,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14,4,0,0,0,75,15,0,0,0,0,0,18,0,0,0,0,0,0,4,16,3,7,0,0,0,23,33,5,7,0,5,0,44,7,12,0,6,0,0,26,1144,1660,633,678,413,164,4686
LGA11450,3,0,24,2590,5170,3107,4208,1849,948,17876,2464,6216,4366,5373,2554,1331,22310,453,223,78,54,28,14,839,192,189,95,76,27,11,593,640,413,176,131,50,21,1432,105,38,8,0,0,0,157,26,10,0,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,7,135,52,8,0,0,0,195,31,14,0,0,0,0,47,3,0,0,3,0,0,9,3,3,0,3,0,0,12,34,23,0,9,4,0,71,24,22,6,11,11,0,68,3298,6721,4564,5522,2621,1358,24084
LGA11500,3,0,19,8853,13396,8954,8858,4235,2986,47288,5408,10868,7745,8250,4031,3014,39315,1439,1196,605,414,152,87,3896,1331,1177,789,586,278,213,4378,2774,2372,1391,1008,431,298,8272,500,323,105,52,19,10,1014,146,133,47,21,6,6,359,279,355,118,43,10,3,805,12,3,4,0,0,0,24,931,818,272,123,35,19,2202,0,0,0,0,0,0,6,8,3,3,3,0,0,11,13,18,8,5,7,3,65,23,20,15,11,7,3,82,42,40,12,11,3,3,109,9180,14114,9436,9396,4510,3341,49981
LGA11520,0,0,55,6459,9653,5142,4589,1623,557,28016,1787,3326,2263,3180,1285,549,12384,272,317,210,192,52,12,1060,390,647,404,372,75,35,1919,660,965,613,567,128,49,2978,1257,1295,452,310,55,7,3381,1026,1308,648,322,70,17,3389,2188,3952,1979,1046,241,77,9488,10,3,3,0,0,0,19,4484,6563,3079,1679,367,108,16273,0,0,0,0,0,0,6,0,0,0,0,0,0,0,70,134,55,22,13,9,304,70,142,55,22,13,9,306,62,45,26,17,7,3,159,7069,11033,6027,5465,1798,710,32102
LGA11570,23,18,243,21199,27494,18732,18821,9920,6997,103166,9303,15318,10769,12529,7218,6411,61550,1375,1086,642,568,274,171,4124,2212,2974,2558,2786,1563,1100,13185,3588,4061,3196,3349,1834,1273,17305,4099,3569,2280,1768,721,364,12804,2712,2845,2027,1537,600,286,10017,1169,1615,1009,746,277,124,4945,37,38,16,17,9,6,123,8017,8074,5340,4073,1615,778,27889,5,4,0,3,0,0,12,0,0,0,0,0,0,3,140,165,118,93,47,47,608,141,165,116,97,48,53,617,125,91,60,54,51,26,406,21173,27714,19482,20093,10765,8538,107772
LGA11600,0,0,0,282,354,122,121,62,43,983,241,349,123,116,56,32,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,0,0,0,29,11,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,0,0,0,26,0,7,3,0,0,0,9,272,374,135,115,56,35,986
LGA11650,0,3,137,31363,40002,17371,17351,7599,3518,117206,19068,32276,15728,16771,7581,3636,95068,4945,3237,671,376,111,37,9379,2250,1933,789,481,150,41,5647,7194,5168,1461,861,263,78,15026,3362,1862,505,240,70,29,6059,701,566,160,68,20,7,1522,673,666,165,78,15,7,1606,43,21,0,8,0,0,68,4777,3111,830,386,104,42,9260,535,243,63,38,12,10,891,10,10,6,0,3,0,29,63,71,45,31,7,3,228,614,325,112,69,14,9,1150,301,140,48,32,20,10,545,31956,41023,18179,18126,7982,3781,121048
LGA11700,0,12,50,268,241,87,63,37,49,738,199,140,74,65,28,41,548,8,3,0,0,0,0,19,0,0,0,0,0,0,0,8,3,0,0,0,0,19,7,6,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,0,0,0,0,0,15,4,10,0,0,0,0,13,228,159,85,64,27,41,605
LGA11720,3,0,13,4343,6296,2947,2694,1320,633,18229,3725,6037,2929,2761,1326,640,17418,691,373,125,63,16,4,1260,137,50,20,11,0,0,220,828,425,142,69,17,4,1482,209,58,11,7,5,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,58,11,7,5,0,293,9,7,0,0,6,0,24,3,3,0,3,0,0,9,19,6,3,0,0,0,30,32,15,7,4,6,3,57,38,35,20,10,4,3,116,4827,6567,3108,2856,1357,648,19368
LGA11730,0,0,31,5328,7599,2546,2187,1018,575,19258,4124,7012,2271,1892,976,548,16821,453,208,29,19,3,0,710,176,132,53,20,8,0,383,629,338,82,41,13,0,1093,547,225,58,19,3,3,855,41,30,3,0,0,0,77,8,3,0,0,0,0,10,3,0,0,0,0,0,3,598,262,61,22,5,3,947,275,151,17,4,0,3,450,39,20,10,5,0,3,82,26,23,4,4,0,5,65,344,199,34,15,8,7,600,48,61,14,9,9,0,145,5736,7871,2460,1970,1002,563,19605
LGA11750,0,0,6,527,592,212,217,117,61,1721,392,537,183,202,106,53,1481,14,8,0,0,0,0,22,0,0,0,0,0,0,0,14,8,0,0,0,0,22,77,23,3,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,23,3,0,0,0,105,11,3,0,0,0,0,16,3,0,0,0,0,0,4,3,6,4,0,0,0,14,18,9,4,0,0,3,33,0,0,0,0,0,0,0,503,580,190,203,109,55,1640
LGA11800,0,0,8,6934,9772,3719,3396,1527,724,26076,3868,7694,3214,3095,1435,789,20092,963,654,184,111,32,16,1958,516,495,201,91,37,15,1354,1483,1147,382,198,70,30,3315,1122,623,214,87,33,18,2095,159,98,33,16,7,3,320,151,114,21,12,0,0,301,11,4,0,0,0,0,9,1447,837,270,115,37,19,2729,337,170,27,11,4,0,549,27,19,0,0,0,0,47,10,19,0,4,3,0,36,373,199,25,16,11,0,631,111,106,27,25,12,9,280,7276,9993,3924,3450,1563,847,27042
LGA12000,0,0,0,376,566,168,184,128,67,1487,340,536,218,167,112,63,1440,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,19,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,29,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,9,0,3,0,0,17,371,555,217,171,115,65,1491
LGA12150,0,0,3,460,567,188,163,97,68,1535,372,461,185,129,74,53,1271,7,3,0,0,0,0,14,0,0,0,0,0,0,0,7,3,0,0,0,0,14,45,12,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,0,0,58,3,3,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,3,0,0,3,6,3,0,3,0,0,15,6,4,0,0,0,0,9,438,477,191,131,74,60,1370
LGA12350,0,0,8,1460,1757,581,519,295,136,4740,1177,1693,609,490,232,135,4334,85,52,10,11,3,0,168,3,4,0,0,0,0,3,86,57,10,11,3,0,171,162,43,6,3,0,0,216,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,43,9,3,0,0,225,15,6,0,0,0,0,23,0,0,0,0,0,0,0,3,4,0,3,0,0,6,21,4,0,3,0,0,29,22,20,10,7,0,0,53,1485,1815,635,511,243,136,4823
LGA12380,0,3,65,11660,15578,11345,11147,5865,4848,60437,5102,8282,6273,7228,4575,4636,36102,1181,751,500,555,196,122,3309,1114,1531,1475,1548,806,655,7119,2290,2282,1978,2101,999,776,10426,1440,1307,1051,875,351,189,5206,1631,1797,1551,1196,524,262,6956,919,1315,1127,885,403,324,4965,47,43,19,18,10,10,145,4030,4461,3746,2973,1287,775,17270,3,0,4,0,3,0,7,5,3,3,6,0,4,24,54,65,63,67,40,47,333,64,71,65,69,43,48,368,123,72,59,36,23,26,342,11610,15171,12124,12404,6923,6263,64503
LGA12700,0,0,0,742,1181,458,447,196,96,3116,714,1188,466,459,205,91,3133,18,3,0,0,0,0,23,0,0,0,0,0,0,0,18,3,0,0,0,0,23,23,7,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,3,3,0,0,39,14,6,3,3,0,3,28,0,9,0,3,0,0,11,5,0,0,0,0,0,6,19,12,3,7,0,3,43,3,4,5,4,0,3,22,779,1214,476,470,208,101,3257
LGA12730,0,0,5,1100,1262,426,384,194,101,3465,849,1167,383,362,183,66,3012,37,13,4,3,0,0,57,0,0,5,0,0,0,5,36,13,10,3,0,0,57,166,59,9,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,59,9,0,0,0,232,17,4,0,0,0,0,18,0,0,0,0,0,0,0,11,0,0,0,0,0,13,24,3,3,0,0,0,35,12,16,3,3,3,0,39,1083,1261,405,372,188,66,3376
LGA12750,0,0,12,4158,6133,1764,1315,622,341,14335,3174,5690,1483,1234,551,312,12447,435,249,45,17,5,3,752,217,172,35,13,3,4,445,649,416,80,31,11,10,1201,543,240,61,27,3,7,880,31,18,3,0,0,0,54,17,13,0,0,0,0,28,5,0,0,0,0,0,7,594,265,60,32,10,7,964,181,86,12,3,0,3,285,6,3,0,0,0,0,17,5,5,5,3,0,0,23,200,91,14,4,3,3,319,33,40,12,8,6,0,103,4654,6513,1652,1306,579,328,15032
