LGA_CODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
LGA10850,3,4,3,5,0,0,3,0,0,20,379,183,150,299,302,266,227,149,39,1987,0,0,0,0,0,0,0,0,0,0,39,25,6,29,21,9,8,7,0,147,0,0,0,0,0,0,0,0,0,3,553,265,191,297,307,211,152,75,16,2073,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,13,3,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,9,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,0,3,0,0,21,21,6,4,10,10,7,0,0,0,61,40,24,34,52,38,62,54,32,10,356,4,0,3,3,0,7,0,0,0,24,4,6,4,0,3,0,3,3,0,21,98,57,43,90,74,99,65,36,3,569,18,4,8,12,13,5,9,0,3,68,0,0,0,0,0,0,0,0,0,3
LGA10900,160,104,124,192,240,155,39,10,4,1036,2838,1695,1514,2323,2726,2450,1557,1134,439,16674,0,0,0,0,0,0,0,0,0,0,521,329,234,301,385,283,136,87,51,2326,70,33,28,17,32,29,19,13,11,240,3861,2200,1675,2438,2498,1992,1150,688,189,16690,21,7,4,8,18,10,15,5,3,98,100,38,49,108,84,63,60,30,10,538,50,39,35,46,62,38,37,16,4,336,60,45,13,28,34,25,11,4,4,235,55,37,28,64,77,79,81,50,11,480,0,0,3,3,3,3,3,0,0,19,13,13,12,23,28,15,11,8,0,125,275,187,132,145,153,74,15,12,3,991,328,267,215,363,500,485,317,227,109,2810,68,31,32,33,31,36,17,10,5,268,25,6,19,27,19,25,20,11,4,150,520,410,208,376,530,476,323,249,111,3206,425,309,170,237,313,151,85,36,3,1731,18,12,11,25,42,26,31,5,3,182
LGA10950,0,0,0,0,0,0,0,0,0,3,211,80,87,137,115,149,88,58,11,939,0,0,0,0,0,0,0,0,0,0,10,5,4,10,3,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,280,100,136,157,122,128,104,48,13,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,0,11,18,21,25,15,3,0,98,4,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,55,24,31,44,33,38,39,14,9,296,3,5,3,7,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
LGA11100,123,181,161,201,208,107,64,36,9,1090,553,405,526,628,666,561,413,433,196,4381,63,40,50,52,38,13,7,6,0,276,48,47,36,60,48,29,7,13,0,294,22,8,14,3,3,3,0,0,0,52,2390,1572,1603,1833,1603,1406,994,688,211,12303,12,6,8,10,3,0,0,0,0,39,546,353,509,540,399,526,499,226,58,3656,7,3,13,16,12,20,6,6,3,87,45,27,48,25,15,14,11,3,0,181,16,7,11,21,16,17,9,12,0,110,37,40,30,27,29,41,42,19,3,270,20,12,13,15,13,6,8,3,0,96,76,52,65,50,47,17,7,3,0,326,70,60,106,133,105,110,65,50,22,722,3,3,0,4,3,0,4,5,0,30,3,5,7,0,11,4,3,0,0,43,135,114,92,108,120,87,61,41,17,777,82,63,79,62,33,36,15,0,6,368,0,6,7,9,11,3,0,3,0,42
LGA11150,0,0,0,3,0,0,0,0,0,9,142,74,82,95,96,94,55,37,9,688,0,0,0,0,0,0,0,0,0,0,10,11,9,5,7,4,3,3,0,46,0,0,0,0,0,0,0,0,0,0,447,213,176,198,163,107,72,38,6,1426,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,10,3,7,0,0,0,46,8,6,29,18,30,26,23,12,4,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,8,17,19,16,4,7,0,0,87,43,9,12,14,13,12,4,0,0,105,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,157,75,73,107,91,68,35,33,3,649,0,0,0,0,0,0,0,0,0,0,9,5,0,0,3,0,0,0,0,17,17,4,4,10,0,4,3,0,0,40,139,74,52,98,78,46,28,23,4,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,0,8,0,7,3,4,3,8,9,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,5,3,6,0,0,0,33,10,3,4,0,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3
LGA11250,3,3,3,7,19,7,0,0,0,43,373,224,257,356,475,437,313,259,78,2774,0,0,0,0,0,0,0,0,0,0,42,27,17,28,32,46,44,33,5,272,0,0,0,0,3,0,0,0,0,11,879,567,463,651,778,631,539,328,85,4923,4,0,0,3,6,10,5,4,0,37,19,7,10,10,6,7,9,12,0,83,0,3,12,7,8,7,13,0,0,49,18,13,9,9,5,6,3,0,0,68,52,21,28,29,34,33,18,15,7,238,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,20,37,17,19,27,24,11,16,3,0,145,27,9,24,43,34,50,45,49,7,285,25,30,19,34,57,37,38,20,11,272,6,3,11,0,10,6,9,5,4,51,311,192,148,292,496,480,395,343,89,2745,52,20,30,31,27,8,13,0,0,182,0,0,0,3,0,0,0,0,0,7
LGA11300,200,348,339,336,341,184,104,79,35,1956,276,235,236,282,363,327,199,234,128,2282,4,0,0,3,3,0,0,0,0,10,65,50,89,82,44,32,20,17,13,415,11,3,6,4,3,0,6,3,0,37,1832,1376,1336,1433,1292,1089,938,761,254,10318,3,4,0,0,0,4,6,3,0,17,305,156,226,294,193,265,234,159,55,1887,20,8,16,16,12,7,15,3,4,95,3,8,7,3,10,0,0,0,0,30,12,15,10,11,15,13,13,23,10,119,22,29,21,19,18,22,9,0,0,138,8,7,15,12,15,5,3,3,0,66,46,53,59,49,33,15,9,3,0,272,182,159,196,180,141,98,59,44,27,1086,8,6,6,5,11,8,11,8,4,73,6,5,9,3,10,3,0,7,0,43,122,112,144,106,131,83,72,64,20,863,63,68,53,71,34,15,3,6,9,325,3,3,3,3,3,3,0,4,0,25
LGA11350,108,67,67,177,238,131,13,11,0,817,597,394,356,583,876,729,433,413,139,4530,0,0,0,0,0,0,0,0,0,0,22,13,14,25,29,28,12,16,6,159,0,0,0,0,0,0,0,0,0,0,937,629,413,733,878,510,344,263,81,4783,0,0,0,3,4,3,3,6,0,15,16,0,11,21,16,14,10,7,0,98,20,19,15,20,31,17,7,7,0,136,7,7,3,3,3,3,0,0,0,24,10,13,9,20,30,20,13,5,0,127,0,0,0,0,0,0,0,0,0,0,4,10,10,8,9,4,3,3,0,53,31,34,21,22,42,31,9,3,0,190,84,39,55,107,182,165,117,108,45,914,5,0,0,3,8,0,4,0,3,27,9,13,9,12,20,16,16,16,4,105,180,130,106,178,255,213,154,126,50,1387,83,67,30,60,91,43,21,14,0,420,0,3,3,3,6,3,0,0,0,22
LGA11400,5,0,4,4,3,0,0,0,0,19,756,333,376,524,580,597,412,245,75,3896,0,0,0,0,0,0,0,0,0,0,58,30,33,35,38,34,29,21,8,283,33,17,9,17,11,9,10,7,3,97,960,426,374,545,515,430,306,150,47,3764,0,0,3,0,3,0,0,0,0,12,4,0,0,4,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,17,4,3,0,5,4,9,9,8,0,41,0,0,0,0,0,0,0,0,0,0,8,6,3,0,11,0,4,0,0,32,21,15,7,10,8,4,3,0,0,70,56,31,35,68,82,91,51,38,7,457,7,0,0,3,10,12,3,0,3,43,7,0,4,0,0,6,0,0,0,23,219,123,106,168,207,215,156,96,43,1328,46,18,22,19,22,22,9,7,4,176,3,0,0,0,0,4,0,0,0,5
LGA11450,73,50,69,66,58,27,10,0,0,361,3150,1800,2121,2417,1935,1490,800,520,232,14469,3,11,0,0,10,0,3,0,0,27,219,90,110,135,114,101,31,49,22,876,38,33,26,23,15,8,3,8,4,162,4824,2307,2585,2932,2056,1318,725,376,107,17234,15,4,13,12,5,3,8,3,0,70,191,78,129,139,90,84,28,14,3,759,52,32,24,33,42,20,12,13,0,227,31,9,27,11,8,11,3,6,0,112,29,22,20,53,34,35,23,17,3,239,3,0,3,3,0,4,0,0,0,9,28,23,12,21,24,18,12,4,5,152,162,117,88,110,87,59,19,10,0,641,154,90,153,225,260,200,117,88,32,1318,11,12,3,13,19,10,13,3,0,93,11,9,13,8,7,10,0,0,0,68,399,297,200,280,300,228,119,103,50,1970,187,67,96,111,61,54,22,8,0,607,22,19,4,14,17,12,7,0,3,99
LGA11500,603,492,465,554,503,228,95,45,22,2998,6190,5154,4426,4490,5558,4197,1780,1163,391,33362,6,11,6,3,3,6,0,0,0,38,537,389,317,399,394,338,160,65,20,2618,79,64,37,33,22,30,13,0,3,284,10150,7554,5545,6083,6733,4730,2038,1086,244,44156,74,34,41,41,44,35,14,4,0,279,611,421,412,501,397,305,176,79,25,2918,149,119,114,124,136,129,46,24,10,853,445,278,186,178,114,73,28,6,3,1316,65,76,52,80,124,111,77,54,14,656,211,120,74,115,116,51,25,12,4,720,166,100,50,112,78,52,18,8,3,586,607,354,273,314,252,146,40,19,3,2008,438,372,388,494,736,646,311,179,53,3611,68,87,50,63,80,55,29,13,5,448,238,153,75,110,85,42,16,10,4,733,732,702,420,478,691,521,218,129,46,3940,627,381,277,312,249,140,37,26,7,2054,65,47,44,44,44,24,11,5,0,281
LGA11520,164,222,329,284,297,139,73,34,13,1546,1021,752,1348,1387,1300,1258,660,737,326,8788,3,0,3,7,0,0,0,0,0,15,81,67,110,80,101,53,35,40,14,576,0,3,0,3,0,0,0,0,0,19,5131,3056,4271,4412,3408,2821,2298,1563,443,27408,9,0,3,3,7,4,0,4,0,34,632,276,520,649,348,338,364,184,27,3338,16,21,29,16,21,26,9,7,0,146,10,4,10,8,8,3,8,3,0,60,22,20,51,43,39,35,20,14,5,260,54,37,70,32,21,38,17,3,0,272,16,9,18,18,10,9,4,3,0,91,72,66,129,73,65,42,19,10,0,468,255,166,345,367,329,281,182,164,82,2168,6,5,14,4,15,11,6,3,6,74,5,9,14,12,3,13,5,4,3,66,251,223,304,258,307,258,136,137,52,1922,86,85,118,93,77,65,21,15,5,552,7,3,3,9,7,7,3,0,0,45
LGA11570,3795,2339,2881,3707,3732,1433,938,528,149,19503,3391,2747,2861,3377,4221,4451,3176,3812,1371,29396,13,6,5,14,7,3,0,0,0,57,785,503,542,604,621,476,265,208,112,4116,12,9,11,19,16,9,21,7,4,112,17310,11747,11002,12228,11303,9302,6891,5469,1336,86579,70,52,34,36,52,50,24,26,15,364,6313,3552,4934,5368,3488,4135,3768,1532,271,33372,130,101,102,127,128,101,77,52,6,826,164,93,97,82,78,45,17,18,5,601,61,51,65,91,108,120,173,210,71,954,396,302,310,260,275,184,118,60,14,1926,251,161,134,184,137,109,68,64,28,1151,681,479,419,453,320,211,91,40,12,2708,802,597,617,828,926,756,585,623,199,5938,74,64,54,67,89,87,75,74,37,620,158,84,93,90,83,50,39,25,6,627,1076,844,655,828,862,770,552,691,221,6500,637,513,504,405,390,242,119,68,26,2903,71,57,59,57,70,44,37,30,21,426
LGA11600,0,0,4,3,3,0,0,0,0,9,130,62,82,109,126,79,76,33,14,715,0,0,0,0,0,0,0,0,0,0,14,7,12,15,8,0,8,0,0,59,0,0,0,0,0,0,0,0,0,0,186,120,87,125,106,88,57,33,4,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,0,0,10,3,0,0,3,6,0,6,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,11,25,29,24,36,16,4,157,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,73,28,22,65,49,38,43,23,7,352,13,3,12,3,3,4,3,0,0,34,0,0,0,0,0,0,0,0,0,0
LGA11650,233,183,270,346,335,195,63,23,10,1653,14629,9156,8794,12098,12604,11667,9584,8271,2933,89734,3,0,0,0,0,0,0,0,0,9,1088,677,545,740,809,715,552,458,147,5738,60,39,27,19,14,19,14,26,10,227,17383,10019,8200,11163,10633,8515,6793,4823,1225,78755,111,61,50,76,108,58,46,46,18,568,358,189,216,314,247,236,217,118,22,1919,233,177,163,198,183,160,106,54,27,1291,206,119,109,85,101,82,52,29,3,781,134,90,85,159,167,193,220,177,31,1236,4,5,3,7,12,8,12,0,0,51,369,162,162,216,157,119,100,50,18,1348,781,565,383,447,563,292,118,51,12,3225,835,615,754,1372,1705,1718,1553,1438,491,10472,168,132,74,120,142,152,118,103,37,1051,287,168,173,173,220,135,90,68,26,1341,2268,1735,1075,1705,1964,1943,1583,1530,554,14354,1276,766,573,647,656,361,211,146,50,4683,91,52,48,61,69,49,34,18,15,431
LGA11700,3,0,0,0,0,0,0,0,0,3,45,21,42,45,67,76,34,14,3,361,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,196,107,89,116,100,83,44,14,5,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,6,0,0,19,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,15,8,3,0,5,0,3,0,0,0,19,3,5,3,7,18,16,12,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,21,13,9,21,38,19,9,4,0,129,8,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA11720,18,19,26,32,28,26,3,0,6,158,2942,1803,1835,2036,2250,1988,1201,889,284,15224,0,0,0,0,0,0,0,0,0,0,87,43,55,66,87,70,40,34,10,497,0,0,0,3,0,3,0,3,0,17,2333,1385,1167,1442,1415,1126,713,429,129,10140,11,7,0,10,7,3,13,3,0,50,12,21,10,16,15,27,7,3,0,109,31,32,21,16,24,39,19,11,3,194,49,25,13,28,22,12,11,9,0,160,13,10,17,16,11,31,26,21,3,148,0,0,3,0,0,0,0,0,0,3,31,16,18,22,33,25,14,10,9,182,76,26,25,54,46,42,19,3,0,290,183,169,256,272,410,384,223,196,53,2147,84,50,33,46,43,43,28,12,3,343,24,23,20,33,35,28,23,20,4,206,586,442,362,452,627,609,371,343,119,3902,110,62,50,68,79,64,21,15,0,470,0,4,3,0,3,3,5,0,0,21
LGA11730,28,18,19,43,56,24,5,5,0,205,2520,1339,1156,1912,2334,2426,1930,1384,409,15404,0,0,0,0,0,0,0,0,0,0,135,86,60,81,104,98,70,58,20,717,0,0,0,0,0,0,0,0,0,0,2246,1183,886,1441,1640,1471,1145,629,185,10833,11,6,4,9,13,4,3,3,0,51,7,8,5,4,14,7,6,3,0,52,63,42,35,34,46,33,23,7,11,288,10,15,0,10,5,15,11,4,0,75,16,11,14,18,39,35,32,23,3,181,3,0,0,3,0,0,0,0,0,4,12,6,7,10,11,9,6,3,0,60,103,50,37,65,76,59,37,19,0,450,482,291,224,454,532,558,531,332,143,3540,58,26,29,26,47,57,29,18,6,301,23,20,13,19,23,20,20,13,8,153,269,183,146,257,380,485,334,238,97,2387,168,74,55,67,92,62,39,10,3,585,6,0,3,4,3,7,3,3,0,31
LGA11750,3,0,0,3,4,0,0,0,0,15,183,135,138,172,195,131,89,51,14,1109,0,0,0,0,0,0,0,0,0,0,16,11,16,12,15,3,7,7,0,85,0,0,0,0,0,0,0,0,0,0,460,254,229,262,242,164,128,55,13,1808,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,15,3,0,8,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,10,0,3,3,3,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,5,0,0,0,0,11,10,9,11,20,29,17,17,9,0,125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,59,43,45,52,73,68,35,20,9,397,0,4,3,5,0,0,0,0,0,14,0,3,0,0,3,3,0,0,0,12
LGA11800,62,60,45,81,114,67,12,13,0,465,2691,1695,1442,2347,2797,2592,2020,1470,533,17588,0,0,0,0,0,0,0,0,0,0,227,119,98,140,145,119,92,59,18,1022,3,4,0,0,0,0,0,0,0,13,3302,1948,1337,2078,2245,1757,1223,794,215,14903,8,6,10,9,6,7,9,3,4,62,30,14,22,24,30,22,12,14,0,172,72,60,43,58,55,48,45,16,3,395,41,14,21,16,15,7,18,4,5,132,28,26,21,36,54,69,56,31,7,329,0,0,0,3,0,0,0,0,0,6,26,17,12,28,28,28,20,18,5,181,294,226,139,134,214,107,48,23,8,1203,268,176,180,394,507,533,451,338,99,2953,47,33,16,42,28,33,25,14,0,237,58,21,30,41,26,31,19,31,4,262,432,329,219,381,520,543,398,299,105,3234,341,236,134,179,227,135,55,39,11,1375,7,8,10,6,17,15,9,10,3,85
LGA12000,0,0,0,3,0,0,0,0,0,3,184,104,81,155,142,160,125,62,14,1032,0,0,0,0,0,0,0,0,0,0,11,4,3,0,10,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,421,181,114,188,202,148,128,80,24,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,5,3,3,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,11,0,0,7,3,0,0,0,0,23,11,9,16,30,23,34,21,16,8,178,0,0,0,0,0,3,3,0,0,6,0,0,0,3,0,3,0,0,0,5,84,40,35,67,76,62,71,48,27,506,8,3,8,5,11,8,3,3,0,48,0,0,0,0,0,0,0,0,0,0
LGA12150,0,0,0,3,0,0,0,0,0,4,413,192,177,241,230,183,143,91,26,1693,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,344,160,135,179,185,181,120,83,17,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,8,0,0,0,3,0,9,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,27,19,20,37,50,48,30,28,13,265,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,16,23,27,35,34,19,12,9,182,3,0,3,3,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0
LGA12350,4,5,4,5,8,5,0,0,0,30,713,358,353,502,564,566,522,312,100,3981,0,0,0,0,0,0,0,0,0,0,68,39,20,30,26,18,15,14,5,245,49,20,23,7,18,3,3,3,0,128,971,500,382,520,557,513,385,244,63,4130,0,0,0,0,0,0,0,0,0,0,6,0,9,8,10,9,3,5,0,46,27,18,12,11,17,12,3,10,0,105,5,3,4,0,0,0,3,0,0,18,7,3,3,6,11,12,13,3,0,50,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,3,0,0,0,16,16,15,5,10,18,13,7,0,0,80,66,43,57,96,86,129,105,94,24,698,11,3,4,5,11,7,11,3,4,67,3,0,0,0,0,3,3,0,3,21,98,63,62,71,106,99,69,52,28,655,54,24,18,21,32,17,5,3,0,187,4,0,0,0,0,3,0,0,0,11
LGA12380,1455,1128,1321,1768,1775,774,461,268,76,9029,1708,1661,1734,1839,2384,2479,1672,1725,633,15826,15,16,8,14,14,11,3,4,0,89,374,298,301,322,328,230,152,116,47,2158,22,18,14,20,18,4,5,4,0,106,11477,8057,7838,7563,6878,5996,4111,2752,782,55441,42,14,32,37,29,16,17,22,17,242,1371,908,1080,1098,716,839,635,316,84,7042,92,63,94,86,61,53,25,14,7,496,138,59,86,65,33,28,7,7,5,433,41,32,47,48,53,67,77,47,26,432,193,132,131,120,95,75,67,17,9,843,123,91,71,83,80,36,16,15,0,525,409,294,308,241,200,103,45,24,8,1637,353,287,366,403,439,424,301,281,121,2964,47,26,42,23,34,35,27,25,11,268,126,69,78,64,52,41,24,20,3,468,737,548,506,487,540,483,284,287,105,3973,353,356,300,275,248,124,57,39,16,1769,84,40,43,38,37,22,11,3,4,286
LGA12700,0,0,0,9,11,3,0,0,0,22,508,277,247,380,442,408,277,162,55,2758,0,0,0,0,0,0,0,0,0,0,44,21,19,27,26,20,29,27,10,223,0,0,0,0,0,0,0,0,0,0,413,215,144,259,219,181,123,58,16,1640,3,3,0,3,0,0,0,0,0,11,0,0,4,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,3,8,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,0,6,5,0,8,3,0,37,8,8,0,6,3,5,0,0,0,28,77,35,37,86,85,89,59,39,21,522,0,3,3,3,4,3,0,0,0,12,0,0,3,0,0,3,3,0,0,11,113,66,50,94,122,116,56,37,18,665,20,16,5,25,22,12,3,0,0,92,0,0,0,0,0,0,0,0,0,3
