LGA_CODE_2016,C06_SH_0b_NPFH_2,C06_SH_0b_NPFH_3,C06_SH_0b_NPFH_4,C06_SH_0b_NPFH_5,C06_SH_0b_NPFH_6_mor,C06_SH_0bTotal,C06_SH_1b_NPFH_2,C06_SH_1b_NPFH_3,C06_SH_1b_NPFH_4,C06_SH_1b_NPFH_5,C06_SH_1b_NPFH_6_mor,C06_SH_1b_Tot,C06_SH_2b_NPFH_2,C06_SH_2b_NPFH_3,C06_SH_2b_NPFH_4,C06_SH_2b_NPFH_5,C06_SH_2b_NPFH_6_mor,C06_SH_2b_Tot,C06_SH_3b_NPFH_2,C06_SH_3b_NPFH_3,C06_SH_3b_NPFH_4,C06_SH_3b_NPFH_5,C06_SH_3b_NPFH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPFH_2,C06_SH_4mb_NPFH_3,C06_SH_4mb_NPFH_4,C06_SH_4mb_NPFH_5,C06_SH_4mb_NPFH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPFH_2,C06_SH_NB_NS_NPFH_3,C06_SH_NB_NS_NPFH_4,C06_SH_NB_NS_NPFH_5,C06_SH_NB_NS_NPFH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPFH_2,C06_SH_Tot_NPFH_3,C06_SH_Tot_NPFH_4,C06_SH_Tot_NPFH_5,C06_SH_Tot_NPFH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPFH_2,C06_SDRTHT_0b_NPFH_3,C06_SDRTHT_0b_NPFH_4,C06_SDRTHT_0b_NPFH_5,C06_SDRTHT_0b_NPFH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPFH_2,C06_SDRTHT_1b_NPFH_3,C06_SDRTHT_1b_NPFH_4,C06_SDRTHT_1b_NPFH_5,C06_SDRTHT_1b_NPFH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPFH_2,C06_SDRTHT_2b_NPFH_3,C06_SDRTHT_2b_NPFH_4,C06_SDRTHT_2b_NPFH_5,C06_SDRTHT_2b_NPFH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPFH_2,C06_SDRTHT_3b_NPFH_3,C06_SDRTHT_3b_NPFH_4,C06_SDRTHT_3b_NPFH_5,C06_SDRTHT_3b_NPFH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPFH_2,C06_SDRTHT_4mb_NPFH_3,C06_SDRTHT_4mb_NPFH_4,C06_SDRTHT_4mb_NPFH_5,C06_SDRTHT_4mb_NPFH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPFH_2,C06_SDRTHT_NB_NS_NPFH_3,C06_SDRTHT_NB_NS_NPFH_4,C06_SDRTHT_NB_NS_NPFH_5,C06_SDRTHT_NB_NS_NPFH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPFH_2,C06_SDRTHT_Tot_NPFH_3,C06_SDRTHT_Tot_NPFH_4,C06_SDRTHT_Tot_NPFH_5,C06_SDRTHT_Tot_NPFH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPFH_2,C06_FUA_0b_NPFH_3,C06_FUA_0b_NPFH_4,C06_FUA_0b_NPFH_5,C06_FUA_0b_NPFH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPFH_2,C06_FUA_1b_NPFH_3,C06_FUA_1b_NPFH_4,C06_FUA_1b_NPFH_5,C06_FUA_1b_NPFH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPFH_2,C06_FUA_2b_NPFH_3,C06_FUA_2b_NPFH_4,C06_FUA_2b_NPFH_5,C06_FUA_2b_NPFH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPFH_2,C06_FUA_3b_NPFH_3,C06_FUA_3b_NPFH_4,C06_FUA_3b_NPFH_5,C06_FUA_3b_NPFH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPFH_2,C06_FUA_4mb_NPFH_3,C06_FUA_4mb_NPFH_4,C06_FUA_4mb_NPFH_5,C06_FUA_4mb_NPFH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPFH_2,C06_FUA_NB_NS_NPFH_3,C06_FUA_NB_NS_NPFH_4,C06_FUA_NB_NS_NPFH_5,C06_FUA_NB_NS_NPFH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPFH_2,C06_FUA_Tot_NPFH_3,C06_FUA_Tot_NPFH_4,C06_FUA_Tot_NPFH_5,C06_FUA_Tot_NPFH_6_mor,C06_FUA_T_T,C06_OD_0b_NPFH_2,C06_OD_0b_NPFH_3,C06_OD_0b_NPFH_4,C06_OD_0b_NPFH_5,C06_OD_0b_NPFH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPFH_2,C06_OD_1b_NPFH_3,C06_OD_1b_NPFH_4,C06_OD_1b_NPFH_5,C06_OD_1b_NPFH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPFH_2,C06_OD_2b_NPFH_3,C06_OD_2b_NPFH_4,C06_OD_2b_NPFH_5,C06_OD_2b_NPFH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPFH_2,C06_OD_3b_NPFH_3,C06_OD_3b_NPFH_4,C06_OD_3b_NPFH_5,C06_OD_3b_NPFH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPFH_2,C06_OD_4mb_NPFH_3,C06_OD_4mb_NPFH_4,C06_OD_4mb_NPFH_5,C06_OD_4mb_NPFH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPFH_2,C06_OD_NB_NS_NPFH_3,C06_OD_NB_NS_NPFH_4,C06_OD_NB_NS_NPFH_5,C06_OD_NB_NS_NPFH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPFH_2,C06_OD_Tot_NPFH_3,C06_OD_Tot_NPFH_4,C06_OD_Tot_NPFH_5,C06_OD_Tot_NPFH_6_mor,C06_OD_T_T,C06_DS_NS_NPFH_2,C06_DS_NS_NPFH_3,C06_DS_NS_NPFH_4,C06_DS_NS_NPFH_5,C06_DS_NS_NPFH_6_mor,C06_DS_NS_T,C06_Tot_NPFH_2,C06_Tot_NPFH_3,C06_Tot_NPFH_4,C06_Tot_NPFH_5,C06_Tot_NPFH_6_mor,C06_T_T,C11_SH_0b_NPFH_2,C11_SH_0b_NPFH_3,C11_SH_0b_NPFH_4,C11_SH_0b_NPFH_5,C11_SH_0b_NPFH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3
LGA10850,4,0,0,0,0,4,14,3,0,0,0,14,114,27,12,7,0,157,413,187,165,58,20,844,222,104,155,120,76,674,10,0,0,0,0,15,767,326,334,183,99,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,6,0,0,5,0,0,3,0,0,0,0,0,0,4,5,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,0,0,13,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,9,3,3,0,0,16,0,0,0,0,0,0,794,331,347,188,99,1760,0,0,0,0,0,3,7,0,0,0,0,11,122,33,22,3,0,175,454,167
LGA10900,14,0,3,0,0,15,101,10,6,0,0,114,1218,311,145,26,5,1707,4355,2047,1715,482,119,8712,2429,1636,2291,1351,638,8352,74,32,28,15,4,147,8190,4031,4183,1875,767,19050,0,0,0,0,0,0,9,0,0,0,0,10,90,15,3,0,0,109,134,61,23,3,0,229,8,3,6,3,0,26,6,0,0,0,0,6,255,81,39,4,0,380,0,0,0,0,0,0,18,0,0,0,0,17,77,18,0,0,0,95,36,13,5,3,0,57,3,4,3,0,0,14,4,0,0,0,0,6,139,33,7,4,0,183,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,10,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,7,3,0,0,31,0,0,0,0,0,0,8601,4154,4233,1885,768,19641,0,0,0,0,0,10,114,14,13,0,0,144,1163,309,143,33,7,1665,4273,2007
LGA10950,0,0,0,0,0,0,7,0,0,0,0,10,47,16,7,3,3,81,174,70,76,32,5,361,99,44,54,50,31,285,5,0,3,0,0,8,335,135,146,82,39,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,354,136,145,86,39,764,0,0,0,0,0,0,3,0,0,0,0,3,44,15,6,5,3,76,161,62
LGA11100,3,3,0,0,0,3,10,0,3,0,0,16,388,163,88,21,3,671,806,642,666,250,83,2439,212,241,408,280,155,1290,31,11,3,3,5,52,1445,1061,1176,551,243,4472,0,0,0,0,0,0,15,0,0,0,0,19,228,99,62,11,3,401,226,243,220,60,29,770,31,32,50,35,20,172,17,4,3,0,0,20,525,373,328,107,54,1390,0,3,0,0,0,6,133,27,10,0,0,166,1080,663,401,101,25,2273,195,227,218,80,35,752,3,4,5,3,9,25,50,18,15,3,3,94,1468,948,645,186,65,3315,0,0,0,0,0,0,4,0,0,0,0,3,13,5,3,3,0,25,3,9,7,5,0,20,3,3,0,0,3,8,0,0,0,0,0,0,17,15,6,7,6,58,3,0,0,0,0,3,3464,2393,2157,850,366,9236,0,0,0,0,0,3,11,0,0,3,0,14,364,140,87,25,3,611,773,563
LGA11150,0,0,0,0,0,0,11,0,0,0,0,13,48,13,3,4,4,71,130,71,53,38,20,312,73,47,53,42,52,264,5,0,4,9,0,19,268,137,114,89,73,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,288,141,113,89,72,699,0,0,0,0,0,0,6,0,0,0,0,6,47,15,6,4,4,70,138,52
LGA11200,0,0,0,0,0,3,3,0,0,0,0,6,28,10,11,3,0,50,78,38,34,17,23,184,46,24,22,20,38,147,6,0,0,0,0,8,162,77,69,39,62,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,180,77,71,44,62,424,0,0,0,0,0,0,4,0,0,0,0,9,24,17,8,0,0,45,70,36
LGA11250,7,0,0,0,0,11,25,5,3,0,0,29,575,111,41,13,0,742,1519,635,526,161,58,2901,286,225,246,182,100,1041,49,5,11,10,5,81,2454,988,827,367,161,4798,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,25,34,18,20,0,3,73,4,8,9,0,3,21,3,0,0,0,0,3,58,31,27,3,6,119,0,0,0,0,0,0,13,0,0,0,0,13,22,10,0,0,0,30,9,8,7,0,0,24,3,0,0,3,0,12,0,0,0,0,0,3,47,17,5,4,0,77,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,6,6,0,0,0,0,5,3,3,0,0,0,5,3,0,0,0,0,3,11,8,3,0,0,31,3,0,0,0,0,8,2583,1041,866,378,172,5032,3,0,0,0,0,3,23,3,3,0,0,28,517,95,30,7,3,656,1527,625
LGA11300,3,0,0,0,0,0,14,4,7,3,0,29,274,110,64,17,3,472,748,509,590,204,92,2138,346,329,536,362,272,1840,39,16,8,12,9,90,1417,972,1203,598,379,4573,11,0,0,0,0,11,19,5,0,0,0,23,142,65,28,12,4,245,94,101,91,34,15,329,12,16,26,11,10,79,5,0,0,3,0,5,280,188,144,58,24,689,3,3,0,0,0,8,98,27,3,0,0,127,615,434,247,46,10,1356,104,103,95,52,19,366,3,0,9,0,4,13,18,15,3,3,0,38,842,575,358,105,30,1909,0,0,0,0,0,0,3,0,0,0,0,3,4,3,7,0,0,13,3,3,4,0,0,11,0,3,0,0,0,3,0,0,0,0,0,0,12,7,11,0,0,31,0,0,0,0,0,0,2546,1754,1711,761,434,7211,3,0,0,7,0,10,32,7,8,0,0,40,216,102,68,19,3,410,709,474
LGA11350,15,5,3,0,0,20,74,14,9,5,0,101,468,141,88,18,6,726,1567,809,643,191,35,3251,647,433,544,329,153,2105,38,14,13,6,0,72,2809,1423,1301,551,187,6268,0,0,0,0,0,0,6,0,0,0,0,8,94,25,12,0,0,130,113,81,35,7,3,246,8,4,0,3,0,21,5,0,0,0,0,6,232,115,52,16,3,410,0,0,0,0,0,0,20,3,0,0,0,27,90,31,4,0,0,121,63,20,18,5,0,104,5,3,3,0,0,19,5,0,0,0,0,8,186,56,30,4,0,275,8,0,0,0,0,3,30,3,3,0,0,37,29,9,3,0,0,48,13,4,11,0,0,34,5,3,5,3,0,15,3,0,0,0,0,3,86,23,27,4,0,136,0,0,0,0,0,6,3309,1612,1402,579,195,7100,14,4,0,0,3,28,104,20,15,3,4,147,480,130,76,16,4,705,1574,780
LGA11400,5,0,0,0,0,5,17,0,3,0,0,24,240,60,29,8,3,338,781,252,247,107,38,1427,517,283,325,260,135,1519,25,7,3,3,4,43,1592,602,614,369,179,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,12,12,3,0,0,0,13,3,3,3,0,0,9,0,0,0,0,0,0,26,3,8,0,0,41,0,0,0,0,0,0,1629,608,623,368,184,3407,3,0,0,0,0,3,12,3,3,0,0,18,234,57,20,11,7,333,778,293
LGA11450,0,3,0,0,0,5,22,0,4,0,0,36,158,50,34,9,6,264,1792,1107,932,268,79,4181,1959,1654,2628,1405,647,8296,55,21,27,5,3,113,3991,2839,3627,1691,739,12894,0,0,0,0,0,0,10,0,0,0,0,6,67,4,0,0,0,75,85,31,12,4,0,138,11,0,3,0,0,15,4,0,0,0,0,6,181,40,15,4,3,238,0,0,0,0,0,0,10,0,0,0,0,10,30,3,0,0,0,33,3,0,0,0,0,3,0,3,5,0,0,11,3,0,0,0,0,5,43,13,9,0,0,57,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,3,0,3,0,0,0,3,7,0,0,0,0,13,21,6,0,4,0,27,0,0,0,0,0,0,4236,2898,3650,1704,741,13225,4,0,0,0,0,7,16,11,11,0,3,36,166,47,33,8,0,259,1964,1071
LGA11500,4,4,4,3,3,22,43,14,11,6,7,76,438,148,79,17,10,686,6257,4643,4279,1549,639,17362,2623,2522,3646,2398,1568,12760,161,92,79,43,53,436,9524,7423,8101,4012,2273,31342,3,0,0,0,0,7,14,0,5,0,0,20,686,216,91,19,5,1027,1178,941,613,253,151,3141,107,84,134,89,137,555,44,30,20,11,12,109,2040,1275,868,375,305,4869,0,0,0,0,0,0,30,3,0,0,0,31,237,88,28,5,3,358,56,24,17,10,0,110,5,0,0,0,3,9,8,3,0,0,0,10,336,111,47,18,5,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,21,0,0,0,0,3,7,0,0,0,0,0,0,14,3,11,0,3,27,3,0,6,0,4,17,11916,8823,9032,4416,2588,36777,6,7,18,3,5,41,49,26,12,8,0,87,486,182,72,33,5,777,6268,4407
LGA11520,0,4,0,0,0,3,30,0,3,0,0,33,923,335,149,40,4,1458,1889,1311,1460,405,88,5160,645,692,1146,689,344,3518,73,26,20,3,3,123,3563,2374,2784,1143,435,10297,0,0,0,0,0,0,15,0,0,0,0,15,420,144,62,0,3,634,425,300,241,44,20,1033,33,40,78,32,15,195,3,3,4,0,0,14,904,484,383,81,33,1890,4,0,0,0,0,7,189,15,3,0,0,200,2089,621,203,30,5,2944,864,468,334,73,19,1760,15,13,20,11,3,59,49,11,3,0,0,58,3203,1119,561,113,30,5023,0,0,0,0,0,3,4,0,0,0,0,4,14,8,10,0,0,29,12,8,10,4,0,39,7,0,0,0,0,3,0,0,0,0,0,0,37,18,19,4,0,83,4,0,0,0,0,5,7716,3995,3748,1338,499,17298,3,0,0,0,0,4,22,3,5,4,0,35,725,294,173,33,8,1237,1758,1256
LGA11570,14,9,8,8,13,53,100,33,21,10,9,173,3760,1437,1022,299,123,6644,9361,6545,6873,2996,1841,27613,2961,2898,4366,3395,2919,16535,357,145,184,135,168,980,16551,11061,12476,6849,5070,52005,7,4,3,3,0,17,61,11,0,0,0,78,1157,613,377,118,37,2301,1461,1265,1210,532,272,4738,290,362,489,330,292,1764,61,48,40,19,13,183,3041,2299,2118,997,616,9075,20,8,3,0,0,38,374,77,16,7,0,476,4555,3093,1956,641,211,10455,512,538,573,264,134,2015,37,44,63,44,61,244,210,99,67,37,18,433,5706,3864,2683,990,420,13663,3,0,0,0,0,3,10,5,0,0,0,17,61,43,17,5,3,129,32,25,36,15,16,124,3,5,5,9,9,39,5,0,0,0,0,7,112,83,65,28,32,318,7,0,3,0,3,10,25419,17310,17341,8865,6137,75070,25,19,21,7,17,85,114,37,19,8,20,195,3197,1394,894,375,176,6037,8957,6310
LGA11600,0,0,0,0,0,0,3,0,0,0,0,5,35,11,4,0,0,50,139,78,70,23,11,319,112,63,62,49,26,313,5,0,0,0,0,10,301,146,140,73,43,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,13,0,0,0,0,0,0,312,152,140,73,43,715,0,0,0,0,0,3,3,0,0,0,0,3,40,12,3,0,0,55,159,60
LGA11650,17,4,4,0,0,31,349,51,26,12,7,440,4616,1181,469,109,26,6403,15208,7583,6607,1904,547,31849,8638,5598,8243,5109,2307,29894,460,131,96,46,32,767,29286,14549,15443,7187,2921,69380,5,0,0,0,0,9,71,3,0,0,0,77,1582,173,47,14,0,1807,2076,762,465,138,32,3477,184,119,142,74,32,555,63,12,8,4,3,84,3985,1068,656,223,66,6005,3,0,0,0,0,3,92,3,0,0,0,101,1164,195,33,5,0,1404,626,225,130,24,12,1021,37,30,28,18,4,111,43,8,6,0,0,60,1966,461,200,55,20,2695,10,0,0,0,0,14,65,5,0,0,0,71,210,30,11,0,0,246,63,16,14,4,0,99,12,8,9,4,7,41,6,0,3,0,0,15,373,58,38,12,7,488,19,4,3,0,0,31,35626,16146,16341,7475,3011,78601,18,15,9,3,3,47,322,44,23,14,8,407,4433,1235,482,107,38,6293,14955,7427
LGA11700,0,0,0,0,0,0,7,0,0,0,0,8,29,5,5,0,0,47,100,35,28,14,15,193,58,35,23,13,25,159,3,0,0,0,4,7,195,75,58,30,50,402,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,203,80,61,30,53,415,3,0,0,0,0,3,15,0,0,0,0,12,37,9,4,3,0,47,77,32
LGA11720,3,5,5,0,0,10,73,10,11,4,0,104,1133,276,160,25,13,1609,2991,1561,1463,496,183,6689,913,621,899,635,360,3426,77,36,24,21,11,165,5187,2512,2553,1180,559,11996,0,0,0,0,0,0,9,0,0,0,0,9,56,7,0,0,0,69,27,11,3,5,0,49,0,0,4,0,0,9,5,0,0,0,0,5,97,24,10,4,0,134,0,0,0,0,0,0,10,4,0,0,0,14,60,19,3,4,0,86,22,8,14,4,3,50,0,0,0,3,3,7,4,4,3,0,0,6,96,36,23,7,3,163,5,0,0,0,0,5,3,3,0,0,0,9,16,0,0,3,0,17,5,10,9,3,0,26,0,5,5,0,0,7,0,0,0,0,0,0,29,12,10,6,0,67,14,4,7,3,0,24,5424,2586,2609,1201,569,12386,11,4,0,0,0,16,72,14,3,8,3,100,1005,313,145,38,15,1515,3100,1586
LGA11730,16,5,4,0,4,23,91,28,13,7,3,136,1032,208,126,25,12,1401,3332,1247,1125,367,128,6203,1479,697,833,624,369,3999,93,28,13,14,6,155,6033,2211,2109,1038,521,11918,0,0,0,0,0,0,3,0,0,0,0,3,108,11,6,0,0,128,151,47,42,0,3,251,17,13,15,5,5,58,3,3,0,0,0,6,277,79,64,12,8,442,0,0,0,0,0,0,19,4,0,0,0,23,163,29,12,0,0,208,90,38,17,8,0,149,14,3,8,0,3,28,0,0,0,0,0,5,283,81,41,6,4,417,11,0,3,0,0,16,59,4,3,0,0,61,62,15,9,0,0,86,24,5,12,9,0,50,17,0,3,3,3,25,3,0,0,0,0,5,177,25,28,15,3,252,3,0,3,0,0,6,6779,2394,2240,1072,541,13024,15,10,7,0,3,37,125,10,9,3,0,152,936,232,112,28,14,1315,3537,1256
LGA11750,0,0,0,0,0,0,10,0,0,3,0,12,51,13,7,3,0,81,291,131,117,33,18,595,112,87,123,70,44,441,6,4,7,3,4,14,475,236,251,115,68,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,17,3,0,0,0,20,7,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,4,3,0,0,37,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,15,0,4,0,0,21,0,0,0,0,0,0,519,243,257,113,65,1205,0,0,0,0,0,0,9,0,0,0,0,5,54,9,9,0,0,73,305,103
LGA11800,10,4,3,0,0,10,100,5,13,0,0,119,758,186,96,25,6,1069,3779,1660,1411,451,135,7435,1832,1101,1526,970,465,5889,83,26,20,15,15,155,6560,2981,3062,1464,618,14680,0,0,0,0,0,0,13,0,0,0,0,13,451,93,30,0,0,581,359,153,112,26,10,658,44,19,18,12,3,95,24,5,3,0,0,29,897,269,160,39,13,1382,0,0,0,0,0,0,30,4,0,0,0,33,514,120,32,7,3,670,155,68,38,12,3,282,18,9,3,3,3,35,12,4,0,0,0,21,726,207,75,23,12,1045,15,3,0,0,0,18,45,4,0,0,0,56,101,28,3,4,0,137,40,10,12,0,0,68,10,4,10,0,0,20,8,0,0,0,0,15,221,53,29,8,0,304,3,0,0,0,0,3,8404,3498,3326,1534,644,17410,7,0,4,0,3,14,81,16,7,0,3,98,813,200,105,19,6,1147,3929,1666
LGA12000,0,0,0,0,0,0,0,3,0,0,0,7,83,21,9,0,0,113,280,81,101,40,15,518,127,68,78,85,56,411,4,0,4,0,0,7,494,176,188,125,73,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,3,0,0,0,0,3,507,175,189,130,73,1081,0,0,0,0,0,0,3,0,0,0,0,3,64,15,3,10,0,94,295,73
LGA12150,0,0,0,0,0,0,5,0,0,0,0,9,86,20,13,3,0,121,255,100,95,44,19,516,150,69,81,54,52,404,6,3,4,0,6,22,501,194,181,104,77,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,12,3,0,0,0,18,0,0,0,0,0,0,519,198,186,105,75,1095,0,0,0,0,0,3,3,0,0,0,0,3,87,16,11,0,0,118,249,90
LGA12350,0,3,0,0,0,4,32,0,0,0,0,34,223,49,18,15,3,296,911,331,294,88,45,1674,448,216,240,202,121,1224,16,4,5,5,0,33,1625,610,554,309,171,3270,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,13,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,36,5,8,6,0,0,21,3,0,0,0,0,9,0,0,0,0,0,0,38,15,6,4,0,63,3,0,0,0,0,3,4,0,0,0,0,4,3,3,0,0,0,11,5,0,0,0,0,3,3,0,6,0,0,6,0,0,0,0,0,0,14,8,8,0,0,33,0,0,0,0,0,0,1705,630,571,315,174,3396,3,0,0,0,0,8,18,3,0,3,0,21,204,42,15,7,3,270,830,286
