LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA12730,13,4,0,0,0,0,4,25,0,0,0,4,0,10,17,23,124,73,21,14,10,4,28,341,0,0,0,0,0,0,0,3,20,12,0,0,0,0,10,57,0,0,0,3,0,20,24,42,64,12,3,3,0,0,11,183,0,0,0,0,3,10,9,0,15,0,3,0,0,0,4,46,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,13,0,3,3,3,6,17,6,14,10,3,0,0,0,0,11,65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,62,62,8,7,10,11,15,68,58,88,297,167,51,28,24,9,171,1013,0,0,0,3,0,15,13,11,17,3,0,3,0,0,15,92,0,0,3,14,0,39,17,4,5,0,0,0,0,0,5,92,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,14
LGA12750,66,33,7,0,0,0,17,220,3,4,5,7,3,32,44,80,291,156,60,27,11,3,80,798,0,0,4,0,0,10,4,9,30,23,10,10,0,0,18,119,0,0,4,8,7,41,71,75,162,58,10,22,8,0,65,515,0,3,6,9,12,59,32,42,46,14,3,0,0,0,36,274,0,0,0,0,0,4,3,6,10,3,3,0,0,0,5,48,0,0,0,0,0,0,3,0,14,5,3,3,3,0,12,48,6,12,14,10,40,110,55,43,59,11,0,0,0,3,52,422,0,0,0,0,0,7,0,4,6,0,0,0,0,0,167,186,10,24,31,37,81,315,248,308,827,398,171,102,55,13,525,3153,0,0,3,10,0,53,48,39,57,13,0,4,0,0,47,278,0,9,19,71,6,132,56,27,22,0,0,0,0,0,41,390,0,0,0,7,0,13,11,4,4,0,0,0,0,0,3,46
LGA12850,166,112,41,25,18,3,77,631,6,6,5,6,5,70,93,178,1006,730,416,238,185,61,264,3268,8,3,3,4,3,23,21,40,187,121,96,56,42,10,83,698,25,23,34,67,56,509,700,771,1574,673,283,217,110,33,598,5675,20,28,80,152,149,434,219,215,325,135,44,26,19,5,211,2061,3,11,17,22,25,86,90,83,133,53,25,25,8,0,133,730,3,3,0,0,3,12,11,9,62,46,29,19,16,8,57,281,132,184,204,136,913,779,435,582,948,528,265,118,87,16,757,6077,5,9,12,6,13,52,20,27,59,23,16,5,3,4,1308,1575,244,287,369,393,1223,2091,1652,2034,5497,3349,1996,1185,848,293,3965,25417,6,13,12,36,3,207,239,213,473,202,84,46,22,3,210,1764,9,18,73,153,18,259,125,72,166,57,20,12,3,0,96,1081,0,5,18,14,0,37,21,22,35,21,5,3,3,0,48,244
LGA12870,8,10,0,0,0,0,0,27,0,0,0,0,0,10,8,46,154,101,33,26,9,0,34,419,0,0,0,0,0,0,4,3,13,22,8,0,3,3,4,65,0,0,3,4,4,19,30,36,83,24,4,0,7,0,24,236,0,0,0,0,7,8,8,7,12,4,0,0,0,0,6,45,0,0,0,0,0,10,6,0,4,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,20,0,0,0,0,9,11,14,8,20,7,0,0,0,0,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,67,10,5,9,5,28,59,80,120,378,237,111,53,23,14,185,1316,0,0,0,0,0,4,18,15,24,11,6,6,0,0,14,103,0,0,5,22,0,37,11,7,10,0,0,0,0,0,10,94,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,13
LGA12900,9,3,0,0,0,0,3,23,0,0,3,3,3,18,7,28,111,51,23,12,12,3,30,291,0,0,0,0,3,0,0,3,12,3,0,0,0,0,13,43,0,0,0,0,0,22,27,35,45,15,4,3,0,0,17,176,0,0,3,3,3,15,8,9,9,3,0,0,0,0,7,54,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,3,0,16,20,10,12,5,0,0,0,0,0,11,80,0,0,0,0,0,0,3,0,3,0,0,0,0,0,58,67,9,8,13,13,24,85,61,110,269,120,66,37,28,4,158,995,0,0,3,3,0,6,15,12,23,0,0,0,0,0,12,81,0,0,0,16,0,35,11,13,10,0,0,0,0,0,4,92,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,15
LGA12930,145,86,67,40,38,23,48,617,7,9,12,7,6,69,79,162,831,846,610,467,631,201,370,4301,0,3,3,4,3,7,18,19,96,137,119,72,91,36,72,675,13,6,15,47,20,255,304,388,924,456,211,502,154,71,300,3683,3,14,29,59,40,181,92,85,175,87,45,35,16,18,113,990,3,4,7,4,8,16,31,20,70,23,17,26,4,0,49,285,0,0,0,0,3,13,6,10,43,33,25,20,22,11,44,220,44,41,50,46,112,159,109,163,323,232,106,70,51,28,227,1762,3,0,0,3,4,16,14,8,26,14,11,7,3,3,824,933,93,92,123,182,207,816,705,966,3190,2564,1862,1740,1574,726,2400,17241,13,4,3,28,0,113,144,173,430,189,83,94,28,12,166,1472,0,21,37,101,8,207,130,88,139,47,29,15,10,3,80,910,3,4,9,11,3,20,14,17,31,7,6,4,3,0,20,151
LGA12950,5,3,0,0,0,0,0,15,0,0,0,3,0,9,4,11,57,20,4,4,3,0,22,139,0,0,0,0,0,0,0,3,10,0,3,0,0,0,3,19,0,0,0,0,0,5,6,21,12,5,0,0,0,0,6,64,0,0,0,0,3,3,0,0,7,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,4,0,7,10,7,8,0,0,0,0,0,0,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,5,3,9,8,11,32,29,47,122,57,25,15,12,4,98,476,0,0,0,0,0,5,4,0,12,4,0,0,0,0,3,29,0,0,0,3,0,15,3,3,3,0,0,0,0,0,3,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
LGA13010,6,3,0,0,0,0,4,22,0,3,3,0,0,7,12,12,94,35,19,5,3,0,23,214,0,0,0,0,0,0,0,0,13,10,0,0,0,0,5,30,0,0,0,0,0,22,38,22,37,11,4,3,0,0,18,144,0,0,0,4,3,9,10,10,7,0,0,0,0,0,0,49,0,0,0,0,0,0,3,6,4,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,3,4,7,4,21,25,14,9,10,5,0,0,0,0,10,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,7,6,19,13,30,71,84,67,231,91,48,24,11,3,137,851,0,0,0,3,0,7,14,8,18,0,0,3,0,0,12,67,0,0,0,16,0,34,13,6,8,0,0,0,0,0,9,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8
LGA13310,24,17,5,3,0,0,3,81,3,0,0,3,0,17,15,49,312,202,83,45,29,8,58,812,0,0,0,0,0,0,3,3,51,39,20,7,3,0,20,148,0,3,0,0,7,25,56,67,178,63,21,10,8,0,48,487,0,0,3,5,7,31,6,20,23,3,4,0,3,0,12,119,0,0,0,0,0,3,3,15,17,10,3,0,0,0,4,59,0,0,0,0,0,0,0,0,9,7,3,3,0,0,3,37,4,8,8,10,37,45,27,31,31,11,3,0,0,0,29,251,0,0,0,0,0,7,0,3,3,3,0,0,0,0,141,157,20,11,10,17,53,132,125,209,765,514,270,161,92,16,407,2810,0,0,0,3,0,36,47,42,95,26,6,4,0,0,36,298,0,3,6,35,0,74,30,24,33,4,0,0,0,0,20,238,0,0,0,6,0,3,6,4,11,0,0,0,0,0,3,34
LGA13340,15,9,0,0,0,0,0,43,0,3,0,3,3,20,12,20,154,73,34,8,3,3,30,373,0,0,0,0,5,0,3,3,15,14,3,4,3,0,10,54,3,0,3,3,0,20,25,33,65,21,6,3,0,0,15,199,0,0,0,0,4,5,7,6,6,3,0,0,0,0,8,44,0,0,0,0,0,3,4,0,4,6,0,0,0,0,6,22,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,19,3,3,0,0,7,17,6,13,12,3,0,0,0,0,10,78,0,0,0,0,0,0,0,3,0,0,0,0,0,0,56,57,3,9,7,7,22,81,67,93,343,175,88,37,23,12,180,1152,0,0,0,4,0,12,20,13,26,11,0,3,0,0,16,98,0,0,0,12,0,25,17,10,3,0,0,0,0,0,10,73,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9
LGA13450,37,18,9,3,0,0,10,93,3,6,0,4,3,20,22,75,345,181,102,50,35,18,111,966,0,0,0,0,0,4,3,6,57,30,17,12,3,0,26,167,3,0,0,10,0,46,65,63,176,65,19,21,5,7,70,551,0,5,0,7,4,18,10,13,24,9,5,0,0,0,15,107,0,0,3,0,0,6,8,7,9,0,0,4,3,0,3,46,3,0,0,0,0,0,0,3,11,4,4,3,3,0,18,47,6,8,3,10,34,44,23,26,48,17,8,3,0,0,38,256,0,0,0,0,0,0,0,3,10,4,0,0,0,0,145,178,22,19,10,22,48,159,146,215,850,454,261,148,99,34,548,3050,0,0,3,3,0,15,33,30,61,7,8,7,0,0,33,201,0,0,11,20,7,70,21,21,16,5,0,0,0,0,29,194,0,0,0,0,0,3,8,0,3,0,0,0,0,0,3,21
LGA13510,13,3,4,0,0,0,4,40,0,0,0,0,3,19,14,39,160,76,25,9,12,0,24,379,0,0,0,0,0,3,3,0,19,5,3,5,0,0,4,49,3,0,0,3,3,20,29,41,66,18,3,10,3,0,24,230,0,0,0,0,4,6,3,12,12,0,0,0,0,0,3,55,0,0,3,0,0,0,3,4,6,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,0,3,6,4,19,36,12,9,16,3,0,0,0,0,17,134,0,0,0,0,0,0,4,0,4,0,0,0,0,0,74,82,7,7,18,18,33,96,69,121,375,166,72,42,30,12,190,1250,0,0,0,4,0,15,12,8,22,5,3,0,0,0,13,76,0,4,3,12,3,40,16,6,10,0,0,0,0,0,12,107,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9
LGA13550,7,3,3,3,0,0,0,34,4,0,0,0,0,14,19,33,126,65,26,14,9,5,37,346,0,0,0,0,0,3,0,3,21,6,3,3,3,0,7,50,0,4,0,3,0,14,43,29,85,29,4,10,0,0,17,244,0,4,0,0,3,9,3,12,11,3,0,0,0,0,14,59,0,0,0,0,0,3,3,4,3,0,0,0,0,0,4,18,0,0,0,0,0,3,0,0,5,6,0,0,0,0,3,19,0,3,3,0,26,37,12,20,16,3,0,0,0,0,24,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,81,10,9,13,10,34,90,96,116,351,174,77,51,20,13,218,1278,0,0,0,3,0,12,20,11,22,3,0,3,0,0,10,88,0,0,6,11,0,36,10,3,8,3,0,0,0,0,12,95,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,15
LGA13660,3,0,0,0,0,0,7,19,0,3,3,0,0,8,7,19,50,23,12,3,3,0,12,135,0,0,0,0,0,3,0,3,6,3,0,0,0,0,6,25,0,0,0,3,3,12,26,15,36,12,0,10,0,0,8,125,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,3,0,14,29,8,4,6,0,0,0,0,0,9,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,6,6,7,12,28,73,46,50,142,59,20,19,8,7,106,594,3,0,0,0,0,11,4,7,0,0,0,0,0,0,5,28,0,0,0,7,0,13,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
LGA13800,69,46,29,12,5,6,32,256,3,6,0,3,9,28,49,112,720,603,357,228,148,39,230,2539,0,0,3,0,0,3,12,17,107,87,65,61,27,5,50,443,0,3,6,9,6,63,112,218,612,249,84,141,50,5,156,1715,0,3,7,6,8,37,29,31,81,44,15,8,4,3,31,304,0,0,0,0,0,8,12,16,52,6,6,7,3,0,29,144,0,0,0,0,0,6,0,4,19,18,14,17,12,3,28,113,4,3,16,13,27,65,37,38,86,34,21,6,3,8,55,421,0,0,0,0,5,7,3,3,21,6,0,0,0,0,415,465,14,25,44,42,55,256,268,477,2046,1417,954,745,462,164,1233,8201,0,0,4,8,0,53,102,102,235,102,60,20,7,5,84,784,0,0,21,64,9,150,101,54,62,26,8,3,0,0,57,550,0,0,8,7,0,20,3,9,10,4,3,3,0,0,14,85
LGA13850,4,0,0,0,0,0,0,11,0,0,0,0,0,4,3,9,41,26,5,4,0,0,12,101,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,15,0,0,0,0,0,8,11,14,22,8,0,0,0,0,5,75,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,5,6,4,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,3,3,0,4,3,23,20,38,109,67,17,4,7,0,84,392,0,0,0,3,0,3,3,3,12,0,0,0,0,0,3,27,0,0,0,7,0,7,7,0,3,0,0,0,0,0,3,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
LGA13910,27,9,3,0,0,0,13,75,8,0,3,0,3,14,22,50,214,120,41,23,18,5,59,581,0,0,0,0,0,3,0,12,21,25,8,3,0,0,14,86,0,0,3,4,0,41,67,70,130,23,9,10,0,3,40,397,3,0,0,10,9,19,14,6,9,4,3,0,0,0,11,98,0,0,0,0,0,4,11,9,6,3,0,0,0,0,8,48,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,24,0,4,3,7,26,40,20,25,18,12,3,0,0,0,24,193,0,0,0,0,0,0,0,3,10,0,0,0,0,0,105,128,18,13,11,25,43,157,154,199,556,294,113,62,43,17,347,2042,4,3,3,0,0,23,20,21,33,14,3,0,0,0,20,152,0,0,7,28,0,59,14,9,18,0,0,0,0,0,11,147,0,0,0,4,0,7,3,0,3,0,0,0,0,0,3,15
LGA14000,145,98,76,46,71,23,80,653,3,4,11,7,10,45,60,141,887,1080,958,969,1302,295,590,6358,3,0,0,0,3,10,9,19,93,127,128,126,148,60,86,815,5,7,9,11,9,93,195,250,885,620,186,1225,253,115,324,4203,3,5,22,32,10,82,61,68,154,93,56,64,40,18,83,794,3,0,0,3,0,16,16,14,46,28,8,40,9,3,35,226,0,0,0,0,0,7,3,8,27,30,25,22,26,18,41,202,46,27,32,26,50,75,48,72,202,155,92,58,36,26,149,1085,0,0,0,0,0,7,3,11,15,13,6,10,5,0,1161,1225,77,57,78,85,104,395,447,653,2795,2735,2262,3244,2908,1188,3083,20120,3,3,4,11,0,64,98,140,456,267,117,136,53,14,220,1583,4,8,26,84,11,193,126,104,189,79,30,18,6,0,122,992,0,3,4,9,0,7,4,8,25,10,14,4,5,0,19,115
LGA14100,6,5,3,6,8,11,8,56,0,0,0,0,0,3,4,8,34,40,50,87,118,96,55,484,0,0,0,0,0,3,0,0,7,5,3,5,7,21,9,66,0,0,0,0,0,3,7,11,31,29,12,139,50,24,35,350,0,0,0,0,0,7,3,3,8,9,6,10,12,3,6,64,0,0,0,0,0,0,0,3,0,0,0,4,5,0,4,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,12,0,0,3,0,3,3,3,3,15,8,5,3,8,7,16,82,0,0,0,0,0,0,0,0,0,0,0,5,0,0,95,103,6,9,3,0,7,16,24,33,118,130,113,307,284,267,279,1606,0,0,0,3,0,3,4,7,31,12,3,19,13,0,17,118,0,0,3,3,0,9,14,12,11,0,7,3,3,0,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
LGA14170,123,89,63,45,54,20,56,557,14,4,0,9,3,38,40,95,571,692,598,524,876,232,214,3900,3,0,0,3,0,14,7,16,95,106,131,143,186,101,69,877,14,13,24,27,6,135,223,275,731,415,122,724,183,69,221,3176,4,18,20,40,20,104,65,83,150,75,29,51,16,11,76,760,3,0,0,4,4,20,17,14,51,20,13,36,10,4,42,247,0,0,0,0,3,3,3,3,24,35,20,22,41,21,40,208,41,23,31,28,135,192,105,174,338,261,88,55,35,30,253,1799,3,0,0,3,0,9,3,14,30,7,14,3,3,0,858,952,96,66,90,111,197,576,487,726,2495,2070,1568,2073,2005,1010,2114,15696,4,3,7,25,3,127,172,181,541,275,94,194,55,3,200,1885,0,15,33,113,5,222,160,110,200,55,20,32,5,0,108,1079,0,0,4,11,3,18,10,22,19,12,8,9,3,0,37,161
LGA14200,13,5,0,3,0,0,10,46,0,0,0,5,3,6,20,40,162,78,32,9,8,4,53,422,0,0,0,0,0,3,0,11,31,5,7,3,3,0,6,74,3,0,0,9,3,35,41,59,97,21,6,6,4,3,31,317,0,3,5,3,7,18,7,16,10,3,0,0,0,0,9,83,0,0,0,0,0,3,3,7,12,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,15,11,5,7,3,19,54,20,13,30,3,0,0,0,0,23,195,0,0,0,0,0,4,0,0,3,0,0,0,0,0,94,102,22,16,18,18,36,142,108,167,469,201,106,50,30,14,282,1671,0,0,3,9,0,19,20,16,25,5,0,0,0,0,9,128,0,0,6,26,0,45,13,7,3,3,0,0,0,0,12,131,0,0,0,0,0,7,0,0,4,0,0,0,0,0,5,17
LGA14300,3,9,3,3,0,0,0,16,0,0,0,0,0,4,9,17,52,31,16,10,3,0,27,169,0,0,0,0,0,0,0,0,5,9,3,3,0,0,7,29,0,0,0,0,0,6,5,20,45,6,8,0,0,0,7,103,0,0,0,0,3,3,0,5,6,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,7,10,10,8,11,3,0,0,0,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,14,6,7,3,12,34,26,55,155,95,44,29,20,4,110,602,0,0,0,3,0,8,5,6,9,3,0,0,0,0,7,47,0,0,0,9,0,20,0,3,3,0,0,0,0,0,4,45,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA14350,51,11,5,0,0,0,13,151,0,0,4,3,3,17,21,37,257,120,45,13,8,6,57,599,0,0,0,0,3,0,4,9,28,14,14,0,0,0,10,87,0,0,3,5,6,31,53,82,146,39,15,8,0,0,42,428,0,0,3,12,14,43,36,29,37,9,0,0,0,0,20,198,0,0,0,0,3,7,7,9,19,4,0,0,0,0,7,59,0,0,0,0,0,3,0,8,11,3,3,3,0,0,4,36,0,9,15,14,89,103,46,59,62,16,3,0,0,0,41,451,0,0,0,0,3,5,0,5,4,4,0,0,0,0,148,162,7,18,29,37,121,243,185,270,713,309,149,61,28,9,383,2562,0,4,4,15,0,39,40,32,61,12,0,3,0,0,26,235,0,4,16,58,0,93,40,18,26,5,0,0,0,0,36,306,0,0,0,8,0,7,3,3,6,0,0,0,0,0,10,39
LGA14400,37,24,18,8,4,0,19,130,0,0,0,0,0,5,19,32,193,207,139,73,74,11,93,849,0,0,0,0,0,3,0,8,31,38,20,18,14,3,11,137,0,0,0,0,3,14,15,36,133,61,21,38,26,0,39,402,0,3,0,3,3,16,10,8,24,3,5,4,4,0,10,100,0,0,0,0,0,0,0,3,5,10,0,7,0,0,3,27,0,0,0,0,0,0,0,5,9,8,3,0,3,0,4,29,3,3,3,3,9,14,18,23,28,10,3,0,0,0,18,133,0,0,0,0,0,0,0,0,4,5,0,0,0,0,134,142,6,9,11,8,20,57,67,122,514,457,278,256,183,41,400,2422,0,0,0,3,0,15,23,20,59,24,11,3,3,0,24,174,0,5,6,25,0,42,46,15,24,3,0,0,0,0,30,206,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11
LGA14500,63,51,56,61,98,61,66,523,4,0,0,4,4,23,17,45,260,399,422,871,1630,626,539,4851,3,4,0,0,0,3,7,4,32,50,45,97,140,95,74,548,8,6,3,6,0,34,64,61,293,281,123,1642,466,295,388,3668,0,3,0,6,5,27,42,20,54,63,51,104,87,43,74,594,0,0,0,0,0,3,7,3,22,16,18,84,29,16,31,242,0,0,0,0,0,3,0,3,14,17,19,19,32,20,36,165,29,23,16,13,28,42,36,55,146,132,89,101,65,44,133,954,0,0,0,0,0,0,0,4,5,3,6,20,10,3,1207,1258,51,38,34,41,45,163,180,235,1049,1179,1106,3331,3414,2140,2981,15996,7,0,4,5,0,19,41,66,188,128,63,161,48,11,126,860,3,5,10,25,3,77,66,53,124,61,23,26,21,3,78,585,0,0,0,3,0,0,6,4,23,10,3,6,0,0,16,79
LGA14550,17,3,0,0,0,0,9,55,0,0,3,3,0,11,15,22,65,38,23,4,8,0,25,210,0,0,0,0,0,3,3,5,8,3,4,0,0,0,6,35,0,0,0,3,3,21,29,42,52,19,0,3,0,0,17,189,0,3,0,8,7,15,26,7,9,3,0,0,0,0,7,89,0,0,0,0,0,3,0,7,7,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,27,23,13,10,19,3,0,0,0,0,15,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,69,3,8,13,13,46,96,93,107,218,101,45,24,17,8,167,956,0,0,0,4,0,8,10,7,11,4,0,3,0,0,5,54,0,0,4,21,3,27,8,6,0,0,0,0,0,0,13,94,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
