LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA12700,1198,636,517,881,938,844,574,329,120,6038,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,24,0,3,4,0,0,3,3,0,0,24,293,144,115,174,178,128,58,22,6,1114,207,85,66,121,131,104,81,48,14,843,1696,871,700,1181,1268,1079,716,398,143,8060,3,3,5,7,6,5,3,0,0,37,505,290,227,377,470,473,339,163,63,2912,0,0,0,0,0,0,0,0,0,0,34,19,12,19,27,39,33,18,9,214,0,0,0,0,0,0,0,0,0,0,347,231,134,218,264,221,165,72,24,1668,3,3,0,0,4,0,3,0,0,14,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA12730,1263,668,653,906,1077,843,723,511,144,6795,3,5,0,0,4,0,0,0,0,11,3,5,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,434,205,212,185,139,84,46,34,8,1352,240,103,85,118,129,91,73,64,17,916,1941,987,963,1215,1353,1030,842,603,165,9110,0,3,0,3,7,0,0,0,0,17,273,129,131,240,298,314,252,164,54,1863,0,0,0,0,0,0,0,0,0,0,44,20,8,23,21,23,9,4,4,151,0,0,0,0,0,0,0,0,0,0,471,280,204,289,341,296,235,159,47,2321,0,0,0,0,0,0,0,0,0,4,6,3,5,3,3,3,4,0,0,28,10,0,3,3,3,8,3,0,0,37
LGA12750,3557,1966,1619,2750,3610,4206,3420,2349,725,24200,3,3,8,9,12,9,0,0,0,41,9,3,0,13,5,4,3,0,0,37,5,0,3,3,6,9,3,0,0,29,13,3,8,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,13,10,18,17,31,22,10,0,0,120,28,11,25,23,31,22,11,0,0,139,1715,859,661,830,998,837,502,284,50,6742,761,403,316,422,510,490,357,232,87,3589,6107,3266,2658,4088,5238,5621,4299,2868,868,35013,34,37,26,65,63,49,20,3,3,308,1290,647,537,983,1301,1929,1693,1098,478,9957,0,0,0,0,0,0,0,0,0,0,45,24,16,34,63,68,70,29,16,370,0,0,0,0,4,0,0,0,0,4,1324,790,560,895,1216,1386,1239,641,182,8234,0,0,0,4,3,3,4,3,0,21,24,15,8,25,28,33,48,13,3,200,29,25,17,32,30,35,28,16,7,226
LGA12850,20485,15801,12901,14297,14940,12180,8439,5036,1248,105328,226,185,192,188,218,105,39,10,5,1173,2653,1495,1279,1057,793,421,145,44,5,7896,3,0,0,9,0,3,0,4,0,24,3,0,0,0,0,0,0,0,0,3,14,10,15,5,6,3,0,0,0,60,197,177,123,142,135,79,50,17,6,929,209,191,136,147,143,87,47,17,8,991,2889,2100,1810,1600,1628,798,402,255,73,11554,3408,1954,1741,1843,1685,1042,745,557,146,13125,38778,27345,23873,26241,25951,17611,11313,6969,1803,179892,8558,6172,5790,6969,7493,4813,1842,1189,411,43225,1222,1168,953,1117,1620,1616,1112,888,289,9992,1188,934,883,842,965,700,457,265,60,6282,588,408,375,370,367,337,157,90,36,2735,0,0,0,0,0,0,0,0,0,10,12493,9477,7810,8321,8686,7493,5113,3296,1020,63716,9,12,0,3,12,11,10,4,3,78,1771,1411,1498,1540,1487,1625,1067,583,182,11158,151,112,107,115,111,109,74,31,15,814
LGA12870,1678,865,795,1153,1352,1378,1204,802,207,9428,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,3,0,0,0,0,22,4,7,0,5,3,0,0,0,0,22,456,177,225,236,185,183,103,65,11,1643,238,108,87,136,134,155,122,103,17,1096,2384,1158,1123,1537,1685,1717,1426,966,228,12236,9,7,10,13,12,12,3,0,0,51,338,207,177,296,415,516,466,294,84,2798,0,0,0,0,0,0,0,0,0,0,47,25,8,35,13,19,23,9,3,172,0,0,0,0,0,0,0,3,0,4,763,379,314,413,484,520,421,273,74,3640,0,0,0,0,0,0,3,0,0,11,7,0,4,0,5,0,0,0,0,16,12,0,0,4,7,0,0,0,0,32
LGA12900,1633,873,785,1053,1046,1037,781,482,157,7852,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,12,4,5,0,5,0,0,0,0,0,12,250,95,107,73,71,71,22,14,5,702,192,84,95,82,87,61,63,52,50,764,2080,1065,988,1214,1215,1179,862,545,216,9361,4,0,0,7,0,6,3,0,0,21,416,239,214,328,397,407,356,221,96,2672,0,0,0,0,0,0,0,0,0,0,34,17,19,15,8,17,16,3,5,125,0,0,0,0,0,0,0,0,0,0,870,458,359,389,413,403,308,175,51,3422,0,0,0,0,0,0,0,0,0,6,10,0,3,0,3,3,0,3,0,28,6,3,5,0,6,3,0,0,0,26
LGA12930,14572,9801,10072,11806,10988,9539,6791,5850,2430,81852,286,290,565,249,197,121,64,23,3,1805,1234,800,696,580,385,227,105,39,9,4074,27,31,25,23,41,42,14,14,11,237,0,0,0,0,0,0,0,0,0,0,25,31,36,20,11,9,3,0,0,143,42,39,71,41,39,29,8,8,0,275,69,73,110,62,53,34,16,12,3,416,3872,3585,3613,3640,3226,1512,994,541,141,21141,2155,1661,1709,1668,1590,1106,697,636,293,11504,22868,16974,17648,19091,17452,13063,8986,7249,2942,126263,676,834,1455,1170,1312,841,405,234,55,6985,2171,1585,1432,1916,2315,2456,1930,1591,1184,16578,0,3,0,0,0,0,0,0,0,11,450,338,345,352,430,320,199,149,79,2672,9,8,3,8,14,10,6,15,6,80,6437,4192,3791,4646,4605,3742,2692,1976,759,32842,12,18,16,14,16,3,5,5,0,91,3542,1859,1750,3021,2203,1512,1301,747,159,16091,60,32,60,71,48,39,24,12,15,361
LGA12950,780,382,307,480,537,482,373,261,87,3695,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,65,72,45,65,30,10,4,3,415,93,60,26,41,48,54,43,28,5,395,995,500,416,571,660,572,425,295,95,4519,0,0,0,7,0,0,0,0,0,11,222,130,107,148,186,209,167,92,36,1291,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,244,129,101,113,169,116,120,51,25,1075,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,11,9,8,7,3,3,5,0,0,40
LGA13010,1318,626,595,844,953,1045,783,500,204,6875,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,7,4,4,3,0,0,40,14,7,3,7,4,4,3,0,0,40,284,134,100,106,132,91,64,20,3,942,170,79,127,127,132,98,84,49,14,879,1792,857,834,1089,1227,1247,930,573,228,8782,3,4,5,7,11,10,5,3,0,49,475,285,258,312,465,472,441,270,92,3075,0,0,0,0,0,0,0,0,0,0,21,16,9,8,15,28,16,7,3,120,0,0,0,0,0,0,0,0,0,0,413,205,169,204,260,273,212,121,36,1890,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,10,3,0,3,4,6,7,7,5,3,34
LGA13310,3897,2507,2182,2835,2941,2624,1881,1269,378,20503,4,3,0,8,0,3,0,0,0,20,22,14,9,13,4,4,4,0,0,68,3,0,0,3,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,11,16,7,9,5,0,0,63,9,10,11,16,4,9,5,0,0,62,716,392,353,324,342,281,100,51,15,2575,487,359,473,444,364,315,170,97,33,2735,5140,3307,3049,3673,3672,3247,2160,1417,426,26084,33,20,24,43,28,28,10,0,0,182,1414,892,806,1136,1222,1244,937,627,242,8509,0,0,0,0,0,0,0,0,0,0,84,58,43,48,51,37,44,17,7,388,43,36,12,20,19,0,5,0,0,137,1718,1145,935,1085,1234,1031,795,457,167,8566,0,0,0,0,3,0,3,0,0,8,21,15,10,25,30,23,27,10,0,162,17,3,13,9,8,11,18,5,6,98
LGA13340,1590,833,621,1052,1178,1136,671,479,159,7721,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,17,0,5,0,4,0,3,0,0,0,17,316,157,111,171,167,117,52,19,4,1120,210,97,71,105,146,98,71,41,10,837,2129,1095,811,1340,1490,1352,800,538,177,9727,5,0,3,3,9,4,0,0,0,19,363,185,157,273,324,360,254,150,69,2149,0,0,0,0,0,0,0,0,0,0,30,9,15,13,18,25,18,4,0,131,0,0,0,0,0,0,0,0,0,0,525,286,203,266,340,275,185,88,21,2194,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,5,3,0,0,12,3,0,5,0,3,0,0,0,0,10
LGA13450,4248,2447,2280,2767,2494,1865,1489,1086,282,18967,30,4,26,33,21,13,4,0,0,125,148,94,51,73,38,20,7,0,0,434,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,141,70,70,83,67,31,13,0,0,486,0,11,14,3,3,3,0,0,0,32,144,85,81,87,70,32,13,0,0,522,469,284,321,213,199,116,48,42,10,1706,487,330,267,238,257,168,113,74,23,1952,5550,3248,3054,3439,3102,2217,1680,1202,321,23798,12,15,18,13,15,20,0,0,0,83,736,466,464,560,578,536,302,233,107,3983,0,0,0,0,0,3,0,0,0,4,28,15,15,16,21,15,10,3,0,127,15,24,5,8,12,0,0,3,0,75,2445,1422,1147,1351,1498,1147,898,694,258,10854,0,0,0,0,0,0,0,0,0,0,11,3,10,10,9,3,3,0,0,40,14,9,9,8,20,14,11,7,3,91
LGA13510,1918,946,834,1220,1323,1303,1026,691,214,9476,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,13,0,3,0,3,6,0,0,0,0,13,249,125,86,104,117,96,41,10,0,824,160,65,43,84,88,93,71,42,12,653,2330,1136,975,1418,1537,1491,1146,753,232,11006,3,0,3,7,6,6,4,0,0,34,609,345,290,428,541,675,569,352,143,3944,0,0,0,0,0,0,0,0,0,0,27,13,5,14,17,20,16,10,3,118,0,0,0,0,0,0,0,0,0,0,873,451,317,427,543,428,385,220,66,3711,0,0,0,0,0,0,0,0,0,0,4,7,3,5,3,6,3,0,0,29,3,0,3,3,3,10,0,3,0,23
LGA13550,1907,1028,856,1264,1428,1232,974,610,170,9473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,3,0,0,0,0,22,5,0,4,4,3,0,0,0,0,22,399,160,140,116,129,65,42,20,3,1078,274,105,96,113,123,96,65,38,23,919,2596,1301,1098,1505,1686,1396,1085,666,201,11524,0,3,7,3,8,5,7,0,0,32,716,457,382,527,662,566,488,309,80,4188,0,0,0,0,0,0,0,0,0,0,31,12,10,19,17,26,19,9,3,142,0,0,0,0,0,0,0,0,0,0,778,440,365,383,412,355,280,184,53,3250,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,5,0,0,0,23,3,6,4,0,6,5,0,3,0,29
LGA13660,842,371,429,650,589,667,515,300,97,4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,5,134,58,37,55,68,55,24,17,0,447,85,34,39,58,48,59,36,22,17,386,1055,462,499,759,704,788,578,335,118,5310,0,0,0,3,3,0,0,0,0,7,340,188,166,261,316,343,318,182,78,2181,0,0,0,0,0,0,0,0,0,0,14,3,3,4,5,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,254,112,106,137,138,118,113,62,13,1059,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,3,0,3,0,3,0,0,0,0,9
LGA13800,9707,6126,5396,6999,6376,4837,2665,1634,571,44312,6,10,24,10,12,9,4,0,0,78,20,33,29,25,21,15,0,4,0,148,3,9,0,5,8,14,5,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,34,35,44,44,49,26,7,3,0,236,32,40,46,50,49,26,7,3,0,245,2570,1611,1342,1344,1116,658,224,120,38,9037,1631,974,791,982,849,610,310,187,83,6409,14013,8838,7662,9463,8506,6209,3225,1954,694,60557,29,57,68,59,75,70,25,3,3,390,3379,2210,1884,2855,2852,2395,1558,821,369,18316,0,0,0,0,0,0,0,0,0,0,234,168,145,125,150,152,86,31,18,1099,52,25,19,22,11,12,10,10,0,173,4293,2771,2044,2581,2490,1731,1059,467,143,17587,8,3,3,8,10,18,18,3,4,88,133,73,86,101,126,81,59,45,7,707,59,53,32,36,40,27,26,21,3,292
LGA13850,627,264,265,404,411,349,276,137,53,2780,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,39,33,55,32,14,9,0,0,351,56,22,33,38,21,23,21,11,3,234,848,330,331,506,471,386,305,150,58,3379,0,3,0,0,5,0,0,0,0,17,117,73,58,118,161,164,125,69,28,920,0,0,0,0,0,0,0,0,0,0,7,0,3,5,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,262,134,80,118,184,101,87,74,16,1061,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA13910,3085,1561,1480,1932,2019,2018,1476,1006,344,14912,7,0,8,6,3,4,0,0,0,27,66,32,21,18,8,10,3,0,0,162,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,0,0,14,0,3,0,5,3,3,3,0,0,17,486,217,198,175,175,161,57,18,4,1498,314,128,142,149,164,122,90,71,18,1197,3961,1948,1845,2297,2379,2335,1636,1094,365,17861,3,9,5,11,5,15,10,0,0,57,896,510,400,645,764,869,668,423,175,5345,0,0,0,0,0,0,0,0,0,0,28,18,13,21,21,20,23,3,0,150,37,15,17,12,12,11,9,3,0,116,1551,756,626,817,883,851,645,406,162,6693,0,0,0,0,0,0,0,0,0,3,8,6,9,8,8,11,13,8,0,78,15,6,5,3,10,9,3,0,0,54
LGA14000,17959,11976,8857,13051,13169,10565,6220,5106,2433,89337,676,452,476,591,465,220,76,29,6,2993,420,326,241,274,267,134,43,30,5,1730,74,43,44,57,66,59,24,33,16,426,0,5,0,0,0,0,0,0,0,5,98,50,83,76,39,17,19,8,0,394,128,109,93,128,109,60,33,15,10,676,227,158,170,204,151,74,55,26,10,1073,4455,3491,2973,3745,3643,2236,877,547,185,22145,2154,1662,1387,1574,1646,1243,690,563,337,11246,26457,18553,14541,20145,20134,14871,8136,6399,3014,132256,558,503,582,715,887,576,226,89,32,4174,4849,2860,2036,3776,4222,3549,2801,1940,1330,27364,0,0,0,0,0,0,0,0,0,3,749,605,354,506,714,442,328,174,79,3950,26,11,20,17,21,14,16,29,30,183,7649,4798,3013,4912,4959,3667,2337,1351,613,33301,53,26,36,27,39,42,28,17,9,281,296,194,153,292,289,156,159,81,34,1658,59,45,42,42,56,33,25,12,6,328
LGA14100,1858,1374,685,1248,1246,1089,725,668,292,9182,9,4,14,7,8,5,0,0,0,52,18,17,20,15,18,12,8,5,0,103,3,9,0,3,15,10,16,103,208,369,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,19,9,5,10,7,9,4,0,3,0,47,13,12,14,7,4,7,0,3,0,67,313,288,213,296,323,268,129,80,29,1946,229,178,138,181,190,192,92,68,31,1301,2458,1908,1133,1799,1843,1611,999,934,572,13242,33,20,36,43,49,41,27,17,3,272,406,220,144,329,337,390,230,189,118,2365,0,0,0,0,0,0,0,0,0,4,0,7,13,4,7,17,5,4,4,59,0,0,0,0,0,0,0,0,0,0,1214,859,351,639,656,491,316,275,162,4962,0,0,0,0,0,3,0,0,0,10,102,70,48,77,76,58,43,41,3,516,0,4,3,4,3,8,3,0,0,27
LGA14170,11710,8054,15784,15524,11004,9363,6953,4835,1865,85094,311,452,868,299,154,84,31,7,0,2204,504,582,824,442,296,234,83,31,5,2989,109,72,136,110,113,84,23,13,8,666,8,0,3,9,3,0,0,0,0,25,19,23,51,24,18,0,0,0,0,138,85,163,285,246,161,69,21,6,0,1042,111,186,339,274,182,69,22,6,0,1204,6076,4997,9596,8261,5640,3066,971,408,127,39143,3440,2903,4894,4168,2838,1946,988,686,398,22270,23098,18096,33834,30420,21441,15430,9352,6141,2445,160262,731,833,1548,1325,1290,887,302,193,63,7166,2233,1144,2558,3489,2571,2182,1297,770,508,16761,0,3,7,3,5,10,3,0,0,32,166,135,241,239,174,119,80,52,40,1241,3,3,8,0,0,8,0,0,0,23,7526,4156,7446,7872,5936,4491,3336,2679,1082,44530,10,6,7,10,21,9,7,4,3,75,1091,495,836,1534,997,843,1442,1162,236,8647,44,53,60,72,44,45,20,20,0,368
LGA14200,2457,1270,1195,1657,1642,1694,1328,804,324,12371,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,4,7,7,0,0,0,36,9,7,5,4,7,7,0,0,0,36,590,292,231,177,186,118,51,28,12,1683,361,171,162,167,168,139,97,71,41,1373,3423,1740,1612,2002,2012,1961,1482,905,373,15505,8,3,11,11,9,4,0,0,0,42,908,518,467,668,764,788,659,403,111,5283,0,0,0,0,0,0,0,0,0,0,23,3,3,10,8,18,9,4,3,96,0,0,0,0,0,0,0,0,0,0,818,462,353,490,480,411,402,192,56,3665,0,0,3,0,5,11,3,0,3,30,0,0,3,0,5,0,0,3,0,15,13,3,3,4,7,23,17,11,3,83
LGA14300,874,447,427,526,626,590,359,232,77,4162,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,3,3,3,0,0,0,0,0,0,10,162,68,49,55,45,30,10,4,3,428,123,203,334,243,146,64,24,14,3,1158,1158,731,807,833,822,686,393,249,83,5777,0,0,3,3,0,0,0,0,0,15,307,150,138,206,221,226,163,98,18,1528,0,0,0,0,0,0,0,0,0,0,20,12,6,15,12,22,14,4,0,107,0,0,0,0,0,0,0,0,0,0,435,217,158,212,251,227,146,71,23,1736,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA14350,3758,1886,1596,2499,3056,2999,2203,1482,390,19860,3,0,6,4,6,0,0,0,0,19,15,3,0,4,10,0,0,0,0,38,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,9,6,11,6,15,18,5,3,0,0,68,11,8,8,23,15,5,3,0,0,77,1237,537,459,482,615,402,191,85,18,4040,654,426,409,449,463,369,222,163,48,3218,5694,2881,2499,3480,4213,3799,2623,1738,461,27385,32,13,18,30,46,46,3,3,0,192,1030,549,510,810,1119,1392,1118,668,280,7485,0,0,0,0,0,0,0,0,0,0,51,19,17,31,46,44,38,15,11,271,0,0,0,0,0,0,0,0,0,0,1554,900,552,779,1031,963,761,380,129,7054,0,0,0,0,0,3,0,3,0,6,5,5,4,12,14,13,10,3,0,59,33,20,24,25,34,38,32,11,9,233
LGA14400,2536,1750,1017,1817,2317,1754,1410,1134,432,14171,0,0,3,0,0,0,0,0,0,12,0,6,0,3,3,0,0,0,0,16,3,4,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,4,16,10,8,3,5,0,77,20,15,5,16,10,8,3,5,0,75,697,452,340,358,516,351,144,96,33,2985,325,209,121,195,258,207,146,115,50,1625,3584,2444,1506,2414,3127,2341,1709,1346,515,18983,27,17,26,36,38,32,5,0,0,189,792,459,337,656,794,903,666,506,255,5367,0,0,0,0,0,0,0,0,0,0,43,29,20,32,44,43,39,19,7,274,0,0,0,0,0,0,0,0,0,0,1068,741,396,608,874,709,523,327,108,5352,0,0,0,0,0,3,3,3,0,11,27,20,12,26,29,27,22,25,4,191,18,15,13,18,10,14,7,3,5,113
