SA4_CODE_2016,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85_ov,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85_ov,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85_ov,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85o,C16_P_Arch_building_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85o,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85o,C16_P_Healt_To,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85o,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85o,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85o,C16_P_Society_cultur_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85o,C16_P_Creative_arts_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85o,C16_P_Foo_hos_pers_S_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85_ov,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85o,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85o,C16_P_FldStu_NS_T,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85o,C16_P_T_T
111,9,317,983,867,709,702,501,177,50,4311,29,296,864,785,547,348,140,24,4,3035,125,1487,5489,5276,6167,5949,4748,2418,864,32532,106,736,2310,2122,2079,1742,1217,666,211,11191,39,215,581,707,534,341,220,73,21,2730,142,1075,4693,4122,4014,3923,1937,852,306,21064,36,482,2575,2821,2560,3521,2180,917,246,15350,384,2016,6387,6605,5942,4798,3069,1102,342,30635,305,1520,3930,3986,3538,2952,1562,562,134,18490,107,735,1593,1113,751,566,344,137,34,5379,293,945,2153,1744,1403,886,644,229,94,8402,32,55,43,19,35,40,46,69,39,379,21,122,283,381,404,311,178,91,34,1818,1204,1293,2580,2400,2898,2957,3153,3093,2763,22353,2838,11298,34461,32954,31582,29027,19961,10398,5139,177661
112,3,55,262,427,438,465,354,111,37,2159,31,88,229,313,326,271,120,23,0,1410,86,540,1705,2070,2661,3135,2743,1440,502,14888,47,297,1217,1494,1620,1642,1134,543,156,8150,57,191,557,767,781,684,363,121,40,3565,72,400,1744,2391,2708,3275,1646,706,255,13191,27,212,1267,1807,2021,2941,1817,659,205,10955,164,756,2448,3299,3460,3305,2165,791,306,16706,134,584,1831,2557,2799,2791,1470,371,92,12635,44,276,832,1088,944,793,440,150,49,4611,195,593,1439,1402,1223,895,600,207,86,6646,19,27,24,27,42,53,69,69,42,372,17,44,149,255,289,263,182,92,39,1324,1645,1072,2216,2649,3269,3838,3247,2700,1913,22554,2548,5145,15918,20555,22580,24360,16344,7992,3725,119152
113,3,79,285,310,213,186,118,29,9,1236,33,76,249,173,128,100,39,4,0,804,97,763,1901,1826,1950,1784,1176,503,142,10151,71,384,819,619,620,628,400,189,53,3774,71,257,650,734,743,605,369,166,50,3647,70,445,1428,1236,1234,1246,714,346,128,6855,22,213,1051,1152,1063,1193,664,279,79,5711,121,675,2140,2146,2153,1735,913,280,97,10270,86,444,1380,1261,1200,954,428,138,29,5916,22,132,354,231,170,144,84,49,18,1198,129,467,956,678,529,411,238,75,24,3512,17,27,31,21,30,32,41,30,9,237,12,42,140,141,155,130,67,33,15,744,1157,990,1956,1980,2075,2225,1949,1618,895,14841,1922,5002,13350,12505,12269,11365,7194,3739,1558,68893
114,5,52,148,198,231,335,320,112,30,1437,13,54,146,156,152,134,89,20,0,764,41,447,1416,1527,2061,2529,2449,1395,414,12276,66,259,801,825,984,983,807,434,90,5253,29,122,326,412,436,347,238,98,21,2022,49,250,888,1081,1329,1664,1094,551,146,7057,18,117,643,916,1064,1605,1322,494,107,6290,110,486,1521,1880,2045,2241,2157,804,213,11452,78,419,1107,1375,1589,1585,1191,442,99,7880,20,124,316,407,418,370,319,134,40,2148,101,389,824,770,681,538,448,138,62,3944,19,15,19,9,20,17,37,35,17,186,13,30,97,142,148,169,145,67,26,827,876,691,1364,1432,1714,1908,2261,1857,1150,13253,1429,3460,9617,11128,12871,14425,12869,6567,2422,74787
115,5,245,513,835,1056,883,493,171,46,4242,24,231,1080,2253,1301,604,182,23,0,5704,60,627,2010,3381,4170,3569,2540,1055,341,17763,104,520,1221,1440,1516,982,576,305,66,6736,22,154,307,434,397,288,177,56,25,1872,45,584,1632,2053,2342,1917,1152,498,153,10372,11,348,1312,1811,1906,2199,1309,476,134,9510,144,1471,5072,7864,7300,5139,3036,834,291,31163,131,998,2224,2699,2470,1989,1012,307,89,11914,76,653,1026,939,647,342,234,88,32,4037,129,395,852,986,895,516,345,114,30,4262,7,4,19,16,11,33,33,23,3,152,17,82,221,338,337,238,149,75,24,1482,792,548,1082,1424,1625,1276,1230,889,957,9828,1583,6862,18581,26465,25973,19977,12465,4928,2197,119030
116,12,359,1086,1200,905,616,254,68,4,4510,82,612,3155,3672,1075,380,93,7,0,9070,105,933,3932,5162,5105,4099,2237,888,199,22662,119,599,1440,1405,1163,784,499,236,68,6327,22,136,372,399,345,272,92,37,5,1675,92,899,3463,2924,2147,1687,671,204,79,12174,43,534,2167,2152,1602,1319,805,241,81,8942,298,2373,10154,9774,6077,3989,1700,377,88,34837,191,1391,4004,3759,2918,1884,730,191,42,15117,81,604,1397,870,454,263,140,47,15,3870,247,700,2241,1532,960,579,298,93,19,6668,34,49,68,53,55,71,72,37,15,454,24,137,583,692,512,329,150,51,13,2492,1649,1608,3761,3480,2983,2475,2060,1306,614,19950,3001,10936,37832,37074,26318,18753,9810,3778,1246,148750
117,47,947,2782,1478,955,610,327,134,26,7309,32,682,3739,2524,944,380,98,17,0,8413,46,1425,5689,2823,2233,1694,1197,597,166,15869,26,499,2769,1664,1146,714,388,196,47,7449,9,119,510,393,245,179,60,32,4,1558,32,798,4634,2619,1859,1369,812,332,101,12562,36,357,2134,1496,1421,1470,946,269,75,8211,213,5811,20564,11259,5815,3126,1421,346,119,48671,94,2523,10670,6322,4107,3119,1642,489,99,29071,127,2156,8406,4097,2170,1043,412,135,43,18593,106,948,2869,1623,1037,515,263,85,25,7467,149,225,129,61,66,58,44,32,10,775,32,299,1095,768,534,340,154,78,22,3309,1489,4750,11657,6018,4129,3245,2222,1554,850,35909,2444,21536,77660,43136,26653,17876,9994,4290,1580,205159
118,25,562,1661,1223,903,648,537,188,66,5823,13,281,1280,1400,808,373,113,21,3,4289,35,1196,3799,2300,1985,1790,1566,896,397,13958,25,473,2391,1612,1248,812,555,253,96,7461,7,82,391,348,262,142,77,44,24,1383,22,486,3730,2789,2319,2080,1434,809,343,14013,26,243,1655,1533,1475,1777,1265,517,206,8693,123,2607,12147,10276,7000,3972,2278,858,421,39684,58,1315,6619,5638,4413,3125,2163,696,226,24268,74,1067,4442,3056,1779,906,469,187,68,12053,63,351,1354,1088,831,466,409,157,79,4795,78,78,48,22,21,26,41,51,17,392,18,174,541,628,494,320,212,87,41,2513,1090,2199,6183,4269,3263,2507,2320,1797,1375,25004,1650,11132,46255,36184,26807,18947,13437,6562,3362,164327
119,34,695,1911,1617,1636,1025,508,216,52,7692,75,955,5045,4341,1981,723,164,16,4,13303,121,1653,6326,6167,6874,5999,4006,2434,911,34490,131,961,2831,2779,2283,1454,955,602,192,12186,18,144,469,445,393,292,129,73,18,1970,105,1520,5780,3734,3136,2502,1216,668,234,18888,67,976,3609,3106,2918,2741,1586,661,234,15900,388,5386,22898,15764,11067,6624,3290,1075,521,67008,257,2387,7371,6316,4790,3511,1483,450,134,26700,112,1263,2969,2020,1213,684,353,165,48,8831,254,988,3908,2921,1987,1058,660,245,111,12136,82,126,173,110,136,158,143,97,50,1072,39,219,766,849,722,500,248,126,48,3517,2331,2854,7039,5327,5010,4271,3581,3229,2616,36252,4001,20117,71092,55493,44136,31561,18319,10053,5158,259934
120,16,497,1481,1287,1232,836,478,169,50,6033,28,512,3595,2690,1273,502,105,14,4,8732,44,864,3982,3021,2999,2597,1687,898,368,16475,20,365,1506,1553,1399,874,590,320,71,6699,6,80,304,345,276,184,97,30,17,1333,30,771,3986,2709,2481,2071,1204,524,223,14011,18,374,1968,1880,1947,2138,1392,486,178,10378,158,3305,14260,10745,7614,4475,2133,589,264,43537,60,1372,5418,5358,4240,3219,1801,476,127,22075,75,1185,3458,2666,1729,935,367,132,39,10585,90,535,1883,1306,964,516,323,126,42,5782,49,86,69,52,51,78,59,52,22,515,15,173,576,610,491,341,151,75,33,2461,880,1780,4790,3419,2749,2283,1736,1285,921,19842,1488,11900,47286,37637,29451,21049,12119,5171,2360,168461
121,6,558,1762,2186,2275,1702,1364,651,229,10719,17,369,3241,4788,2555,1208,317,42,7,12550,46,624,4086,4733,4566,3750,3036,1773,745,23365,33,342,1679,1687,1687,1274,813,469,152,8133,6,119,492,616,513,353,234,129,41,2495,60,824,4439,4410,4358,3800,2747,1660,744,23051,20,347,2184,2554,2764,3174,2621,1281,419,15372,139,2710,15304,17933,15202,9509,6224,2520,1023,70562,94,1524,6565,7729,7398,5630,3771,1562,517,34788,114,1184,3661,3164,2179,1308,689,374,152,12823,135,470,1487,1355,1121,583,433,159,67,5815,34,39,33,27,48,57,31,33,21,327,18,179,573,829,729,502,357,149,90,3428,1127,1252,3992,3548,2950,2454,2097,1671,1788,20867,1846,10552,49496,55553,48339,35301,24740,12471,6013,244299
122,0,212,686,1115,1076,818,563,214,66,4753,23,145,765,1423,1048,524,172,31,3,4136,32,457,2047,2848,3452,2817,2294,1413,549,15908,35,438,1818,2066,1922,1215,811,478,145,8932,12,97,423,646,492,290,131,91,25,2217,39,404,2038,2337,2353,1962,1250,783,310,11472,18,258,1525,1999,1975,2204,1452,704,210,10341,97,1336,6453,9324,8519,5222,3569,1464,623,36602,73,838,3084,4271,3705,2541,1675,543,185,16912,79,722,2061,2132,1472,805,449,188,85,7994,105,389,1176,1251,1190,624,441,194,65,5439,14,22,25,24,25,17,26,28,20,191,25,65,276,466,439,236,173,77,44,1788,822,756,1997,2278,2107,1734,1686,1510,1538,14430,1373,6127,24380,32181,29781,21014,14700,7704,3862,141119
123,4,225,573,554,489,380,191,60,15,2488,56,280,1131,1171,472,272,77,14,0,3469,120,953,3363,3753,4125,3958,2397,955,210,19835,137,691,1570,1548,1126,922,561,230,51,6837,46,169,477,434,338,233,99,34,7,1835,134,691,2144,2042,1812,1482,744,223,66,9337,40,457,1965,1918,1576,1613,791,250,55,8659,256,1667,5551,5549,4441,3331,1587,360,97,22838,219,1300,3442,3158,2358,1587,646,120,34,12866,78,476,971,547,353,268,150,42,14,2899,193,657,1713,1229,891,552,345,93,14,5682,27,30,21,52,35,45,61,31,8,304,16,92,269,330,305,219,134,36,4,1412,1405,1256,2476,2396,2223,2040,1878,1285,977,15933,2734,8946,25673,24670,20536,16904,9653,3742,1568,114410
124,6,233,583,682,601,601,403,106,23,3238,46,317,1011,1020,543,351,139,15,3,3437,110,1144,3920,4046,4546,4171,2883,1180,316,22314,159,818,1961,1741,1605,1187,774,334,75,8658,50,241,670,614,536,378,165,64,24,2736,137,724,2487,2388,2331,2356,1175,513,159,12271,31,521,2324,2412,2269,2760,1542,520,123,12489,307,1776,5700,6040,5092,4319,2283,666,216,26408,253,1441,3883,3605,3192,2647,1436,396,70,16930,89,639,1365,1118,797,652,373,121,40,5208,290,962,2085,1490,1132,688,406,135,44,7233,21,46,37,36,42,46,70,39,10,347,26,100,296,384,375,265,151,77,30,1699,1439,1507,3340,2991,2884,2640,2382,1630,858,19666,2969,10468,29662,28567,25940,23054,14181,5802,1988,142630
125,22,579,2159,1747,1345,913,497,180,40,7491,63,865,6633,5205,1580,588,138,14,5,15089,69,1257,6812,5843,5052,4423,2811,1599,543,28416,118,680,2276,2053,1583,1011,636,344,103,8799,11,115,388,382,333,240,103,59,28,1654,81,1187,5584,3390,2365,2009,997,484,147,16245,44,704,2838,2271,2083,1801,1218,514,175,11646,324,3845,18923,13089,7393,4808,2496,800,305,51991,176,1773,5985,4844,3753,2692,1134,379,113,20850,81,785,2233,1401,789,470,254,100,25,6132,171,709,2930,1901,1163,645,360,134,52,8064,38,93,166,97,116,130,93,55,19,809,33,177,883,701,480,316,172,77,23,2864,1782,2730,7862,5481,4078,3289,2511,2006,1413,31162,3005,15497,65673,48404,32119,23334,13424,6756,2994,211214
