SA4_CODE_2016,C06_15_19_Married_M,C06_15_19_Married_F,C06_15_19_Sep_M,C06_15_19_Sep_F,C06_15_19_Div_M,C06_15_19_Div_F,C06_15_19_Wid_M,C06_15_19_Wid_F,C06_15_19_Nvr_marrd_M,C06_15_19_Nvr_marrd_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Married_M,C06_20_24_Married_F,C06_20_24_Sep_M,C06_20_24_Sep_F,C06_20_24_Div_M,C06_20_24_Div_F,C06_20_24_Wid_M,C06_20_24_Wid_F,C06_20_24_Nvr_marrd_M,C06_20_24_Nvr_marrd_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Married_M,C06_25_29_Married_F,C06_25_29_Sep_M,C06_25_29_Sep_F,C06_25_29_Div_M,C06_25_29_Div_F,C06_25_29_Wid_M,C06_25_29_Wid_F,C06_25_29_Nvr_marrd_M,C06_25_29_Nvr_marrd_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Married_M,C06_30_34_Married_F,C06_30_34_Sep_M,C06_30_34_Sep_F,C06_30_34_Div_M,C06_30_34_Div_F,C06_30_34_Wid_M,C06_30_34_Wid_F,C06_30_34_Nvr_marrd_M,C06_30_34_Nvr_marrd_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Married_M,C06_35_39_Married_F,C06_35_39_Sep_M,C06_35_39_Sep_F,C06_35_39_Div_M,C06_35_39_Div_F,C06_35_39_Wid_M,C06_35_39_Wid_F,C06_35_39_Nvr_marrd_M,C06_35_39_Nvr_marrd_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Married_M,C06_40_44_Married_F,C06_40_44_Sep_M,C06_40_44_Sep_F,C06_40_44_Div_M,C06_40_44_Div_F,C06_40_44_Wid_M,C06_40_44_Wid_F,C06_40_44_Nvr_marrd_M,C06_40_44_Nvr_marrd_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Married_M,C06_45_49_Married_F,C06_45_49_Sep_M,C06_45_49_Sep_F,C06_45_49_Div_M,C06_45_49_Div_F,C06_45_49_Wid_M,C06_45_49_Wid_F,C06_45_49_Nvr_marrd_M,C06_45_49_Nvr_marrd_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Married_M,C06_50_54_Married_F,C06_50_54_Sep_M,C06_50_54_Sep_F,C06_50_54_Div_M,C06_50_54_Div_F,C06_50_54_Wid_M,C06_50_54_Wid_F,C06_50_54_Nvr_marrd_M,C06_50_54_Nvr_marrd_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Married_M,C06_55_59_Married_F,C06_55_59_Sep_M,C06_55_59_Sep_F,C06_55_59_Div_M,C06_55_59_Div_F,C06_55_59_Wid_M,C06_55_59_Wid_F,C06_55_59_Nvr_marrd_M,C06_55_59_Nvr_marrd_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Married_M,C06_60_64_Married_F,C06_60_64_Sep_M,C06_60_64_Sep_F,C06_60_64_Div_M,C06_60_64_Div_F,C06_60_64_Wid_M,C06_60_64_Wid_F,C06_60_64_Nvr_marrd_M,C06_60_64_Nvr_marrd_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Married_M,C06_65_69_Married_F,C06_65_69_Sep_M,C06_65_69_Sep_F,C06_65_69_Div_M,C06_65_69_Div_F,C06_65_69_Wid_M,C06_65_69_Wid_F,C06_65_69_Nvr_marrd_M,C06_65_69_Nvr_marrd_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Married_M,C06_70_74_Married_F,C06_70_74_Sep_M,C06_70_74_Sep_F,C06_70_74_Div_M,C06_70_74_Div_F,C06_70_74_Wid_M,C06_70_74_Wid_F,C06_70_74_Nvr_marrd_M,C06_70_74_Nvr_marrd_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Married_M,C06_75_79_Married_F,C06_75_79_Sep_M,C06_75_79_Sep_F,C06_75_79_Div_M,C06_75_79_Div_F,C06_75_79_Wid_M,C06_75_79_Wid_F,C06_75_79_Nvr_marrd_M,C06_75_79_Nvr_marrd_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Married_M,C06_80_84_Married_F,C06_80_84_Sep_M,C06_80_84_Sep_F,C06_80_84_Div_M,C06_80_84_Div_F,C06_80_84_Wid_M,C06_80_84_Wid_F,C06_80_84_Nvr_marrd_M,C06_80_84_Nvr_marrd_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Married_M,C06_85o_Married_F,C06_85o_Seprtd_M,C06_85o_Seprtd_F,C06_85o_Divorce_M,C06_85o_Divorce_F,C06_85o_Wid_M,C06_85o_Wid_F,C06_85o_Nvr_mard_M,C06_85o_Nvr_mard_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Married_M,C06_T_Married_F,C06_Tot_Sep_M,C06_Tot_Sep_F,C06_Tot_Div_M
111,17,41,3,4,12,9,3,14,11360,11110,11403,11167,22568,375,757,23,51,13,29,6,16,11255,10510,11676,11357,23035,2166,3252,95,231,92,206,14,28,7157,5839,9532,9552,19078,4822,5843,261,399,377,661,10,40,4824,3743,10294,10679,20977,6108,6750,386,592,784,1150,23,74,3470,2558,10775,11127,21898,6588,7278,521,668,1177,1718,52,134,2870,1918,11213,11716,22922,7433,7593,558,723,1607,2229,84,230,2056,1360,11734,12132,23872,7254,7328,530,574,1670,2103,106,392,1376,876,10936,11271,22207,7273,6993,448,475,1603,1953,186,625,830,550,10336,10593,20933,6217,5811,282,310,1171,1473,277,894,584,345,8529,8839,17368,4948,4591,236,176,814,954,355,1370,368,271,6722,7356,14079,4234,3659,153,120,486,625,484,1896,347,223,5701,6534,12234,3656,2880,101,78,368,428,701,2930,255,187,5078,6506,11586,2489,1641,54,38,183,243,824,3185,142,191,3689,5308,8999,1106,596,31,23,67,114,862,3849,82,192,2144,4769,6913,64686,65005,3677,4462,10425
112,14,15,3,4,5,8,7,4,7823,7239,7848,7270,15113,168,400,17,44,7,15,9,12,5243,4560,5440,5028,10466,954,1488,56,117,37,101,10,12,3457,3003,4504,4723,9229,2266,2903,154,285,159,385,11,22,2911,2544,5498,6140,11641,3295,3929,262,405,436,810,7,45,2446,2077,6446,7271,13717,3977,4549,356,522,837,1269,27,120,2238,1783,7434,8250,15686,4770,5077,473,609,1233,1753,67,189,1882,1461,8431,9090,17522,4787,4946,446,505,1482,1833,92,284,1385,917,8201,8479,16675,4911,4619,406,392,1475,1577,131,383,799,447,7716,7426,15141,4092,3937,232,228,969,1048,131,582,422,230,5853,6023,11883,3593,3371,181,145,685,730,221,879,267,205,4954,5326,10278,3218,2784,127,109,442,464,305,1377,288,168,4381,4896,9278,2877,2157,97,57,317,364,515,1929,197,121,4004,4634,8639,1864,1225,43,32,169,185,578,2115,135,131,2780,3689,6468,968,520,38,10,70,87,593,2431,77,115,1751,3171,4918,41764,41916,2889,3461,8326
113,16,20,0,3,4,3,3,0,5789,5315,5823,5344,11165,252,470,21,39,7,22,7,8,4554,3971,4844,4506,9344,1200,1678,59,120,37,63,11,11,2873,2188,4185,4054,8240,2375,2827,124,206,128,227,3,24,1851,1345,4481,4631,9110,2997,3311,171,259,261,376,17,47,1333,889,4780,4886,9664,3447,3622,228,310,438,505,26,63,1037,665,5175,5165,10335,3592,3642,312,279,601,718,31,93,781,498,5311,5233,10544,3381,3353,240,234,604,638,39,164,589,310,4849,4695,9548,3303,3155,211,163,537,551,90,280,403,185,4534,4333,8872,2619,2476,144,138,397,380,122,417,280,120,3560,3526,7085,2340,2088,105,80,298,256,154,616,236,111,3133,3153,6289,1823,1460,64,43,148,148,253,897,174,85,2455,2621,5075,1398,970,39,31,100,100,293,1178,174,95,2003,2374,4370,843,542,25,23,51,49,303,1240,76,74,1292,1923,3215,401,189,7,3,21,26,285,1410,47,82,766,1713,2476,29983,29786,1751,1926,3634
114,5,7,0,3,6,3,3,3,4483,4227,4501,4246,8744,138,315,4,36,7,11,3,0,2548,2195,2693,2552,5249,701,1031,41,77,28,64,0,3,1625,1352,2391,2526,4923,1552,1899,99,158,128,223,3,11,1284,1052,3061,3340,6401,2127,2536,151,230,254,455,5,41,1030,810,3564,4066,7632,2682,2972,200,299,419,689,18,52,963,709,4285,4724,9006,3011,3178,244,280,610,835,36,79,768,522,4668,4900,9570,2811,2963,225,250,676,771,38,129,550,345,4293,4459,8757,3234,3431,193,203,656,763,88,268,349,263,4514,4934,9451,3231,3237,169,118,545,618,122,392,237,176,4306,4539,8847,3004,2744,118,85,410,437,210,597,192,141,3931,4001,7933,2429,2000,100,77,270,314,232,835,157,97,3194,3318,6512,1984,1384,64,35,178,196,345,1152,113,105,2677,2863,5542,1129,668,27,23,80,104,334,1206,42,59,1620,2060,3682,435,251,11,7,28,51,384,1341,36,75,895,1723,2619,28480,28612,1649,1883,4280
115,6,29,0,0,0,0,0,0,8297,7981,8307,8012,16319,169,402,12,18,9,13,0,4,6459,5946,6640,6386,13025,1302,2088,37,75,41,75,0,9,3348,2651,4734,4894,9631,3619,4773,115,167,138,273,3,12,1889,1279,5769,6510,12277,5342,6342,145,266,291,491,7,28,1092,760,6882,7885,14772,6305,6821,185,301,422,634,24,45,707,565,7645,8371,16015,6548,6753,192,303,493,807,21,74,537,411,7797,8347,16145,6215,6166,200,207,518,749,44,156,319,268,7304,7540,14846,5921,5418,154,161,513,704,75,273,247,183,6907,6745,13657,4439,3653,113,125,365,508,102,415,161,110,5186,4815,9996,2861,2126,75,52,174,247,100,456,92,92,3313,2972,6286,1701,1270,51,51,100,138,108,567,72,45,2031,2073,4105,1275,864,31,34,77,116,174,805,62,71,1625,1890,3513,732,491,16,19,43,89,202,1016,39,68,1035,1690,2722,405,204,18,12,16,59,285,1383,32,94,752,1757,2501,46843,47400,1344,1797,3212
116,40,84,8,9,3,3,0,3,10428,9716,10479,9827,20302,591,1403,33,101,21,32,3,13,9186,8280,9836,9821,19658,3267,4968,173,338,91,260,7,9,6157,4903,9691,10487,20176,6124,7163,298,530,370,578,12,33,3746,2963,10545,11261,21811,6795,7173,380,596,652,956,13,58,2602,1996,10441,10788,21230,7041,6969,423,606,840,1171,29,131,1889,1373,10222,10259,20478,6609,6372,422,597,937,1319,66,263,1301,855,9338,9410,18747,5967,5750,364,519,1016,1356,75,385,693,505,8118,8515,16631,5523,4941,350,404,866,1245,160,558,438,312,7331,7454,14783,3973,3155,244,274,646,762,171,718,273,165,5298,5080,10382,2699,2103,168,150,344,497,216,906,157,96,3592,3751,7337,1933,1393,106,101,202,297,270,1249,114,86,2622,3124,5743,1395,905,61,61,123,186,335,1267,77,70,1993,2488,4476,730,410,26,29,45,82,288,1194,56,64,1138,1781,2925,290,170,8,18,21,40,223,1100,38,44,579,1374,1957,52974,52960,3052,4329,6176
117,30,37,8,7,10,4,9,4,5228,5609,5280,5665,10949,373,796,23,45,19,40,18,15,13068,13603,13499,14484,27984,2391,3395,113,199,108,219,13,21,14801,12833,17430,16663,34089,4706,5412,306,392,467,663,16,27,10860,8129,16353,14628,30978,4566,4412,265,409,830,1020,26,50,7470,4653,13162,10538,23698,3790,3493,410,399,1110,1141,31,82,5244,2892,10579,8011,18587,3247,3003,357,427,1200,1332,56,138,3678,2019,8536,6917,15456,2940,2978,386,436,1224,1411,56,240,2410,1395,7010,6457,13468,2855,2774,369,338,1230,1249,100,375,1811,935,6358,5667,12025,2314,1984,266,228,910,984,110,497,1190,545,4781,4230,9013,1903,1587,219,131,647,649,155,723,816,340,3741,3428,7165,1540,1188,122,100,375,395,229,847,677,248,2943,2780,5725,1252,768,96,54,240,287,284,1058,440,243,2308,2411,4721,675,374,44,26,117,151,291,1103,282,197,1408,1845,3258,371,182,9,16,48,105,283,1244,159,206,875,1754,2621,32927,32376,2996,3204,8534
118,13,16,6,6,3,8,6,5,6176,6032,6201,6058,12265,200,382,16,19,17,13,4,7,9572,9398,9803,9820,19622,1388,2140,35,129,78,130,9,5,9712,9514,11220,11915,23135,4097,5100,169,243,372,460,10,19,7288,6655,11935,12481,24421,4900,5407,252,321,591,805,9,39,4373,3566,10121,10135,20252,4808,4886,274,323,775,1002,22,79,2727,2331,8613,8626,17232,4275,4430,270,429,852,1170,23,125,1946,1575,7365,7730,15097,3829,3934,315,347,862,1346,65,199,1533,1172,6602,6999,13601,4097,3914,279,293,986,1428,96,331,1183,924,6637,6897,13527,3343,3012,166,219,766,1041,103,499,803,553,5182,5320,10498,2607,2325,156,143,470,668,141,673,495,412,3867,4224,8089,2168,1688,96,95,319,443,181,1089,407,315,3172,3631,6804,1949,1413,69,54,220,322,315,1563,388,346,2943,3692,6634,1375,902,47,24,158,268,423,1970,253,313,2255,3473,5727,877,359,20,14,70,143,480,2471,149,278,1594,3272,4865,39911,39914,2180,2656,6531
119,49,254,8,8,11,8,3,16,15756,14975,15830,15269,31095,1080,3110,52,194,41,105,6,19,15930,13760,17113,17180,34298,5534,8418,226,520,205,502,23,36,11465,8291,17459,17774,35232,10160,11902,453,758,640,1056,22,60,6669,4923,17936,18704,36637,11513,12800,604,997,1002,1634,20,102,4266,3185,17418,18720,36136,12401,12431,687,1043,1500,2176,62,204,3424,2420,18073,18276,36354,11840,11487,748,945,1810,2544,83,384,2549,1933,17031,17288,34320,10257,10180,667,767,1684,2321,137,571,1789,1351,14532,15194,29726,9811,9033,554,615,1618,2049,210,963,1325,955,13517,13610,27133,8175,6988,465,441,1226,1484,316,1293,958,598,11134,10803,21941,6822,6001,326,298,769,915,380,1857,585,412,8882,9486,18371,5963,4865,209,181,489,629,551,2565,472,316,7685,8553,16243,5013,3488,165,135,356,476,846,3795,418,343,6795,8232,15026,3276,2092,65,68,185,334,1051,4295,217,296,4793,7078,11871,1733,947,45,40,72,185,1129,4836,145,299,3122,6305,9423,103625,103990,5272,7009,11609
120,12,25,0,4,3,3,6,4,6518,6154,6539,6197,12735,350,766,20,31,12,23,0,3,8404,8093,8793,8923,17713,2377,3509,66,137,66,137,0,15,7850,6995,10355,10799,21151,5371,6195,179,255,292,546,6,23,5154,4927,11007,11949,22955,5875,6597,271,359,646,915,7,40,3456,3259,10254,11167,21420,5862,6184,302,429,816,1254,30,68,2484,2342,9494,10275,19767,5366,5403,311,422,923,1296,45,130,1883,1754,8530,8997,17527,4693,4675,318,381,946,1407,64,255,1312,1375,7331,8100,15427,4410,4199,269,299,1004,1361,114,420,1063,877,6861,7157,14021,3401,3014,197,212,731,820,109,515,711,591,5140,5145,10290,2754,2472,157,141,409,518,146,844,515,342,3981,4315,8296,2419,1938,103,89,273,350,258,1134,375,313,3434,3817,7252,2036,1300,75,63,162,284,335,1568,339,325,2950,3552,6498,1263,759,25,29,104,147,353,1743,179,275,1928,2952,4876,763,357,21,12,49,101,489,2268,125,280,1436,3021,4461,46943,47403,2306,2872,6446
121,23,29,3,0,3,3,0,5,10902,10784,10932,10828,21759,266,576,14,30,12,24,4,4,10855,10873,11159,11512,22666,2325,3710,71,133,65,153,5,15,9548,8586,12023,12598,24617,6422,7941,165,250,333,534,8,29,6159,5384,13088,14135,27222,8647,10018,254,394,603,966,16,55,3554,3131,13084,14567,27645,9515,10355,335,462,784,1338,25,83,2314,2039,12973,14281,27253,9510,9789,370,531,1002,1659,51,160,1697,1667,12637,13811,26448,8282,8536,364,490,1092,1847,71,281,1252,1239,11058,12392,23452,8151,7959,341,400,1275,1996,141,466,876,952,10780,11779,22554,6708,5859,280,236,932,1451,142,737,627,632,8690,8910,17599,4793,4059,161,154,572,868,213,1015,408,479,6149,6574,12722,3690,2982,65,91,339,569,232,1309,289,423,4625,5373,9994,3191,2441,68,50,219,402,432,2167,275,419,4178,5483,9669,2306,1564,43,30,132,308,574,2768,144,401,3194,5062,8259,1365,742,29,15,60,211,784,4143,129,510,2364,5620,7990,75193,76564,2565,3265,7425
122,8,18,3,0,0,3,3,3,6683,6214,6693,6243,12936,133,328,10,15,5,9,7,3,6050,5591,6207,5951,12155,1225,2021,50,76,47,95,7,3,5477,4664,6807,6856,13662,3972,5114,139,180,226,367,8,19,4268,3219,8616,8901,17514,5661,6510,196,305,450,742,5,20,2539,1951,8851,9527,18373,6164,6399,290,361,727,1011,24,74,1735,1337,8934,9187,18114,5613,5666,287,409,799,1147,39,82,1296,928,8036,8228,16262,4921,4890,281,338,885,1306,54,172,862,632,7011,7336,14348,4877,4682,287,252,900,1227,92,315,600,424,6756,6900,13658,4314,4038,152,181,736,980,124,471,358,241,5688,5914,11601,3477,2905,116,103,406,604,147,658,232,160,4376,4428,8804,2539,2057,74,76,246,436,211,976,165,137,3238,3677,6918,2196,1699,59,47,204,377,332,1528,139,190,2930,3834,6762,1565,1026,29,26,120,232,498,2030,106,159,2320,3478,5798,867,462,20,17,75,132,689,2839,80,195,1733,3641,5372,47526,47821,1991,2383,5831
123,13,39,3,0,3,4,0,0,9523,8778,9546,8823,18370,375,880,24,74,10,25,0,8,7755,7040,8158,8026,16183,2210,3339,101,247,71,162,9,12,4532,3725,6924,7476,14401,4260,5131,213,419,245,462,16,42,2921,2336,7649,8393,16043,5143,5609,316,548,483,782,15,51,1767,1468,7719,8459,16182,5639,5951,382,600,732,1074,25,101,1216,1016,7989,8738,16733,5952,6039,372,558,823,1281,60,170,836,664,8045,8712,16756,5608,5328,394,440,904,1242,86,289,504,415,7497,7720,15216,5162,4583,339,360,753,1091,146,397,354,257,6757,6689,13447,3398,2721,164,209,506,704,120,444,198,143,4386,4215,8606,2217,1705,127,114,276,371,157,611,135,88,2900,2893,5797,1459,1074,88,73,132,200,172,792,71,69,1926,2209,4135,987,666,41,32,100,139,214,1013,53,55,1399,1912,3313,610,414,10,7,48,73,226,942,31,35,936,1475,2414,293,175,3,4,8,39,210,1020,31,44,546,1286,1834,43330,43665,2583,3694,5094
124,27,44,7,10,6,5,3,0,10707,10487,10748,10549,21293,524,1117,28,70,11,24,5,4,9700,8505,10272,9722,19992,2873,3921,140,283,107,216,11,27,5937,4814,9070,9260,18330,5160,6075,291,465,376,620,16,31,3861,2979,9701,10165,19871,6146,6628,372,580,694,1125,24,73,2597,1931,9827,10339,20167,6408,6838,437,638,910,1461,27,109,1943,1510,9721,10547,20276,6931,7318,544,652,1157,1740,70,197,1355,1105,10053,11017,21069,6708,6477,502,536,1251,1673,105,322,946,679,9514,9686,19203,6450,5746,404,375,1157,1583,167,505,610,482,8787,8696,17488,4339,3641,235,265,722,1015,192,674,404,243,5890,5845,11735,2969,2469,170,144,426,656,194,814,248,206,4006,4296,8304,2152,1629,105,98,274,428,265,1129,186,122,2974,3404,6380,1542,1076,75,48,197,271,337,1480,132,141,2283,3021,5301,970,624,36,18,98,162,356,1585,71,115,1519,2500,4022,462,284,15,22,35,98,338,1737,42,99,898,2232,3133,53660,53891,3348,4194,7418
125,41,222,3,7,4,9,0,4,12509,11250,12565,11496,24058,1072,2810,42,157,32,62,5,14,13129,10441,14281,13491,27772,5041,7034,212,355,178,319,16,28,9769,6528,15215,14262,29476,8428,9092,365,596,457,770,17,58,5377,3640,14652,14165,28808,8632,8963,497,736,797,1229,28,114,3568,2371,13519,13411,26935,9162,8790,516,677,1056,1513,49,179,2613,1781,13395,12943,26332,8321,7861,562,620,1353,1691,50,293,1893,1356,12182,11818,24006,7312,6971,469,524,1228,1604,101,452,1300,932,10412,10484,20898,6780,6238,444,398,1207,1443,159,657,905,671,9493,9406,18893,5729,4788,290,251,882,941,195,879,577,366,7675,7224,14902,4422,3644,212,169,567,647,303,1249,443,235,5946,5942,11888,3463,2670,143,120,361,430,396,1763,306,194,4674,5176,9851,2731,1944,91,75,207,307,547,2383,238,204,3815,4920,8733,1641,1080,56,39,122,221,624,2662,111,143,2564,4135,6698,836,418,33,18,48,98,610,2845,73,169,1592,3548,5141,73609,72525,3939,4748,8502
126,12,21,0,0,3,3,0,0,5405,4779,5428,4800,10229,197,416,12,11,6,7,3,10,5963,5755,6181,6197,12383,1182,1780,33,38,39,65,7,4,3764,3168,5023,5059,10078,2777,3392,69,95,104,233,3,8,2117,1736,5076,5474,10548,3548,4315,113,156,242,431,3,14,1346,1165,5244,6085,11330,4315,4538,143,236,366,542,18,64,1058,844,5898,6221,12119,4098,4359,188,240,419,622,29,81,863,695,5600,6001,11605,3690,3730,158,209,459,758,47,141,638,543,4990,5373,10364,3585,3189,130,130,483,746,50,240,484,416,4734,4725,9454,2578,2305,86,101,329,497,40,327,271,304,3311,3533,6851,2054,1868,69,80,224,353,103,574,165,202,2613,3079,5687,1778,1532,51,40,129,233,178,712,151,145,2288,2661,4947,1612,1161,30,39,94,170,263,1220,131,174,2142,2768,4906,1054,734,16,15,62,121,342,1417,81,184,1551,2471,4021,556,325,18,11,36,70,399,1795,49,249,1058,2444,3504,33044,33663,1105,1409,3000
127,32,149,13,12,6,9,5,6,12944,12160,13001,12335,25335,723,2179,48,150,25,93,7,21,11739,10001,12537,12444,24976,3423,5605,209,485,202,442,5,22,7225,5238,11061,11795,22857,6650,8455,367,718,459,907,14,79,4207,2943,11700,13101,24799,8172,8817,526,796,781,1296,16,115,2791,1974,12282,13002,25283,9275,8986,589,841,1106,1531,42,212,2156,1505,13173,13074,26249,8858,8729,556,790,1171,1662,79,339,1540,1110,12203,12622,24829,7820,7586,479,594,1092,1472,116,542,808,656,10317,10850,21164,7111,6253,431,464,921,1152,165,794,576,390,9207,9047,18259,5310,4167,301,254,648,699,177,941,316,186,6748,6251,13000,3992,3195,216,176,448,453,237,1338,203,157,5100,5315,10417,3077,2201,152,124,290,338,322,1733,180,103,4023,4500,8521,2207,1332,80,87,150,197,451,1902,111,90,2997,3614,6605,1176,602,44,21,66,100,386,1732,59,65,1720,2516,4237,512,236,23,16,38,53,313,1502,38,64,922,1864,2782,68334,68491,4035,5521,7400
128,7,20,0,0,3,0,0,0,7338,7027,7350,7048,14397,160,392,8,25,8,3,0,3,6703,6102,6877,6521,13398,1499,2268,56,101,56,93,0,17,4769,3706,6384,6185,12570,3796,4689,161,219,226,357,9,22,2922,2079,7108,7375,14485,4724,5454,178,267,430,653,12,32,1861,1359,7204,7765,14969,5221,5556,268,377,533,824,25,61,1326,937,7377,7749,15126,5571,5786,289,351,700,1040,44,125,973,627,7590,7931,15524,5267,5227,258,302,709,1045,58,200,608,405,6902,7175,14080,5178,4728,212,267,672,994,94,306,395,243,6548,6539,13088,4066,3567,147,158,487,790,114,468,213,138,5028,5117,10148,2829,2489,85,90,324,430,154,613,129,98,3515,3715,7234,2253,1971,72,63,209,298,187,910,124,77,2852,3313,6159,2096,1620,50,46,111,229,306,1479,85,85,2647,3455,6102,1291,831,17,23,47,159,382,1590,58,64,1793,2666,4456,642,350,17,12,38,72,379,1747,31,75,1107,2259,3367,44596,44934,1825,2304,4558
197,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,6,0,8,0,8,0,0,0,0,0,0,0,0,3,3,5,3,7,0,0,0,0,0,0,0,0,7,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,3
199,0,0,0,4,0,0,0,0,311,257,309,262,574,17,39,11,8,3,0,0,0,603,463,627,506,1134,87,89,33,17,9,5,0,4,562,418,688,539,1227,124,137,48,30,29,22,0,5,463,264,667,457,1127,145,113,113,28,63,45,3,0,291,141,622,334,951,100,76,81,42,95,39,7,0,271,87,544,247,796,79,87,72,23,100,59,3,4,150,66,407,241,641,115,132,64,30,141,90,3,5,99,39,421,303,723,145,164,52,22,135,85,15,16,50,36,394,323,713,138,136,25,15,71,46,14,13,32,12,272,228,497,114,73,15,6,39,31,21,21,21,10,217,139,354,59,32,12,4,30,12,13,18,16,7,134,73,203,28,17,10,3,20,9,10,16,14,0,77,48,125,12,13,5,0,3,3,15,28,0,3,34,46,76,5,5,3,0,3,0,16,32,6,3,27,35,66,1180,1115,541,239,736
