CED_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED111,16,208,3,230,4489,335,5051,127,193,11,324,5953,401,6675,2138,228,62,2431,7159,689,10276,5234,215,161,5611,3614,557,9780,3097,269,76,3439,5985,596,10023,517,994,28,1535,6810,574,8927,89,1291,11,1387,4764,557,6701,16,306,0,326,3218,460,3994,4,28,0,30,1292,212,1536,11226,3730,348,15307,43277,4375,62957,41,408,3,446,4073,323,4839,277,354,18,643,5004,363,6008,3481,546,183,4211,5194,583,9990,6245,371,371,6981,2607,436,10030,2865,777,143,3785,5882,507,10167,237,2366,25,2632,6291,552,9477,46,1936,12,1996,4576,617,7185,15,351,3,372,3928,604,4902,6,29,0,39,2229,413,2674,13212,7138,753,21101,39779,4393,65269,57,618,6,679,8558,650,9886,401,544,21,970,10959,761,12683,5620,773,247,6640,12346,1275,20262,11473,584,534,12591,6226,994,19810,5959,1047,215,7224,11869,1106,20198,754,3362,56,4169,13107,1126,18403,133,3223,19,3380,9337,1169,13888,37,656,3,697,7147,1056,8895,11,61,0,70
CED112,12,262,3,285,4257,420,4959,261,173,11,433,3706,304,4440,2779,279,86,3141,4655,547,8345,4862,224,189,5273,3166,525,8964,2726,424,75,3226,5889,663,9775,427,1051,19,1492,6843,660,8998,74,981,10,1062,5707,717,7483,14,189,3,208,3395,651,4263,8,11,0,23,1323,415,1766,11157,3598,389,15147,38948,4897,58990,71,431,4,509,3866,408,4785,571,348,33,952,3250,286,4486,4339,460,252,5047,3320,468,8835,6052,367,402,6818,2420,513,9752,2590,1004,144,3739,6019,628,10390,205,2436,23,2669,6725,691,10084,55,1549,8,1619,5979,825,8421,9,253,0,270,4154,913,5336,4,27,0,24,2231,788,3050,13895,6885,868,21644,37954,5518,65122,88,696,10,792,8121,834,9744,830,518,41,1387,6952,589,8927,7110,739,341,8194,7974,1012,17179,10909,592,590,12096,5585,1029,18712,5320,1430,215,6965,11908,1289,20162,630,3487,41,4158,13566,1356,19082,128,2532,17,2677,11684,1539,15900,30,448,3,478,7552,1565,9592,7,40,0,48
CED113,28,188,0,215,3645,561,4414,179,123,5,309,2937,367,3608,2257,226,54,2535,4480,801,7817,4309,192,151,4648,3299,838,8791,2865,359,57,3277,6555,1012,10845,558,840,12,1420,8547,986,10948,86,836,4,920,6632,880,8429,15,177,0,194,3120,605,3921,7,14,0,19,910,261,1192,10296,2951,289,13534,40130,6306,59970,57,311,7,373,3311,493,4174,416,252,20,684,2500,307,3488,3455,384,188,4021,3253,647,7924,5238,303,262,5804,2659,631,9094,2613,877,98,3589,6673,871,11129,198,1940,14,2144,7977,897,11017,50,1335,3,1388,5813,830,8031,12,213,0,229,3114,699,4040,11,16,0,26,1512,490,2029,12038,5629,594,18258,36816,5857,60931,81,504,6,588,6954,1050,8591,588,378,26,992,5440,666,7100,5705,604,242,6560,7737,1448,15739,9551,495,411,10457,5957,1470,17886,5472,1234,161,6870,13234,1879,21977,757,2782,22,3561,16517,1885,21968,132,2169,10,2308,12451,1705,16469,28,391,3,423,6232,1308,7961,13,29,0,39
CED114,45,237,0,285,4242,666,5194,247,180,5,433,3671,497,4599,2834,273,76,3190,4955,872,9013,4606,212,99,4917,3272,829,9018,2672,424,62,3157,6311,995,10470,476,945,15,1439,8625,1150,11207,86,811,4,896,6973,1159,9033,18,194,0,213,3872,897,4981,9,9,0,16,1297,388,1699,10989,3287,272,14547,43226,7445,65218,79,463,7,544,3834,575,4955,577,380,25,984,3016,412,4418,4239,498,254,4992,3527,802,9322,5528,379,283,6185,2470,797,9455,2424,1052,106,3591,6258,876,10722,219,2264,20,2505,7582,1085,11166,60,1386,9,1452,6427,1118,8992,16,223,0,247,4257,1113,5613,12,24,0,33,2075,610,2725,13154,6672,704,20528,39450,7387,67367,118,700,10,826,8074,1245,10144,827,563,33,1418,6691,910,9016,7075,773,337,8181,8481,1671,18339,10131,595,383,11106,5743,1624,18478,5098,1479,173,6746,12576,1869,21197,697,3210,30,3938,16207,2230,22380,142,2195,12,2348,13397,2274,18021,37,415,3,458,8130,2005,10596,19,26,0,51
CED115,29,154,3,186,5045,479,5715,143,192,6,342,5560,510,6411,2009,286,23,2322,8281,999,11602,3855,155,31,4048,5219,858,10120,2691,185,27,2903,7112,844,10860,679,538,11,1232,7773,757,9753,149,650,12,807,4838,512,6159,23,179,0,194,2557,297,3050,0,14,0,16,969,125,1116,9573,2358,117,12056,47355,5376,64791,45,288,7,344,4702,428,5476,487,353,10,851,4934,440,6219,4346,403,87,4843,6311,1008,12162,5698,231,80,6010,4113,838,10965,2610,599,76,3287,7063,787,11143,378,1655,44,2077,7693,706,10476,101,1021,16,1137,4562,490,6198,30,171,3,200,3099,349,3653,9,18,0,24,1645,158,1831,13711,4737,323,18770,44134,5216,68118,78,444,9,529,9753,907,11193,625,547,21,1188,10492,949,12628,6358,691,111,7158,14593,2008,23763,9552,388,115,10058,9332,1694,21087,5303,783,105,6195,14179,1631,22004,1059,2192,56,3307,15460,1462,20231,253,1672,26,1946,9402,1004,12353,50,346,3,396,5660,648,6702,9,31,0,47
CED116,24,186,0,214,3376,529,4120,193,146,4,340,2868,398,3606,2039,227,55,2325,3570,791,6683,3733,191,137,4062,2594,782,7436,2325,382,76,2788,5485,825,9098,495,1071,14,1582,9013,927,11519,84,1170,3,1259,8972,1110,11335,11,181,0,191,4902,848,5945,7,12,0,12,1537,415,1966,8914,3573,294,12780,42308,6614,61704,58,316,3,378,3112,436,3932,490,252,15,757,2111,256,3125,3150,323,185,3663,2479,472,6614,4626,297,316,5234,2033,493,7765,2232,882,117,3234,5825,686,9742,224,2360,22,2609,8915,907,12422,49,1658,18,1721,8705,1117,11547,18,216,0,235,5118,1076,6426,4,16,0,23,2190,714,2925,10845,6327,678,17856,40488,6155,64503,87,504,9,597,6486,968,8053,681,401,18,1094,4975,655,6727,5195,554,239,5987,6047,1264,13293,8361,487,454,9301,4630,1274,15207,4554,1267,198,6020,11304,1511,18836,717,3433,39,4188,17925,1825,23941,130,2828,15,2979,17681,2226,22881,27,397,0,427,10020,1926,12371,4,26,0,36
CED117,6,103,0,111,2410,235,2746,32,93,3,124,4275,424,4829,1479,298,24,1799,11303,1448,14541,5261,245,129,5638,6217,1110,12971,3400,167,81,3649,5822,882,10352,655,290,8,960,5625,644,7222,100,568,9,681,3684,440,4801,21,185,0,204,1963,277,2449,0,14,0,18,790,97,910,10950,1970,257,13178,42094,5556,60824,14,148,0,161,2196,222,2575,72,216,6,296,4527,474,5305,2327,585,58,2968,11231,1435,15636,6460,499,313,7278,5349,1048,13679,3434,434,159,4026,5785,757,10564,327,953,27,1313,5981,622,7911,72,1122,6,1200,3675,420,5296,22,238,5,272,2363,298,2925,5,23,0,28,1292,169,1487,12735,4228,588,17546,42393,5434,65376,19,255,0,270,4599,452,5324,103,312,9,422,8805,900,10131,3805,882,78,4765,22534,2884,30183,11724,744,446,12913,11566,2164,26646,6831,601,248,7673,11604,1637,20915,983,1243,39,2270,11603,1263,15134,170,1690,17,1879,7360,858,10097,43,427,5,472,4325,572,5375,8,37,0,43
CED118,28,245,0,278,4991,375,5639,117,201,8,320,4692,423,5433,3564,287,55,3899,8166,1116,13187,7997,193,125,8316,5511,1027,14855,3218,225,54,3494,6400,718,10615,486,725,19,1228,6296,509,8034,86,818,10,913,3762,343,5022,19,169,4,189,1789,198,2175,9,4,0,10,546,95,655,15511,2869,269,18657,42159,4805,65621,35,403,4,450,4423,313,5186,331,337,13,679,3929,255,4862,6158,475,203,6837,6246,687,13769,9076,386,295,9756,3739,639,14139,2795,679,93,3562,6517,485,10570,302,1835,38,2173,5725,459,8356,86,1300,10,1399,3590,383,5372,13,176,6,198,2091,276,2567,6,8,0,13,905,140,1058,18802,5603,662,25072,37155,3652,65879,62,653,8,725,9410,694,10825,441,538,14,999,8619,680,10298,9722,762,251,10741,14417,1807,26955,17067,582,425,18070,9255,1668,28992,6010,898,143,7058,12922,1208,21184,788,2557,56,3402,12023,968,16390,175,2118,20,2318,7351,734,10398,35,345,10,392,3881,472,4744,13,14,0,27
CED119,3,216,0,220,4382,249,4850,69,129,6,204,4159,211,4574,2315,249,31,2601,5523,388,8514,6074,157,131,6364,3286,412,10055,3605,210,75,3893,5561,423,9871,485,917,15,1422,6631,310,8357,71,1387,4,1466,4165,285,5909,21,282,4,302,2134,203,2640,5,12,0,16,910,92,1022,12658,3562,272,16485,36742,2567,55802,12,304,3,318,3944,205,4472,151,287,4,442,3632,144,4215,3652,402,145,4200,4330,316,8847,7385,289,353,8024,2361,378,10770,3350,576,130,4058,5908,337,10300,261,2208,20,2496,5989,329,8815,66,2070,19,2150,3826,315,6288,16,278,0,296,2486,273,3057,4,16,0,26,1629,152,1805,14906,6442,671,22016,34103,2448,58572,16,517,10,541,8323,454,9318,217,417,17,648,7787,354,8788,5973,656,175,6799,9848,704,17359,13462,444,478,14388,5649,788,20829,6954,788,207,7947,11465,764,20171,748,3133,40,3914,12621,638,17172,141,3457,22,3615,7987,595,12202,38,559,3,598,4616,477,5699,10,31,0,38
CED120,17,231,0,250,4360,475,5086,207,187,4,401,3713,336,4443,3023,265,58,3351,4736,725,8813,5351,214,174,5732,3214,746,9697,2836,427,76,3341,6074,742,10160,448,936,20,1412,7012,650,9074,87,931,3,1024,5353,690,7069,12,175,0,192,2567,435,3195,10,6,0,19,731,225,971,11990,3379,341,15718,37766,5019,58499,50,429,7,482,3920,438,4841,486,321,27,834,3111,242,4190,4538,454,225,5223,3499,511,9234,6454,320,345,7120,2429,521,10065,2638,1104,130,3871,6134,595,10604,215,2335,18,2565,6239,609,9410,59,1434,5,1501,4929,627,7059,15,182,3,198,2778,574,3540,10,6,0,20,1227,481,1735,14470,6588,752,21811,34264,4608,60678,64,663,11,735,8280,911,9927,698,505,31,1236,6826,583,8640,7561,722,286,8569,8234,1237,18040,11805,536,512,12854,5641,1269,19762,5473,1535,204,7214,12216,1339,20761,664,3268,37,3974,13249,1264,18488,144,2368,13,2527,10280,1315,14126,21,360,4,384,5340,1010,6738,24,19,0,42
CED121,36,242,0,283,4344,455,5080,309,194,9,515,3841,419,4781,3365,299,95,3759,4731,1003,9496,4916,202,133,5252,3315,891,9460,2552,494,70,3113,6178,831,10133,405,1296,23,1717,7417,749,9883,89,1108,3,1203,5960,796,7954,12,161,0,183,3240,503,3921,11,13,0,21,1140,239,1392,11696,4008,334,16045,40165,5887,62093,80,451,3,540,3828,373,4738,766,377,35,1176,2971,268,4410,4817,504,285,5615,3355,546,9512,5920,395,319,6634,2524,526,9685,2222,1257,105,3580,6034,617,10238,170,2657,16,2847,6596,672,10119,58,1586,8,1651,5752,812,8216,21,198,0,224,3791,621,4630,4,11,0,25,1980,490,2487,14068,7441,775,22280,36831,4929,64043,116,701,3,821,8173,822,9821,1077,571,46,1686,6813,691,9194,8181,806,388,9372,8088,1550,19012,10834,601,455,11888,5838,1419,19146,4776,1746,175,6702,12221,1453,20372,573,3947,38,4565,14011,1425,20001,152,2695,8,2847,11707,1608,16168,35,366,4,399,7027,1119,8549,15,22,0,41
CED122,14,138,3,159,4657,461,5270,42,143,4,186,8174,970,9336,1799,307,23,2126,12881,1950,16957,5590,212,98,5898,5720,1411,13026,3501,204,62,3776,5712,1085,10567,710,414,17,1138,6047,807,7988,98,842,8,951,4111,695,5748,28,339,0,368,2594,469,3427,3,38,0,38,1011,205,1250,11787,2635,213,14636,50899,8043,73581,18,226,7,257,4419,377,5045,132,267,11,405,7815,705,8927,3029,595,57,3675,11615,1405,16691,6930,392,276,7599,4626,978,13200,3517,474,121,4112,5926,730,10768,354,1257,23,1633,6132,668,8432,96,1512,9,1623,4269,630,6525,29,362,5,399,3214,521,4135,10,29,0,42,1806,419,2269,14121,5127,500,19744,49820,6426,75989,38,366,9,410,9074,836,10316,168,410,11,593,15990,1678,18261,4825,897,77,5802,24493,3347,33643,12525,608,365,13496,10351,2385,26232,7022,682,183,7887,11632,1813,21337,1057,1672,38,2772,12178,1472,16421,194,2358,16,2570,8379,1321,12274,61,702,5,770,5804,990,7566,17,62,0,78
CED123,36,261,3,308,4844,444,5595,316,206,15,536,4874,503,5910,3825,387,102,4319,7230,1159,12710,5781,230,168,6182,4569,969,11717,2545,352,71,2970,6341,796,10103,395,951,18,1365,6707,645,8709,90,879,10,979,4661,486,6127,11,135,0,147,2004,285,2437,3,13,0,13,595,107,710,13007,3416,390,16813,41825,5391,64029,86,439,3,530,4322,398,5249,718,443,30,1187,4270,433,5893,5915,677,286,6877,5530,973,13383,6884,460,355,7696,3421,797,11911,2322,1017,125,3461,6326,717,10501,212,2462,24,2707,6081,599,9383,58,1370,8,1439,4380,572,6385,14,175,0,196,2482,390,3064,3,17,0,19,1207,162,1394,16208,7071,837,24109,38008,5046,67169,119,705,12,837,9170,845,10850,1034,644,44,1724,9149,939,11809,9739,1068,389,11196,12756,2132,26094,12663,694,525,13878,7985,1761,23635,4867,1370,194,6428,12662,1506,20599,614,3415,41,4068,12784,1242,18094,148,2254,16,2414,9037,1064,12518,24,311,0,336,4484,677,5505,6,24,0,31
CED124,37,184,0,220,3449,532,4199,215,125,0,346,2301,251,2896,1893,203,61,2152,2712,406,5277,3493,176,104,3776,2453,502,6728,2280,389,69,2741,5754,750,9243,420,1085,11,1522,8737,873,11128,79,966,5,1054,9412,1087,11555,18,176,0,188,4945,839,5973,5,11,0,21,1527,403,1956,8444,3316,255,12019,41290,5645,58951,68,327,6,396,3124,497,4015,473,213,20,713,1891,209,2810,3055,313,162,3535,1929,371,5834,4500,270,209,4981,1989,484,7449,2145,980,107,3232,6065,681,9979,180,2216,18,2412,8626,809,11849,37,1391,4,1435,8977,1065,11480,13,178,3,194,5097,1021,6317,9,15,0,22,2160,675,2860,10482,5908,535,16926,39854,5813,62589,106,504,8,622,6571,1029,8215,692,341,23,1056,4187,460,5700,4947,514,223,5686,4638,781,11111,7995,440,313,8754,4442,982,14176,4428,1373,173,5972,11817,1429,19225,600,3296,35,3935,17362,1682,22976,115,2361,11,2487,18393,2151,23034,29,353,0,389,10043,1860,12290,11,27,0,45
CED125,38,255,0,290,4940,474,5710,286,211,6,509,4869,429,5807,3565,370,90,4024,7073,820,11919,5513,219,121,5855,4407,693,10954,2586,316,50,2957,6094,599,9659,453,912,14,1377,6903,553,8839,88,870,7,972,4323,495,5784,9,144,0,152,1737,255,2146,0,7,0,9,412,90,508,12532,3313,295,16142,40759,4417,61321,83,404,4,489,4440,443,5375,649,462,21,1137,4285,387,5807,5955,602,231,6798,5327,793,12916,6667,395,256,7322,3329,661,11312,2208,1003,106,3325,6332,622,10275,219,2317,36,2569,6444,597,9613,52,1259,11,1317,4193,544,6052,11,138,0,154,2059,303,2509,0,15,0,15,727,189,933,15853,6604,674,23122,37127,4549,64792,119,657,8,783,9379,920,11084,937,681,27,1645,9156,817,11615,9518,978,321,10818,12393,1617,24833,12177,616,377,13173,7736,1358,22262,4799,1326,161,6283,12427,1220,19928,674,3228,48,3943,13349,1155,18450,135,2134,24,2290,8513,1033,11839,19,284,0,308,3794,559,4663,3,19,0,24
CED126,10,157,3,170,4191,282,4648,49,100,0,146,3598,215,3955,1564,149,24,1737,5045,427,7203,5736,169,109,6006,3400,538,9948,4400,201,95,4697,5397,526,10622,811,625,18,1448,6665,494,8608,118,1439,4,1562,4934,474,6978,26,464,5,491,3109,417,4023,6,17,0,31,1321,231,1587,12725,3305,259,16288,37656,3611,57557,22,262,0,277,3720,227,4228,101,186,0,291,3066,205,3559,2528,351,99,2983,4216,414,7613,7253,310,343,7910,2393,504,10802,4360,427,179,4972,5866,523,11359,345,1829,21,2191,6520,477,9187,83,2492,20,2596,4594,597,7786,33,479,3,518,3624,559,4701,10,29,0,42,2365,610,3011,14736,6373,667,21774,36364,4109,62246,31,417,3,448,7907,511,8871,148,283,0,430,6667,420,7513,4098,501,129,4721,9257,839,14813,12991,481,451,13920,5790,1040,20754,8764,627,277,9668,11268,1043,21976,1158,2450,32,3635,13187,972,17794,206,3932,21,4156,9532,1075,14760,54,943,5,1012,6733,974,8722,17,47,0,65
CED127,22,246,3,267,4173,371,4815,146,170,9,324,3537,229,4094,2354,238,57,2653,4266,441,7362,4543,186,136,4865,3202,512,8574,3005,331,87,3426,5810,629,9859,573,929,24,1531,7324,580,9436,87,1056,10,1144,5388,566,7097,11,190,3,206,2555,293,3054,4,4,0,8,783,133,926,10749,3353,321,14422,37034,3755,55213,37,436,8,485,3709,343,4536,357,298,25,682,3005,231,3923,3396,364,242,4002,3245,401,7652,5782,310,338,6425,2355,437,9216,2950,874,171,3992,6085,595,10670,230,2311,31,2576,7008,566,10151,57,1742,4,1808,5335,602,7748,9,222,0,233,3010,445,3688,4,17,0,27,1458,234,1717,12824,6584,811,20224,35222,3852,59296,61,684,8,753,7885,717,9351,505,469,35,1010,6545,461,8018,5753,608,292,6655,7513,846,15014,10322,494,469,11286,5555,943,17789,5957,1206,258,7417,11895,1219,20530,808,3247,55,4104,14332,1144,19585,136,2801,13,2949,10721,1168,14838,28,413,3,445,5566,740,6747,9,23,0,33
CED128,18,166,3,182,4908,429,5522,195,162,6,359,5528,401,6285,2788,255,37,3082,8358,856,12296,4883,178,77,5143,5356,710,11207,2526,249,36,2806,6838,667,10310,509,723,12,1246,7246,580,9075,109,726,10,838,4766,455,6066,15,195,0,211,2456,285,2949,6,7,0,13,791,124,934,11039,2660,179,13881,46248,4509,64641,52,389,3,443,4433,384,5270,489,408,15,917,4544,366,5823,5128,476,135,5740,6146,770,12664,6215,329,196,6739,3869,635,11248,2396,749,82,3228,6936,646,10812,282,1923,37,2242,6624,553,9421,78,1166,14,1258,4597,454,6306,22,192,0,211,2946,356,3515,3,17,0,18,1343,231,1592,14661,5651,479,20794,41440,4409,66645,71,554,4,624,9347,819,10787,683,574,21,1275,10065,771,12107,7912,732,170,8823,14510,1630,24954,11101,511,269,11881,9230,1345,22459,4925,993,116,6034,13777,1313,21122,793,2647,47,3480,13874,1139,18494,187,1893,25,2098,9360,918,12374,35,388,0,425,5401,633,6462,7,25,0,37
CED129,21,222,3,243,4825,213,5278,56,159,3,214,4312,156,4686,2063,188,27,2276,5440,332,8044,7018,119,102,7245,3880,370,11497,4020,183,79,4279,5912,378,10567,642,771,23,1433,6442,299,8169,135,1347,9,1496,4412,267,6176,21,298,0,323,2271,169,2765,0,19,0,15,718,89,822,13978,3301,242,17517,38205,2276,57999,12,351,4,369,4516,216,5099,88,258,9,357,3795,118,4266,3612,358,101,4067,4447,341,8856,8845,267,295,9404,2893,389,12692,3741,459,109,4310,6315,351,10969,344,2038,36,2422,6178,286,8889,116,2104,24,2245,4257,292,6802,23,289,0,309,2525,229,3065,3,11,0,14,1201,162,1379,16787,6137,572,23495,36135,2386,62013,29,573,4,606,9337,428,10379,144,414,8,573,8110,276,8954,5675,546,126,6346,9888,669,16898,15860,391,394,16649,6774,766,24184,7762,643,183,8586,12225,727,21531,984,2806,58,3849,12616,586,17049,252,3452,33,3737,8669,559,12973,40,589,3,629,4797,399,5830,7,26,0,34
CED130,34,216,3,255,4142,714,5112,272,168,3,447,3563,419,4431,2742,258,65,3056,4354,867,8273,4071,194,130,4385,3046,838,8271,2389,397,64,2845,5793,889,9530,431,874,17,1321,7914,1031,10273,82,712,6,803,6771,1067,8637,11,158,3,175,3585,709,4469,4,14,0,19,1045,261,1327,10039,2985,283,13305,40204,6803,60318,113,403,9,520,3758,616,4893,668,353,36,1050,3003,441,4493,4094,407,224,4727,3251,698,8675,5099,340,251,5695,2475,714,8881,2183,973,118,3271,6056,841,10162,210,1988,21,2217,7425,992,10628,71,1156,9,1225,6421,1015,8661,22,208,3,233,4131,914,5279,13,29,0,34,1903,524,2464,12462,5851,660,18971,38408,6753,64141,151,621,7,777,7891,1331,10006,936,516,38,1493,6563,862,8919,6833,668,289,7784,7601,1563,16951,9171,531,381,10081,5519,1556,17156,4570,1372,176,6120,11845,1729,19694,637,2863,35,3537,15342,2026,20899,154,1866,9,2027,13186,2084,17303,37,363,3,406,7718,1620,9745,17,41,0,52
CED131,23,205,3,228,4009,256,4501,134,217,8,352,6107,335,6801,2425,380,62,2869,8368,716,11952,5054,207,143,5400,3862,533,9795,2837,276,74,3185,5764,663,9619,542,955,20,1516,6729,612,8862,57,1088,3,1152,4380,540,6069,22,224,5,247,2441,448,3133,7,13,0,21,965,328,1316,11090,3565,312,14963,42632,4438,62033,32,358,0,389,3684,237,4310,309,413,18,749,5671,344,6765,3569,660,183,4414,6546,541,11502,6040,403,376,6821,2872,428,10121,2690,826,122,3637,5803,503,9942,219,2177,22,2416,6200,539,9162,56,1703,6,1765,4176,527,6464,11,277,4,289,3108,675,4070,0,36,0,38,1702,905,2647,12922,6854,727,20502,39764,4695,64966,52,564,10,621,7693,497,8805,444,629,25,1099,11781,682,13563,6001,1038,240,7276,14916,1254,23451,11092,608,523,12221,6732,961,19916,5526,1105,193,6822,11571,1166,19552,754,3137,34,3926,12937,1156,18016,116,2790,9,2914,8558,1068,12538,26,497,10,529,5547,1114,7197,7,50,0,57
CED132,29,215,0,245,3802,221,4274,21,98,0,119,3782,280,4183,1778,262,12,2058,10755,1101,13909,6057,190,93,6338,5901,845,13084,3991,132,78,4202,5321,615,10135,812,370,10,1191,6175,516,7883,135,1022,4,1162,4461,420,6044,20,340,0,361,2344,229,2941,4,16,0,24,1145,124,1288,12853,2655,206,15707,43683,4354,63743,12,193,3,213,2954,189,3361,57,168,0,226,4097,340,4663,2789,517,58,3359,10834,1148,15345,7436,406,241,8086,5104,817,14008,4092,288,147,4530,5900,587,11017,397,1147,19,1554,6847,551,8953,107,1931,7,2040,4337,458,6833,18,424,6,448,2966,320,3729,5,32,0,31,2126,302,2459,14915,5096,484,20495,45169,4717,70382,47,415,0,462,6755,415,7635,81,267,0,347,7885,626,8855,4570,783,70,5420,21587,2247,29260,13497,591,338,14429,11005,1664,27089,8087,420,228,8734,11221,1199,21153,1209,1515,28,2752,13025,1062,16834,244,2953,14,3202,8802,879,12884,38,761,3,810,5310,552,6673,12,50,0,63
