CED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
CED111,14,0,0,0,5031,5051,143,13,8,5,6511,6675,3232,111,117,10,6805,10276,5981,373,541,16,2874,9780,6041,465,1216,76,2229,10023,5688,431,1340,151,1320,8927,4773,243,867,309,508,6701,2807,88,346,564,194,3994,877,22,62,519,51,1536,29554,1731,4507,1648,25521,62957,6,0,0,0,4826,4839,294,18,13,6,5684,6008,4275,219,225,15,5262,9990,6341,482,792,68,2354,10030,6136,559,1669,200,1613,10167,5646,437,1928,575,892,9477,4329,227,1221,1135,269,7185,2178,66,434,2115,107,4902,445,17,116,2028,66,2674,29647,2016,6399,6142,21063,65269,21,3,3,3,9859,9886,435,26,19,7,12196,12683,7499,329,338,24,12071,20262,12318,847,1336,78,5219,19810,12176,1020,2881,273,3841,20198,11337,866,3271,723,2209,18403,9107,461,2093,1446,775,13888,4983,154,782,2685,299,8895,1323,33,182,2551,122,4206,59200,3742,10908,7789,46587,128230
CED112,8,0,3,0,4950,4959,156,12,3,3,4275,4440,2882,172,134,9,5152,8345,5043,438,646,22,2814,8964,5653,609,1328,71,2108,9775,5644,498,1523,169,1167,8998,5012,349,1210,396,512,7483,2850,118,466,614,215,4263,905,28,90,673,66,1766,28150,2224,5406,1949,21260,58990,17,4,3,0,4758,4785,262,30,4,4,4187,4486,3716,338,252,15,4507,8835,5525,670,1012,87,2455,9752,5718,778,1996,236,1664,10390,5703,649,2243,631,854,10084,4618,325,1694,1387,395,8421,2145,96,674,2272,151,5336,499,23,168,2285,74,3050,28207,2914,8039,6905,19048,65122,18,3,10,0,9711,9744,412,37,4,4,8469,8927,6603,513,388,21,9655,17179,10574,1109,1658,106,5265,18712,11375,1388,3324,305,3771,20162,11343,1152,3762,800,2019,19082,9630,680,2902,1779,912,15900,4995,213,1138,2885,369,9592,1410,52,260,2952,138,4809,56358,5137,13451,8852,40309,124112
CED113,7,0,0,3,4404,4414,97,10,4,0,3499,3608,2710,136,138,10,4816,7817,5168,333,510,17,2765,8791,6434,556,1388,75,2393,10845,6847,531,1811,219,1540,10948,5811,367,1271,415,569,8429,2675,128,397,525,198,3921,627,23,66,397,81,1192,30371,2069,5589,1667,20268,59970,10,0,0,0,4168,4174,241,22,3,0,3221,3488,3488,199,224,15,3999,7924,5607,395,725,59,2310,9094,6791,595,1666,230,1845,11129,6901,449,1967,579,1123,11017,4980,236,1244,1203,372,8031,1823,93,354,1660,116,4040,331,11,88,1570,25,2029,30166,1994,6284,5310,17169,60931,19,0,3,0,8571,8591,339,28,9,3,6723,7100,6195,338,365,24,8819,15739,10777,720,1235,77,5071,17886,13227,1150,3059,306,4237,21977,13749,977,3780,800,2662,21968,10786,603,2521,1618,936,16469,4495,214,753,2186,316,7961,951,30,152,1967,109,3218,60541,4068,11873,6980,37438,120903
CED114,18,3,3,3,5170,5194,141,15,0,3,4436,4599,3257,168,128,14,5458,9013,5358,380,524,18,2741,9018,6316,582,1243,85,2239,10470,7250,565,1701,245,1452,11207,6330,410,1146,488,659,9033,3424,132,456,722,250,4981,913,13,71,615,82,1699,33000,2269,5269,2189,22493,65218,16,3,3,0,4934,4955,299,26,9,8,4079,4418,4115,265,185,27,4726,9322,5777,520,778,76,2303,9455,6688,617,1612,202,1603,10722,7278,573,1789,670,858,11166,5748,284,1179,1501,288,8992,2525,76,382,2449,180,5613,447,12,79,2116,70,2725,32889,2379,6006,7051,19036,67367,33,4,7,4,10104,10144,444,35,4,8,8517,9016,7376,429,304,38,10184,18339,11137,901,1302,92,5045,18478,13007,1198,2854,287,3843,21197,14526,1141,3493,913,2309,22380,12074,691,2324,1983,946,18021,5946,216,838,3170,432,10596,1352,32,151,2735,156,4422,65888,4647,11279,9234,41535,132590
CED115,21,3,4,0,5688,5715,400,15,18,10,5974,6411,4340,268,382,5,6606,11602,6138,503,873,28,2570,10120,7120,595,1380,56,1714,10860,6762,493,1378,150,977,9753,4498,320,690,269,381,6159,2191,99,239,387,133,3050,661,33,44,331,47,1116,32133,2320,5009,1241,24084,64791,85,5,0,3,5382,5476,1023,68,39,7,5079,6219,6035,542,663,48,4881,12162,6664,729,1425,123,2014,10965,6738,705,1991,331,1371,11143,6272,593,1795,938,877,10476,3493,253,738,1400,316,6198,1425,74,224,1812,110,3653,276,14,79,1420,43,1831,32012,2982,6961,6082,20077,68118,101,9,5,3,11071,11193,1420,81,55,16,11052,12628,10376,803,1043,54,11486,23763,12803,1234,2304,152,4585,21087,13860,1302,3368,391,3085,22004,13037,1087,3176,1082,1852,20231,7993,572,1428,1672,693,12353,3622,168,466,2201,243,6702,932,49,127,1749,94,2947,64147,5305,11971,7328,44163,132904
CED116,8,0,6,0,4099,4120,128,3,3,0,3469,3606,2131,120,109,5,4314,6683,3973,381,539,12,2523,7436,5109,490,1244,73,2186,9098,7244,591,1969,211,1502,11519,8159,448,1570,574,583,11335,4215,160,546,805,213,5945,1066,30,101,706,67,1966,32027,2224,6089,2395,18963,61704,9,0,3,0,3922,3932,224,20,4,0,2872,3125,2734,230,196,19,3436,6614,4340,502,798,51,2074,7765,5509,588,1737,255,1659,9742,7894,570,2232,650,1075,12422,7418,341,1683,1636,470,11547,3131,71,622,2439,161,6426,603,7,158,2082,73,2925,31873,2334,7433,7135,15726,64503,16,0,13,3,8018,8053,349,23,6,0,6342,6727,4867,349,301,32,7750,13293,8320,891,1336,68,4600,15207,10610,1075,2983,329,3844,18836,15139,1164,4202,861,2577,23941,15576,792,3252,2208,1051,22881,7348,233,1174,3248,372,12371,1668,38,255,2785,140,4897,63902,4555,13520,9530,34696,126202
CED117,8,3,0,4,2731,2746,135,5,11,0,4679,4829,3950,102,217,11,10266,14541,6838,283,748,20,5080,12971,5298,388,1161,58,3450,10352,3618,296,1194,123,1995,7222,2627,192,860,150,975,4801,1469,75,239,277,379,2449,469,15,60,255,99,910,24413,1365,4491,902,29645,60824,22,4,0,0,2550,2575,335,11,17,0,4940,5305,4889,193,342,30,10183,15636,7083,378,993,47,5171,13679,5012,485,1570,152,3343,10564,3565,334,1695,424,1900,7911,2331,187,1153,802,825,5296,1031,73,366,1232,225,2925,202,18,98,1059,102,1487,24462,1682,6234,3749,29246,65376,30,4,0,4,5287,5324,465,21,29,3,9618,10131,8835,301,565,43,20447,30183,13922,665,1740,71,10246,26646,10309,869,2728,210,6795,20915,7183,630,2887,545,3896,15134,4958,382,2016,953,1793,10097,2502,151,607,1512,607,5375,676,40,159,1316,206,2391,48874,3050,10729,4655,58893,126207
CED118,15,0,3,0,5618,5639,224,9,8,4,5199,5433,6632,193,219,9,6128,13187,11449,368,582,18,2441,14855,7653,474,950,69,1469,10615,5868,304,972,120,766,8034,3820,204,503,242,248,5022,1561,59,165,313,73,2175,338,16,32,240,29,655,37565,1626,3429,1026,21977,65621,27,0,0,0,5158,5186,502,26,14,3,4321,4862,8804,302,259,21,4388,13769,10746,539,895,73,1882,14139,7286,522,1406,206,1141,10570,5411,371,1348,645,583,8356,3106,201,806,1066,191,5372,940,39,267,1281,38,2567,172,9,71,785,15,1058,37001,2006,5068,4088,17718,65879,41,0,6,0,10774,10825,722,35,17,4,9515,10298,15436,490,480,36,10519,26955,22191,906,1481,91,4324,28992,14943,995,2358,282,2609,21184,11279,674,2320,772,1351,16390,6927,405,1306,1313,445,10398,2505,96,437,1598,112,4744,511,20,99,1028,48,1711,74562,3634,8493,5118,39689,131500
CED119,7,0,0,0,4839,4850,113,4,3,0,4450,4574,3518,114,105,5,4776,8514,7404,260,454,10,1933,10055,7224,385,891,62,1312,9871,6513,257,824,122,637,8357,4785,171,506,240,213,5909,1985,55,189,318,87,2640,547,15,35,392,39,1022,32088,1266,3007,1155,18286,55802,6,0,0,0,4465,4472,198,16,6,0,3994,4215,4649,163,171,4,3856,8847,7907,405,741,46,1674,10770,7248,454,1403,157,1033,10300,6301,336,1292,394,491,8815,4125,166,915,921,162,6288,1405,45,279,1247,79,3057,292,11,99,1351,61,1805,32134,1591,4897,4122,15817,58572,17,3,0,3,9303,9318,314,18,14,3,8449,8788,8169,273,275,11,8630,17359,15311,661,1193,59,3607,20829,14472,838,2295,217,2350,20171,12815,596,2124,520,1130,17172,8907,341,1412,1159,379,12202,3383,104,470,1570,166,5699,844,22,131,1740,99,2827,64223,2856,7905,5280,34104,114365
CED120,14,0,0,0,5071,5086,143,7,5,3,4290,4443,3711,149,120,4,4821,8813,6448,370,514,15,2337,9697,6781,512,1131,63,1677,10160,6380,424,1187,183,909,9074,5128,272,881,358,427,7069,2216,90,279,439,170,3195,505,17,55,347,45,971,31326,1836,4175,1420,19743,58499,6,3,7,0,4825,4841,308,25,7,0,3858,4190,4708,256,201,18,4054,9234,6800,532,876,76,1787,10065,6968,571,1638,193,1234,10604,6277,443,1521,498,669,9410,4378,198,1101,1102,281,7059,1558,51,287,1522,123,3540,260,13,71,1343,50,1735,31266,2079,5704,4755,16879,60678,21,4,7,0,9895,9927,454,28,9,3,8141,8640,8413,405,322,24,8871,18040,13248,900,1388,93,4123,19762,13740,1078,2772,256,2912,20761,12654,866,2705,680,1578,18488,9509,468,1978,1457,708,14126,3773,135,564,1960,297,6738,768,30,128,1687,93,2705,62593,3916,9875,6173,36621,119176
