CED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
CED111,699,204,273,365,455,472,249,108,3347,0,0,0,0,0,0,0,0,0,4,4,629,368,926,292,341,421,519,532,294,152,4468,927,327,299,49,47,46,24,30,9,45,1806,592,431,514,87,132,151,126,86,50,41,2213,21,30,64,9,17,24,52,25,28,18,282,4,0,0,0,0,0,0,0,0,0,7,621,461,580,93,151,180,173,114,76,58,2502,0,0,0,0,0,0,0,0,0,5,3,1542,789,872,151,197,224,200,139,87,106,4308,2262,189,141,22,26,15,15,6,9,85,2769,1392,213,147,17,31,33,21,14,14,47,1923,119,54,56,15,16,17,28,10,9,20,343,9,0,3,0,0,0,0,0,0,0,16,1522,263,201,34,52,54,48,22,17,72,2281,3,0,0,0,0,0,0,0,0,4,4,3789,453,342,50,75,62,69,33,27,157,5057,2564,63,38,6,3,7,3,3,3,65,2752,1701,56,34,7
CED112,273,62,63,61,55,49,35,29,839,0,0,0,0,0,0,0,0,0,0,0,580,217,437,86,100,90,91,66,45,64,1772,917,269,216,29,48,19,21,17,6,39,1585,257,205,273,47,52,38,31,29,3,22,959,11,21,25,5,3,8,3,3,4,3,85,3,3,0,0,0,0,0,0,0,0,10,273,229,296,52,58,49,31,30,7,30,1054,0,0,0,0,0,0,0,0,0,0,0,1190,498,516,81,104,72,58,50,11,71,2648,2064,240,164,21,16,10,10,3,3,85,2615,548,117,112,14,17,9,11,15,6,18,856,32,12,20,6,0,7,0,3,3,10,97,4,0,0,0,0,0,0,0,0,0,6,583,132,136,12,17,15,13,22,8,28,958,4,0,0,0,0,0,0,0,0,0,6,2647,370,297,37,32,26,24,24,9,108,3581,2480,86,61,8,12,5,7,10,0,71,2737,627,38,29,6
CED113,499,95,96,122,181,147,75,49,1482,0,0,0,0,0,0,0,0,0,38,37,426,180,656,136,122,150,206,172,90,117,2256,740,211,164,20,29,17,16,26,4,49,1286,242,207,375,51,63,46,50,46,17,16,1115,4,12,17,4,0,4,6,7,6,5,63,3,0,0,0,0,0,0,0,0,3,9,251,219,391,53,64,54,61,50,24,21,1190,0,0,0,0,0,0,0,0,0,40,40,995,431,560,76,96,69,77,72,31,105,2512,1841,156,132,22,43,14,12,11,4,84,2322,532,137,117,16,9,10,11,9,3,20,867,34,10,25,0,6,3,3,3,4,7,99,8,0,0,0,0,0,0,0,0,0,10,577,153,144,16,10,12,10,13,8,28,983,5,0,0,0,0,0,0,0,0,23,28,2425,306,274,43,49,23,25,25,13,134,3329,2484,104,50,5,9,14,6,7,0,97,2772,697,39,25,5
CED114,683,118,154,173,194,213,125,106,1971,0,0,0,0,0,0,0,0,0,0,3,247,226,832,174,215,202,224,260,143,138,2658,388,144,100,23,23,13,19,15,7,18,753,197,178,429,70,81,82,74,33,28,23,1196,17,21,65,31,15,25,18,31,9,8,234,3,3,11,0,0,0,0,3,0,3,23,225,203,495,93,98,100,90,65,31,39,1448,0,0,0,0,0,0,0,0,0,0,0,607,349,598,116,118,119,110,84,42,55,2201,915,117,95,14,20,12,6,12,0,41,1239,325,131,171,32,33,21,21,14,5,26,772,45,23,47,13,20,19,16,10,9,17,213,3,3,0,0,0,0,0,0,0,3,11,369,159,216,44,55,39,39,30,13,42,1000,4,0,0,0,0,0,0,0,0,3,4,1285,276,311,60,75,48,44,46,13,86,2237,1266,62,35,3,6,4,3,6,0,68,1456,404,54,23,9
CED115,3077,569,717,920,675,643,331,323,12137,0,0,0,0,0,0,3,0,0,8,14,3625,1900,3237,602,757,980,715,688,350,378,13225,711,130,81,37,19,27,15,13,12,42,1077,5472,1473,1464,194,223,231,170,150,55,178,9606,1191,741,757,170,191,255,175,157,117,130,3874,51,18,13,0,0,3,0,0,0,16,95,6715,2228,2231,362,410,483,347,309,172,320,13581,3,0,0,0,0,0,0,0,0,0,6,7423,2360,2311,396,431,508,364,327,182,367,14666,962,75,48,7,11,7,11,3,0,40,1159,7295,769,494,84,91,72,52,53,16,221,9147,3611,665,586,119,120,221,150,150,105,204,5929,64,12,5,0,0,0,0,0,0,8,98,10971,1449,1087,206,212,294,204,208,120,434,15178,7,4,3,0,0,0,0,0,0,10,22,11943,1520,1137,212,221,299,210,210,120,477,16358,1118,35,21,4,0,3,3,3,3,32,1222,6193,339,155,17
CED116,168,24,48,39,50,40,18,18,533,0,0,0,0,0,0,0,0,0,49,49,250,134,287,55,76,54,61,62,37,94,1099,541,189,143,17,37,13,26,12,3,43,1033,132,110,145,13,16,30,25,22,8,13,524,4,10,11,3,3,9,4,10,7,3,66,0,0,4,0,0,0,0,0,0,0,9,137,119,162,19,25,42,30,26,16,12,592,0,0,0,0,0,0,0,0,0,38,37,676,307,307,40,60,51,54,40,17,96,1663,1679,178,133,24,23,18,7,6,0,84,2164,305,64,52,5,4,5,0,3,3,26,460,18,5,8,0,5,3,4,0,0,7,57,0,0,0,0,0,0,0,0,0,0,3,327,71,62,9,5,8,4,3,3,35,524,4,0,0,0,0,0,0,0,0,30,33,2008,253,199,30,30,23,11,13,4,144,2722,2838,84,56,6,10,9,8,6,3,100,3116,492,15,13,3
CED117,1850,345,455,617,687,721,384,182,6645,0,0,3,0,0,0,0,0,0,7,8,2035,894,2737,656,780,918,983,1011,522,301,10844,2137,1241,1034,190,144,140,94,70,62,105,5215,1421,949,1023,153,164,149,149,124,74,88,4278,71,66,92,14,25,33,29,29,17,27,403,11,5,8,0,0,0,0,0,0,0,28,1499,1025,1126,164,186,177,183,150,89,113,4707,0,0,0,0,0,0,0,0,0,7,8,3634,2267,2159,346,328,314,278,225,145,224,9931,3199,560,241,47,32,28,21,32,18,92,4275,1954,338,193,24,38,35,24,25,13,63,2702,324,73,78,17,22,24,19,25,16,26,612,11,0,0,0,0,0,0,0,0,0,13,2287,419,266,35,56,53,47,51,29,89,3329,7,0,0,0,0,0,0,0,0,3,13,5493,974,515,83,85,84,67,88,48,180,7612,2545,101,49,15,15,7,6,5,5,62,2808,2063,86,40,11
CED118,4208,539,778,725,747,679,355,225,11674,3,3,3,0,0,0,3,0,0,96,110,2730,2044,4566,611,854,805,819,760,417,386,13994,1475,454,377,65,46,49,39,30,22,71,2615,2902,3770,3750,332,369,347,262,170,132,118,12148,93,125,218,36,80,58,36,27,15,18,716,24,27,24,3,0,6,8,0,0,3,88,3020,3925,3991,369,447,405,304,199,149,143,12948,0,0,5,0,0,0,0,0,0,81,86,4497,4376,4369,439,493,449,338,221,173,289,15651,1901,348,200,35,36,27,31,15,6,48,2638,4484,1646,930,88,88,69,36,38,29,103,7509,370,186,153,24,40,24,16,27,32,50,927,27,6,12,3,0,0,0,0,3,3,53,4885,1839,1095,110,133,97,56,67,61,158,8494,8,7,0,0,0,0,0,0,0,45,50,6790,2191,1292,138,168,124,82,88,72,241,11184,1937,150,67,12,12,9,4,5,3,50,2248,4200,523,164,19
CED119,683,93,131,126,90,80,54,42,2276,0,0,0,0,0,0,0,0,0,0,0,1109,567,907,146,181,182,117,120,66,100,3492,1119,497,369,59,32,35,28,24,6,43,2212,1061,827,617,88,73,82,69,35,22,39,2914,36,37,47,3,6,9,5,3,0,8,164,9,4,0,0,0,0,0,0,0,0,13,1106,871,668,93,84,94,73,37,29,43,3094,0,0,0,0,0,0,0,0,0,3,3,2223,1372,1032,153,113,131,101,57,32,89,5309,2294,328,178,16,17,30,3,10,5,64,2948,1893,398,212,24,18,13,14,10,6,40,2626,128,33,30,0,3,6,3,5,3,15,230,15,3,3,0,0,4,0,0,0,0,22,2029,429,248,27,25,29,19,19,7,53,2871,4,0,0,0,0,0,0,0,0,3,4,4330,756,421,45,39,59,19,29,10,122,5830,2116,80,48,0,7,7,3,0,0,48,2325,2081,106,52,5
CED120,238,50,49,54,72,67,32,30,923,0,0,0,0,0,0,0,0,0,39,40,590,207,341,100,92,83,97,99,49,91,1754,891,181,170,32,13,23,17,21,3,54,1400,421,202,216,29,39,24,29,29,15,23,1031,13,17,21,3,3,5,3,4,3,4,77,4,3,0,0,0,0,0,0,0,0,6,434,224,236,32,39,32,28,34,15,25,1115,0,0,0,0,0,0,0,0,0,33,31,1326,407,413,60,59,56,45,58,18,104,2545,2045,167,117,20,11,13,8,11,4,62,2463,627,102,90,19,14,4,9,7,0,26,907,55,15,10,0,3,5,0,0,3,12,101,5,0,0,0,0,0,0,0,0,3,8,687,119,104,19,16,10,12,9,3,36,1015,3,0,0,0,0,0,0,0,0,27,26,2729,285,221,38,31,19,26,25,10,128,3505,2462,70,36,0,6,5,0,8,3,91,2677,683,34,19,3
CED121,245,48,68,51,58,47,23,21,738,0,0,0,0,0,0,0,0,0,71,71,366,153,412,88,107,80,85,66,27,116,1510,568,161,174,27,35,18,9,3,3,34,1038,159,138,249,38,51,29,23,12,3,14,722,10,11,17,4,4,5,10,3,3,0,66,0,0,0,0,0,0,0,0,0,0,0,171,153,267,40,54,31,29,17,8,19,792,0,0,0,0,0,0,0,0,0,58,61,741,312,442,65,86,56,37,25,12,108,1894,1364,123,102,22,20,8,16,4,4,60,1722,266,85,96,10,18,9,9,0,3,7,505,8,8,7,3,0,3,0,4,9,3,51,0,0,3,0,0,0,0,0,0,0,4,278,95,101,15,21,7,6,4,5,18,559,0,0,0,0,0,0,0,0,0,33,33,1649,220,203,40,40,21,21,4,10,110,2315,1628,90,41,12,4,10,3,6,3,55,1844,319,33,13,4
CED122,2707,618,801,1014,1264,1427,773,364,11286,0,0,3,3,0,0,3,0,0,110,121,2084,1555,4203,1226,1507,1691,1844,1899,1037,615,17656,1821,1309,1128,209,179,129,98,84,49,99,5106,2238,1536,1503,224,272,240,227,242,140,106,6723,64,84,106,17,24,29,40,44,32,27,457,13,15,7,0,0,0,0,0,0,0,38,2308,1629,1616,239,294,270,268,282,173,132,7220,0,3,3,0,0,0,0,0,0,89,97,4127,2946,2746,447,475,398,367,369,223,317,12414,3046,540,257,35,38,25,23,30,13,86,4091,3279,604,360,43,65,65,51,37,40,93,4639,317,89,92,21,17,21,18,26,11,43,657,22,4,0,0,0,0,0,0,0,3,27,3614,699,456,64,82,92,68,63,54,131,5322,3,0,0,0,0,0,0,0,0,75,84,6665,1231,706,105,127,109,87,95,61,296,9496,2440,116,58,12,6,15,5,15,3,63,2736,3446,179,101,20
CED123,1236,215,221,254,225,182,100,74,3705,0,0,0,0,0,0,0,0,0,117,120,1407,780,1487,279,295,301,270,223,130,258,5426,1298,278,232,29,42,23,27,17,7,53,1999,1041,813,1011,137,155,147,91,66,36,51,3532,36,50,96,10,13,15,9,12,6,11,265,7,10,3,0,4,0,0,0,0,0,23,1084,871,1113,146,170,159,101,75,48,57,3823,3,3,0,0,0,0,0,0,0,78,84,2385,1152,1338,171,211,187,127,88,50,193,5907,2429,204,129,21,27,15,12,12,6,84,2938,1633,399,301,35,43,25,26,20,13,48,2538,93,54,59,10,3,11,18,22,3,17,287,9,3,3,0,0,0,0,0,0,4,23,1739,455,362,42,46,40,46,38,18,65,2847,4,0,0,0,0,0,0,0,0,55,62,4165,657,489,57,71,57,62,52,24,207,5838,2971,111,49,4,9,9,3,7,3,87,3242,1865,120,61,10
CED124,89,13,23,24,20,17,16,12,273,0,0,0,0,0,0,0,0,0,0,3,128,62,154,43,37,43,40,30,27,34,599,417,130,81,10,14,10,17,3,3,43,727,79,70,131,19,13,15,11,5,12,13,380,0,4,12,0,0,0,3,0,0,7,27,0,0,0,0,0,0,0,0,0,0,4,82,78,142,21,16,15,11,9,11,13,411,0,0,0,0,0,0,0,0,0,0,3,498,207,225,34,33,29,27,17,14,57,1140,1153,133,72,17,13,8,0,13,0,64,1470,157,57,45,7,8,3,0,3,0,4,285,11,7,5,0,4,0,0,0,3,4,31,3,0,0,0,0,0,0,0,0,0,3,165,64,51,5,13,3,0,0,4,13,318,3,0,0,0,0,0,0,0,0,5,9,1325,196,127,25,22,11,3,13,3,78,1800,1908,72,33,6,3,0,6,10,0,67,2108,241,31,19,6
CED125,1763,273,295,276,270,278,154,128,5660,0,0,0,0,0,0,0,0,0,5,11,2330,1064,1971,318,352,340,323,304,173,210,7387,1361,264,192,33,31,41,22,25,10,80,2054,2236,1379,1371,148,147,155,109,109,42,95,5787,110,97,117,28,17,18,19,24,3,11,456,22,6,14,0,0,3,0,0,0,0,50,2370,1485,1495,181,165,177,130,128,54,110,6295,5,0,0,0,0,0,0,0,0,3,12,3732,1748,1694,214,193,219,158,151,58,188,8355,2272,211,113,25,22,15,17,16,7,104,2800,3257,703,460,64,47,59,23,24,17,81,4728,401,97,96,20,14,18,11,6,17,33,704,34,8,3,0,0,0,0,0,0,3,49,3697,804,554,81,59,78,31,30,31,115,5489,3,3,0,0,0,0,0,0,0,3,12,5968,1018,668,106,78,95,49,50,37,219,8294,2631,83,38,4,3,4,13,3,0,92,2866,2959,221,70,21
CED126,893,165,188,214,275,232,95,46,2707,0,0,4,0,0,0,0,0,0,3,10,925,545,1320,280,301,331,356,307,138,110,4612,1502,1094,861,131,117,99,73,56,27,73,4038,685,777,737,113,95,101,90,89,39,48,2787,35,29,51,0,6,10,34,14,17,16,218,7,8,3,0,0,3,0,0,0,0,21,728,815,797,116,106,114,125,104,55,71,3027,3,3,0,0,0,0,0,0,0,4,9,2227,1906,1663,247,227,219,197,164,84,141,7074,3498,797,489,75,49,55,31,23,17,103,5126,1559,407,240,25,36,32,26,26,6,36,2375,123,46,47,6,6,8,15,14,7,15,291,9,0,0,0,0,0,0,0,0,0,18,1694,454,288,31,37,40,45,37,15,45,2684,3,0,0,0,0,0,0,0,0,4,3,5188,1243,778,103,89,91,72,59,29,158,7818,3404,180,95,19,15,10,8,7,3,72,3822,1514,86,40,3
CED127,156,39,30,43,65,70,42,16,658,0,0,0,0,0,0,0,0,0,0,0,456,182,291,69,74,70,83,103,53,40,1412,1071,305,180,27,30,17,14,13,9,35,1701,289,177,183,23,24,21,18,18,3,11,776,21,11,14,3,3,3,4,3,3,6,68,0,0,0,0,0,0,0,0,0,0,4,308,184,190,27,30,30,20,27,8,20,850,3,0,0,0,0,0,0,0,0,0,3,1375,489,371,60,56,47,35,37,14,60,2553,2638,238,125,16,21,8,4,5,4,72,3135,581,94,61,7,13,6,11,3,0,13,787,34,15,18,0,0,3,3,3,0,6,80,3,0,0,0,0,0,0,0,0,0,4,623,106,76,7,13,9,10,6,0,14,867,0,0,0,0,0,0,0,0,0,5,7,3259,344,203,27,35,17,16,16,5,91,4011,3270,71,40,13,3,6,3,3,3,70,3480,707,28,18,3
CED128,2910,520,612,918,614,556,354,278,10573,0,0,3,0,0,0,0,0,0,9,16,2837,1869,3133,549,664,968,651,594,376,329,11968,1002,229,187,32,29,20,11,13,8,45,1567,3692,1802,1446,162,190,212,153,130,71,161,8017,407,421,494,133,191,273,180,138,134,76,2451,32,16,15,3,3,6,4,6,4,9,88,4132,2242,1954,297,393,487,337,272,207,241,10556,0,0,0,0,0,0,0,0,0,4,8,5132,2471,2143,333,419,502,353,287,216,290,12139,1584,158,72,5,15,10,6,11,5,57,1928,5548,923,518,73,67,94,72,52,22,155,7521,1230,429,439,95,120,214,124,144,101,112,3012,46,9,6,0,3,3,5,0,3,0,74,6830,1366,963,166,189,310,195,196,130,263,10607,7,0,0,0,0,0,0,0,0,7,12,8423,1521,1038,172,201,318,204,208,138,326,12546,1855,64,31,4,11,0,0,0,0,56,2029,4961,316,153,23
CED129,1599,215,242,227,229,257,135,108,5550,3,0,3,0,0,0,0,0,0,0,10,2218,1407,1831,272,304,275,290,313,182,152,7246,1500,470,436,70,89,48,59,60,22,66,2825,2438,2593,1864,258,257,220,201,181,100,72,8184,76,115,167,38,42,42,35,40,18,7,581,13,18,11,0,0,0,0,0,0,0,41,2522,2724,2046,294,300,260,234,220,124,81,8804,0,5,0,0,0,0,0,0,0,3,9,4028,3196,2481,365,388,316,296,276,144,149,11636,2401,448,292,59,56,40,30,20,15,45,3413,4280,1090,601,75,55,49,37,38,31,73,6326,354,153,136,19,27,26,28,12,8,32,790,25,4,5,0,0,0,0,0,0,3,33,4660,1246,745,96,82,71,66,49,34,115,7152,8,0,0,0,0,0,0,0,0,0,8,7065,1688,1033,150,135,118,95,69,50,157,10574,2427,158,60,13,13,11,12,8,0,39,2752,4073,278,119,16
CED130,341,68,127,152,184,295,148,81,1488,0,0,0,0,0,0,0,0,0,6,11,181,126,458,101,171,196,207,333,166,114,2044,356,140,81,19,20,15,18,12,5,32,699,98,99,257,36,68,77,77,72,24,19,820,4,3,20,3,9,3,8,19,7,12,93,0,0,3,0,0,0,0,0,0,0,8,105,103,286,43,78,77,82,92,29,25,919,0,0,0,0,0,0,0,0,0,9,10,465,242,364,59,96,93,96,103,37,76,1629,872,117,71,25,8,7,10,9,7,51,1179,175,80,104,22,23,16,19,22,5,6,470,10,9,20,4,10,0,0,8,0,11,67,0,3,0,0,0,0,0,0,0,0,3,185,92,128,23,28,17,23,23,6,20,544,3,0,0,0,0,0,0,0,0,6,12,1065,204,201,53,41,26,33,32,10,81,1737,1179,48,40,6,9,5,7,3,0,48,1352,185,28,18,7
CED131,642,156,222,274,348,330,200,82,2630,0,0,0,0,0,0,0,0,0,6,7,624,338,913,242,305,348,422,432,239,129,4006,759,236,241,31,45,28,30,23,15,32,1441,307,350,509,76,132,97,82,75,39,32,1697,7,18,46,15,6,21,19,18,23,17,176,0,0,4,0,0,0,0,0,0,0,7,314,365,561,90,135,112,101,94,60,52,1886,0,0,0,0,0,0,0,0,0,3,3,1072,598,799,123,185,144,126,122,75,89,3331,1310,160,94,24,27,20,13,19,3,43,1709,568,150,129,24,31,21,16,11,13,17,983,48,23,35,5,16,7,6,4,15,10,174,0,0,0,0,0,0,0,0,0,0,7,619,181,168,31,49,31,19,18,27,29,1160,0,0,0,0,0,0,0,0,0,4,4,1923,335,262,52,76,48,36,29,35,78,2872,1490,43,32,3,5,5,9,4,3,50,1652,700,33,14,6
CED132,2445,528,674,748,808,937,580,244,9475,0,0,3,0,0,0,0,0,0,5,10,2549,1645,3259,824,1001,1092,1115,1272,803,380,13936,2125,1133,1051,224,172,148,134,152,73,90,5310,2101,1738,1803,325,307,348,319,382,208,103,7625,48,103,166,30,32,43,64,70,62,38,650,7,0,10,0,3,0,0,0,0,0,21,2165,1840,1974,353,341,388,380,448,268,136,8300,3,0,4,0,0,0,0,0,0,0,8,4291,2975,3034,578,512,537,517,598,337,231,13618,3222,655,369,82,84,43,55,62,24,86,4683,2599,596,378,63,69,86,68,68,33,62,4022,272,122,144,33,24,32,33,39,23,33,766,17,3,3,0,3,0,0,0,0,5,30,2888,722,531,99,98,122,99,108,55,102,4823,3,0,0,0,0,0,0,0,0,0,4,6115,1373,904,182,176,160,160,162,78,193,9509,3095,153,96,21,25,10,17,26,18,56,3527,2410,138,75,20
CED133,287,33,57,61,81,92,48,39,789,0,0,0,0,0,0,0,0,0,15,10,224,114,391,69,83,90,92,114,59,79,1307,526,158,165,36,15,29,19,18,3,39,1008,123,132,198,26,34,32,15,22,9,27,620,7,3,27,3,4,6,3,3,3,3,63,3,0,3,0,0,0,0,0,0,0,4,135,134,226,30,34,42,25,24,14,25,696,0,0,0,0,0,0,0,0,0,10,8,665,295,389,63,54,70,40,39,19,81,1713,1377,123,95,14,14,16,5,6,7,68,1721,275,85,70,16,7,11,5,8,8,22,511,16,11,20,3,4,12,3,4,4,11,86,7,0,0,0,0,0,0,0,0,0,8,294,94,94,19,18,22,8,17,13,36,602,3,0,0,0,0,0,0,0,0,7,5,1671,215,187,38,32,32,14,26,19,102,2333,2215,60,54,0,8,3,4,0,6,84,2440,356,27,14,6
CED134,443,86,109,111,103,95,52,32,1108,0,0,0,0,0,0,0,0,0,16,16,164,104,546,123,146,135,133,118,65,64,1593,257,89,83,19,18,14,12,11,5,17,525,69,92,341,48,65,52,29,42,25,23,782,4,7,12,3,7,4,3,0,0,3,38,0,3,0,0,0,0,0,0,0,0,10,75,99,357,45,68,61,27,43,26,25,835,0,0,0,0,0,0,0,0,0,8,12,336,194,442,66,83,76,40,53,32,53,1370,573,62,60,5,5,15,3,7,0,17,749,136,79,95,25,24,14,9,4,0,7,403,12,3,12,0,4,3,3,3,0,9,49,3,0,0,0,0,0,0,0,0,0,6,156,77,112,25,26,19,11,8,0,15,458,3,0,0,0,0,0,0,0,0,4,9,726,146,173,31,37,33,16,11,3,40,1213,780,36,31,5,5,5,0,6,3,43,916,191,29,21,3
CED135,8118,1329,1833,2506,2589,2622,1590,540,25965,3,0,4,0,3,3,4,0,0,32,50,2810,3137,8621,1456,1981,2679,2745,2789,1705,653,28592,985,343,290,67,65,54,51,47,37,56,1983,3380,3803,4517,609,676,708,724,698,407,214,15731,212,391,549,103,188,230,97,83,65,62,1970,30,18,29,7,7,3,0,3,0,0,100,3628,4213,5091,711,866,945,818,781,470,277,17796,4,5,0,0,0,0,0,0,0,6,17,4616,4557,5383,782,936,998,866,829,509,335,19798,1496,196,103,28,14,23,24,14,8,55,1946,5430,1449,902,127,117,85,69,50,37,142,8418,1052,487,453,74,113,122,84,73,69,126,2665,42,12,5,0,0,0,0,4,0,0,62,6527,1947,1364,197,234,210,149,127,110,272,11139,10,0,0,0,0,0,0,0,0,6,20,8029,2140,1468,227,246,231,174,134,117,339,13104,1520,74,30,12,10,4,3,10,6,44,1712,4865,408,212,34
