CED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
CED111,10,33,14,0,4,0,13,379,11,405,1059,431,44,16,26,17,0,12,14,10,13,7,145,2211,0,9,3,3,9,29,34,17,8,3,5,9,10,10,10,163,0,0,0,3,16,29,81,47,21,17,7,10,17,8,7,268,3,16,20,109,66,62,43,16,3,0,12,14,0,4,18,388,0,0,12,35,35,33,31,26,6,11,14,41,71,51,11,369,0,78,90,24,6,3,0,5,0,0,0,0,0,0,21,234,0,270,150,39,24,11,22,12,5,0,7,7,3,0,19,571,11,20,48,174,349,285,337,198,63,40,58,36,22,11,75,1734,0,0,0,4,6,14,28,44,5,17,24,25,47,20,7,251,0,0,0,15,132,204,93,92,27,30,38,33,39,7,22,731,0,46,31,16,88,44,21,9,0,3,0,3,6,0,13,276,0,3,3,13,11,3,16,21,0,3,4,3,4,7,4,108
CED112,13,23,3,3,0,3,20,470,3,100,160,99,12,11,5,9,0,0,0,0,3,0,16,425,0,0,3,3,11,16,39,6,0,0,3,4,6,0,3,88,0,0,0,3,14,41,66,42,11,0,7,6,0,0,3,195,0,5,10,32,18,12,11,0,0,0,0,0,0,0,3,91,0,4,14,23,28,26,18,21,3,3,3,3,6,3,17,175,3,128,126,44,5,4,3,3,0,0,0,0,0,0,16,328,0,129,144,57,24,16,20,11,6,0,3,3,0,0,16,431,17,21,75,304,596,529,485,217,37,42,19,31,29,17,110,2526,0,0,0,0,7,10,15,20,4,0,4,3,6,9,0,77,0,0,3,27,109,247,152,126,31,40,30,33,24,12,24,862,0,14,14,6,42,18,15,15,0,0,4,0,0,0,3,128,0,0,8,19,4,11,8,5,0,4,0,3,0,0,3,63
CED113,10,22,6,0,4,3,10,270,4,114,249,123,21,8,14,8,0,3,3,3,0,0,26,582,0,4,0,6,9,9,16,10,8,4,3,0,4,0,4,79,0,0,0,3,9,15,24,18,0,0,3,3,3,3,6,102,0,3,8,16,5,11,3,4,0,0,0,4,0,0,3,64,0,3,16,29,30,22,26,30,4,3,0,0,0,0,13,194,0,57,49,15,9,0,0,0,0,0,0,0,0,0,7,136,0,200,145,47,47,17,27,11,3,5,4,5,5,3,16,539,8,23,70,271,441,319,299,179,41,37,40,23,30,14,86,1879,0,0,3,6,4,3,16,39,11,8,7,7,23,3,3,127,0,0,4,7,70,107,95,149,40,43,52,54,31,23,20,698,0,24,33,14,39,34,9,5,0,4,0,4,0,0,6,169,0,3,3,23,11,13,16,6,0,0,0,3,3,0,4,98
CED114,14,15,11,0,7,10,8,181,53,569,500,187,16,7,8,0,4,0,13,10,14,9,133,1527,0,3,0,0,0,3,6,13,0,4,0,0,10,6,3,53,0,0,0,0,0,10,28,20,0,4,3,14,31,5,17,119,0,4,0,13,3,3,4,3,0,0,0,0,0,0,4,33,0,0,0,12,7,10,11,22,7,3,10,11,58,30,22,219,0,21,19,7,4,5,0,8,0,0,0,0,0,0,3,58,0,176,142,31,27,9,24,8,4,0,0,4,0,3,24,452,9,12,42,164,269,283,379,190,57,64,51,57,41,26,91,1743,0,0,0,0,0,3,14,51,13,22,23,21,14,4,6,180,0,0,0,3,67,116,112,180,45,53,56,77,73,34,28,846,0,10,11,3,11,5,3,0,0,0,0,0,0,0,7,50,0,0,3,9,9,8,7,0,0,0,0,0,3,3,3,45
CED115,0,6,7,6,0,0,4,116,18,495,968,625,101,41,24,8,0,3,11,4,6,7,117,2422,0,3,7,0,3,11,20,10,3,3,5,3,0,3,0,69,0,0,0,0,13,18,23,32,4,11,6,5,3,7,9,129,0,9,31,354,381,410,240,160,33,34,24,19,32,23,64,1820,0,0,7,16,81,149,84,68,15,19,19,17,25,17,31,539,0,120,200,88,32,18,4,0,0,0,0,0,0,0,18,479,0,21,39,8,6,0,3,0,0,0,0,0,5,0,4,97,0,0,15,45,171,343,710,371,91,160,116,116,115,35,114,2390,0,0,0,11,19,42,83,100,30,59,55,52,48,32,8,531,0,0,0,50,379,678,363,278,71,76,74,52,74,42,61,2196,0,56,41,26,172,137,43,17,0,0,0,0,3,0,13,515,0,0,0,5,30,20,15,11,0,0,0,3,0,0,3,92
CED116,5,14,3,4,0,0,16,322,0,102,190,104,19,7,7,3,0,0,3,0,0,0,35,479,0,0,0,3,3,6,21,10,4,7,0,0,3,5,3,66,0,0,0,0,4,6,19,11,0,4,0,4,0,0,3,66,0,6,5,18,12,0,3,0,0,0,0,0,0,0,14,55,0,3,21,15,22,5,16,7,0,3,0,0,0,0,3,107,3,131,94,33,5,3,0,0,0,0,0,0,0,0,12,282,7,243,207,47,39,20,20,17,0,0,3,0,0,0,16,625,23,18,105,338,483,301,262,122,29,30,15,15,28,3,118,1890,0,3,0,0,0,3,0,0,0,0,0,14,3,0,3,26,0,3,3,10,59,116,75,56,18,28,10,34,26,10,33,487,0,30,28,18,41,16,0,4,0,0,0,3,0,0,3,145,3,4,4,11,8,8,11,7,0,0,0,3,0,0,4,67
CED117,78,71,39,34,17,10,28,1159,9,371,923,579,101,57,78,77,22,53,77,98,66,34,129,2674,0,3,3,18,37,88,162,72,15,18,18,16,16,25,14,504,0,0,0,7,104,109,142,92,13,16,19,26,21,15,69,628,4,23,98,278,124,78,31,15,0,0,12,0,0,0,77,732,0,0,9,74,144,181,113,69,18,31,19,21,19,23,25,745,0,65,84,45,9,12,7,3,0,0,0,0,0,0,8,223,0,31,32,19,24,16,48,43,10,15,8,10,16,11,14,293,8,8,84,275,642,636,858,401,96,119,102,94,63,46,89,3525,0,0,0,3,3,8,16,25,0,4,12,5,12,4,0,103,0,0,5,54,201,432,231,208,65,60,76,65,90,49,63,1590,0,17,21,18,105,63,57,33,15,9,14,11,19,5,23,397,0,3,12,30,50,62,69,43,7,11,12,15,15,5,17,350
CED118,15,28,9,6,3,0,9,371,3,140,293,217,34,18,21,15,6,0,6,7,3,0,22,788,0,0,0,3,4,15,36,19,3,3,3,0,3,0,3,95,0,0,0,11,104,260,329,197,20,32,24,13,27,8,41,1063,0,6,46,241,174,210,142,42,10,3,9,7,4,4,65,967,0,3,11,51,129,282,202,171,23,21,14,20,17,11,18,978,3,310,413,261,105,42,5,4,4,0,0,3,0,0,39,1181,0,70,80,26,22,10,9,12,0,0,0,0,4,3,7,243,3,7,22,120,375,489,1016,485,107,129,100,70,55,39,139,3159,0,0,0,10,53,189,305,196,71,90,86,90,95,44,24,1253,0,0,5,93,609,2281,1410,906,187,209,204,160,173,109,134,6483,0,36,18,14,124,101,73,12,10,6,3,5,3,0,8,414,0,3,3,23,43,66,121,58,10,3,14,10,23,13,8,408
CED119,9,14,19,4,3,3,7,521,3,131,246,162,21,15,29,16,3,3,4,10,7,0,29,690,0,0,0,4,16,28,65,19,7,3,0,0,0,3,3,154,0,0,0,0,22,30,52,22,4,3,0,3,6,3,3,149,0,12,39,213,126,134,67,32,5,4,3,3,3,0,16,652,0,0,18,56,92,124,82,35,10,4,5,14,3,3,13,449,0,96,76,22,13,9,0,0,0,0,0,0,0,0,12,229,0,97,78,25,14,17,22,13,3,7,3,3,0,4,13,304,15,6,54,159,362,387,545,253,48,45,45,35,21,19,50,2042,0,0,0,7,16,44,36,23,0,16,16,0,5,5,7,173,0,0,10,55,165,430,186,127,37,28,32,30,21,13,22,1159,0,11,25,14,128,71,33,21,3,8,0,5,0,0,0,309,0,0,9,16,29,38,31,25,0,4,0,4,5,3,11,181
CED120,16,17,9,7,3,6,12,410,3,115,205,103,31,14,7,0,0,0,0,0,4,0,40,518,0,3,0,0,3,4,10,0,0,0,0,0,0,0,4,39,0,0,0,0,4,14,15,12,5,0,3,4,15,23,8,109,0,3,27,74,38,52,26,10,0,3,0,3,3,0,17,257,0,3,17,22,36,31,13,10,4,0,3,0,6,0,10,145,0,115,146,48,30,18,0,4,6,0,0,0,0,0,29,401,0,113,126,51,36,17,21,10,0,0,3,0,0,0,25,412,5,22,50,190,391,320,307,131,54,25,39,32,24,11,101,1704,0,0,0,6,3,23,19,24,9,9,3,13,5,7,0,115,0,0,3,22,61,155,85,60,17,12,21,35,36,18,15,542,0,17,15,9,63,29,20,5,0,0,0,0,0,0,13,170,0,4,7,17,13,10,10,13,3,3,0,6,0,0,3,91
CED121,7,29,4,3,4,3,17,262,0,39,58,31,4,5,6,0,0,0,0,0,0,3,19,177,0,0,4,3,5,4,12,4,0,0,0,0,0,3,0,45,0,0,0,0,11,22,29,19,3,0,0,0,0,6,7,101,0,3,0,17,6,3,0,0,0,0,0,0,0,0,10,49,0,3,9,28,31,23,11,12,0,0,0,0,8,0,16,145,0,38,23,7,4,0,0,0,0,0,3,0,0,0,4,87,3,196,80,24,35,10,21,11,3,0,3,0,0,3,14,408,14,34,89,257,438,441,363,238,58,45,33,32,8,8,129,2185,0,0,0,3,8,7,9,28,8,9,3,3,3,0,0,76,0,0,7,10,68,151,89,108,36,45,37,33,28,13,25,655,0,27,8,5,16,11,3,3,0,0,0,0,0,0,5,92,3,0,5,8,3,7,12,4,0,0,0,3,0,0,3,50
CED122,356,313,257,206,170,80,72,3075,20,178,364,244,63,23,58,72,20,44,67,62,50,13,66,1349,0,3,7,18,25,117,148,95,20,14,29,19,27,9,27,554,0,0,3,14,46,129,193,147,29,31,29,46,25,38,46,773,7,22,43,174,88,67,33,27,3,4,9,8,6,3,35,525,3,0,33,163,306,455,256,235,60,61,115,144,205,213,48,2294,3,174,154,63,18,0,3,0,0,0,0,0,0,0,17,445,0,43,31,23,19,26,32,51,12,16,4,18,19,22,15,317,9,10,70,263,539,573,720,429,95,103,109,87,97,69,134,3309,0,0,7,9,13,35,39,32,16,28,28,39,42,54,14,359,0,0,7,91,257,544,335,362,75,102,107,99,88,55,87,2211,3,21,40,23,177,129,81,56,3,9,21,17,17,11,17,623,3,0,15,52,72,83,137,89,43,38,55,73,70,57,24,825
CED123,22,24,15,12,0,0,21,528,7,145,236,201,38,13,12,11,3,3,7,0,3,7,40,715,0,5,0,0,4,6,21,10,4,0,0,3,0,0,3,66,0,0,0,3,25,35,96,74,4,4,7,8,0,5,7,278,0,8,16,116,95,125,105,39,6,4,10,8,6,5,42,574,0,0,22,52,53,42,42,29,3,18,7,0,6,0,21,301,3,293,348,185,97,36,14,3,4,0,0,0,0,0,45,1021,0,126,194,66,35,16,15,8,0,0,4,0,0,0,20,478,3,11,28,156,428,616,871,374,105,112,109,80,83,39,187,3209,0,5,3,14,22,61,119,145,26,30,31,39,44,13,13,556,0,0,3,54,270,867,606,437,98,80,106,87,96,60,69,2836,0,34,42,22,84,60,43,23,0,0,7,0,3,0,6,318,0,0,3,24,22,23,29,22,0,5,4,4,0,3,5,147
