CED_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED111,2474,4333,7252,7630,7707,4996,786,69,12,35261,2165,1366,2203,2000,2032,4012,5910,4389,2363,26449,198,312,530,392,430,467,491,437,297,3558,4839,6008,9990,10030,10167,9477,7185,4902,2674,65269,787,3426,9513,9839,10160,5984,704,57,3,40467,2752,3885,4089,4652,4385,3456,1013,121,11,24375,167,213,672,529,383,397,94,13,3,2476,100,184,245,181,197,140,50,19,7,1128,3802,7712,14522,15200,15125,9983,1860,213,26,68439,245,472,556,401,432,292,21,3,0,2421,830,718,436,282,233,202,38,8,0,2745,1074,1187,994,688,669,489,61,11,0,5167,4875,8898,15515,15890,15791,10467,1916,220,24,73610,4620,3138,3618,3062,3472,6968,11034,7891,3723,47531,388,649,1127,863,930,962,934,782,457,7087,9886,12683,20262,19810,20198,18403,13888,8895,4206,128230
CED112,2733,3374,6317,7206,7760,5413,916,72,9,33795,1845,859,2095,2088,2122,4106,6889,4634,2422,27056,210,249,417,450,516,557,615,631,623,4267,4785,4486,8835,9752,10390,10084,8421,5336,3050,65122,992,3339,8210,9103,9826,6203,844,46,8,38559,2977,2483,3569,4267,4403,3754,1193,107,16,22772,164,212,585,448,426,468,103,4,3,2404,107,155,246,232,221,168,56,24,4,1213,4231,6186,12611,14049,14875,10590,2193,178,26,64950,407,528,560,447,508,373,34,3,0,2854,648,240,303,301,242,217,39,13,0,2002,1057,763,865,750,744,591,71,9,0,4856,5289,6952,13474,14803,15618,11177,2270,191,26,69810,4016,1482,2821,3000,3476,6811,12500,8325,3856,46283,441,495,885,912,1070,1092,1128,1077,926,8023,9744,8927,17179,18712,20162,19082,15900,9592,4809,124112
CED113,2281,2673,5881,7153,8718,6198,1406,162,23,34495,1649,554,1450,1350,1640,4036,5981,3395,1622,21677,243,259,601,592,769,785,647,481,382,4769,4174,3488,7924,9094,11129,11017,8031,4040,2029,60931,1002,3178,8144,9575,11908,7602,1540,207,38,43188,2616,1714,2907,3699,4295,4280,1612,254,27,21398,148,153,620,483,556,673,209,33,4,2887,145,155,220,255,250,226,89,54,9,1398,3907,5202,11884,14011,17012,12779,3448,546,84,68868,173,270,358,319,322,282,24,0,3,1750,357,136,175,173,162,236,53,10,0,1304,527,410,539,490,487,515,74,10,7,3056,4432,5607,12422,14501,17499,13292,3530,553,84,71925,3644,939,2105,2139,2869,7066,11612,6499,2548,39425,510,552,1213,1242,1605,1606,1326,914,577,9548,8591,7100,15739,17886,21977,21968,16469,7961,3218,120903
CED114,2535,3130,6613,6962,8170,6504,1493,210,30,35645,2083,909,1970,1772,1784,3716,6680,4635,2193,25742,335,371,742,719,777,957,819,764,497,5982,4955,4418,9322,9455,10722,11166,8992,5613,2725,67367,1305,3772,8795,8951,10748,8271,1716,249,32,43836,2752,1959,3599,4182,4355,4301,1707,306,53,23206,179,173,638,398,484,668,258,38,14,2847,167,187,268,235,280,271,143,55,18,1617,4401,6085,13300,13761,15863,13511,3817,649,113,71500,278,431,547,438,482,350,29,3,0,2559,395,239,250,218,196,230,50,3,3,1575,671,666,799,653,676,581,81,4,3,4134,5074,6757,14098,14413,16546,14090,3899,652,119,75639,4374,1456,2707,2615,3008,6369,12432,8537,3539,45039,701,813,1533,1442,1644,1917,1695,1400,768,11906,10144,9016,18339,18478,21197,22380,18021,10596,4422,132590
CED115,1723,4091,7178,6037,6092,4058,549,38,4,29765,3490,1767,4111,4177,4388,5805,5242,3343,1693,34020,258,366,872,750,664,609,406,269,132,4335,5476,6219,12162,10965,11143,10476,6198,3653,1831,68118,474,3600,10256,8403,8543,5812,855,36,5,37975,1706,3211,3547,3424,3491,2518,609,54,0,18565,71,181,400,237,236,235,48,7,0,1424,95,307,502,377,405,248,42,19,0,1996,2345,7296,14706,12444,12670,8814,1564,114,10,59969,223,665,872,720,690,508,22,0,0,3698,747,586,488,495,525,438,40,0,0,3309,966,1251,1361,1214,1216,943,64,0,0,7013,3314,8553,16067,13656,13885,9760,1627,120,10,66980,7322,3308,5970,5969,6778,9236,9921,6083,2716,57305,555,773,1723,1465,1344,1231,810,497,219,8625,11193,12628,23763,21087,22004,20231,12353,6702,2947,132904
CED116,2110,2248,4570,5693,7066,6024,1115,103,23,28955,1598,638,1610,1625,2087,5644,9562,5579,2342,30683,223,231,435,447,589,752,868,749,563,4860,3932,3125,6614,7765,9742,12422,11547,6426,2925,64503,789,2401,5682,6572,8032,5978,859,86,9,30412,2484,1787,2914,3873,4539,4911,1591,189,21,22300,140,150,436,350,467,600,171,14,4,2335,139,121,188,159,233,198,65,37,16,1161,3542,4468,9217,10953,13277,11682,2683,323,54,56202,261,367,436,379,426,386,20,7,3,2284,344,185,220,207,234,303,55,6,0,1561,611,555,660,586,661,693,68,14,3,3841,4152,5017,9882,11537,13938,12375,2758,339,52,60042,3418,1205,2480,2689,3663,10066,18418,10716,3953,56605,480,507,931,975,1238,1501,1711,1318,886,9552,8053,6727,13293,15207,18836,23941,22881,12371,4897,126202
CED117,1099,3980,12713,10916,8394,4992,1141,87,11,43331,1310,888,1562,1768,1484,2364,3779,2603,1352,17110,158,428,1362,994,687,555,379,240,130,4935,2575,5305,15636,13679,10564,7911,5296,2925,1487,65376,238,3207,17808,15667,12059,6293,1144,68,17,56495,1375,3460,5105,4784,3589,2728,1170,132,11,22347,76,152,771,719,332,257,99,3,0,2406,43,157,397,260,165,123,38,13,3,1200,1732,6973,24083,21422,16149,9407,2449,214,26,82447,51,236,606,445,497,297,30,0,0,2168,319,384,352,242,230,214,62,6,0,1817,371,624,959,690,726,508,88,13,0,3984,2102,7594,25042,22117,16876,9911,2535,220,24,86430,2891,1728,2465,2496,2519,4089,6803,4684,2166,29843,332,809,2683,2031,1517,1135,760,467,203,9931,5324,10131,30183,26646,20915,15134,10097,5375,2391,126207
CED118,2470,3719,10111,10725,7927,4602,748,28,6,40337,2543,951,3066,2862,2233,3384,4331,2348,951,22661,178,195,593,550,405,369,296,188,107,2882,5186,4862,13769,14139,10570,8356,5372,2567,1058,65879,811,3672,14633,16843,12165,6759,1004,33,10,55928,2828,3061,4420,5088,3467,2518,772,54,6,22217,140,151,754,538,330,282,56,11,0,2268,103,197,448,412,277,141,27,12,3,1619,3879,7080,20258,22881,16244,9701,1865,111,18,82035,213,387,759,647,524,364,27,3,0,2935,758,425,400,370,242,233,46,0,0,2479,970,815,1158,1020,770,601,72,9,0,5411,4851,7895,21418,23897,17014,10296,1939,118,18,87442,5602,2005,4325,3957,3311,5355,7926,4297,1508,38295,375,394,1216,1136,858,737,538,329,185,5760,10825,10298,26955,28992,21184,16390,10398,4744,1711,131500
CED119,2490,3577,7219,8817,8604,5681,1078,67,8,37548,1857,516,1343,1624,1436,2867,4996,2824,1695,19166,124,116,277,326,266,260,220,160,103,1856,4472,4215,8847,10770,10300,8815,6288,3057,1805,58572,944,3966,10594,12075,12180,7544,1089,59,9,48459,3075,2774,2947,4947,4375,3578,1391,129,11,23211,153,163,731,470,330,458,109,10,0,2423,84,128,222,193,202,100,22,13,3,975,4250,7039,14495,17686,17086,11677,2607,205,23,75075,139,236,316,255,292,192,20,4,0,1454,512,216,149,168,173,171,41,3,3,1437,655,447,468,422,461,361,55,6,3,2890,4907,7484,14962,18111,17548,12041,2669,209,28,77963,4168,1019,1786,2051,2012,4614,9119,5212,2649,32615,249,289,606,662,612,516,418,278,152,3787,9318,8788,17359,20829,20171,17172,12202,5699,2827,114365
CED120,2751,3335,7010,7839,8354,5452,1165,125,27,36066,1856,651,1762,1781,1731,3452,5429,3008,1285,20956,228,199,466,451,512,507,467,404,426,3655,4841,4190,9234,10065,10604,9410,7059,3540,1735,60678,1498,4102,9754,10890,11504,7360,1387,155,32,46680,2962,2112,3344,4169,4261,3524,1425,205,39,22028,136,165,748,448,430,485,140,24,4,2580,136,187,257,274,253,170,76,39,9,1403,4728,6566,14103,15774,16451,11539,3028,430,81,72696,244,320,367,329,369,249,26,5,0,1917,501,152,201,197,201,165,35,3,0,1463,747,474,566,533,573,414,66,8,0,3379,5474,7037,14667,16304,17023,11953,3090,435,81,76074,3990,1191,2477,2524,2660,5523,10063,5585,2009,36026,459,409,898,929,1074,1012,971,714,618,7077,9927,8640,18040,19762,20761,18488,14126,6738,2705,119176
CED121,2620,3178,6668,7117,7362,4939,882,90,12,32886,1914,1015,2332,2100,2351,4618,6732,4095,2076,27229,203,216,508,467,529,564,596,444,400,3923,4738,4410,9512,9685,10238,10119,8216,4630,2487,64043,1138,3538,8752,9069,9675,6247,908,73,12,39415,2721,2170,3758,4240,4232,3543,1169,138,25,21985,170,228,677,432,419,474,107,13,7,2535,113,140,249,270,272,165,58,26,3,1298,4137,6076,13437,14016,14600,10425,2244,258,47,65233,464,627,672,557,566,371,25,0,0,3292,639,271,327,288,248,218,41,4,0,2037,1107,901,999,841,815,592,63,6,0,5329,5246,6978,14436,14858,15414,11014,2306,266,44,70558,4158,1755,3546,3332,3850,7843,12682,7508,3252,47933,415,464,1028,951,1103,1144,1181,781,583,7646,9821,9194,19012,19146,20372,20001,16168,8549,3882,126136
CED122,1801,4984,12797,10197,8272,4912,1181,117,17,44279,2972,3315,2587,2094,1851,2942,4838,3642,1899,26137,269,628,1305,909,642,586,508,380,350,5574,5045,8927,16691,13200,10768,8432,6525,4135,2269,75989,378,3736,18288,14728,11681,6339,1219,78,16,56460,2087,4234,5215,4695,3962,3042,1306,185,23,24748,148,237,777,678,324,280,115,20,7,2586,105,244,447,280,236,164,55,22,3,1564,2711,8459,24726,20382,16207,9822,2691,312,49,85361,91,344,674,463,421,277,7,4,5,2283,623,959,539,279,213,215,50,6,0,2887,716,1308,1211,738,628,495,56,10,5,5168,3428,9763,25944,21123,16839,10316,2747,322,52,90528,6308,7139,5003,3248,3113,4934,8553,6553,2968,47814,580,1355,2703,1862,1388,1167,973,689,502,11224,10316,18261,33643,26232,21337,16421,12274,7566,3521,149570
