CED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
CED111,26462,21452,19070,19027,19339,17402,12937,8439,3976,148103,19,28,21,20,20,20,22,13,17,173,489,1101,939,568,551,468,438,334,238,5116,11,22,56,17,20,31,27,7,3,203,6,28,42,20,29,36,20,7,0,194,0,3,5,10,9,9,8,0,0,50,3,4,8,17,11,11,11,0,0,60,0,0,5,3,5,13,8,8,0,39,0,7,3,4,0,3,0,0,0,17,3,29,29,17,19,9,6,5,0,111,0,0,0,0,0,0,0,0,0,0,513,1192,1093,653,647,576,513,363,243,5793,532,1223,1112,668,664,598,528,378,257,5965,26997,22670,20188,19696,20003,17998,13464,8816,4228,154063
CED112,29248,17653,16224,18008,19263,18088,14882,9136,4602,147098,34,26,22,18,28,24,24,9,7,203,544,759,733,500,483,471,413,250,164,4314,14,6,15,14,21,26,24,9,0,128,30,15,35,30,44,43,21,9,3,231,0,7,0,0,3,8,14,0,0,36,3,3,11,7,4,10,5,0,0,45,0,0,4,0,4,3,0,0,3,18,0,0,0,3,0,0,3,0,0,6,13,6,16,6,6,15,7,0,0,66,0,0,0,0,0,0,0,0,0,0,608,797,805,568,564,573,493,276,171,4843,645,823,832,581,592,594,512,287,178,5051,29894,18474,17053,18593,19857,18679,15391,9419,4775,152141
CED113,25925,14474,14708,16964,20692,20145,14927,7314,3026,138185,42,34,27,22,22,32,25,15,9,222,1983,1753,2091,2034,1893,2132,1398,381,130,13799,112,145,208,164,203,308,372,260,52,1829,503,357,347,466,433,323,196,31,0,2654,28,61,70,37,48,49,48,14,0,352,25,35,57,41,40,53,31,6,0,278,13,30,17,16,24,33,47,5,0,177,7,14,11,3,9,7,8,0,0,51,214,262,292,242,197,277,215,74,17,1779,0,0,0,0,0,0,0,0,0,0,2887,2650,3095,2995,2845,3181,2308,765,205,20929,2930,2685,3123,3015,2864,3210,2336,781,210,21153,28847,17157,17830,19977,23560,23360,17264,8096,3242,159343
CED114,30452,17485,17086,17572,19976,20765,16163,9705,4159,153365,36,51,51,33,40,41,35,47,12,352,616,923,816,501,614,714,494,279,144,5092,187,450,487,359,543,613,599,222,53,3508,29,29,55,45,65,100,69,11,0,407,17,25,48,38,45,109,130,37,3,446,9,15,40,16,24,26,30,3,0,168,7,10,5,3,12,19,27,8,0,98,9,6,6,10,3,3,0,0,0,33,7,20,19,15,24,20,16,3,0,119,0,0,0,0,0,0,0,0,0,0,871,1473,1478,982,1325,1597,1368,563,198,9868,908,1525,1529,1019,1363,1639,1410,611,213,10214,31358,19011,18616,18591,21342,22405,17578,10316,4370,163583
CED115,30694,23196,22840,20434,21429,19652,11973,6476,2820,159502,59,54,50,33,34,27,21,6,7,289,565,568,862,581,517,463,295,274,157,4290,9,7,20,20,8,14,7,0,0,96,7,17,19,13,15,18,12,0,3,105,5,3,3,0,0,0,3,0,0,16,0,6,5,5,0,4,3,0,0,29,0,6,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,5,8,4,9,3,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,593,609,917,630,557,503,328,286,167,4586,652,663,964,666,595,528,345,288,170,4870,31346,23857,23808,21100,22019,20177,12320,6768,2990,164381
CED116,23499,13654,12197,14265,17603,21886,20815,11520,4612,140049,32,34,24,21,32,35,38,23,22,256,601,852,789,644,764,983,807,354,190,5983,26,23,46,56,66,104,139,71,6,546,30,30,37,27,38,60,47,9,3,288,3,4,8,7,6,14,23,3,3,77,0,4,25,18,13,13,0,5,0,84,0,0,0,3,7,29,27,10,0,75,7,4,6,0,0,4,0,0,0,29,42,39,37,51,88,147,125,48,8,579,0,0,0,0,0,0,0,0,0,0,712,959,955,807,995,1361,1176,499,204,7658,746,998,981,826,1027,1393,1211,522,222,7914,24240,14651,13174,15094,18625,23276,22026,12037,4835,147966
CED117,22824,14749,28850,25584,20028,14401,9552,5082,2262,143335,6,12,16,19,15,12,12,11,7,110,271,509,780,511,409,357,286,154,108,3391,6,12,41,34,47,25,22,6,0,202,5,14,31,36,28,31,32,5,4,191,0,4,8,4,9,12,13,5,0,50,3,10,5,14,9,8,12,10,0,70,0,3,3,3,0,13,9,4,0,33,0,3,0,4,0,0,0,0,0,10,3,10,9,5,11,9,16,7,0,69,0,0,0,0,0,0,0,0,0,3,287,576,881,604,513,450,390,190,114,4007,296,588,896,628,528,462,399,205,118,4118,23120,15334,29750,26214,20564,14860,9951,5285,2378,147456
CED118,38110,20567,26135,28361,20672,15933,10013,4540,1627,165949,20,21,32,26,14,21,12,15,3,159,317,403,559,365,264,258,237,159,81,2653,6,0,21,10,9,8,10,6,0,68,3,4,15,12,21,15,22,4,0,102,3,3,3,7,3,4,3,5,0,30,0,0,3,9,3,0,0,0,0,16,0,0,0,3,0,5,3,0,0,12,0,3,0,0,0,0,3,0,0,7,3,0,3,0,5,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,335,420,604,406,306,296,285,170,84,2908,353,438,642,432,315,315,294,188,83,3067,38465,21009,26771,28791,20985,16252,10304,4725,1712,169016
CED119,29428,17557,16516,20199,19595,16525,11546,5429,2702,139492,9,19,19,8,9,8,6,11,9,100,337,422,509,269,250,233,212,153,88,2475,7,14,39,18,13,11,11,3,7,127,3,43,54,14,11,20,29,9,0,179,0,13,12,0,3,4,5,0,0,36,16,7,30,10,9,9,7,0,0,89,0,3,0,0,7,6,4,3,0,22,0,16,13,4,0,0,0,0,0,35,3,10,12,6,7,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,369,527,675,323,297,285,271,165,96,3008,375,547,695,336,308,294,280,179,100,3111,29807,18102,17215,20531,19898,16812,11823,5610,2800,142599
CED120,30787,17521,17209,19028,19933,17562,13281,6410,2565,144293,39,30,19,12,17,19,17,15,3,178,486,709,762,578,495,471,390,201,103,4193,7,5,25,24,20,27,46,15,3,166,12,24,18,13,30,34,10,10,0,152,0,0,5,0,10,3,8,0,0,39,0,3,5,3,10,5,3,0,0,32,3,0,4,5,9,6,5,3,0,30,0,3,3,0,0,3,0,0,0,15,11,30,27,9,19,18,6,0,3,135,0,0,0,0,0,0,0,0,0,0,528,778,858,633,588,573,479,226,106,4767,565,803,873,646,605,591,498,246,115,4945,31357,18330,18086,19681,20540,18151,13776,6656,2681,149239
CED121,29804,17853,17878,18320,19394,18713,14922,8103,3661,148644,41,45,28,26,22,29,18,12,11,234,626,1044,977,642,666,690,482,227,134,5474,19,44,30,15,31,26,32,17,0,214,29,123,92,64,99,77,62,18,0,550,3,18,9,4,8,17,14,0,0,77,7,23,22,5,6,8,10,3,0,96,0,13,3,0,3,12,8,0,0,39,0,4,11,3,0,4,0,0,0,28,0,11,8,0,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,678,1281,1140,739,821,833,608,265,134,6502,724,1322,1168,764,843,860,625,279,146,6735,30526,19180,19042,19081,20236,19578,15550,8386,3802,155385
CED122,26100,27563,32074,25284,20661,15849,11802,7298,3329,169959,30,46,40,27,17,18,19,10,11,213,477,931,1075,727,618,629,450,247,186,5337,9,44,102,72,137,84,33,19,0,496,3,70,68,90,91,83,53,10,3,467,4,23,18,23,47,25,12,0,0,150,0,15,34,51,45,35,17,5,0,200,4,11,8,17,14,13,10,0,0,84,0,4,10,7,6,6,7,0,0,38,6,51,27,29,26,33,19,5,0,198,0,0,0,0,0,0,0,0,0,0,505,1152,1345,1013,980,905,605,284,195,6973,534,1195,1380,1038,1001,921,619,292,201,7181,26629,28759,33458,26324,21665,16769,12422,7590,3532,177140
CED123,34590,21748,25035,22910,19934,17436,11970,5262,2011,160893,32,31,24,20,20,7,9,8,3,157,634,855,825,543,423,378,346,228,111,4340,6,6,21,19,15,20,5,8,0,112,19,33,42,9,40,37,20,15,9,219,0,10,5,0,7,6,0,0,0,25,3,4,10,6,7,7,3,4,0,40,0,0,3,0,0,3,4,0,0,15,0,3,0,3,0,0,0,0,0,7,0,15,9,4,11,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,666,916,915,594,493,454,390,251,119,4801,702,949,932,615,511,467,396,264,121,4954,35292,22694,25967,23519,20443,17900,12370,5522,2130,165847
CED124,23307,12841,10385,13426,18122,21349,21062,11603,4580,136675,34,47,29,19,33,31,44,23,7,266,534,825,680,541,644,939,1017,432,206,5829,21,15,32,26,37,148,213,74,4,583,31,55,52,38,62,100,67,25,3,425,0,0,0,3,9,21,31,16,4,93,3,4,9,3,10,11,8,3,0,54,0,0,0,0,0,24,23,8,0,63,0,3,4,3,4,10,0,0,0,23,5,7,7,3,9,16,16,22,0,91,0,0,0,0,0,0,0,0,0,0,602,903,787,630,783,1270,1383,581,223,7156,633,955,811,647,810,1294,1433,599,235,7425,23935,13793,11195,14077,18936,22645,22492,12202,4814,144095
CED125,35230,21793,23828,21595,19385,17789,11324,4469,1368,156780,42,47,19,24,13,17,11,7,3,195,561,795,833,527,440,434,327,194,101,4211,10,8,23,19,23,9,10,5,0,107,5,16,21,18,33,33,12,5,0,146,0,3,10,5,7,10,3,3,0,40,4,7,3,9,11,10,4,0,0,50,0,0,0,0,0,0,3,0,0,7,0,3,7,0,0,0,0,0,0,8,0,9,4,8,7,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,584,836,902,585,519,498,363,208,99,4601,631,889,916,614,530,517,372,219,108,4800,35857,22682,24743,22211,19917,18311,11703,4684,1471,161581
CED126,28225,15759,14044,19987,21076,16803,13757,8221,4397,142265,9,10,15,15,22,21,12,11,11,129,345,399,521,338,333,347,288,172,142,2888,16,15,28,19,24,27,24,15,3,161,3,5,16,27,48,29,36,14,5,174,0,13,4,5,9,8,6,0,0,53,6,8,9,11,4,7,9,5,0,60,3,0,3,3,0,3,4,0,0,25,0,0,0,0,3,0,0,0,0,4,0,3,4,3,0,5,4,0,4,32,0,0,0,0,0,0,0,0,0,0,379,447,589,403,425,429,370,202,153,3393,392,456,603,416,445,451,379,213,167,3522,28609,16221,14648,20400,21517,17250,14138,8437,4564,145784
CED127,26343,16488,14203,17139,19709,18589,13904,6406,2471,135258,16,27,17,8,28,18,18,13,10,152,399,677,675,454,481,541,497,234,118,4072,11,10,22,17,43,35,23,6,0,177,29,36,51,47,42,58,52,5,0,312,0,3,13,19,13,19,3,0,0,61,0,0,31,12,13,13,3,3,0,74,0,0,0,0,0,13,11,0,0,28,0,3,8,7,0,0,0,0,0,19,0,10,7,7,9,14,8,0,0,51,0,0,0,0,0,0,0,0,0,0,448,743,798,559,602,684,594,245,124,4804,460,770,819,575,627,700,609,256,136,4952,26802,17260,15023,17706,20334,19290,14518,6662,2608,140212
CED128,33857,22284,24109,21816,20543,18016,11919,6202,2348,161086,41,27,35,25,26,16,13,14,8,206,448,518,696,455,360,337,222,156,65,3272,9,15,18,29,18,11,7,8,0,103,15,12,26,33,21,24,17,9,0,164,0,3,11,5,0,3,3,0,0,26,0,0,9,3,12,6,10,0,0,39,0,0,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,483,547,765,528,415,387,271,169,72,3632,522,575,805,553,439,408,283,183,74,3837,34380,22861,24914,22368,20978,18424,12204,6383,2425,164924
