CED_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED111,46,124,545,756,191,1270,99,722,41,3802,301,1156,1378,1718,865,1171,247,775,110,7712,1369,4612,2288,1771,1736,969,633,917,236,14522,2077,4629,2079,1516,2073,842,834,930,227,15200,2210,3848,1920,1512,2432,890,981,1102,223,15125,1288,2765,1205,922,1544,589,710,847,116,9983,233,565,181,145,298,127,105,167,42,1860,33,61,19,15,24,10,11,13,25,213,0,6,0,3,3,0,3,0,9,26,7550,17766,9597,8347,9171,5867,3626,5477,1035,68439
CED112,58,65,582,617,144,1632,134,943,59,4231,311,531,1320,1185,562,1066,282,837,91,6186,1237,2461,2498,1619,1498,1104,738,1248,207,12611,1887,2750,2310,1596,2029,1024,950,1263,227,14049,1929,2532,2053,1834,2401,1195,1145,1568,219,14875,1206,1961,1370,1153,1747,923,915,1127,190,10590,282,430,252,186,359,215,221,203,52,2193,33,37,14,15,28,8,10,14,23,178,0,3,0,3,4,0,0,0,5,26,6945,10772,10402,8206,8767,7169,4392,7207,1087,64950
CED113,64,75,557,777,196,1268,88,819,70,3907,266,419,1192,961,635,689,248,674,110,5202,1316,2305,2246,1403,1688,869,634,1206,221,11884,2516,3083,1847,1412,2134,862,769,1109,273,14011,3316,3182,2058,1616,2964,1067,1020,1479,314,17012,2440,2447,1409,1194,1950,822,941,1331,241,12779,1088,549,274,208,394,246,251,354,84,3448,267,65,27,18,38,24,22,43,44,546,38,13,7,0,5,4,4,4,14,84,11320,12129,9615,7589,10014,5836,3973,7025,1366,68868
CED114,121,74,726,638,167,1528,112,955,79,4401,345,542,1362,990,473,787,328,1154,95,6085,1589,2565,2348,1472,1303,990,852,2016,170,13300,2535,2519,1819,1354,1762,905,1011,1661,195,13761,3095,2406,1803,1570,2264,1097,1382,2006,237,15863,2841,1987,1392,1133,1824,965,1276,1858,246,13511,1224,458,293,221,432,245,395,432,123,3817,338,44,39,12,45,32,35,65,46,649,68,9,7,0,3,3,3,3,10,113,12152,10610,9784,7395,8269,6545,5391,10155,1207,71500
CED115,45,87,284,313,203,846,85,409,73,2345,288,1135,934,1141,1041,1191,514,830,232,7296,1184,3433,1969,1522,2211,1157,1338,1443,452,14706,1152,1912,1939,1253,1797,846,1496,1703,346,12444,1154,1246,2038,1154,1559,898,1971,2293,360,12670,764,894,1322,672,1205,576,1402,1780,202,8814,164,185,258,128,230,100,211,237,52,1564,19,14,13,8,10,17,12,14,10,114,0,0,0,0,0,0,0,0,0,10,4771,8908,8757,6187,8261,5626,7018,8706,1732,59969
CED116,67,47,510,668,135,1286,80,707,50,3542,212,353,1145,837,370,689,179,615,69,4468,894,1810,2137,1271,899,808,418,867,128,9217,1501,2293,1843,1442,1318,837,577,979,163,10953,1848,2554,1934,1774,1811,1067,782,1296,215,13277,1649,2517,1475,1352,1657,953,744,1143,201,11682,507,563,274,214,385,237,216,225,68,2683,95,71,22,14,32,14,17,27,43,323,15,7,7,3,3,3,0,4,21,54,6787,10206,9335,7565,6598,5892,3010,5865,944,56202
CED117,28,99,139,453,129,576,21,252,33,1732,367,1627,657,1437,987,1145,132,498,116,6973,3361,9930,2310,2161,2893,1621,374,1029,403,24083,4784,9022,1554,1217,2496,1055,363,590,345,21422,3540,6183,1213,861,2214,810,460,624,250,16149,1590,3580,741,567,1354,485,425,537,126,9407,309,1031,181,140,354,121,87,190,31,2449,33,79,19,3,28,13,9,24,9,214,6,9,4,0,0,3,0,0,9,26,14022,31562,6808,6848,10454,5819,1872,3742,1320,82447
CED118,51,152,468,605,267,1480,99,680,59,3879,339,1085,1010,959,1049,1295,435,735,162,7080,2188,5803,2637,1729,3141,1486,1536,1324,429,20258,3443,6431,2626,1754,3877,1425,1621,1307,402,22881,2189,3298,2010,1479,3055,1021,1527,1364,304,16244,1134,1769,1133,831,1956,665,1045,1018,152,9701,159,342,223,143,394,151,205,215,27,1865,14,16,17,7,20,9,10,11,8,111,0,4,3,0,0,0,0,0,3,18,9532,18904,10134,7513,13759,7525,6470,6654,1551,82035
CED119,73,154,689,880,254,1355,84,721,52,4250,354,1140,1353,1370,858,1146,232,473,100,7039,1737,4365,2291,1503,2162,1052,522,574,281,14495,3118,4851,2229,1501,3215,1081,725,704,276,17686,3030,3869,2142,1586,3365,1155,847,833,264,17086,1715,2809,1350,859,2535,824,723,715,147,11677,348,639,279,198,535,191,178,196,41,2607,20,54,25,16,39,17,10,20,10,205,3,5,0,0,0,3,0,0,7,23,10399,17877,10364,7906,12972,6821,3316,4240,1181,75075
CED120,83,118,916,759,238,1355,125,1050,83,4728,323,570,1613,1098,746,871,389,853,111,6566,1453,2625,2900,1601,1943,1046,1110,1170,257,14103,2365,2787,2462,1717,2442,1128,1395,1206,275,15774,2637,2691,2165,1736,2774,1201,1582,1381,285,16451,1902,2104,1414,1040,1833,764,1230,1066,184,11539,748,521,297,173,454,209,322,233,71,3028,189,64,31,17,33,14,18,38,32,430,33,14,6,3,7,3,4,3,9,81,9738,11498,11806,8134,10455,6581,6184,6992,1304,72696
CED121,59,76,647,744,163,1348,133,894,64,4137,242,450,1489,1084,563,859,353,941,100,6076,1051,2300,2930,1486,1497,1065,1547,1381,183,13437,1470,2225,2516,1469,1855,966,1889,1377,250,14016,1646,2067,2328,1492,2138,1016,2078,1591,246,14600,1301,1793,1404,973,1431,726,1459,1177,170,10425,456,434,195,131,329,169,253,219,63,2244,84,49,12,11,22,17,19,18,19,258,14,4,3,3,3,3,3,4,5,47,6324,9399,11521,7387,7998,6174,7729,7603,1096,65233
CED122,37,178,234,643,199,956,68,361,35,2711,401,1868,863,1703,1148,1459,244,626,137,8459,3175,9205,2835,2353,2984,1807,628,1295,440,24726,4072,7157,1856,1466,2767,1220,656,845,341,20382,2985,4676,1529,1361,2659,1065,788,867,271,16207,1353,2680,962,856,1793,593,679,750,159,9822,284,715,273,217,493,222,217,219,56,2691,39,89,26,23,44,21,4,41,13,312,8,11,6,0,7,10,0,0,3,49,12364,26570,8598,8624,12088,7363,3287,5012,1463,85361
CED123,71,98,903,694,274,1606,159,910,98,4803,459,832,1652,1248,1222,1190,632,1015,164,8417,1822,3723,3255,2076,3193,1492,1907,1521,385,19379,2276,3239,2366,1703,3345,1271,2062,1395,350,18009,1961,2222,1935,1544,3106,1031,1934,1446,282,15460,1199,1599,1225,1001,2271,792,1440,1158,184,10869,243,348,272,192,451,161,320,231,51,2281,24,35,12,11,28,20,11,21,14,172,4,0,0,3,0,0,3,0,3,16,8065,12096,11620,8475,13895,7568,8468,7691,1531,79401
CED124,48,51,467,509,92,1185,74,704,49,3174,184,288,853,645,261,564,174,586,55,3603,690,1360,1483,946,777,725,473,877,99,7428,1241,1823,1663,1189,1295,850,717,996,135,9905,1800,2260,1897,1590,1829,1099,1126,1526,202,13335,1631,2290,1448,1169,1467,906,944,1324,158,11341,739,521,256,184,412,213,235,315,82,2965,196,53,30,8,38,17,18,46,46,451,24,5,4,3,0,7,4,6,21,77,6552,8651,8091,6232,6182,5565,3765,6392,848,52277
CED125,53,82,680,568,274,1346,168,850,85,4098,379,864,1473,1171,1037,1252,600,966,145,7876,1672,3530,2746,1938,2836,1574,1764,1495,384,17936,1944,2871,2207,1650,2709,1203,1937,1418,325,16259,1669,1995,1798,1555,2525,1097,2038,1592,282,14563,1132,1486,1358,995,2155,796,1501,1201,182,10806,199,318,264,180,404,141,275,224,61,2061,16,34,10,8,23,8,19,8,10,137,8,5,4,0,0,3,0,0,0,24,7059,11186,10545,8068,11959,7409,8293,7753,1484,73759
CED126,53,141,482,933,178,1278,125,672,53,3915,323,856,1108,1227,666,1030,157,447,76,5887,1724,3441,2114,1382,1407,1078,345,657,204,12342,4013,5180,2186,1226,2314,1065,375,715,251,17330,4036,5040,2018,1407,2951,1290,568,835,304,18449,2273,3352,1262,884,2172,918,550,679,186,12270,611,1087,342,229,788,385,198,231,82,3963,88,161,34,28,90,45,15,30,29,512,9,15,3,0,3,7,0,3,12,48,13130,19263,9540,7314,10565,7099,2336,4264,1201,74712
CED127,58,113,793,820,243,1054,119,822,51,4079,310,616,1357,1147,661,856,295,701,101,6044,1177,2464,2431,1337,1514,837,713,942,211,11625,2183,3508,2112,1330,2151,831,883,941,233,14177,2512,3940,2181,1601,2619,986,1066,1189,228,16324,1805,3452,1428,1104,1930,706,853,934,170,12385,490,875,294,214,515,236,238,254,52,3170,71,79,24,23,45,25,14,30,20,331,9,3,4,0,7,3,0,7,3,32,8620,15050,10620,7582,9690,5525,4198,5810,1064,68160
CED128,52,90,559,418,235,1217,116,587,93,3370,360,980,1277,1034,1143,1167,516,765,217,7466,1541,3600,2513,1555,2641,1317,1391,1324,455,16328,1776,2599,2248,1318,2596,988,1591,1330,351,14809,1489,1611,2015,1198,2544,920,1778,1655,289,13495,882,1172,1402,775,1779,678,1385,1236,171,9487,169,229,260,126,315,122,276,261,44,1804,14,17,12,5,26,10,15,16,13,130,4,0,5,0,0,0,4,0,4,20,6278,10309,10296,6440,11276,6426,7069,7177,1647,66912
CED129,51,211,460,880,273,1430,91,617,55,4071,380,1334,923,1085,1019,1269,188,470,136,6807,1890,5197,1519,959,2021,1063,332,476,261,13730,4206,6934,1879,1152,3191,1243,498,507,353,19964,3831,5024,1789,1216,3157,1229,658,753,306,17964,2050,3216,1125,706,2263,802,537,592,168,11459,464,887,287,181,662,278,179,204,71,3217,38,85,18,14,52,36,8,13,16,280,0,6,0,0,3,0,0,3,0,16,12914,22896,8008,6192,12638,7355,2494,3641,1370,77513
CED130,90,66,557,560,154,1357,104,924,82,3880,313,525,1059,826,424,756,238,1057,67,5269,1203,2262,2099,1296,1137,991,748,1865,159,11762,1876,2545,1620,1313,1519,845,933,1542,183,12371,2566,2609,1601,1433,1999,972,1133,1784,206,14305,2453,2184,1344,1125,1557,738,1010,1512,194,12105,1418,520,315,208,369,193,295,399,98,3809,449,58,36,15,46,22,32,58,66,786,69,5,3,10,11,3,7,11,16,131,10432,10776,8628,6783,7219,5868,4501,9151,1073,64424
CED131,46,126,365,755,159,1395,82,799,49,3770,362,1300,1295,2080,850,1530,275,863,118,8673,1547,6179,2760,2088,2048,1211,751,1074,243,17901,2071,5196,1948,1430,2044,843,744,909,232,15412,1927,3972,1668,1415,2420,895,906,1150,203,14550,1159,2908,1042,966,1647,625,665,923,125,10070,243,518,171,154,307,134,138,189,41,1900,31,82,17,9,30,16,20,26,22,248,4,3,3,0,4,0,0,5,5,29,7394,20283,9267,8895,9517,6652,3578,5926,1030,72551
CED132,36,156,81,641,149,734,24,224,44,2093,406,1679,442,1254,862,1021,71,297,102,6138,3835,11659,1616,1540,2615,1607,190,544,405,24017,5427,9781,1165,939,2498,1062,195,343,384,21792,4364,6542,893,771,2170,977,233,377,282,16611,2412,4407,529,539,1751,649,223,311,166,10986,754,1632,175,167,764,304,92,165,82,4145,109,250,19,18,81,29,13,20,26,567,18,31,3,0,11,4,0,4,10,84,17362,36148,4929,5870,10902,6389,1043,2295,1500,86432
CED133,71,52,454,489,153,1449,95,965,62,3799,212,302,919,783,365,676,214,860,73,4412,810,1653,1682,1179,979,859,597,1381,140,9286,1538,2560,1704,1457,1563,909,768,1364,178,12052,1985,2688,1745,1942,2130,1079,1086,1883,229,14774,1933,2632,1486,1554,1818,908,990,1643,171,13136,831,565,251,218,414,191,274,349,87,3179,269,49,18,14,32,23,12,45,52,512,46,8,5,3,3,0,0,6,18,94,7694,10519,8269,7640,7459,6089,4052,8498,1017,61233
CED134,70,64,516,464,122,1117,97,745,72,3279,317,537,1165,900,439,654,381,811,74,5276,1452,2644,2109,1622,1303,945,1145,1424,230,12867,2204,2225,1603,1464,1445,802,1105,1257,209,12310,2820,2070,1522,1606,1901,888,1430,1612,233,14081,2860,1656,1217,1095,1499,785,1232,1448,207,12000,1406,371,284,213,343,209,374,417,111,3731,485,39,51,16,51,26,37,50,53,809,71,4,15,4,5,13,8,7,24,146,11692,9615,8480,7396,7108,5436,5803,7771,1212,64497
CED135,46,136,267,331,206,939,66,363,65,2416,373,1310,872,1046,1030,1371,428,935,216,7580,2673,9859,2896,2342,3854,2173,1572,2020,639,28030,2747,6760,2338,1593,3105,1198,1255,1264,442,20698,1743,3190,1823,1226,2323,860,1110,1376,277,13928,938,1942,1058,805,1511,521,818,1061,178,8823,217,426,214,151,351,143,164,212,49,1916,26,48,23,9,28,11,7,20,11,183,3,7,4,3,3,3,6,7,10,32,8767,23671,9490,7499,12404,7222,5424,7242,1883,83605
CED136,64,51,555,612,166,1463,120,983,60,4072,258,458,1399,1095,582,1007,378,873,72,6127,1052,2186,3086,1655,1631,1145,1254,1440,190,13643,1516,2403,2567,1550,1905,1022,1442,1391,238,14034,1670,2082,2199,1670,2153,1123,1653,1614,220,14382,1099,1741,1295,1044,1460,767,1217,1191,154,9987,270,354,202,160,319,169,214,220,62,1975,53,36,13,4,27,16,16,27,23,220,12,0,0,0,3,0,0,3,11,39,5998,9315,11321,7793,8245,6717,6304,7751,1036,64477
CED137,32,168,197,501,259,903,37,329,47,2471,397,1684,977,1463,1069,1503,214,839,232,8379,3545,10827,2846,2353,3769,2427,629,1623,690,28698,4113,7049,1788,1223,2721,1319,532,802,398,19948,3314,4664,1529,1063,2558,1163,621,972,321,16219,1890,3003,1014,647,1883,742,564,850,222,10819,418,950,252,135,484,219,133,189,63,2845,45,125,24,13,52,38,17,20,29,361,7,19,0,3,5,9,0,6,10,60,13766,28492,8621,7402,12794,8323,2749,5634,2012,89789
CED138,39,44,401,585,111,1369,71,801,59,3478,201,332,873,875,322,799,170,613,53,4241,1010,2053,1968,1421,966,919,445,1076,153,10006,1829,3171,2180,1596,1582,929,535,1147,197,13172,2117,3259,1985,1872,2004,1215,781,1472,196,14904,1696,2776,1510,1511,1660,1105,766,1335,219,12580,587,625,290,248,367,262,224,294,91,2996,113,60,20,19,34,16,24,52,37,372,21,6,4,3,5,5,0,6,23,67,7613,12314,9237,8137,7051,6616,3025,6796,1033,61819
CED139,102,78,727,704,136,1469,92,898,61,4266,333,642,1542,1137,491,905,288,953,102,6396,1409,2702,2291,1601,1266,1005,728,1538,168,12713,2188,2659,1839,1370,1577,895,885,1409,174,13005,2784,2351,1672,1539,2063,1010,1195,1667,201,14484,2600,1830,1313,1088,1590,791,1087,1411,163,11880,1342,454,300,175,373,183,295,352,94,3557,437,40,28,11,42,33,37,69,48,744,60,10,3,0,11,8,0,9,16,116,11250,10770,9716,7633,7537,6296,4606,8308,1040,67164
CED140,59,82,436,716,175,1268,99,748,57,3626,289,621,1098,1030,511,900,174,621,84,5334,1152,2966,2102,1410,1315,973,415,845,171,11334,2056,3468,1942,1379,1910,917,548,957,237,13411,2246,3391,1907,1592,2450,1106,705,1244,251,14896,1468,2544,1341,1154,1967,890,719,990,177,11256,379,646,234,203,506,251,189,211,63,2689,78,64,24,6,32,22,13,24,36,295,12,5,3,0,3,3,3,3,10,40,7736,13786,9091,7489,8861,6319,2864,5645,1085,62881
CED141,51,105,596,689,152,1443,93,840,48,4010,209,528,1275,1121,509,1040,212,728,76,5710,986,2811,2352,1399,1589,979,701,1034,160,12013,1668,3277,2032,1324,1983,898,816,1027,174,13207,1829,2861,2122,1691,2483,1118,1106,1314,211,14728,1183,2174,1346,1023,1760,792,918,1004,135,10336,229,421,178,152,324,204,141,179,45,1871,22,47,23,3,33,20,10,13,19,179,3,5,0,0,4,0,0,0,7,20,6172,12222,9929,7410,8838,6496,4007,6148,869,62084
CED142,44,158,120,585,151,535,30,232,48,1905,712,2783,1209,2753,1543,1839,208,1132,269,12450,6915,20152,4324,5018,4890,3403,578,2535,875,48684,5602,9708,1818,1730,2723,1303,303,926,429,24532,3361,5127,974,910,1784,786,287,511,254,13995,1722,3034,489,507,1081,498,225,427,144,8134,447,971,116,125,305,160,70,119,53,2358,64,128,17,10,31,15,6,10,14,298,10,18,0,3,4,0,0,0,4,42,18876,42075,9071,11635,12506,8537,1711,5893,2088,112396
CED143,42,154,178,757,175,861,64,414,38,2678,340,1062,619,1187,700,894,107,334,81,5319,3108,6883,1894,1570,1871,1401,256,550,296,17827,5279,7628,1478,1062,2205,1102,233,418,347,19755,4532,5997,1107,1009,2344,1060,327,510,286,17182,2195,3651,708,685,1632,717,294,410,174,10461,645,1265,218,179,655,282,114,161,90,3617,108,217,28,21,80,41,10,23,28,555,11,27,0,0,14,8,0,8,11,78,16255,26884,6228,6466,9683,6367,1404,2827,1353,77468
CED144,47,132,361,406,193,1014,62,424,70,2708,315,1210,915,1145,1003,1456,345,902,238,7528,1776,4832,2477,2045,2509,1944,1214,1910,515,19212,2024,3531,2230,1595,2358,1153,1329,1489,350,16062,1660,2533,2009,1406,2115,1002,1530,1733,310,14293,826,1431,1280,747,1293,634,1140,1303,182,8838,180,333,224,147,262,113,196,228,50,1731,13,38,28,14,25,23,15,26,8,178,0,0,0,0,4,4,0,0,6,18,6842,14039,9522,7500,9759,7343,5822,8017,1727,70559
CED145,37,107,64,436,121,439,25,146,19,1393,397,1392,416,1187,713,810,88,346,63,5413,4449,11007,1752,2022,2317,1915,232,706,410,24809,5020,8186,1088,1045,1801,1120,143,367,327,19102,3652,5567,748,761,1612,854,165,304,269,13927,1893,3796,473,512,1250,603,159,271,156,9113,771,1724,177,197,628,318,103,137,115,4166,159,282,25,22,103,61,18,27,33,743,36,29,0,8,21,17,0,8,14,132,16411,32084,4743,6196,8567,6141,929,2313,1403,78789
