SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL12105,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,14
SAL12106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12107,475,99,479,0,0,1060,280,69,454,0,0,812,94,104,1771,3,5,1981,5,0,46,0,0,49,0,0,33,0,0,34,29,17,227,0,5,276,3,0,40,0,0,47,0,0,4,0,0,4,136,125,2114,7,8,2388,8,6,41,0,0,60,7,3,20,0,3,33,915,304,3110,7,14,4354
SAL12108,734,5,8,0,6,749,595,3,0,0,0,602,85,0,4,0,0,84,0,5,0,0,0,3,0,3,5,0,0,9,37,0,7,0,0,48,5,0,0,0,0,5,0,0,0,0,0,4,132,4,17,0,0,150,13,17,4,0,0,35,9,0,0,0,0,16,1488,32,32,0,6,1557
SAL12109,90,0,0,0,0,90,71,0,0,0,0,73,10,0,17,0,0,28,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,17,0,21,0,0,41,0,0,4,0,0,7,0,0,3,0,0,3,177,0,23,0,3,206
SAL12110,21,0,0,0,0,21,29,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,69
SAL12111,16,0,0,0,0,16,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,46,0,0,0,0,46
SAL12112,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12114,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL12115,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL12116,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SAL12117,423,9,0,0,0,432,140,0,0,0,0,142,44,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,14,0,0,0,0,14,0,0,0,0,0,0,70,0,0,0,0,73,15,0,0,0,0,16,74,7,0,0,0,78,722,13,4,0,3,740
SAL12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12119,69,0,0,0,0,69,27,0,0,0,0,27,9,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,23,3,0,3,0,30,3,0,0,0,0,3,0,0,0,0,0,0,122,3,0,4,0,129
SAL12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12121,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SAL12122,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL12123,23,0,0,0,0,25,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,43
SAL12124,928,301,229,11,3,1470,581,195,50,0,0,828,164,185,159,4,3,514,18,15,7,0,0,30,10,4,4,0,0,18,69,37,37,5,0,143,4,4,5,6,0,16,0,0,0,0,0,3,262,238,206,20,4,726,12,33,117,0,0,162,13,14,21,0,0,45,1795,780,621,36,7,3239
SAL12125,767,37,5,0,0,810,652,18,10,0,0,679,124,32,9,0,0,157,3,5,0,0,0,9,4,0,0,0,0,4,52,5,3,0,0,59,0,0,0,0,0,5,4,0,0,0,0,4,186,35,10,0,0,234,11,0,0,0,0,14,8,0,0,0,0,5,1619,101,25,0,0,1745
SAL12126,156,7,0,0,0,161,110,6,6,0,0,117,19,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,3,9,0,0,41,3,0,0,0,0,3,4,0,0,0,0,4,300,16,9,0,0,322
SAL12127,199,4,0,0,0,202,68,0,0,0,0,70,26,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,45,6,0,0,0,0,6,7,0,0,0,0,7,320,6,0,4,0,327
SAL12128,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL12129,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SAL12130,47,0,0,0,0,47,27,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,94,0,0,0,0,94
SAL12131,20,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,0,35
SAL12132,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22
SAL12133,242,10,0,0,0,249,218,7,0,0,0,227,41,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,58,4,3,0,0,65,9,0,0,0,0,9,0,0,0,0,0,3,524,23,6,0,0,551
SAL12134,4,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19
SAL12135,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SAL12136,51,0,0,0,0,51,33,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,85
SAL12137,1014,33,406,0,0,1456,775,7,411,0,0,1193,161,15,619,0,0,790,0,0,0,0,0,0,0,0,0,0,0,7,34,0,80,0,0,118,9,3,8,0,0,17,0,0,0,0,0,7,199,23,714,0,0,939,22,35,25,0,0,85,7,0,13,0,0,20,2020,105,1575,0,0,3695
SAL12138,647,20,4,0,0,670,534,8,0,0,0,542,123,7,3,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,29,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,154,14,8,0,0,172,14,0,0,0,0,13,9,0,0,0,0,9,1349,39,15,0,0,1411
SAL12139,759,85,0,0,0,843,1027,44,0,0,0,1071,398,46,4,0,0,447,49,15,0,0,0,70,29,11,0,0,0,42,129,14,0,0,0,142,13,0,0,0,0,13,3,0,0,0,0,3,625,87,4,0,8,716,17,0,0,0,0,21,26,3,0,0,0,27,2457,216,6,0,8,2684
SAL12140,35,0,0,0,0,33,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,55
SAL12141,104,0,0,0,0,109,58,7,0,0,0,68,12,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,192,11,0,0,0,207
SAL12142,162,0,3,0,0,162,104,0,0,0,0,102,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,289,0,3,0,0,303
SAL12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12144,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL12145,80,0,0,0,0,77,123,0,0,0,0,125,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,221,4,0,0,0,219
SAL12146,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL12147,25,0,0,0,0,25,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,57
SAL12148,64,0,0,0,0,64,29,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,103,0,0,0,0,103
SAL12149,677,241,22,0,0,936,864,76,7,0,0,947,206,67,9,0,0,276,62,64,0,0,0,129,3,9,5,0,0,14,58,18,5,0,0,80,7,14,0,0,0,19,0,6,0,0,0,6,337,174,13,0,0,523,31,359,73,0,0,473,16,30,6,0,0,58,1924,880,127,0,3,2938
SAL12150,210,0,0,116,0,321,34,0,0,3,0,29,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,8,0,16,0,0,0,0,0,0,26,0,0,11,0,38,9,0,0,3,0,13,8,0,0,0,0,4,279,0,0,125,0,405
SAL12151,23,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SAL12152,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL12153,293,0,0,0,0,289,269,0,0,0,0,272,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,27,9,0,0,0,0,8,8,0,0,0,0,8,597,3,4,0,4,609
SAL12154,26,0,0,0,0,26,32,0,0,0,0,32,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,69
SAL12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12156,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL12157,1150,20,15,0,0,1189,1414,48,0,0,0,1459,254,33,0,0,0,284,0,5,0,0,0,7,4,17,4,0,0,17,57,3,3,0,4,67,5,0,0,0,0,3,0,6,0,0,0,7,309,63,9,4,5,388,17,12,7,0,0,32,16,0,0,0,0,23,2911,142,39,4,5,3094
SAL12158,313,9,0,0,0,325,556,41,0,0,0,598,179,17,0,0,0,199,4,6,0,0,0,10,0,0,0,0,0,0,44,7,3,0,0,54,5,0,0,0,0,3,0,0,0,0,0,0,230,35,5,0,0,264,13,0,0,0,0,12,3,0,0,0,0,3,1115,83,4,0,5,1204
SAL12159,23,0,0,0,0,23,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,47,0,0,0,0,47
SAL12160,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,10
SAL12161,110,0,0,0,0,113,88,0,0,0,0,88,16,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,31,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,236,8,0,0,0,238
SAL12162,933,196,209,3,3,1348,649,119,93,0,0,855,206,154,268,0,0,622,46,12,26,0,0,91,3,6,0,0,0,12,67,42,44,0,0,153,6,3,3,3,0,24,0,0,0,0,0,3,335,221,348,6,0,903,24,9,8,0,0,42,27,10,13,0,0,45,1971,549,666,5,9,3199
SAL12163,26,0,0,0,0,28,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,64
SAL12164,863,208,272,4,0,1346,539,178,280,3,0,1002,254,188,1593,26,3,2063,5,7,111,0,0,127,9,4,38,0,0,47,78,38,201,0,0,319,12,8,15,0,0,28,0,0,4,0,0,5,357,241,1957,27,5,2587,29,19,33,0,0,77,23,5,22,0,4,56,1820,652,2562,34,11,5078
SAL12165,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL12166,1612,84,59,4,0,1755,1149,71,72,11,0,1307,468,61,142,23,0,692,67,62,47,0,0,175,7,28,20,0,0,50,96,17,25,4,0,150,25,3,3,0,4,35,4,0,0,0,0,5,670,165,237,26,3,1108,43,7,11,0,0,64,45,6,3,6,0,60,3520,343,380,39,6,4292
SAL12167,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL12168,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,0,0,0,12,0,0,0,0,0,0,23,0,0,0,0,23
SAL12169,38,0,0,0,0,35,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,78,0,0,0,0,83
SAL12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL12171,496,149,41,0,0,691,512,350,141,0,0,1002,584,528,458,4,3,1579,46,178,73,0,0,300,12,81,35,0,0,133,85,56,33,0,0,173,10,5,0,0,0,18,4,4,8,0,0,13,739,860,603,4,8,2214,9,13,4,0,0,29,22,23,13,0,0,64,1788,1401,801,4,8,4003
SAL12172,184,0,0,0,4,187,154,0,0,0,0,154,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,4,0,0,0,0,5,8,0,0,0,0,8,374,0,0,0,4,378
SAL12173,37,0,0,0,0,31,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,71
SAL12174,70,0,0,4,0,74,31,0,0,0,0,31,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,122,0,0,4,0,132
SAL12175,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL12176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12177,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL12178,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL12179,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL12180,100,0,0,0,0,100,91,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,197
SAL12181,851,141,223,0,0,1223,916,225,428,0,0,1567,182,113,559,7,0,859,26,98,46,0,0,174,0,22,3,0,0,29,69,17,66,0,0,161,7,0,6,0,0,12,0,3,3,0,0,7,285,255,689,12,0,1244,20,14,102,0,0,135,19,9,20,0,0,46,2087,641,1460,14,3,4212
SAL12182,66,66,300,0,0,436,18,28,160,0,0,203,10,18,768,0,0,799,0,0,162,0,6,171,0,0,72,0,0,72,0,11,139,0,0,146,0,0,0,0,0,0,0,0,7,0,0,7,12,29,1140,0,11,1198,0,4,20,0,0,25,0,3,17,0,0,19,105,128,1637,0,13,1887
SAL12183,80,0,0,0,0,80,111,0,0,0,0,111,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,213,0,0,0,0,213
SAL12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12185,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16
SAL12186,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SAL12187,30,0,0,0,0,32,13,0,0,0,0,13,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,68
