SAL_CODE_2021,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL11712,9,0,5,0,30
SAL11713,14,8,3,0,57
SAL11714,22,10,4,0,95
SAL11715,34,30,13,0,183
SAL11716,5,8,0,0,25
SAL11717,1004,860,442,187,6460
SAL11718,69,50,12,0,275
SAL11719,0,0,0,0,7
SAL11720,5,3,0,0,21
SAL11721,4,8,0,0,43
SAL11722,4,0,0,0,25
SAL11723,0,0,0,0,4
SAL11724,883,592,318,103,5621
SAL11725,0,0,0,0,11
SAL11726,56,34,43,44,375
SAL11727,578,512,278,85,3856
SAL11728,334,259,97,28,3051
SAL11729,11,4,7,0,48
SAL11730,6,0,0,0,11
SAL11731,1756,1396,758,318,11479
SAL11732,0,0,0,0,7
SAL11733,7,3,0,0,22
SAL11734,6,4,0,0,10
SAL11735,32,18,0,6,170
SAL11736,5,6,5,0,49
SAL11737,39,22,5,0,128
SAL11738,18,6,3,0,38
SAL11739,755,665,392,238,4951
SAL11740,0,0,0,0,8
SAL11741,7,5,0,0,30
SAL11742,9,14,0,0,50
SAL11743,118,60,13,3,2005
SAL11744,0,0,0,0,7
SAL11745,709,418,151,45,8659
SAL11746,148,140,124,154,1015
SAL11747,22,15,4,0,60
SAL11748,42,25,8,0,193
SAL11749,21,12,0,0,110
SAL11750,384,225,142,37,1797
SAL11751,11,11,4,0,36
SAL11752,18,15,13,3,88
SAL11753,0,0,0,0,3
SAL11754,4,6,0,0,7
SAL11755,0,0,0,0,4
SAL11756,0,9,0,0,25
SAL11757,3,0,0,0,9
SAL11758,0,0,0,0,0
SAL11759,23,11,6,0,97
SAL11760,631,562,333,106,3517
SAL11761,59,60,28,4,287
SAL11762,766,400,147,25,4720
SAL11763,1360,767,331,141,10238
SAL11764,10,7,4,0,44
SAL11765,21,15,9,3,124
SAL11766,31,13,6,0,98
SAL11767,298,189,75,22,1844
SAL11768,0,0,0,0,5
SAL11769,55,40,19,4,291
SAL11770,128,49,3,0,695
SAL11771,14,4,0,0,61
SAL11772,3,0,0,0,10
SAL11773,111,70,29,0,407
SAL11774,13,3,0,0,51
SAL11775,127,131,108,16,621
SAL11776,584,485,275,124,3674
SAL11777,30,19,12,0,109
SAL11778,10,4,0,0,21
SAL11779,20,14,9,0,145
SAL11780,328,129,32,15,4299
SAL11781,16,30,4,0,89
SAL11782,221,214,128,50,1167
SAL11783,18,13,5,0,107
SAL11784,157,102,55,7,1448
SAL11785,6,5,0,0,27
SAL11786,13,9,0,0,36
SAL11787,1423,1067,558,143,10343
SAL11788,1098,707,374,201,8269
SAL11789,5,3,0,0,37
SAL11790,24,14,6,6,122
SAL11791,150,108,32,17,694
SAL11792,74,33,19,4,344
SAL11793,6,6,0,0,17
SAL11794,0,0,0,0,14
SAL11795,13,11,12,0,47
SAL11796,1018,592,285,93,9483
SAL11797,280,145,73,30,2165
SAL11798,47,27,12,6,206
SAL11799,10,4,4,0,20
SAL11800,191,169,72,27,1170
SAL11801,209,217,61,9,961
SAL11802,20,11,0,0,111
SAL11803,18,7,0,0,65
SAL11804,0,0,0,0,9
SAL11805,3,5,0,0,17
SAL11806,29,20,7,3,212
SAL11807,49,47,23,4,240
SAL11808,0,0,0,0,14
SAL11809,130,96,54,23,725
SAL11810,5,0,0,0,9
SAL11811,146,104,41,8,734
SAL11812,27,33,10,4,163
SAL11813,0,0,0,0,15
SAL11814,31,22,11,0,111
SAL11815,20,15,0,0,81
SAL11816,10,13,3,3,76
SAL11817,8,0,0,0,12
SAL11818,692,498,294,127,4563
SAL11819,62,39,26,3,401
SAL11820,4,5,0,0,39
SAL11821,3,11,0,0,40
SAL11822,4,0,0,0,17
SAL11823,0,0,0,0,18
SAL11824,28,9,4,0,127
SAL11825,0,0,0,0,94
SAL11826,8,3,0,0,31
SAL11827,21,0,3,0,45
SAL11828,21,14,4,0,68
SAL11829,149,139,86,41,943
SAL11830,14,3,5,0,43
SAL11831,317,262,118,33,1827
SAL11832,167,125,61,25,1810
SAL11833,692,439,252,83,4549
SAL11834,646,468,230,73,3796
SAL11835,747,480,152,72,3547
SAL11836,0,0,0,0,5
SAL11837,180,217,112,35,1231
SAL11838,22,26,9,0,121
SAL11839,84,74,42,0,372
SAL11840,0,0,0,0,13
SAL11841,23,10,3,0,82
SAL11842,61,49,12,4,329
SAL11843,0,8,0,0,10
SAL11844,0,5,0,0,9
SAL11845,448,330,132,74,2796
SAL11846,93,91,28,13,573
SAL11847,77,44,19,0,518
SAL11848,404,309,119,33,2253
SAL11849,66,34,10,0,386
SAL11850,465,337,307,172,4124
SAL11851,162,205,229,206,1896
SAL11852,3,9,3,0,40
SAL11853,28,20,6,4,79
SAL11854,18,15,7,0,65
SAL11855,0,0,0,0,0
SAL11856,33,26,9,0,125
SAL11857,105,52,31,12,639
SAL11858,141,164,73,13,796
SAL11859,41,41,28,0,169
SAL11860,16,6,4,0,88
SAL11861,45,23,11,5,144
SAL11862,8,8,3,0,52
SAL11863,0,0,0,0,18
SAL11864,8,8,8,0,41
SAL11865,377,550,239,48,1730
SAL11866,799,383,141,16,6102
SAL11867,186,118,32,33,3257
SAL11868,68,38,15,0,269
SAL11869,18,18,0,0,44
SAL11870,4,4,0,0,11
SAL11871,13,3,0,0,29
SAL11872,32,20,15,0,158
SAL11873,284,119,29,4,1830
SAL11874,0,0,0,0,0
SAL11875,63,78,79,18,339
SAL11876,66,53,23,0,215
SAL11877,0,0,0,0,0
SAL11878,3,4,0,0,21
SAL11879,37,21,6,3,234
SAL11880,191,199,140,65,851
SAL11881,195,107,70,24,929
SAL11882,49,23,12,3,186
SAL11883,3,0,0,0,8
SAL11884,235,142,47,15,6121
SAL11885,3,0,0,0,3
SAL11886,3,7,0,0,27
SAL11887,86,81,31,4,639
SAL11888,513,394,174,30,2847
SAL11889,15,14,4,3,56
SAL11890,481,372,250,199,3317
SAL11891,60,36,25,3,299
SAL11892,3,3,0,0,26
SAL11893,276,178,76,15,2033
SAL11894,130,76,29,12,1036
SAL11895,190,102,20,8,1297
SAL11896,0,0,0,0,9
SAL11897,570,304,127,41,3484
SAL11898,61,48,16,8,275
SAL11899,101,82,58,17,522
SAL11900,8,4,3,0,14
SAL11901,15,4,3,0,54
SAL11902,33,19,8,3,153
SAL11903,13,10,5,0,57
SAL11904,25,20,11,0,125
SAL11905,9,13,3,0,53
SAL11906,24,21,14,0,77
SAL11907,81,38,6,0,287
SAL11908,8,0,0,0,15
SAL11909,89,46,20,17,518
SAL11910,27,12,4,0,62
SAL11911,10,17,0,0,68
SAL11912,192,118,62,3,1250
SAL11913,20,15,0,0,99
SAL11914,19,17,9,0,92
SAL11915,6,0,0,0,18
SAL11916,54,38,21,0,326
SAL11917,3,5,0,0,35
SAL11918,319,186,79,15,2981
SAL11919,83,60,13,13,684
SAL11920,46,36,9,0,174
SAL11921,564,434,226,51,3042
SAL11922,748,349,104,21,4444
SAL11923,49,25,6,6,245
SAL11924,170,109,71,10,1266
SAL11925,10,9,6,0,54
SAL11926,11,8,0,0,31
SAL11927,142,142,55,8,734
SAL11928,112,89,34,3,557
SAL11929,9,12,4,0,33
SAL11930,9,0,0,0,25
SAL11931,96,81,20,9,624
SAL11932,69,27,16,4,660
SAL11933,375,124,34,7,2980
SAL11934,4,0,0,0,7
SAL11935,5,0,3,0,26
SAL11936,471,251,101,29,7606
SAL11937,338,177,74,21,5746
SAL11938,18,13,0,0,63
SAL11939,3,3,5,0,19
SAL11940,7,12,0,0,56
SAL11941,12,16,3,0,69
SAL11942,225,95,31,0,1599
SAL11943,1761,1246,578,248,13737
SAL11944,684,454,198,44,3612
SAL11945,14,18,6,0,73
SAL11946,34,22,9,0,198
SAL11947,14,4,0,0,35
SAL11948,65,51,10,8,302
SAL11949,669,342,173,63,4514
SAL11950,142,65,40,8,770
SAL11951,14,9,8,0,114
SAL11952,6,0,0,0,16
SAL11953,8,5,0,0,43
SAL11954,3,6,0,0,12
SAL11955,12,3,4,0,43
SAL11956,0,0,0,0,0
SAL11957,228,256,104,43,1358
SAL11958,263,106,32,4,1728
SAL11959,20,11,6,0,57
SAL11960,0,0,0,0,3
SAL11961,908,777,467,414,5402
SAL11962,166,96,34,3,1435
SAL11963,7,11,0,3,51
SAL11964,0,0,0,0,3
SAL11965,17,10,7,3,91
SAL11966,12,3,0,0,39
SAL11967,77,98,66,14,491
SAL11968,26,13,16,5,101
SAL11969,13,18,4,0,62
SAL11970,474,265,92,29,2776
SAL11971,1885,1095,526,310,17792
SAL11972,282,187,79,26,1435
SAL11973,124,106,26,9,508
SAL11974,32,33,13,4,101
SAL11975,22,17,3,0,83
SAL11976,52,48,18,0,239
SAL11977,0,0,0,0,17
SAL11978,30,23,8,3,123
SAL11979,16,24,7,0,84
SAL11980,16,20,5,3,72
SAL11981,12,3,3,0,27
SAL11982,867,659,210,48,4085
SAL11983,226,235,116,24,872
SAL11984,0,0,0,0,13
SAL11985,20,8,0,0,45
SAL11986,0,0,0,0,0
SAL11987,1096,676,235,56,7151
SAL11988,128,60,36,10,571
SAL11989,0,8,0,0,13
SAL11990,852,707,430,131,5277
SAL11991,7,4,3,0,17
SAL11992,77,68,32,4,453
SAL11993,0,0,0,0,5
SAL11994,0,0,3,0,6
SAL11995,0,0,0,0,0
SAL11996,7,0,0,0,31
SAL11997,0,0,0,0,0
SAL11998,9,8,5,0,42
SAL11999,159,102,24,3,1286
SAL12000,23,11,0,0,112
SAL12001,11,14,4,0,75
SAL12002,10,14,5,0,74
SAL12003,0,0,7,0,15
SAL12004,11,7,0,0,34
SAL12005,0,0,0,0,0
SAL12006,0,0,0,0,0
SAL12007,249,242,125,27,1183
SAL12008,31,34,11,0,144
SAL12009,319,287,133,63,2526
SAL12010,536,347,202,133,3748
SAL12011,59,50,24,10,230
SAL12012,3,0,0,0,7
SAL12013,32,25,15,3,157
SAL12014,14,6,3,0,49
SAL12015,12,0,0,0,45
SAL12016,9,9,4,0,35
SAL12017,15,21,9,4,77
SAL12018,0,0,3,0,24
SAL12019,9,0,0,0,22
SAL12020,11,7,4,0,39
SAL12021,30,12,11,0,100
SAL12022,0,0,0,0,0
SAL12023,79,72,27,13,412
SAL12024,3,0,0,0,7
SAL12025,922,386,112,25,5079
SAL12026,11,12,4,0,76
SAL12027,16,3,6,0,45
SAL12028,4,4,5,0,18
SAL12029,0,0,0,0,7
SAL12030,41,13,11,0,237
SAL12031,10,14,3,0,55
SAL12032,144,85,69,64,1606
SAL12033,162,242,114,45,1281
SAL12034,0,0,0,0,0
SAL12035,51,27,7,0,197
SAL12036,154,120,30,10,851
SAL12037,0,4,0,0,21
SAL12038,4,0,0,3,7
SAL12039,232,149,55,11,1688
SAL12040,0,6,4,0,10
SAL12041,234,155,36,8,1295
SAL12042,9,9,4,0,42
SAL12043,0,0,3,0,21
SAL12044,18,11,4,0,73
SAL12045,0,0,0,4,19
SAL12046,38,30,11,6,184
SAL12047,0,0,0,0,0
SAL12048,4,0,0,0,11
SAL12049,13,8,4,0,49
SAL12050,312,193,76,18,5499
SAL12051,0,0,0,0,14
SAL12052,30,12,11,0,125
SAL12053,126,153,57,24,745
SAL12054,371,249,118,34,2607
SAL12055,7,5,0,0,44
SAL12056,192,147,93,24,1444
SAL12057,20,22,7,0,119
SAL12058,46,33,7,0,181
SAL12059,109,72,24,4,457
SAL12060,17,17,16,0,167
SAL12061,6,4,3,0,34
SAL12062,26,12,4,0,109
SAL12063,403,425,294,97,2740
SAL12064,0,0,0,0,0
SAL12065,114,95,74,23,522
SAL12066,30,20,12,0,119
SAL12067,15,6,7,0,49
SAL12068,55,59,29,6,332
SAL12069,154,101,34,6,509
SAL12070,7,6,3,0,33
SAL12071,12,5,3,0,29
SAL12072,25,27,16,4,159
SAL12073,30,17,18,0,123
SAL12074,20,4,5,0,71
SAL12075,258,263,198,198,2016
SAL12076,0,3,0,0,160
SAL12077,0,0,0,0,4
SAL12078,6,0,6,0,19
SAL12079,661,351,151,37,3943
SAL12080,60,34,26,5,289
SAL12081,268,263,184,31,1922
SAL12082,543,259,94,34,3176
SAL12083,6,8,0,0,21
SAL12084,135,140,73,9,694
SAL12085,953,855,312,82,4857
SAL12086,5,5,0,0,18
SAL12087,212,90,15,3,1222
SAL12088,75,47,11,3,368
SAL12089,0,0,0,0,9
SAL12090,7,0,0,0,24
SAL12091,20,0,0,0,74
SAL12092,12,4,0,0,56
SAL12093,262,182,148,58,2234
SAL12094,21,11,5,0,80
SAL12095,29,17,3,0,102
SAL12096,2108,1285,579,178,14731
SAL12097,575,284,100,8,5601
SAL12098,658,493,275,133,4674
SAL12099,21,10,6,0,94
SAL12100,57,36,12,3,731
SAL12101,7,4,5,0,42
SAL12102,135,105,27,17,864
SAL12103,37,21,10,4,210
SAL12104,124,78,31,8,554
SAL12105,3,3,0,0,7
SAL12106,0,3,0,0,3
SAL12107,771,488,306,148,7417
SAL12108,552,426,195,39,2872
SAL12109,61,57,44,0,358
SAL12110,23,17,6,0,86
SAL12111,10,8,4,0,71
SAL12112,5,4,0,0,5
SAL12113,0,0,0,0,5
SAL12114,3,0,0,0,8
SAL12115,0,0,0,0,0
SAL12116,4,10,0,0,26
SAL12117,142,280,151,27,909
SAL12118,0,0,0,0,0
SAL12119,31,22,23,0,157
SAL12120,0,0,0,0,0
SAL12121,6,3,0,0,20
SAL12122,4,0,3,0,37
SAL12123,8,13,4,0,53
SAL12124,932,916,538,241,4841
SAL12125,572,535,162,50,2917
SAL12126,107,122,37,3,547
SAL12127,76,109,58,12,421
SAL12128,0,0,0,0,0
SAL12129,5,5,0,0,37
SAL12130,23,25,7,0,135
SAL12131,0,4,4,0,50
SAL12132,9,4,0,0,24
SAL12133,163,179,49,15,873
SAL12134,6,4,0,0,23
SAL12135,3,8,0,0,27
SAL12136,31,32,8,0,125
SAL12137,1130,787,491,261,6586
SAL12138,496,246,177,71,2449
SAL12139,514,441,213,154,3549
SAL12140,16,22,10,3,84
SAL12141,85,78,31,0,322
SAL12142,90,120,57,12,503
SAL12143,0,0,0,0,0
SAL12144,8,3,0,0,21
SAL12145,74,54,6,0,351
SAL12146,3,5,0,0,15
SAL12147,15,7,0,0,68
SAL12148,25,29,14,0,150
SAL12149,570,584,459,316,3820
SAL12150,56,143,66,20,379
SAL12151,12,17,0,0,49
SAL12152,0,0,0,0,6
SAL12153,206,162,53,13,994
SAL12154,20,12,3,3,93
SAL12155,0,0,0,0,0
SAL12156,11,6,0,0,20
SAL12157,738,663,230,50,4809
SAL12158,226,188,52,10,1783
SAL12159,16,14,7,0,62
SAL12160,4,4,0,0,19
SAL12161,71,51,19,3,319
SAL12162,891,723,327,149,4540
SAL12163,22,15,0,0,108
SAL12164,916,561,255,105,8161
SAL12165,0,0,0,0,3
SAL12166,886,579,277,113,6083
SAL12167,3,0,0,0,17
SAL12168,6,5,0,0,28
SAL12169,27,11,6,0,113
SAL12170,0,0,0,0,4
SAL12171,534,367,164,64,5160
SAL12172,109,94,31,0,551
SAL12173,30,23,7,3,114
SAL12174,41,35,15,0,155
SAL12175,3,5,3,0,28
SAL12176,0,0,0,0,0
SAL12177,0,7,4,0,11
SAL12178,4,8,0,0,16
SAL12179,34,18,6,0,203
SAL12180,72,44,15,3,353
SAL12181,776,594,397,214,6117
SAL12182,396,328,242,72,2821
SAL12183,31,34,12,10,266
SAL12184,0,0,0,0,5
SAL12185,0,6,0,0,29
SAL12186,10,9,8,0,27
SAL12187,35,18,9,0,121
SAL12188,4,0,0,0,20
SAL12189,0,0,0,0,0
SAL12190,954,530,322,262,9908
SAL12191,225,99,63,13,1080
SAL12192,9,0,6,0,17
SAL12193,0,0,0,0,4
SAL12194,113,92,62,5,554
SAL12195,7,0,0,6,15
SAL12196,221,135,75,19,1518
SAL12197,45,25,11,0,178
SAL12198,0,0,0,0,8
SAL12199,0,0,0,0,6
SAL12200,23,8,21,3,101
SAL12201,42,32,8,0,185
SAL12202,519,395,190,70,3490
SAL12203,159,144,44,9,1037
SAL12204,20,17,9,0,113
SAL12205,10,12,0,0,37
SAL12206,288,287,101,14,1568
SAL12207,0,0,0,0,0
SAL12208,296,184,151,50,2171
SAL12209,81,48,43,12,655
SAL12210,37,41,12,0,182
SAL12211,12,10,4,0,51
SAL12212,30,15,4,0,91
SAL12213,7,0,0,0,13
SAL12214,53,50,23,4,299
SAL12215,0,0,0,0,3
SAL12216,7,4,0,0,25
SAL12217,70,46,22,0,312
SAL12218,14,10,3,0,53
SAL12219,14,25,3,0,82
SAL12220,9,10,5,0,94
SAL12221,18,14,0,0,71
SAL12222,8,5,0,0,28
SAL12223,82,52,26,5,436
SAL12224,193,105,58,17,1209
SAL12225,182,125,77,15,1034
SAL12226,352,257,103,27,1728
SAL12227,127,86,35,0,722
SAL12228,73,69,14,5,386
SAL12229,364,282,130,58,2535
SAL12230,4,0,0,0,32
SAL12231,6,0,0,0,8
SAL12232,0,0,0,0,10
SAL12233,0,3,0,6,32
SAL12234,71,43,23,12,426
SAL12235,120,76,25,12,559
SAL12236,14,18,0,0,64
SAL12237,190,160,86,67,998
SAL12238,30,30,15,7,198
SAL12239,32,9,0,5,83
SAL12240,19,19,8,4,99
SAL12241,27,25,12,0,156
SAL12242,15,8,0,0,58
SAL12243,59,45,17,4,217
SAL12244,10,0,0,0,24
SAL12245,44,64,19,0,214
SAL12246,570,498,245,69,3185
SAL12247,28,13,11,0,119
SAL12248,0,0,0,0,3
SAL12249,0,0,0,0,0
SAL12250,85,66,32,5,522
SAL12251,447,463,248,38,2260
SAL12252,81,156,54,10,391
SAL12253,0,4,0,0,14
SAL12254,16,16,4,0,82
SAL12255,260,232,172,82,1529
SAL12256,244,129,71,25,1715
SAL12257,0,0,0,0,0
SAL12258,6,3,0,0,34
SAL12259,274,180,82,36,1509
SAL12260,68,36,22,12,272
SAL12261,0,0,0,0,0
SAL12262,457,394,262,57,2402
SAL12263,95,66,22,16,371
SAL12264,76,41,12,4,391
SAL12265,183,93,43,8,793
SAL12266,717,377,218,155,7710
SAL12267,43,27,8,0,265
SAL12268,114,145,99,19,637
SAL12269,3,0,0,0,36
SAL12270,537,292,126,38,3603
SAL12271,10,5,0,0,40
SAL12272,30,22,9,0,180
SAL12273,486,288,118,52,2780
SAL12274,0,0,0,0,4
SAL12275,989,694,435,216,7940
SAL12276,778,575,266,121,7779
SAL12277,231,193,81,29,1902
SAL12278,9,8,0,0,36
SAL12279,43,22,7,0,154
SAL12280,8,8,3,0,37
SAL12281,0,0,0,0,3
SAL12282,68,50,19,3,269
SAL12283,0,0,0,0,10
SAL12284,140,102,47,12,956
SAL12285,99,83,53,13,568
SAL12286,6,4,0,0,13
SAL12287,141,123,47,24,954
SAL12288,63,57,3,4,236
SAL12289,5,6,0,0,22
SAL12290,14,0,3,0,55
SAL12291,0,4,0,0,11
SAL12292,203,249,180,94,958
SAL12293,5,0,0,0,13
SAL12294,102,100,53,12,670
SAL12295,10,0,0,0,18
SAL12296,874,782,391,138,5920
SAL12297,120,134,69,8,581
SAL12298,352,216,82,17,1518
SAL12299,14,6,4,0,63
SAL12300,17,3,4,0,72
SAL12301,0,0,0,0,0
SAL12302,602,390,219,85,3822
SAL12303,4,7,3,0,32
SAL12304,25,22,11,0,129
SAL12305,16,12,3,6,75
SAL12306,1117,718,278,111,9362
SAL12307,3,0,0,0,4
SAL12308,16,3,3,0,36
SAL12309,313,285,140,23,1358
SAL12310,0,0,0,0,0
SAL12311,3,0,0,0,31
SAL12312,854,634,189,46,4535
SAL12313,198,180,99,17,1341
SAL12314,358,271,129,24,4339
SAL12315,4,7,0,0,24
SAL12316,187,135,86,18,1497
SAL12317,652,443,222,45,4490
SAL12318,596,665,357,136,2930
SAL12319,3,3,0,0,25
SAL12320,4,3,4,0,27
SAL12321,10,9,0,0,65
SAL12322,286,176,73,64,2769
SAL12323,21,13,3,0,64
SAL12324,157,94,24,3,1252
SAL12325,1337,718,273,105,12952
SAL12326,0,0,0,0,0
SAL12327,22,22,8,0,196
SAL12328,44,27,17,0,181
SAL12329,211,171,113,26,962
SAL12330,89,106,42,15,387
SAL12331,158,136,48,19,796
SAL12332,46,27,4,0,132
SAL12333,5,4,0,3,15
SAL12334,724,394,160,73,4469
SAL12335,0,8,0,0,8
SAL12336,11,17,7,0,62
SAL12337,35,25,3,7,152
SAL12338,0,0,3,0,12
SAL12339,13,15,5,0,66
SAL12340,5,3,0,0,10
SAL12341,4,3,0,0,12
SAL12342,40,30,9,3,136
SAL12343,3,6,0,0,31
SAL12344,57,54,17,7,296
SAL12345,35,31,10,8,156
SAL12346,0,4,0,0,26
SAL12347,4,3,0,0,13
SAL12348,1089,755,448,143,6647
SAL12349,3,5,0,0,25
SAL12350,57,31,16,3,216
SAL12351,4,0,0,0,7
SAL12352,527,289,127,71,2686
SAL12353,315,237,92,41,1919
SAL12354,215,174,76,24,1185
SAL12355,16,16,4,0,64
SAL12356,430,389,245,71,2360
SAL12357,9,0,6,0,16
SAL12358,393,336,234,100,2910
SAL12359,15,8,0,0,74
SAL12360,38,36,6,4,125
SAL12361,94,63,34,11,406
SAL12362,0,0,0,0,9
SAL12363,5,9,7,0,57
SAL12364,0,0,0,0,3
SAL12365,18,9,6,0,88
SAL12366,7,3,4,0,23
SAL12367,5,3,0,0,9
SAL12368,0,7,3,0,13
SAL12369,70,50,29,6,331
SAL12370,1501,927,437,139,14096
SAL12371,228,145,43,13,1183
SAL12372,78,49,26,11,630
SAL12373,11,12,6,3,55
SAL12374,90,59,20,7,734
SAL12375,4,4,0,0,14
SAL12376,56,34,4,0,226
SAL12377,86,72,33,6,561
SAL12378,95,74,47,17,453
SAL12379,8,3,0,0,27
SAL12380,320,223,159,44,2215
SAL12381,32,25,6,0,115
SAL12382,23,19,7,4,94
SAL12383,6,4,0,0,21
SAL12384,275,150,60,13,1713
SAL12385,216,221,81,15,938
SAL12386,4,5,3,0,39
SAL12387,510,470,236,79,3305
SAL12388,0,4,3,0,20
SAL12389,0,0,0,0,0
SAL12390,28,14,12,0,104
SAL12391,7,3,0,0,36
SAL12392,10,0,0,0,15
SAL12393,8,15,3,0,44
SAL12394,312,201,103,20,1291
SAL12395,57,37,9,0,275
SAL12396,56,43,25,4,269
SAL12397,6,8,0,0,20
SAL12398,177,107,54,20,827
SAL12399,43,30,9,6,159
SAL12400,14,4,0,0,47
SAL12401,4,3,0,0,21
SAL12402,7,0,0,0,3
SAL12403,0,7,5,0,32
SAL12404,88,31,10,0,458
SAL12405,61,59,17,0,291
SAL12406,33,23,9,0,97
SAL12407,42,39,5,0,191
SAL12408,4,7,3,0,23
SAL12409,0,0,0,0,0
SAL12410,43,27,8,0,209
SAL12411,33,22,7,0,134
SAL12412,8,14,0,0,33
SAL12413,9,10,0,0,32
SAL12414,6,4,0,0,14
SAL12415,0,3,3,0,21
SAL12416,6,0,0,0,25
SAL12417,33,23,15,0,134
SAL12418,9,11,0,0,40
SAL12419,14,14,8,0,70
SAL12420,0,0,0,0,5
SAL12421,84,59,19,0,372
SAL12422,19,7,0,0,66
SAL12423,17,3,3,0,57
SAL12424,15,15,8,0,53
SAL12425,4,0,0,0,12
SAL12426,4,0,0,0,4
SAL12427,32,31,0,0,145
SAL12428,155,59,30,0,847
SAL12429,18,10,11,0,98
SAL12430,631,417,235,96,3287
SAL12431,448,290,156,40,3530
SAL12432,15,7,7,0,108
SAL12433,16,4,3,0,53
SAL12434,6,4,0,0,25
SAL12435,27,25,15,6,165
SAL12436,23,26,14,5,127
SAL12437,0,0,0,0,0
SAL12438,0,0,0,0,3
SAL12439,218,154,103,47,1162
SAL12440,247,260,174,70,1351
SAL12441,213,173,62,16,880
SAL12442,867,518,217,60,6016
SAL12443,212,201,72,11,1839
SAL12444,186,79,19,0,803
SAL12445,0,0,0,0,0
SAL12446,399,306,174,124,7793
SAL12447,0,0,0,0,0
SAL12448,0,0,0,0,5
SAL12449,4,8,0,0,14
SAL12450,52,79,20,0,216
SAL12451,6,0,0,0,14
SAL12452,84,46,25,4,335
SAL12453,17,9,0,0,64
SAL12454,87,67,15,0,404
SAL12455,17,4,3,0,48
SAL12456,3,4,0,0,24
SAL12457,11,6,0,0,77
SAL12458,146,112,74,60,1015
SAL12459,3,3,0,0,19
SAL12460,28,13,0,0,150
SAL12461,37,31,8,0,138
SAL12462,536,347,211,90,3055
SAL12463,9,0,0,0,8
SAL12464,0,3,4,0,12
SAL12465,105,88,26,11,453
SAL12466,6,0,0,0,25
SAL12467,26,8,10,0,63
SAL12468,0,0,0,0,6
SAL12469,7,0,4,0,64
SAL12470,37,55,23,8,200
SAL12471,247,258,110,14,1163
SAL12472,16,7,0,0,66
SAL12473,4,6,4,0,14
SAL12474,8,6,0,0,44
SAL12475,51,25,14,3,242
SAL12476,5,12,4,0,40
SAL12477,43,19,21,3,172
SAL12478,285,195,64,14,1670
SAL12479,6,4,3,0,28
SAL12480,29,21,6,3,159
SAL12481,6,0,0,0,32
SAL12482,80,42,27,5,358
SAL12483,54,48,15,3,368
SAL12484,171,163,75,20,1011
SAL12485,1540,965,579,202,11339
SAL12486,509,318,138,85,3848
SAL12487,175,139,73,8,1086
SAL12488,25,29,18,0,103
SAL12489,18,4,0,0,186
SAL12490,18,4,5,0,35
SAL12491,38,34,5,0,196
SAL12492,105,90,30,5,409
SAL12493,13,16,0,0,49
SAL12494,116,65,32,9,642
SAL12495,443,336,152,56,3634
SAL12496,8,14,5,0,53
SAL12497,19,19,8,0,143
SAL12498,262,156,82,20,1744
SAL12499,0,0,0,0,5
SAL12500,0,0,0,0,0
SAL12501,8,0,0,0,22
SAL12502,202,175,66,19,926
SAL12503,18,4,0,0,60
SAL12504,33,19,3,0,111
SAL12505,9,3,0,0,26
SAL12506,10,5,0,0,32
SAL12507,0,3,0,0,6
SAL12508,93,54,31,8,419
SAL12509,22,14,5,0,86
SAL12510,43,40,16,3,283
SAL12511,2502,1645,883,397,18218
SAL12512,84,50,15,0,545
SAL12513,31,18,8,0,160
SAL12514,1746,957,385,111,15956
SAL12515,441,287,89,7,7495
SAL12516,1015,699,410,231,7746
SAL12517,13,19,5,0,93
SAL12518,3,5,0,0,23
SAL12519,5,0,0,0,23
SAL12520,8,10,0,0,81
SAL12521,38,21,9,0,171
SAL12522,58,54,22,7,244
SAL12523,84,82,32,12,626
SAL12524,563,340,116,26,3597
SAL12525,9,7,0,0,40
SAL12526,4,10,0,0,50
SAL12527,16,4,7,0,83
SAL12528,163,110,34,5,1019
SAL12529,890,426,191,49,14073
SAL12530,128,92,24,9,572
SAL12531,9,3,0,0,28
SAL12532,74,73,37,8,428
SAL12533,15,7,0,3,60
SAL12534,848,505,267,78,5035
SAL12535,7,6,0,0,48
SAL12536,6,0,0,0,37
SAL12537,8,4,0,0,50
SAL12538,6,3,0,0,26
SAL12539,12,6,0,0,32
SAL12540,686,447,190,106,5284
SAL12541,0,0,0,0,3
SAL12542,5,0,6,0,33
SAL12543,5,3,0,0,22
SAL12544,141,84,28,13,1006
SAL12545,0,0,0,0,0
SAL12546,113,92,36,6,1028
SAL12547,24,9,0,0,86
SAL12548,58,29,15,10,1155
SAL12549,5,0,4,0,5
SAL12550,29,16,7,0,128
SAL12551,12,6,3,0,63
SAL12552,148,64,39,11,1163
SAL12553,29,18,6,0,142
SAL12554,14,15,11,0,100
SAL12555,106,86,21,4,490
SAL12556,6,12,0,0,67
SAL12557,313,246,151,28,1820
SAL12558,6,3,0,0,29
SAL12559,46,25,9,0,195
SAL12560,284,165,72,15,3628
SAL12561,0,0,0,0,0
SAL12562,3,10,5,0,34
SAL12563,84,76,40,6,390
SAL12564,877,597,251,33,5321
SAL12565,8,7,3,0,73
SAL12566,55,35,6,0,226
SAL12567,22,13,7,0,82
SAL12568,30,18,12,0,94
