SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL12277,25,46,74,139,183,319,0,0,0,21,21,38,0,0,0,425,411,840,0,0,4,32,37,69,0,0,0,0,0,0,7,8,16,8,7,20,4,3,10,12,12,21,28,29,59,0,0,0,0,0,7,15,21,34,25,42,60,0,0,0,728,774,1501,61,57,116,38,24,62,12,11,25,0,0,0,3,6,9,9,9,20,13,11,33,629,536,1165,3,7,11,4,3,6,638,542,1179,83,74,159,1592,1551,3146
SAL12278,0,0,0,9,4,16,0,0,0,0,0,0,0,0,0,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,9,0,0,0,24,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,37,0,0,0,0,0,0,23,14,37,0,0,6,40,40,82
SAL12279,0,9,11,27,25,56,0,0,0,0,4,7,0,0,0,21,23,39,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,63,58,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,84,67,146,0,0,0,0,0,0,84,67,146,16,10,22,161,149,313
SAL12280,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,18,14,29,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,20,0,0,0,0,0,0,12,7,20,6,3,9,34,30,60
SAL12281,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,16
SAL12282,0,5,5,61,69,127,0,0,0,7,4,7,0,0,0,25,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,0,5,5,0,3,5,17,10,27,6,14,21,0,0,0,126,140,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,116,253,0,0,0,0,0,0,131,117,249,42,50,89,297,310,607
SAL12283,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,6,4,4,3,3,3,14,6,23
SAL12284,272,315,590,71,66,135,3,0,3,9,6,17,0,0,0,284,286,574,0,0,0,37,31,67,0,0,3,6,0,6,0,3,3,5,4,6,3,8,14,7,6,10,9,12,22,0,3,6,4,0,4,19,17,41,49,34,84,3,0,8,511,496,1003,12,12,17,110,113,218,0,0,0,0,0,0,3,0,5,4,9,17,7,11,18,305,236,549,0,0,3,0,0,0,313,239,551,103,87,194,1327,1264,2595
SAL12285,8,4,10,80,93,170,0,0,0,9,10,19,0,0,0,106,103,211,0,0,0,0,6,9,0,0,0,0,0,3,0,0,0,0,0,4,3,0,4,5,0,6,12,9,29,0,0,0,0,0,0,21,16,30,13,26,40,0,0,0,249,270,519,0,0,0,5,4,7,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,179,173,359,4,3,5,0,0,0,183,177,361,28,23,48,473,478,948
SAL12286,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,16,16,34
SAL12287,3,0,0,180,210,392,0,0,0,18,14,40,0,0,0,236,288,526,0,0,7,5,0,10,0,6,5,0,0,0,0,0,4,0,0,0,4,0,6,14,11,26,29,25,57,0,0,4,0,0,0,27,54,87,29,30,56,0,0,0,564,660,1223,0,0,0,7,0,7,4,7,11,0,0,0,0,0,0,0,0,3,0,0,3,341,301,637,0,0,0,0,0,0,339,303,639,41,37,77,955,1002,1962
SAL12288,8,10,16,8,12,18,0,0,0,0,0,0,0,0,0,29,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,5,0,5,0,0,0,0,0,0,0,5,10,0,3,4,0,0,0,43,51,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,118,106,222,0,0,3,5,0,5,127,112,234,26,15,41,205,189,394
SAL12289,0,0,0,8,15,22,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,21,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,5,9,13,5,0,6,33,31,57
SAL12290,0,0,0,16,14,29,0,0,0,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,30,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,27,0,0,0,0,0,0,19,16,27,9,8,14,57,47,102
SAL12291,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,6,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,10,8,21
SAL12292,9,8,19,252,325,573,0,0,0,11,21,29,0,0,0,201,194,390,0,0,0,0,0,0,0,3,6,0,5,6,0,0,5,0,0,0,0,6,6,0,0,3,34,31,74,3,4,6,0,6,6,32,47,80,13,15,24,0,0,0,545,654,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,7,332,335,662,0,6,11,0,0,3,334,345,680,59,49,110,949,1063,2012
SAL12293,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,0,0,0,0,0,0,11,5,13,0,4,5,25,25,43
SAL12294,9,11,17,46,58,113,0,0,0,0,0,0,0,0,0,96,113,208,0,0,0,5,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,5,5,0,3,9,11,6,15,0,0,0,0,0,0,6,8,13,6,6,14,0,0,0,178,205,382,13,14,23,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,9,0,6,176,190,362,6,0,6,0,4,4,178,190,370,28,41,63,406,464,870
SAL12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,0,0,0,0,0,0,7,9,9,3,4,4,14,15,30
SAL12296,43,62,104,699,915,1617,0,0,0,72,71,143,3,3,4,1164,1360,2527,7,11,13,27,39,61,15,32,49,9,9,13,111,160,265,0,4,3,11,22,32,62,71,139,147,221,367,13,25,42,12,20,34,134,186,321,150,181,333,6,0,6,2640,3327,5968,244,233,474,95,73,164,0,0,0,0,0,0,162,126,285,16,39,55,180,159,341,2516,2407,4926,11,7,22,11,16,21,2539,2426,4969,535,515,1053,6273,6797,13073
SAL12297,0,3,5,87,116,203,0,0,0,6,7,15,0,0,0,97,103,198,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,3,7,0,3,4,26,20,44,0,0,3,0,0,0,10,15,28,15,19,35,0,0,0,248,296,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,221,483,0,0,0,4,0,7,260,229,488,57,55,117,568,586,1159
SAL12298,16,33,50,133,134,263,0,0,0,40,33,82,0,0,0,177,239,417,0,0,0,7,8,17,4,7,11,4,0,4,4,5,5,0,0,3,9,3,8,17,8,19,16,23,40,0,7,10,0,0,0,18,19,36,32,26,63,0,6,3,465,527,990,0,6,10,6,8,18,4,0,6,0,0,0,0,0,0,15,29,38,16,29,43,694,693,1390,10,10,18,10,16,19,716,714,1428,56,63,116,1279,1371,2651
SAL12299,0,0,0,32,21,51,0,0,0,0,0,0,0,0,0,7,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,49,34,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,37,0,0,0,0,0,0,22,19,37,10,7,16,84,58,140
SAL12300,0,0,0,14,9,28,0,0,0,0,0,0,0,0,0,23,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,41,40,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,58,0,0,0,0,0,0,33,27,58,3,0,6,80,70,145
SAL12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12302,19,28,46,630,765,1397,0,0,0,23,31,59,71,75,145,1458,1575,3033,3,0,8,19,17,34,7,11,17,0,0,3,18,24,43,0,0,0,22,13,35,51,64,118,208,242,453,11,18,32,13,14,25,125,144,273,62,56,120,3,6,12,2729,3066,5795,27,23,54,46,47,93,0,0,0,0,0,0,72,69,137,5,9,13,73,76,152,1169,1039,2206,12,3,17,5,0,9,1185,1050,2229,411,390,801,4484,4683,9170
SAL12303,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,3,3,12,0,0,0,0,0,0,6,3,9,5,4,5,35,22,59
SAL12304,0,0,0,20,31,48,0,0,0,0,3,3,0,0,0,32,38,68,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,5,0,9,4,0,5,0,0,0,69,72,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,57,40,95,0,0,0,0,0,0,57,40,95,21,19,32,144,137,282
SAL12305,0,0,0,22,17,38,0,0,0,0,0,0,0,0,0,12,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17,6,4,12,0,0,0,50,46,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,57,0,0,0,0,0,0,25,30,57,5,10,9,85,82,168
SAL12306,108,198,304,437,546,981,0,0,3,34,39,82,0,0,0,1666,2039,3701,0,0,0,189,225,418,19,21,40,3,3,12,14,10,27,7,9,18,20,25,39,24,29,56,58,91,145,4,0,7,0,8,10,66,107,174,87,93,182,4,4,11,2647,3247,5897,55,64,115,58,51,112,30,38,71,0,3,0,4,5,9,30,36,63,32,41,76,3799,3865,7660,53,47,97,17,18,31,3864,3930,7794,404,391,797,7204,7962,15158
SAL12307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,3,7,9,0,0,0,3,3,12
SAL12308,0,0,0,3,3,14,0,0,0,0,0,4,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,27,0,0,0,0,0,0,19,9,27,0,0,0,34,24,54
SAL12309,5,7,15,276,257,532,0,0,0,28,22,56,0,0,0,220,256,478,5,0,10,0,0,4,4,7,10,6,4,7,6,8,4,0,0,0,4,4,13,7,9,20,28,30,57,0,0,5,0,0,6,39,51,93,32,27,61,0,0,0,651,692,1352,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,10,6,5,7,604,511,1112,6,10,17,0,3,3,609,522,1135,96,88,181,1374,1318,2686
SAL12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12311,0,0,0,4,7,11,0,0,0,3,4,5,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,26,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,6,9,15,6,4,10,39,34,70
SAL12312,43,62,105,394,455,851,0,0,0,22,29,50,0,0,0,740,826,1568,0,3,3,10,11,20,20,20,36,0,0,0,8,8,11,0,0,0,11,0,13,21,34,56,78,91,166,0,4,3,4,8,8,42,77,126,42,65,105,0,3,0,1389,1633,3016,4,12,16,6,4,14,7,11,22,0,0,0,0,0,6,12,10,28,14,15,32,1955,1919,3873,8,8,22,15,24,37,1977,1953,3929,278,274,553,3726,3959,7687
SAL12313,4,5,12,207,236,437,0,0,0,10,13,22,6,5,9,365,417,783,0,0,5,23,16,42,0,0,0,3,7,8,0,6,4,6,5,12,10,5,17,9,10,20,19,27,42,0,0,0,0,0,0,21,19,40,19,18,39,0,0,0,701,782,1482,9,3,13,10,10,22,0,0,4,0,0,0,0,0,0,3,3,10,4,9,13,504,417,919,4,3,10,0,3,3,508,419,927,59,43,110,1295,1284,2582
SAL12314,145,183,324,266,310,578,75,64,143,48,54,102,0,0,0,1389,1505,2896,0,0,4,206,180,387,17,18,40,10,3,10,11,9,14,50,41,89,19,25,43,47,55,100,29,41,73,0,0,4,13,15,24,18,34,53,191,205,398,5,3,3,2390,2577,4964,398,405,807,626,663,1294,0,0,6,0,0,0,56,51,102,25,31,55,81,80,161,763,686,1452,5,3,8,3,0,5,774,688,1461,209,197,409,4627,4790,9423
SAL12315,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,5,0,4,0,0,0,8,10,15,0,3,3,21,21,38
SAL12316,25,22,50,258,323,577,0,0,0,20,13,34,0,0,0,419,496,916,0,0,0,16,20,31,12,12,25,38,48,87,6,4,5,18,10,28,31,29,59,30,22,50,53,62,112,0,4,4,8,7,19,51,44,100,124,122,244,9,10,12,1076,1224,2304,36,43,79,72,85,158,0,0,4,0,0,0,0,0,0,12,12,25,12,12,25,762,697,1457,3,3,12,3,5,5,769,708,1473,337,302,633,2331,2393,4730
SAL12317,92,145,243,585,689,1274,8,0,8,56,77,137,0,0,0,1048,1096,2139,9,11,14,84,77,164,14,18,32,39,35,72,14,17,25,20,23,47,40,30,72,77,89,162,96,84,179,0,13,15,12,23,36,73,79,151,137,133,272,7,5,13,2316,2495,4812,341,299,644,430,434,860,0,0,0,0,8,9,43,49,91,12,28,37,57,77,130,1356,1147,2502,10,3,19,6,13,14,1376,1161,2538,409,353,763,5029,4966,9992
SAL12318,49,67,113,236,335,572,0,0,0,14,22,36,45,38,85,276,350,630,0,0,0,12,19,30,13,16,25,3,3,7,11,12,26,4,0,4,5,12,13,6,3,15,37,37,77,4,0,6,3,8,11,48,69,113,51,41,86,4,4,12,776,971,1747,25,13,39,4,7,9,13,15,27,0,0,0,0,0,0,14,15,27,14,18,28,1078,1079,2152,27,19,45,9,20,23,1104,1116,2219,152,164,315,2128,2374,4503
SAL12319,0,0,0,5,4,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,0,0,0,0,0,0,11,10,20,0,0,0,18,24,48
SAL12320,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,16,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,0,0,0,0,0,0,8,9,14,0,0,0,25,15,42
SAL12321,0,0,0,11,18,31,0,0,0,0,0,0,0,0,0,16,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,5,7,7,0,7,0,0,0,28,43,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,23,21,49,0,0,0,0,0,0,23,21,49,0,0,0,57,67,127
SAL12322,61,80,134,88,119,208,0,0,0,20,17,43,0,0,0,323,384,706,0,0,0,61,67,129,4,4,6,3,0,3,3,0,6,0,4,3,0,3,10,5,7,7,9,13,27,5,0,5,0,0,3,18,25,39,23,34,55,0,0,0,564,689,1248,20,24,42,13,12,26,0,14,12,0,0,3,0,0,0,10,10,22,11,11,23,1109,1133,2235,22,16,36,5,3,9,1133,1149,2281,140,148,287,1938,2125,4060
SAL12323,0,0,0,13,15,28,0,0,0,0,0,0,0,0,0,3,15,20,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,4,0,3,8,6,4,6,8,4,5,39,52,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,48,0,0,0,0,0,0,35,13,48,10,3,11,80,72,146
SAL12324,28,40,69,37,59,96,0,0,0,18,22,38,0,0,0,215,246,456,0,0,0,21,27,47,0,0,0,0,0,0,0,0,0,5,12,13,0,0,8,0,0,3,50,63,111,0,0,0,4,3,5,11,16,21,30,31,65,3,0,3,399,483,879,117,103,219,40,47,85,3,3,8,0,0,0,14,4,19,15,11,28,29,18,42,339,309,652,0,0,0,0,0,0,342,307,651,60,45,103,1017,1034,2055
SAL12325,959,1261,2222,260,282,548,0,0,0,182,203,386,0,0,3,1916,2049,3963,0,0,7,140,150,292,31,36,68,12,10,20,0,0,5,22,16,36,85,85,174,58,74,132,516,585,1101,0,14,17,13,16,33,212,202,416,375,368,747,10,4,13,3849,4109,7956,1276,1024,2307,1263,1011,2271,0,0,5,0,0,0,48,40,90,28,35,67,76,78,154,3805,3225,7031,23,11,36,8,16,20,3839,3255,7084,973,699,1665,12231,11427,23663
SAL12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12327,0,0,0,40,38,74,0,0,0,0,0,0,0,0,0,65,67,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,8,9,10,17,0,0,0,0,0,3,13,23,36,5,0,8,0,0,0,140,148,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,134,0,0,0,0,0,0,66,70,140,22,25,49,228,245,471
SAL12328,0,0,0,38,23,59,0,0,0,0,0,0,0,0,0,34,35,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,14,14,23,0,0,0,0,0,0,5,9,15,6,9,11,0,0,0,102,86,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,44,79,0,0,0,0,0,0,41,44,79,13,15,26,154,142,301
SAL12329,7,10,18,129,137,269,0,0,0,4,7,12,0,0,0,159,141,294,0,0,0,25,19,45,5,12,14,0,3,4,3,4,4,0,0,0,3,0,4,0,0,0,16,15,27,0,5,5,0,5,11,11,13,18,18,21,38,4,0,3,380,385,760,0,6,6,6,4,13,0,0,0,0,0,6,0,0,0,0,3,6,3,10,9,366,330,702,3,0,5,4,0,9,375,333,705,205,220,425,979,968,1946
SAL12330,0,0,0,53,61,109,0,0,0,5,0,0,0,0,0,59,56,125,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,4,14,0,0,0,0,0,0,10,15,17,6,0,4,0,0,0,142,154,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,135,154,289,7,0,7,0,0,0,146,154,295,21,24,48,310,337,647
SAL12331,0,0,5,171,172,343,0,0,0,5,7,13,0,0,0,183,201,385,0,0,0,41,39,75,0,3,5,0,0,0,0,6,3,0,0,5,0,0,0,0,4,0,5,9,17,0,0,0,0,0,0,14,22,35,6,14,23,0,0,0,434,477,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,202,449,4,3,6,0,0,0,245,209,451,17,20,37,696,710,1405
SAL12332,7,0,12,8,4,10,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,6,0,0,0,15,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,82,165,0,0,0,0,0,0,78,83,161,15,10,26,112,122,234
SAL12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,5,13,10,19
SAL12334,52,88,136,272,325,600,5,0,5,14,18,30,0,0,0,811,923,1736,0,0,0,130,159,285,5,6,13,0,0,0,5,11,21,11,10,23,11,19,29,22,18,38,53,51,101,0,0,0,5,0,8,42,48,87,31,48,82,3,3,8,1414,1654,3065,26,19,44,33,22,54,24,20,38,0,0,0,0,5,7,11,15,30,14,22,38,1880,1860,3741,34,22,52,3,12,10,1921,1888,3810,209,241,453,3682,3958,7641
