SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL11240,3,0,0,3,0,10,17,15,11,60,0,0,0,3,4,10,3,3,5,21,0,6,10,14,6,14,17,8,6,90,66,221,392,458,523,566,440,201,86,2955
SAL11241,0,0,0,4,3,7,12,9,9,42,0,0,5,5,4,3,3,3,3,24,0,4,5,8,12,13,8,10,9,68,59,124,178,361,289,319,241,98,61,1730
SAL11242,0,0,0,0,0,0,8,0,0,13,0,0,0,0,3,0,4,3,0,15,0,0,0,5,4,6,4,0,0,18,22,48,63,141,135,122,132,30,14,713
SAL11243,0,0,3,0,3,7,22,32,17,85,0,0,0,0,0,0,0,4,0,5,9,8,7,8,13,20,27,12,6,117,63,80,195,206,241,248,201,126,59,1424
SAL11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,8,0,6,4,0,0,24
SAL11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,9,0,5,0,0,29
SAL11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,15,19,3,0,42
SAL11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10
SAL11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11
SAL11250,0,0,15,9,18,23,41,17,4,138,0,0,11,8,6,10,18,4,0,60,9,14,36,32,30,21,31,9,0,177,90,165,374,339,347,304,314,98,22,2056
SAL11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,3,3,0,0,24
SAL11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,3,3,6,0,0,26
SAL11253,0,0,0,0,0,5,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,16,9,5,3,58,17,22,89,95,120,200,185,54,12,804
SAL11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SAL11255,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,24,0,0,6,10,11,19,12,0,0,54
SAL11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,13
SAL11257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,3,9,7,14,19,18,3,0,74
SAL11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,4,5,4,5,11,3,8,0,32
SAL11259,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,20
SAL11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,8,3,6,10,0,42
SAL11262,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,16,21,11,4,0,63
SAL11263,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,6,22,8,12,14,9,5,0,75
SAL11264,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,3,0,12,17,6,20,7,15,0,88
SAL11265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,8,0,9,5,20,8,4,0,50
SAL11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,3,3,0,25
SAL11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11
SAL11268,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,4,0,17,21,57,60,83,103,108,60,34,11,536
SAL11269,0,0,0,0,9,4,15,20,9,52,0,0,0,0,0,0,0,0,0,7,14,6,15,16,21,12,10,21,3,118,39,65,256,221,247,222,182,114,33,1381
SAL11270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,18,11,3,0,53
SAL11271,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,4,0,17,3,15,37,43,37,63,52,24,6,291
SAL11272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,7,10,15,13,33,26,6,0,108
SAL11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,4,0,0,8,10,6,9,0,4,0,30
SAL11274,0,0,0,0,0,8,4,3,4,32,0,0,0,0,0,0,0,0,0,5,4,5,5,4,8,12,9,9,3,46,19,35,64,53,98,155,102,44,10,577
SAL11275,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,12,3,0,8,9,11,13,20,8,0,75
SAL11276,0,0,0,0,0,0,4,15,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,8,15,0,5,7,10,36,37,101,54,17,266
SAL11277,9,5,15,35,47,112,172,103,38,548,0,3,19,30,48,31,51,33,13,222,70,69,181,154,162,113,107,61,20,936,394,942,2007,1896,1744,1606,1231,527,164,10508
SAL11278,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,17,15,16,35,44,63,59,31,13,0,273
SAL11279,0,0,0,0,0,12,12,19,9,59,0,0,0,0,0,0,4,0,0,8,6,5,15,8,6,11,19,28,8,97,53,99,188,161,191,298,263,180,48,1465
SAL11280,3,0,0,0,0,8,19,19,18,66,0,0,0,0,0,0,0,4,0,11,9,0,3,13,8,16,11,18,4,70,30,30,87,94,141,205,202,159,61,1013
SAL11281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,9,0,4,4,3,9,28,21,10,3,77
SAL11282,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,16,3,3,14,18,24,42,32,3,4,138
SAL11283,0,0,0,0,0,4,3,5,12,27,0,0,5,0,0,0,0,0,0,12,0,15,55,32,20,22,22,19,20,207,44,286,1005,663,511,488,532,365,144,4032
SAL11284,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,4,8,17,30,16,25,31,3,5,125
SAL11285,0,0,0,0,3,9,14,5,0,35,0,0,0,0,0,0,0,0,0,0,4,0,4,10,8,6,12,7,0,59,52,87,122,165,187,196,184,55,18,1070
SAL11286,0,0,0,0,6,0,4,5,7,25,0,0,0,0,0,0,0,0,5,10,5,4,11,12,13,11,16,14,10,110,100,248,382,446,648,512,405,191,67,3010
SAL11287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,12,10,15,22,20,15,0,0,97
SAL11288,0,0,0,0,4,4,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,15,9,21,49,29,47,51,21,7,7,243
SAL11289,0,0,0,0,0,0,14,14,3,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,14,20,15,62,3,9,9,10,22,41,116,121,41,367
SAL11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,8,8,0,34
SAL11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11292,0,0,0,0,0,8,9,0,4,21,0,0,0,0,0,0,0,0,0,4,0,4,3,5,9,4,6,7,0,43,6,5,15,20,45,57,54,16,4,220
SAL11293,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,10,0,0,0,13,8,21,19,3,0,83
SAL11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,5,0,24
SAL11295,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,11,16,3,0,52
SAL11296,0,0,0,0,9,15,38,79,62,205,0,0,0,0,4,3,10,15,16,51,13,29,87,68,53,46,42,77,118,536,193,556,1719,1798,1696,1486,1190,746,406,9788
SAL11297,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,10,9,0,10,0,0,30
SAL11298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,5,13,4,8,0,35
SAL11299,14,14,47,49,114,220,404,311,183,1344,0,4,16,19,12,29,26,15,5,124,231,231,619,473,420,374,340,302,184,3184,1217,2514,6838,5341,4887,4816,3849,2450,938,32853
SAL11300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,10,14,5,4,0,37
SAL11301,0,0,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,10,9,10,17,13,0,72
SAL11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,5,3,8,11,8,0,0,32
SAL11303,0,0,0,0,4,4,11,14,4,40,0,0,0,0,0,0,0,0,0,0,6,4,7,12,8,7,5,7,6,60,65,112,234,339,345,299,278,122,56,1848
SAL11304,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,0,0,0,13,12,38,35,49,86,73,43,23,5,383
SAL11305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,3,17,3,7,12,9,28,33,20,3,3,126
SAL11306,0,0,3,11,16,47,110,211,104,520,0,0,9,4,14,15,36,74,53,205,22,57,175,102,87,74,67,42,31,657,220,769,2729,2412,2047,1580,985,639,279,11664
SAL11307,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,11,3,5,0,10,24,34,28,13,4,111
SAL11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,10,8,17,0,10,0,56
SAL11309,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,6,6,15,11,7,0,55
SAL11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,3,5,4,0,0,25
SAL11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11312,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,18,0,14,29,48,46,57,59,17,12,286
SAL11313,0,0,0,0,0,6,14,8,0,36,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,6,14,8,3,44,15,28,42,60,93,223,282,145,31,908
SAL11314,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,3,6,5,19,9,10,3,0,56
SAL11315,3,0,3,9,9,17,17,29,12,91,0,0,3,5,0,16,7,3,6,47,7,11,27,20,16,15,23,16,10,149,134,333,707,790,674,589,376,187,74,3862
SAL11316,5,0,5,11,12,32,38,35,15,151,0,3,7,6,0,10,18,6,8,49,15,21,40,64,47,44,38,18,10,297,146,342,765,905,781,773,488,231,76,4513
SAL11317,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,16,15,28,36,10,0,126
SAL11318,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,10,3,0,7,17,15,27,20,3,0,96
SAL11319,0,0,0,0,0,12,20,21,4,63,0,0,0,0,0,0,0,0,0,5,3,7,14,12,11,15,16,25,3,103,28,35,110,91,118,158,163,138,46,886
SAL11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,11,3,0,0,40
SAL11321,0,0,0,0,0,0,4,7,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,4,0,21,9,15,16,17,35,36,32,21,0,179
SAL11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL11323,7,0,3,0,0,14,32,27,32,99,0,0,0,0,0,0,0,0,0,4,8,3,8,13,8,16,14,25,6,97,60,86,152,173,220,303,306,246,95,1641
SAL11324,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,7,0,0,18,9,13,36,43,58,48,46,19,3,272
SAL11325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,8,9,0,4,13,3,0,6,40
SAL11326,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,8,0,6,23,0,11,41,42,32,53,40,14,9,235
SAL11327,0,4,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,14,11,5,15,18,20,20,8,6,0,122
SAL11328,0,0,0,0,0,0,8,5,0,17,0,0,0,0,0,0,0,0,0,0,0,3,17,17,10,10,9,11,4,74,11,27,80,117,121,113,93,42,9,625
SAL11329,0,0,0,0,5,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,3,0,0,0,26,27,39,48,71,78,102,66,18,0,452
SAL11330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,4,3,0,13
SAL11331,0,0,0,0,6,11,33,36,22,115,0,3,6,6,13,8,0,13,15,66,18,16,27,23,32,46,39,65,59,311,214,476,619,798,1209,1097,817,633,280,6147
SAL11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,3,14,3,9,18,31,34,42,50,9,5,189
SAL11334,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,13,4,4,21,43,19,48,27,13,3,183
SAL11335,0,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,12,19,24,31,49,70,88,64,25,6,368
SAL11336,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,5,0,3,13,8,21,12,0,3,65
SAL11337,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,3,6,10,24,17,15,11,3,84
SAL11338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,10,6,0,3,0,3,24,8,0,0,45
SAL11339,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,10,3,6,13,10,17,16,3,0,73
SAL11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11341,0,0,0,0,0,0,5,3,3,13,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,0,3,0,3,21,7,10,24,32,47,73,61,23,8,275
SAL11342,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,6,8,21,25,26,0,0,97
SAL11343,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,3,0,7,22,17,11,4,5,0,63
SAL11344,0,0,8,17,24,53,66,31,8,216,0,0,5,3,8,13,15,10,3,63,16,24,48,50,45,32,25,13,3,263,138,421,824,796,723,802,486,170,39,4398
SAL11345,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,14,11,6,14,17,26,33,44,10,4,164
SAL11346,0,0,0,17,25,110,328,512,216,1216,0,0,8,10,15,44,105,116,81,376,37,35,103,77,97,90,87,115,96,744,419,973,1838,2271,2844,2275,1715,1379,630,14347
SAL11347,4,0,3,8,16,16,31,56,44,176,0,3,6,0,0,0,4,4,3,16,7,11,41,44,23,37,25,30,26,238,130,358,822,830,776,764,616,420,226,4944
SAL11348,0,0,0,4,3,15,34,28,14,102,0,0,0,0,0,0,0,0,0,8,11,17,38,37,32,28,36,30,16,251,123,196,553,696,756,844,1003,438,155,4774
SAL11349,0,0,0,4,0,9,16,7,3,39,0,0,5,0,0,0,0,0,0,6,5,7,21,13,12,12,10,6,4,87,52,113,311,300,220,141,145,51,15,1335
SAL11350,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,11,10,19,23,34,30,30,12,3,178
SAL11351,0,0,0,4,7,11,30,27,17,85,0,0,0,0,0,4,3,4,3,7,11,11,20,19,19,19,28,13,11,148,71,231,463,471,451,459,341,154,78,2726
SAL11352,0,0,3,3,3,21,24,25,20,103,0,0,0,0,0,6,0,0,0,10,11,3,21,25,34,31,38,34,24,224,93,224,501,571,529,579,537,374,167,3572
SAL11353,0,0,0,0,0,7,5,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,16,11,9,33,52,45,52,36,22,6,261
SAL11354,0,0,6,10,7,27,33,29,16,122,0,0,5,0,5,7,9,6,0,39,9,8,19,13,14,26,18,19,4,131,90,228,397,429,476,476,340,185,72,2696
SAL11355,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,24,7,5,10,3,0,0,53,31,70,145,140,187,121,83,23,10,814
SAL11356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,7,8,22,14,5,0,72
SAL11357,0,0,3,0,3,9,7,5,11,41,0,0,0,0,0,0,0,0,0,0,10,3,7,16,7,20,15,6,4,100,35,70,158,148,148,168,163,96,43,1035
SAL11358,0,0,0,0,3,6,6,8,0,33,0,0,0,0,0,5,6,0,3,13,4,5,4,4,18,9,11,8,0,63,68,209,222,301,449,420,280,169,65,2187
SAL11359,0,0,3,3,0,6,12,9,5,36,0,0,3,0,0,0,8,0,0,7,8,4,8,5,5,3,0,0,0,34,99,143,247,261,354,296,184,82,13,1670
SAL11360,0,0,0,0,4,5,5,6,9,27,0,0,0,0,0,0,3,5,3,9,12,4,9,10,15,13,10,13,5,74,87,214,189,444,572,456,358,243,141,2712
SAL11361,0,5,9,6,6,15,31,50,43,161,0,0,0,6,3,0,5,4,0,18,28,58,58,38,27,43,29,31,41,354,179,384,654,539,574,651,505,323,173,3980
SAL11362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,8,0,10,6,3,17,26,20,4,0,86
SAL11363,7,6,21,11,34,59,106,88,57,391,0,0,0,4,7,7,3,5,4,35,21,32,91,67,69,87,89,69,70,589,347,722,1555,1477,1524,1388,1298,783,342,9437
SAL11364,0,0,0,0,0,0,4,9,8,26,0,0,0,0,0,0,0,0,0,3,0,5,7,18,8,0,4,0,3,41,64,141,155,332,415,342,204,142,86,1876
SAL11365,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,3,3,0,16,9,19,25,48,43,68,39,10,5,274
SAL11366,3,0,6,5,7,10,32,25,29,122,0,0,3,5,4,3,3,0,0,16,12,15,22,24,16,28,35,31,25,207,126,262,758,636,650,626,572,401,167,4201
SAL11367,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,10,0,5,0,20,9,19,19,27,24,39,22,9,4,181
SAL11368,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,5,5,22,8,22,31,29,40,58,39,13,4,245
SAL11369,0,0,0,4,0,6,13,3,3,28,0,0,0,0,5,5,3,4,3,11,9,6,6,17,8,0,0,3,0,60,47,58,114,135,107,78,58,25,11,631
SAL11370,0,0,0,4,3,9,15,17,12,59,0,3,8,0,4,4,3,3,0,26,14,43,99,36,30,27,14,8,4,280,82,479,1250,644,332,262,200,92,38,3390
SAL11371,0,0,4,10,18,47,98,103,46,326,0,0,9,10,10,24,39,38,20,141,10,8,56,70,52,55,58,49,20,382,124,361,927,911,853,727,631,446,148,5133
SAL11372,0,0,16,25,33,60,100,99,67,405,0,10,39,19,21,38,30,44,33,221,23,48,170,127,95,102,73,67,43,740,319,1220,2949,2880,2213,2370,1898,944,412,15205
SAL11373,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,12,8,17,22,31,35,26,13,4,169
SAL11374,0,0,0,0,0,0,8,4,3,26,0,0,0,0,0,0,0,0,0,3,8,0,0,4,5,3,6,9,0,42,45,85,110,132,166,121,88,64,6,823
SAL11375,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,0,0,20,0,0,7,16,21,38,31,6,3,120
SAL11376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,11,5,3,0,27
SAL11377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL11378,4,0,5,12,10,27,50,53,18,173,0,0,0,0,0,0,3,0,5,14,19,12,27,30,24,39,47,48,40,279,80,123,255,276,398,521,615,323,136,2737
SAL11379,0,0,0,0,0,6,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,13,3,6,3,6,20,34,37,6,0,118
SAL11380,0,11,31,86,91,159,200,122,45,741,0,5,50,39,70,149,127,65,44,553,27,25,76,44,39,60,77,54,38,444,285,750,1350,1147,1281,1529,1109,433,163,8060
SAL11381,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,12,4,4,15,17,3,0,61
SAL11382,0,0,0,0,0,0,0,3,3,9,0,0,3,0,3,0,0,0,0,6,4,7,30,11,12,14,15,19,35,150,23,139,532,399,266,240,233,206,126,2163
SAL11383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,16,0,7,6,11,11,14,13,4,6,75
SAL11384,4,3,5,10,14,42,63,56,34,227,0,0,4,0,0,4,0,4,4,22,13,14,49,32,32,33,38,74,63,349,168,390,980,741,730,711,720,419,217,5087
SAL11385,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,10,17,6,28,25,4,5,102
SAL11386,0,0,9,17,28,37,60,18,16,181,0,5,15,15,12,40,29,14,11,145,34,41,126,140,91,55,18,15,0,525,321,834,2210,2428,1347,725,386,113,36,8397
SAL11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,3,0,0,0,17
SAL11389,0,0,5,0,6,6,12,11,7,48,0,0,0,0,0,0,0,0,0,5,8,4,22,6,11,10,15,3,0,82,71,128,460,417,360,286,289,90,30,2128
SAL11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SAL11391,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,20,0,5,5,14,18,46,42,21,6,154
SAL11392,0,4,0,0,7,3,3,11,7,40,0,0,0,0,3,0,0,3,0,9,8,6,4,8,21,6,12,14,6,85,101,228,325,617,723,567,405,289,91,3339
SAL11393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,15
