SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL11806,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,9,4,15,0,15,..,0,0,0,29,29,409,9,4,15,29,450
SAL11807,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,6,4,10,0,10,..,6,0,6,26,26,452,12,4,11,26,486
SAL11808,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,33,0,0,0,0,33
SAL11809,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,25,0,25,..,81,48,128,0,128,..,5,0,5,151,156,1421,83,48,135,151,1699
SAL11810,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,25,0,0,0,0,25
SAL11811,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,50,9,53,0,57,..,0,0,0,31,31,1153,50,9,53,30,1233
SAL11812,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,15,0,15,..,0,0,0,5,5,286,11,0,15,5,306
SAL11813,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,9,0,0,0,8,27
SAL11814,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,12,0,12,..,0,0,0,17,17,161,11,0,12,17,189
SAL11815,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,3,3,160,3,0,3,3,165
SAL11816,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,178,8,0,8,0,186
SAL11817,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,10,0,0,0,4,19
SAL11818,0,8,0,8,..,5,0,6,0,6,..,5,0,5,0,3,..,5,5,11,0,11,..,80,11,90,3,97,..,328,47,374,6,385,..,29,3,31,862,890,9082,355,54,401,871,10359
SAL11819,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,3,0,3,0,3,..,32,3,34,0,34,..,0,0,3,53,50,729,34,8,37,53,820
SAL11820,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,73,0,0,0,10,88
SAL11821,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,79,0,0,0,10,90
SAL11822,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,3,3,22,7,0,7,3,26
SAL11823,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,42,0,0,0,0,43
SAL11824,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,78,78,175,0,0,0,78,248
SAL11825,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,94,94,0,0,0,0,94,94
SAL11826,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,56,5,0,5,0,57
SAL11827,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,70,0,0,0,9,80
SAL11828,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,111,0,0,0,8,118
SAL11829,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,41,17,61,0,61,..,74,23,97,0,103,..,0,0,3,270,271,1632,76,28,99,269,2003
SAL11830,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,22,104,0,0,0,22,124
SAL11831,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,3,0,3,0,3,..,30,5,36,0,37,..,120,18,137,3,143,..,12,5,14,157,171,3472,136,25,153,161,3785
SAL11832,0,30,0,30,..,11,0,17,0,17,..,6,0,11,0,11,..,33,4,39,0,39,..,87,25,110,0,110,..,999,102,1105,5,1106,..,14,0,16,133,148,1888,1012,107,1118,134,3139
SAL11833,0,6,0,6,..,31,4,33,0,33,..,3,0,3,0,3,..,26,3,31,0,31,..,85,13,91,3,100,..,1042,148,1192,12,1206,..,13,6,18,232,250,6767,1059,150,1217,245,8219
SAL11834,0,0,0,0,..,0,0,5,0,5,..,0,0,4,0,4,..,4,4,8,0,8,..,40,11,44,0,44,..,449,56,504,0,506,..,16,0,15,131,142,6339,458,55,518,131,6983
SAL11835,0,7,0,7,..,17,9,21,0,21,..,10,0,10,0,10,..,33,8,36,0,40,..,42,8,45,0,47,..,1444,292,1737,7,1745,..,18,5,22,135,158,4580,1460,296,1755,143,6480
SAL11836,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,9,0,0,0,0,9
SAL11837,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,6,0,6,..,8,3,7,0,7,..,56,5,58,5,65,..,3,0,3,142,145,2462,61,5,64,142,2677
SAL11838,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,13,0,13,..,0,0,0,27,27,208,13,4,13,27,246
SAL11839,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,22,7,32,0,32,..,0,0,0,14,14,614,22,7,32,14,656
SAL11840,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,4,4,28,4,0,4,4,34
SAL11841,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,12,12,161,10,0,10,12,180
SAL11842,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,21,21,610,4,0,6,21,642
SAL11843,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,21,0,0,0,3,25
SAL11844,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,14,0,0,0,0,14
SAL11845,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,5,3,9,0,9,..,44,5,51,0,50,..,441,74,513,0,515,..,13,0,13,200,214,3886,449,74,527,202,4614
SAL11846,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,12,0,12,..,9,0,6,0,6,..,92,14,105,0,105,..,0,0,0,19,26,869,90,14,101,19,997
SAL11847,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,5,0,5,..,6,0,12,0,12,..,45,14,52,0,52,..,0,0,0,36,42,839,43,9,58,36,934
SAL11848,0,0,0,0,..,5,0,7,0,7,..,0,0,0,0,0,..,13,9,22,6,23,..,48,6,52,3,52,..,330,59,390,5,394,..,15,0,15,417,429,3228,338,59,401,418,4057
SAL11849,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,46,14,65,0,65,..,4,3,3,42,50,721,56,17,68,42,834
SAL11850,0,6,0,6,..,15,0,19,0,19,..,0,0,0,0,0,..,17,6,23,0,23,..,135,14,148,9,162,..,888,122,1003,22,1023,..,29,3,29,467,498,7238,914,118,1037,488,8761
SAL11851,0,17,0,17,..,13,0,13,0,13,..,25,4,24,0,24,..,39,7,45,0,45,..,65,10,72,8,83,..,728,104,829,16,846,..,14,4,15,446,461,2385,736,108,847,455,3691
SAL11852,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,12,12,56,5,0,5,12,74
SAL11853,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,20,20,95,4,0,4,20,118
SAL11854,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,7,13,82,4,0,7,7,98
SAL11855,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
SAL11856,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,17,17,191,5,0,5,17,218
SAL11857,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,177,50,223,0,226,..,3,0,4,235,240,930,175,48,222,236,1388
SAL11858,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,56,6,62,0,62,..,0,0,0,111,111,1723,59,7,66,111,1900
SAL11859,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,6,0,6,..,0,0,0,3,3,226,5,0,6,3,233
SAL11860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,9,155,0,0,0,8,165
SAL11861,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,37,37,253,9,0,9,37,300
SAL11862,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,5,5,68,5,0,5,5,79
SAL11863,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,47,0,0,0,0,47
SAL11864,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,64,0,0,0,0,64
SAL11865,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,29,0,29,..,74,6,78,0,78,..,4,0,4,145,146,3160,78,6,75,145,3381
SAL11866,0,9,0,9,..,29,0,29,0,29,..,18,9,26,0,26,..,36,9,42,0,42,..,283,39,324,0,323,..,2226,219,2444,9,2453,..,53,5,61,312,367,10506,2278,221,2502,322,13332
SAL11867,8,130,3,136,..,16,3,18,0,18,..,14,3,14,0,14,..,18,7,24,0,24,..,394,52,448,8,458,..,3287,444,3737,35,3773,..,36,4,42,323,362,909,3321,455,3774,357,5043
SAL11868,0,0,0,0,..,6,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,3,26,0,26,..,0,0,0,22,26,430,21,3,28,22,478
SAL11869,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,5,5,76,4,0,4,5,84
SAL11870,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,21,0,0,0,4,26
SAL11871,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,7,7,32,5,0,5,7,36
SAL11872,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,18,18,315,10,0,10,18,346
SAL11873,0,30,0,30,..,6,3,11,0,11,..,17,0,20,0,20,..,13,12,26,0,26,..,218,44,261,0,260,..,1557,200,1758,7,1766,..,35,5,39,200,244,2390,1593,208,1799,213,4401
SAL11874,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL11875,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,56,63,591,11,0,11,56,661
SAL11876,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,21,21,339,6,0,6,21,365
SAL11877,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL11878,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,31,0,0,0,13,42
SAL11879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,10,..,18,0,24,0,24,..,0,0,0,14,14,428,18,0,24,17,468
SAL11880,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,10,0,10,..,55,12,65,0,70,..,0,4,4,117,124,1227,55,12,73,117,1413
SAL11881,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,26,0,26,..,78,14,87,0,90,..,13,0,12,264,274,1938,85,12,98,263,2300
SAL11882,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,22,5,20,..,0,0,0,36,36,295,16,0,22,42,357
SAL11883,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,17,0,0,0,3,22
SAL11884,0,8,0,8,..,840,506,1351,4,1350,..,9,3,14,0,14,..,158,12,170,0,170,..,106,25,130,5,132,..,4574,1382,5956,28,5984,..,57,30,90,739,831,1494,4634,1412,6044,768,8305
SAL11885,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
SAL11886,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,3,3,26,3,0,3,3,40
SAL11887,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,3,11,0,11,..,18,0,18,0,18,..,139,21,154,0,158,..,3,0,3,30,29,1092,145,21,158,31,1280
SAL11888,0,3,0,3,..,15,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,50,0,53,0,52,..,292,23,314,3,323,..,7,0,7,123,130,4627,302,23,326,123,5077
SAL11889,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,99,0,0,0,0,97
SAL11890,0,0,0,0,..,11,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,40,12,46,0,51,..,250,30,285,0,282,..,12,0,12,283,292,5571,263,30,293,286,6148
SAL11891,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,55,18,70,0,70,..,3,4,3,76,80,501,57,22,78,76,654
SAL11892,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,70,4,0,4,0,67
SAL11893,3,36,0,36,..,7,0,8,0,8,..,26,12,40,0,40,..,21,15,35,0,35,..,293,47,342,6,348,..,1763,279,2040,23,2059,..,47,18,59,476,540,3043,1805,292,2102,496,5643
SAL11894,0,0,0,0,..,11,8,21,0,21,..,5,6,6,0,6,..,318,202,518,0,520,..,88,38,127,4,130,..,1385,484,1870,18,1889,..,33,4,39,227,268,1106,1417,496,1912,244,3263
SAL11895,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,8,5,0,11,..,11,0,11,0,11,..,65,9,75,0,71,..,9,0,9,105,109,2654,67,9,79,106,2838
SAL11896,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,8
SAL11897,9,16,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,7,0,6,..,67,6,76,0,76,..,259,42,292,3,300,..,21,0,21,160,185,6089,279,43,319,166,6576
SAL11898,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,95,11,105,0,105,..,4,0,4,5,10,343,94,11,108,5,455
SAL11899,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,21,5,26,0,26,..,9,0,9,87,95,1107,27,5,34,87,1225
SAL11900,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,16,5,0,5,0,23
SAL11901,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,22,24,101,6,0,6,22,127
SAL11902,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,3,0,3,22,28,276,17,0,17,22,323
SAL11903,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,108,0,0,0,9,117
SAL11904,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,18,16,222,3,0,3,18,246
SAL11905,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,21,134,0,0,0,21,157
SAL11906,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,119,0,0,0,7,128
SAL11907,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,24,0,24,..,3,0,3,74,77,392,31,0,31,74,497
SAL11908,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
SAL11909,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,55,6,63,0,63,..,0,0,0,26,26,847,55,5,66,26,936
SAL11910,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,91,0,0,0,15,111
SAL11911,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,7,..,0,0,0,10,9,95,11,0,11,12,115
SAL11912,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,25,5,28,0,28,..,110,13,126,0,125,..,4,0,4,60,59,2601,115,13,128,61,2792
SAL11913,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,188,0,0,0,3,193
SAL11914,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,26,26,141,5,0,5,26,174
SAL11915,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,5,22,0,0,0,3,30
SAL11916,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,0,..,14,0,14,0,16,..,0,0,0,0,0,618,14,0,14,3,641
SAL11917,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,43,0,0,0,10,50
SAL11918,0,6,0,6,..,24,8,30,0,32,..,78,21,91,0,96,..,15,4,22,0,22,..,353,57,413,6,424,..,2270,389,2663,28,2687,..,49,11,61,285,348,2608,2323,405,2723,312,5647
SAL11919,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,42,7,45,0,47,..,177,44,216,5,227,..,11,0,11,186,197,1127,187,44,226,190,1547
SAL11920,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,6,6,295,5,0,5,6,302
SAL11921,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,8,11,19,0,19,..,69,12,77,5,81,..,255,59,314,4,321,..,22,0,22,256,279,5927,280,59,343,263,6528
SAL11922,0,16,0,16,..,23,7,25,0,25,..,72,7,84,0,84,..,621,304,927,7,931,..,1138,304,1440,11,1457,..,5708,1383,7093,40,7134,..,117,35,154,437,583,3802,5823,1421,7237,483,11521
SAL11923,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,7,7,461,4,0,4,7,471
SAL11924,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,22,0,22,..,194,20,208,0,211,..,12,0,11,104,117,2389,198,21,219,104,2712
SAL11925,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,11,75,0,0,0,14,89
SAL11926,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,6,7,49,3,0,8,6,66
SAL11927,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,5,13,0,9,..,34,9,42,0,40,..,0,0,0,140,144,1471,38,9,40,140,1650
SAL11928,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,34,0,36,..,0,0,0,14,14,976,26,3,34,16,1023
SAL11929,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,43,0,0,0,4,52
SAL11930,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,35,0,0,0,6,44
SAL11931,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,13,0,13,..,27,9,39,0,43,..,0,0,0,29,33,1338,28,9,41,34,1413
SAL11932,0,0,0,0,..,7,3,9,0,9,..,22,5,30,0,30,..,12,0,13,0,13,..,148,26,172,4,175,..,704,116,823,8,831,..,5,7,16,75,90,331,712,119,837,79,1248
SAL11933,4,112,5,113,..,14,0,14,0,14,..,7,0,7,0,7,..,57,7,63,0,63,..,254,13,262,6,265,..,1936,173,2115,18,2128,..,30,3,32,291,321,3207,1963,177,2141,308,5657
SAL11934,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,10
SAL11935,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,41,0,0,0,14,55
SAL11936,47,755,9,767,..,56,9,61,0,62,..,28,7,36,0,36,..,172,28,204,0,204,..,871,72,950,17,967,..,6679,1374,8056,83,8138,..,67,22,89,486,574,2946,6750,1397,8145,567,11660
SAL11937,45,459,5,461,..,77,57,137,0,139,..,24,10,38,0,38,..,122,24,149,0,149,..,669,62,733,28,757,..,5351,1225,6582,70,6647,..,71,23,99,681,779,1678,5430,1246,6674,752,9108
SAL11938,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,108,0,0,0,14,120
