SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC11766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,7,7
SSC11767,7,3,7,5,9,20,13,16,28,5,0,5,28,23,53,12,15,23,14,18,30,0,3,12,28,34,59,0,0,0,0,0,0,0,3,6,0,3,5,0,0,0,0,6,7,13,12,20,0,3,3,3,3,3,6,8,20,0,0,0,20,28,46,3,0,5,0,0,3,0,0,0,3,3,3,21,16,35,107,110,214
SSC11768,8,3,11,9,0,9,4,5,11,3,0,3,14,9,16,0,3,3,0,0,3,0,3,3,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,21,31,30,59
SSC11769,8,7,15,26,18,48,3,7,13,0,0,0,29,30,55,15,15,29,10,3,9,3,0,3,26,18,39,0,3,3,4,3,3,4,3,8,0,0,3,0,0,0,12,12,19,0,3,5,0,0,3,0,0,3,0,3,3,0,0,0,3,11,11,0,0,0,0,3,3,0,0,0,0,3,3,47,43,90,124,122,241
SSC11770,46,54,102,132,164,294,30,21,53,34,25,55,195,217,410,34,38,75,67,52,121,83,65,151,191,160,348,4,9,19,3,4,9,0,5,11,20,26,42,0,0,0,31,45,80,99,97,191,36,40,79,13,18,29,38,57,90,0,0,0,180,203,389,3,3,11,7,18,25,0,0,0,16,21,31,168,159,328,827,863,1691
SSC11771,0,0,0,0,3,3,0,0,0,0,0,3,6,3,4,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,15,18,31
SSC11772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3
SSC11773,4,0,4,6,4,15,4,9,12,0,0,0,12,7,27,7,0,6,7,10,15,5,5,12,16,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,12,17,43,45,85
SSC11774,69,62,131,138,116,247,71,81,149,31,24,49,240,216,456,40,63,106,177,57,231,10,10,25,227,133,360,5,6,13,0,9,12,21,3,25,10,15,26,0,0,0,36,39,73,32,51,82,6,16,26,3,7,9,20,50,73,0,0,0,66,126,190,0,6,6,5,11,21,0,0,3,8,23,31,151,140,289,795,726,1521
SSC11775,4,0,6,11,7,20,0,0,0,0,0,0,11,7,20,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,5,0,8,30,17,46
SSC11776,25,20,47,94,67,163,18,24,45,0,0,0,112,92,204,55,55,111,3,7,12,0,4,3,58,68,122,0,0,0,0,8,9,7,8,9,0,8,9,0,0,0,5,24,33,6,6,14,0,0,6,0,3,3,5,5,9,0,0,0,15,14,30,0,3,3,0,4,5,0,0,0,3,10,12,91,123,218,312,344,658
SSC11777,0,5,9,15,10,24,0,0,0,3,0,3,12,10,26,3,0,8,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27,37,37,79
SSC11778,29,33,62,97,117,213,43,42,87,15,16,32,158,170,332,57,69,121,29,24,56,3,6,10,84,99,185,3,4,6,0,0,4,13,5,16,14,16,30,0,0,0,28,29,55,3,3,6,5,3,10,3,0,3,8,18,28,0,0,3,16,25,44,5,3,11,0,8,8,0,0,0,5,10,13,82,71,152,407,440,846
SSC11779,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,4,13
SSC11780,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,9,11,16
SSC11781,217,249,463,705,597,1302,356,422,778,52,27,86,1120,1046,2160,333,302,637,310,392,700,36,47,87,675,748,1424,24,28,52,18,28,52,79,26,107,63,75,137,0,0,0,194,158,348,226,295,516,43,63,104,46,53,100,59,100,162,3,0,0,377,514,891,15,14,31,23,59,82,3,3,3,47,73,121,563,632,1201,3183,3417,6603
SSC11782,193,152,343,562,577,1136,200,176,380,3,14,13,764,769,1529,361,339,701,178,185,364,16,16,33,557,543,1103,12,19,30,15,30,42,58,38,93,80,107,187,0,0,5,168,191,361,47,58,103,21,28,49,3,20,27,44,71,112,0,0,0,115,167,281,11,18,29,30,48,76,0,3,5,40,75,108,933,959,1893,2764,2851,5619
SSC11783,0,3,6,6,0,6,0,0,4,0,0,0,7,0,8,0,0,3,0,3,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,5,15,14,30
SSC11784,0,4,4,4,9,14,4,3,5,0,0,0,8,7,17,5,4,13,0,0,0,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,22,40,34,46,83
SSC11785,13,11,18,34,42,82,0,5,5,15,9,24,52,57,105,19,29,47,13,10,23,22,16,32,47,59,104,0,3,3,0,0,0,10,3,11,0,5,5,0,0,0,13,12,27,8,16,27,3,6,11,3,0,3,6,9,14,0,0,0,17,28,47,3,0,3,0,0,3,0,0,0,3,3,11,35,25,63,184,193,377
SSC11786,5,0,7,17,18,41,0,3,6,3,5,8,26,25,48,24,21,41,3,9,8,4,9,15,34,34,65,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,9,3,13,6,15,20,0,0,0,0,0,0,0,4,7,0,0,0,15,18,26,0,0,0,0,3,3,0,0,0,0,3,3,23,20,45,102,105,205
SSC11787,0,0,0,3,0,3,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13
SSC11788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,5,10
SSC11790,221,174,401,676,608,1285,257,239,493,157,155,316,1085,1004,2092,435,424,864,244,223,466,86,89,175,764,732,1495,58,71,129,56,87,143,54,35,85,69,101,170,4,10,18,243,301,543,267,331,596,104,113,216,43,34,80,60,73,131,4,0,8,477,556,1033,60,98,159,57,78,133,0,3,3,118,177,293,916,964,1881,3824,3907,7736
SSC11791,53,49,103,138,126,259,73,81,157,33,29,60,236,240,478,71,89,164,62,65,131,16,10,30,153,165,325,8,9,11,10,14,24,23,4,29,9,22,30,0,3,4,44,47,97,58,73,126,11,15,27,7,11,20,9,19,28,0,0,0,85,125,208,3,9,9,11,19,28,0,0,0,16,24,37,142,172,312,739,827,1566
SSC11792,9,6,14,20,15,37,10,7,16,0,0,0,26,22,49,12,12,27,0,0,0,0,0,0,12,17,27,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,8,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,52,51,105,114,104,219
SSC11793,0,0,0,0,4,5,0,3,3,0,0,0,0,6,7,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,11,15,26
SSC11794,21,38,57,81,84,167,23,32,56,0,0,0,105,115,222,81,52,129,0,7,13,0,0,0,80,61,143,0,0,3,0,3,3,10,14,26,9,16,24,0,0,0,24,30,55,3,6,12,0,3,8,0,3,3,3,12,17,0,0,0,9,27,35,0,0,3,3,4,3,0,0,0,5,5,6,144,142,289,391,427,821
SSC11795,18,11,29,70,56,121,6,14,22,8,10,16,81,74,154,40,51,94,3,3,8,8,10,17,49,69,116,0,0,3,0,0,3,4,5,11,9,12,18,0,0,0,19,17,31,8,5,7,0,7,7,0,0,0,6,10,18,0,0,0,11,22,29,0,0,0,0,0,0,0,0,0,0,3,3,54,55,111,235,244,473
SSC11796,0,0,0,9,4,14,3,0,4,0,0,0,14,7,20,5,5,6,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,17,27,36,29,68
SSC11797,0,0,0,10,3,12,0,0,0,0,0,0,7,0,10,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,22,11,31
SSC11798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11799,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,10,13,22
SSC11800,4,0,4,7,5,19,3,4,7,3,0,3,13,14,24,8,5,12,0,3,3,0,0,0,6,7,16,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,34,47,44,90
SSC11801,7,3,9,5,6,14,14,5,15,3,8,6,21,15,35,15,15,23,0,0,0,0,3,3,17,18,29,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,5,12,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,15,21,55,63,114
SSC11802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,4,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,4,15
SSC11803,18,8,26,54,38,87,22,11,37,0,0,0,75,46,125,33,46,82,15,13,27,0,3,4,52,62,109,0,4,4,0,0,0,3,4,13,4,4,8,0,0,0,9,19,26,3,6,7,0,0,0,0,3,3,3,5,8,0,0,0,3,17,22,3,3,6,0,3,3,0,0,0,3,4,9,75,79,151,226,238,457
SSC11804,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11805,16,8,23,56,52,106,11,6,18,10,8,18,73,71,141,25,13,44,12,17,24,8,10,22,45,40,86,0,0,3,0,0,0,8,0,7,3,5,5,0,0,0,13,7,18,11,5,11,3,3,4,0,3,4,5,19,24,0,0,0,20,27,46,0,0,0,3,3,4,0,0,0,3,3,5,45,32,84,211,188,395
SSC11806,6,0,6,12,8,20,9,0,12,0,0,0,21,10,30,9,3,9,3,7,6,0,0,0,12,11,19,0,0,4,0,0,0,0,3,3,0,0,3,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,42,38,79
SSC11807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11808,0,0,0,3,13,11,0,0,0,0,0,0,3,14,15,0,4,5,0,0,0,3,0,3,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,30,20,54,37,42,78
SSC11809,6,3,7,5,7,12,0,0,0,0,4,4,8,16,20,3,0,0,0,0,0,0,0,3,4,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,19,33,31,43,76
SSC11810,3,3,3,12,18,28,6,3,9,0,0,0,17,19,35,6,3,7,0,0,3,0,0,0,11,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,38,38,81
SSC11811,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11812,117,123,235,289,256,551,139,142,279,21,29,47,446,422,869,138,118,257,104,118,226,30,29,60,276,268,541,5,12,17,4,18,16,32,31,61,15,63,80,0,0,0,60,122,174,10,16,26,5,11,16,5,15,18,28,64,87,0,0,0,42,107,152,6,10,12,12,26,32,0,0,0,12,31,44,413,463,875,1364,1532,2890
SSC11813,8,5,16,24,31,57,0,0,0,0,0,0,28,30,58,13,16,28,0,3,4,0,0,0,17,20,31,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,3,3,12,3,0,0,0,0,0,0,0,0,0,7,14,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,23,18,38,87,89,172
SSC11814,0,0,0,3,0,3,3,3,7,0,0,0,4,4,10,0,0,3,5,0,10,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,9,29
SSC11815,0,0,0,3,5,10,0,0,0,0,0,0,3,5,11,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,6,9,14,21
SSC11816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11817,3,0,4,3,0,3,7,3,7,4,3,5,15,6,15,3,0,3,3,3,4,3,3,7,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26,38,33,73
SSC11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,120,0,120
SSC11819,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33,22,23,45
SSC11820,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9
SSC11821,0,3,3,5,8,17,0,0,0,7,0,10,16,10,18,0,0,0,0,3,3,3,3,6,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,15,10,21,34,29,65
SSC11822,19,21,33,73,78,145,24,34,59,0,4,5,101,110,211,47,30,73,6,14,21,3,3,3,54,44,96,0,4,4,0,0,3,8,0,5,3,12,17,0,0,3,13,18,34,3,7,9,0,6,5,0,3,5,0,14,12,0,0,3,4,27,36,0,0,0,3,3,11,0,0,0,3,9,8,93,91,182,283,320,598
SSC11823,0,0,0,7,3,9,0,0,0,0,0,0,7,7,16,11,9,16,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,20,29,46
SSC11824,44,33,79,107,84,189,21,30,50,3,5,13,134,117,250,85,72,160,25,19,40,12,4,14,118,97,214,3,3,7,3,5,3,17,12,25,6,14,23,0,0,0,29,31,63,12,13,27,0,12,10,4,5,9,10,18,29,0,0,0,26,50,72,3,3,3,4,10,11,0,0,0,7,14,14,84,85,172,436,423,861
SSC11825,28,21,51,81,70,149,23,19,47,8,3,11,115,90,208,50,29,79,35,24,56,3,8,12,85,63,148,5,10,15,8,10,21,9,3,18,3,13,16,0,0,0,32,38,73,347,272,626,197,107,302,25,8,28,15,25,47,0,0,0,583,422,1003,4,3,11,3,7,10,0,0,0,8,6,18,68,51,120,925,694,1615
SSC11826,73,61,139,247,182,426,78,60,138,12,12,21,328,250,579,149,129,281,53,54,105,15,10,26,211,196,405,9,14,27,4,12,15,34,12,50,20,39,65,0,0,0,71,82,145,59,83,141,13,15,33,11,16,30,31,45,83,0,0,0,122,164,285,3,6,6,10,25,29,0,0,0,11,32,39,156,169,323,976,955,1924
SSC11827,85,69,157,330,290,620,66,70,133,12,8,19,409,369,774,235,212,449,68,61,129,12,28,45,315,306,626,4,7,16,3,3,3,36,7,44,18,16,31,0,0,0,64,35,97,97,114,213,3,18,19,15,19,33,26,39,67,0,0,0,144,189,330,0,0,3,7,14,25,0,0,0,8,19,24,103,122,221,1125,1103,2229
SSC11828,46,54,95,182,160,345,77,76,158,50,53,103,314,289,596,59,61,122,132,97,231,100,74,174,296,233,524,4,5,8,6,7,14,13,0,13,9,18,28,0,0,0,33,25,65,109,81,199,29,29,57,19,10,30,28,56,89,0,3,4,188,179,374,5,6,16,14,17,25,0,0,0,21,25,39,145,153,299,1038,952,1991
SSC11829,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
SSC11830,30,25,52,81,50,136,21,26,45,4,7,13,109,80,188,36,56,93,16,14,27,3,7,7,59,77,127,3,4,3,0,0,3,10,11,18,9,10,15,0,0,0,22,21,40,10,14,25,0,13,13,6,3,7,0,11,12,0,0,0,16,42,60,0,4,3,4,12,12,0,0,0,5,15,16,70,85,157,306,336,643
SSC11831,3,0,6,11,14,25,0,0,0,0,0,0,11,14,26,5,9,11,0,0,0,0,0,0,3,10,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,19,32,39,45,83
SSC11832,3,3,10,25,25,43,0,4,4,0,0,0,24,29,48,18,19,37,0,3,5,0,0,0,18,24,45,0,0,0,0,4,4,0,0,3,0,6,5,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,18,13,23,72,75,147
SSC11833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,5,10
SSC11834,0,3,0,3,4,10,5,0,5,0,0,3,10,4,17,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,22,18,40
SSC11835,4,0,3,18,19,36,3,7,13,9,3,5,30,33,57,7,3,11,5,5,13,4,3,7,17,18,36,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,7,4,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,16,31,77,74,150
SSC11836,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC11837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC11838,18,28,48,81,76,164,12,19,33,6,9,16,102,111,214,56,81,143,19,13,33,14,19,29,86,115,200,3,11,19,11,4,16,17,14,26,26,19,41,0,0,0,55,45,97,82,124,201,36,43,78,15,21,30,33,50,83,0,0,0,158,229,392,0,3,4,5,10,16,0,0,0,12,17,23,143,156,298,576,702,1276
