SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC12188,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,0,13,4,7,19,34,57,67,30,13,4,238
SSC12189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,4,3,0,0,0,18
SSC12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12191,0,0,0,0,0,3,4,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,14,4,6,14,12,24,37,42,11,3,163
SSC12192,0,0,0,0,3,7,17,5,0,36,0,0,0,0,0,0,0,4,0,4,3,0,0,8,3,18,17,13,0,56,11,12,19,44,64,80,66,40,10,348
SSC12193,3,13,12,21,16,37,69,58,24,254,0,4,11,10,0,3,8,0,0,33,19,33,62,43,51,63,52,47,22,394,225,491,1072,851,809,820,713,389,132,5503
SSC12194,0,0,3,4,6,22,25,18,12,80,0,0,0,0,0,0,0,0,0,3,4,3,13,13,16,22,23,16,6,119,61,92,258,265,261,279,237,105,25,1580
SSC12195,0,0,0,0,4,3,9,0,0,23,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,17,4,0,0,38,8,20,35,33,55,67,38,10,3,274
SSC12196,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,10,12,20,7,0,64
SSC12197,0,0,0,4,3,13,8,8,6,41,0,0,0,0,0,0,5,0,0,5,9,6,19,27,19,29,26,23,8,159,47,87,247,300,354,418,305,134,32,1930
SSC12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12199,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,19,40,21,28,14,10,0,0,141,16,57,132,105,87,79,25,4,5,509
SSC12200,0,0,3,0,6,12,11,17,12,70,0,0,0,0,0,0,0,0,0,6,4,0,11,20,20,24,22,29,17,138,81,221,450,603,514,402,328,255,120,2963
SSC12201,0,0,0,0,5,3,5,12,9,31,0,0,0,0,0,0,0,0,3,4,0,8,6,10,12,3,4,3,3,55,18,46,143,150,155,105,78,82,40,817
SSC12202,0,0,0,0,5,4,8,0,0,21,0,0,0,0,0,0,0,0,0,0,4,4,0,3,10,10,9,7,0,49,10,15,15,45,64,72,64,23,7,317
SSC12203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,4,16,4,4,0,37
SSC12204,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,11,3,3,0,15,3,12,8,11,27,53,17,7,3,151
SSC12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7
SSC12206,0,0,0,0,4,0,14,12,0,40,0,0,0,0,0,0,0,0,0,0,4,3,0,3,10,3,10,6,4,50,19,32,46,66,108,77,90,33,10,485
SSC12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12
SSC12208,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,0,7,17,22,15,6,0,64
SSC12209,0,0,0,3,3,11,7,0,3,28,0,0,0,0,0,0,0,0,0,0,4,0,5,19,8,7,22,0,4,72,16,23,48,92,87,110,80,15,9,481
SSC12210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,12,0,0,5,8,10,26,16,3,0,61
SSC12211,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,17,33,35,20,13,0,137
SSC12212,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,18,3,5,6,24,26,35,20,0,0,122
SSC12213,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,8,5,3,18,12,21,10,3,0,78
SSC12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,13,11,8,0,0,36
SSC12215,0,0,0,0,3,6,13,3,3,33,0,0,0,0,0,0,3,0,0,3,7,3,4,0,7,11,3,5,0,42,25,57,71,90,133,112,118,37,10,658
SSC12216,0,0,3,4,3,6,19,9,9,49,0,0,0,0,0,0,0,0,0,0,7,3,10,24,13,22,29,17,0,118,46,98,249,348,319,258,204,88,12,1623
SSC12217,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,9,26,24,15,23,10,10,7,114,20,69,300,267,208,193,149,64,24,1287
SSC12218,0,0,0,4,7,14,28,14,12,74,0,0,0,0,0,0,0,3,0,6,8,8,17,16,30,42,43,10,6,178,92,182,242,361,492,482,364,133,54,2401
SSC12219,0,0,0,0,5,0,5,9,3,27,0,0,0,0,0,0,3,0,0,0,10,7,4,10,19,17,19,10,0,100,57,58,100,201,238,191,145,45,15,1039
SSC12220,0,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,10,0,3,3,6,4,10,0,0,41,24,42,50,63,120,115,67,13,12,508
SSC12221,0,8,7,13,36,75,94,59,68,367,0,0,0,0,7,0,0,0,3,12,19,34,68,43,55,73,79,96,67,536,192,406,773,677,747,772,650,337,209,4762
SSC12222,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,5,13,7,23,14,3,0,0,64
SSC12223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,0,0,0,16
SSC12224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,3,3,8,7,3,3,0,0,32
SSC12225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,11,4,3,3,0,0,36
SSC12226,0,0,0,0,0,12,22,29,5,69,0,0,0,0,0,0,9,3,0,16,4,12,11,5,11,15,13,14,0,77,24,48,107,113,132,119,95,78,18,732
SSC12227,0,0,0,0,0,0,5,4,3,15,0,0,4,0,3,3,0,0,3,11,0,0,4,3,11,8,7,3,0,34,34,65,96,109,179,132,94,61,22,785
SSC12228,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,13,0,6,14,10,21,32,16,11,7,113
SSC12229,0,0,3,7,4,19,45,45,44,173,0,0,0,0,0,0,3,0,0,8,17,11,12,20,42,40,42,41,40,271,63,99,200,180,262,335,276,191,130,1749
SSC12230,0,0,0,0,3,4,8,7,5,25,0,0,0,0,0,0,3,0,0,5,0,3,0,5,3,6,9,3,0,30,16,37,31,57,61,57,40,20,8,324
SSC12231,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,3,17,0,3,5,18,26,47,11,4,9,121
SSC12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,12,9,22,22,19,10,0,102
SSC12233,0,0,0,0,0,5,7,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,4,3,0,23,13,14,25,48,50,52,59,22,3,271
SSC12234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,16,12,18,20,5,0,84
SSC12235,0,0,0,0,0,3,3,0,3,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,19,17,4,22,38,58,66,54,10,0,271
SSC12236,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,4,8,11,10,3,3,42
SSC12237,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,15,3,0,36,3,7,5,13,33,39,44,13,0,169
SSC12238,0,0,5,11,11,35,42,41,11,155,0,0,0,0,0,0,0,0,0,3,14,18,20,34,45,39,42,41,9,260,157,308,606,728,835,871,739,337,85,4661
SSC12239,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,6,11,3,0,35,3,11,33,24,40,35,26,14,0,193
SSC12240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
SSC12241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
SSC12242,0,0,4,4,3,19,20,34,17,105,0,0,0,0,0,0,3,0,0,3,13,7,27,30,18,20,34,23,3,181,46,89,176,169,143,178,156,98,46,1097
SSC12243,0,0,0,4,13,19,32,12,11,90,0,0,0,3,0,0,0,4,0,7,5,8,12,12,25,27,43,36,9,170,86,115,208,356,501,520,667,258,62,2777
SSC12244,0,0,0,0,0,5,9,6,0,17,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,9,3,11,5,31,3,9,19,27,39,113,110,57,21,399
SSC12245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,7,8,4,0,0,28
SSC12246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,0,4,8,13,17,10,13,0,0,72
SSC12247,0,3,9,6,23,48,59,55,41,235,0,0,0,0,0,0,4,3,0,7,16,10,24,18,43,48,73,104,103,440,102,209,307,294,440,519,473,378,223,2951
SSC12248,3,0,8,11,21,50,102,125,38,363,0,0,0,0,7,14,21,30,16,90,7,9,26,37,39,40,30,44,10,246,98,230,506,486,474,425,347,313,92,2967
SSC12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,3,9,0,0,42
SSC12250,0,0,3,7,18,28,49,44,37,196,0,0,0,0,3,0,3,15,3,23,5,10,23,24,30,37,41,57,8,239,80,212,408,338,439,427,313,258,87,2571
SSC12251,0,0,0,0,3,8,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,21,9,17,35,46,70,62,54,19,5,321
SSC12252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12253,3,0,3,6,14,37,84,49,24,224,0,0,0,0,0,0,0,0,0,3,11,26,20,37,42,50,81,86,21,376,137,295,492,492,664,683,820,536,107,4234
SSC12254,0,0,0,0,0,3,10,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,4,5,10,0,33,11,23,34,50,119,119,87,56,15,520
SSC12255,0,0,3,0,9,6,19,10,3,42,0,0,0,0,0,0,0,0,0,5,3,3,8,3,11,13,5,4,0,53,29,37,73,97,168,123,78,32,9,650
SSC12256,0,0,0,0,0,3,12,4,5,23,0,0,0,0,0,0,0,0,0,6,0,6,3,0,9,14,9,3,0,40,47,88,122,154,239,222,138,64,14,1093
SSC12257,4,55,172,143,139,134,164,141,81,1044,3,43,116,70,71,82,73,75,35,579,42,74,293,176,108,99,82,88,88,1048,405,1221,3512,2605,1658,1273,760,493,287,12222
SSC12258,0,0,0,0,3,3,3,7,0,19,0,0,0,0,0,0,3,0,0,3,0,0,3,3,11,4,3,0,0,24,27,16,33,60,85,55,40,13,7,322
SSC12259,0,0,0,0,5,5,17,22,3,63,0,0,0,0,0,0,0,0,0,3,3,0,11,3,12,12,16,15,14,84,15,14,87,109,133,166,255,147,43,971
SSC12260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,12,0,0,13,16,11,9,10,5,0,62
SSC12261,3,7,13,23,40,84,61,82,31,340,0,0,6,10,3,18,9,7,0,57,32,39,87,72,105,104,53,70,29,591,229,513,1168,1035,1038,980,487,376,127,5941
SSC12262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,3,7,3,17,21,13,3,0,0,61
SSC12263,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,5,0,3,0,35,16,13,22,69,58,56,32,11,3,278
SSC12264,0,0,6,9,13,29,27,47,29,170,0,0,0,5,3,5,3,3,0,21,4,7,37,17,28,34,32,36,21,215,117,329,613,659,727,605,392,237,112,3800
SSC12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,0,14
SSC12266,0,0,3,8,5,8,21,38,38,121,0,0,0,0,0,6,0,3,7,24,14,22,82,105,60,50,43,46,29,456,152,497,1789,1968,1398,1013,847,505,313,8484
SSC12267,0,4,0,5,12,7,26,27,16,95,0,0,3,4,0,10,14,9,3,45,10,48,175,111,45,51,62,42,61,603,134,698,2821,2053,1236,998,638,387,262,9226
SSC12268,3,0,3,0,0,7,8,9,10,37,0,0,0,0,0,0,4,4,0,10,3,3,23,8,7,16,12,12,9,95,40,135,350,416,340,314,184,96,41,1922
SSC12269,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,13,12,11,0,0,36
SSC12270,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,6,0,28,12,12,21,41,51,62,21,15,3,227
SSC12271,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,4,0,6,13,17,0,0,43
SSC12272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,14
SSC12273,0,0,0,0,3,9,13,21,4,43,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,6,3,0,33,19,14,36,65,82,112,89,40,9,457
SSC12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC12275,0,0,11,14,28,28,28,29,6,144,0,0,0,14,20,27,12,8,4,87,6,13,30,12,18,25,19,9,4,148,82,186,334,312,378,312,229,124,33,1994
SSC12276,0,0,0,0,0,5,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,4,6,8,9,4,10,9,3,56,29,49,79,137,131,122,126,65,13,745
SSC12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,3,5,7,9,4,5,0,32
SSC12278,0,0,0,0,6,8,14,8,6,42,0,0,0,0,0,0,0,0,0,0,3,0,14,19,20,3,13,8,38,111,47,89,241,261,258,209,158,58,62,1389
SSC12279,0,0,0,0,5,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,3,10,7,13,0,0,0,41,20,10,24,62,54,67,37,10,0,279
SSC12280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,16,4,13,0,9,0,44
SSC12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,8,3,6,0,8,25,8,11,7,0,65
SSC12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,15
SSC12283,0,0,0,5,9,19,42,46,29,152,0,0,0,0,0,0,0,0,0,5,0,3,9,9,12,28,60,72,56,249,20,32,88,107,201,327,436,383,195,1787
SSC12284,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,7,0,0,16
SSC12285,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,32,22,4,11,7,8,4,92,9,63,221,166,107,113,112,47,20,861
SSC12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,8,0,3,0,0,23
SSC12287,8,11,34,36,60,93,149,149,107,658,0,3,17,28,30,16,16,11,7,120,53,72,140,122,141,160,147,158,52,1043,369,839,1626,1430,1501,1695,1347,809,308,9905
SSC12288,0,0,3,0,3,16,24,20,5,69,0,0,0,0,0,0,0,0,0,0,4,4,8,3,12,27,22,25,4,107,26,28,79,68,143,191,202,101,18,845
SSC12289,0,3,3,3,5,12,9,21,15,64,0,0,0,0,0,0,0,0,0,10,7,7,7,18,13,27,19,18,4,135,63,131,243,301,413,461,266,123,44,2052
SSC12290,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,8,7,3,0,42,7,4,12,19,23,29,18,20,0,131
SSC12291,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,13,12,32,26,11,5,0,113
SSC12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12293,4,7,22,23,42,85,100,126,58,465,0,0,0,0,5,0,9,10,5,34,55,38,76,92,122,130,132,101,75,832,269,468,981,956,1161,1104,825,570,215,6549
SSC12294,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,17,3,0,3,13,4,6,9,4,0,54
SSC12295,0,0,4,0,0,7,4,0,0,19,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,7,3,0,0,25,7,20,23,33,34,45,21,4,0,190
SSC12296,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,18,0,7,10,16,27,26,23,3,3,119
SSC12297,5,0,3,6,26,44,98,151,50,380,0,0,0,4,5,7,23,26,16,78,18,72,234,220,152,90,102,55,59,998,184,922,2525,2901,1986,1340,926,502,231,11520
SSC12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,3,0,0,3,0,7
SSC12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,7,7,7,6,0,50
SSC12300,0,0,3,8,7,17,36,22,6,98,0,0,0,0,0,0,0,0,0,3,12,12,13,20,21,48,65,17,10,220,46,89,229,248,314,487,503,173,45,2133
SSC12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,6,3,3,9,18,3,3,3,0,46
SSC12303,0,0,0,0,7,20,26,27,19,97,0,0,0,0,0,0,0,0,0,7,17,17,27,54,57,63,55,22,10,328,124,237,614,896,991,1015,627,244,107,4853
SSC12304,0,0,0,3,0,4,18,11,9,43,0,0,0,4,0,0,0,0,0,3,10,11,10,13,28,15,10,4,0,106,68,124,223,367,333,296,334,101,33,1890
SSC12305,0,0,3,9,17,48,66,61,17,219,0,0,0,3,0,20,8,16,5,58,8,8,65,35,46,40,32,30,6,268,85,208,591,446,418,373,299,182,38,2646
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,0,0,21
SSC12307,7,10,22,19,48,66,94,38,3,299,0,0,3,4,6,6,7,8,3,31,37,43,63,90,87,65,92,47,3,535,210,348,579,553,614,440,450,188,24,3401
SSC12308,3,3,12,23,64,80,103,54,12,356,0,0,12,3,11,12,7,10,3,57,28,35,95,87,70,77,92,54,13,556,256,695,1557,1333,1161,1156,952,358,93,7548
SSC12309,0,0,3,4,4,14,20,25,30,100,0,0,0,0,4,0,3,3,0,11,15,16,24,37,48,101,108,85,45,477,164,255,323,463,554,800,804,397,190,3960
SSC12310,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,3,5,3,7,4,0,30
SSC12311,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,3,3,9,8,0,32
SSC12312,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,3,9,0,3,3,0,22,5,10,17,20,25,17,12,7,0,114
SSC12313,0,0,0,0,3,14,26,30,23,99,0,0,0,3,0,3,14,7,3,35,14,18,70,35,38,28,26,18,7,244,81,269,656,501,406,349,200,131,79,2678
SSC12314,0,0,0,0,0,6,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,10,13,15,19,36,16,6,0,113
SSC12315,0,0,0,3,0,8,6,0,0,25,0,0,0,3,0,0,0,0,0,10,5,8,29,39,7,20,18,0,0,127,48,137,456,471,242,218,99,30,10,1707
SSC12316,3,12,41,58,131,203,174,111,52,773,0,31,84,46,72,111,89,57,45,543,61,126,312,174,144,168,109,71,58,1222,521,1864,4501,2653,2421,2260,1091,560,258,16129
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,0,3,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,6,3,9,9,10,15,10,0,3,65,17,16,42,62,75,48,40,11,5,330
SSC12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,6,0,25,3,5,37,27,53,45,25,16,5,217
SSC12320,0,3,9,8,17,41,67,38,7,183,0,0,0,0,3,3,5,5,0,24,8,22,32,31,46,43,76,55,4,323,37,100,211,226,322,367,385,206,39,1886
SSC12321,0,0,0,3,0,6,3,7,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,9,10,11,0,44,15,21,44,68,69,108,144,47,10,530
SSC12322,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,4,0,31,37,96,96,159,219,216,126,70,24,1035
SSC12323,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,7,3,0,0,32,4,7,11,21,40,59,31,0,4,173
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,15,3,5,0,29
SSC12325,0,3,3,11,17,34,64,69,47,253,0,0,0,5,4,4,7,17,14,54,15,21,81,96,79,64,46,38,40,485,118,317,878,1441,1290,841,525,253,166,5824
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC12327,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,9,9,3,17,24,18,11,0,97
SSC12328,0,0,0,0,3,3,4,0,3,17,0,0,0,0,0,0,0,0,0,3,0,0,6,6,5,4,9,5,0,43,8,12,48,32,56,50,38,15,5,261
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8
SSC12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,4,17,14,14,18,9,3,0,78
SSC12331,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,7,9,6,0,35
SSC12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8
SSC12333,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,21,0,6,13,17,40,50,42,15,4,176
SSC12334,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,7,10,4,3,45
SSC12335,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,3,5,7,0,0,0,23,15,23,55,62,78,88,54,20,3,393
SSC12336,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,8,4,14,21,26,30,35,41,14,4,192
SSC12337,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,17
SSC12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,8
SSC12339,0,0,3,0,4,11,21,29,31,92,0,0,0,0,3,5,4,5,4,35,17,27,32,49,82,53,50,44,24,380,238,586,1003,1313,1497,1137,804,498,261,7335
SSC12340,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,7,3,3,0,31
SSC12341,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,3,0,6,6,34,15,42,68,49,30,28,7,270
