SSC_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SSC11033,0,0,0,9,3,0,11,42,4,59
SSC11034,0,0,0,0,0,0,0,4,0,3
SSC11035,0,0,0,0,0,0,0,0,0,0
SSC11036,160,70,235,869,352,30,1251,3573,803,5626
SSC11037,0,0,0,7,4,0,15,84,15,117
SSC11038,8,0,8,46,26,3,67,397,94,557
SSC11039,0,0,0,3,0,0,3,4,3,14
SSC11040,0,0,0,7,0,0,3,10,4,18
SSC11041,11,4,8,77,57,0,136,415,125,675
SSC11042,0,0,0,0,0,0,0,5,0,8
SSC11043,116,21,144,388,203,19,612,1722,350,2679
SSC11044,65,10,79,322,136,5,466,1297,418,2179
SSC11045,0,0,0,0,0,0,0,3,3,3
SSC11046,0,0,3,40,22,3,59,144,31,236
SSC11047,7,0,7,88,35,3,122,278,44,443
SSC11048,0,0,0,30,15,4,49,74,10,133
SSC11049,3,0,3,34,22,3,54,136,40,235
SSC11050,0,0,0,0,0,0,0,9,7,15
SSC11051,9,0,11,65,29,0,94,226,37,354
SSC11052,251,35,284,815,386,39,1241,2941,322,4500
SSC11053,233,42,277,831,417,52,1302,3795,523,5625
SSC11054,0,0,0,22,3,0,28,34,0,71
SSC11055,0,0,0,18,5,4,18,59,8,92
SSC11056,14,4,22,545,210,33,780,1244,137,2161
SSC11057,0,0,0,20,0,3,27,50,19,90
SSC11058,0,0,0,10,0,0,12,33,3,54
SSC11059,0,0,0,4,0,0,4,24,6,37
SSC11060,3,0,3,28,15,3,48,170,33,254
SSC11061,0,0,0,3,0,0,3,5,0,11
SSC11062,0,0,0,0,0,0,0,0,0,3
SSC11063,39,3,43,146,64,7,216,684,136,1038
SSC11064,0,5,3,13,3,0,16,81,33,129
SSC11065,3,0,9,134,41,7,183,432,59,673
SSC11066,0,0,0,3,0,0,4,7,3,10
SSC11067,0,0,0,0,3,0,3,14,5,21
SSC11068,3,0,3,21,24,0,42,128,28,202
SSC11069,0,0,0,0,0,0,0,0,0,0
SSC11070,40,0,46,788,342,32,1159,2408,123,3699
SSC11071,0,0,0,6,0,0,12,11,0,24
SSC11072,3,0,3,21,5,0,31,50,10,88
SSC11073,7,0,11,320,99,19,428,778,96,1308
SSC11074,0,0,0,19,0,0,19,30,9,58
SSC11075,176,9,193,761,361,26,1149,3088,256,4492
SSC11076,0,0,0,46,18,3,67,181,15,262
SSC11077,0,0,0,9,4,0,9,46,10,62
SSC11078,0,0,0,4,4,0,12,28,4,42
SSC11079,0,0,0,8,6,0,20,41,0,53
SSC11080,150,70,219,715,374,28,1120,2964,510,4583
SSC11081,0,0,0,0,0,0,0,9,0,10
SSC11082,235,27,265,1016,452,47,1513,3529,333,5375
SSC11083,0,0,0,0,0,0,0,3,0,3
SSC11084,0,0,0,0,0,0,0,9,3,13
SSC11085,0,0,0,3,3,0,7,43,3,59
SSC11086,0,0,5,12,9,0,21,52,23,93
SSC11087,0,0,0,3,0,0,3,20,0,19
SSC11088,0,0,0,3,3,0,4,22,4,33
SSC11089,0,0,0,3,0,0,6,24,0,29
SSC11090,0,0,0,13,7,0,18,45,7,72
SSC11091,0,0,0,12,3,0,13,20,7,44
SSC11092,0,0,0,3,0,0,3,0,3,5
SSC11093,0,0,0,50,25,0,78,145,15,243
SSC11094,9,0,9,160,78,8,250,495,78,817
SSC11095,0,0,0,6,5,0,14,31,14,56
SSC11096,0,0,0,3,0,0,4,5,0,7
SSC11097,6,3,9,115,39,12,167,305,39,512
SSC11098,5,0,5,7,3,0,14,44,14,76
SSC11099,334,59,401,1288,609,65,1964,5424,879,8267
SSC11100,0,0,0,8,3,0,12,28,7,43
SSC11101,0,0,0,0,0,0,0,3,0,4
SSC11102,4,0,4,38,16,0,64,143,44,247
SSC11103,0,0,0,35,8,3,43,88,20,153
SSC11104,0,0,0,0,0,0,0,27,0,26
SSC11105,71,14,86,2996,1056,169,4218,7116,783,12119
SSC11106,0,0,0,0,0,0,0,3,0,3
SSC11107,3,0,3,6,3,0,16,75,16,104
SSC11108,0,0,0,0,0,0,0,4,0,4
SSC11109,0,0,0,6,0,0,8,30,3,42
SSC11110,0,0,0,3,0,4,4,26,0,31
SSC11111,0,0,0,5,4,3,7,20,0,29
SSC11112,150,25,174,1789,599,43,2441,6392,717,9554
SSC11113,33,0,38,344,162,11,517,1380,185,2081
SSC11114,22,11,36,204,78,7,289,826,158,1274
SSC11115,71,8,77,692,260,17,968,2540,314,3826
SSC11116,23,4,25,331,94,7,434,1152,143,1732
SSC11117,0,0,0,8,7,0,12,29,0,42
SSC11118,215,21,242,1486,567,60,2110,3563,327,5994
SSC11119,400,67,478,2365,1441,74,3876,10510,1455,15844
SSC11120,0,0,0,18,4,0,21,23,8,49
SSC11121,3,0,3,20,13,0,36,81,16,133
SSC11122,0,0,0,3,3,0,7,40,13,56
SSC11123,86,16,96,352,186,12,556,1449,205,2211
SSC11124,3,0,3,14,10,0,21,76,7,96
SSC11125,0,0,0,19,0,5,27,56,13,92
SSC11126,0,0,0,3,3,0,8,7,0,17
SSC11127,6,0,4,108,34,7,149,227,38,407
SSC11128,13,0,13,116,52,7,171,241,28,436
SSC11129,0,0,0,0,0,0,0,0,3,3
SSC11130,0,0,0,12,7,0,16,47,11,71
SSC11131,33,9,39,713,192,9,919,2861,381,4160
SSC11132,0,0,0,5,3,0,10,37,3,51
SSC11133,0,0,0,0,0,0,0,0,0,0
SSC11134,286,27,319,1690,530,67,2293,6077,489,8864
SSC11135,190,18,215,1872,539,52,2459,6078,463,9004
SSC11136,3,0,3,3,6,0,13,34,8,56
SSC11137,0,0,0,14,3,0,15,21,0,28
SSC11138,0,0,0,35,9,0,48,135,17,201
SSC11139,0,0,0,5,0,0,5,16,4,25
SSC11140,10,0,10,102,38,7,149,259,32,446
SSC11141,0,0,0,12,3,0,14,12,3,31
SSC11142,0,0,0,3,3,0,6,21,3,25
SSC11143,20,3,18,145,72,10,227,409,39,675
SSC11144,0,0,3,63,17,3,91,140,25,254
SSC11145,9,0,9,36,21,3,61,165,13,243
SSC11146,132,17,149,314,202,16,536,1697,250,2487
SSC11147,36,5,41,233,102,20,350,687,106,1143
SSC11148,4,0,4,30,14,0,46,117,74,239
SSC11149,0,0,0,5,3,0,10,16,3,29
SSC11150,0,0,0,0,0,0,0,13,0,15
SSC11151,0,0,3,3,3,0,4,28,0,34
SSC11152,0,0,0,3,0,0,3,6,0,10
SSC11153,0,0,0,0,0,0,6,10,0,10
SSC11154,3,0,3,307,88,10,407,695,62,1159
SSC11155,0,0,0,3,0,0,3,3,0,9
SSC11156,3,0,3,39,14,0,50,81,9,140
SSC11157,0,0,0,3,0,0,3,0,0,9
SSC11158,0,0,0,26,13,0,35,112,65,208
SSC11159,5,0,12,56,23,5,86,240,35,363
SSC11160,0,0,0,7,0,0,7,6,3,10
SSC11161,76,39,117,271,136,16,425,1060,180,1663
SSC11162,0,0,0,8,3,0,11,15,4,30
SSC11163,3,0,3,3,10,0,14,53,3,63
SSC11164,3,0,5,12,10,0,29,95,9,129
SSC11165,0,0,0,5,0,0,9,17,0,27
SSC11166,0,0,0,17,10,0,27,62,16,105
SSC11167,39,3,40,491,123,20,634,1023,179,1828
SSC11168,0,0,0,6,0,0,4,7,0,10
SSC11169,6,3,15,116,58,4,177,396,50,625
SSC11170,0,0,0,56,24,3,85,200,47,331
SSC11171,5,0,3,15,3,0,18,27,12,63
SSC11172,5,0,9,61,26,3,86,150,26,263
SSC11173,0,0,0,0,0,0,0,0,0,0
SSC11174,4,0,4,22,17,0,43,113,9,166
SSC11175,16,4,24,1202,264,42,1511,2186,182,3883
SSC11176,15,0,20,29,33,3,66,294,59,416
SSC11177,0,0,0,21,9,0,29,95,33,155
SSC11178,0,0,0,16,10,0,26,97,26,149
SSC11179,0,0,0,12,4,0,17,26,0,40
SSC11180,0,0,0,3,0,0,3,3,0,10
SSC11181,0,0,0,6,5,0,16,35,4,54
SSC11182,0,0,0,7,3,0,11,19,3,32
SSC11183,0,3,3,3,0,0,8,41,3,54
SSC11184,0,0,0,5,3,0,6,13,9,31
SSC11185,54,13,68,95,59,6,161,720,185,1069
SSC11186,0,0,0,4,3,0,9,10,0,21
SSC11187,0,0,0,3,3,0,5,9,0,14
SSC11188,3,0,3,28,7,0,32,92,4,136
SSC11189,43,11,55,71,46,4,121,435,55,612
SSC11190,3,0,3,20,8,0,28,128,13,179
SSC11191,137,40,180,204,102,13,316,1163,162,1651
SSC11192,0,0,0,0,0,0,0,0,3,4
SSC11193,0,0,0,8,3,0,16,19,3,42
SSC11194,6,0,6,26,11,3,37,127,11,166
SSC11195,5,0,5,39,18,3,60,119,18,190
SSC11196,0,0,0,16,11,0,29,62,7,94
SSC11197,0,0,0,5,3,0,8,15,5,27
SSC11198,0,0,3,9,9,0,16,49,7,78
SSC11199,0,0,0,46,18,4,67,146,26,245
SSC11200,0,0,0,12,0,0,13,91,20,129
SSC11201,0,0,0,3,0,0,3,3,0,4
SSC11202,250,54,303,1791,813,84,2686,5493,512,8694
SSC11203,0,0,3,57,25,0,82,200,25,308
SSC11204,0,0,0,4,5,0,6,20,15,35
SSC11205,0,0,4,23,15,0,38,157,27,220
SSC11206,4,7,13,34,42,0,79,275,55,416
SSC11207,0,0,0,7,3,0,11,61,13,86
SSC11208,0,0,0,0,3,0,3,19,0,17
SSC11209,0,0,0,17,3,3,25,59,8,97
SSC11210,0,0,0,24,10,0,42,84,15,136
SSC11211,178,51,236,427,290,15,730,2449,574,3758
SSC11212,45,18,60,631,314,20,956,8015,1800,10778
SSC11213,4,0,9,63,21,3,81,190,31,302
SSC11214,10,0,10,174,85,11,262,2420,247,2936
SSC11215,8,0,12,170,50,3,227,591,102,919
SSC11216,0,0,3,7,0,0,3,18,3,30
SSC11217,3,0,3,20,12,0,27,53,4,83
SSC11218,0,0,0,148,65,12,220,368,32,619
SSC11219,23,3,26,563,222,23,807,1385,83,2271
SSC11220,0,0,0,3,5,0,10,4,4,14
SSC11221,104,21,123,382,183,17,582,1336,158,2078
SSC11222,3,0,3,28,28,0,54,246,29,334
SSC11223,0,0,0,19,4,0,21,52,8,82
SSC11224,82,3,82,534,175,14,725,1640,144,2504
SSC11225,0,0,0,0,4,0,4,27,4,25
SSC11226,0,0,0,0,0,0,0,0,3,7
SSC11227,269,43,320,3786,996,95,4879,11793,1390,18057
SSC11228,0,0,0,3,0,0,3,3,0,5
SSC11229,3,0,4,15,6,0,24,52,4,80
SSC11230,0,0,0,3,0,0,10,15,0,22
SSC11231,8,0,9,36,16,4,59,282,51,396
SSC11232,0,0,0,27,9,3,38,70,13,116
SSC11233,8,8,17,33,23,3,59,206,41,309
SSC11234,5,3,6,115,41,4,156,263,73,500
SSC11235,28,11,40,225,110,4,339,1136,223,1701
SSC11236,52,10,69,58,31,0,88,407,69,563
SSC11237,231,46,278,1064,494,35,1592,4129,778,6500
SSC11238,74,3,84,683,250,15,949,2035,123,3106
SSC11239,51,3,52,443,125,14,582,1097,78,1758
SSC11240,16,0,16,197,30,4,230,464,24,717
SSC11241,43,7,52,317,93,17,429,852,126,1413
SSC11242,3,0,3,0,0,0,0,20,0,19
SSC11243,0,0,0,3,6,3,13,11,3,30
SSC11244,0,0,0,0,0,0,0,0,0,0
SSC11245,0,0,0,6,9,0,11,44,8,66
SSC11246,0,0,0,0,0,0,0,15,3,16
SSC11247,0,0,0,0,4,0,4,6,3,13
SSC11248,11,3,13,415,171,18,603,1344,184,2134
SSC11249,4,0,4,15,0,0,16,13,0,27
SSC11250,0,0,0,3,4,0,11,12,0,22
SSC11251,13,5,16,113,71,5,193,476,58,730
SSC11252,0,0,0,0,0,0,0,0,3,3
SSC11253,0,0,0,3,6,0,5,21,10,39
SSC11254,0,0,0,0,3,0,5,15,0,18
SSC11255,3,0,0,8,4,0,13,52,18,76
SSC11256,0,0,0,8,3,0,12,28,4,42
SSC11257,0,0,0,3,0,0,3,6,0,16
SSC11258,0,0,0,0,0,0,0,0,0,0
SSC11259,0,0,0,9,4,0,11,37,9,52
SSC11260,0,0,0,10,3,0,16,40,12,67
SSC11261,0,0,0,17,3,0,17,37,12,65
SSC11262,5,0,5,22,5,0,21,72,10,104
SSC11263,0,0,0,13,3,0,16,27,12,50
SSC11264,0,0,0,4,3,0,5,22,0,31
SSC11265,0,0,0,0,0,0,0,0,4,5
SSC11266,17,0,16,101,47,4,150,336,20,500
SSC11267,39,9,50,275,84,0,356,969,84,1406
SSC11268,0,0,0,8,6,0,18,39,6,58
SSC11269,8,3,12,16,12,3,30,120,30,177
SSC11270,0,0,0,24,16,0,46,61,4,113
SSC11271,0,0,0,4,0,0,12,11,0,22
SSC11272,8,4,12,77,62,0,141,390,42,576
SSC11273,7,0,7,8,3,0,14,54,12,84
SSC11274,7,3,12,22,9,0,31,166,26,223
SSC11275,121,17,139,2019,734,52,2805,7110,797,10713
SSC11276,0,0,0,50,31,0,77,204,27,313
SSC11277,36,9,44,210,135,5,349,946,117,1410
SSC11278,46,11,59,143,70,7,224,704,100,1028
SSC11279,3,0,3,7,12,0,20,65,9,90
SSC11280,0,0,0,17,7,0,19,72,24,121
SSC11281,136,26,171,567,273,10,848,2805,453,4117
SSC11282,0,0,0,24,17,0,40,66,12,112
SSC11283,14,0,14,226,112,12,355,648,90,1092
SSC11284,85,15,96,722,287,19,1024,1786,185,2995
SSC11285,0,0,0,24,7,0,30,71,4,99
SSC11286,7,0,3,56,29,4,85,158,12,252
SSC11287,34,8,49,8,24,0,31,295,47,374
SSC11288,0,0,0,5,3,0,6,26,8,37
SSC11289,0,0,0,0,0,0,0,0,0,0
SSC11290,0,0,4,31,17,0,49,199,54,301
SSC11291,0,0,0,3,0,0,3,7,7,17
SSC11292,0,0,0,11,5,0,21,36,5,63
SSC11293,339,47,388,1876,609,56,2539,6597,904,10046
SSC11294,0,0,0,6,6,0,7,19,6,33
SSC11295,0,0,0,3,0,0,5,21,4,37
SSC11296,700,128,837,6275,2478,305,9050,18853,2787,30692
SSC11297,0,0,0,9,0,0,12,36,3,48
SSC11298,0,0,4,13,15,0,30,58,6,92
SSC11299,0,0,0,10,7,0,10,23,7,44
SSC11300,36,5,43,468,218,23,708,1076,112,1898
SSC11301,7,0,7,74,34,3,110,272,4,388
SSC11302,3,0,3,20,4,0,28,80,3,107
SSC11303,161,29,196,2207,612,96,2917,7667,978,11558
SSC11304,0,0,0,6,11,0,16,80,14,115
SSC11305,0,0,0,20,8,0,25,35,3,59
SSC11306,0,0,0,9,4,0,14,38,4,56
SSC11307,0,0,0,9,0,0,12,13,3,25
SSC11308,0,0,0,0,0,0,0,0,0,0
SSC11309,5,3,13,51,22,3,71,191,38,305
SSC11310,26,9,31,90,61,0,153,693,71,923
SSC11311,0,0,0,5,5,0,8,25,6,42
SSC11312,62,4,65,856,177,10,1045,2537,255,3833
SSC11313,61,12,74,966,224,31,1219,2839,298,4358
SSC11314,3,0,3,26,11,0,31,85,15,134
SSC11315,0,0,0,14,11,0,23,48,14,83
SSC11316,36,10,52,136,69,0,213,596,184,994
SSC11317,0,0,0,11,7,0,13,28,7,46
SSC11318,3,0,3,42,14,0,57,116,5,172
SSC11319,0,0,0,0,0,0,0,3,0,3
SSC11320,68,34,99,261,164,19,444,1048,212,1699
SSC11321,3,0,5,79,23,6,108,159,35,302
SSC11322,0,0,0,8,3,0,13,25,7,36
SSC11323,4,0,4,24,17,5,45,127,3,171
SSC11324,3,0,3,10,6,0,12,54,3,72
SSC11325,4,0,4,107,49,4,161,355,52,565
SSC11326,8,0,6,105,42,8,150,261,19,429
SSC11327,0,0,0,0,3,0,3,4,0,8
SSC11328,227,11,239,1276,478,47,1797,4054,339,6189
SSC11329,0,0,0,0,0,0,0,0,0,0
SSC11330,0,0,0,25,21,4,51,109,11,174
SSC11331,5,0,6,22,19,0,41,130,27,205
SSC11332,10,0,10,78,26,3,114,276,39,427
SSC11333,0,0,0,3,3,0,12,46,4,60
SSC11334,0,0,0,15,11,0,24,47,7,79
SSC11335,0,0,0,3,0,0,5,20,4,25
SSC11336,3,0,3,8,11,0,21,36,0,55
SSC11337,0,0,0,0,0,0,0,0,0,0
SSC11338,7,0,8,43,32,4,76,189,23,288
SSC11339,0,0,0,12,4,0,18,52,9,79
SSC11340,0,0,0,21,3,0,27,34,3,65
SSC11341,21,0,24,974,368,41,1383,2981,234,4601
SSC11342,3,0,3,31,35,0,65,94,11,166
SSC11343,443,54,503,2916,1041,79,4040,9432,1020,14496
SSC11344,168,32,202,953,357,54,1368,3252,394,5016
SSC11345,128,30,156,859,408,30,1296,3075,283,4653
SSC11346,4,3,8,393,118,14,527,686,99,1317
SSC11347,0,0,3,33,17,0,48,110,9,176
SSC11348,54,23,79,594,244,25,860,1755,165,2783
SSC11349,157,30,191,644,252,44,944,2295,300,3540
SSC11350,4,0,3,54,20,3,74,149,14,240
SSC11351,57,6,70,480,190,17,687,1802,174,2658
SSC11352,10,0,14,146,30,3,184,327,37,552
SSC11353,0,0,0,8,3,0,10,61,8,81
SSC11354,31,13,42,191,65,11,269,659,126,1058
SSC11355,57,3,64,537,164,11,709,1623,113,2439
SSC11356,12,0,21,404,140,19,568,971,165,1709
SSC11357,118,13,131,758,202,14,982,1797,101,2885
SSC11358,177,36,215,673,288,50,1012,2617,482,4105
SSC11359,0,0,0,17,8,0,21,51,3,75
SSC11360,285,77,365,1849,893,90,2836,6073,770,9681
SSC11361,70,0,70,541,159,12,709,1172,48,1932
SSC11362,0,0,0,53,18,3,79,163,27,270
SSC11363,136,17,159,749,362,37,1146,2885,355,4379
SSC11364,3,0,3,31,23,0,52,116,25,188
SSC11365,4,0,4,42,23,0,63,156,29,247
SSC11366,3,0,10,138,51,4,194,375,44,616
SSC11367,29,7,32,134,40,0,175,474,67,719
SSC11368,115,12,131,1118,296,21,1431,3824,415,5670
SSC11369,320,26,356,2953,847,59,3860,10558,735,15154
SSC11370,0,0,0,31,8,0,43,121,9,173
SSC11371,7,4,11,169,60,7,240,490,57,785
SSC11372,0,0,0,21,4,0,34,93,21,146
SSC11373,0,0,0,3,4,0,3,21,4,35
SSC11374,0,0,0,0,0,0,0,0,0,0
SSC11375,93,33,133,370,189,28,588,1760,299,2647
SSC11376,0,0,0,11,4,0,15,103,21,144
SSC11377,95,6,101,1379,509,28,1919,5713,374,8008
SSC11378,0,0,0,6,3,0,14,47,4,62
SSC11379,98,19,122,282,138,7,423,1540,340,2303
SSC11380,0,0,0,18,6,0,18,55,11,83
SSC11381,196,21,216,1047,518,49,1615,3114,297,5020
SSC11382,3,0,3,3,9,0,14,62,10,84
SSC11383,11,0,14,499,89,11,598,923,134,1657
SSC11384,0,0,0,0,0,0,0,0,0,0
SSC11385,0,0,0,3,0,0,3,3,0,11
SSC11386,20,3,26,442,181,22,641,955,129,1720
SSC11387,0,0,0,0,0,0,0,3,0,3
SSC11388,0,0,0,28,12,0,36,92,39,171
SSC11389,60,8,72,945,278,32,1258,1926,138,3325
SSC11390,0,0,0,3,3,0,8,15,0,24
SSC11391,36,7,43,1251,376,74,1699,2573,271,4544
SSC11392,0,0,5,27,15,0,36,59,9,104
SSC11393,117,14,129,982,595,48,1623,2837,199,4653
SSC11394,161,17,177,920,465,27,1421,2852,226,4501
SSC11395,102,136,239,282,208,14,503,3723,779,5005
SSC11396,4,4,9,32,28,0,54,105,18,179
SSC11397,3,0,3,568,78,3,651,1023,113,1782
SSC11398,12,0,10,188,76,7,273,521,76,869
SSC11399,0,0,5,32,23,3,56,198,35,290
SSC11400,0,0,0,32,12,0,48,181,43,267
SSC11401,0,0,0,27,11,4,32,88,31,160
SSC11402,3,0,3,7,5,0,13,13,4,29
SSC11403,0,0,0,14,15,0,22,42,3,65
SSC11404,0,0,0,15,0,0,19,49,30,92
SSC11405,7,0,9,153,98,10,262,398,16,676
SSC11406,4,0,3,15,3,0,14,78,10,99
SSC11407,0,0,0,14,9,3,18,71,11,101
SSC11408,3,9,15,58,35,0,92,116,83,287
SSC11409,4,0,4,60,17,0,84,179,21,279
SSC11410,0,0,0,6,4,0,8,53,13,82
SSC11411,24,8,29,391,124,16,537,1129,98,1761
SSC11412,0,0,0,22,3,0,24,63,24,109
SSC11413,14,3,16,301,143,15,456,1034,182,1677
SSC11414,4,3,12,47,13,7,62,332,60,447
SSC11415,23,3,28,456,178,17,652,1140,112,1901
SSC11416,3,0,3,28,8,0,34,90,22,153
SSC11417,16,3,24,616,235,30,881,1613,98,2598
SSC11418,186,17,204,1415,681,72,2166,4098,556,6817
SSC11419,0,0,0,24,16,0,40,86,14,135
SSC11420,0,0,0,0,0,0,0,0,0,0
SSC11421,55,13,65,441,133,9,580,1673,134,2394
SSC11422,257,25,288,3623,1475,139,5239,7563,500,13301
SSC11423,3,0,3,91,9,0,96,195,29,317
SSC11424,0,0,0,3,3,0,4,35,11,51
SSC11425,35,5,43,463,168,10,636,2427,369,3431
SSC11426,0,0,0,14,7,0,20,72,17,110
SSC11427,0,0,0,0,0,0,0,0,0,0
SSC11428,448,51,501,4233,1184,100,5515,13402,745,19661
SSC11429,0,0,0,32,25,0,62,109,14,181
SSC11430,0,0,0,3,0,0,9,11,0,17
SSC11431,3,0,3,13,3,0,17,15,3,32
SSC11432,3,0,3,14,5,0,18,23,3,38
SSC11433,542,96,637,520,313,26,863,2999,332,4192
SSC11434,4,0,4,78,25,6,109,193,22,320
SSC11435,207,33,247,1993,487,62,2546,5473,538,8559
SSC11436,8,0,8,85,44,3,129,372,31,529
SSC11437,0,0,0,11,3,0,18,12,0,30
SSC11438,27,3,30,1082,442,51,1567,3380,245,5195
SSC11439,22,7,30,1018,239,50,1312,5135,684,7127
SSC11440,0,0,0,18,0,0,23,53,9,85
SSC11441,12,5,13,462,182,16,661,1303,84,2048
SSC11442,0,0,0,0,0,0,0,0,0,0
SSC11443,5,0,5,13,14,0,29,40,5,79
SSC11444,85,16,93,365,115,12,499,1228,100,1831
SSC11445,202,33,235,584,325,25,931,2869,354,4158
SSC11446,0,0,0,7,10,0,15,18,0,35
SSC11447,0,0,0,0,0,0,0,0,0,0
SSC11448,0,0,0,22,6,0,33,64,3,102
SSC11449,0,0,0,34,8,0,40,84,15,137
SSC11450,0,0,0,11,3,0,15,24,10,43
SSC11451,3,0,3,25,13,0,34,64,17,114
SSC11452,0,0,0,38,15,0,53,63,35,149
SSC11453,0,0,0,0,0,0,0,5,0,12
SSC11454,26,0,23,84,45,6,141,458,63,660
SSC11455,0,0,0,10,10,0,19,25,9,58
SSC11456,0,0,0,41,23,3,67,157,39,264
SSC11457,0,0,0,29,12,0,40,83,12,137
SSC11458,0,0,0,62,30,6,89,218,25,334
SSC11459,3,0,6,34,22,0,54,101,18,183
SSC11460,3,0,7,61,16,0,83,145,41,261
SSC11461,3,3,6,55,21,10,89,151,24,269
SSC11462,3,0,3,9,0,3,17,8,3,28
SSC11463,0,0,0,13,3,0,19,46,15,74
SSC11464,4,0,4,59,23,4,82,172,24,280
SSC11465,0,0,0,14,6,0,24,28,10,57
SSC11466,0,0,0,34,3,0,38,41,0,75
SSC11467,0,0,0,28,19,0,44,70,12,129
SSC11468,3,0,9,128,35,6,165,345,121,626
SSC11469,88,20,109,345,190,14,551,1618,249,2422
SSC11470,3,0,3,31,23,0,49,62,8,127
SSC11471,0,0,0,76,25,3,105,368,84,553
SSC11472,6,0,6,24,11,0,32,106,21,160
SSC11473,0,0,0,4,3,0,5,54,4,65
SSC11474,6,0,6,126,41,0,165,394,114,677
SSC11475,13,8,23,133,67,3,203,535,58,801
SSC11476,11,0,12,60,14,0,75,342,37,454
SSC11477,270,32,309,2307,558,53,2919,10697,1017,14638
SSC11478,106,11,117,658,193,11,858,2928,382,4164
SSC11479,124,13,137,963,278,13,1262,4260,421,5937
SSC11480,128,6,141,1585,533,40,2158,6515,592,9268
SSC11481,0,0,0,3,6,0,9,11,0,15
SSC11482,102,18,120,1105,360,33,1496,3005,308,4813
SSC11483,11,0,12,57,33,4,99,191,24,313
SSC11484,168,16,194,1055,468,44,1563,4261,426,6251
SSC11485,0,0,0,6,0,3,4,12,4,24
SSC11486,0,0,0,18,5,0,17,16,0,36
SSC11487,0,3,7,122,77,3,197,506,94,796
SSC11488,4,0,4,22,18,0,38,128,26,194
SSC11489,0,0,0,4,0,0,3,10,0,13
SSC11490,0,0,7,47,11,0,56,108,9,178
SSC11491,64,27,95,762,342,28,1135,2033,217,3378
SSC11492,0,0,0,0,4,0,4,24,0,28
SSC11493,0,0,0,20,6,0,31,60,8,98
SSC11494,0,0,0,3,0,0,3,8,0,12
SSC11495,3,3,7,74,70,0,150,335,39,521
SSC11496,43,7,50,759,338,33,1132,1914,138,3192
SSC11497,0,0,3,15,4,0,21,47,5,67
SSC11498,5,0,5,25,9,0,35,72,19,126
SSC11499,10,3,8,109,27,5,141,339,88,568
SSC11500,29,3,32,216,144,11,366,919,85,1375
SSC11501,45,20,63,342,201,23,572,1557,219,2339
SSC11502,0,0,0,4,6,0,6,33,21,60
SSC11503,0,0,0,0,0,0,0,5,8,13
SSC11504,0,0,0,3,0,0,6,22,3,33
SSC11505,8,0,8,24,10,0,36,70,3,110
SSC11506,3,0,3,8,8,0,19,90,4,109
SSC11507,28,4,31,141,70,4,221,587,69,871
SSC11508,5,0,5,42,11,0,57,150,38,243
SSC11509,5,0,6,57,28,8,95,176,26,303
SSC11510,0,0,0,8,0,0,14,23,0,38
SSC11511,0,0,0,52,10,0,66,129,21,210
SSC11512,0,0,3,17,9,0,22,40,9,74
SSC11513,3,0,3,34,21,0,56,132,13,191
SSC11514,3,0,3,26,14,0,37,48,13,101
SSC11515,286,39,333,2074,931,78,3087,5691,492,9277
SSC11516,0,0,0,3,3,0,10,15,0,23
SSC11517,3,0,3,3,3,0,4,21,0,22
SSC11518,74,46,123,141,120,11,266,911,261,1439
SSC11519,9,0,10,97,36,6,141,271,72,482
SSC11520,85,15,105,306,150,19,475,1338,275,2087
SSC11521,3,3,6,31,11,3,49,165,20,235
SSC11522,0,0,0,12,3,0,13,41,3,57
SSC11523,9,0,6,63,25,0,95,236,68,394
SSC11524,4,0,4,12,8,0,19,101,19,138
SSC11525,0,0,0,5,0,0,5,20,0,31
SSC11526,22,0,22,139,103,3,253,612,36,900
SSC11527,0,0,0,10,0,0,14,17,10,41
SSC11528,0,0,0,3,0,0,3,3,0,6
SSC11529,4,0,4,35,17,3,54,101,17,174
SSC11530,230,34,270,1765,409,49,2219,4859,535,7608
SSC11531,0,3,3,3,0,0,3,11,5,24
SSC11532,0,0,0,3,0,0,4,14,3,26
SSC11533,7,0,7,1286,318,49,1654,1846,150,3654
SSC11534,52,9,61,1436,419,71,1923,2874,289,5088
SSC11535,11,3,13,362,154,14,533,845,55,1425
SSC11536,200,42,242,1156,481,57,1692,4275,780,6742
SSC11537,0,0,0,8,3,0,17,35,8,50
SSC11538,0,0,0,0,0,0,0,10,0,13
SSC11539,0,0,0,35,14,0,46,89,4,135
SSC11540,0,0,0,8,0,0,3,27,7,40
SSC11541,0,0,0,10,3,0,14,44,10,68
SSC11542,0,0,0,17,4,0,20,31,3,54
SSC11543,0,0,0,16,19,3,41,44,9,90
SSC11544,11,0,11,444,95,15,557,1059,126,1750
SSC11545,0,0,0,0,0,0,0,0,0,0
SSC11546,10,8,24,547,155,25,724,3019,359,4104
SSC11547,3,0,3,110,32,8,151,190,31,368
SSC11548,235,53,297,1697,480,50,2228,3873,326,6428
SSC11549,54,9,59,517,260,34,813,1368,140,2319
SSC11550,571,204,777,1524,784,58,2363,8225,1213,11802
SSC11551,0,0,0,3,0,0,3,18,3,27
